actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,pointsTotal,turnoverTotal,assistPlayerNameInitial,assistPersonId,assistTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
16,PT11M07.00S,2023-12-17T01:13:34.9Z,1,REGULAR,3pt,Jump Shot,[],1630245,27.33245729303548,83.11121323529412,1610612741,2,3,2023-12-17T01:13:55Z,160000,False,-166.0,204.0,1,left,A. Dosunmu 26' 3PT pullup (3 PTS),[1630245],1610612741.0,CHI,pullup,,,Dosunmu,A. Dosunmu,,,,,Above the Break 3,24+ Left Center,26.31,Made,,,,,,,,,,3.0,,,,,,,,
18,PT10M51.00S,2023-12-17T01:14:00.7Z,1,REGULAR,violation,kicked ball,[],1630172,,,1610612748,2,3,2023-12-17T01:14:17Z,180000,False,,,0,,P. Williams kicked ball VIOLATION,[1630172],1610612741.0,CHI,,,,Williams,P. Williams,,,,,,,,,,,,,1630929.0,,,,,,,,,,,,,
19,PT10M38.00S,2023-12-17T01:14:23.4Z,1,REGULAR,3pt,Jump Shot,[],1631115,75.1149802890933,87.00980392156863,1610612748,2,3,2023-12-17T01:14:39Z,190000,False,185.0,181.0,1,right,MISS O. Robinson 25' 3PT,[1631115],1610612748.0,MIA,,,,Robinson,O. Robinson,,,,,Above the Break 3,24+ Right Center,25.91,Missed,,,,,,,,,,,,,,,,,,
20,PT10M35.00S,2023-12-17T01:14:26.4Z,1,REGULAR,rebound,defensive,[],1629632,,,1610612741,2,3,2023-12-17T01:14:39Z,200000,False,,,0,,C. White REBOUND (Off:0 Def:1),[1629632],1610612741.0,CHI,,,,White,C. White,,,,,Above the Break 3,24+ Right Center,,,19.0,1.0,1.0,0.0,,,,,,,,,,,,,,
21,PT10M28.00S,2023-12-17T01:14:36.8Z,1,REGULAR,foul,offensive,[],1630172,,,1610612741,2,3,2023-12-17T01:15:05Z,210000,False,,,0,,P. Williams offensive FOUL (2 PF),"[1630172, 200768]",1610612741.0,CHI,,,,Williams,P. Williams,,,,,Mid-Range,16-24 Left,,,,,,,1628953.0,2.0,0.0,Lowry,200768.0,,,,,,,,,
23,PT10M28.00S,2023-12-17T01:14:36.8Z,1,REGULAR,turnover,offensive foul,[],1630172,,,1610612741,2,3,2023-12-17T01:14:36Z,230000,False,,,0,,P. Williams offensive foul TURNOVER (1 TO),[1630172],1610612741.0,CHI,,,,Williams,P. Williams,,,,,Mid-Range,16-24 Left,,,,,,,1628953.0,,,,,,1.0,,,,,,,
24,PT10M11.00S,2023-12-17T01:15:04.5Z,1,REGULAR,foul,personal,['2freethrow'],1629632,,,1610612748,2,3,2023-12-17T01:15:17Z,240000,False,,,0,,C. White shooting personal FOUL (1 PF) (Butler 2 FT),"[1629632, 202710]",1610612741.0,CHI,shooting,,,White,C. White,,,,,Restricted Area,0-8 Center,,,,,,,1630929.0,1.0,0.0,Butler,202710.0,,,,,,,,,
26,PT10M11.00S,2023-12-17T01:15:30.9Z,1,REGULAR,freethrow,1 of 2,['fromturnover'],202710,,,1610612748,3,3,2023-12-17T01:15:30Z,260000,False,,,0,,J. Butler Free Throw 1 of 2 (3 PTS),[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,,,,Made,,,,,,,,,,3.0,,,,,,,,
27,PT10M11.00S,2023-12-17T01:15:31.9Z,1,REGULAR,substitution,out,[],1630172,,,1610612748,3,3,2023-12-17T01:15:37Z,270000,False,,,0,,SUB out: P. Williams,[1630172],1610612741.0,CHI,,,,Williams,P. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
28,PT10M11.00S,2023-12-17T01:15:31.9Z,1,REGULAR,substitution,in,[],1628470,,,1610612748,3,3,2023-12-17T01:15:37Z,280000,False,,,0,,SUB in: T. Craig,[1628470],1610612741.0,CHI,,,,Craig,T. Craig,,,,,,,,,,,,,,,,,,,,,,,,,,
29,PT10M11.00S,2023-12-17T01:15:50.0Z,1,REGULAR,freethrow,2 of 2,['fromturnover'],202710,,,1610612748,4,3,2023-12-17T01:15:50Z,290000,False,,,0,,J. Butler Free Throw 2 of 2 (4 PTS),[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,,,,Made,,,,,,,,,,4.0,,,,,,,,
30,PT09M56.00S,2023-12-17T01:16:07.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628470,7.046649145860711,52.69607843137255,1610612741,4,3,2023-12-17T01:17:47Z,300000,False,-13.0,14.0,1,left,MISS T. Craig Layup,[1628470],1610612741.0,CHI,,,,Craig,T. Craig,,,,,Restricted Area,0-8 Center,1.92,Missed,,,,,,,,,,,,,,,,,,
31,PT09M56.00S,2023-12-17T01:16:07.1Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612748,4,3,2023-12-17T01:16:14Z,310000,False,,,0,,TEAM defensive REBOUND,[],1610612748.0,MIA,,,,,,,,,,Restricted Area,0-8 Center,,,30.0,,,,,,,,,,,,,,,,,
33,PT09M42.00S,2023-12-17T01:16:34.2Z,1,REGULAR,3pt,Jump Shot,[],1629130,95.3515111695138,0.0,1610612748,7,3,2023-12-17T01:16:40Z,330000,False,-250.0,-9.0,1,right,D. Robinson 25' 3PT  (3 PTS) (K. Lowry 1 AST),"[1629130, 200768]",1610612748.0,MIA,,,,Robinson,D. Robinson,,,,,Left Corner 3,24+ Left,25.02,Made,,,,,,,,,,3.0,,K. Lowry,200768.0,1.0,,,,
35,PT09M26.00S,2023-12-17T01:16:49.3Z,1,REGULAR,3pt,Jump Shot,[],1628470,14.799605781865965,0.24509803921568626,1610612741,7,3,2023-12-17T01:16:56Z,350000,False,249.0,87.0,1,left,MISS T. Craig 26' 3PT,[1628470],1610612741.0,CHI,,,,Craig,T. Craig,,,,,Right Corner 3,24+ Right,26.34,Missed,,,,,,,,,,,,,,,,,,
36,PT09M25.00S,2023-12-17T01:16:50.3Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612741,7,3,2023-12-17T01:16:56Z,360000,False,,,0,,TEAM offensive REBOUND,[],1610612741.0,CHI,,,,,,,,,,Right Corner 3,24+ Right,,,35.0,,,,,,,,,,,,,,,,,
38,PT09M20.00S,2023-12-17T01:17:12.0Z,1,REGULAR,turnover,out-of-bounds,[],202696,,,1610612741,7,3,2023-12-17T01:17:17Z,380000,False,,,0,,N. Vucevic bad pass out-of-bounds TURNOVER (1 TO),[202696],1610612741.0,CHI,bad pass,,,Vucevic,N. Vucevic,,,,,Above the Break 3,24+ Right Center,,,,,,,2003.0,,,,,,1.0,,,,,,,
39,PT09M10.00S,2023-12-17T01:17:32.5Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover']",202710,93.24901445466492,52.20588235294118,1610612748,9,3,2023-12-17T01:17:37Z,390000,False,11.0,11.0,1,right,J. Butler cutting DUNK (6 PTS) (C. Martin 1 AST),"[202710, 1628997]",1610612748.0,MIA,cutting,,,Butler,J. Butler,,,,,Restricted Area,0-8 Center,1.56,Made,,,,,,,,,,6.0,,C. Martin,1628997.0,1.0,,,,
41,PT08M45.00S,2023-12-17T01:17:56.6Z,1,REGULAR,turnover,bad pass,[],1629632,,,1610612741,9,3,2023-12-17T01:18:00Z,410000,False,,,0,,C. White bad pass TURNOVER (1 TO),"[1629632, 202710]",1610612741.0,CHI,,,,White,C. White,,,,,Mid-Range,16-24 Left,,,,,,,,,,,,,1.0,,,,Butler,202710.0,,
42,PT08M45.00S,2023-12-17T01:17:56.6Z,1,REGULAR,steal,,[],202710,,,1610612748,9,3,2023-12-17T01:17:59Z,420000,False,,,0,,J. Butler STEAL (1 STL),[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,Mid-Range,16-24 Left,,,,,,,,,,,,,,,,,,,,
43,PT08M38.00S,2023-12-17T01:18:03.9Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",202710,94.1688567674113,48.03921568627451,1610612748,11,3,2023-12-17T01:18:10Z,430000,False,-10.0,2.0,1,right,J. Butler cutting DUNK (8 PTS) (D. Robinson 1 AST),"[202710, 1629130]",1610612748.0,MIA,cutting,,,Butler,J. Butler,,,,,Restricted Area,0-8 Center,1.01,Made,,,,,,,,,,8.0,,D. Robinson,1629130.0,1.0,,,,
45,PT08M38.00S,2023-12-17T01:18:12.6Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612741,11,3,2023-12-17T01:18:12Z,450000,False,,,0,,CHI Timeout,[],1610612741.0,CHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,PT08M22.00S,2023-12-17T01:21:22.4Z,1,REGULAR,foul,personal,['2freethrow'],1631115,,,1610612741,11,3,2023-12-17T01:21:32Z,470000,False,,,0,,O. Robinson shooting personal FOUL (1 PF) (Craig 2 FT),"[1631115, 1628470]",1610612748.0,MIA,shooting,,,Robinson,O. Robinson,,,,,Restricted Area,0-8 Center,,,,,,,1628953.0,1.0,0.0,Craig,1628470.0,,,,,,,,,
49,PT08M22.00S,2023-12-17T01:21:49.0Z,1,REGULAR,freethrow,1 of 2,[],1628470,,,1610612741,11,4,2023-12-17T01:21:49Z,490000,False,,,0,,T. Craig Free Throw 1 of 2 (1 PTS),[1628470],1610612741.0,CHI,,,,Craig,T. Craig,,,,,,,,Made,,,,,,,,,,1.0,,,,,,,,
50,PT08M22.00S,2023-12-17T01:21:49.0Z,1,REGULAR,freethrow,2 of 2,[],1628470,,,1610612741,11,4,2023-12-17T01:22:04Z,500000,False,,,0,,MISS T. Craig Free Throw 2 of 2,[1628470],1610612741.0,CHI,,,,Craig,T. Craig,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
51,PT08M19.00S,2023-12-17T01:21:52.0Z,1,REGULAR,rebound,defensive,[],1629130,,,1610612748,11,4,2023-12-17T01:22:04Z,510000,False,,,0,,D. Robinson REBOUND (Off:0 Def:1),[1629130],1610612748.0,MIA,,,,Robinson,D. Robinson,,,,,,,,,50.0,1.0,1.0,0.0,,,,,,,,,,,,,,
52,PT07M59.00S,2023-12-17T01:22:23.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1631115,93.64323258869908,44.11764705882353,1610612748,13,4,2023-12-17T01:22:32Z,520000,False,-29.0,7.0,1,right,O. Robinson cutting finger roll Layup (2 PTS) (D. Robinson 2 AST),"[1631115, 1629130]",1610612748.0,MIA,cutting finger roll,,,Robinson,O. Robinson,,,,,Restricted Area,0-8 Center,3.03,Made,,,,,,,,,,2.0,,D. Robinson,1629130.0,2.0,,,,
54,PT07M38.00S,2023-12-17T01:22:43.0Z,1,REGULAR,3pt,Jump Shot,[],1628470,30.831143232588698,66.66666666666666,1610612741,13,7,2023-12-17T01:22:48Z,540000,False,-83.0,237.0,1,left,T. Craig 25' 3PT  (4 PTS) (D. DeRozan 1 AST),"[1628470, 201942]",1610612741.0,CHI,,,,Craig,T. Craig,,,,,Above the Break 3,24+ Left Center,25.15,Made,,,,,,,,,,4.0,,D. DeRozan,201942.0,1.0,,,,
56,PT07M31.00S,2023-12-17T01:22:50.3Z,1,REGULAR,3pt,Jump Shot,[],1629130,83.52496714848883,94.6078431372549,1610612748,13,7,2023-12-17T01:24:26Z,560000,False,223.0,102.0,1,right,MISS D. Robinson 24' 3PT,[1629130],1610612748.0,MIA,,,,Robinson,D. Robinson,,,,,Above the Break 3,24+ Right Center,24.54,Missed,,,,,,,,,,,,,,,,,,
57,PT07M27.00S,2023-12-17T01:22:54.3Z,1,REGULAR,rebound,defensive,[],202696,,,1610612741,13,7,2023-12-17T01:22:55Z,570000,False,,,0,,N. Vucevic REBOUND (Off:0 Def:1),[202696],1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,Above the Break 3,24+ Right Center,,,56.0,1.0,1.0,0.0,,,,,,,,,,,,,,
58,PT07M07.00S,2023-12-17T01:23:16.0Z,1,REGULAR,2pt,Jump Shot,[],1630245,7.5722733245729295,83.08823529411765,1610612741,13,7,2023-12-17T01:23:37Z,580000,False,-165.0,19.0,1,left,MISS A. Dosunmu 16' pullup Shot,[1630245],1610612741.0,CHI,pullup,,,Dosunmu,A. Dosunmu,,,,,Mid-Range,16-24 Left,16.65,Missed,,,,,,,,,,,,,,,,,,
59,PT07M06.00S,2023-12-17T01:23:17.0Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612741,13,7,2023-12-17T01:23:37Z,590000,False,,,0,,TEAM offensive REBOUND,[],1610612741.0,CHI,,,,,,,,,,Mid-Range,16-24 Left,,,58.0,,,,,,,,,,,,,,,,,
60,PT07M06.00S,2023-12-17T01:23:22.3Z,1,REGULAR,turnover,shot clock,['team'],0,,,1610612741,13,7,2023-12-17T01:23:52Z,600000,False,,,0,,CHI shot clock Team TURNOVER,[],1610612741.0,CHI,,,,,,,,,,Mid-Range,8-16 Right,,,,,,,2003.0,,,,,,,,,,,,,
61,PT06M49.00S,2023-12-17T01:23:41.0Z,1,REGULAR,2pt,Hook,"['pointsinthepaint', 'fromturnover']",1631115,83.26215505913272,49.50980392156863,1610612748,13,7,2023-12-17T01:23:44Z,610000,False,-2.0,105.0,1,right,MISS O. Robinson 10' Hook,[1631115],1610612748.0,MIA,,,,Robinson,O. Robinson,,,,,In The Paint (Non-RA),8-16 Center,10.48,Missed,,,,,,,,,,,,,,,,,,
62,PT06M47.00S,2023-12-17T01:23:43.0Z,1,REGULAR,rebound,defensive,[],202696,,,1610612741,13,7,2023-12-17T01:23:44Z,620000,False,,,0,,N. Vucevic REBOUND (Off:0 Def:2),[202696],1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,In The Paint (Non-RA),8-16 Center,,,61.0,2.0,2.0,0.0,,,,,,,,,,,,,,
63,PT06M29.00S,2023-12-17T01:24:00.4Z,1,REGULAR,3pt,Jump Shot,[],1628470,25.568741787122207,17.915134803921568,1610612741,13,10,2023-12-17T01:24:52Z,630000,False,160.0,188.0,1,left,T. Craig 24' 3PT  (7 PTS) (D. DeRozan 2 AST),"[1628470, 201942]",1610612741.0,CHI,,,,Craig,T. Craig,,,,,Above the Break 3,24+ Right Center,24.7,Made,,,,,,,,,,7.0,,D. DeRozan,201942.0,2.0,,,,
65,PT06M15.00S,2023-12-17T01:24:14.6Z,1,REGULAR,3pt,Jump Shot,[],1631115,74.32654402102497,13.970588235294118,1610612748,13,10,2023-12-17T01:24:20Z,650000,False,-180.0,189.0,1,right,MISS O. Robinson 26' 3PT,[1631115],1610612748.0,MIA,,,,Robinson,O. Robinson,,,,,Above the Break 3,24+ Left Center,26.09,Missed,,,,,,,,,,,,,,,,,,
66,PT06M11.00S,2023-12-17T01:24:18.6Z,1,REGULAR,rebound,defensive,[],1629632,,,1610612741,13,10,2023-12-17T01:24:20Z,660000,False,,,0,,C. White REBOUND (Off:0 Def:2),[1629632],1610612741.0,CHI,,,,White,C. White,,,,,Above the Break 3,24+ Left Center,,,65.0,2.0,2.0,0.0,,,,,,,,,,,,,,
67,PT06M06.00S,2023-12-17T01:24:27.9Z,1,REGULAR,foul,personal,[],200768,,,1610612741,13,10,2023-12-17T01:33:53Z,670000,False,,,0,,K. Lowry personal FOUL (1 PF),"[200768, 1630245]",1610612748.0,MIA,,,,Lowry,K. Lowry,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,1630929.0,1.0,0.0,Dosunmu,1630245.0,,,,,,,,,
70,PT06M06.00S,2023-12-17T01:24:40.6Z,1,REGULAR,substitution,out,[],1629130,,,1610612741,13,10,2023-12-17T01:24:47Z,700000,False,,,0,,SUB out: D. Robinson,[1629130],1610612748.0,MIA,,,,Robinson,D. Robinson,,,,,,,,,,,,,,,,,,,,,,,,,,
71,PT06M06.00S,2023-12-17T01:24:40.6Z,1,REGULAR,substitution,in,[],1631170,,,1610612741,13,10,2023-12-17T01:24:47Z,710000,False,,,0,,SUB in: J. Jaquez Jr.,[1631170],1610612748.0,MIA,,,,Jaquez Jr.,J. Jaquez Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
72,PT06M06.00S,2023-12-17T01:24:40.6Z,1,REGULAR,substitution,in,[],201567,,,1610612741,13,10,2023-12-17T01:24:47Z,720000,False,,,0,,SUB in: K. Love,[201567],1610612748.0,MIA,,,,Love,K. Love,,,,,,,,,,,,,,,,,,,,,,,,,,
73,PT06M06.00S,2023-12-17T01:24:40.6Z,1,REGULAR,substitution,out,[],1631115,,,1610612741,13,10,2023-12-17T01:25:02Z,730000,False,,,0,,SUB out: O. Robinson,[1631115],1610612748.0,MIA,,,,Robinson,O. Robinson,,,,,,,,,,,,,,,,,,,,,,,,,,
74,PT05M58.00S,2023-12-17T01:25:02.8Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],202696,14.799605781865965,48.77450980392157,1610612741,13,10,2023-12-17T01:25:08Z,740000,False,6.0,87.0,1,left,MISS N. Vucevic 8' Hook,[202696],1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,In The Paint (Non-RA),8-16 Center,8.68,Missed,,,,,,,,,,,,,,,,,,
75,PT05M55.00S,2023-12-17T01:25:05.8Z,1,REGULAR,rebound,defensive,[],201567,,,1610612748,13,10,2023-12-17T01:25:08Z,750000,False,,,0,,K. Love REBOUND (Off:0 Def:1),[201567],1610612748.0,MIA,,,,Love,K. Love,,,,,In The Paint (Non-RA),8-16 Center,,,74.0,1.0,1.0,0.0,,,,,,,,,,,,,,
76,PT05M36.00S,2023-12-17T01:25:26.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628997,93.24901445466492,54.166666666666664,1610612748,15,10,2023-12-17T01:25:34Z,760000,False,21.0,11.0,1,right,C. Martin driving finger roll Layup (2 PTS),[1628997],1610612748.0,MIA,driving finger roll,,,Martin,C. Martin,,,,,Restricted Area,0-8 Center,2.35,Made,,,,,,,,,,2.0,,,,,,,,
77,PT05M36.00S,2023-12-17T01:25:30.8Z,1,REGULAR,foul,personal,['1freethrow'],1630245,,,1610612748,15,10,2023-12-17T01:25:44Z,770000,False,,,0,,A. Dosunmu shooting personal FOUL (1 PF) (Martin 1 FT),"[1630245, 1628997]",1610612741.0,CHI,shooting,,,Dosunmu,A. Dosunmu,,,,,Restricted Area,0-8 Center,,,,,,,2003.0,1.0,0.0,Martin,1628997.0,,,,,,,,,
79,PT05M36.00S,2023-12-17T01:25:52.8Z,1,REGULAR,freethrow,1 of 1,[],1628997,,,1610612748,16,10,2023-12-17T01:25:52Z,790000,False,,,0,,C. Martin Free Throw 1 of 1 (3 PTS),[1628997],1610612748.0,MIA,,,,Martin,C. Martin,,,,,,,,Made,,,,,,,,,,3.0,,,,,,,,
80,PT05M21.00S,2023-12-17T01:26:09.1Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201942,14.14257555847569,50.245098039215684,1610612741,16,12,2023-12-17T01:26:24Z,800000,False,-1.0,80.0,1,left,D. DeRozan 8' floating Jump Shot (2 PTS),[201942],1610612741.0,CHI,floating,,,DeRozan,D. DeRozan,,,,,In The Paint (Non-RA),8-16 Center,8.04,Made,,,,,,,,,,2.0,,,,,,,,
81,PT05M21.00S,2023-12-17T01:26:18.4Z,1,REGULAR,violation,delay-of-game,['team'],0,,,1610612748,16,12,2023-12-17T01:26:27Z,810000,False,,,0,,TEAM delay-of-game VIOLATION,[],1610612741.0,CHI,,,,,,,,,,,,,,,,,,2003.0,,,,,,,,,,,,,
82,PT05M06.00S,2023-12-17T01:26:39.5Z,1,REGULAR,3pt,Jump Shot,[],201567,82.21090670170827,94.6078431372549,1610612748,19,12,2023-12-17T01:26:44Z,820000,False,223.0,115.0,1,right,K. Love 25' 3PT  (3 PTS) (K. Lowry 2 AST),"[201567, 200768]",1610612748.0,MIA,,,,Love,K. Love,,,,,Above the Break 3,24+ Right Center,25.08,Made,,,,,,,,,,3.0,,K. Lowry,200768.0,2.0,,,,
84,PT04M49.00S,2023-12-17T01:26:55.7Z,1,REGULAR,3pt,Jump Shot,[],1630245,7.046649145860711,1.715686274509804,1610612741,19,12,2023-12-17T01:27:00Z,840000,False,241.0,14.0,1,left,MISS A. Dosunmu 24' 3PT,[1630245],1610612741.0,CHI,,,,Dosunmu,A. Dosunmu,,,,,Right Corner 3,24+ Right,24.18,Missed,,,,,,,,,,,,,,,,,,
85,PT04M46.00S,2023-12-17T01:26:58.7Z,1,REGULAR,rebound,offensive,[],1628470,,,1610612741,19,12,2023-12-17T01:27:00Z,850000,False,,,0,,T. Craig REBOUND (Off:1 Def:0),[1628470],1610612741.0,CHI,,,,Craig,T. Craig,,,,,Right Corner 3,24+ Right,,,84.0,1.0,0.0,1.0,,,,,,,,,,,,,,
86,PT04M38.00S,2023-12-17T01:27:07.2Z,1,REGULAR,turnover,bad pass,[],202696,,,1610612741,19,12,2023-12-17T01:27:12Z,860000,False,,,0,,N. Vucevic bad pass TURNOVER (2 TO),"[202696, 1631170]",1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,2.0,,,,Jaquez Jr.,1631170.0,,
87,PT04M38.00S,2023-12-17T01:27:07.2Z,1,REGULAR,steal,,[],1631170,,,1610612748,19,12,2023-12-17T01:37:05Z,870000,False,,,0,,J. Jaquez Jr. STEAL (1 STL),[1631170],1610612748.0,MIA,,,,Jaquez Jr.,J. Jaquez Jr.,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,,,,,,,,
88,PT04M33.00S,2023-12-17T01:27:13.0Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1631170,94.43166885676742,50.98039215686274,1610612748,21,12,2023-12-17T01:27:33Z,880000,False,5.0,0.0,1,right,J. Jaquez Jr. running Layup (2 PTS) (K. Lowry 3 AST),"[1631170, 200768]",1610612748.0,MIA,running,,,Jaquez Jr.,J. Jaquez Jr.,,,,,Restricted Area,0-8 Center,0.49,Made,,,,,,,,,,2.0,,K. Lowry,200768.0,3.0,,,,
90,PT04M33.00S,2023-12-17T01:27:22.0Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612741,21,12,2023-12-17T01:27:22Z,900000,False,,,0,,CHI Timeout,[],1610612741.0,CHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91,PT04M33.00S,2023-12-17T01:29:24.6Z,1,REGULAR,substitution,out,[],201942,,,1610612741,21,12,2023-12-17T01:29:53Z,910000,False,,,0,,SUB out: D. DeRozan,[201942],1610612741.0,CHI,,,,DeRozan,D. DeRozan,,,,,,,,,,,,,,,,,,,,,,,,,,
