actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,turnoverTotal,stealPlayerName,stealPersonId
2,PT12M00.00S,2023-11-07T00:43:12.3Z,1,REGULAR,period,start,[],0,,,0,0,0,2023-11-07T00:43:12Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M56.00S,2023-11-07T00:43:15.3Z,1,REGULAR,jumpball,recovered,[],200768,,,1610612748,0,0,2023-11-07T00:43:15Z,40000,False,,,0,,Jump Ball B. Adebayo vs. A. Davis: Tip to K. Lowry,"[200768, 1628389, 203076]",1610612748.0,MIA,startperiod,K. Lowry,200768.0,Lowry,K. Lowry,Adebayo,1628389.0,Davis,203076.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M36.00S,2023-11-07T00:43:35.0Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628389,8.886333771353483,34.31372549019608,1610612748,0,0,2023-11-07T00:43:42Z,70000,False,78.0,31.0,1,left,MISS B. Adebayo 8' bank Shot,[1628389],1610612748.0,MIA,bank,,,Adebayo,B. Adebayo,,,,,In The Paint (Non-RA),8-16 Right,8.43,Missed,,,,,,,,,,,,,,,,,,
9,PT11M33.00S,2023-11-07T00:43:38.0Z,1,REGULAR,rebound,defensive,[],1626156,,,1610612747,0,0,2023-11-07T00:43:42Z,90000,False,,,0,,D. Russell REBOUND (Off:0 Def:1),[1626156],1610612747.0,LAL,,,,Russell,D. Russell,,,,,In The Paint (Non-RA),8-16 Right,,,7.0,1.0,1.0,0.0,,,,,,,,,,,,,,
10,PT11M18.00S,2023-11-07T00:43:53.5Z,1,REGULAR,3pt,Jump Shot,[],1630559,80.6340341655716,4.411764705882353,1610612747,0,0,2023-11-07T00:44:00Z,100000,False,-228.0,130.0,1,right,MISS A. Reaves 26' 3PT,[1630559],1610612747.0,LAL,,,,Reaves,A. Reaves,,,,,Above the Break 3,24+ Left Center,26.21,Missed,,,,,,,,,,,,,,,,,,
11,PT11M14.00S,2023-11-07T00:43:57.5Z,1,REGULAR,rebound,defensive,[],1628389,,,1610612748,0,0,2023-11-07T00:44:00Z,110000,False,,,0,,B. Adebayo REBOUND (Off:0 Def:1),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,Above the Break 3,24+ Left Center,,,10.0,1.0,1.0,0.0,,,,,,,,,,,,,,
12,PT10M57.00S,2023-11-07T00:44:14.1Z,1,REGULAR,3pt,Jump Shot,[],202710,15.588042049934298,1.2254901960784315,1610612748,3,0,2023-11-07T00:44:22Z,120000,False,244.0,94.0,1,left,J. Butler 26' 3PT  (3 PTS) (B. Adebayo 1 AST),"[202710, 1628389]",1610612748.0,MIA,,,,Butler,J. Butler,,,,,Above the Break 3,24+ Right,26.14,Made,,,,,3.0,B. Adebayo,1628389.0,1.0,,,,,,,,,,
14,PT10M41.00S,2023-11-07T00:44:29.9Z,1,REGULAR,3pt,Jump Shot,[],1630559,61.97437582128777,60.78431372549019,1610612747,3,3,2023-11-07T00:44:37Z,140000,False,54.0,305.0,1,right,A. Reaves 30' 3PT  (3 PTS) (L. James 1 AST),"[1630559, 2544]",1610612747.0,LAL,,,,Reaves,A. Reaves,,,,,Above the Break 3,24+ Center,30.96,Made,,,,,3.0,L. James,2544.0,1.0,,,,,,,,,,
16,PT10M30.00S,2023-11-07T00:44:41.4Z,1,REGULAR,2pt,Jump Shot,[],1628389,24.129434954007884,48.77450980392157,1610612748,5,3,2023-11-07T00:44:47Z,160000,False,6.0,174.0,1,left,B. Adebayo 17' Jump Shot (2 PTS) (K. Lowry 1 AST),"[1628389, 200768]",1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,Mid-Range,16-24 Center,17.44,Made,,,,,2.0,K. Lowry,200768.0,1.0,,,,,,,,,,
18,PT10M12.00S,2023-11-07T00:44:59.0Z,1,REGULAR,3pt,Jump Shot,[],1626156,74.32654402102497,12.990196078431374,1610612747,5,6,2023-11-07T00:45:04Z,180000,False,-185.0,189.0,1,right,D. Russell 26' 3PT  (3 PTS) (A. Reaves 1 AST),"[1626156, 1630559]",1610612747.0,LAL,,,,Russell,D. Russell,,,,,Above the Break 3,24+ Left Center,26.43,Made,,,,,3.0,A. Reaves,1630559.0,1.0,,,,,,,,,,
