actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,blockPlayerName,blockPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,officialId,turnoverTotal,stealPlayerName,stealPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
12,PT11M06.00S,2024-01-25T00:43:15.6Z,1,REGULAR,rebound,defensive,[],1628389,,,1610612748,2,0,2024-01-25T00:43:18Z,120000,False,,,0,,B. Adebayo REBOUND (Off:0 Def:2),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,Mid-Range,8-16 Right,,,,,11.0,2.0,2.0,0.0,,,,,,,,,,,,
13,PT10M54.00S,2024-01-25T00:43:27.6Z,1,REGULAR,3pt,Jump Shot,[],1626196,89.17542706964521,94.36274509803921,1610612748,2,0,2024-01-25T00:43:42Z,130000,False,222.0,49.0,1,right,MISS J. Richardson 3PT,[1626196],1610612748.0,MIA,,,,Richardson,J. Richardson,,,,,Right Corner 3,24+ Right,22.72,Missed,,,,,,,,,,,,,,,,,,
14,PT10M52.00S,2024-01-25T00:43:29.6Z,1,REGULAR,rebound,defensive,[],1629723,,,1610612763,2,0,2024-01-25T00:43:42Z,140000,False,,,0,,J. Konchar REBOUND (Off:0 Def:1),[1629723],1610612763.0,MEM,,,,Konchar,J. Konchar,,,,,Right Corner 3,24+ Right,,,,,13.0,1.0,1.0,0.0,,,,,,,,,,,,
15,PT10M43.00S,2024-01-25T00:43:38.4Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1628991,10.068988173455978,50.73529411764706,1610612763,2,0,2024-01-25T00:43:47Z,150000,False,-4.0,42.0,1,left,MISS J. Jackson Jr. Hook,[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,Restricted Area,0-8 Center,4.23,Missed,,,,,,,,,,,,,,,,,,
16,PT10M43.00S,2024-01-25T00:43:38.4Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612748,2,0,2024-01-25T00:43:47Z,160000,False,,,0,,TEAM defensive REBOUND,[],1610612748.0,MIA,,,,,,,,,,Restricted Area,0-8 Center,,,,,15.0,,,,,,,,,,,,,,,
18,PT10M28.00S,2024-01-25T00:44:04.9Z,1,REGULAR,3pt,Jump Shot,[],1629639,75.77201051248358,7.8431372549019605,1610612748,2,0,2024-01-25T00:44:43Z,180000,False,-211.0,175.0,1,right,MISS T. Herro 27' 3PT,[1629639],1610612748.0,MIA,,,,Herro,T. Herro,,,,,Above the Break 3,24+ Left Center,27.41,Missed,,,,,,,,,,,,,,,,,,
19,PT10M24.00S,2024-01-25T00:44:09.0Z,1,REGULAR,rebound,offensive,[],1629312,,,1610612748,2,0,2024-01-25T00:44:09Z,190000,False,,,0,,H. Highsmith REBOUND (Off:1 Def:0),[1629312],1610612748.0,MIA,,,,Highsmith,H. Highsmith,,,,,Above the Break 3,24+ Left Center,,,,,18.0,1.0,0.0,1.0,,,,,,,,,,,,
23,PT10M14.00S,2024-01-25T00:44:22.9Z,1,REGULAR,turnover,traveling,[],1629312,,,1610612748,2,0,2024-01-25T00:44:51Z,200000,False,,,0,,H. Highsmith traveling TURNOVER (1 TO),[1629312],1610612748.0,MIA,,,,Highsmith,H. Highsmith,,,,,Mid-Range,16-24 Left,,,,,,,,,,2882.0,1.0,,,,,,,,,
24,PT09M53.00S,2024-01-25T00:44:50.4Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1628991,15.062417871222076,47.30392156862745,1610612763,2,0,2024-01-25T00:45:52Z,210000,False,13.0,89.0,1,left,MISS J. Jackson Jr. 9' driving floating Shot,[1628991],1610612763.0,MEM,driving floating,,,Jackson Jr.,J. Jackson Jr.,,,,,In The Paint (Non-RA),8-16 Center,9.01,Missed,,,,,,,,,,,,,,,,,,
25,PT09M49.00S,2024-01-25T00:44:54.0Z,1,REGULAR,rebound,defensive,[],1628389,,,1610612748,2,0,2024-01-25T00:44:54Z,220000,False,,,0,,B. Adebayo REBOUND (Off:0 Def:3),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,In The Paint (Non-RA),8-16 Center,,,,,24.0,3.0,3.0,0.0,,,,,,,,,,,,
26,PT09M38.00S,2024-01-25T00:45:05.2Z,1,REGULAR,turnover,lost ball,[],202710,,,1610612748,2,0,2024-01-25T00:45:10Z,230000,False,,,0,,J. Butler lost ball TURNOVER (1 TO),"[202710, 1629723]",1610612748.0,MIA,,,,Butler,J. Butler,,,,,Mid-Range,8-16 Right,,,,,,,,,,,1.0,Konchar,1629723.0,,,,,,,
27,PT09M38.00S,2024-01-25T00:45:05.2Z,1,REGULAR,steal,,[],1629723,,,1610612763,2,0,2024-01-25T00:45:07Z,240000,False,,,0,,J. Konchar STEAL (1 STL),[1629723],1610612763.0,MEM,,,,Konchar,J. Konchar,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,,,,,,,,
28,PT09M28.00S,2024-01-25T00:45:14.7Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1629723,12.434296977660972,0.9803921568627451,1610612763,2,0,2024-01-25T00:45:19Z,250000,False,245.0,64.0,1,left,MISS J. Konchar 25' 3PT,[1629723],1610612763.0,MEM,,,,Konchar,J. Konchar,,,,,Right Corner 3,24+ Right,25.34,Missed,,,,,,,,,,,,,,,,,,
29,PT09M24.00S,2024-01-25T00:45:18.7Z,1,REGULAR,rebound,defensive,[],1629639,,,1610612748,2,0,2024-01-25T00:45:19Z,260000,False,,,0,,T. Herro REBOUND (Off:0 Def:1),[1629639],1610612748.0,MIA,,,,Herro,T. Herro,,,,,Right Corner 3,24+ Right,,,,,28.0,1.0,1.0,0.0,,,,,,,,,,,,
30,PT09M18.00S,2024-01-25T00:45:25.5Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1628389,92.72339027595268,50.245098039215684,1610612748,4,0,2024-01-25T00:45:39Z,270000,False,1.0,16.0,1,right,B. Adebayo cutting DUNK (2 PTS) (T. Herro 1 AST),"[1628389, 1629639]",1610612748.0,MIA,cutting,,,Adebayo,B. Adebayo,,,,,Restricted Area,0-8 Center,1.59,Made,,,,,,,2.0,,,,,T. Herro,1629639.0,1.0,,,,
32,PT09M04.00S,2024-01-25T00:45:38.9Z,1,REGULAR,3pt,Jump Shot,[],1628991,29.25427069645204,20.833333333333336,1610612763,4,0,2024-01-25T00:45:44Z,290000,False,146.0,222.0,1,left,MISS J. Jackson Jr. 26' 3PT,[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,Above the Break 3,24+ Right Center,26.6,Missed,,,,,,,,,,,,,,,,,,
33,PT08M59.00S,2024-01-25T00:45:43.9Z,1,REGULAR,rebound,defensive,[],1629639,,,1610612748,4,0,2024-01-25T00:45:44Z,300000,False,,,0,,T. Herro REBOUND (Off:0 Def:2),[1629639],1610612748.0,MIA,,,,Herro,T. Herro,,,,,Above the Break 3,24+ Right Center,,,,,32.0,2.0,2.0,0.0,,,,,,,,,,,,
34,PT08M54.00S,2024-01-25T00:45:48.8Z,1,REGULAR,2pt,Jump Shot,"['fastbreak', 'pointsinthepaint']",1629312,92.32917214191852,55.63725490196079,1610612748,6,0,2024-01-25T01:44:25Z,310000,False,28.0,20.0,1,right,H. Highsmith driving floating Jump Shot (2 PTS),[1629312],1610612748.0,MIA,driving floating,,,Highsmith,H. Highsmith,,,,,Restricted Area,0-8 Center,3.43,Made,,,,,,,2.0,,,,,,,,,,,
35,PT08M40.00S,2024-01-25T00:46:03.1Z,1,REGULAR,3pt,Jump Shot,[],1631367,35.03613666228647,44.85294117647059,1610612763,6,3,2024-01-25T00:46:09Z,320000,False,26.0,277.0,1,left,J. Gilyard 27' 3PT  (3 PTS) (J. Jackson Jr. 1 AST),"[1631367, 1628991]",1610612763.0,MEM,,,,Gilyard,J. Gilyard,,,,,Above the Break 3,24+ Center,27.8,Made,,,,,,,3.0,,,,,J. Jackson Jr.,1628991.0,1.0,,,,
37,PT08M26.00S,2024-01-25T00:46:27.5Z,1,REGULAR,foul,personal,[],1631246,,,1610612748,6,3,2024-01-25T00:46:45Z,340000,False,,,0,,V. Williams Jr. personal FOUL (1 PF),"[1631246, 1629639]",1610612763.0,MEM,,,,Williams Jr.,V. Williams Jr.,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,2882.0,,,,,,,1.0,0.0,Herro,1629639.0
39,PT08M18.00S,2024-01-25T00:46:51.4Z,1,REGULAR,foul,personal,[],1631367,,,1610612748,6,3,2024-01-25T00:47:03Z,360000,False,,,0,,J. Gilyard personal FOUL (1 PF),"[1631367, 1628389]",1610612763.0,MEM,,,,Gilyard,J. Gilyard,,,,,Restricted Area,0-8 Center,,,,,,,,,,1629178.0,,,,,,,1.0,0.0,Adebayo,1628389.0
41,PT08M12.00S,2024-01-25T00:47:17.2Z,1,REGULAR,3pt,Jump Shot,[],1626196,89.83245729303549,94.36274509803921,1610612748,6,3,2024-01-25T00:47:21Z,380000,False,222.0,43.0,1,right,MISS J. Richardson 3PT,[1626196],1610612748.0,MIA,,,,Richardson,J. Richardson,,,,,Right Corner 3,24+ Right,22.59,Missed,,,,,,,,,,,,,,,,,,
42,PT08M10.00S,2024-01-25T00:47:19.2Z,1,REGULAR,rebound,defensive,[],1628991,,,1610612763,6,3,2024-01-25T00:47:21Z,390000,False,,,0,,J. Jackson Jr. REBOUND (Off:0 Def:1),[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,Right Corner 3,24+ Right,,,,,41.0,1.0,1.0,0.0,,,,,,,,,,,,
43,PT08M00.00S,2024-01-25T00:47:29.4Z,1,REGULAR,turnover,lost ball,[],1631367,,,1610612763,6,3,2024-01-25T00:47:34Z,400000,False,,,0,,J. Gilyard lost ball TURNOVER (1 TO),"[1631367, 202710]",1610612763.0,MEM,,,,Gilyard,J. Gilyard,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,1.0,Butler,202710.0,,,,,,,
44,PT08M00.00S,2024-01-25T00:47:29.4Z,1,REGULAR,steal,,[],202710,,,1610612748,6,3,2024-01-25T00:47:32Z,410000,False,,,0,,J. Butler STEAL (1 STL),[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,,,,,,,,,,
45,PT07M53.00S,2024-01-25T00:47:36.0Z,1,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",1629312,90.62089356110381,95.58823529411765,1610612748,6,3,2024-01-25T00:51:54Z,420000,False,228.0,36.0,1,right,MISS H. Highsmith running 3PT,[1629312],1610612748.0,MIA,running,,,Highsmith,H. Highsmith,,,,,Right Corner 3,24+ Right,23.07,Missed,,,,,,,,,,,,,,,,,,
46,PT07M51.00S,2024-01-25T00:47:38.5Z,1,REGULAR,rebound,defensive,[],1628991,,,1610612763,6,3,2024-01-25T00:47:38Z,430000,False,,,0,,J. Jackson Jr. REBOUND (Off:0 Def:2),[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,Right Corner 3,24+ Right,,,,,45.0,2.0,2.0,0.0,,,,,,,,,,,,
47,PT07M34.00S,2024-01-25T00:47:55.5Z,1,REGULAR,3pt,Jump Shot,[],1631367,32.933639947437584,43.872549019607845,1610612763,6,3,2024-01-25T00:48:04Z,440000,False,31.0,257.0,1,left,MISS J. Gilyard 25' 3PT,[1631367],1610612763.0,MEM,,,,Gilyard,J. Gilyard,,,,,Above the Break 3,24+ Center,25.89,Missed,,,,,,,,,,,,,,,,,,
48,PT07M30.00S,2024-01-25T00:47:59.5Z,1,REGULAR,rebound,offensive,[],1629723,,,1610612763,6,3,2024-01-25T00:48:04Z,450000,False,,,0,,J. Konchar REBOUND (Off:1 Def:1),[1629723],1610612763.0,MEM,,,,Konchar,J. Konchar,,,,,Above the Break 3,24+ Center,,,,,47.0,2.0,1.0,1.0,,,,,,,,,,,,
49,PT07M24.00S,2024-01-25T00:48:05.9Z,1,REGULAR,2pt,Hook,"['pointsinthepaint', '2ndchance']",1628991,12.697109067017081,48.529411764705884,1610612763,6,3,2024-01-25T01:45:36Z,460000,False,7.0,67.0,1,left,MISS J. Jackson Jr. 6' driving Hook - blocked,"[1628991, 1628389]",1610612763.0,MEM,driving,,,Jackson Jr.,J. Jackson Jr.,,,,,In The Paint (Non-RA),0-8 Center,6.73,Missed,Adebayo,1628389.0,,,,,,,,,,,,,,,,
50,PT07M24.00S,2024-01-25T00:48:05.9Z,1,REGULAR,block,,[],1628389,,,1610612763,6,3,2024-01-25T00:48:08Z,470000,False,,,0,,B. Adebayo BLOCK (2 BLK),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
51,PT07M20.00S,2024-01-25T00:48:09.9Z,1,REGULAR,rebound,defensive,[],1629639,,,1610612748,6,3,2024-01-25T00:48:14Z,480000,False,,,0,,T. Herro REBOUND (Off:0 Def:3),[1629639],1610612748.0,MIA,,,,Herro,T. Herro,,,,,In The Paint (Non-RA),0-8 Center,,,,,49.0,3.0,3.0,0.0,,,,,,,,,,,,
52,PT07M19.00S,2024-01-25T00:48:10.7Z,1,REGULAR,turnover,bad pass,[],1629639,,,1610612748,6,3,2024-01-25T00:48:17Z,490000,False,,,0,,T. Herro bad pass TURNOVER (1 TO),"[1629639, 1631223]",1610612748.0,MIA,,,,Herro,T. Herro,,,,,Mid-Range,8-16 Left,,,,,,,,,,,1.0,Roddy,1631223.0,,,,,,,
53,PT07M19.00S,2024-01-25T00:48:10.7Z,1,REGULAR,steal,,[],1631223,,,1610612763,6,3,2024-01-25T00:48:13Z,500000,False,,,0,,D. Roddy STEAL (1 STL),[1631223],1610612763.0,MEM,,,,Roddy,D. Roddy,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,,,,,,,,
54,PT07M16.00S,2024-01-25T00:48:18.5Z,1,REGULAR,foul,personal,['2freethrow'],1626196,,,1610612763,6,3,2024-01-25T00:48:24Z,510000,False,,,0,,J. Richardson shooting personal FOUL (1 PF) (Williams Jr. 2 FT),"[1626196, 1631246]",1610612748.0,MIA,shooting,,,Richardson,J. Richardson,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,1627541.0,,,,,,,1.0,0.0,Williams Jr.,1631246.0
56,PT07M16.00S,2024-01-25T00:48:36.0Z,1,REGULAR,freethrow,1 of 2,"['fromturnover', 'fastbreak']",1631246,,,1610612763,6,4,2024-01-25T00:49:00Z,530000,False,,,0,,V. Williams Jr. Free Throw 1 of 2 (1 PTS),[1631246],1610612763.0,MEM,,,,Williams Jr.,V. Williams Jr.,,,,,,,,Made,,,,,,,1.0,,,,,,,,,,,
57,PT07M16.00S,2024-01-25T00:48:36.0Z,1,REGULAR,freethrow,2 of 2,"['fromturnover', 'fastbreak']",1631246,,,1610612763,6,5,2024-01-25T00:49:00Z,540000,False,,,0,,V. Williams Jr. Free Throw 2 of 2 (2 PTS),[1631246],1610612763.0,MEM,,,,Williams Jr.,V. Williams Jr.,,,,,,,,Made,,,,,,,2.0,,,,,,,,,,,
58,PT07M06.00S,2024-01-25T00:49:05.4Z,1,REGULAR,turnover,out-of-bounds,[],1629639,,,1610612748,6,5,2024-01-25T00:49:12Z,550000,False,,,0,,T. Herro bad pass out-of-bounds TURNOVER (2 TO),[1629639],1610612748.0,MIA,bad pass,,,Herro,T. Herro,,,,,Above the Break 3,24+ Center,,,,,,,,,,1629178.0,2.0,,,,,,,,,
59,PT06M46.00S,2024-01-25T00:49:29.8Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1629723,32.14520367936925,65.93137254901961,1610612763,6,8,2024-01-25T00:49:34Z,560000,False,-80.0,250.0,1,left,J. Konchar 26' 3PT  (3 PTS) (J. Gilyard 1 AST),"[1629723, 1631367]",1610612763.0,MEM,,,,Konchar,J. Konchar,,,,,Above the Break 3,24+ Center,26.21,Made,,,,,,,3.0,,,,,J. Gilyard,1631367.0,1.0,,,,
61,PT06M32.00S,2024-01-25T00:49:44.3Z,1,REGULAR,3pt,Jump Shot,[],1629639,67.09921156373193,40.931372549019606,1610612748,9,8,2024-01-25T00:49:47Z,580000,False,-45.0,257.0,1,right,T. Herro 26' 3PT pullup (3 PTS) (B. Adebayo 1 AST),"[1629639, 1628389]",1610612748.0,MIA,pullup,,,Herro,T. Herro,,,,,Above the Break 3,24+ Center,26.08,Made,,,,,,,3.0,,,,,B. Adebayo,1628389.0,1.0,,,,
62,PT06M19.00S,2024-01-25T00:49:57.6Z,1,REGULAR,turnover,bad pass,[],1629723,,,1610612763,9,8,2024-01-25T00:50:02Z,590000,False,,,0,,J. Konchar bad pass TURNOVER (1 TO),"[1629723, 1629312]",1610612763.0,MEM,,,,Konchar,J. Konchar,,,,,Mid-Range,16-24 Center,,,,,,,,,,,1.0,Highsmith,1629312.0,,,,,,,
63,PT06M19.00S,2024-01-25T00:49:57.6Z,1,REGULAR,steal,,[],1629312,,,1610612748,9,8,2024-01-25T00:50:00Z,600000,False,,,0,,H. Highsmith STEAL (1 STL),[1629312],1610612748.0,MIA,,,,Highsmith,H. Highsmith,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,,,,,,,,
64,PT06M13.00S,2024-01-25T00:50:02.4Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1626196,93.38042049934296,53.431372549019606,1610612748,11,8,2024-01-25T00:50:11Z,610000,False,17.0,10.0,1,right,J. Richardson running finger roll Layup (2 PTS),[1626196],1610612748.0,MIA,running finger roll,,,Richardson,J. Richardson,,,,,Restricted Area,0-8 Center,1.97,Made,,,,,,,2.0,,,,,,,,,,,
66,PT06M02.00S,2024-01-25T00:50:21.1Z,1,REGULAR,foul,personal,[],1626196,,,1610612763,11,8,2024-01-25T00:50:40Z,620000,False,,,0,,J. Richardson personal FOUL (2 PF),"[1626196, 1631246]",1610612748.0,MIA,,,,Richardson,J. Richardson,,,,,Mid-Range,16-24 Center,,,,,,,,,,1629178.0,,,,,,,2.0,0.0,Williams Jr.,1631246.0
68,PT06M02.00S,2024-01-25T00:50:37.0Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612763,11,8,2024-01-25T00:50:37Z,640000,False,,,0,,MIA Timeout,[],1610612748.0,MIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,PT05M52.00S,2024-01-25T00:53:34.8Z,1,REGULAR,turnover,out-of-bounds,[],1631223,,,1610612763,11,8,2024-01-25T00:53:44Z,650000,False,,,0,,D. Roddy lost ball out-of-bounds TURNOVER (1 TO),[1631223],1610612763.0,MEM,lost ball,,,Roddy,D. Roddy,,,,,Mid-Range,16-24 Center,,,,,,,,,,1629178.0,1.0,,,,,,,,,
70,PT05M30.00S,2024-01-25T00:54:02.7Z,1,REGULAR,2pt,Jump Shot,['fromturnover'],202710,93.64323258869908,87.5,1610612748,13,8,2024-01-25T00:54:07Z,660000,False,188.0,7.0,1,right,J. Butler 18' fadeaway Jump Shot (4 PTS) (J. Richardson 1 AST),"[202710, 1626196]",1610612748.0,MIA,fadeaway,,,Butler,J. Butler,,,,,Mid-Range,16-24 Right,18.76,Made,,,,,,,4.0,,,,,J. Richardson,1626196.0,1.0,,,,
72,PT05M16.00S,2024-01-25T00:54:16.3Z,1,REGULAR,3pt,Jump Shot,[],1631246,7.440867279894875,94.6078431372549,1610612763,13,11,2024-01-25T00:54:21Z,680000,False,-223.0,17.0,1,left,V. Williams Jr. 3PT  (5 PTS) (D. Roddy 1 AST),"[1631246, 1631223]",1610612763.0,MEM,,,,Williams Jr.,V. Williams Jr.,,,,,Left Corner 3,24+ Left,22.37,Made,,,,,,,5.0,,,,,D. Roddy,1631223.0,1.0,,,,
74,PT04M59.00S,2024-01-25T00:54:33.7Z,1,REGULAR,3pt,Jump Shot,[],1629312,93.38042049934296,0.9803921568627451,1610612748,16,11,2024-01-25T00:54:59Z,700000,False,-245.0,10.0,1,right,H. Highsmith 24' 3PT  (5 PTS) (J. Butler 1 AST),"[1629312, 202710]",1610612748.0,MIA,,,,Highsmith,H. Highsmith,,,,,Left Corner 3,24+ Left,24.53,Made,,,,,,,5.0,,,,,J. Butler,202710.0,1.0,,,,
76,PT04M43.00S,2024-01-25T00:54:50.4Z,1,REGULAR,3pt,Jump Shot,[],1631367,29.77989487516426,76.7156862745098,1610612763,16,11,2024-01-25T00:54:54Z,720000,False,-134.0,227.0,1,left,MISS J. Gilyard 26' step back 3PT,[1631367],1610612763.0,MEM,step back,,,Gilyard,J. Gilyard,,,,,Above the Break 3,24+ Left Center,26.37,Missed,,,,,,,,,,,,,,,,,,
77,PT04M40.00S,2024-01-25T00:54:53.4Z,1,REGULAR,rebound,defensive,[],1626196,,,1610612748,16,11,2024-01-25T00:54:54Z,730000,False,,,0,,J. Richardson REBOUND (Off:0 Def:1),[1626196],1610612748.0,MIA,,,,Richardson,J. Richardson,,,,,Above the Break 3,24+ Left Center,,,,,76.0,1.0,1.0,0.0,,,,,,,,,,,,
78,PT04M34.00S,2024-01-25T00:54:58.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1626196,93.51182654402102,46.568627450980394,1610612748,18,11,2024-01-25T00:55:04Z,740000,False,-17.0,8.0,1,right,J. Richardson cutting Layup (4 PTS) (B. Adebayo 2 AST),"[1626196, 1628389]",1610612748.0,MIA,cutting,,,Richardson,J. Richardson,,,,,Restricted Area,0-8 Center,1.92,Made,,,,,,,4.0,,,,,B. Adebayo,1628389.0,2.0,,,,
80,PT04M12.00S,2024-01-25T00:55:21.1Z,1,REGULAR,3pt,Jump Shot,[],1628991,30.831143232588698,67.40196078431373,1610612763,18,11,2024-01-25T00:56:09Z,760000,False,-87.0,237.0,1,left,MISS J. Jackson Jr. 25' pullup 3PT,[1628991],1610612763.0,MEM,pullup,,,Jackson Jr.,J. Jackson Jr.,,,,,Above the Break 3,24+ Left Center,25.27,Missed,,,,,,,,,,,,,,,,,,
81,PT04M07.00S,2024-01-25T00:55:26.1Z,1,REGULAR,rebound,offensive,[],1631223,,,1610612763,18,11,2024-01-25T00:55:32Z,770000,False,,,0,,D. Roddy REBOUND (Off:1 Def:0),[1631223],1610612763.0,MEM,,,,Roddy,D. Roddy,,,,,Above the Break 3,24+ Left Center,,,,,80.0,1.0,0.0,1.0,,,,,,,,,,,,
