actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,officialId,turnoverTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,stealPlayerName,stealPersonId
2,PT12M00.00S,2023-10-25T23:44:12.6Z,1,REGULAR,period,start,[],0,,,0,0,0,2023-10-25T23:44:12Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M54.00S,2023-10-25T23:44:17.1Z,1,REGULAR,jumpball,recovered,[],1641709,,,1610612765,0,0,2023-10-25T23:44:17Z,40000,False,,,0,,Jump Ball J. Duren vs. B. Adebayo: Tip to A. Thompson,"[1641709, 1631105, 1628389]",1610612765.0,DET,startperiod,A. Thompson,1641709.0,Thompson,A. Thompson,Duren,1631105.0,Adebayo,1628389.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M43.00S,2023-10-25T23:44:28.4Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1630191,10.33180026281209,51.225490196078425,1610612765,0,2,2023-10-25T23:44:40Z,70000,False,-6.0,45.0,1,left,I. Stewart turnaround Hook (2 PTS) (J. Duren 1 AST),"[1630191, 1631105]",1610612765.0,DET,turnaround,,,Stewart,I. Stewart,,,,,In The Paint (Non-RA),0-8 Center,4.5,Made,2.0,J. Duren,1631105.0,1.0,,,,,,,,,,,,,,
9,PT11M20.00S,2023-10-25T23:44:50.7Z,1,REGULAR,2pt,Jump Shot,[],1629639,81.68528252299606,26.715686274509803,1610612748,0,2,2023-10-25T23:44:55Z,90000,False,-116.0,120.0,1,right,MISS T. Herro 16' pullup Shot,[1629639],1610612748.0,MIA,pullup,,,Herro,T. Herro,,,,,Mid-Range,16-24 Left Center,16.7,Missed,,,,,,,,,,,,,,,,,,
10,PT11M18.00S,2023-10-25T23:44:52.7Z,1,REGULAR,rebound,defensive,[],1631105,,,1610612765,0,2,2023-10-25T23:44:55Z,100000,False,,,0,,J. Duren REBOUND (Off:0 Def:1),[1631105],1610612765.0,DET,,,,Duren,J. Duren,,,,,Mid-Range,16-24 Left Center,,,,,,,9.0,1.0,1.0,0.0,,,,,,,,,,
11,PT11M08.00S,2023-10-25T23:45:04.1Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1631105,6.1268068331143235,49.26470588235294,1610612765,0,4,2023-10-25T23:45:08Z,110000,False,4.0,5.0,1,left,J. Duren cutting DUNK (2 PTS) (I. Stewart 1 AST),"[1631105, 1630191]",1610612765.0,DET,cutting,,,Duren,J. Duren,,,,,Restricted Area,0-8 Center,0.63,Made,2.0,I. Stewart,1630191.0,1.0,,,,,,,,,,,,,,
13,PT10M54.00S,2023-10-25T23:45:17.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629639,92.06636005256242,43.872549019607845,1610612748,0,4,2023-10-25T23:45:23Z,130000,False,-31.0,22.0,1,right,MISS T. Herro driving Layup - blocked,"[1629639, 1641709]",1610612748.0,MIA,driving,,,Herro,T. Herro,,,,,Restricted Area,0-8 Center,3.77,Missed,,,,,,,,,Thompson,1641709.0,,,,,,,,
14,PT10M54.00S,2023-10-25T23:45:17.3Z,1,REGULAR,block,,[],1641709,,,1610612748,0,4,2023-10-25T23:45:19Z,140000,False,,,0,,A. Thompson BLOCK (1 BLK),[1641709],1610612765.0,DET,,,,Thompson,A. Thompson,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
15,PT10M51.00S,2023-10-25T23:45:20.3Z,1,REGULAR,rebound,defensive,[],1631105,,,1610612765,0,4,2023-10-25T23:45:23Z,150000,False,,,0,,J. Duren REBOUND (Off:0 Def:2),[1631105],1610612765.0,DET,,,,Duren,J. Duren,,,,,Restricted Area,0-8 Center,,,,,,,13.0,2.0,2.0,0.0,,,,,,,,,,
16,PT10M50.00S,2023-10-25T23:45:24.3Z,1,REGULAR,turnover,out-of-bounds,[],1631105,,,1610612765,0,4,2023-10-25T23:45:33Z,160000,False,,,0,,J. Duren bad pass out-of-bounds TURNOVER (1 TO),[1631105],1610612765.0,DET,bad pass,,,Duren,J. Duren,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,200832.0,1.0,,,,,,
