actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,officialId,turnoverTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,assistPlayerNameInitial,assistPersonId,assistTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
358,PT05M53.00S,2024-04-13T01:34:56.9Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202710,18.873193166885677,38.72549019607843,1610612748,75,63,2024-04-13T01:35:08Z,3480000,False,56.0,125.0,1,left,MISS J. Butler 13' pullup Shot,[202710],1610612748.0,MIA,pullup,,,Butler,J. Butler,,,,,In The Paint (Non-RA),8-16 Center,13.7,Missed,,,,,,,,,,,,,,,,,,
359,PT05M52.00S,2024-04-13T01:34:57.9Z,3,REGULAR,rebound,defensive,[],1629628,,,1610612761,75,63,2024-04-13T01:35:41Z,3490000,False,,,0,,R. Barrett REBOUND (Off:1 Def:9),[1629628],1610612761.0,TOR,,,,Barrett,R. Barrett,,,,,In The Paint (Non-RA),8-16 Center,,,,,,358.0,10.0,9.0,1.0,,,,,,,,,,,
360,PT05M30.00S,2024-04-13T01:35:20.3Z,3,REGULAR,3pt,Jump Shot,[],1629628,93.64323258869908,2.2058823529411766,1610612761,75,63,2024-04-13T01:35:31Z,3500000,False,-239.0,7.0,1,right,MISS R. Barrett 3PT,[1629628],1610612761.0,TOR,,,,Barrett,R. Barrett,,,,,Left Corner 3,24+ Left,23.91,Missed,,,,,,,,,,,,,,,,,,
361,PT05M27.00S,2024-04-13T01:35:23.3Z,3,REGULAR,rebound,defensive,[],1631107,,,1610612748,75,63,2024-04-13T01:35:31Z,3510000,False,,,0,,N. Jovic REBOUND (Off:1 Def:3),[1631107],1610612748.0,MIA,,,,Jovic,N. Jovic,,,,,Left Corner 3,24+ Left,,,,,,360.0,4.0,3.0,1.0,,,,,,,,,,,
362,PT05M14.00S,2024-04-13T01:35:46.1Z,3,REGULAR,foul,personal,[],1630193,,,1610612748,75,63,2024-04-13T01:35:57Z,3520000,False,,,0,,I. Quickley personal FOUL (4 PF),"[1630193, 1628389]",1610612761.0,TOR,,,,Quickley,I. Quickley,,,,,In The Paint (Non-RA),8-16 Center,,,,201639.0,,,,,,,,,4.0,0.0,Adebayo,1628389.0,,,,
364,PT05M14.00S,2024-04-13T01:35:59.0Z,3,REGULAR,substitution,out,[],202710,,,1610612748,75,63,2024-04-13T01:36:03Z,3540000,False,,,0,,SUB out: J. Butler,[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,,,,,,,,,,,,,,,,,,,,,,
365,PT05M14.00S,2024-04-13T01:35:59.0Z,3,REGULAR,substitution,out,[],1641711,,,1610612748,75,63,2024-04-13T01:36:03Z,3550000,False,,,0,,SUB out: G. Dick,[1641711],1610612761.0,TOR,,,,Dick,G. Dick,,,,,,,,,,,,,,,,,,,,,,,,,,
366,PT05M14.00S,2024-04-13T01:35:59.0Z,3,REGULAR,substitution,in,[],1631170,,,1610612748,75,63,2024-04-13T01:36:03Z,3560000,False,,,0,,SUB in: J. Jaquez Jr.,[1631170],1610612748.0,MIA,,,,Jaquez Jr.,J. Jaquez Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
367,PT05M14.00S,2024-04-13T01:35:59.0Z,3,REGULAR,substitution,in,[],1630534,,,1610612748,75,63,2024-04-13T01:36:03Z,3570000,False,,,0,,SUB in: O. Agbaji,[1630534],1610612761.0,TOR,,,,Agbaji,O. Agbaji,,,,,,,,,,,,,,,,,,,,,,,,,,
368,PT05M07.00S,2024-04-13T01:36:31.4Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629628,,,1610612748,75,63,2024-04-13T01:36:51Z,3580000,False,,,0,,R. Barrett shooting personal FOUL (3 PF) (Herro 2 FT),"[1629628, 1629639]",1610612761.0,TOR,shooting,,,Barrett,R. Barrett,,,,,Restricted Area,0-8 Center,,,,1193.0,,,,,,,,,3.0,0.0,Herro,1629639.0,,,,
370,PT05M07.00S,2024-04-13T01:36:51.9Z,3,REGULAR,freethrow,1 of 2,[],1629639,,,1610612748,76,63,2024-04-13T01:36:51Z,3600000,False,,,0,,T. Herro Free Throw 1 of 2 (11 PTS),[1629639],1610612748.0,MIA,,,,Herro,T. Herro,,,,,,,,Made,11.0,,,,,,,,,,,,,,,,,
371,PT05M07.00S,2024-04-13T01:37:07.5Z,3,REGULAR,freethrow,2 of 2,[],1629639,,,1610612748,77,63,2024-04-13T01:37:07Z,3610000,False,,,0,,T. Herro Free Throw 2 of 2 (12 PTS),[1629639],1610612748.0,MIA,,,,Herro,T. Herro,,,,,,,,Made,12.0,,,,,,,,,,,,,,,,,
372,PT04M59.00S,2024-04-13T01:37:21.5Z,3,REGULAR,3pt,Jump Shot,[],1630193,77.34888304862024,90.44117647058823,1610612761,77,66,2024-04-13T01:37:28Z,3620000,False,202.0,160.0,1,right,I. Quickley 25' 3PT  (12 PTS) (R. Barrett 3 AST),"[1630193, 1629628]",1610612761.0,TOR,,,,Quickley,I. Quickley,,,,,Above the Break 3,24+ Right Center,25.81,Made,12.0,,,,,,,R. Barrett,1629628.0,3.0,,,,,,,,
374,PT04M31.00S,2024-04-13T01:37:48.2Z,3,REGULAR,3pt,Jump Shot,[],1631107,29.6484888304862,19.362745098039216,1610612748,80,66,2024-04-13T01:37:54Z,3640000,False,153.0,226.0,1,left,N. Jovic 27' 3PT  (19 PTS) (C. Martin 3 AST),"[1631107, 1628997]",1610612748.0,MIA,,,,Jovic,N. Jovic,,,,,Above the Break 3,24+ Right Center,27.32,Made,19.0,,,,,,,C. Martin,1628997.0,3.0,,,,,,,,
376,PT04M15.00S,2024-04-13T01:38:10.5Z,3,REGULAR,foul,personal,['2freethrow'],1631170,,,1610612761,80,66,2024-04-13T01:38:32Z,3660000,False,,,0,,J. Jaquez Jr. shooting personal FOUL (1 PF) (Barrett 2 FT),"[1631170, 1629628]",1610612748.0,MIA,shooting,,,Jaquez Jr.,J. Jaquez Jr.,,,,,Mid-Range,8-16 Right,,,,1193.0,,,,,,,,,1.0,0.0,Barrett,1629628.0,,,,
378,PT04M15.00S,2024-04-13T01:38:33.2Z,3,REGULAR,freethrow,1 of 2,[],1629628,,,1610612761,80,67,2024-04-13T01:38:33Z,3680000,False,,,0,,R. Barrett Free Throw 1 of 2 (21 PTS),[1629628],1610612761.0,TOR,,,,Barrett,R. Barrett,,,,,,,,Made,21.0,,,,,,,,,,,,,,,,,
379,PT04M15.00S,2024-04-13T01:38:34.2Z,3,REGULAR,substitution,out,[],203482,,,1610612761,80,67,2024-04-13T01:38:42Z,3690000,False,,,0,,SUB out: K. Olynyk,[203482],1610612761.0,TOR,,,,Olynyk,K. Olynyk,,,,,,,,,,,,,,,,,,,,,,,,,,
380,PT04M15.00S,2024-04-13T01:38:34.2Z,3,REGULAR,substitution,in,[],1642013,,,1610612761,80,67,2024-04-13T01:38:42Z,3700000,False,,,0,,SUB in: M. Williams,[1642013],1610612761.0,TOR,,,,Williams,M. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
381,PT04M15.00S,2024-04-13T01:38:53.7Z,3,REGULAR,freethrow,2 of 2,[],1629628,,,1610612761,80,68,2024-04-13T01:38:53Z,3710000,False,,,0,,R. Barrett Free Throw 2 of 2 (22 PTS),[1629628],1610612761.0,TOR,,,,Barrett,R. Barrett,,,,,,,,Made,22.0,,,,,,,,,,,,,,,,,
382,PT04M05.00S,2024-04-13T01:39:04.1Z,3,REGULAR,2pt,DUNK,['pointsinthepaint'],1628389,6.258212877792378,48.28431372549019,1610612748,82,68,2024-04-13T01:39:11Z,3720000,False,9.0,6.0,1,left,B. Adebayo alley-oop DUNK (18 PTS) (T. Herro 5 AST),"[1628389, 1629639]",1610612748.0,MIA,alley-oop,,,Adebayo,B. Adebayo,,,,,Restricted Area,0-8 Center,1.07,Made,18.0,,,,,,,T. Herro,1629639.0,5.0,,,,,,,,
384,PT03M53.00S,2024-04-13T01:39:19.7Z,3,REGULAR,foul,personal,['2freethrow'],1631170,,,1610612761,82,68,2024-04-13T01:39:42Z,3740000,False,,,0,,J. Jaquez Jr. shooting personal FOUL (2 PF) (Barrett 2 FT),"[1631170, 1629628]",1610612748.0,MIA,shooting,,,Jaquez Jr.,J. Jaquez Jr.,,,,,In The Paint (Non-RA),0-8 Center,,,,201639.0,,,,,,,,,2.0,0.0,Barrett,1629628.0,,,,
386,PT03M53.00S,2024-04-13T01:39:43.5Z,3,REGULAR,freethrow,1 of 2,[],1629628,,,1610612761,82,69,2024-04-13T01:39:43Z,3760000,False,,,0,,R. Barrett Free Throw 1 of 2 (23 PTS),[1629628],1610612761.0,TOR,,,,Barrett,R. Barrett,,,,,,,,Made,23.0,,,,,,,,,,,,,,,,,
396,PT03M53.00S,2024-04-13T01:39:59.3Z,3,REGULAR,substitution,out,[],1629018,,,1610612761,82,69,2024-04-13T01:40:51Z,3765000,False,,,0,,SUB out: G. Trent Jr.,[1629018],1610612761.0,TOR,,,,Trent Jr.,G. Trent Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
397,PT03M53.00S,2024-04-13T01:39:59.3Z,3,REGULAR,substitution,in,[],1628971,,,1610612761,82,69,2024-04-13T01:40:51Z,3767500,False,,,0,,SUB in: B. Brown,[1628971],1610612761.0,TOR,,,,Brown,B. Brown,,,,,,,,,,,,,,,,,,,,,,,,,,
387,PT03M53.00S,2024-04-13T01:40:04.9Z,3,REGULAR,freethrow,2 of 2,[],1629628,,,1610612761,82,70,2024-04-13T01:40:04Z,3770000,False,,,0,,R. Barrett Free Throw 2 of 2 (24 PTS),[1629628],1610612761.0,TOR,,,,Barrett,R. Barrett,,,,,,,,Made,24.0,,,,,,,,,,,,,,,,,
388,PT03M44.00S,2024-04-13T01:40:15.2Z,3,REGULAR,3pt,Jump Shot,[],1631170,11.12023653088042,1.2254901960784315,1610612748,82,70,2024-04-13T01:40:27Z,3780000,False,244.0,52.0,1,left,MISS J. Jaquez Jr. 24' 3PT,[1631170],1610612748.0,MIA,,,,Jaquez Jr.,J. Jaquez Jr.,,,,,Right Corner 3,24+ Right,24.94,Missed,,,,,,,,,,,,,,,,,,
389,PT03M41.00S,2024-04-13T01:40:18.2Z,3,REGULAR,rebound,defensive,[],1628971,,,1610612761,82,70,2024-04-13T01:41:27Z,3790000,False,,,0,,B. Brown REBOUND (Off:0 Def:2),[1628971],1610612761.0,TOR,,,,Brown,B. Brown,,,,,Right Corner 3,24+ Right,,,,,,388.0,2.0,2.0,0.0,,,,,,,,,,,
390,PT03M38.00S,2024-04-13T01:40:26.0Z,3,REGULAR,3pt,Jump Shot,['fastbreak'],1630193,69.46452036793693,74.26470588235294,1610612761,82,70,2024-04-13T01:41:45Z,3800000,False,121.0,235.0,1,right,MISS I. Quickley 26' running 3PT,[1630193],1610612761.0,TOR,running,,,Quickley,I. Quickley,,,,,Above the Break 3,24+ Right Center,26.4,Missed,,,,,,,,,,,,,,,,,,
391,PT03M35.00S,2024-04-13T01:40:29.0Z,3,REGULAR,rebound,defensive,[],1628389,,,1610612748,82,70,2024-04-13T01:41:45Z,3810000,False,,,0,,B. Adebayo REBOUND (Off:1 Def:5),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,Above the Break 3,24+ Right Center,,,,,,390.0,6.0,5.0,1.0,,,,,,,,,,,
392,PT03M28.00S,2024-04-13T01:40:30.4Z,3,REGULAR,3pt,Jump Shot,['fastbreak'],1631107,24.917871222076215,14.215686274509803,1610612748,82,70,2024-04-13T01:42:34Z,3820000,False,179.0,182.0,1,left,MISS N. Jovic 25' running 3PT,[1631107],1610612748.0,MIA,running,,,Jovic,N. Jovic,,,,,Above the Break 3,24+ Right Center,25.5,Missed,,,,,,,,,,,,,,,,,,
393,PT03M26.00S,2024-04-13T01:40:32.4Z,3,REGULAR,rebound,defensive,[],1630193,,,1610612761,82,70,2024-04-13T01:42:34Z,3830000,False,,,0,,I. Quickley REBOUND (Off:0 Def:3),[1630193],1610612761.0,TOR,,,,Quickley,I. Quickley,,,,,Above the Break 3,24+ Right Center,,,,,,392.0,3.0,3.0,0.0,,,,,,,,,,,
394,PT03M13.00S,2024-04-13T01:40:45.9Z,3,REGULAR,3pt,Jump Shot,[],1629628,79.188567674113,4.6568627450980395,1610612761,82,70,2024-04-13T01:40:56Z,3840000,False,-227.0,143.0,1,right,MISS R. Barrett 26' 3PT,[1629628],1610612761.0,TOR,,,,Barrett,R. Barrett,,,,,Above the Break 3,24+ Left Center,26.81,Missed,,,,,,,,,,,,,,,,,,
395,PT03M10.00S,2024-04-13T01:40:48.5Z,3,REGULAR,rebound,defensive,[],1628997,,,1610612748,82,70,2024-04-13T01:40:48Z,3850000,False,,,0,,C. Martin REBOUND (Off:0 Def:3),[1628997],1610612748.0,MIA,,,,Martin,C. Martin,,,,,Above the Break 3,24+ Left Center,,,,,,394.0,3.0,3.0,0.0,,,,,,,,,,,
399,PT03M03.00S,2024-04-13T01:41:01.6Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630534,,,1610612748,82,70,2024-04-13T01:41:30Z,3870000,False,,,0,,O. Agbaji personal FOUL (1 PF) (Adebayo 2 FT),"[1630534, 1628389]",1610612761.0,TOR,,,,Agbaji,O. Agbaji,,,,,Above the Break 3,24+ Right Center,,,,1193.0,,,,,,,,,1.0,0.0,Adebayo,1628389.0,,,,
401,PT03M03.00S,2024-04-13T01:41:32.3Z,3,REGULAR,freethrow,1 of 2,[],1628389,,,1610612748,83,70,2024-04-13T01:42:00Z,3890000,False,,,0,,B. Adebayo Free Throw 1 of 2 (19 PTS),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,,,Made,19.0,,,,,,,,,,,,,,,,,
402,PT03M03.00S,2024-04-13T01:41:34.8Z,3,REGULAR,substitution,out,[],1631107,,,1610612748,83,70,2024-04-13T01:41:41Z,3900000,False,,,0,,SUB out: N. Jovic,[1631107],1610612748.0,MIA,,,,Jovic,N. Jovic,,,,,,,,,,,,,,,,,,,,,,,,,,
403,PT03M03.00S,2024-04-13T01:41:34.8Z,3,REGULAR,substitution,out,[],1630193,,,1610612748,83,70,2024-04-13T01:41:41Z,3910000,False,,,0,,SUB out: I. Quickley,[1630193],1610612761.0,TOR,,,,Quickley,I. Quickley,,,,,,,,,,,,,,,,,,,,,,,,,,
404,PT03M03.00S,2024-04-13T01:41:34.8Z,3,REGULAR,substitution,in,[],1629312,,,1610612748,83,70,2024-04-13T01:41:41Z,3920000,False,,,0,,SUB in: H. Highsmith,[1629312],1610612748.0,MIA,,,,Highsmith,H. Highsmith,,,,,,,,,,,,,,,,,,,,,,,,,,
405,PT03M03.00S,2024-04-13T01:41:34.8Z,3,REGULAR,substitution,in,[],1631241,,,1610612748,83,70,2024-04-13T01:41:41Z,3930000,False,,,0,,SUB in: J. Freeman-Liberty,[1631241],1610612761.0,TOR,,,,Freeman-Liberty,J. Freeman-Liberty,,,,,,,,,,,,,,,,,,,,,,,,,,
406,PT03M03.00S,2024-04-13T01:41:32.3Z,3,REGULAR,freethrow,2 of 2,[],1628389,,,1610612748,83,70,2024-04-13T01:42:00Z,3940000,False,,,0,,MISS B. Adebayo Free Throw 2 of 2,[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
407,PT03M00.00S,2024-04-13T01:41:35.3Z,3,REGULAR,rebound,defensive,[],1642013,,,1610612761,83,70,2024-04-13T01:42:00Z,3950000,False,,,0,,M. Williams REBOUND (Off:1 Def:2),[1642013],1610612761.0,TOR,,,,Williams,M. Williams,,,,,,,,,,,,406.0,3.0,2.0,1.0,,,,,,,,,,,
408,PT02M52.00S,2024-04-13T01:42:13.4Z,3,REGULAR,foul,personal,[],1629639,,,1610612761,83,70,2024-04-13T01:42:24Z,3960000,False,,,0,,T. Herro personal FOUL (3 PF),"[1629639, 1631241]",1610612748.0,MIA,,,,Herro,T. Herro,,,,,Mid-Range,16-24 Right,,,,1193.0,,,,,,,,,3.0,0.0,Freeman-Liberty,1631241.0,,,,
410,PT02M52.00S,2024-04-13T01:42:23.0Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612761,83,70,2024-04-13T01:42:23Z,3980000,False,,,0,,MIA Timeout,[],1610612748.0,MIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
411,PT02M52.00S,2024-04-13T01:44:42.6Z,3,REGULAR,substitution,out,[],1628389,,,1610612761,83,70,2024-04-13T01:45:13Z,3990000,False,,,0,,SUB out: B. Adebayo,[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,,,,,,,,,,,,,,,,,,,,,
412,PT02M52.00S,2024-04-13T01:44:42.6Z,3,REGULAR,substitution,out,[],1629628,,,1610612761,83,70,2024-04-13T01:45:13Z,4000000,False,,,0,,SUB out: R. Barrett,[1629628],1610612761.0,TOR,,,,Barrett,R. Barrett,,,,,,,,,,,,,,,,,,,,,,,,,,
413,PT02M52.00S,2024-04-13T01:44:42.6Z,3,REGULAR,substitution,in,[],201567,,,1610612761,83,70,2024-04-13T01:45:13Z,4010000,False,,,0,,SUB in: K. Love,[201567],1610612748.0,MIA,,,,Love,K. Love,,,,,,,,,,,,,,,,,,,,,,,,,,
414,PT02M52.00S,2024-04-13T01:44:42.6Z,3,REGULAR,substitution,in,[],1641711,,,1610612761,83,70,2024-04-13T01:45:13Z,4020000,False,,,0,,SUB in: G. Dick,[1641711],1610612761.0,TOR,,,,Dick,G. Dick,,,,,,,,,,,,,,,,,,,,,,,,,,
415,PT02M36.00S,2024-04-13T01:45:34.6Z,3,REGULAR,3pt,Jump Shot,[],1630534,94.82588699080158,95.58823529411765,1610612761,83,73,2024-04-13T01:45:49Z,4030000,False,228.0,-4.0,1,right,O. Agbaji 3PT  (3 PTS) (B. Brown 2 AST),"[1630534, 1628971]",1610612761.0,TOR,,,,Agbaji,O. Agbaji,,,,,Right Corner 3,24+ Right,22.79,Made,3.0,,,,,,,B. Brown,1628971.0,2.0,,,,,,,,
417,PT02M12.00S,2024-04-13T01:46:00.4Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1629312,7.046649145860711,49.26470588235294,1610612748,85,73,2024-04-13T01:46:04Z,4050000,False,4.0,14.0,1,left,H. Highsmith driving Layup (7 PTS),[1629312],1610612748.0,MIA,driving,,,Highsmith,H. Highsmith,,,,,Restricted Area,0-8 Center,1.42,Made,7.0,,,,,,,,,,,,,,,,,
418,PT02M12.00S,2024-04-13T01:46:04.3Z,3,REGULAR,foul,personal,"['inpenalty', '1freethrow']",1628971,,,1610612748,85,73,2024-04-13T01:46:12Z,4060000,False,,,0,,B. Brown shooting personal FOUL (2 PF) (Highsmith 1 FT),"[1628971, 1629312]",1610612761.0,TOR,shooting,,,Brown,B. Brown,,,,,Restricted Area,0-8 Center,,,,1193.0,,,,,,,,,2.0,0.0,Highsmith,1629312.0,,,,
420,PT02M12.00S,2024-04-13T01:46:26.2Z,3,REGULAR,freethrow,1 of 1,[],1629312,,,1610612748,85,73,2024-04-13T01:46:30Z,4080000,False,,,0,,MISS H. Highsmith Free Throw 1 of 1,[1629312],1610612748.0,MIA,,,,Highsmith,H. Highsmith,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
421,PT02M09.00S,2024-04-13T01:46:29.2Z,3,REGULAR,rebound,defensive,[],1628971,,,1610612761,85,73,2024-04-13T01:46:30Z,4090000,False,,,0,,B. Brown REBOUND (Off:0 Def:3),[1628971],1610612761.0,TOR,,,,Brown,B. Brown,,,,,,,,,,,,420.0,3.0,3.0,0.0,,,,,,,,,,,
422,PT02M01.00S,2024-04-13T01:46:40.2Z,3,REGULAR,foul,offensive,['inpenalty'],1642013,,,1610612761,85,73,2024-04-13T01:47:07Z,4100000,False,,,0,,M. Williams offensive FOUL (2 PF),"[1642013, 1629312]",1610612761.0,TOR,,,,Williams,M. Williams,,,,,Above the Break 3,24+ Left Center,,,,201639.0,,,,,,,,,2.0,0.0,Highsmith,1629312.0,,,,
424,PT02M01.00S,2024-04-13T01:46:40.2Z,3,REGULAR,turnover,offensive foul,[],1642013,,,1610612761,85,73,2024-04-13T01:46:40Z,4120000,False,,,0,,M. Williams offensive foul TURNOVER (1 TO),[1642013],1610612761.0,TOR,,,,Williams,M. Williams,,,,,Above the Break 3,24+ Left Center,,,,201639.0,1.0,,,,,,,,,,,,,,,
425,PT01M49.00S,2024-04-13T01:47:03.0Z,3,REGULAR,turnover,out-of-bounds,[],1629639,,,1610612748,85,73,2024-04-13T01:47:13Z,4130000,False,,,0,,T. Herro bad pass out-of-bounds TURNOVER (2 TO),[1629639],1610612748.0,MIA,bad pass,,,Herro,T. Herro,,,,,Mid-Range,16-24 Left Center,,,,201639.0,2.0,,,,,,,,,,,,,,,
427,PT01M39.00S,2024-04-13T01:48:13.2Z,3,REGULAR,turnover,out-of-bounds,[],1631241,,,1610612761,85,73,2024-04-13T01:48:32Z,4150000,False,,,0,,J. Freeman-Liberty lost ball out-of-bounds TURNOVER (1 TO),[1631241],1610612761.0,TOR,lost ball,,,Freeman-Liberty,J. Freeman-Liberty,,,,,Mid-Range,16-24 Right Center,,,,,1.0,,,,,,,,,,,,,,,
428,PT01M27.00S,2024-04-13T01:48:34.0Z,3,REGULAR,2pt,Jump Shot,['fromturnover'],1631170,12.565703022339028,33.57843137254902,1610612748,87,73,2024-04-13T01:48:38Z,4160000,False,82.0,66.0,1,left,J. Jaquez Jr. 10' turnaround fadeaway Jump Shot (9 PTS),[1631170],1610612748.0,MIA,turnaround fadeaway,,,Jaquez Jr.,J. Jaquez Jr.,,,,,Mid-Range,8-16 Right,10.51,Made,9.0,,,,,,,,,,,,,,,,,
429,PT01M05.00S,2024-04-13T01:48:54.8Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1630534,93.9060446780552,49.50980392156863,1610612761,87,75,2024-04-13T01:49:00Z,4170000,False,-2.0,5.0,1,right,O. Agbaji reverse Layup (5 PTS) (B. Brown 3 AST),"[1630534, 1628971]",1610612761.0,TOR,reverse,,,Agbaji,O. Agbaji,,,,,Restricted Area,0-8 Center,0.54,Made,5.0,,,,,,,B. Brown,1628971.0,3.0,,,,,,,,
431,PT00M55.30S,2024-04-13T01:49:07.4Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629639,12.302890932982917,39.46078431372549,1610612748,89,75,2024-04-13T01:49:12Z,4190000,False,53.0,63.0,1,left,T. Herro 8' driving floating Jump Shot (14 PTS) (K. Love 1 AST),"[1629639, 201567]",1610612748.0,MIA,driving floating,,,Herro,T. Herro,,,,,In The Paint (Non-RA),8-16 Right,8.22,Made,14.0,,,,,,,K. Love,201567.0,1.0,,,,,,,,
432,PT00M34.40S,2024-04-13T01:49:28.8Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628971,91.27792378449409,65.68627450980392,1610612761,89,75,2024-04-13T01:49:32Z,4200000,False,78.0,29.0,1,right,MISS B. Brown 8' turnaround fadeaway Shot,[1628971],1610612761.0,TOR,turnaround fadeaway,,,Brown,B. Brown,,,,,In The Paint (Non-RA),8-16 Right,8.38,Missed,,,,,,,,,,,,,,,,,,
433,PT00M31.50S,2024-04-13T01:49:31.7Z,3,REGULAR,rebound,offensive,[],1642013,,,1610612761,89,75,2024-04-13T01:49:31Z,4210000,False,,,0,,M. Williams REBOUND (Off:2 Def:2),[1642013],1610612761.0,TOR,,,,Williams,M. Williams,,,,,In The Paint (Non-RA),8-16 Right,,,,,,432.0,4.0,2.0,2.0,,,,,,,,,,,
434,PT00M30.70S,2024-04-13T01:49:32.5Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1642013,94.1688567674113,49.26470588235294,1610612761,89,75,2024-04-13T01:53:14Z,4220000,False,-4.0,2.0,1,right,MISS M. Williams putback Layup - blocked,"[1642013, 1629312]",1610612761.0,TOR,putback,,,Williams,M. Williams,,,,,Restricted Area,0-8 Center,0.44,Missed,,,,,,,,,,,,,,,,,Highsmith,1629312.0
435,PT00M30.70S,2024-04-13T01:49:32.5Z,3,REGULAR,block,,[],1629312,,,1610612761,89,75,2024-04-13T01:54:40Z,4230000,False,,,0,,H. Highsmith BLOCK (1 BLK),[1629312],1610612748.0,MIA,,,,Highsmith,H. Highsmith,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
436,PT00M26.00S,2024-04-13T01:49:37.2Z,3,REGULAR,rebound,defensive,[],1629639,,,1610612748,89,75,2024-04-13T01:49:37Z,4240000,False,,,0,,T. Herro REBOUND (Off:0 Def:3),[1629639],1610612748.0,MIA,,,,Herro,T. Herro,,,,,Restricted Area,0-8 Center,,,,,,434.0,3.0,3.0,0.0,,,,,,,,,,,
437,PT00M21.60S,2024-04-13T01:49:41.7Z,3,REGULAR,3pt,Jump Shot,[],1629639,32.14520367936925,53.431372549019606,1610612748,92,75,2024-04-13T01:49:48Z,4250000,False,-17.0,250.0,1,left,T. Herro 25' 3PT pullup (17 PTS) (H. Highsmith 1 AST),"[1629639, 1629312]",1610612748.0,MIA,pullup,,,Herro,T. Herro,,,,,Above the Break 3,24+ Center,25.03,Made,17.0,,,,,,,H. Highsmith,1629312.0,1.0,,,,,,,,
439,PT00M01.30S,2024-04-13T01:50:06.3Z,3,REGULAR,turnover,bad pass,[],1628971,,,1610612761,92,75,2024-04-13T01:50:12Z,4270000,False,,,0,,B. Brown bad pass TURNOVER (2 TO),"[1628971, 1631170]",1610612761.0,TOR,,,,Brown,B. Brown,,,,,In The Paint (Non-RA),0-8 Center,,,,,2.0,,,,,,,,,,,,Jaquez Jr.,1631170.0,,
440,PT00M01.30S,2024-04-13T01:50:06.3Z,3,REGULAR,steal,,[],1631170,,,1610612748,92,75,2024-04-13T01:50:08Z,4280000,False,,,0,,J. Jaquez Jr. STEAL (2 STL),[1631170],1610612748.0,MIA,,,,Jaquez Jr.,J. Jaquez Jr.,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
441,PT00M00.80S,2024-04-13T01:50:11.6Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],1631170,50.01642575558476,46.81372549019608,1610612748,92,75,2024-04-13T01:51:36Z,4290000,False,16.0,418.0,1,left,MISS J. Jaquez Jr. 41' pullup 3PT,[1631170],1610612748.0,MIA,pullup,,,Jaquez Jr.,J. Jaquez Jr.,,,,,Above the Break 3,24+ Center,41.8,Missed,,,,,,,,,,,,,,,,,,
442,PT00M00.80S,2024-04-13T01:50:11.6Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612748,92,75,2024-04-13T01:50:47Z,4300000,False,,,0,,TEAM offensive REBOUND,[],1610612748.0,MIA,,,,,,,,,,Above the Break 3,24+ Center,,,,,,441.0,,,,,,,,,,,,,,
443,PT00M00.00S,2024-04-13T01:50:26.2Z,3,REGULAR,period,end,[],0,,,1610612748,92,75,2024-04-13T01:50:26Z,4310000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
