actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,blockPlayerName,blockPersonId,stealPlayerName,stealPersonId
2,PT12M00.00S,2024-01-13T01:12:33.1Z,1,REGULAR,period,start,[],0,,,0,0,0,2024-01-13T01:12:33Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M57.00S,2024-01-13T01:12:35.6Z,1,REGULAR,jumpball,recovered,[],1629312,,,1610612748,0,0,2024-01-13T01:12:35Z,40000,False,,,0,,Jump Ball B. Adebayo vs. G. Bitadze: Tip to H. Highsmith,"[1629312, 1628389, 1629048]",1610612748.0,MIA,startperiod,H. Highsmith,1629312.0,Highsmith,H. Highsmith,Adebayo,1628389.0,Bitadze,1629048.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M41.00S,2024-01-13T01:12:51.9Z,1,REGULAR,3pt,Jump Shot,[],1631107,3.892904073587385,95.09803921568627,1610612748,3,0,2024-01-13T01:12:57Z,70000,False,-225.0,-16.0,1,left,N. Jovic 3PT  (3 PTS) (D. Robinson 1 AST),"[1631107, 1629130]",1610612748.0,MIA,,,,Jovic,N. Jovic,,,,,Left Corner 3,24+ Left,22.61,Made,3.0,D. Robinson,1629130.0,1.0,,,,,,,,,,,,,,
9,PT11M21.00S,2024-01-13T01:13:11.9Z,1,REGULAR,3pt,Jump Shot,[],1630591,74.72076215505913,84.31372549019608,1610612753,3,0,2024-01-13T01:13:17Z,90000,False,172.0,185.0,1,right,MISS J. Suggs 25' pullup 3PT,[1630591],1610612753.0,ORL,pullup,,,Suggs,J. Suggs,,,,,Above the Break 3,24+ Right Center,25.24,Missed,,,,,,,,,,,,,,,,,,
10,PT11M17.00S,2024-01-13T01:13:15.9Z,1,REGULAR,rebound,defensive,[],1628389,,,1610612748,3,0,2024-01-13T01:13:17Z,100000,False,,,0,,B. Adebayo REBOUND (Off:0 Def:1),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,Above the Break 3,24+ Right Center,,,,,,,9.0,1.0,1.0,0.0,,,,,,,,,,
11,PT11M12.00S,2024-01-13T01:13:20.6Z,1,REGULAR,3pt,Jump Shot,[],1631170,7.703679369250986,1.715686274509804,1610612748,3,0,2024-01-13T01:13:26Z,110000,False,241.0,20.0,1,left,MISS J. Jaquez Jr. 24' 3PT,[1631170],1610612748.0,MIA,,,,Jaquez Jr.,J. Jaquez Jr.,,,,,Right Corner 3,24+ Right,24.22,Missed,,,,,,,,,,,,,,,,,,
12,PT11M08.00S,2024-01-13T01:13:24.6Z,1,REGULAR,rebound,defensive,[],1629048,,,1610612753,3,0,2024-01-13T01:13:26Z,120000,False,,,0,,G. Bitadze REBOUND (Off:0 Def:1),[1629048],1610612753.0,ORL,,,,Bitadze,G. Bitadze,,,,,Right Corner 3,24+ Right,,,,,,,11.0,1.0,1.0,0.0,,,,,,,,,,
13,PT10M56.00S,2024-01-13T01:13:35.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629643,92.59198423127464,44.36274509803921,1610612753,3,2,2024-01-13T01:13:40Z,130000,False,-28.0,17.0,1,right,C. Okeke driving Layup (2 PTS),[1629643],1610612753.0,ORL,driving,,,Okeke,C. Okeke,,,,,Restricted Area,0-8 Center,3.3,Made,2.0,,,,,,,,,,,,,,,,,
14,PT10M46.00S,2024-01-13T01:13:45.5Z,1,REGULAR,3pt,Jump Shot,[],1629130,32.933639947437584,40.19607843137255,1610612748,6,2,2024-01-13T01:15:42Z,140000,False,49.0,257.0,1,left,D. Robinson 26' 3PT pullup (3 PTS) (N. Jovic 1 AST),"[1629130, 1631107]",1610612748.0,MIA,pullup,,,Robinson,D. Robinson,,,,,Above the Break 3,24+ Center,26.17,Made,3.0,N. Jovic,1631107.0,1.0,,,,,,,,,,,,,,
16,PT10M35.00S,2024-01-13T01:13:57.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1631094,93.51182654402102,51.9607843137255,1610612753,6,4,2024-01-13T01:14:01Z,160000,False,10.0,8.0,1,right,P. Banchero driving Layup (2 PTS),[1631094],1610612753.0,ORL,driving,,,Banchero,P. Banchero,,,,,Restricted Area,0-8 Center,1.3,Made,2.0,,,,,,,,,,,,,,,,,
