actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
2,PT12M00.00S,2023-12-15T00:41:26.0Z,1,REGULAR,period,start,[],0,,,0,0,0,2023-12-15T00:41:26Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M53.00S,2023-12-15T00:41:31.3Z,1,REGULAR,jumpball,recovered,[],1629632,,,1610612741,0,0,2023-12-15T00:41:31Z,40000,False,,,0,,Jump Ball N. Vucevic vs. O. Robinson: Tip to C. White,"[1629632, 202696, 1631115]",1610612741.0,CHI,startperiod,C. White,1629632.0,White,C. White,Vucevic,202696.0,Robinson,1631115.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M44.00S,2023-12-15T00:41:41.1Z,1,REGULAR,3pt,Jump Shot,[],1627936,9.543363994743759,94.6078431372549,1610612741,0,3,2023-12-15T00:41:49Z,70000,False,-223.0,37.0,1,left,A. Caruso 3PT  (3 PTS) (C. White 1 AST),"[1627936, 1629632]",1610612741.0,CHI,,,,Caruso,A. Caruso,,,,,Left Corner 3,24+ Left,22.61,Made,3.0,C. White,1629632.0,1.0,,,,,,,,,,,,,,
9,PT11M19.00S,2023-12-15T00:42:06.2Z,1,REGULAR,3pt,Jump Shot,[],200768,71.17279894875165,74.75490196078431,1610612748,0,3,2023-12-15T00:42:38Z,90000,False,124.0,218.0,1,right,MISS K. Lowry 25' pullup 3PT,[200768],1610612748.0,MIA,pullup,,,Lowry,K. Lowry,,,,,Above the Break 3,24+ Right Center,25.11,Missed,,,,,,,,,,,,,,,,,,
10,PT11M16.00S,2023-12-15T00:42:09.2Z,1,REGULAR,rebound,defensive,[],201942,,,1610612741,0,3,2023-12-15T00:42:12Z,100000,False,,,0,,D. DeRozan REBOUND (Off:0 Def:1),[201942],1610612741.0,CHI,,,,DeRozan,D. DeRozan,,,,,Above the Break 3,24+ Right Center,,,,,,,9.0,1.0,1.0,0.0,,,,,,,,,,
11,PT11M13.00S,2023-12-15T00:42:11.3Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1627936,24.655059132720105,10.53921568627451,1610612741,0,3,2023-12-15T00:43:46Z,110000,False,197.0,179.0,1,left,MISS A. Caruso 26' running 3PT,[1627936],1610612741.0,CHI,running,,,Caruso,A. Caruso,,,,,Above the Break 3,24+ Right Center,26.66,Missed,,,,,,,,,,,,,,,,,,
12,PT11M09.00S,2023-12-15T00:42:15.3Z,1,REGULAR,rebound,defensive,[],1628997,,,1610612748,0,3,2023-12-15T00:43:46Z,120000,False,,,0,,C. Martin REBOUND (Off:0 Def:1),[1628997],1610612748.0,MIA,,,,Martin,C. Martin,,,,,Above the Break 3,24+ Right Center,,,,,,,11.0,1.0,1.0,0.0,,,,,,,,,,
13,PT11M04.00S,2023-12-15T00:42:20.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],200768,94.43166885676742,43.627450980392155,1610612748,0,3,2023-12-15T01:51:19Z,130000,False,-32.0,0.0,1,right,MISS K. Lowry driving Layup,[200768],1610612748.0,MIA,driving,,,Lowry,K. Lowry,,,,,Restricted Area,0-8 Center,3.19,Missed,,,,,,,,,,,,,,,,,,
14,PT11M02.00S,2023-12-15T00:42:22.8Z,1,REGULAR,rebound,defensive,[],202696,,,1610612741,0,3,2023-12-15T00:42:27Z,140000,False,,,0,,N. Vucevic REBOUND (Off:0 Def:1),[202696],1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,Restricted Area,0-8 Center,,,,,,,13.0,1.0,1.0,0.0,,,,,,,,,,
15,PT10M54.00S,2023-12-15T00:42:30.3Z,1,REGULAR,2pt,Jump Shot,[],1630172,21.632720105124836,65.68627450980392,1610612741,0,5,2023-12-15T00:42:34Z,150000,False,-78.0,151.0,1,left,P. Williams 17' pullup Jump Shot (2 PTS) (N. Vucevic 1 AST),"[1630172, 202696]",1610612741.0,CHI,pullup,,,Williams,P. Williams,,,,,Mid-Range,16-24 Left Center,17.0,Made,2.0,N. Vucevic,202696.0,1.0,,,,,,,,,,,,,,
