actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotResult,pointsTotal,shotDistance,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
2,PT12M00.00S,2024-04-02T23:43:16.8Z,1,REGULAR,period,start,[],0,,,0,0,0,2024-04-02T23:43:16Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M55.00S,2024-04-02T23:43:20.0Z,1,REGULAR,jumpball,recovered,[],202710,,,1610612748,0,0,2024-04-02T23:43:20Z,40000,False,,,0,,Jump Ball B. Adebayo vs. I. Hartenstein: Tip to J. Butler,"[202710, 1628389, 1628392]",1610612748.0,MIA,startperiod,J. Butler,202710.0,Butler,J. Butler,Adebayo,1628389.0,Hartenstein,1628392.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M45.00S,2024-04-02T23:43:41.9Z,1,REGULAR,foul,personal,['2freethrow'],1628973,,,1610612748,0,0,2024-04-02T23:43:52Z,70000,False,,,0,,J. Brunson shooting personal FOUL (1 PF) (Jovic 2 FT),"[1628973, 1631107]",1610612752.0,NYK,shooting,,,Brunson,J. Brunson,,,,,Restricted Area,0-8 Center,2004.0,1.0,0.0,Jovic,1631107.0,,,,,,,,,,,,,,,
9,PT11M45.00S,2024-04-02T23:44:03.4Z,1,REGULAR,freethrow,1 of 2,[],1631107,,,1610612748,1,0,2024-04-02T23:44:03Z,90000,False,,,0,,N. Jovic Free Throw 1 of 2 (1 PTS),[1631107],1610612748.0,MIA,,,,Jovic,N. Jovic,,,,,,,,,,,,Made,1.0,,,,,,,,,,,,,
10,PT11M45.00S,2024-04-02T23:44:16.9Z,1,REGULAR,freethrow,2 of 2,[],1631107,,,1610612748,2,0,2024-04-02T23:44:16Z,100000,False,,,0,,N. Jovic Free Throw 2 of 2 (2 PTS),[1631107],1610612748.0,MIA,,,,Jovic,N. Jovic,,,,,,,,,,,,Made,2.0,,,,,,,,,,,,,
11,PT11M23.00S,2024-04-02T23:44:41.1Z,1,REGULAR,3pt,Jump Shot,[],1628978,90.09526938239159,94.85294117647058,1610612752,2,0,2024-04-02T23:45:03Z,110000,False,224.0,41.0,1,right,MISS D. DiVincenzo 3PT,[1628978],1610612752.0,NYK,,,,DiVincenzo,D. DiVincenzo,,,,,Right Corner 3,24+ Right,,,,,,Missed,,22.79,,,,,,,,,,,,
12,PT11M19.00S,2024-04-02T23:44:45.1Z,1,REGULAR,rebound,defensive,[],1631107,,,1610612748,2,0,2024-04-02T23:44:48Z,120000,False,,,0,,N. Jovic REBOUND (Off:0 Def:1),[1631107],1610612748.0,MIA,,,,Jovic,N. Jovic,,,,,Right Corner 3,24+ Right,,,,,,,,,11.0,1.0,1.0,0.0,,,,,,,,
13,PT11M11.00S,2024-04-02T23:44:52.1Z,1,REGULAR,3pt,Jump Shot,[],1626179,7.5722733245729295,93.87254901960785,1610612748,2,0,2024-04-02T23:44:57Z,130000,False,-219.0,19.0,1,left,MISS T. Rozier 3PT,[1626179],1610612748.0,MIA,,,,Rozier,T. Rozier,,,,,Left Corner 3,24+ Left,,,,,,Missed,,22.02,,,,,,,,,,,,
14,PT11M07.00S,2024-04-02T23:44:56.1Z,1,REGULAR,rebound,defensive,[],1628978,,,1610612752,2,0,2024-04-02T23:44:57Z,140000,False,,,0,,D. DiVincenzo REBOUND (Off:0 Def:1),[1628978],1610612752.0,NYK,,,,DiVincenzo,D. DiVincenzo,,,,,Left Corner 3,24+ Left,,,,,,,,,13.0,1.0,1.0,0.0,,,,,,,,
15,PT10M57.00S,2024-04-02T23:45:06.2Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628973,87.07293035479631,39.705882352941174,1610612752,2,2,2024-04-02T23:45:09Z,150000,False,-51.0,69.0,1,right,J. Brunson 8' driving floating Jump Shot (2 PTS),[1628973],1610612752.0,NYK,driving floating,,,Brunson,J. Brunson,,,,,In The Paint (Non-RA),8-16 Left,,,,,,Made,2.0,8.61,,,,,,,,,,,,
16,PT10M40.00S,2024-04-02T23:45:22.7Z,1,REGULAR,3pt,Jump Shot,[],202710,7.966491458607096,1.2254901960784315,1610612748,2,2,2024-04-02T23:45:30Z,160000,False,244.0,22.0,1,left,MISS J. Butler 24' 3PT,[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,Right Corner 3,24+ Right,,,,,,Missed,,24.49,,,,,,,,,,,,
17,PT10M33.00S,2024-04-02T23:45:29.7Z,1,REGULAR,rebound,offensive,[],1628389,,,1610612748,2,2,2024-04-02T23:45:30Z,170000,False,,,0,,B. Adebayo REBOUND (Off:1 Def:0),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,Right Corner 3,24+ Right,,,,,,,,,16.0,1.0,0.0,1.0,,,,,,,,
18,PT10M22.00S,2024-04-02T23:45:41.2Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],202710,7.835085413929041,1.2254901960784315,1610612748,5,2,2024-04-02T23:45:44Z,180000,False,244.0,21.0,1,left,J. Butler 24' 3PT  (3 PTS) (N. Jovic 1 AST),"[202710, 1631107]",1610612748.0,MIA,,,,Butler,J. Butler,,,,,Right Corner 3,24+ Right,,,,,,Made,3.0,24.48,,,,,N. Jovic,1631107.0,1.0,,,,,
20,PT09M58.00S,2024-04-02T23:46:05.3Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628978,89.43823915900131,36.76470588235294,1610612752,5,4,2024-04-02T23:46:09Z,200000,False,-66.0,47.0,1,right,D. DiVincenzo 8' driving floating Jump Shot (2 PTS) (J. Hart 1 AST),"[1628978, 1628404]",1610612752.0,NYK,driving floating,,,DiVincenzo,D. DiVincenzo,,,,,In The Paint (Non-RA),0-8 Center,,,,,,Made,2.0,8.11,,,,,J. Hart,1628404.0,1.0,,,,,
22,PT09M48.00S,2024-04-02T23:46:15.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1626179,6.389618922470433,48.28431372549019,1610612748,7,4,2024-04-02T23:46:22Z,220000,False,9.0,8.0,1,left,T. Rozier driving finger roll Layup (2 PTS),[1626179],1610612748.0,MIA,driving finger roll,,,Rozier,T. Rozier,,,,,Restricted Area,0-8 Center,,,,,,Made,2.0,1.15,,,,,,,,,,,,
23,PT09M28.00S,2024-04-02T23:46:34.8Z,1,REGULAR,3pt,Jump Shot,[],1628973,77.7431011826544,89.4607843137255,1610612752,7,7,2024-04-02T23:46:39Z,230000,False,197.0,157.0,1,right,J. Brunson 25' 3PT pullup (5 PTS) (I. Hartenstein 1 AST),"[1628973, 1628392]",1610612752.0,NYK,pullup,,,Brunson,J. Brunson,,,,,Above the Break 3,24+ Right Center,,,,,,Made,5.0,25.2,,,,,I. Hartenstein,1628392.0,1.0,,,,,
26,PT09M04.00S,2024-04-02T23:47:14.3Z,1,REGULAR,3pt,Jump Shot,[],1626179,8.590670170827863,95.58823529411765,1610612748,10,7,2024-04-02T23:48:03Z,260000,False,-228.0,28.0,1,left,T. Rozier 3PT  (5 PTS) (J. Butler 1 AST),"[1626179, 202710]",1610612748.0,MIA,,,,Rozier,T. Rozier,,,,,Left Corner 3,24+ Left,,,,,,Made,5.0,22.97,,,,,J. Butler,202710.0,1.0,,,,,
28,PT08M47.00S,2024-04-02T23:47:36.0Z,1,REGULAR,3pt,Jump Shot,[],1628978,83.78777923784494,2.941176470588235,1610612752,10,10,2024-04-02T23:48:20Z,280000,False,-235.0,100.0,1,right,D. DiVincenzo 25' 3PT  (5 PTS) (J. Hart 2 AST),"[1628978, 1628404]",1610612752.0,NYK,,,,DiVincenzo,D. DiVincenzo,,,,,Above the Break 3,24+ Left Center,,,,,,Made,5.0,25.56,,,,,J. Hart,1628404.0,2.0,,,,,
30,PT08M23.00S,2024-04-02T23:47:55.3Z,1,REGULAR,turnover,bad pass,[],202710,,,1610612748,10,10,2024-04-02T23:47:59Z,300000,False,,,0,,J. Butler bad pass TURNOVER (1 TO),"[202710, 1628978]",1610612748.0,MIA,,,,Butler,J. Butler,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,,,,1.0,DiVincenzo,1628978.0,,
31,PT08M23.00S,2024-04-02T23:47:55.3Z,1,REGULAR,steal,,[],1628978,,,1610612752,10,10,2024-04-02T23:49:22Z,310000,False,,,0,,D. DiVincenzo STEAL (1 STL),[1628978],1610612752.0,NYK,,,,DiVincenzo,D. DiVincenzo,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,,,,,,,,
