actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
2,PT12M00.00S,2022-11-26T22:11:07.5Z,1,REGULAR,period,start,[],0,,,0,0,0,2022-11-26T22:11:07Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M56.00S,2022-11-26T22:11:09.6Z,1,REGULAR,jumpball,recovered,[],203915,,,1610612742,0,0,2022-11-26T22:11:09Z,40000,False,,,0,,Jump Ball D. Powell vs. T. Young: Tip to S. Dinwiddie,"[203915, 203939, 201152]",1610612742.0,DAL,startperiod,S. Dinwiddie,203915.0,Dinwiddie,S. Dinwiddie,Powell,203939.0,Young,201152.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M34.00S,2022-11-26T22:11:31.9Z,1,REGULAR,3pt,Jump Shot,[],203915,30.699737187910642,20.34313725490196,1610612742,0,0,2022-11-26T22:11:36Z,70000,False,148.0,236.0,1,left,MISS S. Dinwiddie 27' pullup 3PT,[203915],1610612742.0,DAL,pullup,,,Dinwiddie,S. Dinwiddie,,,,,Above the Break 3,24+ Right Center,27.88,Missed,,,,,,,,,,,,,,,,,,
8,PT11M31.00S,2022-11-26T22:11:34.9Z,1,REGULAR,rebound,defensive,[],1629018,,,1610612761,0,0,2022-11-26T22:11:36Z,80000,False,,,0,,G. Trent Jr. REBOUND (Off:0 Def:1),[1629018],1610612761.0,TOR,,,,Trent Jr.,G. Trent Jr.,,,,,Above the Break 3,24+ Right Center,,,7.0,1.0,1.0,0.0,,,,,,,,,,,,,,
9,PT11M19.00S,2022-11-26T22:11:47.4Z,1,REGULAR,3pt,Jump Shot,[],1628384,88.12417871222075,95.09803921568627,1610612761,0,0,2022-11-26T22:11:52Z,90000,False,225.0,59.0,1,right,MISS O. Anunoby 3PT,[1628384],1610612761.0,TOR,,,,Anunoby,O. Anunoby,,,,,Right Corner 3,24+ Right,23.31,Missed,,,,,,,,,,,,,,,,,,
10,PT11M16.00S,2022-11-26T22:11:50.4Z,1,REGULAR,rebound,offensive,[],201152,,,1610612761,0,0,2022-11-26T22:11:52Z,100000,False,,,0,,T. Young REBOUND (Off:1 Def:0),[201152],1610612761.0,TOR,,,,Young,T. Young,,,,,Right Corner 3,24+ Right,,,9.0,1.0,0.0,1.0,,,,,,,,,,,,,,
11,PT11M14.00S,2022-11-26T22:11:52.8Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1627832,69.99014454664915,14.460784313725492,1610612761,0,0,2022-11-26T22:11:59Z,110000,False,-178.0,230.0,1,right,MISS F. VanVleet 29' pullup 3PT,[1627832],1610612761.0,TOR,pullup,,,VanVleet,F. VanVleet,,,,,Above the Break 3,24+ Left Center,29.03,Missed,,,,,,,,,,,,,,,,,,
12,PT11M10.00S,2022-11-26T22:11:56.2Z,1,REGULAR,rebound,offensive,[],201152,,,1610612761,0,0,2022-11-26T22:11:56Z,120000,False,,,0,,T. Young REBOUND (Off:2 Def:0),[201152],1610612761.0,TOR,,,,Young,T. Young,,,,,Above the Break 3,24+ Left Center,,,11.0,2.0,0.0,2.0,,,,,,,,,,,,,,
13,PT11M09.00S,2022-11-26T22:11:58.1Z,1,REGULAR,turnover,bad pass,[],201152,,,1610612761,0,0,2022-11-26T22:12:02Z,130000,False,,,0,,T. Young bad pass TURNOVER (1 TO),"[201152, 203939]",1610612761.0,TOR,,,,Young,T. Young,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,1.0,Powell,203939.0,,,,,,,,,,,
14,PT11M09.00S,2022-11-26T22:11:58.1Z,1,REGULAR,steal,,[],203939,,,1610612742,0,0,2022-11-26T22:12:00Z,140000,False,,,0,,D. Powell STEAL (1 STL),[203939],1610612742.0,DAL,,,,Powell,D. Powell,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
15,PT10M56.00S,2022-11-26T22:12:10.6Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],203915,6.652431011826544,97.54901960784314,1610612742,0,3,2022-11-26T22:12:15Z,150000,False,-238.0,10.0,1,left,S. Dinwiddie 3PT  (3 PTS) (R. Bullock 1 AST),"[203915, 203493]",1610612742.0,DAL,,,,Dinwiddie,S. Dinwiddie,,,,,Left Corner 3,24+ Left,23.79,Made,,,,,,,,3.0,R. Bullock,203493.0,1.0,,,,,,,
17,PT10M41.00S,2022-11-26T22:12:25.7Z,1,REGULAR,turnover,bad pass,[],201152,,,1610612761,0,3,2022-11-26T22:12:29Z,170000,False,,,0,,T. Young bad pass TURNOVER (2 TO),"[201152, 203939]",1610612761.0,TOR,,,,Young,T. Young,,,,,Mid-Range,16-24 Right Center,,,,,,,2.0,Powell,203939.0,,,,,,,,,,,
18,PT10M41.00S,2022-11-26T22:12:25.7Z,1,REGULAR,steal,,[],203939,,,1610612742,0,3,2022-11-26T22:12:28Z,180000,False,,,0,,D. Powell STEAL (2 STL),[203939],1610612742.0,DAL,,,,Powell,D. Powell,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,,,,,,,,,,
19,PT10M33.00S,2022-11-26T22:12:34.2Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1627827,27.020367936925098,15.441176470588236,1610612742,0,3,2022-11-26T22:12:39Z,190000,False,173.0,201.0,1,left,MISS D. Finney-Smith 26' 3PT,[1627827],1610612742.0,DAL,,,,Finney-Smith,D. Finney-Smith,,,,,Above the Break 3,24+ Right Center,26.54,Missed,,,,,,,,,,,,,,,,,,
20,PT10M29.00S,2022-11-26T22:12:37.4Z,1,REGULAR,rebound,offensive,[],203939,,,1610612742,0,3,2022-11-26T22:12:37Z,200000,False,,,0,,D. Powell REBOUND (Off:1 Def:0),[203939],1610612742.0,DAL,,,,Powell,D. Powell,,,,,Above the Break 3,24+ Right Center,,,19.0,1.0,0.0,1.0,,,,,,,,,,,,,,
21,PT10M21.00S,2022-11-26T22:12:44.8Z,1,REGULAR,turnover,bad pass,[],1629029,,,1610612742,0,3,2022-11-26T22:12:49Z,210000,False,,,0,,L. Doncic bad pass TURNOVER (1 TO),"[1629029, 1629018]",1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,Above the Break 3,24+ Left Center,,,,,,,1.0,Trent Jr.,1629018.0,,,,,,,,,,,
22,PT10M21.00S,2022-11-26T22:12:44.8Z,1,REGULAR,steal,,[],1629018,,,1610612761,0,3,2022-11-26T22:12:47Z,220000,False,,,0,,G. Trent Jr. STEAL (1 STL),[1629018],1610612761.0,TOR,,,,Trent Jr.,G. Trent Jr.,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,,,,,
23,PT10M08.00S,2022-11-26T22:12:58.4Z,1,REGULAR,turnover,lost ball,[],201152,,,1610612761,0,3,2022-11-26T22:13:02Z,230000,False,,,0,,T. Young lost ball TURNOVER (3 TO),"[201152, 1629029]",1610612761.0,TOR,,,,Young,T. Young,,,,,Mid-Range,8-16 Left,,,,,,,3.0,Doncic,1629029.0,,,,,,,,,,,
24,PT10M08.00S,2022-11-26T22:12:58.4Z,1,REGULAR,steal,,[],1629029,,,1610612742,0,3,2022-11-26T22:13:00Z,240000,False,,,0,,L. Doncic STEAL (1 STL),[1629029],1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,,,,,,,,
25,PT10M02.00S,2022-11-26T22:13:07.6Z,1,REGULAR,foul,personal,[],1627823,,,1610612742,0,3,2022-11-26T22:13:35Z,250000,False,,,0,,J. Hernangomez personal FOUL (1 PF),"[1627823, 203939]",1610612761.0,TOR,,,,Hernangomez,J. Hernangomez,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,1628951.0,1.0,0.0,Powell,203939.0,,
27,PT09M56.00S,2022-11-26T22:13:32.8Z,1,REGULAR,violation,kicked ball,[],201152,,,1610612742,0,3,2022-11-26T22:13:39Z,270000,False,,,0,,T. Young kicked ball VIOLATION,[201152],1610612761.0,TOR,,,,Young,T. Young,,,,,,,,,,,,,,,,,,,,1628951.0,,,,,,
28,PT09M48.00S,2022-11-26T22:13:55.9Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",203939,7.440867279894875,47.549019607843135,1610612742,0,5,2022-11-26T22:14:02Z,280000,False,12.0,17.0,1,left,D. Powell reverse Layup (2 PTS) (L. Doncic 1 AST),"[203939, 1629029]",1610612742.0,DAL,reverse,,,Powell,D. Powell,,,,,Restricted Area,0-8 Center,2.13,Made,,,,,,,,2.0,L. Doncic,1629029.0,1.0,,,,,,,
30,PT09M33.00S,2022-11-26T22:14:12.0Z,1,REGULAR,turnover,traveling,[],1628384,,,1610612761,0,5,2022-11-26T22:14:19Z,300000,False,,,0,,O. Anunoby traveling TURNOVER (1 TO),[1628384],1610612761.0,TOR,,,,Anunoby,O. Anunoby,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,1.0,,,,,,,1662.0,,,,,,
31,PT09M17.00S,2022-11-26T22:14:39.9Z,1,REGULAR,foul,personal,['2freethrow'],1627823,,,1610612742,0,5,2022-11-26T22:14:50Z,310000,False,,,0,,J. Hernangomez shooting personal FOUL (2 PF) (Powell 2 FT),"[1627823, 203939]",1610612761.0,TOR,shooting,,,Hernangomez,J. Hernangomez,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,1662.0,2.0,0.0,Powell,203939.0,,
33,PT09M17.00S,2022-11-26T22:15:10.1Z,1,REGULAR,freethrow,1 of 2,['fromturnover'],203939,,,1610612742,0,6,2022-11-26T22:15:10Z,330000,False,,,0,,D. Powell Free Throw 1 of 2 (3 PTS),[203939],1610612742.0,DAL,,,,Powell,D. Powell,,,,,,,,Made,,,,,,,,3.0,,,,,,,,,,
34,PT09M17.00S,2022-11-26T22:15:10.8Z,1,REGULAR,substitution,out,[],1627823,,,1610612742,0,6,2022-11-26T22:15:16Z,340000,False,,,0,,SUB out: J. Hernangomez,[1627823],1610612761.0,TOR,,,,Hernangomez,J. Hernangomez,,,,,,,,,,,,,,,,,,,,,,,,,,
35,PT09M17.00S,2022-11-26T22:15:10.8Z,1,REGULAR,substitution,in,[],1628449,,,1610612742,0,6,2022-11-26T22:15:16Z,350000,False,,,0,,SUB in: C. Boucher,[1628449],1610612761.0,TOR,,,,Boucher,C. Boucher,,,,,,,,,,,,,,,,,,,,,,,,,,
36,PT09M17.00S,2022-11-26T22:15:34.4Z,1,REGULAR,freethrow,2 of 2,['fromturnover'],203939,,,1610612742,0,7,2022-11-26T22:15:34Z,360000,False,,,0,,D. Powell Free Throw 2 of 2 (4 PTS),[203939],1610612742.0,DAL,,,,Powell,D. Powell,,,,,,,,Made,,,,,,,,4.0,,,,,,,,,,
37,PT09M06.00S,2022-11-26T22:15:47.4Z,1,REGULAR,2pt,Jump Shot,[],1629018,75.50919842312747,47.549019607843135,1610612761,0,7,2022-11-26T22:15:52Z,370000,False,-12.0,178.0,1,right,MISS G. Trent Jr. 17' pullup Shot,[1629018],1610612761.0,TOR,pullup,,,Trent Jr.,G. Trent Jr.,,,,,Mid-Range,16-24 Center,17.81,Missed,,,,,,,,,,,,,,,,,,
38,PT09M03.00S,2022-11-26T22:15:50.4Z,1,REGULAR,rebound,defensive,[],1629029,,,1610612742,0,7,2022-11-26T22:15:52Z,380000,False,,,0,,L. Doncic REBOUND (Off:0 Def:1),[1629029],1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,Mid-Range,16-24 Center,,,37.0,1.0,1.0,0.0,,,,,,,,,,,,,,
39,PT08M56.00S,2022-11-26T22:16:36.1Z,1,REGULAR,jumpball,recovered,[],203939,,,1610612742,0,7,2022-11-26T22:16:36Z,390000,False,,,0,,Jump Ball L. Doncic vs. T. Young: Tip to D. Powell,"[203939, 1629029, 201152]",1610612742.0,DAL,heldball,D. Powell,203939.0,Powell,D. Powell,Doncic,1629029.0,Young,201152.0,,,,,,,,,,,,,,,,,,,,,,
42,PT08M45.00S,2022-11-26T22:16:47.0Z,1,REGULAR,3pt,Jump Shot,[],1629029,21.369908015768726,92.64705882352942,1610612742,0,7,2022-11-26T22:16:52Z,420000,False,-213.0,148.0,1,left,MISS L. Doncic 25' step back 3PT,[1629029],1610612742.0,DAL,step back,,,Doncic,L. Doncic,,,,,Above the Break 3,24+ Left Center,25.98,Missed,,,,,,,,,,,,,,,,,,
43,PT08M41.00S,2022-11-26T22:16:51.0Z,1,REGULAR,rebound,defensive,[],1628449,,,1610612761,0,7,2022-11-26T22:16:52Z,430000,False,,,0,,C. Boucher REBOUND (Off:0 Def:1),[1628449],1610612761.0,TOR,,,,Boucher,C. Boucher,,,,,Above the Break 3,24+ Left Center,,,42.0,1.0,1.0,0.0,,,,,,,,,,,,,,
44,PT08M38.00S,2022-11-26T22:16:54.5Z,1,REGULAR,foul,personal,['2freethrow'],203939,,,1610612761,0,7,2022-11-26T22:17:09Z,440000,False,,,0,,D. Powell shooting personal FOUL (1 PF) (VanVleet 2 FT),"[203939, 1627832]",1610612742.0,DAL,shooting,,,Powell,D. Powell,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,1662.0,1.0,0.0,VanVleet,1627832.0,,
46,PT08M38.00S,2022-11-26T22:17:19.4Z,1,REGULAR,freethrow,1 of 2,['fastbreak'],1627832,,,1610612761,1,7,2022-11-26T22:17:19Z,460000,False,,,0,,F. VanVleet Free Throw 1 of 2 (1 PTS),[1627832],1610612761.0,TOR,,,,VanVleet,F. VanVleet,,,,,,,,Made,,,,,,,,1.0,,,,,,,,,,
47,PT08M38.00S,2022-11-26T22:17:34.0Z,1,REGULAR,freethrow,2 of 2,['fastbreak'],1627832,,,1610612761,2,7,2022-11-26T22:17:34Z,470000,False,,,0,,F. VanVleet Free Throw 2 of 2 (2 PTS),[1627832],1610612761.0,TOR,,,,VanVleet,F. VanVleet,,,,,,,,Made,,,,,,,,2.0,,,,,,,,,,
48,PT08M16.00S,2022-11-26T22:17:57.5Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],203939,7.835085413929041,54.41176470588235,1610612742,2,9,2022-11-26T22:18:01Z,480000,False,-22.0,21.0,1,left,D. Powell turnaround Hook (6 PTS) (S. Dinwiddie 1 AST),"[203939, 203915]",1610612742.0,DAL,turnaround,,,Powell,D. Powell,,,,,Restricted Area,0-8 Center,3.06,Made,,,,,,,,6.0,S. Dinwiddie,203915.0,1.0,,,,,,,
50,PT08M07.00S,2022-11-26T22:18:09.8Z,1,REGULAR,turnover,traveling,[],1627832,,,1610612761,2,9,2022-11-26T22:18:15Z,500000,False,,,0,,F. VanVleet traveling TURNOVER (1 TO),[1627832],1610612761.0,TOR,,,,VanVleet,F. VanVleet,,,,,Above the Break 3,24+ Left Center,,,,,,,1.0,,,,,,,1628951.0,,,,,,
51,PT07M53.00S,2022-11-26T22:18:33.3Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],203915,6.652431011826544,94.85294117647058,1610612742,2,12,2022-11-26T22:18:37Z,510000,False,-224.0,10.0,1,left,S. Dinwiddie 3PT  (6 PTS) (L. Doncic 2 AST),"[203915, 1629029]",1610612742.0,DAL,,,,Dinwiddie,S. Dinwiddie,,,,,Left Corner 3,24+ Left,22.45,Made,,,,,,,,6.0,L. Doncic,1629029.0,2.0,,,,,,,
53,PT07M39.00S,2022-11-26T22:18:47.7Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1628449,94.1688567674113,49.26470588235294,1610612761,4,12,2022-11-26T22:19:25Z,530000,False,-4.0,2.0,1,right,C. Boucher cutting DUNK (2 PTS) (T. Young 1 AST),"[1628449, 201152]",1610612761.0,TOR,cutting,,,Boucher,C. Boucher,,,,,Restricted Area,0-8 Center,0.44,Made,,,,,,,,2.0,T. Young,201152.0,1.0,,,,,,,
55,PT07M21.00S,2022-11-26T22:19:05.0Z,1,REGULAR,3pt,Jump Shot,[],203915,6.258212877792378,1.9607843137254901,1610612742,4,15,2022-11-26T22:19:09Z,550000,False,240.0,6.0,1,left,S. Dinwiddie 24' 3PT  (9 PTS) (R. Bullock 2 AST),"[203915, 203493]",1610612742.0,DAL,,,,Dinwiddie,S. Dinwiddie,,,,,Right Corner 3,24+ Right,24.03,Made,,,,,,,,9.0,R. Bullock,203493.0,2.0,,,,,,,
57,PT07M07.00S,2022-11-26T22:19:19.2Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627832,82.47371879106439,56.127450980392155,1610612761,4,15,2022-11-26T22:19:25Z,570000,False,31.0,112.0,1,right,MISS F. VanVleet 11' driving floating Shot,[1627832],1610612761.0,TOR,driving floating,,,VanVleet,F. VanVleet,,,,,In The Paint (Non-RA),8-16 Center,11.63,Missed,,,,,,,,,,,,,,,,,,
58,PT07M05.00S,2022-11-26T22:19:21.3Z,1,REGULAR,rebound,offensive,[],201152,,,1610612761,4,15,2022-11-26T22:19:21Z,580000,False,,,0,,T. Young REBOUND (Off:3 Def:0),[201152],1610612761.0,TOR,,,,Young,T. Young,,,,,In The Paint (Non-RA),8-16 Center,,,57.0,3.0,0.0,3.0,,,,,,,,,,,,,,
