actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,blockPlayerName,blockPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
159,PT09M30.00S,2023-03-29T00:03:24.7Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630567,92.85479632063075,52.94117647058824,1610612761,30,26,2023-03-29T00:03:29Z,1570000,False,15.0,15.0,1,right,MISS S. Barnes driving Layup - blocked,"[1630567, 1628997]",1610612761.0,TOR,driving,,,Barnes,S. Barnes,,,,,Restricted Area,0-8 Center,2.08,Missed,,Martin,1628997.0,,,,,,,,,,,,,,,
220,PT09M30.00S,2023-03-29T00:03:24.7Z,2,REGULAR,block,,[],1628997,,,1610612761,30,26,2023-03-29T00:12:42Z,1575000,False,,,0,,C. Martin BLOCK (1 BLK),[1628997],1610612748.0,MIA,,,,Martin,C. Martin,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
160,PT09M27.00S,2023-03-29T00:03:27.7Z,2,REGULAR,rebound,offensive,[],1630567,,,1610612761,30,26,2023-03-29T00:03:29Z,1580000,False,,,0,,S. Barnes REBOUND (Off:2 Def:1),[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,Restricted Area,0-8 Center,,,,,,159.0,3.0,1.0,2.0,,,,,,,,,,,
161,PT09M27.00S,2023-03-29T00:03:27.2Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630567,94.40999984741211,50.0,1610612761,30,26,2023-03-29T00:03:27Z,1590000,False,0.0,0.0,1,right,MISS S. Barnes tip Layup,[1630567],1610612761.0,TOR,tip,,,Barnes,S. Barnes,,,,,Mid-Range,8-16 Left,0.0,Missed,,,,,,,,,,,,,,,,,,
162,PT09M27.00S,2023-03-29T00:03:27.6Z,2,REGULAR,rebound,offensive,[],1628384,,,1610612761,30,26,2023-03-29T00:03:27Z,1600000,False,,,0,,O. Anunoby REBOUND (Off:2 Def:1),[1628384],1610612761.0,TOR,,,,Anunoby,O. Anunoby,,,,,Mid-Range,8-16 Left,,,,,,161.0,3.0,1.0,2.0,,,,,,,,,,,
163,PT09M22.00S,2023-03-29T00:03:32.5Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",1628449,84.31340341655716,54.166666666666664,1610612761,30,26,2023-03-29T00:03:39Z,1610000,False,21.0,95.0,1,right,MISS C. Boucher 9' driving floating Shot,[1628449],1610612761.0,TOR,driving floating,,,Boucher,C. Boucher,,,,,In The Paint (Non-RA),8-16 Center,9.73,Missed,,,,,,,,,,,,,,,,,,
164,PT09M19.00S,2023-03-29T00:03:35.5Z,2,REGULAR,rebound,offensive,[],1628449,,,1610612761,30,26,2023-03-29T00:03:39Z,1620000,False,,,0,,C. Boucher REBOUND (Off:1 Def:0),[1628449],1610612761.0,TOR,,,,Boucher,C. Boucher,,,,,In The Paint (Non-RA),8-16 Center,,,,,,163.0,1.0,0.0,1.0,,,,,,,,,,,
165,PT09M16.00S,2023-03-29T00:03:39.2Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1630288,67.09921156373193,40.931372549019606,1610612761,30,26,2023-03-29T00:03:44Z,1630000,False,-45.0,257.0,1,right,MISS J. Dowtin Jr. 26' 3PT,[1630288],1610612761.0,TOR,,,,Dowtin Jr.,J. Dowtin Jr.,,,,,Above the Break 3,24+ Center,26.08,Missed,,,,,,,,,,,,,,,,,,
166,PT09M12.00S,2023-03-29T00:03:43.2Z,2,REGULAR,rebound,defensive,[],203469,,,1610612748,30,26,2023-03-29T00:03:44Z,1640000,False,,,0,,C. Zeller REBOUND (Off:1 Def:1),[203469],1610612748.0,MIA,,,,Zeller,C. Zeller,,,,,Above the Break 3,24+ Center,,,,,,165.0,2.0,1.0,1.0,,,,,,,,,,,
167,PT09M08.00S,2023-03-29T00:03:46.8Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fastbreak']",203469,6.389618922470433,49.01960784313725,1610612748,30,28,2023-03-29T00:03:53Z,1650000,False,5.0,8.0,1,left,C. Zeller running DUNK (2 PTS) (T. Herro 2 AST),"[203469, 1629639]",1610612748.0,MIA,running,,,Zeller,C. Zeller,,,,,Restricted Area,0-8 Center,0.9,Made,2.0,,,,,,,T. Herro,1629639.0,2.0,,,,,,,,
169,PT08M52.00S,2023-03-29T00:04:03.0Z,2,REGULAR,foul,personal,['2freethrow'],203469,,,1610612761,30,28,2023-03-29T00:04:11Z,1670000,False,,,0,,C. Zeller shooting personal FOUL (1 PF) (Barnes 2 FT),"[203469, 1630567]",1610612748.0,MIA,shooting,,,Zeller,C. Zeller,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,101283.0,1.0,0.0,Barnes,1630567.0
171,PT08M52.00S,2023-03-29T00:04:28.2Z,2,REGULAR,freethrow,1 of 2,[],1630567,,,1610612761,31,28,2023-03-29T00:04:28Z,1690000,False,,,0,,S. Barnes Free Throw 1 of 2 (13 PTS),[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,,,,Made,13.0,,,,,,,,,,,,,,,,,
172,PT08M52.00S,2023-03-29T00:04:42.9Z,2,REGULAR,freethrow,2 of 2,[],1630567,,,1610612761,32,28,2023-03-29T00:04:42Z,1700000,False,,,0,,S. Barnes Free Throw 2 of 2 (14 PTS),[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,,,,Made,14.0,,,,,,,,,,,,,,,,,
173,PT08M38.00S,2023-03-29T00:04:58.8Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],203469,6.783837056504599,48.529411764705884,1610612748,32,30,2023-03-29T00:05:04Z,1710000,False,7.0,11.0,1,left,C. Zeller cutting DUNK (4 PTS) (T. Herro 3 AST),"[203469, 1629639]",1610612748.0,MIA,cutting,,,Zeller,C. Zeller,,,,,Restricted Area,0-8 Center,1.35,Made,4.0,,,,,,,T. Herro,1629639.0,3.0,,,,,,,,
175,PT08M16.00S,2023-03-29T00:05:20.6Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1630173,93.9060446780552,49.754901960784316,1610612761,34,30,2023-03-29T00:05:25Z,1730000,False,-1.0,5.0,1,right,P. Achiuwa cutting DUNK (2 PTS) (O. Anunoby 1 AST),"[1630173, 1628384]",1610612761.0,TOR,cutting,,,Achiuwa,P. Achiuwa,,,,,Restricted Area,0-8 Center,0.49,Made,2.0,,,,,,,O. Anunoby,1628384.0,1.0,,,,,,,,
177,PT08M06.00S,2023-03-29T00:05:30.7Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629639,16.90210249671485,54.65686274509803,1610612748,34,32,2023-03-29T00:05:37Z,1750000,False,-23.0,106.0,1,left,T. Herro 10' turnaround Jump Shot (8 PTS),[1629639],1610612748.0,MIA,turnaround,,,Herro,T. Herro,,,,,In The Paint (Non-RA),8-16 Center,10.89,Made,8.0,,,,,,,,,,,,,,,,,
178,PT07M43.00S,2023-03-29T00:05:56.7Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],1628449,91.40932982917214,40.44117647058824,1610612761,36,32,2023-03-29T00:06:02Z,1760000,False,-48.0,28.0,1,right,C. Boucher Hook (8 PTS) (S. Barnes 4 AST),"[1628449, 1630567]",1610612761.0,TOR,,,,Boucher,C. Boucher,,,,,In The Paint (Non-RA),0-8 Center,5.55,Made,8.0,,,,,,,S. Barnes,1630567.0,4.0,,,,,,,,
180,PT07M43.00S,2023-03-29T00:06:00.9Z,2,REGULAR,foul,personal,['1freethrow'],203469,,,1610612761,36,32,2023-03-29T00:06:06Z,1780000,False,,,0,,C. Zeller shooting personal FOUL (2 PF) (Boucher 1 FT),"[203469, 1628449]",1610612748.0,MIA,shooting,,,Zeller,C. Zeller,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,1162.0,2.0,0.0,Boucher,1628449.0
182,PT07M43.00S,2023-03-29T00:06:07.2Z,2,REGULAR,substitution,out,[],1630567,,,1610612761,36,32,2023-03-29T00:06:25Z,1800000,False,,,0,,SUB out: S. Barnes,[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,,,,,,,,,,,,,,,,,,,,,,
183,PT07M43.00S,2023-03-29T00:06:07.2Z,2,REGULAR,substitution,in,[],1627783,,,1610612761,36,32,2023-03-29T00:06:25Z,1810000,False,,,0,,SUB in: P. Siakam,[1627783],1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,,,,,,,,,,,,,,,,,,,,,,
184,PT07M43.00S,2023-03-29T00:06:24.9Z,2,REGULAR,freethrow,1 of 1,[],1628449,,,1610612761,36,32,2023-03-29T00:06:24Z,1820000,False,,,0,,MISS C. Boucher Free Throw 1 of 1,[1628449],1610612761.0,TOR,,,,Boucher,C. Boucher,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
185,PT07M41.00S,2023-03-29T00:06:25.9Z,2,REGULAR,rebound,defensive,[],203469,,,1610612748,36,32,2023-03-29T00:06:25Z,1830000,False,,,0,,C. Zeller REBOUND (Off:1 Def:2),[203469],1610612748.0,MIA,,,,Zeller,C. Zeller,,,,,,,,,,,,184.0,3.0,2.0,1.0,,,,,,,,,,,
186,PT07M31.00S,2023-03-29T00:06:35.9Z,2,REGULAR,2pt,Jump Shot,[],1629639,6.915243101182654,70.83333333333334,1610612748,36,32,2023-03-29T00:06:41Z,1840000,False,-104.0,13.0,1,left,MISS T. Herro 10' driving floating Shot - blocked,"[1629639, 1630288]",1610612748.0,MIA,driving floating,,,Herro,T. Herro,,,,,Mid-Range,8-16 Left,10.49,Missed,,Dowtin Jr.,1630288.0,,,,,,,,,,,,,,,
187,PT07M31.00S,2023-03-29T00:06:35.9Z,2,REGULAR,block,,[],1630288,,,1610612748,36,32,2023-03-29T00:06:38Z,1850000,False,,,0,,J. Dowtin Jr. BLOCK (1 BLK),[1630288],1610612761.0,TOR,,,,Dowtin Jr.,J. Dowtin Jr.,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,,,,,,,,
188,PT07M28.00S,2023-03-29T00:06:38.9Z,2,REGULAR,rebound,defensive,[],1630288,,,1610612761,36,32,2023-03-29T00:06:41Z,1860000,False,,,0,,J. Dowtin Jr. REBOUND (Off:0 Def:1),[1630288],1610612761.0,TOR,,,,Dowtin Jr.,J. Dowtin Jr.,,,,,Mid-Range,8-16 Left,,,,,,186.0,1.0,1.0,0.0,,,,,,,,,,,
190,PT07M25.00S,2023-03-29T00:06:54.9Z,2,REGULAR,substitution,out,[],203469,,,1610612761,36,32,2023-03-29T00:06:58Z,1880000,False,,,0,,SUB out: C. Zeller,[203469],1610612748.0,MIA,,,,Zeller,C. Zeller,,,,,,,,,,,,,,,,,,,,,,,,,,
191,PT07M25.00S,2023-03-29T00:06:54.9Z,2,REGULAR,substitution,in,[],1628389,,,1610612761,36,32,2023-03-29T00:06:58Z,1890000,False,,,0,,SUB in: B. Adebayo,[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,,,,,,,,,,,,,,,,,,,,,
192,PT07M19.00S,2023-03-29T00:07:12.2Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627783,86.5473061760841,50.98039215686274,1610612761,36,32,2023-03-29T00:07:19Z,1900000,False,5.0,74.0,1,right,MISS P. Siakam 7' turnaround Shot,[1627783],1610612761.0,TOR,turnaround,,,Siakam,P. Siakam,,,,,In The Paint (Non-RA),0-8 Center,7.42,Missed,,,,,,,,,,,,,,,,,,
193,PT07M16.00S,2023-03-29T00:07:15.1Z,2,REGULAR,rebound,offensive,[],1627783,,,1610612761,36,32,2023-03-29T00:07:15Z,1910000,False,,,0,,P. Siakam REBOUND (Off:1 Def:4),[1627783],1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,In The Paint (Non-RA),0-8 Center,,,,,,192.0,5.0,4.0,1.0,,,,,,,,,,,
194,PT07M16.00S,2023-03-29T00:07:15.1Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1627783,94.40999984741211,50.0,1610612761,36,32,2023-03-29T00:07:15Z,1920000,False,0.0,0.0,1,right,MISS P. Siakam tip Layup,[1627783],1610612761.0,TOR,tip,,,Siakam,P. Siakam,,,,,Mid-Range,8-16 Left,0.0,Missed,,,,,,,,,,,,,,,,,,
195,PT07M16.00S,2023-03-29T00:07:15.8Z,2,REGULAR,rebound,defensive,[],1628389,,,1610612748,36,32,2023-03-29T00:07:15Z,1930000,False,,,0,,B. Adebayo REBOUND (Off:1 Def:4),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,Mid-Range,8-16 Left,,,,,,194.0,5.0,4.0,1.0,,,,,,,,,,,
196,PT07M08.00S,2023-03-29T00:07:23.9Z,2,REGULAR,3pt,Jump Shot,[],1629639,29.122864651773984,18.872549019607842,1610612748,36,35,2023-03-29T00:07:31Z,1940000,False,156.0,221.0,1,left,T. Herro 27' 3PT pullup (11 PTS) (B. Adebayo 2 AST),"[1629639, 1628389]",1610612748.0,MIA,pullup,,,Herro,T. Herro,,,,,Above the Break 3,24+ Right Center,27.05,Made,11.0,,,,,,,B. Adebayo,1628389.0,2.0,,,,,,,,
198,PT06M51.00S,2023-03-29T00:07:40.7Z,2,REGULAR,3pt,Jump Shot,[],1628384,72.48685939553219,80.3921568627451,1610612761,39,35,2023-03-29T00:07:45Z,1960000,False,152.0,206.0,1,right,O. Anunoby 25' 3PT  (5 PTS) (P. Achiuwa 2 AST),"[1628384, 1630173]",1610612761.0,TOR,,,,Anunoby,O. Anunoby,,,,,Above the Break 3,24+ Right Center,25.61,Made,5.0,,,,,,,P. Achiuwa,1630173.0,2.0,,,,,,,,
200,PT06M31.00S,2023-03-29T00:08:01.1Z,2,REGULAR,3pt,Jump Shot,[],1629622,7.046649145860711,2.2058823529411766,1610612748,39,38,2023-03-29T00:08:07Z,1980000,False,239.0,14.0,1,left,M. Strus 3PT  (3 PTS) (T. Herro 4 AST),"[1629622, 1629639]",1610612748.0,MIA,,,,Strus,M. Strus,,,,,Right Corner 3,24+ Right,23.94,Made,3.0,,,,,,,T. Herro,1629639.0,4.0,,,,,,,,
202,PT06M09.00S,2023-03-29T00:08:23.0Z,2,REGULAR,3pt,Jump Shot,[],1630173,74.72076215505913,84.06862745098039,1610612761,39,38,2023-03-29T00:17:12Z,2000000,False,170.0,185.0,1,right,MISS P. Achiuwa 25' 3PT,[1630173],1610612761.0,TOR,,,,Achiuwa,P. Achiuwa,,,,,Above the Break 3,24+ Right Center,25.15,Missed,,,,,,,,,,,,,,,,,,
203,PT06M06.00S,2023-03-29T00:08:26.0Z,2,REGULAR,rebound,defensive,[],200768,,,1610612748,39,38,2023-03-29T00:08:29Z,2010000,False,,,0,,K. Lowry REBOUND (Off:0 Def:1),[200768],1610612748.0,MIA,,,,Lowry,K. Lowry,,,,,Above the Break 3,24+ Right Center,,,,,,202.0,1.0,1.0,0.0,,,,,,,,,,,
204,PT05M56.00S,2023-03-29T00:08:35.5Z,2,REGULAR,3pt,Jump Shot,[],1628997,6.521024967148489,2.941176470588235,1610612748,39,38,2023-03-29T00:08:40Z,2020000,False,235.0,9.0,1,left,MISS C. Martin 3PT,[1628997],1610612748.0,MIA,,,,Martin,C. Martin,,,,,Right Corner 3,24+ Right,23.55,Missed,,,,,,,,,,,,,,,,,,
205,PT05M54.00S,2023-03-29T00:08:37.5Z,2,REGULAR,rebound,defensive,[],1630173,,,1610612761,39,38,2023-03-29T00:08:40Z,2030000,False,,,0,,P. Achiuwa REBOUND (Off:0 Def:2),[1630173],1610612761.0,TOR,,,,Achiuwa,P. Achiuwa,,,,,Right Corner 3,24+ Right,,,,,,204.0,2.0,2.0,0.0,,,,,,,,,,,
206,PT05M48.00S,2023-03-29T00:08:43.5Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1628384,86.81011826544021,95.58823529411765,1610612761,39,38,2023-03-29T00:08:50Z,2040000,False,228.0,71.0,1,right,MISS O. Anunoby running 3PT,[1628384],1610612761.0,TOR,running,,,Anunoby,O. Anunoby,,,,,Right Corner 3,24+ Right,23.89,Missed,,,,,,,,,,,,,,,,,,
207,PT05M45.00S,2023-03-29T00:08:46.5Z,2,REGULAR,rebound,defensive,[],1629622,,,1610612748,39,38,2023-03-29T00:08:50Z,2050000,False,,,0,,M. Strus REBOUND (Off:0 Def:1),[1629622],1610612748.0,MIA,,,,Strus,M. Strus,,,,,Right Corner 3,24+ Right,,,,,,206.0,1.0,1.0,0.0,,,,,,,,,,,
208,PT05M38.00S,2023-03-29T00:08:53.6Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1628389,9.543363994743759,50.0,1610612748,39,38,2023-03-29T00:09:01Z,2060000,False,0.0,37.0,1,left,MISS B. Adebayo running finger roll Layup,[1628389],1610612748.0,MIA,running finger roll,,,Adebayo,B. Adebayo,,,,,Restricted Area,0-8 Center,3.72,Missed,,,,,,,,,,,,,,,,,,
209,PT05M37.00S,2023-03-29T00:08:54.9Z,2,REGULAR,rebound,offensive,[],1628389,,,1610612748,39,38,2023-03-29T00:08:55Z,2070000,False,,,0,,B. Adebayo REBOUND (Off:2 Def:4),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,Restricted Area,0-8 Center,,,,,,208.0,6.0,4.0,2.0,,,,,,,,,,,
210,PT05M31.00S,2023-03-29T00:09:01.8Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1629639,13.354139290407357,1.9607843137254901,1610612748,39,38,2023-03-29T00:09:06Z,2080000,False,240.0,73.0,1,left,MISS T. Herro 25' 3PT,[1629639],1610612748.0,MIA,,,,Herro,T. Herro,,,,,Right Corner 3,24+ Right,25.1,Missed,,,,,,,,,,,,,,,,,,
211,PT05M28.00S,2023-03-29T00:09:04.8Z,2,REGULAR,rebound,defensive,[],1630173,,,1610612761,39,38,2023-03-29T00:09:06Z,2090000,False,,,0,,P. Achiuwa REBOUND (Off:0 Def:3),[1630173],1610612761.0,TOR,,,,Achiuwa,P. Achiuwa,,,,,Right Corner 3,24+ Right,,,,,,210.0,3.0,3.0,0.0,,,,,,,,,,,
212,PT05M28.00S,2023-03-29T00:09:09.0Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612761,39,38,2023-03-29T00:09:09Z,2100000,False,,,0,,TOR Timeout,[],1610612761.0,TOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
214,PT05M28.00S,2023-03-29T00:11:31.2Z,2,REGULAR,substitution,out,[],1628384,,,1610612761,39,38,2023-03-29T00:12:00Z,2110000,False,,,0,,SUB out: O. Anunoby,[1628384],1610612761.0,TOR,,,,Anunoby,O. Anunoby,,,,,,,,,,,,,,,,,,,,,,,,,,
215,PT05M28.00S,2023-03-29T00:11:31.2Z,2,REGULAR,substitution,out,[],1630173,,,1610612761,39,38,2023-03-29T00:12:00Z,2120000,False,,,0,,SUB out: P. Achiuwa,[1630173],1610612761.0,TOR,,,,Achiuwa,P. Achiuwa,,,,,,,,,,,,,,,,,,,,,,,,,,
216,PT05M28.00S,2023-03-29T00:11:31.2Z,2,REGULAR,substitution,out,[],1630288,,,1610612761,39,38,2023-03-29T00:12:00Z,2130000,False,,,0,,SUB out: J. Dowtin Jr.,[1630288],1610612761.0,TOR,,,,Dowtin Jr.,J. Dowtin Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
217,PT05M28.00S,2023-03-29T00:11:31.2Z,2,REGULAR,substitution,in,[],1627751,,,1610612761,39,38,2023-03-29T00:12:00Z,2140000,False,,,0,,SUB in: J. Poeltl,[1627751],1610612761.0,TOR,,,,Poeltl,J. Poeltl,,,,,,,,,,,,,,,,,,,,,,,,,,
218,PT05M28.00S,2023-03-29T00:11:31.2Z,2,REGULAR,substitution,in,[],1627832,,,1610612761,39,38,2023-03-29T00:12:00Z,2150000,False,,,0,,SUB in: F. VanVleet,[1627832],1610612761.0,TOR,,,,VanVleet,F. VanVleet,,,,,,,,,,,,,,,,,,,,,,,,,,
219,PT05M28.00S,2023-03-29T00:11:31.2Z,2,REGULAR,substitution,in,[],1630567,,,1610612761,39,38,2023-03-29T00:12:00Z,2160000,False,,,0,,SUB in: S. Barnes,[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,,,,,,,,,,,,,,,,,,,,,,
221,PT05M04.00S,2023-03-29T00:12:50.3Z,2,REGULAR,2pt,Jump Shot,[],1627832,76.16622864651774,22.30392156862745,1610612761,39,38,2023-03-29T00:19:33Z,2170000,False,-138.0,172.0,1,right,MISS F. VanVleet 22' step back Shot,[1627832],1610612761.0,TOR,step back,,,VanVleet,F. VanVleet,,,,,Mid-Range,16-24 Left Center,22.04,Missed,,,,,,,,,,,,,,,,,,
222,PT05M01.00S,2023-03-29T00:12:53.3Z,2,REGULAR,rebound,defensive,[],200768,,,1610612748,39,38,2023-03-29T00:12:59Z,2180000,False,,,0,,K. Lowry REBOUND (Off:0 Def:2),[200768],1610612748.0,MIA,,,,Lowry,K. Lowry,,,,,Mid-Range,16-24 Left Center,,,,,,221.0,2.0,2.0,0.0,,,,,,,,,,,
223,PT04M55.00S,2023-03-29T00:13:03.2Z,2,REGULAR,foul,personal,['2freethrow'],1627751,,,1610612748,39,38,2023-03-29T00:13:13Z,2190000,False,,,0,,J. Poeltl shooting personal FOUL (2 PF) (Adebayo 2 FT),"[1627751, 1628389]",1610612761.0,TOR,shooting,,,Poeltl,J. Poeltl,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,1162.0,2.0,0.0,Adebayo,1628389.0
225,PT04M55.00S,2023-03-29T00:13:32.3Z,2,REGULAR,freethrow,1 of 2,[],1628389,,,1610612748,39,39,2023-03-29T00:13:32Z,2210000,False,,,0,,B. Adebayo Free Throw 1 of 2 (9 PTS),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,,,Made,9.0,,,,,,,,,,,,,,,,,
226,PT04M55.00S,2023-03-29T00:13:53.1Z,2,REGULAR,freethrow,2 of 2,[],1628389,,,1610612748,39,40,2023-03-29T00:13:53Z,2220000,False,,,0,,B. Adebayo Free Throw 2 of 2 (10 PTS),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,,,Made,10.0,,,,,,,,,,,,,,,,,
227,PT04M34.00S,2023-03-29T00:14:15.1Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627783,89.43823915900131,53.431372549019606,1610612761,39,40,2023-03-29T00:14:20Z,2230000,False,17.0,47.0,1,right,MISS P. Siakam floating Shot,[1627783],1610612761.0,TOR,floating,,,Siakam,P. Siakam,,,,,In The Paint (Non-RA),0-8 Center,4.99,Missed,,,,,,,,,,,,,,,,,,
228,PT04M30.00S,2023-03-29T00:14:18.8Z,2,REGULAR,rebound,offensive,[],1627783,,,1610612761,39,40,2023-03-29T00:14:18Z,2240000,False,,,0,,P. Siakam REBOUND (Off:2 Def:4),[1627783],1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,In The Paint (Non-RA),0-8 Center,,,,,,227.0,6.0,4.0,2.0,,,,,,,,,,,
229,PT04M30.00S,2023-03-29T00:14:18.8Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1627783,94.40999984741211,50.0,1610612761,41,40,2023-03-29T00:14:18Z,2250000,False,0.0,0.0,1,right,P. Siakam tip Layup (8 PTS),[1627783],1610612761.0,TOR,tip,,,Siakam,P. Siakam,,,,,Mid-Range,8-16 Left,0.0,Made,8.0,,,,,,,,,,,,,,,,,
230,PT04M27.00S,2023-03-29T00:14:22.4Z,2,REGULAR,3pt,Jump Shot,[],1628997,24.52365308804205,87.74509803921569,1610612748,41,40,2023-03-29T00:14:33Z,2260000,False,-189.0,178.0,1,left,MISS C. Martin 25' pullup 3PT,[1628997],1610612748.0,MIA,pullup,,,Martin,C. Martin,,,,,Above the Break 3,24+ Left Center,25.94,Missed,,,,,,,,,,,,,,,,,,
231,PT04M22.00S,2023-03-29T00:14:27.4Z,2,REGULAR,rebound,defensive,[],1628449,,,1610612761,41,40,2023-03-29T00:14:33Z,2270000,False,,,0,,C. Boucher REBOUND (Off:1 Def:1),[1628449],1610612761.0,TOR,,,,Boucher,C. Boucher,,,,,Above the Break 3,24+ Left Center,,,,,,230.0,2.0,1.0,1.0,,,,,,,,,,,
232,PT04M12.00S,2023-03-29T00:14:41.5Z,2,REGULAR,foul,personal,[],1628389,,,1610612761,41,40,2023-03-29T00:14:54Z,2280000,False,,,0,,B. Adebayo personal FOUL (2 PF),"[1628389, 1627751]",1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,1162.0,2.0,0.0,Poeltl,1627751.0
234,PT04M02.00S,2023-03-29T00:15:15.7Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628449,93.64323258869908,41.911764705882355,1610612761,41,40,2023-03-29T00:15:20Z,2300000,False,-40.0,7.0,1,right,MISS C. Boucher driving floating Shot,[1628449],1610612761.0,TOR,driving floating,,,Boucher,C. Boucher,,,,,Restricted Area,0-8 Center,4.11,Missed,,,,,,,,,,,,,,,,,,
235,PT04M01.00S,2023-03-29T00:15:17.2Z,2,REGULAR,rebound,offensive,[],1627751,,,1610612761,41,40,2023-03-29T00:15:17Z,2310000,False,,,0,,J. Poeltl REBOUND (Off:2 Def:3),[1627751],1610612761.0,TOR,,,,Poeltl,J. Poeltl,,,,,Restricted Area,0-8 Center,,,,,,234.0,5.0,3.0,2.0,,,,,,,,,,,
236,PT03M54.00S,2023-03-29T00:15:23.7Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1627783,89.30683311432325,95.09803921568627,1610612761,41,40,2023-03-29T00:15:32Z,2320000,False,225.0,48.0,1,right,MISS P. Siakam 3PT,[1627783],1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,Right Corner 3,24+ Right,23.06,Missed,,,,,,,,,,,,,,,,,,
237,PT03M51.00S,2023-03-29T00:15:26.7Z,2,REGULAR,rebound,offensive,[],1630567,,,1610612761,41,40,2023-03-29T00:15:32Z,2330000,False,,,0,,S. Barnes REBOUND (Off:3 Def:1),[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,Right Corner 3,24+ Right,,,,,,236.0,4.0,1.0,3.0,,,,,,,,,,,
238,PT03M51.00S,2023-03-29T00:15:28.2Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', '2ndchance']",1630567,94.40999984741211,50.0,1610612761,43,40,2023-03-29T00:15:28Z,2340000,False,0.0,0.0,1,right,S. Barnes tip DUNK (16 PTS),[1630567],1610612761.0,TOR,tip,,,Barnes,S. Barnes,,,,,Mid-Range,8-16 Left,0.0,Made,16.0,,,,,,,,,,,,,,,,,
239,PT03M51.00S,2023-03-29T00:15:42.7Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612748,43,40,2023-03-29T00:15:42Z,2350000,False,,,0,,MIA Timeout,[],1610612748.0,MIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
