shortFormattedClock,actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,jerseyNumber,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
12:00,2,PT12M00.00S,2022-12-15T00:41:05.1Z,1,REGULAR,period,start,[],0,,,0,0,0,2022-12-15T00:41:05Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11:56,4,PT11M56.00S,2022-12-15T00:41:07.7Z,1,REGULAR,jumpball,recovered,[],203084,,,1610612758,0,0,2022-12-15T00:41:07Z,40000,False,,,0,,Jump Ball D. Sabonis vs. S. Barnes: Tip to H. Barnes,"[203084, 1627734, 1630567]",40,1610612758.0,SAC,startperiod,H. Barnes,203084.0,Barnes,H. Barnes,Sabonis,1627734.0,Barnes,1630567.0,,,,,,,,,,,,,,,,,,,,,,
11:42,7,PT11M42.00S,2022-12-15T00:41:21.3Z,1,REGULAR,3pt,Jump Shot,[],1628368,33.459264126149804,66.91176470588235,1610612758,0,3,2022-12-15T00:41:30Z,70000,False,-85.0,262.0,1,left,D. Fox 27' 3PT step back (3 PTS),[1628368],5,1610612758.0,SAC,step back,,,Fox,D. Fox,,,,,Above the Break 3,24+ Center,27.53,Made,3.0,,,,,,,,,,,,,,,,,
11:23,8,PT11M23.00S,2022-12-15T00:41:40.4Z,1,REGULAR,2pt,Jump Shot,[],201152,74.72076215505913,64.4607843137255,1610612761,2,3,2022-12-15T00:41:46Z,80000,False,72.0,185.0,1,right,T. Young 19' Jump Shot (2 PTS) (P. Siakam 1 AST),"[201152, 1627783]",21,1610612761.0,TOR,,,,Young,T. Young,,,,,Mid-Range,16-24 Right Center,19.87,Made,2.0,P. Siakam,1627783.0,1.0,,,,,,,,,,,,,,
11:00,10,PT11M00.00S,2022-12-15T00:42:04.9Z,1,REGULAR,3pt,Jump Shot,[],203084,7.30946123521682,95.09803921568627,1610612758,2,3,2022-12-15T00:42:13Z,100000,False,-225.0,16.0,1,left,MISS H. Barnes 3PT,[203084],40,1610612758.0,SAC,,,,Barnes,H. Barnes,,,,,Left Corner 3,24+ Left,22.61,Missed,,,,,,,,,,,,,,,,,,
10:57,11,PT10M57.00S,2022-12-15T00:42:07.9Z,1,REGULAR,rebound,offensive,[],203084,,,1610612758,2,3,2022-12-15T00:42:13Z,110000,False,,,0,,H. Barnes REBOUND (Off:1 Def:0),[203084],40,1610612758.0,SAC,,,,Barnes,H. Barnes,,,,,Left Corner 3,24+ Left,,,,,,,10.0,1.0,0.0,1.0,,,,,,,,,,
10:50,12,PT10M50.00S,2022-12-15T00:42:16.2Z,1,REGULAR,foul,personal,[],1627783,,,1610612758,2,3,2022-12-15T00:42:29Z,120000,False,,,0,,P. Siakam personal FOUL (1 PF),"[1627783, 1629056]",43,1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,2534.0,1.0,0.0,Davis,1629056.0,,,,,
10:38,14,PT10M38.00S,2022-12-15T00:42:43.5Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', '2ndchance']",1627734,7.835085413929041,49.50980392156863,1610612758,2,5,2022-12-15T00:42:49Z,140000,False,2.0,21.0,1,left,D. Sabonis cutting DUNK (2 PTS) (H. Barnes 1 AST),"[1627734, 203084]",10,1610612758.0,SAC,cutting,,,Sabonis,D. Sabonis,,,,,Restricted Area,0-8 Center,2.12,Made,2.0,H. Barnes,203084.0,1.0,,,,,,,,,,,,,,
10:21,16,PT10M21.00S,2022-12-15T00:42:59.7Z,1,REGULAR,3pt,Jump Shot,[],1627783,96.13994743758212,3.1862745098039214,1610612761,5,5,2022-12-15T00:43:05Z,160000,False,-234.0,-16.0,1,right,P. Siakam 3PT  (3 PTS) (S. Barnes 1 AST),"[1627783, 1630567]",43,1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,Left Corner 3,24+ Left,23.47,Made,3.0,S. Barnes,1630567.0,1.0,,,,,,,,,,,,,,
10:10,18,PT10M10.00S,2022-12-15T00:43:10.7Z,1,REGULAR,2pt,Jump Shot,[],1628368,15.588042049934298,24.264705882352942,1610612758,5,5,2022-12-15T00:43:16Z,180000,False,129.0,94.0,1,left,MISS D. Fox 15' fadeaway Shot,[1628368],5,1610612758.0,SAC,fadeaway,,,Fox,D. Fox,,,,,Mid-Range,8-16 Right,15.94,Missed,,,,,,,,,,,,,,,,,,
10:08,19,PT10M08.00S,2022-12-15T00:43:12.7Z,1,REGULAR,rebound,defensive,[],1627832,,,1610612761,5,5,2022-12-15T00:43:16Z,190000,False,,,0,,F. VanVleet REBOUND (Off:0 Def:1),[1627832],23,1610612761.0,TOR,,,,VanVleet,F. VanVleet,,,,,Mid-Range,8-16 Right,,,,,,,18.0,1.0,1.0,0.0,,,,,,,,,,
10:00,20,PT10M00.00S,2022-12-15T00:43:21.2Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627832,92.06636005256242,47.30392156862745,1610612761,7,5,2022-12-15T00:44:27Z,200000,False,-13.0,22.0,1,right,F. VanVleet driving floating Jump Shot (2 PTS),[1627832],23,1610612761.0,TOR,driving floating,,,VanVleet,F. VanVleet,,,,,Restricted Area,0-8 Center,2.59,Made,2.0,,,,,,,,,,,,,,,,,
09:36,21,PT09M36.00S,2022-12-15T00:43:46.5Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627734,13.485545335085414,57.59803921568627,1610612758,7,5,2022-12-15T00:46:10Z,210000,False,-38.0,74.0,1,left,MISS D. Sabonis 8' floating Shot,[1627734],10,1610612758.0,SAC,floating,,,Sabonis,D. Sabonis,,,,,In The Paint (Non-RA),8-16 Center,8.35,Missed,,,,,,,,,,,,,,,,,,
