actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
2,PT12M00.00S,2023-03-14T23:41:04.7Z,1,REGULAR,period,start,[],0,,,0,0,0,2023-03-14T23:41:04Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M57.00S,2023-03-14T23:41:07.3Z,1,REGULAR,jumpball,recovered,[],1627783,,,1610612761,0,0,2023-03-14T23:41:07Z,40000,False,,,0,,Jump Ball J. Poeltl vs. N. Jokic: Tip to P. Siakam,"[1627783, 1627751, 203999]",1610612761.0,TOR,startperiod,P. Siakam,1627783.0,Siakam,P. Siakam,Poeltl,1627751.0,Jokic,203999.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M36.00S,2023-03-14T23:41:27.3Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627751,85.89027595269383,45.34313725490196,1610612761,2,0,2023-03-14T23:41:37Z,70000,False,-23.0,80.0,1,right,J. Poeltl 8' Jump Shot (2 PTS) (O. Anunoby 1 AST),"[1627751, 1628384]",1610612761.0,TOR,,,,Poeltl,J. Poeltl,,,,,In The Paint (Non-RA),8-16 Center,8.34,Made,2.0,O. Anunoby,1628384.0,1.0,,,,,,,,,,,,,,
9,PT11M15.00S,2023-03-14T23:41:48.6Z,1,REGULAR,2pt,Jump Shot,[],203484,5.863994743758213,69.6078431372549,1610612743,2,2,2023-03-14T23:41:53Z,90000,False,-98.0,3.0,1,left,K. Caldwell-Pope 9' turnaround fadeaway Jump Shot (2 PTS) (N. Jokic 1 AST),"[203484, 203999]",1610612743.0,DEN,turnaround fadeaway,,,Caldwell-Pope,K. Caldwell-Pope,,,,,Mid-Range,8-16 Left,9.8,Made,2.0,N. Jokic,203999.0,1.0,,,,,,,,,,,,,,
11,PT10M54.00S,2023-03-14T23:42:09.2Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627783,81.8166885676741,38.48039215686275,1610612761,2,2,2023-03-14T23:42:16Z,110000,False,-58.0,118.0,1,right,MISS P. Siakam 13' step back Shot,[1627783],1610612761.0,TOR,step back,,,Siakam,P. Siakam,,,,,In The Paint (Non-RA),8-16 Center,13.17,Missed,,,,,,,,,,,,,,,,,,
12,PT10M51.00S,2023-03-14T23:42:12.2Z,1,REGULAR,rebound,offensive,[],1627751,,,1610612761,2,2,2023-03-14T23:42:16Z,120000,False,,,0,,J. Poeltl REBOUND (Off:1 Def:0),[1627751],1610612761.0,TOR,,,,Poeltl,J. Poeltl,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,11.0,1.0,0.0,1.0,,,,,,,,,,
13,PT10M47.00S,2023-03-14T23:42:17.1Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1627783,92.85479632063075,55.14705882352941,1610612761,2,2,2023-03-14T23:42:24Z,130000,False,26.0,15.0,1,right,MISS P. Siakam driving finger roll Layup,[1627783],1610612761.0,TOR,driving finger roll,,,Siakam,P. Siakam,,,,,Restricted Area,0-8 Center,2.96,Missed,,,,,,,,,,,,,,,,,,
14,PT10M44.00S,2023-03-14T23:42:20.1Z,1,REGULAR,rebound,offensive,[],1627751,,,1610612761,2,2,2023-03-14T23:42:24Z,140000,False,,,0,,J. Poeltl REBOUND (Off:2 Def:0),[1627751],1610612761.0,TOR,,,,Poeltl,J. Poeltl,,,,,Restricted Area,0-8 Center,,,,,,,13.0,2.0,0.0,2.0,,,,,,,,,,
15,PT10M44.00S,2023-03-14T23:42:19.6Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1627751,94.40999984741211,50.0,1610612761,4,2,2023-03-14T23:42:19Z,150000,False,0.0,0.0,1,right,J. Poeltl tip Layup (4 PTS),[1627751],1610612761.0,TOR,tip,,,Poeltl,J. Poeltl,,,,,Mid-Range,8-16 Left,0.0,Made,4.0,,,,,,,,,,,,,,,,,
16,PT10M37.00S,2023-03-14T23:42:26.3Z,1,REGULAR,3pt,Jump Shot,[],1629008,33.590670170827856,40.44117647058824,1610612743,4,2,2023-03-14T23:42:30Z,160000,False,48.0,263.0,1,left,MISS M. Porter Jr. 26' 3PT,[1629008],1610612743.0,DEN,,,,Porter Jr.,M. Porter Jr.,,,,,Above the Break 3,24+ Center,26.76,Missed,,,,,,,,,,,,,,,,,,
17,PT10M35.00S,2023-03-14T23:42:28.3Z,1,REGULAR,rebound,defensive,[],1628384,,,1610612761,4,2,2023-03-14T23:42:30Z,170000,False,,,0,,O. Anunoby REBOUND (Off:0 Def:1),[1628384],1610612761.0,TOR,,,,Anunoby,O. Anunoby,,,,,Above the Break 3,24+ Center,,,,,,,16.0,1.0,1.0,0.0,,,,,,,,,,
18,PT10M27.00S,2023-03-14T23:42:36.1Z,1,REGULAR,2pt,Jump Shot,[],1628384,78.0059132720105,25.735294117647058,1610612761,6,2,2023-03-14T23:42:40Z,180000,False,-121.0,154.0,1,right,O. Anunoby 19' pullup Jump Shot (2 PTS),[1628384],1610612761.0,TOR,pullup,,,Anunoby,O. Anunoby,,,,,Mid-Range,16-24 Left Center,19.62,Made,2.0,,,,,,,,,,,,,,,,,
19,PT10M12.00S,2023-03-14T23:42:52.1Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203932,8.492115637319317,42.8921568627451,1610612743,6,4,2023-03-14T23:42:59Z,190000,False,36.0,27.0,1,left,A. Gordon driving floating bank Jump Shot (2 PTS),[203932],1610612743.0,DEN,driving floating bank,,,Gordon,A. Gordon,,,,,In The Paint (Non-RA),0-8 Center,4.48,Made,2.0,,,,,,,,,,,,,,,,,
20,PT09M59.00S,2023-03-14T23:43:05.2Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1630567,92.85479632063075,54.65686274509803,1610612761,8,4,2023-03-14T23:43:10Z,200000,False,23.0,15.0,1,right,S. Barnes turnaround bank Hook (2 PTS),[1630567],1610612761.0,TOR,turnaround bank,,,Barnes,S. Barnes,,,,,Restricted Area,0-8 Center,2.75,Made,2.0,,,,,,,,,,,,,,,,,
22,PT09M44.00S,2023-03-14T23:43:19.5Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203932,12.697109067017081,49.754901960784316,1610612743,8,6,2023-03-14T23:43:24Z,220000,False,1.0,67.0,1,left,A. Gordon 6' floating Jump Shot (4 PTS) (J. Murray 1 AST),"[203932, 1627750]",1610612743.0,DEN,floating,,,Gordon,A. Gordon,,,,,In The Paint (Non-RA),0-8 Center,6.69,Made,4.0,J. Murray,1627750.0,1.0,,,,,,,,,,,,,,
25,PT09M34.00S,2023-03-14T23:43:39.9Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1630567,86.81011826544021,37.5,1610612761,8,6,2023-03-14T23:44:43Z,250000,False,-62.0,71.0,1,right,MISS S. Barnes 9' driving Hook,[1630567],1610612761.0,TOR,driving,,,Barnes,S. Barnes,,,,,In The Paint (Non-RA),8-16 Left,9.5,Missed,,,,,,,,,,,,,,,,,,
26,PT09M31.00S,2023-03-14T23:43:42.9Z,1,REGULAR,rebound,offensive,[],1630567,,,1610612761,8,6,2023-03-14T23:44:43Z,260000,False,,,0,,S. Barnes REBOUND (Off:1 Def:0),[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,25.0,1.0,0.0,1.0,,,,,,,,,,
27,PT09M30.00S,2023-03-14T23:43:43.6Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', '2ndchance']",1630567,94.56307490144546,49.754901960784316,1610612761,10,6,2023-03-14T23:43:53Z,270000,False,-1.0,-1.0,1,right,S. Barnes putback DUNK (4 PTS),[1630567],1610612761.0,TOR,putback,,,Barnes,S. Barnes,,,,,Restricted Area,0-8 Center,0.18,Made,4.0,,,,,,,,,,,,,,,,,
28,PT09M18.00S,2023-03-14T23:43:54.9Z,1,REGULAR,2pt,Jump Shot,[],1629008,23.340998685939553,68.62745098039215,1610612743,10,8,2023-03-14T23:44:01Z,280000,False,-93.0,167.0,1,left,M. Porter Jr. 19' pullup Jump Shot (2 PTS) (K. Caldwell-Pope 1 AST),"[1629008, 203484]",1610612743.0,DEN,pullup,,,Porter Jr.,M. Porter Jr.,,,,,Mid-Range,16-24 Left Center,19.11,Made,2.0,K. Caldwell-Pope,203484.0,1.0,,,,,,,,,,,,,,
30,PT09M04.00S,2023-03-14T23:44:08.6Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627783,87.46714848883047,45.34313725490196,1610612761,10,8,2023-03-14T23:44:13Z,300000,False,-23.0,65.0,1,right,MISS P. Siakam 6' turnaround Shot,[1627783],1610612761.0,TOR,turnaround,,,Siakam,P. Siakam,,,,,In The Paint (Non-RA),0-8 Center,6.93,Missed,,,,,,,,,,,,,,,,,,
31,PT09M02.00S,2023-03-14T23:44:10.6Z,1,REGULAR,rebound,defensive,[],1629008,,,1610612743,10,8,2023-03-14T23:44:13Z,310000,False,,,0,,M. Porter Jr. REBOUND (Off:0 Def:1),[1629008],1610612743.0,DEN,,,,Porter Jr.,M. Porter Jr.,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,30.0,1.0,1.0,0.0,,,,,,,,,,
32,PT08M56.00S,2023-03-14T23:44:17.2Z,1,REGULAR,turnover,bad pass,[],1629008,,,1610612743,10,8,2023-03-14T23:44:21Z,320000,False,,,0,,M. Porter Jr. bad pass TURNOVER (1 TO),"[1629008, 1628384]",1610612743.0,DEN,,,,Porter Jr.,M. Porter Jr.,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,1.0,Anunoby,1628384.0,,,,,,,
33,PT08M56.00S,2023-03-14T23:44:17.2Z,1,REGULAR,steal,,[],1628384,,,1610612761,10,8,2023-03-14T23:44:19Z,330000,False,,,0,,O. Anunoby STEAL (1 STL),[1628384],1610612761.0,TOR,,,,Anunoby,O. Anunoby,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,,,,,
