actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,turnoverTotal,stealPlayerName,stealPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId
2,PT12M00.00S,2022-11-24T00:41:02.7Z,1,REGULAR,period,start,[],0,,,0,0,0,2022-11-24T00:41:02Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M57.00S,2022-11-24T00:41:05.0Z,1,REGULAR,jumpball,recovered,[],1627732,,,1610612751,0,0,2022-11-24T00:41:05Z,40000,False,,,0,,Jump Ball N. Claxton vs. T. Young: Tip to B. Simmons,"[1627732, 1629651, 201152]",1610612751.0,BKN,startperiod,B. Simmons,1627732.0,Simmons,B. Simmons,Claxton,1629651.0,Young,201152.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M50.00S,2022-11-24T00:41:11.4Z,1,REGULAR,turnover,lost ball,[],1626220,,,1610612751,0,0,2022-11-24T00:41:20Z,70000,False,,,0,,R. O'Neale lost ball TURNOVER (1 TO),"[1626220, 201152]",1610612751.0,BKN,,,,O'Neale,R. O'Neale,,,,,Above the Break 3,24+ Left Center,1.0,Young,201152.0,,,,,,,,,,,,,,,,,
8,PT11M50.00S,2022-11-24T00:41:11.4Z,1,REGULAR,steal,,[],201152,,,1610612761,0,0,2022-11-24T00:41:13Z,80000,False,,,0,,T. Young STEAL (1 STL),[201152],1610612761.0,TOR,,,,Young,T. Young,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,,,,,
9,PT11M46.00S,2022-11-24T00:41:16.2Z,1,REGULAR,turnover,bad pass,[],1628384,,,1610612761,0,0,2022-11-24T00:41:23Z,90000,False,,,0,,O. Anunoby bad pass TURNOVER (1 TO),"[1628384, 1626220]",1610612761.0,TOR,,,,Anunoby,O. Anunoby,,,,,In The Paint (Non-RA),0-8 Center,1.0,O'Neale,1626220.0,,,,,,,,,,,,,,,,,
10,PT11M46.00S,2022-11-24T00:41:16.2Z,1,REGULAR,steal,,[],1626220,,,1610612751,0,0,2022-11-24T00:41:18Z,100000,False,,,0,,R. O'Neale STEAL (1 STL),[1626220],1610612751.0,BKN,,,,O'Neale,R. O'Neale,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
11,PT11M42.00S,2022-11-24T00:41:22.4Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1627732,12.434296977660972,44.11764705882353,1610612751,0,0,2022-11-24T00:42:51Z,110000,False,29.0,64.0,1,left,MISS B. Simmons 7' running finger roll Layup,[1627732],1610612751.0,BKN,running finger roll,,,Simmons,B. Simmons,,,,,In The Paint (Non-RA),0-8 Center,,,,7.08,Missed,,,,,,,,,,,,,,,
12,PT11M41.00S,2022-11-24T00:41:23.4Z,1,REGULAR,rebound,offensive,[],1629651,,,1610612751,0,0,2022-11-24T00:42:46Z,120000,False,,,0,,N. Claxton REBOUND (Off:1 Def:0),[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,In The Paint (Non-RA),0-8 Center,,,,,,11.0,1.0,0.0,1.0,,,,,,,,,,,
13,PT11M40.00S,2022-11-24T00:41:30.2Z,1,REGULAR,foul,personal,['2freethrow'],201152,,,1610612751,0,0,2022-11-24T00:41:37Z,130000,False,,,0,,T. Young shooting personal FOUL (1 PF) (Claxton 2 FT),"[201152, 1629651]",1610612761.0,TOR,shooting,,,Young,T. Young,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,1628953.0,1.0,0.0,Claxton,1629651.0,,,,,,
15,PT11M40.00S,2022-11-24T00:41:48.3Z,1,REGULAR,freethrow,1 of 2,"['fromturnover', '2ndchance', 'fastbreak']",1629651,,,1610612751,0,1,2022-11-24T00:41:48Z,150000,False,,,0,,N. Claxton Free Throw 1 of 2 (1 PTS),[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,,,,,,,Made,,,,,,,,,,1.0,,,,,
