actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,turnoverTotal,stealPlayerName,stealPersonId,shotDistance,shotResult,pointsTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
2,PT12M00.00S,2023-03-16T23:40:47.8Z,1,REGULAR,period,start,[],0,,,0,0,0,2023-03-16T23:40:47Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M56.00S,2023-03-16T23:40:50.5Z,1,REGULAR,jumpball,recovered,[],1627832,,,1610612761,0,0,2023-03-16T23:40:50Z,40000,False,,,0,,Jump Ball J. Poeltl vs. J. Williams: Tip to F. VanVleet,"[1627832, 1627751, 1631119]",1610612761.0,TOR,startperiod,F. VanVleet,1627832.0,VanVleet,F. VanVleet,Poeltl,1627751.0,Williams,1631119.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M38.00S,2023-03-16T23:41:09.2Z,1,REGULAR,turnover,bad pass,[],1630567,,,1610612761,0,0,2023-03-16T23:41:16Z,70000,False,,,0,,S. Barnes bad pass TURNOVER (1 TO),"[1630567, 1631114]",1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,Mid-Range,16-24 Right,1.0,Williams,1631114.0,,,,,,,,,,,,,,,,,
8,PT11M38.00S,2023-03-16T23:41:09.2Z,1,REGULAR,steal,,[],1631114,,,1610612760,0,0,2023-03-16T23:41:14Z,80000,False,,,0,,J. Williams STEAL (1 STL),[1631114],1610612760.0,OKC,,,,Williams,J. Williams,,,,,Mid-Range,16-24 Right,,,,,,,,,,,,,,,,,,,,
9,PT11M23.00S,2023-03-16T23:41:24.5Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1628983,8.886333771353483,47.549019607843135,1610612760,0,2,2023-03-16T23:41:36Z,90000,False,12.0,31.0,1,left,S. Gilgeous-Alexander driving reverse Layup (2 PTS),[1628983],1610612760.0,OKC,driving reverse,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,Restricted Area,0-8 Center,,,,3.34,Made,2.0,,,,,,,,,,,,,,
10,PT11M13.00S,2023-03-16T23:41:33.7Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630567,82.47371879106439,48.03921568627451,1610612761,0,2,2023-03-16T23:41:38Z,100000,False,-10.0,112.0,1,right,MISS S. Barnes 11' pullup Shot,[1630567],1610612761.0,TOR,pullup,,,Barnes,S. Barnes,,,,,In The Paint (Non-RA),8-16 Center,,,,11.26,Missed,,,,,,,,,,,,,,,
11,PT11M13.00S,2023-03-16T23:41:33.7Z,1,REGULAR,rebound,defensive,[],1629652,,,1610612760,0,2,2023-03-16T23:41:38Z,110000,False,,,0,,L. Dort REBOUND (Off:0 Def:1),[1629652],1610612760.0,OKC,,,,Dort,L. Dort,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,10.0,1.0,1.0,0.0,,,,,,,,,,
12,PT11M00.00S,2023-03-16T23:41:46.5Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1629652,13.354139290407357,46.32352941176471,1610612760,0,2,2023-03-16T23:41:51Z,120000,False,18.0,73.0,1,left,MISS L. Dort 7' driving Hook,[1629652],1610612760.0,OKC,driving,,,Dort,L. Dort,,,,,In The Paint (Non-RA),0-8 Center,,,,7.53,Missed,,,,,,,,,,,,,,,
13,PT10M58.00S,2023-03-16T23:41:48.5Z,1,REGULAR,rebound,defensive,[],1627751,,,1610612761,0,2,2023-03-16T23:41:51Z,130000,False,,,0,,J. Poeltl REBOUND (Off:0 Def:1),[1627751],1610612761.0,TOR,,,,Poeltl,J. Poeltl,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,12.0,1.0,1.0,0.0,,,,,,,,,,
14,PT10M50.00S,2023-03-16T23:41:57.1Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627783,84.83902759526939,46.07843137254902,1610612761,0,2,2023-03-16T23:42:04Z,140000,False,-20.0,90.0,1,right,MISS P. Siakam 9' driving floating Shot,[1627783],1610612761.0,TOR,driving floating,,,Siakam,P. Siakam,,,,,In The Paint (Non-RA),8-16 Center,,,,9.21,Missed,,,,,,,,,,,,,,,
