actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
51,PT07M08.00S,2023-03-01T00:46:42.8Z,1,REGULAR,rebound,defensive,[],1627832,,,1610612761,11,6,2023-03-01T00:46:45Z,510000,False,,,0,,F. VanVleet REBOUND (Off:0 Def:2),[1627832],1610612761.0,TOR,,,,VanVleet,F. VanVleet,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,50.0,2.0,2.0,0.0,,,,,
52,PT07M02.00S,2023-03-01T00:46:49.8Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1630567,9.017739816031538,4.166666666666666,1610612761,11,6,2023-03-01T00:46:55Z,520000,False,229.0,32.0,1,left,MISS S. Barnes running 3PT,[1630567],1610612761.0,TOR,running,,,Barnes,S. Barnes,,,,,Right Corner 3,24+ Right,23.15,Missed,,,,,,,,,,,,,,,,,,
53,PT06M58.00S,2023-03-01T00:46:53.8Z,1,REGULAR,rebound,defensive,[],1627936,,,1610612741,11,6,2023-03-01T00:46:55Z,530000,False,,,0,,A. Caruso REBOUND (Off:0 Def:2),[1627936],1610612741.0,CHI,,,,Caruso,A. Caruso,,,,,Right Corner 3,24+ Right,,,,,,,,,,,,52.0,2.0,2.0,0.0,,,,,
54,PT06M45.00S,2023-03-01T00:47:08.0Z,1,REGULAR,turnover,bad pass,[],1627936,,,1610612741,11,6,2023-03-01T01:06:09Z,540000,False,,,0,,A. Caruso bad pass TURNOVER (1 TO),[1627936],1610612741.0,CHI,,,,Caruso,A. Caruso,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,1.0,,,,,,,,,2005.0,,,,
55,PT06M45.00S,2023-03-01T00:47:13.3Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612761,11,6,2023-03-01T00:47:13Z,550000,False,,,0,,TOR Timeout,[],1610612761.0,TOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,PT06M30.00S,2023-03-01T00:50:18.0Z,1,REGULAR,turnover,traveling,[],1627751,,,1610612761,11,6,2023-03-01T00:50:23Z,560000,False,,,0,,J. Poeltl traveling TURNOVER (1 TO),[1627751],1610612761.0,TOR,,,,Poeltl,J. Poeltl,,,,,Restricted Area,0-8 Center,,,,,,,1.0,,,,,,,,,1199.0,,,,
57,PT06M09.00S,2023-03-01T00:50:44.2Z,1,REGULAR,turnover,bad pass,[],201976,,,1610612741,11,6,2023-03-01T00:50:48Z,570000,False,,,0,,P. Beverley bad pass TURNOVER (1 TO),"[201976, 1627751]",1610612741.0,CHI,,,,Beverley,P. Beverley,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,1.0,Poeltl,1627751.0,,,,,,,,,,,
58,PT06M09.00S,2023-03-01T00:50:44.2Z,1,REGULAR,steal,,[],1627751,,,1610612761,11,6,2023-03-01T00:50:46Z,580000,False,,,0,,J. Poeltl STEAL (1 STL),[1627751],1610612761.0,TOR,,,,Poeltl,J. Poeltl,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
59,PT06M03.00S,2023-03-01T00:50:50.9Z,1,REGULAR,2pt,Hook,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1627783,10.33180026281209,51.225490196078425,1610612761,13,6,2023-03-01T00:50:57Z,590000,False,-6.0,45.0,1,left,P. Siakam Hook (6 PTS),[1627783],1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,In The Paint (Non-RA),0-8 Center,4.5,Made,6.0,,,,,,,,,,,,,,,,,
60,PT05M49.00S,2023-03-01T00:51:05.4Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],202696,85.75886990801577,48.28431372549019,1610612741,13,8,2023-03-01T00:51:11Z,600000,False,-9.0,81.0,1,right,N. Vucevic 8' turnaround Hook (4 PTS) (A. Caruso 1 AST),"[202696, 1627936]",1610612741.0,CHI,turnaround,,,Vucevic,N. Vucevic,,,,,In The Paint (Non-RA),8-16 Center,8.19,Made,4.0,A. Caruso,1627936.0,1.0,,,,,,,,,,,,,,
62,PT05M49.00S,2023-03-01T00:51:09.9Z,1,REGULAR,foul,personal,['1freethrow'],1627783,,,1610612741,13,8,2023-03-01T00:51:15Z,620000,False,,,0,,P. Siakam shooting personal FOUL (1 PF) (Vucevic 1 FT),"[1627783, 202696]",1610612761.0,TOR,shooting,,,Siakam,P. Siakam,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,2005.0,1.0,0.0,Vucevic,202696.0
64,PT05M49.00S,2023-03-01T00:51:23.1Z,1,REGULAR,substitution,out,[],1627936,,,1610612741,13,8,2023-03-01T00:52:37Z,640000,False,,,0,,SUB out: A. Caruso,[1627936],1610612741.0,CHI,,,,Caruso,A. Caruso,,,,,,,,,,,,,,,,,,,,,,,,,,
65,PT05M49.00S,2023-03-01T00:51:23.1Z,1,REGULAR,substitution,out,[],201942,,,1610612741,13,8,2023-03-01T00:52:37Z,650000,False,,,0,,SUB out: D. DeRozan,[201942],1610612741.0,CHI,,,,DeRozan,D. DeRozan,,,,,,,,,,,,,,,,,,,,,,,,,,
66,PT05M49.00S,2023-03-01T00:51:23.1Z,1,REGULAR,substitution,in,[],1629632,,,1610612741,13,8,2023-03-01T00:52:37Z,660000,False,,,0,,SUB in: C. White,[1629632],1610612741.0,CHI,,,,White,C. White,,,,,,,,,,,,,,,,,,,,,,,,,,
67,PT05M49.00S,2023-03-01T00:51:23.1Z,1,REGULAR,substitution,in,[],1630172,,,1610612741,13,8,2023-03-01T00:52:37Z,670000,False,,,0,,SUB in: P. Williams,[1630172],1610612741.0,CHI,,,,Williams,P. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
68,PT05M49.00S,2023-03-01T00:51:53.7Z,1,REGULAR,freethrow,1 of 1,[],202696,,,1610612741,13,9,2023-03-01T00:51:53Z,680000,False,,,0,,N. Vucevic Free Throw 1 of 1 (5 PTS),[202696],1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,,,,Made,5.0,,,,,,,,,,,,,,,,,
69,PT05M32.00S,2023-03-01T00:52:16.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1627751,7.30946123521682,46.32352941176471,1610612761,15,9,2023-03-01T00:52:20Z,690000,False,18.0,16.0,1,left,J. Poeltl cutting finger roll Layup (4 PTS) (F. VanVleet 2 AST),"[1627751, 1627832]",1610612761.0,TOR,cutting finger roll,,,Poeltl,J. Poeltl,,,,,Restricted Area,0-8 Center,2.45,Made,4.0,F. VanVleet,1627832.0,2.0,,,,,,,,,,,,,,
71,PT05M32.00S,2023-03-01T00:52:18.5Z,1,REGULAR,foul,personal,['1freethrow'],201976,,,1610612761,15,9,2023-03-01T00:52:41Z,710000,False,,,0,,P. Beverley shooting personal FOUL (1 PF) (Poeltl 1 FT),"[201976, 1627751]",1610612741.0,CHI,shooting,,,Beverley,P. Beverley,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,2005.0,1.0,0.0,Poeltl,1627751.0
73,PT05M32.00S,2023-03-01T00:52:26.3Z,1,REGULAR,substitution,out,[],1628384,,,1610612761,15,9,2023-03-01T00:52:38Z,730000,False,,,0,,SUB out: O. Anunoby,[1628384],1610612761.0,TOR,,,,Anunoby,O. Anunoby,,,,,,,,,,,,,,,,,,,,,,,,,,
74,PT05M32.00S,2023-03-01T00:52:26.3Z,1,REGULAR,substitution,out,[],1630567,,,1610612761,15,9,2023-03-01T00:52:38Z,740000,False,,,0,,SUB out: S. Barnes,[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,,,,,,,,,,,,,,,,,,,,,,
75,PT05M32.00S,2023-03-01T00:52:26.3Z,1,REGULAR,substitution,in,[],1628449,,,1610612761,15,9,2023-03-01T00:52:38Z,750000,False,,,0,,SUB in: C. Boucher,[1628449],1610612761.0,TOR,,,,Boucher,C. Boucher,,,,,,,,,,,,,,,,,,,,,,,,,,
76,PT05M32.00S,2023-03-01T00:52:26.3Z,1,REGULAR,substitution,in,[],1629018,,,1610612761,15,9,2023-03-01T00:52:38Z,760000,False,,,0,,SUB in: G. Trent Jr.,[1629018],1610612761.0,TOR,,,,Trent Jr.,G. Trent Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
77,PT05M32.00S,2023-03-01T00:52:55.9Z,1,REGULAR,freethrow,1 of 1,[],1627751,,,1610612761,16,9,2023-03-01T00:52:55Z,770000,False,,,0,,J. Poeltl Free Throw 1 of 1 (5 PTS),[1627751],1610612761.0,TOR,,,,Poeltl,J. Poeltl,,,,,,,,Made,5.0,,,,,,,,,,,,,,,,,
78,PT05M16.00S,2023-03-01T00:53:13.8Z,1,REGULAR,2pt,Jump Shot,[],1630172,85.3646517739816,20.098039215686274,1610612741,16,9,2023-03-01T00:53:18Z,780000,False,-150.0,85.0,1,right,MISS P. Williams 17' pullup Shot,[1630172],1610612741.0,CHI,pullup,,,Williams,P. Williams,,,,,Mid-Range,16-24 Left,17.2,Missed,,,,,,,,,,,,,,,,,,
79,PT05M13.00S,2023-03-01T00:53:16.8Z,1,REGULAR,rebound,defensive,[],1629018,,,1610612761,16,9,2023-03-01T00:53:18Z,790000,False,,,0,,G. Trent Jr. REBOUND (Off:0 Def:1),[1629018],1610612761.0,TOR,,,,Trent Jr.,G. Trent Jr.,,,,,Mid-Range,16-24 Left,,,,,,,,,,,,78.0,1.0,1.0,0.0,,,,,
80,PT05M06.00S,2023-03-01T00:53:23.8Z,1,REGULAR,3pt,Jump Shot,[],1629018,29.122864651773984,75.49019607843137,1610612761,16,9,2023-03-01T00:53:29Z,800000,False,-127.0,221.0,1,left,MISS G. Trent Jr. 25' 3PT,[1629018],1610612761.0,TOR,,,,Trent Jr.,G. Trent Jr.,,,,,Above the Break 3,24+ Left Center,25.54,Missed,,,,,,,,,,,,,,,,,,
81,PT05M02.00S,2023-03-01T00:53:27.8Z,1,REGULAR,rebound,defensive,[],201976,,,1610612741,16,9,2023-03-01T00:53:29Z,810000,False,,,0,,P. Beverley REBOUND (Off:0 Def:3),[201976],1610612741.0,CHI,,,,Beverley,P. Beverley,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,80.0,3.0,3.0,0.0,,,,,
82,PT04M57.00S,2023-03-01T00:53:31.9Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1629632,87.72996057818659,2.696078431372549,1610612741,16,9,2023-03-01T00:53:37Z,820000,False,-237.0,63.0,1,right,MISS C. White 24' running 3PT,[1629632],1610612741.0,CHI,running,,,White,C. White,,,,,Left Corner 3,24+ Left,24.47,Missed,,,,,,,,,,,,,,,,,,
83,PT04M55.00S,2023-03-01T00:53:33.9Z,1,REGULAR,rebound,defensive,[],1629018,,,1610612761,16,9,2023-03-01T00:53:37Z,830000,False,,,0,,G. Trent Jr. REBOUND (Off:0 Def:2),[1629018],1610612761.0,TOR,,,,Trent Jr.,G. Trent Jr.,,,,,Left Corner 3,24+ Left,,,,,,,,,,,,82.0,2.0,2.0,0.0,,,,,
84,PT04M48.00S,2023-03-01T00:53:44.5Z,1,REGULAR,turnover,lost ball,[],1628449,,,1610612761,16,9,2023-03-01T00:53:56Z,840000,False,,,0,,C. Boucher lost ball TURNOVER (1 TO),[1628449],1610612761.0,TOR,,,,Boucher,C. Boucher,,,,,Mid-Range,16-24 Right,,,,,,,1.0,,,,,,,,,,,,,
85,PT04M48.00S,2023-03-01T00:53:48.5Z,1,REGULAR,foul,personal,[],1628449,,,1610612741,16,9,2023-03-01T00:53:53Z,850000,False,,,0,,C. Boucher loose ball personal FOUL (1 PF),"[1628449, 1630172]",1610612761.0,TOR,loose ball,,,Boucher,C. Boucher,,,,,Left Corner 3,24+ Left,,,,,,,,,,,,,,,,1199.0,1.0,0.0,Williams,1630172.0
