actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,turnoverTotal,stealPlayerName,stealPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId
17,PT10M37.00S,2022-12-04T01:13:24.2Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1629021,5.732588699080158,49.50980392156863,1610612753,2,3,2022-12-04T01:13:29Z,170000,False,2.0,1.0,1,left,M. Wagner driving Layup (3 PTS) (P. Banchero 1 AST),"[1629021, 1631094]",1610612753.0,ORL,driving,,,Wagner,M. Wagner,,,,,Restricted Area,0-8 Center,,,,0.29,Made,3.0,P. Banchero,1631094.0,1.0,,,,,,,,,,,
19,PT10M24.00S,2022-12-04T01:13:36.4Z,1,REGULAR,2pt,Jump Shot,[],1628384,77.08607095926413,47.30392156862745,1610612761,4,3,2022-12-04T01:13:40Z,190000,False,-13.0,163.0,1,right,O. Anunoby 16' pullup Jump Shot (2 PTS),[1628384],1610612761.0,TOR,pullup,,,Anunoby,O. Anunoby,,,,,Mid-Range,16-24 Center,,,,16.35,Made,2.0,,,,,,,,,,,,,,
20,PT10M09.00S,2022-12-04T01:13:50.8Z,1,REGULAR,3pt,Jump Shot,[],1631094,25.969119579500656,85.5392156862745,1610612753,4,3,2022-12-04T01:13:55Z,200000,False,-178.0,192.0,1,left,MISS P. Banchero 26' 3PT,[1631094],1610612753.0,ORL,,,,Banchero,P. Banchero,,,,,Above the Break 3,24+ Left Center,,,,26.13,Missed,,,,,,,,,,,,,,,
21,PT10M07.00S,2022-12-04T01:13:52.8Z,1,REGULAR,rebound,defensive,[],1630567,,,1610612761,4,3,2022-12-04T01:13:55Z,210000,False,,,0,,S. Barnes REBOUND (Off:0 Def:1),[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,20.0,1.0,1.0,0.0,,
22,PT09M59.00S,2022-12-04T01:14:01.6Z,1,REGULAR,3pt,Jump Shot,[],1627783,69.59592641261499,24.019607843137255,1610612761,4,3,2022-12-04T01:14:07Z,220000,False,-130.0,233.0,1,right,MISS P. Siakam 26' 3PT,[1627783],1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,Above the Break 3,24+ Left Center,,,,26.7,Missed,,,,,,,,,,,,,,,
23,PT09M55.00S,2022-12-04T01:14:05.4Z,1,REGULAR,rebound,offensive,[],1631132,,,1610612761,4,3,2022-12-04T01:14:05Z,230000,False,,,0,,C. Koloko REBOUND (Off:1 Def:0),[1631132],1610612761.0,TOR,,,,Koloko,C. Koloko,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,22.0,1.0,0.0,1.0,,
24,PT09M52.00S,2022-12-04T01:14:08.4Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', '2ndchance']",1628384,92.85479632063075,48.77450980392157,1610612761,6,3,2022-12-04T01:14:12Z,240000,False,-6.0,15.0,1,right,O. Anunoby cutting DUNK (4 PTS) (S. Barnes 1 AST),"[1628384, 1630567]",1610612761.0,TOR,cutting,,,Anunoby,O. Anunoby,,,,,Restricted Area,0-8 Center,,,,1.59,Made,4.0,S. Barnes,1630567.0,1.0,,,,,,,,,,,
26,PT09M37.00S,2022-12-04T01:14:22.7Z,1,REGULAR,2pt,Jump Shot,[],1628365,14.799605781865965,78.43137254901961,1610612753,6,3,2022-12-04T01:14:26Z,260000,False,-142.0,87.0,1,left,MISS M. Fultz 16' step back Shot,[1628365],1610612753.0,ORL,step back,,,Fultz,M. Fultz,,,,,Mid-Range,16-24 Left,,,,16.65,Missed,,,,,,,,,,,,,,,
27,PT09M35.00S,2022-12-04T01:14:24.7Z,1,REGULAR,rebound,defensive,[],1627783,,,1610612761,6,3,2022-12-04T01:14:26Z,270000,False,,,0,,P. Siakam REBOUND (Off:0 Def:1),[1627783],1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,Mid-Range,16-24 Left,,,,,,,,,,,,,,,26.0,1.0,1.0,0.0,,
28,PT09M23.00S,2022-12-04T01:14:37.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1627783,93.51182654402102,47.794117647058826,1610612761,8,3,2022-12-04T01:14:45Z,280000,False,-11.0,8.0,1,right,P. Siakam driving Layup (2 PTS),[1627783],1610612761.0,TOR,driving,,,Siakam,P. Siakam,,,,,Restricted Area,0-8 Center,,,,1.39,Made,2.0,,,,,,,,,,,,,,
29,PT09M08.00S,2022-12-04T01:14:52.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630532,7.703679369250986,51.225490196078425,1610612753,8,5,2022-12-04T01:14:57Z,290000,False,-6.0,20.0,1,left,F. Wagner driving finger roll Layup (2 PTS) (P. Banchero 2 AST),"[1630532, 1631094]",1610612753.0,ORL,driving finger roll,,,Wagner,F. Wagner,,,,,Restricted Area,0-8 Center,,,,2.08,Made,2.0,P. Banchero,1631094.0,2.0,,,,,,,,,,,
31,PT08M54.00S,2022-12-04T01:15:06.5Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1630567,86.94152431011827,56.61764705882353,1610612761,10,5,2022-12-04T01:15:11Z,310000,False,33.0,70.0,1,right,S. Barnes 7' turnaround Hook (2 PTS),[1630567],1610612761.0,TOR,turnaround,,,Barnes,S. Barnes,,,,,In The Paint (Non-RA),0-8 Center,,,,7.76,Made,2.0,,,,,,,,,,,,,,
32,PT08M34.00S,2022-12-04T01:15:26.8Z,1,REGULAR,turnover,lost ball,[],1629626,,,1610612753,10,5,2022-12-04T01:15:30Z,320000,False,,,0,,B. Bol lost ball TURNOVER (2 TO),"[1629626, 1627783]",1610612753.0,ORL,,,,Bol,B. Bol,,,,,Above the Break 3,24+ Left Center,2.0,Siakam,1627783.0,,,,,,,,,,,,,,,,,
33,PT08M34.00S,2022-12-04T01:15:26.8Z,1,REGULAR,steal,,[],1627783,,,1610612761,10,5,2022-12-04T01:15:28Z,330000,False,,,0,,P. Siakam STEAL (1 STL),[1627783],1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,,,,,
34,PT08M26.00S,2022-12-04T01:15:34.7Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover']",1631132,92.9862023653088,51.225490196078425,1610612761,12,5,2022-12-04T01:15:40Z,340000,False,6.0,13.0,1,right,C. Koloko alley-oop DUNK (4 PTS) (F. VanVleet 1 AST),"[1631132, 1627832]",1610612761.0,TOR,alley-oop,,,Koloko,C. Koloko,,,,,Restricted Area,0-8 Center,,,,1.47,Made,4.0,F. VanVleet,1627832.0,1.0,,,,,,,,,,,
36,PT08M26.00S,2022-12-04T01:15:39.6Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612753,12,5,2022-12-04T01:15:39Z,360000,False,,,0,,ORL Timeout,[],1610612753.0,ORL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,PT08M10.00S,2022-12-04T01:18:45.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629021,9.806176084099869,51.225490196078425,1610612753,12,5,2022-12-04T01:18:49Z,370000,False,-6.0,40.0,1,left,MISS M. Wagner cutting finger roll Layup,[1629021],1610612753.0,ORL,cutting finger roll,,,Wagner,M. Wagner,,,,,Restricted Area,0-8 Center,,,,4.02,Missed,,,,,,,,,,,,,,,
38,PT08M09.00S,2022-12-04T01:18:46.3Z,1,REGULAR,rebound,defensive,[],1631132,,,1610612761,12,5,2022-12-04T01:18:49Z,380000,False,,,0,,C. Koloko REBOUND (Off:1 Def:1),[1631132],1610612761.0,TOR,,,,Koloko,C. Koloko,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,37.0,2.0,1.0,1.0,,
39,PT08M03.00S,2022-12-04T01:18:52.4Z,1,REGULAR,2pt,Jump Shot,"['fastbreak', 'pointsinthepaint']",1630567,82.47371879106439,55.88235294117647,1610612761,14,5,2022-12-04T01:19:06Z,390000,False,29.0,112.0,1,right,S. Barnes 11' running Jump Shot (4 PTS),[1630567],1610612761.0,TOR,running,,,Barnes,S. Barnes,,,,,In The Paint (Non-RA),8-16 Center,,,,11.6,Made,4.0,,,,,,,,,,,,,,
40,PT07M50.00S,2022-12-04T01:19:05.8Z,1,REGULAR,turnover,bad pass,[],1629021,,,1610612753,14,5,2022-12-04T01:19:10Z,400000,False,,,0,,M. Wagner bad pass TURNOVER (1 TO),"[1629021, 1627783]",1610612753.0,ORL,,,,Wagner,M. Wagner,,,,,In The Paint (Non-RA),0-8 Center,1.0,Siakam,1627783.0,,,,,,,,,,,,,,,,,
41,PT07M50.00S,2022-12-04T01:19:05.8Z,1,REGULAR,steal,,[],1627783,,,1610612761,14,5,2022-12-04T01:19:07Z,410000,False,,,0,,P. Siakam STEAL (2 STL),[1627783],1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
42,PT07M46.00S,2022-12-04T01:19:10.1Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1628384,93.11760840998686,50.0,1610612761,16,5,2022-12-04T01:19:17Z,420000,False,0.0,12.0,1,right,O. Anunoby running DUNK (6 PTS) (P. Siakam 1 AST),"[1628384, 1627783]",1610612761.0,TOR,running,,,Anunoby,O. Anunoby,,,,,Restricted Area,0-8 Center,,,,1.22,Made,6.0,P. Siakam,1627783.0,1.0,,,,,,,,,,,
44,PT07M38.00S,2022-12-04T01:19:18.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628365,7.835085413929041,52.69607843137255,1610612753,16,7,2022-12-04T01:19:23Z,440000,False,-13.0,21.0,1,left,M. Fultz cutting Layup (2 PTS) (B. Bol 1 AST),"[1628365, 1629626]",1610612753.0,ORL,cutting,,,Fultz,M. Fultz,,,,,Restricted Area,0-8 Center,,,,2.5,Made,2.0,B. Bol,1629626.0,1.0,,,,,,,,,,,
46,PT07M17.00S,2022-12-04T01:19:38.8Z,1,REGULAR,turnover,bad pass,[],1627832,,,1610612761,16,7,2022-12-04T01:19:43Z,460000,False,,,0,,F. VanVleet bad pass TURNOVER (1 TO),"[1627832, 1629626]",1610612761.0,TOR,,,,VanVleet,F. VanVleet,,,,,Above the Break 3,24+ Center,1.0,Bol,1629626.0,,,,,,,,,,,,,,,,,
47,PT07M17.00S,2022-12-04T01:19:38.8Z,1,REGULAR,steal,,[],1629626,,,1610612753,16,7,2022-12-04T01:19:40Z,470000,False,,,0,,B. Bol STEAL (1 STL),[1629626],1610612753.0,ORL,,,,Bol,B. Bol,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,,,
48,PT07M14.00S,2022-12-04T01:19:45.1Z,1,REGULAR,foul,personal,['2freethrow'],1627832,,,1610612753,16,7,2022-12-04T01:19:52Z,480000,False,,,0,,F. VanVleet shooting personal FOUL (1 PF) (Banchero 2 FT),"[1627832, 1631094]",1610612761.0,TOR,shooting,,,VanVleet,F. VanVleet,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,1627519.0,1.0,0.0,Banchero,1631094.0,,,,,,
50,PT07M14.00S,2022-12-04T01:20:16.9Z,1,REGULAR,freethrow,1 of 2,"['fromturnover', 'fastbreak']",1631094,,,1610612753,16,8,2022-12-04T01:20:16Z,500000,False,,,0,,P. Banchero Free Throw 1 of 2 (1 PTS),[1631094],1610612753.0,ORL,,,,Banchero,P. Banchero,,,,,,,,,,,Made,1.0,,,,,,,,,,,,,,
51,PT07M14.00S,2022-12-04T01:20:34.5Z,1,REGULAR,freethrow,2 of 2,"['fastbreak', 'fromturnover']",1631094,,,1610612753,16,9,2022-12-04T01:20:34Z,510000,False,,,0,,P. Banchero Free Throw 2 of 2 (2 PTS),[1631094],1610612753.0,ORL,,,,Banchero,P. Banchero,,,,,,,,,,,Made,2.0,,,,,,,,,,,,,,
52,PT06M53.00S,2022-12-04T01:20:58.0Z,1,REGULAR,3pt,Jump Shot,[],1627783,71.17279894875165,19.11764705882353,1610612761,16,9,2022-12-04T01:21:04Z,520000,False,-154.0,218.0,1,right,MISS P. Siakam 26' step back 3PT,[1627783],1610612761.0,TOR,step back,,,Siakam,P. Siakam,,,,,Above the Break 3,24+ Left Center,,,,26.75,Missed,,,,,,,,,,,,,,,
53,PT06M49.00S,2022-12-04T01:21:02.0Z,1,REGULAR,rebound,offensive,[],1630567,,,1610612761,16,9,2022-12-04T01:21:04Z,530000,False,,,0,,S. Barnes REBOUND (Off:1 Def:1),[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,52.0,2.0,1.0,1.0,,
54,PT06M48.00S,2022-12-04T01:21:02.2Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', '2ndchance']",1630567,93.51182654402102,50.245098039215684,1610612761,18,9,2022-12-04T01:21:11Z,540000,False,1.0,8.0,1,right,S. Barnes putback DUNK (6 PTS),[1630567],1610612761.0,TOR,putback,,,Barnes,S. Barnes,,,,,Restricted Area,0-8 Center,,,,0.86,Made,6.0,,,,,,,,,,,,,,
55,PT06M28.00S,2022-12-04T01:21:22.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629021,8.623521681997373,50.49019607843137,1610612753,18,9,2022-12-04T01:21:26Z,550000,False,-2.0,29.0,1,left,MISS M. Wagner driving finger roll Layup,[1629021],1610612753.0,ORL,driving finger roll,,,Wagner,M. Wagner,,,,,Restricted Area,0-8 Center,,,,2.87,Missed,,,,,,,,,,,,,,,
56,PT06M27.00S,2022-12-04T01:21:23.4Z,1,REGULAR,rebound,defensive,[],1630567,,,1610612761,18,9,2022-12-04T01:21:26Z,560000,False,,,0,,S. Barnes REBOUND (Off:1 Def:2),[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,55.0,3.0,2.0,1.0,,
57,PT06M23.00S,2022-12-04T01:21:29.6Z,1,REGULAR,foul,personal,[],1628365,,,1610612761,18,9,2022-12-04T01:21:38Z,570000,False,,,0,,M. Fultz personal FOUL (1 PF),"[1628365, 1628384]",1610612753.0,ORL,,,,Fultz,M. Fultz,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,2003.0,1.0,0.0,Anunoby,1628384.0,,,,,,
59,PT06M23.00S,2022-12-04T01:21:35.8Z,1,REGULAR,substitution,out,[],1629021,,,1610612761,18,9,2022-12-04T01:21:42Z,590000,False,,,0,,SUB out: M. Wagner,[1629021],1610612753.0,ORL,,,,Wagner,M. Wagner,,,,,,,,,,,,,,,,,,,,,,,,,,
60,PT06M23.00S,2022-12-04T01:21:35.8Z,1,REGULAR,substitution,in,[],1631216,,,1610612761,18,9,2022-12-04T01:21:42Z,600000,False,,,0,,SUB in: C. Houstan,[1631216],1610612753.0,ORL,,,,Houstan,C. Houstan,,,,,,,,,,,,,,,,,,,,,,,,,,
63,PT06M19.00S,2022-12-04T01:22:02.4Z,1,REGULAR,3pt,Jump Shot,[],1628384,92.72339027595268,96.07843137254902,1610612761,21,9,2022-12-04T01:23:31Z,630000,False,230.0,16.0,1,right,O. Anunoby 3PT  (9 PTS) (P. Siakam 2 AST),"[1628384, 1627783]",1610612761.0,TOR,,,,Anunoby,O. Anunoby,,,,,Right Corner 3,24+ Right,,,,23.09,Made,9.0,P. Siakam,1627783.0,2.0,,,,,,,,,,,
65,PT06M08.00S,2022-12-04T01:22:08.5Z,1,REGULAR,foul,personal,['2freethrow'],1631132,,,1610612753,21,9,2022-12-04T01:22:18Z,650000,False,,,0,,C. Koloko shooting personal FOUL (2 PF) (Fultz 2 FT),"[1631132, 1628365]",1610612761.0,TOR,shooting,,,Koloko,C. Koloko,,,,,Restricted Area,0-8 Center,,,,,,,,,,2003.0,2.0,0.0,Fultz,1628365.0,,,,,,
67,PT06M08.00S,2022-12-04T01:22:37.9Z,1,REGULAR,freethrow,1 of 2,[],1628365,,,1610612753,21,10,2022-12-04T01:22:37Z,670000,False,,,0,,M. Fultz Free Throw 1 of 2 (3 PTS),[1628365],1610612753.0,ORL,,,,Fultz,M. Fultz,,,,,,,,,,,Made,3.0,,,,,,,,,,,,,,
68,PT06M08.00S,2022-12-04T01:22:37.9Z,1,REGULAR,freethrow,2 of 2,[],1628365,,,1610612753,21,10,2022-12-04T01:23:02Z,680000,False,,,0,,MISS M. Fultz Free Throw 2 of 2,[1628365],1610612753.0,ORL,,,,Fultz,M. Fultz,,,,,,,,,,,Missed,,,,,,,,,,,,,,,
69,PT06M06.00S,2022-12-04T01:22:39.9Z,1,REGULAR,rebound,defensive,[],1631132,,,1610612761,21,10,2022-12-04T01:23:02Z,690000,False,,,0,,C. Koloko REBOUND (Off:1 Def:2),[1631132],1610612761.0,TOR,,,,Koloko,C. Koloko,,,,,,,,,,,,,,,,,,,,,68.0,3.0,2.0,1.0,,
70,PT05M50.00S,2022-12-04T01:23:14.8Z,1,REGULAR,foul,personal,['2freethrow'],1631216,,,1610612761,21,10,2022-12-04T01:23:25Z,700000,False,,,0,,C. Houstan shooting personal FOUL (1 PF) (Barnes 2 FT),"[1631216, 1630567]",1610612753.0,ORL,shooting,,,Houstan,C. Houstan,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,1627519.0,1.0,0.0,Barnes,1630567.0,,,,,,
72,PT05M50.00S,2022-12-04T01:23:36.8Z,1,REGULAR,freethrow,1 of 2,[],1630567,,,1610612761,22,10,2022-12-04T01:23:59Z,720000,False,,,0,,S. Barnes Free Throw 1 of 2 (7 PTS),[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,,,,,,,Made,7.0,,,,,,,,,,,,,,
73,PT05M50.00S,2022-12-04T01:23:37.6Z,1,REGULAR,substitution,out,[],1628365,,,1610612761,22,10,2022-12-04T01:23:45Z,730000,False,,,0,,SUB out: M. Fultz,[1628365],1610612753.0,ORL,,,,Fultz,M. Fultz,,,,,,,,,,,,,,,,,,,,,,,,,,
74,PT05M50.00S,2022-12-04T01:23:37.6Z,1,REGULAR,substitution,out,[],1630532,,,1610612761,22,10,2022-12-04T01:23:45Z,740000,False,,,0,,SUB out: F. Wagner,[1630532],1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,,,,,,,,,,,,,,,,,,,,,,
75,PT05M50.00S,2022-12-04T01:23:37.6Z,1,REGULAR,substitution,in,[],203082,,,1610612761,22,10,2022-12-04T01:23:45Z,750000,False,,,0,,SUB in: T. Ross,[203082],1610612753.0,ORL,,,,Ross,T. Ross,,,,,,,,,,,,,,,,,,,,,,,,,,
76,PT05M50.00S,2022-12-04T01:23:37.6Z,1,REGULAR,substitution,in,[],1630175,,,1610612761,22,10,2022-12-04T01:23:45Z,760000,False,,,0,,SUB in: C. Anthony,[1630175],1610612753.0,ORL,,,,Anthony,C. Anthony,,,,,,,,,,,,,,,,,,,,,,,,,,
77,PT05M50.00S,2022-12-04T01:23:36.8Z,1,REGULAR,freethrow,2 of 2,[],1630567,,,1610612761,22,10,2022-12-04T01:23:59Z,770000,False,,,0,,MISS S. Barnes Free Throw 2 of 2,[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,,,,,,,Missed,,,,,,,,,,,,,,,
78,PT05M46.00S,2022-12-04T01:23:40.8Z,1,REGULAR,rebound,defensive,[],1631216,,,1610612753,22,10,2022-12-04T01:23:59Z,780000,False,,,0,,C. Houstan REBOUND (Off:0 Def:1),[1631216],1610612753.0,ORL,,,,Houstan,C. Houstan,,,,,,,,,,,,,,,,,,,,,77.0,1.0,1.0,0.0,,
80,PT05M34.00S,2022-12-04T01:24:14.3Z,1,REGULAR,substitution,out,[],1631132,,,1610612753,22,10,2022-12-04T01:24:18Z,800000,False,,,0,,SUB out: C. Koloko,[1631132],1610612761.0,TOR,,,,Koloko,C. Koloko,,,,,,,,,,,,,,,,,,,,,,,,,,
81,PT05M34.00S,2022-12-04T01:24:14.3Z,1,REGULAR,substitution,in,[],1628449,,,1610612753,22,10,2022-12-04T01:24:18Z,810000,False,,,0,,SUB in: C. Boucher,[1628449],1610612761.0,TOR,,,,Boucher,C. Boucher,,,,,,,,,,,,,,,,,,,,,,,,,,
82,PT05M27.00S,2022-12-04T01:24:40.2Z,1,REGULAR,foul,personal,[],1627783,,,1610612753,22,10,2022-12-04T01:24:53Z,820000,False,,,0,,P. Siakam personal FOUL (1 PF),"[1627783, 1631094]",1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,Mid-Range,8-16 Left,,,,,,,,,,1627519.0,1.0,0.0,Banchero,1631094.0,,,,,,
84,PT05M27.00S,2022-12-04T01:24:53.8Z,1,REGULAR,substitution,out,[],1628384,,,1610612753,22,10,2022-12-04T01:24:58Z,840000,False,,,0,,SUB out: O. Anunoby,[1628384],1610612761.0,TOR,,,,Anunoby,O. Anunoby,,,,,,,,,,,,,,,,,,,,,,,,,,
85,PT05M27.00S,2022-12-04T01:24:53.8Z,1,REGULAR,substitution,in,[],1629018,,,1610612753,22,10,2022-12-04T01:24:58Z,850000,False,,,0,,SUB in: G. Trent Jr.,[1629018],1610612761.0,TOR,,,,Trent Jr.,G. Trent Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
86,PT05M20.00S,2022-12-04T01:25:13.4Z,1,REGULAR,2pt,Jump Shot,[],1631094,25.04927726675427,68.13725490196079,1610612753,22,12,2022-12-04T01:25:19Z,860000,False,-91.0,183.0,1,left,P. Banchero 20' step back Jump Shot (4 PTS),[1631094],1610612753.0,ORL,step back,,,Banchero,P. Banchero,,,,,Mid-Range,16-24 Left Center,,,,20.42,Made,4.0,,,,,,,,,,,,,,
87,PT05M10.00S,2022-12-04T01:25:26.4Z,1,REGULAR,foul,personal,['2freethrow'],1631094,,,1610612761,22,12,2022-12-04T01:25:32Z,870000,False,,,0,,P. Banchero shooting personal FOUL (1 PF) (Siakam 2 FT),"[1631094, 1627783]",1610612753.0,ORL,shooting,,,Banchero,P. Banchero,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,1627519.0,1.0,0.0,Siakam,1627783.0,,,,,,
89,PT05M10.00S,2022-12-04T01:25:56.7Z,1,REGULAR,freethrow,1 of 2,[],1627783,,,1610612761,23,12,2022-12-04T01:25:56Z,890000,False,,,0,,P. Siakam Free Throw 1 of 2 (3 PTS),[1627783],1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,,,,,,,Made,3.0,,,,,,,,,,,,,,
