actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,turnoverTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,stealPlayerName,stealPersonId
2,PT12M00.00S,2023-03-22T23:40:54.3Z,1,REGULAR,period,start,[],0,,,0,0,0,2023-03-22T23:40:54Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M56.00S,2023-03-22T23:40:56.8Z,1,REGULAR,jumpball,recovered,[],1627783,,,1610612761,0,0,2023-03-22T23:40:56Z,40000,False,,,0,,Jump Ball J. Poeltl vs. M. Turner: Tip to P. Siakam,"[1627783, 1627751, 1626167]",1610612761.0,TOR,startperiod,P. Siakam,1627783.0,Siakam,P. Siakam,Poeltl,1627751.0,Turner,1626167.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M43.00S,2023-03-22T23:41:10.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1627783,92.72339027595268,46.07843137254902,1610612761,0,0,2023-03-22T23:41:16Z,70000,False,-20.0,16.0,1,right,MISS P. Siakam driving finger roll Layup,[1627783],1610612761.0,TOR,driving finger roll,,,Siakam,P. Siakam,,,,,Restricted Area,0-8 Center,2.52,Missed,,,,,,,,,,,,,,,,,,
9,PT11M40.00S,2023-03-22T23:41:13.9Z,1,REGULAR,rebound,defensive,[],1629052,,,1610612754,0,0,2023-03-22T23:41:16Z,90000,False,,,0,,O. Brissett REBOUND (Off:0 Def:1),[1629052],1610612754.0,IND,,,,Brissett,O. Brissett,,,,,Restricted Area,0-8 Center,,,7.0,1.0,1.0,0.0,,,,,,,,,,,,,,
10,PT11M26.00S,2023-03-22T23:41:28.0Z,1,REGULAR,3pt,Jump Shot,[],1629052,32.802233902759525,59.068627450980394,1610612754,0,3,2023-03-22T23:41:33Z,100000,False,-45.0,256.0,1,left,O. Brissett 25' 3PT  (3 PTS) (B. Hield 1 AST),"[1629052, 1627741]",1610612754.0,IND,,,,Brissett,O. Brissett,,,,,Above the Break 3,24+ Center,25.98,Made,,,,,3.0,B. Hield,1627741.0,1.0,,,,,,,,,,
12,PT11M14.00S,2023-03-22T23:41:39.3Z,1,REGULAR,3pt,Jump Shot,[],1627832,69.99014454664915,22.794117647058822,1610612761,3,3,2023-03-22T23:41:44Z,120000,False,-136.0,230.0,1,right,F. VanVleet 26' 3PT pullup (3 PTS),[1627832],1610612761.0,TOR,pullup,,,VanVleet,F. VanVleet,,,,,Above the Break 3,24+ Left Center,26.69,Made,,,,,3.0,,,,,,,,,,,,,
13,PT10M58.00S,2023-03-22T23:41:56.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629614,6.783837056504599,52.450980392156865,1610612754,3,3,2023-03-22T23:42:02Z,130000,False,-12.0,11.0,1,left,MISS A. Nembhard driving reverse Layup,[1629614],1610612754.0,IND,driving reverse,,,Nembhard,A. Nembhard,,,,,Restricted Area,0-8 Center,1.67,Missed,,,,,,,,,,,,,,,,,,
14,PT10M56.00S,2023-03-22T23:41:58.1Z,1,REGULAR,rebound,defensive,[],1627751,,,1610612761,3,3,2023-03-22T23:42:02Z,140000,False,,,0,,J. Poeltl REBOUND (Off:0 Def:1),[1627751],1610612761.0,TOR,,,,Poeltl,J. Poeltl,,,,,Restricted Area,0-8 Center,,,13.0,1.0,1.0,0.0,,,,,,,,,,,,,,
15,PT10M55.00S,2023-03-22T23:42:06.1Z,1,REGULAR,turnover,out-of-bounds,[],1627751,,,1610612761,3,3,2023-03-22T23:42:13Z,150000,False,,,0,,J. Poeltl bad pass out-of-bounds TURNOVER (1 TO),[1627751],1610612761.0,TOR,bad pass,,,Poeltl,J. Poeltl,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,201639.0,1.0,,,,,,,,
16,PT10M49.00S,2023-03-22T23:42:25.1Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1626167,10.5946123521682,39.950980392156865,1610612754,3,5,2023-03-22T23:45:21Z,160000,False,50.0,47.0,1,left,M. Turner 6' cutting Layup (2 PTS) (A. Nembhard 1 AST),"[1626167, 1629614]",1610612754.0,IND,cutting,,,Turner,M. Turner,,,,,In The Paint (Non-RA),0-8 Center,6.88,Made,,,,,2.0,A. Nembhard,1629614.0,1.0,,,,,,,,,,
