actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,officialId,turnoverTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,assistPlayerNameInitial,assistPersonId,assistTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,stealPlayerName,stealPersonId
85,PT04M21.00S,2023-04-09T17:24:04.9Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203648,89.70105124835742,36.51960784313725,1610612749,21,17,2023-04-09T17:24:25Z,850000,False,-67.0,44.0,1,right,T. Antetokounmpo 8' floating Jump Shot (2 PTS) (J. Ingles 2 AST),"[203648, 204060]",1610612749.0,MIL,floating,,,Antetokounmpo,T. Antetokounmpo,,,,,In The Paint (Non-RA),0-8 Center,8.07,Made,2.0,,,,,,,J. Ingles,204060.0,2.0,,,,,,,,
87,PT04M09.00S,2023-04-09T17:24:16.1Z,1,REGULAR,3pt,Jump Shot,[],1629018,32.53942181340342,50.49019607843137,1610612761,21,17,2023-04-09T17:24:20Z,870000,False,-2.0,253.0,1,left,MISS G. Trent Jr. 25' pullup 3PT,[1629018],1610612761.0,TOR,pullup,,,Trent Jr.,G. Trent Jr.,,,,,Above the Break 3,24+ Center,25.34,Missed,,,,,,,,,,,,,,,,,,
88,PT04M07.00S,2023-04-09T17:24:18.1Z,1,REGULAR,rebound,defensive,[],204060,,,1610612749,21,17,2023-04-09T17:24:20Z,880000,False,,,0,,J. Ingles REBOUND (Off:0 Def:1),[204060],1610612749.0,MIL,,,,Ingles,J. Ingles,,,,,Above the Break 3,24+ Center,,,,,,87.0,1.0,1.0,0.0,,,,,,,,,,,
89,PT04M01.00S,2023-04-09T17:24:25.3Z,1,REGULAR,3pt,Jump Shot,[],202083,68.01905387647832,59.31372549019608,1610612749,21,17,2023-04-09T17:24:29Z,890000,False,47.0,248.0,1,right,MISS W. Matthews 25' pullup 3PT,[202083],1610612749.0,MIL,pullup,,,Matthews,W. Matthews,,,,,Above the Break 3,24+ Center,25.24,Missed,,,,,,,,,,,,,,,,,,
90,PT03M57.00S,2023-04-09T17:24:29.3Z,1,REGULAR,rebound,defensive,[],1630201,,,1610612761,21,17,2023-04-09T17:24:29Z,900000,False,,,0,,M. Flynn REBOUND (Off:0 Def:2),[1630201],1610612761.0,TOR,,,,Flynn,M. Flynn,,,,,Above the Break 3,24+ Center,,,,,,89.0,2.0,2.0,0.0,,,,,,,,,,,
91,PT03M52.00S,2023-04-09T17:24:34.4Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1630201,10.068988173455978,58.333333333333336,1610612761,23,17,2023-04-09T17:24:40Z,910000,False,-42.0,42.0,1,left,M. Flynn running finger roll Layup (5 PTS),[1630201],1610612761.0,TOR,running finger roll,,,Flynn,M. Flynn,,,,,In The Paint (Non-RA),0-8 Center,5.93,Made,5.0,,,,,,,,,,,,,,,,,
92,PT03M42.00S,2023-04-09T17:24:43.9Z,1,REGULAR,2pt,Jump Shot,[],201609,94.56307490144546,25.735294117647058,1610612749,23,19,2023-04-09T17:24:48Z,920000,False,-121.0,-1.0,1,right,G. Dragic 12' fadeaway Jump Shot (2 PTS),[201609],1610612749.0,MIL,fadeaway,,,Dragic,G. Dragic,,,,,Mid-Range,8-16 Left,12.13,Made,2.0,,,,,,,,,,,,,,,,,
93,PT03M28.00S,2023-04-09T17:24:57.0Z,1,REGULAR,2pt,Jump Shot,[],1630567,22.026938239159,25.49019607843137,1610612761,25,19,2023-04-09T17:25:00Z,930000,False,123.0,155.0,1,left,S. Barnes 19' pullup Jump Shot (2 PTS) (C. Koloko 1 AST),"[1630567, 1631132]",1610612761.0,TOR,pullup,,,Barnes,S. Barnes,,,,,Mid-Range,16-24 Right Center,19.72,Made,2.0,,,,,,,C. Koloko,1631132.0,1.0,,,,,,,,
95,PT03M09.00S,2023-04-09T17:25:17.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203648,93.51182654402102,47.794117647058826,1610612749,25,21,2023-04-09T17:26:05Z,950000,False,-11.0,8.0,1,right,T. Antetokounmpo cutting Layup (4 PTS) (J. Ingles 3 AST),"[203648, 204060]",1610612749.0,MIL,cutting,,,Antetokounmpo,T. Antetokounmpo,,,,,Restricted Area,0-8 Center,1.39,Made,4.0,,,,,,,J. Ingles,204060.0,3.0,,,,,,,,
97,PT02M53.00S,2023-04-09T17:25:32.4Z,1,REGULAR,2pt,Jump Shot,[],1629018,25.04927726675427,57.107843137254896,1610612761,25,21,2023-04-09T17:25:44Z,970000,False,-36.0,183.0,1,left,MISS G. Trent Jr. 18' step back bank Shot,[1629018],1610612761.0,TOR,step back bank,,,Trent Jr.,G. Trent Jr.,,,,,Mid-Range,16-24 Center,18.64,Missed,,,,,,,,,,,,,,,,,,
98,PT02M50.00S,2023-04-09T17:25:35.4Z,1,REGULAR,rebound,defensive,[],202083,,,1610612749,25,21,2023-04-09T17:25:39Z,980000,False,,,0,,W. Matthews REBOUND (Off:0 Def:1),[202083],1610612749.0,MIL,,,,Matthews,W. Matthews,,,,,Mid-Range,16-24 Center,,,,,,97.0,1.0,1.0,0.0,,,,,,,,,,,
99,PT02M41.00S,2023-04-09T17:25:44.5Z,1,REGULAR,3pt,Jump Shot,[],201609,67.23061760840999,49.754901960784316,1610612749,25,21,2023-04-09T17:25:49Z,990000,False,-1.0,256.0,1,right,MISS G. Dragic 25' step back 3PT,[201609],1610612749.0,MIL,step back,,,Dragic,G. Dragic,,,,,Above the Break 3,24+ Center,25.55,Missed,,,,,,,,,,,,,,,,,,
100,PT02M39.00S,2023-04-09T17:25:46.5Z,1,REGULAR,rebound,defensive,[],1630567,,,1610612761,25,21,2023-04-09T17:25:49Z,1000000,False,,,0,,S. Barnes REBOUND (Off:0 Def:2),[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,Above the Break 3,24+ Center,,,,,,99.0,2.0,2.0,0.0,,,,,,,,,,,
101,PT02M33.00S,2023-04-09T17:25:52.8Z,1,REGULAR,2pt,Jump Shot,['fastbreak'],1630567,22.815374507227332,51.71568627450981,1610612761,27,21,2023-04-09T17:26:08Z,1010000,False,-9.0,162.0,1,left,S. Barnes 16' running pullup Jump Shot (4 PTS),[1630567],1610612761.0,TOR,running pullup,,,Barnes,S. Barnes,,,,,Mid-Range,16-24 Center,16.22,Made,4.0,,,,,,,,,,,,,,,,,
102,PT02M10.00S,2023-04-09T17:26:15.6Z,1,REGULAR,turnover,bad pass,[],204060,,,1610612749,27,21,2023-04-09T17:26:19Z,1020000,False,,,0,,J. Ingles bad pass TURNOVER (1 TO),"[204060, 1631132]",1610612749.0,MIL,,,,Ingles,J. Ingles,,,,,Mid-Range,16-24 Left Center,,,,,1.0,,,,,,,,,,,,,,Koloko,1631132.0
103,PT02M10.00S,2023-04-09T17:26:15.6Z,1,REGULAR,steal,,[],1631132,,,1610612761,27,21,2023-04-09T17:26:17Z,1030000,False,,,0,,C. Koloko STEAL (1 STL),[1631132],1610612761.0,TOR,,,,Koloko,C. Koloko,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,,,,,,,,,,
104,PT02M06.00S,2023-04-09T17:26:20.3Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1630201,7.966491458607096,49.26470588235294,1610612761,29,21,2023-04-09T17:26:25Z,1040000,False,4.0,22.0,1,left,M. Flynn running Layup (7 PTS) (S. Barnes 3 AST),"[1630201, 1630567]",1610612761.0,TOR,running,,,Flynn,M. Flynn,,,,,Restricted Area,0-8 Center,2.27,Made,7.0,,,,,,,S. Barnes,1630567.0,3.0,,,,,,,,
106,PT01M52.00S,2023-04-09T17:26:33.9Z,1,REGULAR,turnover,bad pass,[],1629623,,,1610612749,29,21,2023-04-09T17:26:38Z,1060000,False,,,0,,L. Wigginton bad pass TURNOVER (1 TO),"[1629623, 1631132]",1610612749.0,MIL,,,,Wigginton,L. Wigginton,,,,,Above the Break 3,24+ Center,,,,,1.0,,,,,,,,,,,,,,Koloko,1631132.0
107,PT01M52.00S,2023-04-09T17:26:33.9Z,1,REGULAR,steal,,[],1631132,,,1610612761,29,21,2023-04-09T17:26:36Z,1070000,False,,,0,,C. Koloko STEAL (2 STL),[1631132],1610612761.0,TOR,,,,Koloko,C. Koloko,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,,,
108,PT01M46.00S,2023-04-09T17:26:40.8Z,1,REGULAR,2pt,Jump Shot,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1629018,13.222733245729303,41.17647058823529,1610612761,31,21,2023-04-09T17:27:46Z,1080000,False,44.0,72.0,1,left,G. Trent Jr. 8' driving floating bank Jump Shot (14 PTS) (S. Barnes 4 AST),"[1629018, 1630567]",1610612761.0,TOR,driving floating bank,,,Trent Jr.,G. Trent Jr.,,,,,In The Paint (Non-RA),8-16 Center,8.43,Made,14.0,,,,,,,S. Barnes,1630567.0,4.0,,,,,,,,
110,PT01M33.00S,2023-04-09T17:26:55.0Z,1,REGULAR,foul,personal,[],1628449,,,1610612749,31,21,2023-04-09T17:27:03Z,1100000,False,,,0,,C. Boucher personal FOUL (1 PF),"[1628449, 204060]",1610612761.0,TOR,,,,Boucher,C. Boucher,,,,,Above the Break 3,24+ Center,,,,101284.0,,,,,,,,,1.0,0.0,Ingles,204060.0,,,,
112,PT01M33.00S,2023-04-09T17:27:02.5Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612749,31,21,2023-04-09T17:27:02Z,1120000,False,,,0,,TOR Timeout,[],1610612761.0,TOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
113,PT01M33.00S,2023-04-09T17:27:03.6Z,1,REGULAR,substitution,out,[],1630567,,,1610612749,31,21,2023-04-09T17:29:41Z,1130000,False,,,0,,SUB out: S. Barnes,[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,,,,,,,,,,,,,,,,,,,,,,
114,PT01M33.00S,2023-04-09T17:27:03.6Z,1,REGULAR,substitution,out,[],1630201,,,1610612749,31,21,2023-04-09T17:29:41Z,1140000,False,,,0,,SUB out: M. Flynn,[1630201],1610612761.0,TOR,,,,Flynn,M. Flynn,,,,,,,,,,,,,,,,,,,,,,,,,,
115,PT01M33.00S,2023-04-09T17:27:03.6Z,1,REGULAR,substitution,out,[],1629018,,,1610612749,31,21,2023-04-09T17:29:41Z,1150000,False,,,0,,SUB out: G. Trent Jr.,[1629018],1610612761.0,TOR,,,,Trent Jr.,G. Trent Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
116,PT01M33.00S,2023-04-09T17:27:03.6Z,1,REGULAR,substitution,out,[],204060,,,1610612749,31,21,2023-04-09T17:29:41Z,1160000,False,,,0,,SUB out: J. Ingles,[204060],1610612749.0,MIL,,,,Ingles,J. Ingles,,,,,,,,,,,,,,,,,,,,,,,,,,
117,PT01M33.00S,2023-04-09T17:27:03.6Z,1,REGULAR,substitution,in,[],203115,,,1610612749,31,21,2023-04-09T17:29:41Z,1170000,False,,,0,,SUB in: W. Barton,[203115],1610612761.0,TOR,,,,Barton,W. Barton,,,,,,,,,,,,,,,,,,,,,,,,,,
118,PT01M33.00S,2023-04-09T17:27:03.6Z,1,REGULAR,substitution,in,[],1631199,,,1610612749,31,21,2023-04-09T17:29:41Z,1180000,False,,,0,,SUB in: R. Harper Jr.,[1631199],1610612761.0,TOR,,,,Harper Jr.,R. Harper Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
119,PT01M33.00S,2023-04-09T17:27:03.6Z,1,REGULAR,substitution,in,[],1630625,,,1610612749,31,21,2023-04-09T17:29:41Z,1190000,False,,,0,,SUB in: D. Banton,[1630625],1610612761.0,TOR,,,,Banton,D. Banton,,,,,,,,,,,,,,,,,,,,,,,,,,
120,PT01M33.00S,2023-04-09T17:27:03.6Z,1,REGULAR,substitution,in,[],1630699,,,1610612749,31,21,2023-04-09T17:29:41Z,1200000,False,,,0,,SUB in: M. Beauchamp,[1630699],1610612749.0,MIL,,,,Beauchamp,M. Beauchamp,,,,,,,,,,,,,,,,,,,,,,,,,,
121,PT01M27.00S,2023-04-09T17:29:59.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203648,92.46057818659659,43.872549019607845,1610612749,31,21,2023-04-09T17:30:06Z,1210000,False,-31.0,18.0,1,right,MISS T. Antetokounmpo driving finger roll Layup - blocked,"[203648, 1628449]",1610612749.0,MIL,driving finger roll,,,Antetokounmpo,T. Antetokounmpo,,,,,Restricted Area,0-8 Center,3.57,Missed,,,,,,,,,,,,,,,Boucher,1628449.0,,
122,PT01M27.00S,2023-04-09T17:29:59.1Z,1,REGULAR,block,,[],1628449,,,1610612749,31,21,2023-04-09T17:30:01Z,1220000,False,,,0,,C. Boucher BLOCK (1 BLK),[1628449],1610612761.0,TOR,,,,Boucher,C. Boucher,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
123,PT01M24.00S,2023-04-09T17:30:02.1Z,1,REGULAR,rebound,offensive,[],203648,,,1610612749,31,21,2023-04-09T17:30:06Z,1230000,False,,,0,,T. Antetokounmpo REBOUND (Off:1 Def:0),[203648],1610612749.0,MIL,,,,Antetokounmpo,T. Antetokounmpo,,,,,Restricted Area,0-8 Center,,,,,,121.0,1.0,0.0,1.0,,,,,,,,,,,
124,PT01M21.00S,2023-04-09T17:30:04.6Z,1,REGULAR,2pt,Hook,"['pointsinthepaint', '2ndchance']",203648,91.14651773981603,45.09803921568628,1610612749,31,21,2023-04-09T17:30:09Z,1240000,False,-25.0,31.0,1,right,MISS T. Antetokounmpo driving bank Hook,[203648],1610612749.0,MIL,driving bank,,,Antetokounmpo,T. Antetokounmpo,,,,,Restricted Area,0-8 Center,3.93,Missed,,,,,,,,,,,,,,,,,,
125,PT01M21.00S,2023-04-09T17:30:04.6Z,1,REGULAR,rebound,defensive,[],1631132,,,1610612761,31,21,2023-04-09T17:30:09Z,1250000,False,,,0,,C. Koloko REBOUND (Off:0 Def:1),[1631132],1610612761.0,TOR,,,,Koloko,C. Koloko,,,,,Restricted Area,0-8 Center,,,,,,124.0,1.0,1.0,0.0,,,,,,,,,,,
126,PT01M00.00S,2023-04-09T17:30:25.1Z,1,REGULAR,2pt,Jump Shot,[],203115,10.5946123521682,31.61764705882353,1610612761,33,21,2023-04-09T17:30:30Z,1260000,False,92.0,47.0,1,left,W. Barton 10' driving floating Jump Shot (2 PTS) (C. Koloko 2 AST),"[203115, 1631132]",1610612761.0,TOR,driving floating,,,Barton,W. Barton,,,,,Mid-Range,8-16 Right,10.33,Made,2.0,,,,,,,C. Koloko,1631132.0,2.0,,,,,,,,
128,PT00M43.80S,2023-04-09T17:30:48.3Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],203648,93.11760840998686,49.26470588235294,1610612749,33,23,2023-04-09T17:30:52Z,1280000,False,-4.0,12.0,1,right,T. Antetokounmpo driving DUNK (6 PTS) (W. Matthews 1 AST),"[203648, 202083]",1610612749.0,MIL,driving,,,Antetokounmpo,T. Antetokounmpo,,,,,Restricted Area,0-8 Center,1.27,Made,6.0,,,,,,,W. Matthews,202083.0,1.0,,,,,,,,
130,PT00M24.50S,2023-04-09T17:31:12.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1631199,7.835085413929041,54.166666666666664,1610612761,35,23,2023-04-09T17:31:16Z,1300000,False,-21.0,21.0,1,left,R. Harper Jr. driving finger roll Layup (2 PTS) (D. Banton 1 AST),"[1631199, 1630625]",1610612761.0,TOR,driving finger roll,,,Harper Jr.,R. Harper Jr.,,,,,Restricted Area,0-8 Center,2.96,Made,2.0,,,,,,,D. Banton,1630625.0,1.0,,,,,,,,
132,PT00M15.50S,2023-04-09T17:31:23.2Z,1,REGULAR,3pt,Jump Shot,[],1630699,85.89027595269383,95.58823529411765,1610612749,35,26,2023-04-09T17:31:27Z,1320000,False,228.0,80.0,1,right,M. Beauchamp 24' 3PT  (5 PTS) (T. Antetokounmpo 1 AST),"[1630699, 203648]",1610612749.0,MIL,,,,Beauchamp,M. Beauchamp,,,,,Right Corner 3,24+ Right,24.16,Made,5.0,,,,,,,T. Antetokounmpo,203648.0,1.0,,,,,,,,
134,PT00M00.30S,2023-04-09T17:31:41.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203115,7.046649145860711,45.09803921568628,1610612761,35,26,2023-04-09T17:31:46Z,1340000,False,25.0,14.0,1,left,MISS W. Barton driving finger roll Layup,[203115],1610612761.0,TOR,driving finger roll,,,Barton,W. Barton,,,,,Restricted Area,0-8 Center,2.81,Missed,,,,,,,,,,,,,,,,,,
135,PT00M00.30S,2023-04-09T17:31:41.2Z,1,REGULAR,rebound,defensive,[],203648,,,1610612749,35,26,2023-04-09T17:31:46Z,1350000,False,,,0,,T. Antetokounmpo REBOUND (Off:1 Def:1),[203648],1610612749.0,MIL,,,,Antetokounmpo,T. Antetokounmpo,,,,,Restricted Area,0-8 Center,,,,,,134.0,2.0,1.0,1.0,,,,,,,,,,,
136,PT00M00.00S,2023-04-09T17:31:49.1Z,1,REGULAR,period,end,[],0,,,1610612749,35,26,2023-04-09T17:31:49Z,1360000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
137,PT12M00.00S,2023-04-09T17:32:46.3Z,2,REGULAR,substitution,out,['startperiod'],202083,,,1610612749,35,26,2023-04-09T17:34:07Z,1370000,False,,,0,,SUB out: W. Matthews,[202083],1610612749.0,MIL,,,,Matthews,W. Matthews,,,,,,,,,,,,,,,,,,,,,,,,,,
138,PT12M00.00S,2023-04-09T17:32:46.3Z,2,REGULAR,substitution,out,['startperiod'],1629623,,,1610612749,35,26,2023-04-09T17:34:07Z,1380000,False,,,0,,SUB out: L. Wigginton,[1629623],1610612749.0,MIL,,,,Wigginton,L. Wigginton,,,,,,,,,,,,,,,,,,,,,,,,,,
139,PT12M00.00S,2023-04-09T17:32:46.3Z,2,REGULAR,substitution,out,['startperiod'],201609,,,1610612749,35,26,2023-04-09T17:34:07Z,1390000,False,,,0,,SUB out: G. Dragic,[201609],1610612749.0,MIL,,,,Dragic,G. Dragic,,,,,,,,,,,,,,,,,,,,,,,,,,
140,PT12M00.00S,2023-04-09T17:32:46.3Z,2,REGULAR,substitution,out,['startperiod'],203648,,,1610612749,35,26,2023-04-09T17:34:07Z,1400000,False,,,0,,SUB out: T. Antetokounmpo,[203648],1610612749.0,MIL,,,,Antetokounmpo,T. Antetokounmpo,,,,,,,,,,,,,,,,,,,,,,,,,,
141,PT12M00.00S,2023-04-09T17:32:46.3Z,2,REGULAR,substitution,out,['startperiod'],1630699,,,1610612749,35,26,2023-04-09T17:34:07Z,1410000,False,,,0,,SUB out: M. Beauchamp,[1630699],1610612749.0,MIL,,,,Beauchamp,M. Beauchamp,,,,,,,,,,,,,,,,,,,,,,,,,,
142,PT12M00.00S,2023-04-09T17:32:46.3Z,2,REGULAR,substitution,in,['startperiod'],1628975,,,1610612749,35,26,2023-04-09T17:34:07Z,1420000,False,,,0,,SUB in: J. Carter,[1628975],1610612749.0,MIL,,,,Carter,J. Carter,,,,,,,,,,,,,,,,,,,,,,,,,,
143,PT12M00.00S,2023-04-09T17:32:46.3Z,2,REGULAR,substitution,in,['startperiod'],204060,,,1610612749,35,26,2023-04-09T17:34:07Z,1430000,False,,,0,,SUB in: J. Ingles,[204060],1610612749.0,MIL,,,,Ingles,J. Ingles,,,,,,,,,,,,,,,,,,,,,,,,,,
144,PT12M00.00S,2023-04-09T17:32:46.3Z,2,REGULAR,substitution,in,['startperiod'],203109,,,1610612749,35,26,2023-04-09T17:34:07Z,1440000,False,,,0,,SUB in: J. Crowder,[203109],1610612749.0,MIL,,,,Crowder,J. Crowder,,,,,,,,,,,,,,,,,,,,,,,,,,
145,PT12M00.00S,2023-04-09T17:32:46.3Z,2,REGULAR,substitution,in,['startperiod'],1626171,,,1610612749,35,26,2023-04-09T17:34:07Z,1450000,False,,,0,,SUB in: B. Portis,[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,,,,,,,,,,,,,,,,,,,,,,
146,PT12M00.00S,2023-04-09T17:32:46.3Z,2,REGULAR,substitution,in,['startperiod'],203086,,,1610612749,35,26,2023-04-09T17:34:07Z,1460000,False,,,0,,SUB in: M. Leonard,[203086],1610612749.0,MIL,,,,Leonard,M. Leonard,,,,,,,,,,,,,,,,,,,,,,,,,,
147,PT12M00.00S,2023-04-09T17:34:20.4Z,2,REGULAR,period,start,[],0,,,1610612761,35,26,2023-04-09T17:34:20Z,1470000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
148,PT11M45.00S,2023-04-09T17:34:34.3Z,2,REGULAR,2pt,Jump Shot,[],1628449,7.5722733245729295,29.65686274509804,1610612761,35,26,2023-04-09T17:34:38Z,1480000,False,102.0,19.0,1,left,MISS C. Boucher 10' Jump Shot,[1628449],1610612761.0,TOR,,,,Boucher,C. Boucher,,,,,Mid-Range,8-16 Right,10.34,Missed,,,,,,,,,,,,,,,,,,
149,PT11M43.00S,2023-04-09T17:34:36.3Z,2,REGULAR,rebound,defensive,[],203086,,,1610612749,35,26,2023-04-09T17:34:38Z,1490000,False,,,0,,M. Leonard REBOUND (Off:0 Def:2),[203086],1610612749.0,MIL,,,,Leonard,M. Leonard,,,,,Mid-Range,8-16 Right,,,,,,148.0,2.0,2.0,0.0,,,,,,,,,,,
150,PT11M33.00S,2023-04-09T17:34:46.5Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626171,87.07293035479631,55.63725490196079,1610612749,35,28,2023-04-09T17:34:52Z,1500000,False,28.0,69.0,1,right,B. Portis 7' floating Jump Shot (12 PTS) (J. Ingles 4 AST),"[1626171, 204060]",1610612749.0,MIL,floating,,,Portis,B. Portis,,,,,In The Paint (Non-RA),0-8 Center,7.45,Made,12.0,,,,,,,J. Ingles,204060.0,4.0,,,,,,,,
152,PT11M21.00S,2023-04-09T17:34:57.7Z,2,REGULAR,2pt,Jump Shot,[],203115,28.991458607095925,60.29411764705882,1610612761,35,28,2023-04-09T17:35:12Z,1520000,False,-51.0,220.0,1,left,MISS W. Barton 22' Jump Shot,[203115],1610612761.0,TOR,,,,Barton,W. Barton,,,,,Mid-Range,16-24 Center,22.59,Missed,,,,,,,,,,,,,,,,,,
153,PT11M20.00S,2023-04-09T17:34:58.7Z,2,REGULAR,rebound,offensive,[],1631199,,,1610612761,35,28,2023-04-09T17:35:12Z,1530000,False,,,0,,R. Harper Jr. REBOUND (Off:1 Def:0),[1631199],1610612761.0,TOR,,,,Harper Jr.,R. Harper Jr.,,,,,Mid-Range,16-24 Center,,,,,,152.0,1.0,0.0,1.0,,,,,,,,,,,
154,PT11M07.00S,2023-04-09T17:35:11.7Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630625,5.995400788436268,51.9607843137255,1610612761,37,28,2023-04-09T17:35:16Z,1540000,False,-10.0,4.0,1,left,D. Banton driving finger roll Layup (2 PTS),[1630625],1610612761.0,TOR,driving finger roll,,,Banton,D. Banton,,,,,Restricted Area,0-8 Center,1.05,Made,2.0,,,,,,,,,,,,,,,,,
155,PT10M50.00S,2023-04-09T17:35:29.5Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203109,84.31340341655716,45.588235294117645,1610612749,37,28,2023-04-09T17:35:33Z,1550000,False,-22.0,95.0,1,right,MISS J. Crowder 9' driving floating Shot,[203109],1610612749.0,MIL,driving floating,,,Crowder,J. Crowder,,,,,In The Paint (Non-RA),8-16 Center,9.75,Missed,,,,,,,,,,,,,,,,,,
156,PT10M48.00S,2023-04-09T17:35:31.5Z,2,REGULAR,rebound,defensive,[],1630625,,,1610612761,37,28,2023-04-09T17:35:33Z,1560000,False,,,0,,D. Banton REBOUND (Off:0 Def:1),[1630625],1610612761.0,TOR,,,,Banton,D. Banton,,,,,In The Paint (Non-RA),8-16 Center,,,,,,155.0,1.0,1.0,0.0,,,,,,,,,,,
157,PT10M44.00S,2023-04-09T17:35:35.0Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1630625,7.966491458607096,45.34313725490196,1610612761,39,28,2023-04-09T17:35:41Z,1570000,False,23.0,22.0,1,left,D. Banton running finger roll Layup (4 PTS),[1630625],1610612761.0,TOR,running finger roll,,,Banton,D. Banton,,,,,Restricted Area,0-8 Center,3.23,Made,4.0,,,,,,,,,,,,,,,,,
158,PT10M38.00S,2023-04-09T17:35:41.9Z,2,REGULAR,3pt,Jump Shot,[],1628975,68.67608409986859,20.34313725490196,1610612749,39,28,2023-04-09T17:35:46Z,1580000,False,-148.0,242.0,1,right,MISS J. Carter 28' 3PT,[1628975],1610612749.0,MIL,,,,Carter,J. Carter,,,,,Above the Break 3,24+ Left Center,28.37,Missed,,,,,,,,,,,,,,,,,,
159,PT10M35.00S,2023-04-09T17:35:44.9Z,2,REGULAR,rebound,defensive,[],1631132,,,1610612761,39,28,2023-04-09T17:35:46Z,1590000,False,,,0,,C. Koloko REBOUND (Off:0 Def:2),[1631132],1610612761.0,TOR,,,,Koloko,C. Koloko,,,,,Above the Break 3,24+ Left Center,,,,,,158.0,2.0,2.0,0.0,,,,,,,,,,,
160,PT10M25.00S,2023-04-09T17:35:55.1Z,2,REGULAR,turnover,lost ball,[],1630625,,,1610612761,39,28,2023-04-09T17:35:59Z,1600000,False,,,0,,D. Banton lost ball TURNOVER (1 TO),"[1630625, 1628975]",1610612761.0,TOR,,,,Banton,D. Banton,,,,,In The Paint (Non-RA),0-8 Center,,,,,1.0,,,,,,,,,,,,,,Carter,1628975.0
161,PT10M25.00S,2023-04-09T17:35:55.1Z,2,REGULAR,steal,,[],1628975,,,1610612749,39,28,2023-04-09T17:35:57Z,1610000,False,,,0,,J. Carter STEAL (1 STL),[1628975],1610612749.0,MIL,,,,Carter,J. Carter,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
162,PT10M16.00S,2023-04-09T17:36:04.0Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",204060,89.17542706964521,42.64705882352941,1610612749,39,30,2023-04-09T17:36:09Z,1620000,False,-37.0,49.0,1,right,J. Ingles 6' driving finger roll Layup (2 PTS) (J. Crowder 2 AST),"[204060, 203109]",1610612749.0,MIL,driving finger roll,,,Ingles,J. Ingles,,,,,In The Paint (Non-RA),0-8 Center,6.15,Made,2.0,,,,,,,J. Crowder,203109.0,2.0,,,,,,,,
164,PT09M53.00S,2023-04-09T17:36:25.8Z,2,REGULAR,3pt,Jump Shot,[],1630625,25.312089356110377,86.51960784313727,1610612761,39,30,2023-04-09T17:36:30Z,1640000,False,-183.0,185.0,1,left,MISS D. Banton 26' 3PT,[1630625],1610612761.0,TOR,,,,Banton,D. Banton,,,,,Above the Break 3,24+ Left Center,26.02,Missed,,,,,,,,,,,,,,,,,,
165,PT09M53.00S,2023-04-09T17:36:25.8Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612749,39,30,2023-04-09T17:36:37Z,1650000,False,,,0,,TEAM defensive REBOUND,[],1610612749.0,MIL,,,,,,,,,,Above the Break 3,24+ Left Center,,,,,,164.0,,,,,,,,,,,,,,
