actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,turnoverTotal,stealPlayerName,stealPersonId
2,PT12M00.00S,2022-12-18T23:11:15.9Z,1,REGULAR,period,start,[],0,,,0,0,0,2022-12-18T23:11:15Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M56.00S,2022-12-18T23:11:18.6Z,1,REGULAR,jumpball,recovered,[],1627832,,,1610612761,0,0,2022-12-18T23:11:18Z,40000,False,,,0,,Jump Ball C. Koloko vs. K. Looney: Tip to F. VanVleet,"[1627832, 1631132, 1626172]",1610612761.0,TOR,startperiod,F. VanVleet,1627832.0,VanVleet,F. VanVleet,Koloko,1631132.0,Looney,1626172.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M46.00S,2022-12-18T23:11:29.0Z,1,REGULAR,3pt,Jump Shot,[],1627783,70.25295663600527,71.81372549019608,1610612761,3,0,2022-12-18T23:11:38Z,70000,False,109.0,227.0,1,right,P. Siakam 25' 3PT pullup (3 PTS),[1627783],1610612761.0,TOR,pullup,,,Siakam,P. Siakam,,,,,Above the Break 3,24+ Right Center,25.19,Made,3.0,,,,,,,,,,,,,,,,,
8,PT11M30.00S,2022-12-18T23:11:44.6Z,1,REGULAR,3pt,Jump Shot,[],203110,29.122864651773984,27.696078431372552,1610612744,3,3,2022-12-18T23:11:50Z,80000,False,112.0,221.0,1,left,D. Green 24' 3PT  (3 PTS) (K. Thompson 1 AST),"[203110, 202691]",1610612744.0,GSW,,,,Green,D. Green,,,,,Above the Break 3,24+ Right Center,24.78,Made,3.0,K. Thompson,202691.0,1.0,,,,,,,,,,,,,,
10,PT11M21.00S,2022-12-18T23:11:53.3Z,1,REGULAR,3pt,Jump Shot,[],1627783,74.98357424441524,10.294117647058822,1610612761,6,3,2022-12-18T23:12:04Z,100000,False,-199.0,183.0,1,right,P. Siakam 26' 3PT  (6 PTS) (F. VanVleet 1 AST),"[1627783, 1627832]",1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,Above the Break 3,24+ Left Center,26.98,Made,6.0,F. VanVleet,1627832.0,1.0,,,,,,,,,,,,,,
12,PT11M03.00S,2022-12-18T23:12:11.2Z,1,REGULAR,3pt,Jump Shot,[],203110,6.652431011826544,3.9215686274509802,1610612744,6,6,2022-12-18T23:12:17Z,120000,False,230.0,10.0,1,left,D. Green 3PT  (6 PTS) (J. Poole 1 AST),"[203110, 1629673]",1610612744.0,GSW,,,,Green,D. Green,,,,,Right Corner 3,24+ Right,23.06,Made,6.0,J. Poole,1629673.0,1.0,,,,,,,,,,,,,,
14,PT10M46.00S,2022-12-18T23:12:28.8Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627783,80.3712220762155,41.911764705882355,1610612761,6,6,2022-12-18T23:12:36Z,140000,False,-40.0,132.0,1,right,MISS P. Siakam 13' Jump Shot,[1627783],1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,In The Paint (Non-RA),8-16 Center,13.8,Missed,,,,,,,,,,,,,,,,,,
15,PT10M42.00S,2022-12-18T23:12:32.8Z,1,REGULAR,rebound,defensive,[],202691,,,1610612744,6,6,2022-12-18T23:12:36Z,150000,False,,,0,,K. Thompson REBOUND (Off:0 Def:1),[202691],1610612744.0,GSW,,,,Thompson,K. Thompson,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,14.0,1.0,1.0,0.0,,,,,,,,,,
16,PT10M30.00S,2022-12-18T23:12:45.2Z,1,REGULAR,3pt,Jump Shot,[],203110,6.652431011826544,96.32352941176471,1610612744,6,9,2022-12-18T23:12:51Z,160000,False,-232.0,10.0,1,left,D. Green 3PT  (9 PTS) (D. DiVincenzo 1 AST),"[203110, 1628978]",1610612744.0,GSW,,,,Green,D. Green,,,,,Left Corner 3,24+ Left,23.18,Made,9.0,D. DiVincenzo,1628978.0,1.0,,,,,,,,,,,,,,
18,PT10M19.00S,2022-12-18T23:12:56.0Z,1,REGULAR,2pt,Jump Shot,[],1627832,75.64060446780552,47.549019607843135,1610612761,6,9,2022-12-18T23:13:05Z,180000,False,-12.0,176.0,1,right,MISS F. VanVleet 17' fadeaway Shot,[1627832],1610612761.0,TOR,fadeaway,,,VanVleet,F. VanVleet,,,,,Mid-Range,16-24 Center,17.69,Missed,,,,,,,,,,,,,,,,,,
