shortFormattedClock,actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,jerseyNumber,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,shotDistance,blockPlayerName,blockPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId
12:00,2,PT12M00.00S,2022-12-06T00:41:20.5Z,1,REGULAR,period,start,[],0,,,0,0,0,2022-12-06T00:41:20Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11:55,4,PT11M55.00S,2022-12-06T00:41:22.6Z,1,REGULAR,jumpball,recovered,[],1627832,,,1610612761,0,0,2022-12-06T00:41:22Z,40000,False,,,0,,Jump Ball C. Koloko vs. B. Griffin: Tip to F. VanVleet,"[1627832, 1631132, 201933]",23,1610612761.0,TOR,startperiod,F. VanVleet,1627832.0,VanVleet,F. VanVleet,Koloko,1631132.0,Griffin,201933.0,,,,,,,,,,,,,,,,,,,,,,
11:46,7,PT11M46.00S,2022-12-06T00:41:34.1Z,1,REGULAR,foul,personal,['2freethrow'],1628401,,,1610612761,0,0,2022-12-06T00:41:53Z,70000,False,,,0,,D. White shooting personal FOUL (1 PF) (Barnes 2 FT),"[1628401, 1630567]",9,1610612738.0,BOS,shooting,,,White,D. White,,,,,In The Paint (Non-RA),0-8 Center,1151.0,1.0,0.0,Barnes,1630567.0,,,,,,,,,,,,,,,
11:46,9,PT11M46.00S,2022-12-06T00:41:56.4Z,1,REGULAR,freethrow,1 of 2,[],1630567,,,1610612761,0,0,2022-12-06T00:42:14Z,90000,False,,,0,,MISS S. Barnes Free Throw 1 of 2,[1630567],4,1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,,,,,,,,Missed,,,,,,,,,,,,,,
11:46,10,PT11M46.00S,2022-12-06T00:41:56.4Z,1,REGULAR,rebound,offensive,"['team', 'deadball']",0,,,1610612761,0,0,2022-12-06T00:42:14Z,100000,False,,,0,,TEAM offensive REBOUND,[],,1610612761.0,TOR,,,,,,,,,,,,,,,,,,9.0,,,,,,,,,,,,,
11:46,11,PT11M46.00S,2022-12-06T00:41:56.4Z,1,REGULAR,freethrow,2 of 2,[],1630567,,,1610612761,0,0,2022-12-06T00:42:14Z,110000,False,,,0,,MISS S. Barnes Free Throw 2 of 2,[1630567],4,1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,,,,,,,,Missed,,,,,,,,,,,,,,
11:43,12,PT11M43.00S,2022-12-06T00:41:59.4Z,1,REGULAR,rebound,defensive,[],203935,,,1610612738,0,0,2022-12-06T00:42:14Z,120000,False,,,0,,M. Smart REBOUND (Off:0 Def:1),[203935],36,1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,,11.0,1.0,1.0,0.0,,,,,,,,,,
11:30,13,PT11M30.00S,2022-12-06T00:42:26.8Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627759,15.062417871222076,49.01960784313725,1610612738,0,0,2022-12-06T00:43:28Z,130000,False,5.0,89.0,1,left,MISS J. Brown 8' floating Shot - blocked,"[1627759, 1628384]",7,1610612738.0,BOS,floating,,,Brown,J. Brown,,,,,In The Paint (Non-RA),8-16 Center,,,,,,Missed,,,,,8.92,Anunoby,1628384.0,,,,,,,
11:30,14,PT11M30.00S,2022-12-06T00:42:26.8Z,1,REGULAR,block,,[],1628384,,,1610612738,0,0,2022-12-06T00:42:28Z,140000,False,,,0,,O. Anunoby BLOCK (1 BLK),[1628384],3,1610612761.0,TOR,,,,Anunoby,O. Anunoby,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
11:27,15,PT11M27.00S,2022-12-06T00:42:29.8Z,1,REGULAR,rebound,defensive,[],1630567,,,1610612761,0,0,2022-12-06T00:42:30Z,150000,False,,,0,,S. Barnes REBOUND (Off:0 Def:1),[1630567],4,1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,13.0,1.0,1.0,0.0,,,,,,,,,,
11:22,16,PT11M22.00S,2022-12-06T00:42:34.1Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1627783,70.51576872536137,25.245098039215684,1610612761,3,0,2022-12-06T00:42:45Z,160000,False,-124.0,225.0,1,right,P. Siakam 25' 3PT running (3 PTS) (F. VanVleet 1 AST),"[1627783, 1627832]",43,1610612761.0,TOR,running,,,Siakam,P. Siakam,,,,,Above the Break 3,24+ Left Center,,,,,,Made,,,,,25.65,,,3.0,F. VanVleet,1627832.0,1.0,,,
11:02,18,PT11M02.00S,2022-12-06T00:42:54.1Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627759,19.66162943495401,59.80392156862745,1610612738,3,2,2022-12-06T00:44:10Z,180000,False,-49.0,132.0,1,left,J. Brown 14' driving floating Jump Shot (2 PTS) (B. Griffin 1 AST),"[1627759, 201933]",7,1610612738.0,BOS,driving floating,,,Brown,J. Brown,,,,,In The Paint (Non-RA),8-16 Center,,,,,,Made,,,,,14.11,,,2.0,B. Griffin,201933.0,1.0,,,
10:58,20,PT10M58.00S,2022-12-06T00:43:00.3Z,1,REGULAR,turnover,out-of-bounds,[],1630567,,,1610612761,3,2,2022-12-06T00:43:05Z,200000,False,,,0,,S. Barnes bad pass out-of-bounds TURNOVER (1 TO),[1630567],4,1610612761.0,TOR,bad pass,,,Barnes,S. Barnes,,,,,Above the Break 3,24+ Right Center,201639.0,,,,,,,,,,,,,,,,,1.0,,
10:43,21,PT10M43.00S,2022-12-06T00:43:25.1Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",201933,7.835085413929041,50.73529411764706,1610612738,3,4,2022-12-06T00:43:30Z,210000,False,-4.0,21.0,1,left,B. Griffin cutting Layup (2 PTS) (J. Tatum 1 AST),"[201933, 1628369]",91,1610612738.0,BOS,cutting,,,Griffin,B. Griffin,,,,,Restricted Area,0-8 Center,,,,,,Made,,,,,2.14,,,2.0,J. Tatum,1628369.0,1.0,,,
