actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotResult,pointsTotal,shotDistance,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
48,PT07M50.00S,2023-01-22T23:19:01.6Z,1,REGULAR,substitution,in,[],201152,,,1610612752,14,10,2023-01-22T23:19:06Z,480000,False,,,0,,SUB in: T. Young,[201152],1610612761.0,TOR,,,,Young,T. Young,,,,,,,,,,,,,,,,,,,,,,,,,,
49,PT07M33.00S,2023-01-22T23:19:27.4Z,1,REGULAR,turnover,bad pass,[],203944,,,1610612752,14,10,2023-01-22T23:19:31Z,490000,False,,,0,,J. Randle bad pass TURNOVER (2 TO),"[203944, 1627783]",1610612752.0,NYK,,,,Randle,J. Randle,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,,,,,,2.0,Siakam,1627783.0,,
50,PT07M33.00S,2023-01-22T23:19:27.4Z,1,REGULAR,steal,,[],1627783,,,1610612761,14,10,2023-01-22T23:19:29Z,500000,False,,,0,,P. Siakam STEAL (1 STL),[1627783],1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,,,,,,,,,,
51,PT07M24.00S,2023-01-22T23:19:36.7Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1627783,86.28449408672799,38.48039215686275,1610612761,16,10,2023-01-22T23:19:42Z,510000,False,-58.0,76.0,1,right,P. Siakam 9' fadeaway Jump Shot (5 PTS) (S. Barnes 2 AST),"[1627783, 1630567]",1610612761.0,TOR,fadeaway,,,Siakam,P. Siakam,,,,,In The Paint (Non-RA),8-16 Left,,,,,,Made,5.0,9.57,,,,,S. Barnes,1630567.0,2.0,,,,,
54,PT07M11.00S,2023-01-22T23:19:57.4Z,1,REGULAR,foul,personal,[],1627832,,,1610612752,16,10,2023-01-22T23:20:14Z,540000,False,,,0,,F. VanVleet personal FOUL (1 PF),"[1627832, 1630579]",1610612761.0,TOR,,,,VanVleet,F. VanVleet,,,,,Mid-Range,16-24 Right Center,1626302.0,1.0,0.0,Sims,1630579.0,,,,,,,,,,,,,,,
56,PT07M05.00S,2023-01-22T23:20:24.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628973,7.966491458607096,45.34313725490196,1610612752,16,12,2023-01-22T23:20:33Z,560000,False,23.0,22.0,1,left,J. Brunson driving Layup (2 PTS) (J. Sims 1 AST),"[1628973, 1630579]",1610612752.0,NYK,driving,,,Brunson,J. Brunson,,,,,Restricted Area,0-8 Center,,,,,,Made,2.0,3.23,,,,,J. Sims,1630579.0,1.0,,,,,
58,PT07M05.00S,2023-01-22T23:20:28.4Z,1,REGULAR,foul,personal,['1freethrow'],201152,,,1610612752,16,12,2023-01-22T23:20:48Z,580000,False,,,0,,T. Young shooting personal FOUL (1 PF) (Brunson 1 FT),"[201152, 1628973]",1610612761.0,TOR,shooting,,,Young,T. Young,,,,,Restricted Area,0-8 Center,200834.0,1.0,0.0,Brunson,1628973.0,,,,,,,,,,,,,,,
60,PT07M05.00S,2023-01-22T23:20:58.3Z,1,REGULAR,freethrow,1 of 1,[],1628973,,,1610612752,16,13,2023-01-22T23:20:58Z,600000,False,,,0,,J. Brunson Free Throw 1 of 1 (3 PTS),[1628973],1610612752.0,NYK,,,,Brunson,J. Brunson,,,,,,,,,,,,Made,3.0,,,,,,,,,,,,,
61,PT06M52.00S,2023-01-22T23:21:17.9Z,1,REGULAR,foul,personal,[],1628973,,,1610612761,16,13,2023-01-22T23:21:29Z,610000,False,,,0,,J. Brunson personal FOUL (1 PF),"[1628973, 1629018]",1610612752.0,NYK,,,,Brunson,J. Brunson,,,,,In The Paint (Non-RA),0-8 Center,200834.0,1.0,0.0,Trent Jr.,1629018.0,,,,,,,,,,,,,,,
63,PT06M43.00S,2023-01-22T23:21:43.3Z,1,REGULAR,3pt,Jump Shot,[],1629018,69.46452036793693,66.91176470588235,1610612761,19,13,2023-01-22T23:21:48Z,630000,False,85.0,235.0,1,right,G. Trent Jr. 24' 3PT  (9 PTS) (P. Siakam 2 AST),"[1629018, 1627783]",1610612761.0,TOR,,,,Trent Jr.,G. Trent Jr.,,,,,Above the Break 3,24+ Right Center,,,,,,Made,9.0,24.93,,,,,P. Siakam,1627783.0,2.0,,,,,
65,PT06M15.00S,2023-01-22T23:22:14.1Z,1,REGULAR,foul,personal,['2freethrow'],1629018,,,1610612752,19,13,2023-01-22T23:22:44Z,650000,False,,,0,,G. Trent Jr. shooting personal FOUL (1 PF) (Grimes 2 FT),"[1629018, 1629656]",1610612761.0,TOR,shooting,,,Trent Jr.,G. Trent Jr.,,,,,In The Paint (Non-RA),0-8 Center,1626302.0,1.0,0.0,Grimes,1629656.0,,,,,,,,,,,,,,,
67,PT06M15.00S,2023-01-22T23:22:44.7Z,1,REGULAR,freethrow,1 of 2,[],1629656,,,1610612752,19,14,2023-01-22T23:22:44Z,670000,False,,,0,,Q. Grimes Free Throw 1 of 2 (1 PTS),[1629656],1610612752.0,NYK,,,,Grimes,Q. Grimes,,,,,,,,,,,,Made,1.0,,,,,,,,,,,,,
68,PT06M15.00S,2023-01-22T23:22:56.2Z,1,REGULAR,freethrow,2 of 2,[],1629656,,,1610612752,19,15,2023-01-22T23:22:56Z,680000,False,,,0,,Q. Grimes Free Throw 2 of 2 (2 PTS),[1629656],1610612752.0,NYK,,,,Grimes,Q. Grimes,,,,,,,,,,,,Made,2.0,,,,,,,,,,,,,
69,PT06M02.00S,2023-01-22T23:23:12.2Z,1,REGULAR,3pt,Jump Shot,[],1627783,70.51576872536137,22.794117647058822,1610612761,19,15,2023-01-22T23:23:17Z,690000,False,-136.0,225.0,1,right,MISS P. Siakam 26' pullup 3PT,[1627783],1610612761.0,TOR,pullup,,,Siakam,P. Siakam,,,,,Above the Break 3,24+ Left Center,,,,,,Missed,,26.27,,,,,,,,,,,,
70,PT05M59.00S,2023-01-22T23:23:15.2Z,1,REGULAR,rebound,defensive,[],1629656,,,1610612752,19,15,2023-01-22T23:23:17Z,700000,False,,,0,,Q. Grimes REBOUND (Off:0 Def:2),[1629656],1610612752.0,NYK,,,,Grimes,Q. Grimes,,,,,Above the Break 3,24+ Left Center,,,,,,,,,69.0,2.0,2.0,0.0,,,,,,,,
71,PT05M46.00S,2023-01-22T23:23:27.3Z,1,REGULAR,3pt,Jump Shot,[],1629656,9.017739816031538,96.32352941176471,1610612752,19,15,2023-01-22T23:23:32Z,710000,False,-232.0,32.0,1,left,MISS Q. Grimes 3PT,[1629656],1610612752.0,NYK,,,,Grimes,Q. Grimes,,,,,Left Corner 3,24+ Left,,,,,,Missed,,23.38,,,,,,,,,,,,
72,PT05M43.00S,2023-01-22T23:23:30.3Z,1,REGULAR,rebound,offensive,[],203944,,,1610612752,19,15,2023-01-22T23:23:32Z,720000,False,,,0,,J. Randle REBOUND (Off:2 Def:1),[203944],1610612752.0,NYK,,,,Randle,J. Randle,,,,,Left Corner 3,24+ Left,,,,,,,,,71.0,3.0,1.0,2.0,,,,,,,,
73,PT05M43.00S,2023-01-22T23:23:31.9Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",203944,7.5722733245729295,53.18627450980392,1610612752,19,17,2023-01-22T23:24:37Z,730000,False,-16.0,19.0,1,left,J. Randle putback Layup (5 PTS),[203944],1610612752.0,NYK,putback,,,Randle,J. Randle,,,,,Restricted Area,0-8 Center,,,,,,Made,5.0,2.45,,,,,,,,,,,,
74,PT05M32.00S,2023-01-22T23:23:42.5Z,1,REGULAR,turnover,bad pass,[],201152,,,1610612761,19,17,2023-01-22T23:23:46Z,740000,False,,,0,,T. Young bad pass TURNOVER (1 TO),"[201152, 1628973]",1610612761.0,TOR,,,,Young,T. Young,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,,,,1.0,Brunson,1628973.0,,
75,PT05M32.00S,2023-01-22T23:23:42.5Z,1,REGULAR,steal,,[],1628973,,,1610612752,19,17,2023-01-22T23:23:44Z,750000,False,,,0,,J. Brunson STEAL (1 STL),[1628973],1610612752.0,NYK,,,,Brunson,J. Brunson,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,,,,,,,,
76,PT05M26.00S,2023-01-22T23:23:50.0Z,1,REGULAR,turnover,out-of-bounds,[],1629656,,,1610612752,19,17,2023-01-22T23:24:03Z,760000,False,,,0,,Q. Grimes step out-of-bounds TURNOVER (1 TO),[1629656],1610612752.0,NYK,step,,,Grimes,Q. Grimes,,,,,Right Corner 3,24+ Right,1628954.0,,,,,,,,,,,,,,,1.0,,,,
77,PT05M26.00S,2023-01-22T23:23:57.9Z,1,REGULAR,substitution,out,[],1630567,,,1610612761,19,17,2023-01-22T23:24:01Z,770000,False,,,0,,SUB out: S. Barnes,[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,,,,,,,,,,,,,,,,,,,,,,
78,PT05M26.00S,2023-01-22T23:23:57.9Z,1,REGULAR,substitution,in,[],1628449,,,1610612761,19,17,2023-01-22T23:24:01Z,780000,False,,,0,,SUB in: C. Boucher,[1628449],1610612761.0,TOR,,,,Boucher,C. Boucher,,,,,,,,,,,,,,,,,,,,,,,,,,
79,PT05M01.00S,2023-01-22T23:24:29.4Z,1,REGULAR,2pt,Jump Shot,['fromturnover'],201152,93.03547963206307,30.997242647058826,1610612761,21,17,2023-01-22T23:24:44Z,790000,False,-95.0,13.0,1,right,T. Young 9' driving floating Jump Shot (2 PTS) (F. VanVleet 1 AST),"[201152, 1627832]",1610612761.0,TOR,driving floating,,,Young,T. Young,,,,,Mid-Range,8-16 Left,,,,,,Made,2.0,9.59,,,,,F. VanVleet,1627832.0,1.0,,,,,
81,PT04M48.00S,2023-01-22T23:24:43.1Z,1,REGULAR,turnover,lost ball,[],1629628,,,1610612752,21,17,2023-01-22T23:24:48Z,810000,False,,,0,,R. Barrett lost ball TURNOVER (1 TO),"[1629628, 1629018]",1610612752.0,NYK,,,,Barrett,R. Barrett,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,,,,1.0,Trent Jr.,1629018.0,,
82,PT04M48.00S,2023-01-22T23:24:43.1Z,1,REGULAR,steal,,[],1629018,,,1610612761,21,17,2023-01-22T23:26:43Z,820000,False,,,0,,G. Trent Jr. STEAL (1 STL),[1629018],1610612761.0,TOR,,,,Trent Jr.,G. Trent Jr.,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,,,,,,,,
83,PT04M44.00S,2023-01-22T23:24:46.9Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1628449,94.30026281208936,52.94117647058824,1610612761,23,17,2023-01-22T23:24:54Z,830000,False,15.0,1.0,1,right,C. Boucher running alley-oop Layup (2 PTS) (G. Trent Jr. 1 AST),"[1628449, 1629018]",1610612761.0,TOR,running alley-oop,,,Boucher,C. Boucher,,,,,Restricted Area,0-8 Center,,,,,,Made,2.0,1.47,,,,,G. Trent Jr.,1629018.0,1.0,,,,,
85,PT04M20.00S,2023-01-22T23:25:11.2Z,1,REGULAR,3pt,Jump Shot,[],1629628,30.831143232588698,76.47058823529412,1610612752,23,17,2023-01-22T23:25:18Z,850000,False,-132.0,237.0,1,left,MISS R. Barrett 27' 3PT - blocked,"[1629628, 1627783]",1610612752.0,NYK,,,,Barrett,R. Barrett,,,,,Above the Break 3,24+ Left Center,,,,,,Missed,,27.17,,,,,,,,,,,Siakam,1627783.0
86,PT04M20.00S,2023-01-22T23:25:11.2Z,1,REGULAR,block,,[],1627783,,,1610612752,23,17,2023-01-22T23:25:14Z,860000,False,,,0,,P. Siakam BLOCK (1 BLK),[1627783],1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,,,,,
87,PT04M16.00S,2023-01-22T23:25:15.2Z,1,REGULAR,rebound,defensive,[],201152,,,1610612761,23,17,2023-01-22T23:25:18Z,870000,False,,,0,,T. Young REBOUND (Off:0 Def:1),[201152],1610612761.0,TOR,,,,Young,T. Young,,,,,Above the Break 3,24+ Left Center,,,,,,,,,85.0,1.0,1.0,0.0,,,,,,,,
