actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,turnoverTotal,stealPlayerName,stealPersonId,shotDistance,shotResult,pointsTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
15,PT10M38.00S,2023-02-24T00:42:45.8Z,1,REGULAR,rebound,defensive,[],1628384,,,1610612761,2,0,2023-02-24T00:42:47Z,150000,False,,,0,,O. Anunoby REBOUND (Off:0 Def:1),[1628384],1610612761.0,TOR,,,,Anunoby,O. Anunoby,,,,,Left Corner 3,24+ Left,,,,,,,14.0,1.0,1.0,0.0,,,,,,,,,,
16,PT10M32.00S,2023-02-24T00:42:52.3Z,1,REGULAR,3pt,Jump Shot,[],1628384,33.065045992115635,61.029411764705884,1610612761,2,0,2023-02-24T00:43:54Z,160000,False,-55.0,258.0,1,left,MISS O. Anunoby 26' pullup 3PT,[1628384],1610612761.0,TOR,pullup,,,Anunoby,O. Anunoby,,,,,Above the Break 3,24+ Center,,,,26.41,Missed,,,,,,,,,,,,,,,
17,PT10M29.00S,2023-02-24T00:42:55.3Z,1,REGULAR,rebound,defensive,[],202685,,,1610612740,2,0,2023-02-24T00:42:58Z,170000,False,,,0,,J. Valanciunas REBOUND (Off:0 Def:1),[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,Above the Break 3,24+ Center,,,,,,,16.0,1.0,1.0,0.0,,,,,,,,,,
18,PT10M11.00S,2023-02-24T00:43:13.3Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627742,90.22667542706965,51.9607843137255,1610612740,2,0,2023-02-24T00:43:20Z,180000,False,10.0,39.0,1,right,MISS B. Ingram driving floating bank Shot,[1627742],1610612740.0,NOP,driving floating bank,,,Ingram,B. Ingram,,,,,Restricted Area,0-8 Center,,,,4.06,Missed,,,,,,,,,,,,,,,
19,PT10M09.00S,2023-02-24T00:43:15.3Z,1,REGULAR,rebound,defensive,[],1627751,,,1610612761,2,0,2023-02-24T00:43:20Z,190000,False,,,0,,J. Poeltl REBOUND (Off:0 Def:1),[1627751],1610612761.0,TOR,,,,Poeltl,J. Poeltl,,,,,Restricted Area,0-8 Center,,,,,,,18.0,1.0,1.0,0.0,,,,,,,,,,
21,PT09M56.00S,2023-02-24T00:43:47.2Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1627751,6.389618922470433,50.0,1610612761,4,0,2023-02-24T00:45:00Z,210000,False,0.0,8.0,1,left,J. Poeltl DUNK (2 PTS) (S. Barnes 1 AST),"[1627751, 1630567]",1610612761.0,TOR,,,,Poeltl,J. Poeltl,,,,,Restricted Area,0-8 Center,,,,0.76,Made,2.0,,,,,S. Barnes,1630567.0,1.0,,,,,,,
23,PT09M37.00S,2023-02-24T00:44:06.1Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],202685,90.48948751642575,49.26470588235294,1610612740,4,0,2023-02-24T00:44:11Z,230000,False,-4.0,37.0,1,right,MISS J. Valanciunas Hook,[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,Restricted Area,0-8 Center,,,,3.71,Missed,,,,,,,,,,,,,,,
24,PT09M35.00S,2023-02-24T00:44:08.1Z,1,REGULAR,rebound,defensive,[],1627751,,,1610612761,4,0,2023-02-24T00:44:11Z,240000,False,,,0,,J. Poeltl REBOUND (Off:0 Def:2),[1627751],1610612761.0,TOR,,,,Poeltl,J. Poeltl,,,,,Restricted Area,0-8 Center,,,,,,,23.0,2.0,2.0,0.0,,,,,,,,,,
25,PT09M26.00S,2023-02-24T00:44:16.3Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1627783,12.828515111695138,42.64705882352941,1610612761,4,0,2023-02-24T00:44:20Z,250000,False,37.0,68.0,1,left,MISS P. Siakam 7' turnaround Hook,[1627783],1610612761.0,TOR,turnaround,,,Siakam,P. Siakam,,,,,In The Paint (Non-RA),0-8 Center,,,,7.74,Missed,,,,,,,,,,,,,,,
26,PT09M24.00S,2023-02-24T00:44:18.3Z,1,REGULAR,rebound,defensive,[],1630529,,,1610612740,4,0,2023-02-24T00:44:20Z,260000,False,,,0,,H. Jones REBOUND (Off:0 Def:2),[1630529],1610612740.0,NOP,,,,Jones,H. Jones,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,25.0,2.0,2.0,0.0,,,,,,,,,,
27,PT09M15.00S,2023-02-24T00:44:28.0Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202685,88.78120893561103,57.59803921568627,1610612740,4,0,2023-02-24T00:46:21Z,270000,False,38.0,53.0,1,right,MISS J. Valanciunas 6' pullup Shot,[202685],1610612740.0,NOP,pullup,,,Valanciunas,J. Valanciunas,,,,,In The Paint (Non-RA),0-8 Center,,,,6.52,Missed,,,,,,,,,,,,,,,
28,PT09M12.00S,2023-02-24T00:44:31.0Z,1,REGULAR,rebound,defensive,[],1627751,,,1610612761,4,0,2023-02-24T00:44:34Z,280000,False,,,0,,J. Poeltl REBOUND (Off:0 Def:3),[1627751],1610612761.0,TOR,,,,Poeltl,J. Poeltl,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,27.0,3.0,3.0,0.0,,,,,,,,,,
29,PT09M06.00S,2023-02-24T00:44:36.3Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1628384,8.09789750328515,3.6764705882352944,1610612761,4,0,2023-02-24T00:44:42Z,290000,False,232.0,24.0,1,left,MISS O. Anunoby running 3PT,[1628384],1610612761.0,TOR,running,,,Anunoby,O. Anunoby,,,,,Right Corner 3,24+ Right,,,,23.28,Missed,,,,,,,,,,,,,,,
30,PT09M04.00S,2023-02-24T00:44:38.3Z,1,REGULAR,rebound,defensive,[],203468,,,1610612740,4,0,2023-02-24T00:44:42Z,300000,False,,,0,,C. McCollum REBOUND (Off:0 Def:1),[203468],1610612740.0,NOP,,,,McCollum,C. McCollum,,,,,Right Corner 3,24+ Right,,,,,,,29.0,1.0,1.0,0.0,,,,,,,,,,
31,PT08M53.00S,2023-02-24T00:44:50.7Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627742,83.39356110381078,40.19607843137255,1610612740,4,2,2023-02-24T00:44:57Z,310000,False,-49.0,104.0,1,right,B. Ingram 11' pullup Jump Shot (2 PTS),[1627742],1610612740.0,NOP,pullup,,,Ingram,B. Ingram,,,,,In The Paint (Non-RA),8-16 Center,,,,11.46,Made,2.0,,,,,,,,,,,,,,
32,PT08M30.00S,2023-02-24T00:45:13.6Z,1,REGULAR,turnover,bad pass,[],1630567,,,1610612761,4,2,2023-02-24T00:45:17Z,320000,False,,,0,,S. Barnes bad pass TURNOVER (1 TO),"[1630567, 1626196]",1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,Above the Break 3,24+ Center,1.0,Richardson,1626196.0,,,,,,,,,,,,,,,,,
33,PT08M30.00S,2023-02-24T00:45:13.6Z,1,REGULAR,steal,,[],1626196,,,1610612740,4,2,2023-02-24T00:45:15Z,330000,False,,,0,,J. Richardson STEAL (1 STL),[1626196],1610612740.0,NOP,,,,Richardson,J. Richardson,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,,,
34,PT08M25.00S,2023-02-24T00:45:18.0Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1630529,93.64323258869908,49.50980392156863,1610612740,4,4,2023-02-24T00:45:25Z,340000,False,-2.0,7.0,1,right,H. Jones running finger roll Layup (2 PTS) (J. Richardson 1 AST),"[1630529, 1626196]",1610612740.0,NOP,running finger roll,,,Jones,H. Jones,,,,,Restricted Area,0-8 Center,,,,0.77,Made,2.0,,,,,J. Richardson,1626196.0,1.0,,,,,,,
36,PT07M59.00S,2023-02-24T00:45:43.5Z,1,REGULAR,3pt,Jump Shot,[],1627783,29.6484888304862,27.450980392156865,1610612761,4,4,2023-02-24T00:45:48Z,360000,False,113.0,226.0,1,left,MISS P. Siakam 25' 3PT,[1627783],1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,Above the Break 3,24+ Right Center,,,,25.27,Missed,,,,,,,,,,,,,,,
37,PT07M56.00S,2023-02-24T00:45:46.5Z,1,REGULAR,rebound,defensive,[],203468,,,1610612740,4,4,2023-02-24T00:45:48Z,370000,False,,,0,,C. McCollum REBOUND (Off:0 Def:2),[203468],1610612740.0,NOP,,,,McCollum,C. McCollum,,,,,Above the Break 3,24+ Right Center,,,,,,,36.0,2.0,2.0,0.0,,,,,,,,,,
38,PT07M49.00S,2023-02-24T00:45:53.2Z,1,REGULAR,3pt,Jump Shot,[],1627742,67.09921156373193,53.67647058823529,1610612740,4,4,2023-02-24T00:45:59Z,380000,False,18.0,257.0,1,right,MISS B. Ingram 25' 3PT,[1627742],1610612740.0,NOP,,,,Ingram,B. Ingram,,,,,Above the Break 3,24+ Center,,,,25.75,Missed,,,,,,,,,,,,,,,
39,PT07M48.00S,2023-02-24T00:45:54.2Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612761,4,4,2023-02-24T00:45:59Z,390000,False,,,0,,TEAM defensive REBOUND,[],1610612761.0,TOR,,,,,,,,,,Above the Break 3,24+ Center,,,,,,,38.0,,,,,,,,,,,,,
40,PT07M48.00S,2023-02-24T00:46:00.6Z,1,REGULAR,foul,personal,[],202685,,,1610612761,4,4,2023-02-24T00:46:17Z,400000,False,,,0,,J. Valanciunas loose ball personal FOUL (1 PF),"[202685, 1627751]",1610612740.0,NOP,loose ball,,,Valanciunas,J. Valanciunas,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,1626300.0,1.0,0.0,Poeltl,1627751.0,,
42,PT07M35.00S,2023-02-24T00:46:24.9Z,1,REGULAR,3pt,Jump Shot,[],1630567,30.436925098554536,73.77450980392157,1610612761,4,4,2023-02-24T00:46:31Z,420000,False,-119.0,234.0,1,left,MISS S. Barnes 26' pullup 3PT,[1630567],1610612761.0,TOR,pullup,,,Barnes,S. Barnes,,,,,Above the Break 3,24+ Left Center,,,,26.21,Missed,,,,,,,,,,,,,,,
43,PT07M32.00S,2023-02-24T00:46:27.9Z,1,REGULAR,rebound,defensive,[],1630529,,,1610612740,4,4,2023-02-24T00:46:31Z,430000,False,,,0,,H. Jones REBOUND (Off:0 Def:3),[1630529],1610612740.0,NOP,,,,Jones,H. Jones,,,,,Above the Break 3,24+ Left Center,,,,,,,42.0,3.0,3.0,0.0,,,,,,,,,,
44,PT07M26.00S,2023-02-24T00:46:34.1Z,1,REGULAR,2pt,Jump Shot,[],1626196,76.42904073587385,45.588235294117645,1610612740,4,6,2023-02-24T00:46:40Z,440000,False,-22.0,169.0,1,right,J. Richardson 17' step back Jump Shot (2 PTS),[1626196],1610612740.0,NOP,step back,,,Richardson,J. Richardson,,,,,Mid-Range,16-24 Center,,,,17.05,Made,2.0,,,,,,,,,,,,,,
46,PT07M13.00S,2023-02-24T00:46:46.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1627783,6.1268068331143235,50.98039215686274,1610612761,6,6,2023-02-24T00:49:12Z,460000,False,-5.0,5.0,1,left,P. Siakam Layup (4 PTS) (J. Poeltl 1 AST),"[1627783, 1627751]",1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,Restricted Area,0-8 Center,,,,0.71,Made,4.0,,,,,J. Poeltl,1627751.0,1.0,,,,,,,
48,PT07M05.00S,2023-02-24T00:46:55.0Z,1,REGULAR,2pt,Jump Shot,[],203468,94.43166885676742,23.774509803921568,1610612740,6,6,2023-02-24T00:47:00Z,480000,False,-131.0,0.0,1,right,MISS C. McCollum 13' pullup Shot,[203468],1610612740.0,NOP,pullup,,,McCollum,C. McCollum,,,,,Mid-Range,8-16 Left,,,,13.11,Missed,,,,,,,,,,,,,,,
49,PT07M02.00S,2023-02-24T00:46:58.0Z,1,REGULAR,rebound,defensive,[],1628384,,,1610612761,6,6,2023-02-24T00:47:00Z,490000,False,,,0,,O. Anunoby REBOUND (Off:0 Def:2),[1628384],1610612761.0,TOR,,,,Anunoby,O. Anunoby,,,,,Mid-Range,8-16 Left,,,,,,,48.0,2.0,2.0,0.0,,,,,,,,,,
50,PT06M52.00S,2023-02-24T00:47:11.4Z,1,REGULAR,foul,personal,[],1626196,,,1610612761,6,6,2023-02-24T00:49:33Z,500000,False,,,0,,J. Richardson personal FOUL (1 PF),"[1626196, 1627783]",1610612740.0,NOP,,,,Richardson,J. Richardson,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,,1627534.0,1.0,0.0,Siakam,1627783.0,,
52,PT06M52.00S,2023-02-24T00:47:20.4Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612761,6,6,2023-02-24T00:47:20Z,520000,False,,,0,,TOR Timeout,[],1610612761.0,TOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,PT06M52.00S,2023-02-24T00:48:55.9Z,1,REGULAR,substitution,out,[],1628384,,,1610612761,6,6,2023-02-24T00:49:42Z,530000,False,,,0,,SUB out: O. Anunoby,[1628384],1610612761.0,TOR,,,,Anunoby,O. Anunoby,,,,,,,,,,,,,,,,,,,,,,,,,,
54,PT06M52.00S,2023-02-24T00:48:55.9Z,1,REGULAR,substitution,in,[],1628449,,,1610612761,6,6,2023-02-24T00:49:42Z,540000,False,,,0,,SUB in: C. Boucher,[1628449],1610612761.0,TOR,,,,Boucher,C. Boucher,,,,,,,,,,,,,,,,,,,,,,,,,,
55,PT06M43.00S,2023-02-24T00:50:17.7Z,1,REGULAR,3pt,Jump Shot,[],1627783,8.229303547963205,96.32352941176471,1610612761,6,6,2023-02-24T00:50:22Z,550000,False,-232.0,25.0,1,left,MISS P. Siakam 3PT,[1627783],1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,Left Corner 3,24+ Left,,,,23.29,Missed,,,,,,,,,,,,,,,
56,PT06M39.00S,2023-02-24T00:50:21.7Z,1,REGULAR,rebound,defensive,[],202685,,,1610612740,6,6,2023-02-24T00:50:22Z,560000,False,,,0,,J. Valanciunas REBOUND (Off:0 Def:2),[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,Left Corner 3,24+ Left,,,,,,,55.0,2.0,2.0,0.0,,,,,,,,,,
57,PT06M32.00S,2023-02-24T00:50:30.1Z,1,REGULAR,foul,personal,['2freethrow'],1627751,,,1610612740,6,6,2023-02-24T00:50:40Z,570000,False,,,0,,J. Poeltl shooting personal FOUL (1 PF) (Ingram 2 FT),"[1627751, 1627742]",1610612761.0,TOR,shooting,,,Poeltl,J. Poeltl,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,1627534.0,1.0,0.0,Ingram,1627742.0,,
59,PT06M32.00S,2023-02-24T00:50:54.5Z,1,REGULAR,freethrow,1 of 2,[],1627742,,,1610612740,6,7,2023-02-24T00:50:54Z,590000,False,,,0,,B. Ingram Free Throw 1 of 2 (3 PTS),[1627742],1610612740.0,NOP,,,,Ingram,B. Ingram,,,,,,,,,,,Made,3.0,,,,,,,,,,,,,,
60,PT06M32.00S,2023-02-24T00:50:55.4Z,1,REGULAR,substitution,out,[],203468,,,1610612740,6,7,2023-02-24T00:50:59Z,600000,False,,,0,,SUB out: C. McCollum,[203468],1610612740.0,NOP,,,,McCollum,C. McCollum,,,,,,,,,,,,,,,,,,,,,,,,,,
61,PT06M32.00S,2023-02-24T00:50:55.4Z,1,REGULAR,substitution,in,[],1630631,,,1610612740,6,7,2023-02-24T00:50:59Z,610000,False,,,0,,SUB in: J. Alvarado,[1630631],1610612740.0,NOP,,,,Alvarado,J. Alvarado,,,,,,,,,,,,,,,,,,,,,,,,,,
62,PT06M32.00S,2023-02-24T00:51:13.8Z,1,REGULAR,freethrow,2 of 2,[],1627742,,,1610612740,6,7,2023-02-24T00:51:13Z,620000,False,,,0,,MISS B. Ingram Free Throw 2 of 2,[1627742],1610612740.0,NOP,,,,Ingram,B. Ingram,,,,,,,,,,,Missed,,,,,,,,,,,,,,,
63,PT06M30.00S,2023-02-24T00:51:14.7Z,1,REGULAR,rebound,defensive,[],1628449,,,1610612761,6,7,2023-02-24T00:51:14Z,630000,False,,,0,,C. Boucher REBOUND (Off:0 Def:1),[1628449],1610612761.0,TOR,,,,Boucher,C. Boucher,,,,,,,,,,,,,62.0,1.0,1.0,0.0,,,,,,,,,,
64,PT06M17.00S,2023-02-24T00:51:27.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1627783,10.200394218134035,51.470588235294116,1610612761,6,7,2023-02-24T00:51:37Z,640000,False,-7.0,43.0,1,left,MISS P. Siakam cutting Layup - blocked,"[1627783, 1630529]",1610612761.0,TOR,cutting,,,Siakam,P. Siakam,,,,,Restricted Area,0-8 Center,,,,4.4,Missed,,,,,,,,,,,,,,Jones,1630529.0
65,PT06M17.00S,2023-02-24T00:51:27.6Z,1,REGULAR,block,,[],1630529,,,1610612761,6,7,2023-02-24T00:52:04Z,650000,False,,,0,,H. Jones BLOCK (1 BLK),[1630529],1610612740.0,NOP,,,,Jones,H. Jones,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
66,PT06M17.00S,2023-02-24T00:51:27.6Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612761,6,7,2023-02-24T00:51:37Z,660000,False,,,0,,TEAM offensive REBOUND,[],1610612761.0,TOR,,,,,,,,,,Restricted Area,0-8 Center,,,,,,,64.0,,,,,,,,,,,,,
68,PT06M13.00S,2023-02-24T00:51:45.1Z,1,REGULAR,2pt,Jump Shot,['2ndchance'],1629018,11.383048620236531,19.607843137254903,1610612761,8,7,2023-02-24T00:51:53Z,680000,False,152.0,55.0,1,left,G. Trent Jr. 16' step back Jump Shot (2 PTS),[1629018],1610612761.0,TOR,step back,,,Trent Jr.,G. Trent Jr.,,,,,Mid-Range,16-24 Right,,,,16.15,Made,2.0,,,,,,,,,,,,,,
69,PT06M00.00S,2023-02-24T00:51:57.8Z,1,REGULAR,turnover,bad pass,[],1627742,,,1610612740,8,7,2023-02-24T00:52:07Z,690000,False,,,0,,B. Ingram bad pass TURNOVER (1 TO),"[1627742, 1627751]",1610612740.0,NOP,,,,Ingram,B. Ingram,,,,,In The Paint (Non-RA),8-16 Center,1.0,Poeltl,1627751.0,,,,,,,,,,,,,,,,,
70,PT06M00.00S,2023-02-24T00:51:57.8Z,1,REGULAR,steal,,[],1627751,,,1610612761,8,7,2023-02-24T01:14:51Z,700000,False,,,0,,J. Poeltl STEAL (1 STL),[1627751],1610612761.0,TOR,,,,Poeltl,J. Poeltl,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
71,PT05M50.00S,2023-02-24T00:52:07.9Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1628449,7.178055190538765,51.9607843137255,1610612761,8,7,2023-02-24T00:52:14Z,710000,False,-10.0,15.0,1,left,MISS C. Boucher cutting Layup - blocked,"[1628449, 1630529]",1610612761.0,TOR,cutting,,,Boucher,C. Boucher,,,,,Restricted Area,0-8 Center,,,,1.79,Missed,,,,,,,,,,,,,,Jones,1630529.0
72,PT05M50.00S,2023-02-24T00:52:07.9Z,1,REGULAR,block,,[],1630529,,,1610612761,8,7,2023-02-24T00:52:10Z,720000,False,,,0,,H. Jones BLOCK (2 BLK),[1630529],1610612740.0,NOP,,,,Jones,H. Jones,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
73,PT05M45.00S,2023-02-24T00:52:12.9Z,1,REGULAR,rebound,offensive,[],1627751,,,1610612761,8,7,2023-02-24T00:52:14Z,730000,False,,,0,,J. Poeltl REBOUND (Off:1 Def:3),[1627751],1610612761.0,TOR,,,,Poeltl,J. Poeltl,,,,,Restricted Area,0-8 Center,,,,,,,71.0,4.0,3.0,1.0,,,,,,,,,,
74,PT05M45.00S,2023-02-24T00:52:13.1Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",1627751,5.590000152587891,50.0,1610612761,10,7,2023-02-24T00:52:13Z,740000,False,0.0,0.0,1,left,J. Poeltl putback Layup (4 PTS),[1627751],1610612761.0,TOR,putback,,,Poeltl,J. Poeltl,,,,,Mid-Range,8-16 Left,,,,0.0,Made,4.0,,,,,,,,,,,,,,
75,PT05M37.00S,2023-02-24T00:52:21.1Z,1,REGULAR,turnover,bad pass,[],1627742,,,1610612740,10,7,2023-02-24T00:52:25Z,750000,False,,,0,,B. Ingram bad pass TURNOVER (2 TO),"[1627742, 1630567]",1610612740.0,NOP,,,,Ingram,B. Ingram,,,,,Mid-Range,16-24 Center,2.0,Barnes,1630567.0,,,,,,,,,,,,,,,,,
76,PT05M37.00S,2023-02-24T00:52:21.1Z,1,REGULAR,steal,,[],1630567,,,1610612761,10,7,2023-02-24T00:52:23Z,760000,False,,,0,,S. Barnes STEAL (2 STL),[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,,,,,,,,
77,PT05M26.00S,2023-02-24T00:52:35.8Z,1,REGULAR,turnover,out-of-bounds,[],1629018,,,1610612761,10,7,2023-02-24T00:52:43Z,770000,False,,,0,,G. Trent Jr. bad pass out-of-bounds TURNOVER (1 TO),[1629018],1610612761.0,TOR,bad pass,,,Trent Jr.,G. Trent Jr.,,,,,Mid-Range,16-24 Center,1.0,,,,,,,,,,,,,1627534.0,,,,,,
78,PT05M26.00S,2023-02-24T00:52:39.0Z,1,REGULAR,substitution,out,[],1626196,,,1610612740,10,7,2023-02-24T00:52:57Z,780000,False,,,0,,SUB out: J. Richardson,[1626196],1610612740.0,NOP,,,,Richardson,J. Richardson,,,,,,,,,,,,,,,,,,,,,,,,,,
79,PT05M26.00S,2023-02-24T00:52:39.0Z,1,REGULAR,substitution,out,[],1630529,,,1610612740,10,7,2023-02-24T00:52:57Z,790000,False,,,0,,SUB out: H. Jones,[1630529],1610612740.0,NOP,,,,Jones,H. Jones,,,,,,,,,,,,,,,,,,,,,,,,,,
80,PT05M26.00S,2023-02-24T00:52:39.0Z,1,REGULAR,substitution,in,[],1630530,,,1610612740,10,7,2023-02-24T00:52:57Z,800000,False,,,0,,SUB in: T. Murphy III,[1630530],1610612740.0,NOP,,,,Murphy III,T. Murphy III,,,,,,,,,,,,,,,,,,,,,,,,,,
81,PT05M26.00S,2023-02-24T00:52:39.0Z,1,REGULAR,substitution,in,[],1630230,,,1610612740,10,7,2023-02-24T00:52:57Z,810000,False,,,0,,SUB in: N. Marshall,[1630230],1610612740.0,NOP,,,,Marshall,N. Marshall,,,,,,,,,,,,,,,,,,,,,,,,,,
