actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,turnoverTotal,stealPlayerName,stealPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
333,PT00M00.00S,2023-02-09T01:32:06.4Z,2,REGULAR,period,end,[],0,,,1610612759,57,54,2023-02-09T01:32:06Z,3260000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
334,PT12M00.00S,2023-02-09T01:46:25.5Z,3,REGULAR,substitution,out,['startperiod'],1631132,,,1610612759,57,54,2023-02-09T01:47:15Z,3270000,False,,,0,,SUB out: C. Koloko,[1631132],1610612761.0,TOR,,,,Koloko,C. Koloko,,,,,,,,,,,,,,,,,,,,,,,,,,
335,PT12M00.00S,2023-02-09T01:46:25.5Z,3,REGULAR,substitution,in,['startperiod'],1630173,,,1610612759,57,54,2023-02-09T01:47:15Z,3280000,False,,,0,,SUB in: P. Achiuwa,[1630173],1610612761.0,TOR,,,,Achiuwa,P. Achiuwa,,,,,,,,,,,,,,,,,,,,,,,,,,
336,PT12M00.00S,2023-02-09T01:47:14.9Z,3,REGULAR,period,start,[],0,,,1610612761,57,54,2023-02-09T01:47:16Z,3290000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
337,PT11M44.00S,2023-02-09T01:47:30.0Z,3,REGULAR,3pt,Jump Shot,[],1627832,24.129434954007884,12.254901960784313,1610612761,57,54,2023-02-09T01:47:38Z,3300000,False,189.0,174.0,1,left,MISS F. VanVleet 25' 3PT,[1627832],1610612761.0,TOR,,,,VanVleet,F. VanVleet,,,,,Above the Break 3,24+ Right Center,25.69,Missed,,,,,,,,,,,,,,,,,,
338,PT11M38.00S,2023-02-09T01:47:36.0Z,3,REGULAR,rebound,defensive,[],1626196,,,1610612759,57,54,2023-02-09T01:47:38Z,3310000,False,,,0,,J. Richardson REBOUND (Off:1 Def:5),[1626196],1610612759.0,SAS,,,,Richardson,J. Richardson,,,,,Above the Break 3,24+ Right Center,,,337.0,6.0,5.0,1.0,,,,,,,,,,,,,,
339,PT11M29.00S,2023-02-09T01:47:46.4Z,3,REGULAR,foul,offensive,[],1627751,,,1610612759,57,54,2023-02-09T01:47:57Z,3320000,False,,,0,,J. Poeltl offensive FOUL (2 PF),"[1627751, 1630173]",1610612759.0,SAS,,,,Poeltl,J. Poeltl,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,200834.0,,,,2.0,0.0,Achiuwa,1630173.0
341,PT11M29.00S,2023-02-09T01:47:46.4Z,3,REGULAR,turnover,offensive foul,[],1627751,,,1610612759,57,54,2023-02-09T01:47:46Z,3340000,False,,,0,,J. Poeltl offensive foul TURNOVER (1 TO),[1627751],1610612759.0,SAS,,,,Poeltl,J. Poeltl,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,200834.0,1.0,,,,,,
342,PT11M16.00S,2023-02-09T01:48:15.6Z,3,REGULAR,foul,personal,['2freethrow'],1631103,,,1610612761,57,54,2023-02-09T01:48:25Z,3350000,False,,,0,,M. Branham shooting personal FOUL (2 PF) (VanVleet 2 FT),"[1631103, 1627832]",1610612759.0,SAS,shooting,,,Branham,M. Branham,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,200834.0,,,,2.0,0.0,VanVleet,1627832.0
344,PT11M16.00S,2023-02-09T01:48:38.7Z,3,REGULAR,freethrow,1 of 2,['fromturnover'],1627832,,,1610612761,58,54,2023-02-09T01:48:38Z,3370000,False,,,0,,F. VanVleet Free Throw 1 of 2 (11 PTS),[1627832],1610612761.0,TOR,,,,VanVleet,F. VanVleet,,,,,,,,Made,,,,,,,11.0,,,,,,,,,,,
345,PT11M16.00S,2023-02-09T01:48:53.4Z,3,REGULAR,freethrow,2 of 2,['fromturnover'],1627832,,,1610612761,59,54,2023-02-09T01:48:53Z,3380000,False,,,0,,F. VanVleet Free Throw 2 of 2 (12 PTS),[1627832],1610612761.0,TOR,,,,VanVleet,F. VanVleet,,,,,,,,Made,,,,,,,12.0,,,,,,,,,,,
347,PT10M53.00S,2023-02-09T01:49:37.1Z,3,REGULAR,2pt,Hook,['pointsinthepaint'],1627751,85.75886990801577,44.36274509803921,1610612759,59,54,2023-02-09T01:50:56Z,3400000,False,-28.0,81.0,1,right,MISS J. Poeltl 8' driving Hook,[1627751],1610612759.0,SAS,driving,,,Poeltl,J. Poeltl,,,,,In The Paint (Non-RA),8-16 Center,8.61,Missed,,,,,,,,,,,,,,,,,,
348,PT10M51.00S,2023-02-09T01:49:39.1Z,3,REGULAR,rebound,defensive,[],1627783,,,1610612761,59,54,2023-02-09T01:49:44Z,3410000,False,,,0,,P. Siakam REBOUND (Off:1 Def:7),[1627783],1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,In The Paint (Non-RA),8-16 Center,,,347.0,8.0,7.0,1.0,,,,,,,,,,,,,,
349,PT10M42.00S,2023-02-09T01:49:48.0Z,3,REGULAR,3pt,Jump Shot,[],1629018,31.882391590013142,70.58823529411765,1610612761,62,54,2023-02-09T01:49:54Z,3420000,False,-103.0,247.0,1,left,G. Trent Jr. 26' 3PT  (12 PTS) (S. Barnes 2 AST),"[1629018, 1630567]",1610612761.0,TOR,,,,Trent Jr.,G. Trent Jr.,,,,,Above the Break 3,24+ Left Center,26.78,Made,,,,,,,12.0,S. Barnes,1630567.0,2.0,,,,,,,,
351,PT10M28.00S,2023-02-09T01:50:01.7Z,3,REGULAR,3pt,Jump Shot,[],1626196,76.82325886990802,9.803921568627452,1610612759,62,54,2023-02-09T01:50:07Z,3440000,False,-201.0,165.0,1,right,MISS J. Richardson 26' 3PT,[1626196],1610612759.0,SAS,,,,Richardson,J. Richardson,,,,,Above the Break 3,24+ Left Center,26.03,Missed,,,,,,,,,,,,,,,,,,
352,PT10M25.00S,2023-02-09T01:50:04.7Z,3,REGULAR,rebound,defensive,[],1629018,,,1610612761,62,54,2023-02-09T01:50:07Z,3450000,False,,,0,,G. Trent Jr. REBOUND (Off:0 Def:3),[1629018],1610612761.0,TOR,,,,Trent Jr.,G. Trent Jr.,,,,,Above the Break 3,24+ Left Center,,,351.0,3.0,3.0,0.0,,,,,,,,,,,,,,
353,PT10M21.00S,2023-02-09T01:50:11.4Z,3,REGULAR,foul,personal,[],1631103,,,1610612761,62,54,2023-02-09T01:50:19Z,3460000,False,,,0,,M. Branham personal FOUL (3 PF),"[1631103, 1627832]",1610612759.0,SAS,,,,Branham,M. Branham,,,,,Mid-Range,8-16 Center,,,,,,,,,,,,,200834.0,,,,3.0,0.0,VanVleet,1627832.0
355,PT10M13.00S,2023-02-09T01:50:39.0Z,3,REGULAR,foul,personal,['2freethrow'],1627751,,,1610612761,62,54,2023-02-09T01:50:47Z,3480000,False,,,0,,J. Poeltl shooting personal FOUL (3 PF) (Achiuwa 2 FT),"[1627751, 1630173]",1610612759.0,SAS,shooting,,,Poeltl,J. Poeltl,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,203592.0,,,,3.0,0.0,Achiuwa,1630173.0
357,PT10M13.00S,2023-02-09T01:51:02.6Z,3,REGULAR,freethrow,1 of 2,[],1630173,,,1610612761,62,54,2023-02-09T01:51:02Z,3500000,False,,,0,,MISS P. Achiuwa Free Throw 1 of 2,[1630173],1610612761.0,TOR,,,,Achiuwa,P. Achiuwa,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
358,PT10M13.00S,2023-02-09T01:51:02.6Z,3,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612761,62,54,2023-02-09T01:51:02Z,3510000,False,,,0,,TEAM offensive REBOUND,[],1610612761.0,TOR,,,,,,,,,,,,,,357.0,,,,,,,,,,,,,,,,,
359,PT10M13.00S,2023-02-09T01:51:16.5Z,3,REGULAR,freethrow,2 of 2,[],1630173,,,1610612761,63,54,2023-02-09T01:51:16Z,3520000,False,,,0,,P. Achiuwa Free Throw 2 of 2 (5 PTS),[1630173],1610612761.0,TOR,,,,Achiuwa,P. Achiuwa,,,,,,,,Made,,,,,,,5.0,,,,,,,,,,,
360,PT10M00.00S,2023-02-09T01:51:32.5Z,3,REGULAR,foul,personal,['2freethrow'],1630173,,,1610612759,63,54,2023-02-09T01:51:40Z,3530000,False,,,0,,P. Achiuwa shooting personal FOUL (3 PF) (Johnson 2 FT),"[1630173, 1629640]",1610612761.0,TOR,shooting,,,Achiuwa,P. Achiuwa,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,203592.0,,,,3.0,0.0,Johnson,1629640.0
362,PT10M00.00S,2023-02-09T01:52:03.0Z,3,REGULAR,freethrow,1 of 2,[],1629640,,,1610612759,63,55,2023-02-09T01:52:03Z,3550000,False,,,0,,K. Johnson Free Throw 1 of 2 (8 PTS),[1629640],1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,,,,Made,,,,,,,8.0,,,,,,,,,,,
363,PT10M00.00S,2023-02-09T01:52:17.5Z,3,REGULAR,freethrow,2 of 2,[],1629640,,,1610612759,63,56,2023-02-09T01:52:17Z,3560000,False,,,0,,K. Johnson Free Throw 2 of 2 (9 PTS),[1629640],1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,,,,Made,,,,,,,9.0,,,,,,,,,,,
364,PT09M43.00S,2023-02-09T01:52:37.2Z,3,REGULAR,2pt,Jump Shot,[],1629018,25.312089356110377,66.91176470588235,1610612761,63,56,2023-02-09T01:52:42Z,3570000,False,-85.0,185.0,1,left,MISS G. Trent Jr. 20' step back Shot,[1629018],1610612761.0,TOR,step back,,,Trent Jr.,G. Trent Jr.,,,,,Mid-Range,16-24 Left Center,20.38,Missed,,,,,,,,,,,,,,,,,,
365,PT09M40.00S,2023-02-09T01:52:40.2Z,3,REGULAR,rebound,defensive,[],1629640,,,1610612759,63,56,2023-02-09T01:52:42Z,3580000,False,,,0,,K. Johnson REBOUND (Off:0 Def:5),[1629640],1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,Mid-Range,16-24 Left Center,,,364.0,5.0,5.0,0.0,,,,,,,,,,,,,,
366,PT09M32.00S,2023-02-09T01:52:48.0Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628966,80.3712220762155,45.588235294117645,1610612759,63,56,2023-02-09T01:52:54Z,3590000,False,-22.0,132.0,1,right,MISS K. Bates-Diop 13' driving floating Shot,[1628966],1610612759.0,SAS,driving floating,,,Bates-Diop,K. Bates-Diop,,,,,In The Paint (Non-RA),8-16 Center,13.38,Missed,,,,,,,,,,,,,,,,,,
367,PT09M30.00S,2023-02-09T01:52:50.0Z,3,REGULAR,rebound,defensive,[],1630173,,,1610612761,63,56,2023-02-09T01:52:54Z,3600000,False,,,0,,P. Achiuwa REBOUND (Off:0 Def:3),[1630173],1610612761.0,TOR,,,,Achiuwa,P. Achiuwa,,,,,In The Paint (Non-RA),8-16 Center,,,366.0,3.0,3.0,0.0,,,,,,,,,,,,,,
368,PT09M17.00S,2023-02-09T01:53:03.3Z,3,REGULAR,2pt,Jump Shot,[],1630567,29.25427069645204,47.30392156862745,1610612761,65,56,2023-02-09T01:53:08Z,3610000,False,13.0,222.0,1,left,S. Barnes 22' step back Jump Shot (7 PTS),[1630567],1610612761.0,TOR,step back,,,Barnes,S. Barnes,,,,,Mid-Range,16-24 Center,22.29,Made,,,,,,,7.0,,,,,,,,,,,
369,PT08M58.00S,2023-02-09T01:53:22.9Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1627751,94.03745072273325,50.245098039215684,1610612759,65,58,2023-02-09T01:53:27Z,3620000,False,1.0,4.0,1,right,J. Poeltl Layup (8 PTS) (J. Richardson 1 AST),"[1627751, 1626196]",1610612759.0,SAS,,,,Poeltl,J. Poeltl,,,,,Restricted Area,0-8 Center,0.37,Made,,,,,,,8.0,J. Richardson,1626196.0,1.0,,,,,,,,
371,PT08M38.00S,2023-02-09T01:53:42.0Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627783,10.85742444152431,40.931372549019606,1610612761,67,58,2023-02-09T01:54:03Z,3640000,False,45.0,50.0,1,left,P. Siakam 6' driving floating bank Jump Shot (22 PTS),[1627783],1610612761.0,TOR,driving floating bank,,,Siakam,P. Siakam,,,,,In The Paint (Non-RA),0-8 Center,6.72,Made,,,,,,,22.0,,,,,,,,,,,
372,PT08M23.00S,2023-02-09T01:53:58.1Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1627751,93.11760840998686,49.754901960784316,1610612759,67,60,2023-02-09T01:54:04Z,3650000,False,-1.0,12.0,1,right,J. Poeltl reverse Layup (10 PTS) (J. Richardson 2 AST),"[1627751, 1626196]",1610612759.0,SAS,reverse,,,Poeltl,J. Poeltl,,,,,Restricted Area,0-8 Center,1.23,Made,,,,,,,10.0,J. Richardson,1626196.0,2.0,,,,,,,,
374,PT08M12.00S,2023-02-09T01:54:08.3Z,3,REGULAR,3pt,Jump Shot,[],1627783,30.042706964520367,74.50980392156863,1610612761,70,60,2023-02-09T01:54:15Z,3670000,False,-123.0,230.0,1,left,P. Siakam 26' 3PT step back (25 PTS),[1627783],1610612761.0,TOR,step back,,,Siakam,P. Siakam,,,,,Above the Break 3,24+ Left Center,26.05,Made,,,,,,,25.0,,,,,,,,,,,
376,PT08M11.00S,2023-02-09T01:54:22.9Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612759,70,60,2023-02-09T01:54:22Z,3690000,False,,,0,,SAS Timeout,[],1610612759.0,SAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
377,PT07M51.00S,2023-02-09T01:57:30.5Z,3,REGULAR,3pt,Jump Shot,[],1628966,78.13731931668858,8.57843137254902,1610612759,70,60,2023-02-09T01:57:34Z,3700000,False,-207.0,153.0,1,right,MISS K. Bates-Diop 25' 3PT,[1628966],1610612759.0,SAS,,,,Bates-Diop,K. Bates-Diop,,,,,Above the Break 3,24+ Left Center,25.75,Missed,,,,,,,,,,,,,,,,,,
378,PT07M49.00S,2023-02-09T01:57:32.5Z,3,REGULAR,rebound,offensive,[],1626196,,,1610612759,70,60,2023-02-09T01:57:34Z,3710000,False,,,0,,J. Richardson REBOUND (Off:2 Def:5),[1626196],1610612759.0,SAS,,,,Richardson,J. Richardson,,,,,Above the Break 3,24+ Left Center,,,377.0,7.0,5.0,2.0,,,,,,,,,,,,,,
379,PT07M46.00S,2023-02-09T01:57:36.5Z,3,REGULAR,turnover,bad pass,[],1626196,,,1610612759,70,60,2023-02-09T01:57:41Z,3720000,False,,,0,,J. Richardson bad pass TURNOVER (1 TO),"[1626196, 1630567]",1610612759.0,SAS,,,,Richardson,J. Richardson,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,,1.0,Barnes,1630567.0,,,,
380,PT07M46.00S,2023-02-09T01:57:36.5Z,3,REGULAR,steal,,[],1630567,,,1610612761,70,60,2023-02-09T01:59:07Z,3730000,False,,,0,,S. Barnes STEAL (1 STL),[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,,,,,,,,
381,PT07M32.00S,2023-02-09T01:57:50.5Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],1629018,4.944152431011826,96.07843137254902,1610612761,73,60,2023-02-09T01:57:56Z,3740000,False,-230.0,-6.0,1,left,G. Trent Jr. 3PT  (15 PTS) (S. Barnes 3 AST),"[1629018, 1630567]",1610612761.0,TOR,,,,Trent Jr.,G. Trent Jr.,,,,,Left Corner 3,24+ Left,23.05,Made,,,,,,,15.0,S. Barnes,1630567.0,3.0,,,,,,,,
383,PT07M05.00S,2023-02-09T01:58:17.2Z,3,REGULAR,3pt,Jump Shot,[],1629640,64.47109067017082,25.98039215686275,1610612759,73,63,2023-02-09T01:58:22Z,3760000,False,-120.0,281.0,1,right,K. Johnson 30' 3PT pullup (12 PTS) (J. Richardson 3 AST),"[1629640, 1626196]",1610612759.0,SAS,pullup,,,Johnson,K. Johnson,,,,,Above the Break 3,24+ Left Center,30.6,Made,,,,,,,12.0,J. Richardson,1626196.0,3.0,,,,,,,,
384,PT06M40.00S,2023-02-09T01:58:41.6Z,3,REGULAR,3pt,Jump Shot,[],1630567,12.959921156373195,3.1862745098039214,1610612761,76,63,2023-02-09T01:58:46Z,3770000,False,234.0,69.0,1,left,S. Barnes 24' 3PT  (10 PTS) (G. Trent Jr. 3 AST),"[1630567, 1629018]",1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,Right Corner 3,24+ Right,24.41,Made,,,,,,,10.0,G. Trent Jr.,1629018.0,3.0,,,,,,,,
387,PT06M31.00S,2023-02-09T01:58:53.9Z,3,REGULAR,substitution,out,[],1627751,,,1610612759,76,63,2023-02-09T01:58:58Z,3800000,False,,,0,,SUB out: J. Poeltl,[1627751],1610612759.0,SAS,,,,Poeltl,J. Poeltl,,,,,,,,,,,,,,,,,,,,,,,,,,
388,PT06M31.00S,2023-02-09T01:58:53.9Z,3,REGULAR,substitution,in,[],1628380,,,1610612759,76,63,2023-02-09T01:58:58Z,3810000,False,,,0,,SUB in: Z. Collins,[1628380],1610612759.0,SAS,,,,Collins,Z. Collins,,,,,,,,,,,,,,,,,,,,,,,,,,
389,PT06M22.00S,2023-02-09T01:59:21.0Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1629640,88.91261498028909,40.19607843137255,1610612759,76,63,2023-02-09T01:59:29Z,3820000,False,-49.0,52.0,1,right,MISS K. Johnson 7' driving finger roll Layup,[1629640],1610612759.0,SAS,driving finger roll,,,Johnson,K. Johnson,,,,,In The Paint (Non-RA),0-8 Center,7.12,Missed,,,,,,,,,,,,,,,,,,
390,PT06M21.00S,2023-02-09T01:59:23.8Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612759,76,63,2023-02-09T01:59:23Z,3830000,False,,,0,,TEAM offensive REBOUND,[],1610612759.0,SAS,,,,,,,,,,In The Paint (Non-RA),0-8 Center,,,389.0,,,,,,,,,,,,,,,,,
392,PT06M21.00S,2023-02-09T01:59:25.7Z,3,REGULAR,substitution,out,[],1628966,,,1610612759,76,63,2023-02-09T01:59:30Z,3850000,False,,,0,,SUB out: K. Bates-Diop,[1628966],1610612759.0,SAS,,,,Bates-Diop,K. Bates-Diop,,,,,,,,,,,,,,,,,,,,,,,,,,
393,PT06M21.00S,2023-02-09T01:59:25.7Z,3,REGULAR,substitution,in,[],1629676,,,1610612759,76,63,2023-02-09T01:59:30Z,3860000,False,,,0,,SUB in: I. Roby,[1629676],1610612759.0,SAS,,,,Roby,I. Roby,,,,,,,,,,,,,,,,,,,,,,,,,,
395,PT06M19.00S,2023-02-09T01:59:47.1Z,3,REGULAR,2pt,Jump Shot,['2ndchance'],1631103,94.30026281208936,15.931372549019606,1610612759,76,65,2023-02-09T01:59:51Z,3870000,False,-170.0,1.0,1,right,M. Branham 17' pullup Jump Shot (4 PTS) (K. Johnson 3 AST),"[1631103, 1629640]",1610612759.0,SAS,pullup,,,Branham,M. Branham,,,,,Mid-Range,16-24 Left,17.03,Made,,,,,,,4.0,K. Johnson,1629640.0,3.0,,,,,,,,
397,PT06M04.00S,2023-02-09T02:00:01.8Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630173,10.988830486202366,53.92156862745098,1610612761,76,65,2023-02-09T02:00:07Z,3890000,False,-20.0,51.0,1,left,MISS P. Achiuwa floating Shot,[1630173],1610612761.0,TOR,floating,,,Achiuwa,P. Achiuwa,,,,,In The Paint (Non-RA),0-8 Center,5.44,Missed,,,,,,,,,,,,,,,,,,
398,PT06M03.00S,2023-02-09T02:00:03.3Z,3,REGULAR,rebound,offensive,[],1630173,,,1610612761,76,65,2023-02-09T02:00:03Z,3900000,False,,,0,,P. Achiuwa REBOUND (Off:1 Def:3),[1630173],1610612761.0,TOR,,,,Achiuwa,P. Achiuwa,,,,,In The Paint (Non-RA),0-8 Center,,,397.0,4.0,3.0,1.0,,,,,,,,,,,,,,
399,PT05M56.00S,2023-02-09T02:00:09.5Z,3,REGULAR,2pt,Jump Shot,['2ndchance'],1627832,24.129434954007884,48.28431372549019,1610612761,78,65,2023-02-09T02:00:13Z,3910000,False,9.0,174.0,1,left,F. VanVleet 17' pullup Jump Shot (14 PTS),[1627832],1610612761.0,TOR,pullup,,,VanVleet,F. VanVleet,,,,,Mid-Range,16-24 Center,17.45,Made,,,,,,,14.0,,,,,,,,,,,
400,PT05M40.00S,2023-02-09T02:00:25.7Z,3,REGULAR,3pt,Jump Shot,[],1629640,69.59592641261499,22.058823529411764,1610612759,78,65,2023-02-09T02:00:30Z,3920000,False,-140.0,233.0,1,right,MISS K. Johnson 27' 3PT,[1629640],1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,Above the Break 3,24+ Left Center,27.19,Missed,,,,,,,,,,,,,,,,,,
401,PT05M37.00S,2023-02-09T02:00:28.7Z,3,REGULAR,rebound,defensive,[],1630173,,,1610612761,78,65,2023-02-09T02:00:30Z,3930000,False,,,0,,P. Achiuwa REBOUND (Off:1 Def:4),[1630173],1610612761.0,TOR,,,,Achiuwa,P. Achiuwa,,,,,Above the Break 3,24+ Left Center,,,400.0,5.0,4.0,1.0,,,,,,,,,,,,,,
402,PT05M16.00S,2023-02-09T02:00:51.1Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1630567,7.835085413929041,51.9607843137255,1610612761,78,65,2023-02-09T02:06:36Z,3940000,False,-10.0,21.0,1,left,MISS S. Barnes driving Layup,[1630567],1610612761.0,TOR,driving,,,Barnes,S. Barnes,,,,,Restricted Area,0-8 Center,2.33,Missed,,,,,,,,,,,,,,,,,,
403,PT05M16.00S,2023-02-09T02:00:51.1Z,3,REGULAR,rebound,offensive,[],1630567,,,1610612761,78,65,2023-02-09T02:09:15Z,3950000,False,,,0,,S. Barnes REBOUND (Off:1 Def:6),[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,Restricted Area,0-8 Center,,,402.0,7.0,6.0,1.0,,,,,,,,,,,,,,
445,PT05M16.00S,2023-02-09T02:00:53.4Z,3,REGULAR,foul,personal,[],1628380,,,1610612761,78,65,2023-02-09T02:10:30Z,3955000,False,,,0,,Z. Collins personal FOUL (1 PF),"[1628380, 1630567]",1610612759.0,SAS,,,,Collins,Z. Collins,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,1628171.0,,,,1.0,0.0,Barnes,1630567.0
405,PT05M15.00S,2023-02-09T02:00:57.4Z,3,REGULAR,substitution,out,[],1626196,,,1610612761,78,65,2023-02-09T02:01:11Z,3970000,False,,,0,,SUB out: J. Richardson,[1626196],1610612759.0,SAS,,,,Richardson,J. Richardson,,,,,,,,,,,,,,,,,,,,,,,,,,
406,PT05M15.00S,2023-02-09T02:00:57.4Z,3,REGULAR,substitution,in,[],203926,,,1610612761,78,65,2023-02-09T02:01:11Z,3980000,False,,,0,,SUB in: D. McDermott,[203926],1610612759.0,SAS,,,,McDermott,D. McDermott,,,,,,,,,,,,,,,,,,,,,,,,,,
407,PT05M06.00S,2023-02-09T02:01:31.6Z,3,REGULAR,foul,personal,"['2freethrow', 'inpenalty']",1629676,,,1610612761,78,65,2023-02-09T02:07:50Z,3990000,False,,,0,,I. Roby shooting personal FOUL (2 PF) (Siakam 2 FT),"[1629676, 1627783]",1610612759.0,SAS,shooting,,,Roby,I. Roby,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,203592.0,,,,2.0,0.0,Siakam,1627783.0
409,PT05M06.00S,2023-02-09T02:02:07.7Z,3,REGULAR,freethrow,1 of 2,['2ndchance'],1627783,,,1610612761,79,65,2023-02-09T02:02:07Z,4010000,False,,,0,,P. Siakam Free Throw 1 of 2 (26 PTS),[1627783],1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,,,,Made,,,,,,,26.0,,,,,,,,,,,
410,PT05M06.00S,2023-02-09T02:02:10.1Z,3,REGULAR,substitution,out,[],1630567,,,1610612761,79,65,2023-02-09T02:02:23Z,4020000,False,,,0,,SUB out: S. Barnes,[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,,,,,,,,,,,,,,,,,,,,,,
411,PT05M06.00S,2023-02-09T02:02:10.1Z,3,REGULAR,substitution,out,[],1630173,,,1610612761,79,65,2023-02-09T02:02:23Z,4030000,False,,,0,,SUB out: P. Achiuwa,[1630173],1610612761.0,TOR,,,,Achiuwa,P. Achiuwa,,,,,,,,,,,,,,,,,,,,,,,,,,
412,PT05M06.00S,2023-02-09T02:02:10.1Z,3,REGULAR,substitution,in,[],1628449,,,1610612761,79,65,2023-02-09T02:02:23Z,4040000,False,,,0,,SUB in: C. Boucher,[1628449],1610612761.0,TOR,,,,Boucher,C. Boucher,,,,,,,,,,,,,,,,,,,,,,,,,,
413,PT05M06.00S,2023-02-09T02:02:10.1Z,3,REGULAR,substitution,in,[],201152,,,1610612761,79,65,2023-02-09T02:02:23Z,4050000,False,,,0,,SUB in: T. Young,[201152],1610612761.0,TOR,,,,Young,T. Young,,,,,,,,,,,,,,,,,,,,,,,,,,
414,PT05M06.00S,2023-02-09T02:02:34.9Z,3,REGULAR,freethrow,2 of 2,['2ndchance'],1627783,,,1610612761,80,65,2023-02-09T02:02:34Z,4060000,False,,,0,,P. Siakam Free Throw 2 of 2 (27 PTS),[1627783],1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,,,,Made,,,,,,,27.0,,,,,,,,,,,
415,PT04M53.00S,2023-02-09T02:02:49.9Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628380,81.68528252299606,61.029411764705884,1610612759,80,65,2023-02-09T02:10:29Z,4070000,False,55.0,120.0,1,right,MISS Z. Collins 13' Jump Shot,[1628380],1610612759.0,SAS,,,,Collins,Z. Collins,,,,,In The Paint (Non-RA),8-16 Center,13.18,Missed,,,,,,,,,,,,,,,,,,
416,PT04M49.00S,2023-02-09T02:02:53.9Z,3,REGULAR,rebound,defensive,[],1628449,,,1610612761,80,65,2023-02-09T02:02:56Z,4080000,False,,,0,,C. Boucher REBOUND (Off:2 Def:2),[1628449],1610612761.0,TOR,,,,Boucher,C. Boucher,,,,,In The Paint (Non-RA),8-16 Center,,,415.0,4.0,2.0,2.0,,,,,,,,,,,,,,
417,PT04M44.00S,2023-02-09T02:03:04.9Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1631103,,,1610612761,80,65,2023-02-09T02:03:14Z,4090000,False,,,0,,M. Branham personal FOUL (4 PF) (VanVleet 2 FT),"[1631103, 1627832]",1610612759.0,SAS,,,,Branham,M. Branham,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,200834.0,,,,4.0,0.0,VanVleet,1627832.0
419,PT04M44.00S,2023-02-09T02:03:25.9Z,3,REGULAR,freethrow,1 of 2,[],1627832,,,1610612761,81,65,2023-02-09T02:03:25Z,4110000,False,,,0,,F. VanVleet Free Throw 1 of 2 (15 PTS),[1627832],1610612761.0,TOR,,,,VanVleet,F. VanVleet,,,,,,,,Made,,,,,,,15.0,,,,,,,,,,,
