actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,turnoverTotal,foulPersonalTotal,foulTechnicalTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId,foulDrawnPlayerName,foulDrawnPersonId
256,PT04M06.00S,2022-11-17T01:26:18.6Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],200768,31.61957950065703,85.7843137254902,1610612748,44,51,2022-11-17T01:26:23Z,2520000,False,-179.0,245.0,1,left,K. Lowry 30' 3PT pullup (9 PTS),[200768],1610612748.0,MIA,pullup,,,Lowry,K. Lowry,,,,,Above the Break 3,24+ Left Center,30.31,Made,,,,,9.0,,,,,,,,,,,,,
257,PT03M48.00S,2022-11-17T01:26:37.7Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],201152,92.59198423127464,39.21568627450981,1610612761,46,51,2022-11-17T01:26:41Z,2530000,False,-54.0,17.0,1,right,T. Young driving Hook (4 PTS),[201152],1610612761.0,TOR,driving,,,Young,T. Young,,,,,In The Paint (Non-RA),0-8 Center,5.65,Made,,,,,4.0,,,,,,,,,,,,,
258,PT03M24.00S,2022-11-17T01:27:00.8Z,2,REGULAR,3pt,Jump Shot,[],1631107,29.25427069645204,16.42156862745098,1610612748,46,51,2022-11-17T01:27:05Z,2540000,False,168.0,222.0,1,left,MISS N. Jovic 27' 3PT,[1631107],1610612748.0,MIA,,,,Jovic,N. Jovic,,,,,Above the Break 3,24+ Right Center,27.87,Missed,,,,,,,,,,,,,,,,,,
259,PT03M21.00S,2022-11-17T01:27:03.8Z,2,REGULAR,rebound,defensive,[],1630567,,,1610612761,46,51,2022-11-17T01:27:05Z,2550000,False,,,0,,S. Barnes REBOUND (Off:1 Def:3),[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,Above the Break 3,24+ Right Center,,,258.0,4.0,3.0,1.0,,,,,,,,,,,,,,
260,PT03M16.00S,2022-11-17T01:27:09.7Z,2,REGULAR,2pt,Jump Shot,"['fastbreak', 'pointsinthepaint']",1628384,82.47371879106439,47.30392156862745,1610612761,48,51,2022-11-17T01:27:25Z,2560000,False,-13.0,112.0,1,right,O. Anunoby 11' running Jump Shot (12 PTS),[1628384],1610612761.0,TOR,running,,,Anunoby,O. Anunoby,,,,,In The Paint (Non-RA),8-16 Center,11.3,Made,,,,,12.0,,,,,,,,,,,,,
261,PT03M01.00S,2022-11-17T01:27:23.2Z,2,REGULAR,3pt,Jump Shot,[],1629622,25.706307490144546,13.480392156862745,1610612748,48,54,2022-11-17T01:27:28Z,2570000,False,183.0,189.0,1,left,M. Strus 26' 3PT  (15 PTS) (G. Vincent 3 AST),"[1629622, 1629216]",1610612748.0,MIA,,,,Strus,M. Strus,,,,,Above the Break 3,24+ Right Center,26.29,Made,,,,,15.0,G. Vincent,1629216.0,3.0,,,,,,,,,,
263,PT02M53.00S,2022-11-17T01:27:36.0Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612761,48,54,2022-11-17T01:27:36Z,2590000,False,,,0,,TOR Timeout,[],1610612761.0,TOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
264,PT02M53.00S,2022-11-17T01:29:29.0Z,2,REGULAR,substitution,out,[],1629216,,,1610612761,48,54,2022-11-17T01:30:07Z,2600000,False,,,0,,SUB out: G. Vincent,[1629216],1610612748.0,MIA,,,,Vincent,G. Vincent,,,,,,,,,,,,,,,,,,,,,,,,,,
265,PT02M53.00S,2022-11-17T01:29:29.0Z,2,REGULAR,substitution,in,[],1628997,,,1610612761,48,54,2022-11-17T01:30:07Z,2610000,False,,,0,,SUB in: C. Martin,[1628997],1610612748.0,MIA,,,,Martin,C. Martin,,,,,,,,,,,,,,,,,,,,,,,,,,
266,PT02M44.00S,2022-11-17T01:30:34.0Z,2,REGULAR,turnover,bad pass,[],1630567,,,1610612761,48,54,2022-11-17T01:30:39Z,2620000,False,,,0,,S. Barnes bad pass TURNOVER (4 TO),"[1630567, 200768]",1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,4.0,,,Lowry,200768.0,,,,
267,PT02M44.00S,2022-11-17T01:30:34.0Z,2,REGULAR,steal,,[],200768,,,1610612748,48,54,2022-11-17T01:30:36Z,2630000,False,,,0,,K. Lowry STEAL (1 STL),[200768],1610612748.0,MIA,,,,Lowry,K. Lowry,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,,,,,
268,PT02M41.00S,2022-11-17T01:30:36.8Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1628997,8.229303547963205,48.529411764705884,1610612748,48,56,2022-11-17T01:30:45Z,2640000,False,7.0,25.0,1,left,C. Martin running alley-oop DUNK (11 PTS) (K. Lowry 2 AST),"[1628997, 200768]",1610612748.0,MIA,running alley-oop,,,Martin,C. Martin,,,,,Restricted Area,0-8 Center,2.6,Made,,,,,11.0,K. Lowry,200768.0,2.0,,,,,,,,,,
270,PT02M22.00S,2022-11-17T01:30:55.8Z,2,REGULAR,turnover,bad pass,[],201152,,,1610612761,48,56,2022-11-17T01:30:59Z,2660000,False,,,0,,T. Young bad pass TURNOVER (1 TO),"[201152, 1629622]",1610612761.0,TOR,,,,Young,T. Young,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,,1.0,,,Strus,1629622.0,,,,
271,PT02M22.00S,2022-11-17T01:30:55.8Z,2,REGULAR,steal,,[],1629622,,,1610612748,48,56,2022-11-17T01:30:57Z,2670000,False,,,0,,M. Strus STEAL (2 STL),[1629622],1610612748.0,MIA,,,,Strus,M. Strus,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,,,,,,,,,,
272,PT02M09.00S,2022-11-17T01:31:08.5Z,2,REGULAR,2pt,Jump Shot,['fromturnover'],202710,7.5722733245729295,18.872549019607842,1610612748,48,56,2022-11-17T01:31:15Z,2680000,False,156.0,19.0,1,left,MISS J. Butler 15' turnaround fadeaway Shot,[202710],1610612748.0,MIA,turnaround fadeaway,,,Butler,J. Butler,,,,,Mid-Range,8-16 Right,15.67,Missed,,,,,,,,,,,,,,,,,,
273,PT02M06.00S,2022-11-17T01:31:11.5Z,2,REGULAR,rebound,defensive,[],201152,,,1610612761,48,56,2022-11-17T01:31:15Z,2690000,False,,,0,,T. Young REBOUND (Off:0 Def:2),[201152],1610612761.0,TOR,,,,Young,T. Young,,,,,Mid-Range,8-16 Right,,,272.0,2.0,2.0,0.0,,,,,,,,,,,,,,
274,PT01M59.00S,2022-11-17T01:31:19.8Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201152,85.49605781865965,42.15686274509804,1610612761,50,56,2022-11-17T01:31:25Z,2700000,False,-39.0,84.0,1,right,T. Young 9' floating Jump Shot (6 PTS) (F. VanVleet 3 AST),"[201152, 1627832]",1610612761.0,TOR,floating,,,Young,T. Young,,,,,In The Paint (Non-RA),8-16 Center,9.25,Made,,,,,6.0,F. VanVleet,1627832.0,3.0,,,,,,,,,,
276,PT01M36.00S,2022-11-17T01:31:44.5Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630625,,,1610612748,50,56,2022-11-17T01:32:10Z,2720000,False,,,0,,D. Banton shooting personal FOUL (2 PF) (Butler 2 FT),"[1630625, 202710]",1610612761.0,TOR,shooting,,,Banton,D. Banton,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,101284.0,,2.0,0.0,,,,,Butler,202710.0
278,PT01M36.00S,2022-11-17T01:32:11.2Z,2,REGULAR,freethrow,1 of 2,[],202710,,,1610612748,50,57,2022-11-17T01:32:11Z,2740000,False,,,0,,J. Butler Free Throw 1 of 2 (4 PTS),[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,,,,Made,,,,,4.0,,,,,,,,,,,,,
279,PT01M36.00S,2022-11-17T01:32:13.7Z,2,REGULAR,substitution,out,[],1630625,,,1610612748,50,57,2022-11-17T01:32:17Z,2750000,False,,,0,,SUB out: D. Banton,[1630625],1610612761.0,TOR,,,,Banton,D. Banton,,,,,,,,,,,,,,,,,,,,,,,,,,
280,PT01M36.00S,2022-11-17T01:32:13.7Z,2,REGULAR,substitution,in,[],1627823,,,1610612748,50,57,2022-11-17T01:32:17Z,2760000,False,,,0,,SUB in: J. Hernangomez,[1627823],1610612761.0,TOR,,,,Hernangomez,J. Hernangomez,,,,,,,,,,,,,,,,,,,,,,,,,,
281,PT01M36.00S,2022-11-17T01:32:30.2Z,2,REGULAR,freethrow,2 of 2,[],202710,,,1610612748,50,58,2022-11-17T01:32:30Z,2770000,False,,,0,,J. Butler Free Throw 2 of 2 (5 PTS),[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,,,,Made,,,,,5.0,,,,,,,,,,,,,
282,PT01M21.00S,2022-11-17T01:32:48.8Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628384,89.17542706964521,37.99019607843137,1610612761,50,58,2022-11-17T01:32:56Z,2780000,False,-60.0,49.0,1,right,MISS O. Anunoby 7' driving floating bank Shot,[1628384],1610612761.0,TOR,driving floating bank,,,Anunoby,O. Anunoby,,,,,In The Paint (Non-RA),0-8 Center,7.77,Missed,,,,,,,,,,,,,,,,,,
283,PT01M21.00S,2022-11-17T01:32:48.8Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612748,50,58,2022-11-17T01:32:56Z,2790000,False,,,0,,TEAM defensive REBOUND,[],1610612748.0,MIA,,,,,,,,,,In The Paint (Non-RA),0-8 Center,,,282.0,,,,,,,,,,,,,,,,,
284,PT01M21.00S,2022-11-17T01:32:54.3Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",201152,,,1610612748,50,58,2022-11-17T01:33:21Z,2800000,False,,,0,,T. Young personal FOUL (1 PF) (Jovic 2 FT),"[201152, 1631107]",1610612761.0,TOR,,,,Young,T. Young,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,101284.0,,1.0,0.0,,,,,Jovic,1631107.0
286,PT01M21.00S,2022-11-17T01:33:25.1Z,2,REGULAR,freethrow,1 of 2,[],1631107,,,1610612748,50,59,2022-11-17T01:33:25Z,2820000,False,,,0,,N. Jovic Free Throw 1 of 2 (12 PTS),[1631107],1610612748.0,MIA,,,,Jovic,N. Jovic,,,,,,,,Made,,,,,12.0,,,,,,,,,,,,,
287,PT01M21.00S,2022-11-17T01:33:40.1Z,2,REGULAR,freethrow,2 of 2,[],1631107,,,1610612748,50,60,2022-11-17T01:33:40Z,2830000,False,,,0,,N. Jovic Free Throw 2 of 2 (13 PTS),[1631107],1610612748.0,MIA,,,,Jovic,N. Jovic,,,,,,,,Made,,,,,13.0,,,,,,,,,,,,,
288,PT01M05.00S,2022-11-17T01:34:00.0Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1628997,,,1610612761,50,60,2022-11-17T01:34:21Z,2840000,False,,,0,,C. Martin shooting personal FOUL (2 PF) (VanVleet 2 FT),"[1628997, 1627832]",1610612748.0,MIA,shooting,,,Martin,C. Martin,,,,,Mid-Range,8-16 Center,,,,,,,,,,,1193.0,,2.0,0.0,,,,,VanVleet,1627832.0
290,PT01M05.00S,2022-11-17T01:34:22.0Z,2,REGULAR,freethrow,1 of 2,[],1627832,,,1610612761,51,60,2022-11-17T01:34:22Z,2860000,False,,,0,,F. VanVleet Free Throw 1 of 2 (9 PTS),[1627832],1610612761.0,TOR,,,,VanVleet,F. VanVleet,,,,,,,,Made,,,,,9.0,,,,,,,,,,,,,
291,PT01M05.00S,2022-11-17T01:34:34.7Z,2,REGULAR,freethrow,2 of 2,[],1627832,,,1610612761,52,60,2022-11-17T01:34:34Z,2870000,False,,,0,,F. VanVleet Free Throw 2 of 2 (10 PTS),[1627832],1610612761.0,TOR,,,,VanVleet,F. VanVleet,,,,,,,,Made,,,,,10.0,,,,,,,,,,,,,
292,PT00M52.90S,2022-11-17T01:34:52.3Z,2,REGULAR,turnover,traveling,[],1629622,,,1610612748,52,60,2022-11-17T01:34:58Z,2880000,False,,,0,,M. Strus traveling TURNOVER (3 TO),[1629622],1610612748.0,MIA,,,,Strus,M. Strus,,,,,Above the Break 3,24+ Center,,,,,,,,,,,101284.0,3.0,,,,,,,,
293,PT00M31.40S,2022-11-17T01:35:26.2Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1627832,66.17936925098554,55.14705882352941,1610612761,52,60,2022-11-17T01:35:33Z,2890000,False,26.0,265.0,1,right,MISS F. VanVleet 26' step back 3PT,[1627832],1610612761.0,TOR,step back,,,VanVleet,F. VanVleet,,,,,Above the Break 3,24+ Center,26.66,Missed,,,,,,,,,,,,,,,,,,
294,PT00M29.60S,2022-11-17T01:35:28.0Z,2,REGULAR,rebound,offensive,[],1628384,,,1610612761,52,60,2022-11-17T01:35:33Z,2900000,False,,,0,,O. Anunoby REBOUND (Off:1 Def:4),[1628384],1610612761.0,TOR,,,,Anunoby,O. Anunoby,,,,,Above the Break 3,24+ Center,,,293.0,5.0,4.0,1.0,,,,,,,,,,,,,,
295,PT00M29.60S,2022-11-17T01:35:31.9Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', '2ndchance']",1628384,94.40999984741211,50.0,1610612761,54,60,2022-11-17T01:35:31Z,2910000,False,0.0,0.0,1,right,O. Anunoby tip DUNK (14 PTS),[1628384],1610612761.0,TOR,tip,,,Anunoby,O. Anunoby,,,,,Mid-Range,8-16 Left,0.0,Made,,,,,14.0,,,,,,,,,,,,,
296,PT00M28.20S,2022-11-17T01:35:35.4Z,2,REGULAR,turnover,out-of-bounds,[],200768,,,1610612748,54,60,2022-11-17T01:37:48Z,2920000,False,,,0,,K. Lowry lost ball out-of-bounds TURNOVER (3 TO),[200768],1610612748.0,MIA,lost ball,,,Lowry,K. Lowry,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,3.0,,,,,,,,
297,PT00M28.20S,2022-11-17T01:35:46.7Z,2,REGULAR,substitution,out,[],1631107,,,1610612761,54,60,2022-11-17T01:36:02Z,2930000,False,,,0,,SUB out: N. Jovic,[1631107],1610612748.0,MIA,,,,Jovic,N. Jovic,,,,,,,,,,,,,,,,,,,,,,,,,,
298,PT00M28.20S,2022-11-17T01:35:46.7Z,2,REGULAR,substitution,out,[],1628997,,,1610612761,54,60,2022-11-17T01:36:02Z,2940000,False,,,0,,SUB out: C. Martin,[1628997],1610612748.0,MIA,,,,Martin,C. Martin,,,,,,,,,,,,,,,,,,,,,,,,,,
299,PT00M28.20S,2022-11-17T01:35:46.7Z,2,REGULAR,substitution,in,[],1629216,,,1610612761,54,60,2022-11-17T01:36:02Z,2950000,False,,,0,,SUB in: G. Vincent,[1629216],1610612748.0,MIA,,,,Vincent,G. Vincent,,,,,,,,,,,,,,,,,,,,,,,,,,
300,PT00M28.20S,2022-11-17T01:35:46.7Z,2,REGULAR,substitution,in,[],1631288,,,1610612761,54,60,2022-11-17T01:36:02Z,2960000,False,,,0,,SUB in: J. Cain,[1631288],1610612748.0,MIA,,,,Cain,J. Cain,,,,,,,,,,,,,,,,,,,,,,,,,,
301,PT00M05.70S,2022-11-17T01:36:23.9Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1627823,93.64323258869908,3.6764705882352944,1610612761,54,60,2022-11-17T01:36:57Z,2970000,False,-232.0,7.0,1,right,MISS J. Hernangomez bank 3PT,[1627823],1610612761.0,TOR,bank,,,Hernangomez,J. Hernangomez,,,,,Left Corner 3,24+ Left,23.17,Missed,,,,,,,,,,,,,,,,,,
302,PT00M03.60S,2022-11-17T01:36:26.0Z,2,REGULAR,rebound,defensive,[],200768,,,1610612748,54,60,2022-11-17T01:36:57Z,2980000,False,,,0,,K. Lowry REBOUND (Off:0 Def:1),[200768],1610612748.0,MIA,,,,Lowry,K. Lowry,,,,,Left Corner 3,24+ Left,,,301.0,1.0,1.0,0.0,,,,,,,,,,,,,,
303,PT00M00.30S,2022-11-17T01:36:29.9Z,2,REGULAR,3pt,Jump Shot,[],200768,36.48160315374508,58.333333333333336,1610612748,54,60,2022-11-17T01:36:47Z,2990000,False,-42.0,290.0,1,left,MISS K. Lowry 29' running pullup 3PT,[200768],1610612748.0,MIA,running pullup,,,Lowry,K. Lowry,,,,,Above the Break 3,24+ Center,29.34,Missed,,,,,,,,,,,,,,,,,,
304,PT00M00.10S,2022-11-17T01:36:30.1Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612748,54,60,2022-11-17T01:36:47Z,3000000,False,,,0,,TEAM offensive REBOUND,[],1610612748.0,MIA,,,,,,,,,,Above the Break 3,24+ Center,,,303.0,,,,,,,,,,,,,,,,,
305,PT00M00.00S,2022-11-17T01:36:37.7Z,2,REGULAR,period,end,[],0,,,1610612748,54,60,2022-11-17T01:36:37Z,3010000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
306,PT12M00.00S,2022-11-17T01:37:08.5Z,3,REGULAR,substitution,out,['startperiod'],1627823,,,1610612748,54,60,2022-11-17T01:51:45Z,3020000,False,,,0,,SUB out: J. Hernangomez,[1627823],1610612761.0,TOR,,,,Hernangomez,J. Hernangomez,,,,,,,,,,,,,,,,,,,,,,,,,,
307,PT12M00.00S,2022-11-17T01:37:08.5Z,3,REGULAR,substitution,out,['startperiod'],1629216,,,1610612748,54,60,2022-11-17T01:51:45Z,3030000,False,,,0,,SUB out: G. Vincent,[1629216],1610612748.0,MIA,,,,Vincent,G. Vincent,,,,,,,,,,,,,,,,,,,,,,,,,,
308,PT12M00.00S,2022-11-17T01:37:08.5Z,3,REGULAR,substitution,out,['startperiod'],1631288,,,1610612748,54,60,2022-11-17T01:51:45Z,3040000,False,,,0,,SUB out: J. Cain,[1631288],1610612748.0,MIA,,,,Cain,J. Cain,,,,,,,,,,,,,,,,,,,,,,,,,,
309,PT12M00.00S,2022-11-17T01:37:08.5Z,3,REGULAR,substitution,in,['startperiod'],1630625,,,1610612748,54,60,2022-11-17T01:51:45Z,3050000,False,,,0,,SUB in: D. Banton,[1630625],1610612761.0,TOR,,,,Banton,D. Banton,,,,,,,,,,,,,,,,,,,,,,,,,,
310,PT12M00.00S,2022-11-17T01:37:08.5Z,3,REGULAR,substitution,in,['startperiod'],1631107,,,1610612748,54,60,2022-11-17T01:51:45Z,3060000,False,,,0,,SUB in: N. Jovic,[1631107],1610612748.0,MIA,,,,Jovic,N. Jovic,,,,,,,,,,,,,,,,,,,,,,,,,,
311,PT12M00.00S,2022-11-17T01:37:08.5Z,3,REGULAR,substitution,in,['startperiod'],1628997,,,1610612748,54,60,2022-11-17T01:51:45Z,3070000,False,,,0,,SUB in: C. Martin,[1628997],1610612748.0,MIA,,,,Martin,C. Martin,,,,,,,,,,,,,,,,,,,,,,,,,,
312,PT12M00.00S,2022-11-17T01:51:47.1Z,3,REGULAR,period,start,[],0,,,1610612748,54,60,2022-11-17T01:51:47Z,3080000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
313,PT11M48.00S,2022-11-17T01:52:00.9Z,3,REGULAR,foul,personal,[],201152,,,1610612748,54,60,2022-11-17T01:52:08Z,3090000,False,,,0,,T. Young personal FOUL (2 PF),"[201152, 1631107]",1610612761.0,TOR,,,,Young,T. Young,,,,,Mid-Range,16-24 Left,,,,,,,,,,,101284.0,,2.0,0.0,,,,,Jovic,1631107.0
315,PT11M35.00S,2022-11-17T01:52:27.0Z,3,REGULAR,2pt,Jump Shot,[],202710,86.67871222076215,24.509803921568626,1610612748,54,62,2022-11-17T01:52:34Z,3110000,False,-127.0,73.0,1,right,J. Butler 14' fadeaway Jump Shot (7 PTS),[202710],1610612748.0,MIA,fadeaway,,,Butler,J. Butler,,,,,Mid-Range,8-16 Left,14.68,Made,,,,,7.0,,,,,,,,,,,,,
316,PT11M12.00S,2022-11-17T01:52:49.3Z,3,REGULAR,2pt,Jump Shot,[],1630567,28.86005256241787,46.32352941176471,1610612761,56,62,2022-11-17T01:52:54Z,3120000,False,18.0,219.0,1,left,S. Barnes 21' pullup Jump Shot (11 PTS),[1630567],1610612761.0,TOR,pullup,,,Barnes,S. Barnes,,,,,Mid-Range,16-24 Center,21.96,Made,,,,,11.0,,,,,,,,,,,,,
317,PT10M51.00S,2022-11-17T01:53:10.0Z,3,REGULAR,3pt,Jump Shot,[],1628997,77.4802890932983,9.068627450980392,1610612748,56,65,2022-11-17T01:53:14Z,3130000,False,-205.0,159.0,1,right,C. Martin 25' 3PT  (14 PTS) (N. Jovic 1 AST),"[1628997, 1631107]",1610612748.0,MIA,,,,Martin,C. Martin,,,,,Above the Break 3,24+ Left Center,25.93,Made,,,,,14.0,N. Jovic,1631107.0,1.0,,,,,,,,,,
319,PT10M40.00S,2022-11-17T01:53:22.1Z,3,REGULAR,3pt,Jump Shot,[],1630625,27.677398160315374,86.02941176470588,1610612761,56,65,2022-11-17T01:53:27Z,3150000,False,-180.0,208.0,1,left,MISS D. Banton 27' 3PT,[1630625],1610612761.0,TOR,,,,Banton,D. Banton,,,,,Above the Break 3,24+ Left Center,27.49,Missed,,,,,,,,,,,,,,,,,,
320,PT10M36.00S,2022-11-17T01:53:26.1Z,3,REGULAR,rebound,defensive,[],1628997,,,1610612748,56,65,2022-11-17T01:53:27Z,3160000,False,,,0,,C. Martin REBOUND (Off:2 Def:2),[1628997],1610612748.0,MIA,,,,Martin,C. Martin,,,,,Above the Break 3,24+ Left Center,,,319.0,4.0,2.0,2.0,,,,,,,,,,,,,,
321,PT10M31.00S,2022-11-17T01:53:33.5Z,3,REGULAR,foul,personal,[],1630625,,,1610612748,56,65,2022-11-17T01:53:42Z,3170000,False,,,0,,D. Banton personal FOUL (3 PF),"[1630625, 1628997]",1610612761.0,TOR,,,,Banton,D. Banton,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,1193.0,,3.0,0.0,,,,,Martin,1628997.0
324,PT10M26.00S,2022-11-17T01:55:03.2Z,3,REGULAR,turnover,traveling,[],200768,,,1610612748,56,65,2022-11-17T01:55:13Z,3200000,False,,,0,,K. Lowry traveling TURNOVER (4 TO),[200768],1610612748.0,MIA,,,,Lowry,K. Lowry,,,,,Above the Break 3,24+ Center,,,,,,,,,,,1193.0,4.0,,,,,,,,
325,PT10M09.00S,2022-11-17T01:55:35.3Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],1630625,7.966491458607096,3.9215686274509802,1610612761,56,65,2022-11-17T01:55:39Z,3210000,False,230.0,22.0,1,left,MISS D. Banton 3PT,[1630625],1610612761.0,TOR,,,,Banton,D. Banton,,,,,Right Corner 3,24+ Right,23.15,Missed,,,,,,,,,,,,,,,,,,
326,PT10M06.00S,2022-11-17T01:55:38.3Z,3,REGULAR,rebound,offensive,[],1630567,,,1610612761,56,65,2022-11-17T01:55:39Z,3220000,False,,,0,,S. Barnes REBOUND (Off:2 Def:3),[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,Right Corner 3,24+ Right,,,325.0,5.0,3.0,2.0,,,,,,,,,,,,,,
327,PT10M04.00S,2022-11-17T01:55:40.0Z,3,REGULAR,3pt,Jump Shot,"['fromturnover', '2ndchance']",1627832,34.510512483574246,45.83333333333333,1610612761,59,65,2022-11-17T01:55:44Z,3230000,False,21.0,272.0,1,left,F. VanVleet 27' 3PT  (13 PTS) (S. Barnes 4 AST),"[1627832, 1630567]",1610612761.0,TOR,,,,VanVleet,F. VanVleet,,,,,Above the Break 3,24+ Center,27.27,Made,,,,,13.0,S. Barnes,1630567.0,4.0,,,,,,,,,,
329,PT09M39.00S,2022-11-17T01:56:05.0Z,3,REGULAR,3pt,Jump Shot,[],1629622,66.3107752956636,41.42156862745098,1610612748,59,65,2022-11-17T01:56:11Z,3250000,False,-43.0,264.0,1,right,MISS M. Strus 26' 3PT,[1629622],1610612748.0,MIA,,,,Strus,M. Strus,,,,,Above the Break 3,24+ Center,26.77,Missed,,,,,,,,,,,,,,,,,,
330,PT09M36.00S,2022-11-17T01:56:08.0Z,3,REGULAR,rebound,defensive,[],1628384,,,1610612761,59,65,2022-11-17T01:56:11Z,3260000,False,,,0,,O. Anunoby REBOUND (Off:1 Def:5),[1628384],1610612761.0,TOR,,,,Anunoby,O. Anunoby,,,,,Above the Break 3,24+ Center,,,329.0,6.0,5.0,1.0,,,,,,,,,,,,,,
331,PT09M28.00S,2022-11-17T01:56:18.8Z,3,REGULAR,turnover,out-of-bounds,[],1627832,,,1610612761,59,65,2022-11-17T01:56:34Z,3270000,False,,,0,,F. VanVleet bad pass out-of-bounds TURNOVER (3 TO),[1627832],1610612761.0,TOR,bad pass,,,VanVleet,F. VanVleet,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,1193.0,3.0,,,,,,,,
332,PT09M12.00S,2022-11-17T01:56:41.1Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],200768,94.69448094612353,4.411764705882353,1610612748,59,68,2022-11-17T01:56:46Z,3280000,False,-228.0,-3.0,1,right,K. Lowry 3PT  (12 PTS) (J. Butler 3 AST),"[200768, 202710]",1610612748.0,MIA,,,,Lowry,K. Lowry,,,,,Left Corner 3,24+ Left,22.79,Made,,,,,12.0,J. Butler,202710.0,3.0,,,,,,,,,,
334,PT08M57.00S,2022-11-17T01:56:55.4Z,3,REGULAR,3pt,Jump Shot,[],1630625,7.5722733245729295,3.431372549019608,1610612761,59,68,2022-11-17T01:57:00Z,3300000,False,233.0,19.0,1,left,MISS D. Banton 3PT,[1630625],1610612761.0,TOR,,,,Banton,D. Banton,,,,,Right Corner 3,24+ Right,23.35,Missed,,,,,,,,,,,,,,,,,,
335,PT08M55.00S,2022-11-17T01:56:57.4Z,3,REGULAR,rebound,defensive,[],1628997,,,1610612748,59,68,2022-11-17T01:57:00Z,3310000,False,,,0,,C. Martin REBOUND (Off:2 Def:3),[1628997],1610612748.0,MIA,,,,Martin,C. Martin,,,,,Right Corner 3,24+ Right,,,334.0,5.0,3.0,2.0,,,,,,,,,,,,,,
336,PT08M52.00S,2022-11-17T01:57:01.6Z,3,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fastbreak']",202710,93.9060446780552,51.71568627450981,1610612748,59,70,2022-11-17T01:57:08Z,3320000,False,9.0,5.0,1,right,J. Butler running DUNK (9 PTS) (C. Martin 2 AST),"[202710, 1628997]",1610612748.0,MIA,running,,,Butler,J. Butler,,,,,Restricted Area,0-8 Center,0.98,Made,,,,,9.0,C. Martin,1628997.0,2.0,,,,,,,,,,
338,PT08M36.00S,2022-11-17T01:57:17.9Z,3,REGULAR,2pt,Hook,['pointsinthepaint'],1630567,13.748357424441524,52.94117647058824,1610612761,61,70,2022-11-17T01:57:23Z,3340000,False,-15.0,77.0,1,left,S. Barnes 7' turnaround Hook (13 PTS),[1630567],1610612761.0,TOR,turnaround,,,Barnes,S. Barnes,,,,,In The Paint (Non-RA),0-8 Center,7.81,Made,,,,,13.0,,,,,,,,,,,,,
