actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
2,PT12M00.00S,2023-02-15T00:40:59.5Z,1,REGULAR,period,start,[],0,,,0,0,0,2023-02-15T00:40:59Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M57.00S,2023-02-15T00:41:01.8Z,1,REGULAR,jumpball,recovered,[],1628365,,,1610612753,0,0,2023-02-15T00:41:01Z,40000,False,,,0,,Jump Ball W. Carter Jr. vs. J. Poeltl: Tip to M. Fultz,"[1628365, 1628976, 1627751]",1610612753.0,ORL,startperiod,M. Fultz,1628365.0,Fultz,M. Fultz,Carter Jr.,1628976.0,Poeltl,1627751.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M41.00S,2023-02-15T00:41:18.2Z,1,REGULAR,3pt,Jump Shot,[],203914,12.697109067017081,97.30392156862744,1610612753,0,3,2023-02-15T00:41:22Z,70000,False,-237.0,67.0,1,left,G. Harris 24' 3PT  (3 PTS) (M. Fultz 1 AST),"[203914, 1628365]",1610612753.0,ORL,,,,Harris,G. Harris,,,,,Left Corner 3,24+ Left,24.58,Made,3.0,M. Fultz,1628365.0,1.0,,,,,,,,,,,,,,
9,PT11M12.00S,2023-02-15T00:41:45.8Z,1,REGULAR,3pt,Jump Shot,[],1627783,95.0886990801577,2.941176470588235,1610612761,3,3,2023-02-15T00:41:49Z,90000,False,-235.0,-6.0,1,right,P. Siakam 3PT  (3 PTS) (F. VanVleet 1 AST),"[1627783, 1627832]",1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,Left Corner 3,24+ Left,23.54,Made,3.0,F. VanVleet,1627832.0,1.0,,,,,,,,,,,,,,
11,PT10M55.00S,2023-02-15T00:42:02.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628976,7.5722733245729295,51.9607843137255,1610612753,3,5,2023-02-15T00:42:07Z,110000,False,-10.0,19.0,1,left,W. Carter Jr. driving finger roll Layup (2 PTS) (F. Wagner 1 AST),"[1628976, 1630532]",1610612753.0,ORL,driving finger roll,,,Carter Jr.,W. Carter Jr.,,,,,Restricted Area,0-8 Center,2.11,Made,2.0,F. Wagner,1630532.0,1.0,,,,,,,,,,,,,,
13,PT10M43.00S,2023-02-15T00:42:16.1Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1627751,92.85479632063075,50.73529411764706,1610612761,5,5,2023-02-15T00:42:21Z,130000,False,4.0,15.0,1,right,J. Poeltl cutting DUNK (2 PTS) (S. Barnes 1 AST),"[1627751, 1630567]",1610612761.0,TOR,cutting,,,Poeltl,J. Poeltl,,,,,Restricted Area,0-8 Center,1.52,Made,2.0,S. Barnes,1630567.0,1.0,,,,,,,,,,,,,,
15,PT10M31.00S,2023-02-15T00:42:27.4Z,1,REGULAR,3pt,Jump Shot,[],1628976,32.14520367936925,66.42156862745098,1610612753,5,5,2023-02-15T00:42:33Z,150000,False,-82.0,250.0,1,left,MISS W. Carter Jr. 26' 3PT,[1628976],1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,Above the Break 3,24+ Left Center,26.29,Missed,,,,,,,,,,,,,,,,,,
16,PT10M27.00S,2023-02-15T00:42:31.4Z,1,REGULAR,rebound,defensive,[],1630567,,,1610612761,5,5,2023-02-15T00:42:33Z,160000,False,,,0,,S. Barnes REBOUND (Off:0 Def:1),[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,Above the Break 3,24+ Left Center,,,,,,,15.0,1.0,1.0,0.0,,,,,,,,,,
17,PT10M13.00S,2023-02-15T00:42:44.7Z,1,REGULAR,3pt,Jump Shot,[],1627832,75.3777923784494,86.27450980392157,1610612761,5,5,2023-02-15T00:42:49Z,170000,False,181.0,179.0,1,right,MISS F. VanVleet 25' 3PT,[1627832],1610612761.0,TOR,,,,VanVleet,F. VanVleet,,,,,Above the Break 3,24+ Right Center,25.48,Missed,,,,,,,,,,,,,,,,,,
18,PT10M11.00S,2023-02-15T00:42:46.7Z,1,REGULAR,rebound,defensive,[],1628365,,,1610612753,5,5,2023-02-15T00:42:49Z,180000,False,,,0,,M. Fultz REBOUND (Off:0 Def:1),[1628365],1610612753.0,ORL,,,,Fultz,M. Fultz,,,,,Above the Break 3,24+ Right Center,,,,,,,17.0,1.0,1.0,0.0,,,,,,,,,,
