shortFormattedClock,actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,jerseyNumber,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId
10:36,19,PT10M36.00S,2022-12-08T00:42:49.3Z,1,REGULAR,turnover,bad pass,[],1629308,,,1610612747,6,0,2022-12-08T00:42:54Z,190000,False,,,0,,J. Toscano-Anderson bad pass TURNOVER (1 TO),"[1629308, 1628384]",95,1610612747.0,LAL,,,,Toscano-Anderson,J. Toscano-Anderson,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,1.0,Anunoby,1628384.0
10:36,20,PT10M36.00S,2022-12-08T00:42:49.3Z,1,REGULAR,steal,,[],1628384,,,1610612761,6,0,2022-12-08T00:42:51Z,200000,False,,,0,,O. Anunoby STEAL (1 STL),[1628384],3,1610612761.0,TOR,,,,Anunoby,O. Anunoby,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
10:32,21,PT10M32.00S,2022-12-08T00:42:53.4Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1628384,7.835085413929041,50.0,1610612761,8,0,2022-12-08T00:43:01Z,210000,False,0.0,21.0,1,left,O. Anunoby running Layup (2 PTS),[1628384],3,1610612761.0,TOR,running,,,Anunoby,O. Anunoby,,,,,Restricted Area,0-8 Center,2.11,Made,2.0,,,,,,,,,,,,,,,,,
10:08,22,PT10M08.00S,2022-12-08T00:43:17.1Z,1,REGULAR,2pt,Jump Shot,[],1630559,85.10183968462549,30.88235294117647,1610612747,8,0,2022-12-08T00:43:24Z,220000,False,-96.0,88.0,1,right,MISS A. Reaves 12' step back Shot,[1630559],15,1610612747.0,LAL,step back,,,Reaves,A. Reaves,,,,,Mid-Range,8-16 Left,12.96,Missed,,,,,,,,,,,,,,,,,,
10:06,23,PT10M06.00S,2022-12-08T00:43:19.1Z,1,REGULAR,rebound,defensive,[],1627832,,,1610612761,8,0,2022-12-08T00:43:24Z,230000,False,,,0,,F. VanVleet REBOUND (Off:0 Def:1),[1627832],23,1610612761.0,TOR,,,,VanVleet,F. VanVleet,,,,,Mid-Range,8-16 Left,,,,22.0,1.0,1.0,0.0,,,,,,,,,,,,,
10:00,24,PT10M00.00S,2022-12-08T00:43:25.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1631132,8.229303547963205,54.166666666666664,1610612761,8,0,2022-12-08T00:43:31Z,240000,False,-21.0,25.0,1,left,MISS C. Koloko Layup,[1631132],35,1610612761.0,TOR,,,,Koloko,C. Koloko,,,,,Restricted Area,0-8 Center,3.24,Missed,,,,,,,,,,,,,,,,,,
09:56,25,PT09M56.00S,2022-12-08T00:43:29.2Z,1,REGULAR,rebound,defensive,[],203471,,,1610612747,8,0,2022-12-08T00:43:31Z,250000,False,,,0,,D. Schroder REBOUND (Off:0 Def:1),[203471],17,1610612747.0,LAL,,,,Schroder,D. Schroder,,,,,Restricted Area,0-8 Center,,,,24.0,1.0,1.0,0.0,,,,,,,,,,,,,
09:46,26,PT09M46.00S,2022-12-08T00:43:38.7Z,1,REGULAR,2pt,Jump Shot,[],203471,95.0886990801577,69.36274509803921,1610612747,8,0,2022-12-08T01:07:25Z,260000,False,97.0,-6.0,1,right,MISS D. Schroder 9' turnaround fadeaway Shot - blocked,"[203471, 1628384]",17,1610612747.0,LAL,turnaround fadeaway,,,Schroder,D. Schroder,,,,,Mid-Range,8-16 Right,9.7,Missed,,,,,,Anunoby,1628384.0,,,,,,,,,,,
09:46,27,PT09M46.00S,2022-12-08T00:43:38.7Z,1,REGULAR,block,,[],1628384,,,1610612747,8,0,2022-12-08T00:43:40Z,270000,False,,,0,,O. Anunoby BLOCK (1 BLK),[1628384],3,1610612761.0,TOR,,,,Anunoby,O. Anunoby,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,,,,,,,,
09:44,28,PT09M44.00S,2022-12-08T00:43:40.7Z,1,REGULAR,rebound,defensive,[],1631132,,,1610612761,8,0,2022-12-08T00:43:44Z,280000,False,,,0,,C. Koloko REBOUND (Off:1 Def:1),[1631132],35,1610612761.0,TOR,,,,Koloko,C. Koloko,,,,,Mid-Range,8-16 Right,,,,26.0,2.0,1.0,1.0,,,,,,,,,,,,,
09:41,29,PT09M41.00S,2022-12-08T00:43:47.3Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1627783,7.703679369250986,45.34313725490196,1610612761,10,0,2022-12-08T01:08:35Z,290000,False,23.0,20.0,1,left,P. Siakam running finger roll Layup (5 PTS),[1627783],43,1610612761.0,TOR,running finger roll,,,Siakam,P. Siakam,,,,,Restricted Area,0-8 Center,3.06,Made,5.0,,,,,,,,,,,,,,,,,
09:41,30,PT09M41.00S,2022-12-08T00:43:50.0Z,1,REGULAR,foul,personal,['1freethrow'],1628418,,,1610612761,10,0,2022-12-08T00:44:20Z,300000,False,,,0,,T. Bryant shooting personal FOUL (1 PF) (Siakam 1 FT),"[1628418, 1627783]",31,1610612747.0,LAL,shooting,,,Bryant,T. Bryant,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,202037.0,1.0,0.0,Siakam,1627783.0,,,
09:41,32,PT09M41.00S,2022-12-08T00:44:06.8Z,1,REGULAR,substitution,out,[],1629022,,,1610612761,10,0,2022-12-08T00:46:07Z,320000,False,,,0,,SUB out: L. Walker IV,[1629022],4,1610612747.0,LAL,,,,Walker IV,L. Walker IV,,,,,,,,,,,,,,,,,,,,,,,,,,
09:41,33,PT09M41.00S,2022-12-08T00:44:06.8Z,1,REGULAR,substitution,in,[],201566,,,1610612761,10,0,2022-12-08T00:46:07Z,330000,False,,,0,,SUB in: R. Westbrook,[201566],0,1610612747.0,LAL,,,,Westbrook,R. Westbrook,,,,,,,,,,,,,,,,,,,,,,,,,,
09:41,34,PT09M41.00S,2022-12-08T00:44:29.4Z,1,REGULAR,freethrow,1 of 1,['fastbreak'],1627783,,,1610612761,11,0,2022-12-08T00:44:29Z,340000,False,,,0,,P. Siakam Free Throw 1 of 1 (6 PTS),[1627783],43,1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,,,,Made,6.0,,,,,,,,,,,,,,,,,
09:22,35,PT09M22.00S,2022-12-08T00:44:48.3Z,1,REGULAR,3pt,Jump Shot,[],1630559,72.09264126149803,75.24509803921569,1610612747,11,3,2022-12-08T00:44:53Z,350000,False,126.0,210.0,1,right,A. Reaves 24' 3PT  (3 PTS) (R. Westbrook 1 AST),"[1630559, 201566]",15,1610612747.0,LAL,,,,Reaves,A. Reaves,,,,,Above the Break 3,24+ Right Center,24.48,Made,3.0,,,,,,,R. Westbrook,201566.0,1.0,,,,,,,,
09:02,37,PT09M02.00S,2022-12-08T00:45:08.9Z,1,REGULAR,2pt,Jump Shot,[],1628384,11.383048620236531,68.38235294117648,1610612761,13,3,2022-12-08T00:45:14Z,370000,False,-92.0,55.0,1,left,O. Anunoby 10' turnaround fadeaway Jump Shot (4 PTS),[1628384],3,1610612761.0,TOR,turnaround fadeaway,,,Anunoby,O. Anunoby,,,,,Mid-Range,8-16 Left,10.68,Made,4.0,,,,,,,,,,,,,,,,,
08:49,38,PT08M49.00S,2022-12-08T00:45:22.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628418,92.85479632063075,54.41176470588235,1610612747,13,5,2022-12-08T00:46:16Z,380000,False,22.0,15.0,1,right,T. Bryant driving reverse Layup (2 PTS) (J. Toscano-Anderson 1 AST),"[1628418, 1629308]",31,1610612747.0,LAL,driving reverse,,,Bryant,T. Bryant,,,,,Restricted Area,0-8 Center,2.65,Made,2.0,,,,,,,J. Toscano-Anderson,1629308.0,1.0,,,,,,,,
08:36,40,PT08M36.00S,2022-12-08T00:45:34.2Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627783,15.456636005256241,50.73529411764706,1610612761,15,5,2022-12-08T00:45:39Z,400000,False,-4.0,93.0,1,left,P. Siakam 9' fadeaway Jump Shot (8 PTS) (F. VanVleet 2 AST),"[1627783, 1627832]",43,1610612761.0,TOR,fadeaway,,,Siakam,P. Siakam,,,,,In The Paint (Non-RA),8-16 Center,9.29,Made,8.0,,,,,,,F. VanVleet,1627832.0,2.0,,,,,,,,
08:21,42,PT08M21.00S,2022-12-08T00:45:49.7Z,1,REGULAR,3pt,Jump Shot,[],203471,86.5473061760841,4.166666666666666,1610612747,15,8,2022-12-08T00:45:56Z,420000,False,-229.0,74.0,1,right,D. Schroder 24' 3PT  (3 PTS) (J. Toscano-Anderson 2 AST),"[203471, 1629308]",17,1610612747.0,LAL,,,,Schroder,D. Schroder,,,,,Left Corner 3,24+ Left,24.08,Made,3.0,,,,,,,J. Toscano-Anderson,1629308.0,2.0,,,,,,,,
08:06,44,PT08M06.00S,2022-12-08T00:46:05.1Z,1,REGULAR,3pt,Jump Shot,[],1628384,20.45006570302234,95.58823529411765,1610612761,15,8,2022-12-08T00:46:10Z,440000,False,-228.0,140.0,1,left,MISS O. Anunoby 26' 3PT,[1628384],3,1610612761.0,TOR,,,,Anunoby,O. Anunoby,,,,,Above the Break 3,24+ Left Center,26.73,Missed,,,,,,,,,,,,,,,,,,
08:04,45,PT08M04.00S,2022-12-08T00:46:07.1Z,1,REGULAR,rebound,defensive,[],1629308,,,1610612747,15,8,2022-12-08T00:46:10Z,450000,False,,,0,,J. Toscano-Anderson REBOUND (Off:0 Def:1),[1629308],95,1610612747.0,LAL,,,,Toscano-Anderson,J. Toscano-Anderson,,,,,Above the Break 3,24+ Left Center,,,,44.0,1.0,1.0,0.0,,,,,,,,,,,,,
07:49,46,PT07M49.00S,2022-12-08T00:46:24.6Z,1,REGULAR,foul,personal,['2freethrow'],1631132,,,1610612747,15,8,2022-12-08T00:46:41Z,460000,False,,,0,,C. Koloko shooting personal FOUL (1 PF) (Bryant 2 FT),"[1631132, 1628418]",35,1610612761.0,TOR,shooting,,,Koloko,C. Koloko,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,202035.0,1.0,0.0,Bryant,1628418.0,,,
07:49,48,PT07M49.00S,2022-12-08T00:46:52.8Z,1,REGULAR,freethrow,1 of 2,[],1628418,,,1610612747,15,9,2022-12-08T00:46:52Z,480000,False,,,0,,T. Bryant Free Throw 1 of 2 (3 PTS),[1628418],31,1610612747.0,LAL,,,,Bryant,T. Bryant,,,,,,,,Made,3.0,,,,,,,,,,,,,,,,,
07:49,49,PT07M49.00S,2022-12-08T00:46:53.7Z,1,REGULAR,substitution,out,[],1629308,,,1610612747,15,9,2022-12-08T00:46:57Z,490000,False,,,0,,SUB out: J. Toscano-Anderson,[1629308],95,1610612747.0,LAL,,,,Toscano-Anderson,J. Toscano-Anderson,,,,,,,,,,,,,,,,,,,,,,,,,,
07:49,50,PT07M49.00S,2022-12-08T00:46:53.7Z,1,REGULAR,substitution,in,[],1629022,,,1610612747,15,9,2022-12-08T00:46:57Z,500000,False,,,0,,SUB in: L. Walker IV,[1629022],4,1610612747.0,LAL,,,,Walker IV,L. Walker IV,,,,,,,,,,,,,,,,,,,,,,,,,,
07:49,51,PT07M49.00S,2022-12-08T00:47:13.7Z,1,REGULAR,freethrow,2 of 2,[],1628418,,,1610612747,15,10,2022-12-08T00:47:13Z,510000,False,,,0,,T. Bryant Free Throw 2 of 2 (4 PTS),[1628418],31,1610612747.0,LAL,,,,Bryant,T. Bryant,,,,,,,,Made,4.0,,,,,,,,,,,,,,,,,
07:27,52,PT07M27.00S,2022-12-08T00:47:40.0Z,1,REGULAR,2pt,Jump Shot,[],1627783,27.020367936925098,62.254901960784316,1610612761,15,10,2022-12-08T00:47:45Z,520000,False,-61.0,201.0,1,left,MISS P. Siakam 21' pullup Shot,[1627783],43,1610612761.0,TOR,pullup,,,Siakam,P. Siakam,,,,,Mid-Range,16-24 Center,21.06,Missed,,,,,,,,,,,,,,,,,,
07:25,53,PT07M25.00S,2022-12-08T00:47:42.0Z,1,REGULAR,rebound,defensive,[],201566,,,1610612747,15,10,2022-12-08T00:47:45Z,530000,False,,,0,,R. Westbrook REBOUND (Off:0 Def:1),[201566],0,1610612747.0,LAL,,,,Westbrook,R. Westbrook,,,,,Mid-Range,16-24 Center,,,,52.0,1.0,1.0,0.0,,,,,,,,,,,,,
07:18,54,PT07M18.00S,2022-12-08T00:47:50.0Z,1,REGULAR,3pt,Jump Shot,[],201566,94.03745072273325,3.6764705882352944,1610612747,15,10,2022-12-08T00:47:57Z,540000,False,-232.0,4.0,1,right,MISS R. Westbrook bank 3PT,[201566],0,1610612747.0,LAL,bank,,,Westbrook,R. Westbrook,,,,,Left Corner 3,24+ Left,23.16,Missed,,,,,,,,,,,,,,,,,,
07:14,55,PT07M14.00S,2022-12-08T00:47:54.0Z,1,REGULAR,rebound,defensive,[],1630567,,,1610612761,15,10,2022-12-08T00:47:57Z,550000,False,,,0,,S. Barnes REBOUND (Off:1 Def:2),[1630567],4,1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,Left Corner 3,24+ Left,,,,54.0,3.0,2.0,1.0,,,,,,,,,,,,,
07:05,56,PT07M05.00S,2022-12-08T00:48:04.1Z,1,REGULAR,foul,personal,['2freethrow'],203471,,,1610612761,15,10,2022-12-08T00:48:29Z,560000,False,,,0,,D. Schroder shooting personal FOUL (1 PF) (VanVleet 2 FT),"[203471, 1627832]",17,1610612747.0,LAL,shooting,,,Schroder,D. Schroder,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,202035.0,1.0,0.0,VanVleet,1627832.0,,,
07:05,58,PT07M05.00S,2022-12-08T00:48:30.1Z,1,REGULAR,freethrow,1 of 2,[],1627832,,,1610612761,16,10,2022-12-08T00:48:30Z,580000,False,,,0,,F. VanVleet Free Throw 1 of 2 (4 PTS),[1627832],23,1610612761.0,TOR,,,,VanVleet,F. VanVleet,,,,,,,,Made,4.0,,,,,,,,,,,,,,,,,
07:05,59,PT07M05.00S,2022-12-08T00:48:45.3Z,1,REGULAR,freethrow,2 of 2,[],1627832,,,1610612761,17,10,2022-12-08T00:48:45Z,590000,False,,,0,,F. VanVleet Free Throw 2 of 2 (5 PTS),[1627832],23,1610612761.0,TOR,,,,VanVleet,F. VanVleet,,,,,,,,Made,5.0,,,,,,,,,,,,,,,,,
06:49,60,PT06M49.00S,2022-12-08T00:49:02.5Z,1,REGULAR,3pt,Jump Shot,[],1629022,90.75229960578186,4.411764705882353,1610612747,17,13,2022-12-08T00:49:07Z,600000,False,-228.0,34.0,1,right,L. Walker IV 3PT  (3 PTS) (A. Reaves 1 AST),"[1629022, 1630559]",4,1610612747.0,LAL,,,,Walker IV,L. Walker IV,,,,,Left Corner 3,24+ Left,23.05,Made,3.0,,,,,,,A. Reaves,1630559.0,1.0,,,,,,,,
06:32,62,PT06M32.00S,2022-12-08T00:49:19.2Z,1,REGULAR,3pt,Jump Shot,[],1628384,8.229303547963205,4.166666666666666,1610612761,17,13,2022-12-08T00:49:24Z,620000,False,229.0,25.0,1,left,MISS O. Anunoby 3PT,[1628384],3,1610612761.0,TOR,,,,Anunoby,O. Anunoby,,,,,Right Corner 3,24+ Right,23.05,Missed,,,,,,,,,,,,,,,,,,
06:30,63,PT06M30.00S,2022-12-08T00:49:21.2Z,1,REGULAR,rebound,defensive,[],1629022,,,1610612747,17,13,2022-12-08T00:49:24Z,630000,False,,,0,,L. Walker IV REBOUND (Off:0 Def:1),[1629022],4,1610612747.0,LAL,,,,Walker IV,L. Walker IV,,,,,Right Corner 3,24+ Right,,,,62.0,1.0,1.0,0.0,,,,,,,,,,,,,
06:15,64,PT06M15.00S,2022-12-08T00:49:36.9Z,1,REGULAR,2pt,Jump Shot,[],203471,75.77201051248358,60.049019607843135,1610612747,17,13,2022-12-08T00:49:44Z,640000,False,50.0,175.0,1,right,MISS D. Schroder 18' pullup Shot,[203471],17,1610612747.0,LAL,pullup,,,Schroder,D. Schroder,,,,,Mid-Range,16-24 Center,18.23,Missed,,,,,,,,,,,,,,,,,,
06:13,65,PT06M13.00S,2022-12-08T00:49:38.9Z,1,REGULAR,rebound,offensive,[],201566,,,1610612747,17,13,2022-12-08T00:49:44Z,650000,False,,,0,,R. Westbrook REBOUND (Off:1 Def:1),[201566],0,1610612747.0,LAL,,,,Westbrook,R. Westbrook,,,,,Mid-Range,16-24 Center,,,,64.0,2.0,1.0,1.0,,,,,,,,,,,,,
06:12,66,PT06M12.00S,2022-12-08T00:49:40.8Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",201566,94.1688567674113,50.73529411764706,1610612747,17,15,2022-12-08T01:22:48Z,660000,False,4.0,2.0,1,right,R. Westbrook putback Layup (2 PTS),[201566],0,1610612747.0,LAL,putback,,,Westbrook,R. Westbrook,,,,,Restricted Area,0-8 Center,0.44,Made,2.0,,,,,,,,,,,,,,,,,
05:59,67,PT05M59.00S,2022-12-08T00:49:53.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1627832,8.492115637319317,53.67647058823529,1610612761,19,15,2022-12-08T00:50:01Z,670000,False,-18.0,27.0,1,left,F. VanVleet driving reverse Layup (7 PTS),[1627832],23,1610612761.0,TOR,driving reverse,,,VanVleet,F. VanVleet,,,,,Restricted Area,0-8 Center,3.29,Made,7.0,,,,,,,,,,,,,,,,,
05:43,68,PT05M43.00S,2022-12-08T00:50:08.3Z,1,REGULAR,3pt,Jump Shot,[],1629022,95.0886990801577,97.05882352941177,1610612747,19,15,2022-12-08T00:50:14Z,680000,False,235.0,-6.0,1,right,MISS L. Walker IV 3PT,[1629022],4,1610612747.0,LAL,,,,Walker IV,L. Walker IV,,,,,Right Corner 3,24+ Right,23.54,Missed,,,,,,,,,,,,,,,,,,
05:39,69,PT05M39.00S,2022-12-08T00:50:12.3Z,1,REGULAR,rebound,defensive,[],1631132,,,1610612761,19,15,2022-12-08T00:51:19Z,690000,False,,,0,,C. Koloko REBOUND (Off:1 Def:2),[1631132],35,1610612761.0,TOR,,,,Koloko,C. Koloko,,,,,Right Corner 3,24+ Right,,,,68.0,3.0,2.0,1.0,,,,,,,,,,,,,
05:32,70,PT05M32.00S,2022-12-08T00:50:20.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628384,8.623521681997373,46.568627450980394,1610612761,21,15,2022-12-08T00:50:24Z,700000,False,17.0,29.0,1,left,O. Anunoby Layup (6 PTS) (S. Barnes 1 AST),"[1628384, 1630567]",3,1610612761.0,TOR,,,,Anunoby,O. Anunoby,,,,,Restricted Area,0-8 Center,3.34,Made,6.0,,,,,,,S. Barnes,1630567.0,1.0,,,,,,,,
05:12,72,PT05M12.00S,2022-12-08T00:50:39.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],201566,95.22010512483574,55.392156862745104,1610612747,21,15,2022-12-08T00:53:25Z,720000,False,27.0,-8.0,1,right,MISS R. Westbrook driving Layup,[201566],0,1610612747.0,LAL,driving,,,Westbrook,R. Westbrook,,,,,Restricted Area,0-8 Center,2.8,Missed,,,,,,,,,,,,,,,,,,
05:10,73,PT05M10.00S,2022-12-08T00:50:41.6Z,1,REGULAR,rebound,offensive,[],201566,,,1610612747,21,15,2022-12-08T00:51:41Z,730000,False,,,0,,R. Westbrook REBOUND (Off:2 Def:1),[201566],0,1610612747.0,LAL,,,,Westbrook,R. Westbrook,,,,,Restricted Area,0-8 Center,,,,72.0,3.0,1.0,2.0,,,,,,,,,,,,,
05:10,74,PT05M10.00S,2022-12-08T00:50:46.4Z,1,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",201566,94.40999984741211,50.0,1610612747,21,15,2022-12-08T00:51:29Z,740000,False,0.0,0.0,1,right,MISS R. Westbrook putback Layup,[201566],0,1610612747.0,LAL,putback,,,Westbrook,R. Westbrook,,,,,Restricted Area,0-8 Center,0.0,Missed,,,,,,,,,,,,,,,,,,
05:10,75,PT05M10.00S,2022-12-08T00:50:46.4Z,1,REGULAR,rebound,offensive,[],1628418,,,1610612747,21,15,2022-12-08T00:51:29Z,750000,False,,,0,,T. Bryant REBOUND (Off:1 Def:0),[1628418],31,1610612747.0,LAL,,,,Bryant,T. Bryant,,,,,Restricted Area,0-8 Center,,,,74.0,1.0,0.0,1.0,,,,,,,,,,,,,
05:10,76,PT05M10.00S,2022-12-08T00:50:49.9Z,1,REGULAR,foul,personal,['2freethrow'],1627783,,,1610612747,21,15,2022-12-08T00:53:43Z,760000,False,,,0,,P. Siakam shooting personal FOUL (1 PF) (Bryant 2 FT),"[1627783, 1628418]",43,1610612761.0,TOR,shooting,,,Siakam,P. Siakam,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,202035.0,1.0,0.0,Bryant,1628418.0,,,
05:10,78,PT05M10.00S,2022-12-08T00:51:11.7Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612747,21,15,2022-12-08T00:51:11Z,780000,False,,,0,,TOR Timeout,[],,1610612761.0,TOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05:10,79,PT05M10.00S,2022-12-08T00:51:32.5Z,1,REGULAR,substitution,out,[],1628384,,,1610612747,21,15,2022-12-08T00:53:36Z,790000,False,,,0,,SUB out: O. Anunoby,[1628384],3,1610612761.0,TOR,,,,Anunoby,O. Anunoby,,,,,,,,,,,,,,,,,,,,,,,,,,
