actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
175,PT00M00.10S,2022-11-06T23:35:27.4Z,1,REGULAR,3pt,Jump Shot,[],1630567,70.77858081471747,49.754901960784316,1610612761,21,30,2022-11-06T23:36:37Z,1730000,1.0,613.0,1,left,MISS S. Barnes 61' driving floating 3PT,[1630567],1610612761.0,TOR,driving floating,,,Barnes,S. Barnes,,,,,Mid-Range,16-24 Center,61.28,Missed,,,,,,,,,,,,,,,,,,
176,PT00M00.10S,2022-11-06T23:35:27.4Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612761,21,30,2022-11-06T23:36:37Z,1740000,,,0,,TEAM offensive REBOUND,[],1610612761.0,TOR,,,,,,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,175.0,,,,,,,,
177,PT00M00.00S,2022-11-06T23:35:46.7Z,1,REGULAR,period,end,[],0,,,1610612761,21,30,2022-11-06T23:35:46Z,1750000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
178,PT12M00.00S,2022-11-06T23:35:49.9Z,2,REGULAR,substitution,out,['startperiod'],202696,,,1610612761,21,30,2022-11-06T23:37:58Z,1760000,,,0,,SUB out: N. Vucevic,[202696],1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,,,,,,,,,,,,,,,,,,,,,,
179,PT12M00.00S,2022-11-06T23:35:49.9Z,2,REGULAR,substitution,out,['startperiod'],1629750,,,1610612761,21,30,2022-11-06T23:37:58Z,1770000,,,0,,SUB out: J. Green,[1629750],1610612741.0,CHI,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,,,
180,PT12M00.00S,2022-11-06T23:35:49.9Z,2,REGULAR,substitution,out,['startperiod'],1631207,,,1610612761,21,30,2022-11-06T23:37:58Z,1780000,,,0,,SUB out: D. Terry,[1631207],1610612741.0,CHI,,,,Terry,D. Terry,,,,,,,,,,,,,,,,,,,,,,,,,,
181,PT12M00.00S,2022-11-06T23:35:49.9Z,2,REGULAR,substitution,in,['startperiod'],201942,,,1610612761,21,30,2022-11-06T23:37:58Z,1790000,,,0,,SUB in: D. DeRozan,[201942],1610612741.0,CHI,,,,DeRozan,D. DeRozan,,,,,,,,,,,,,,,,,,,,,,,,,,
182,PT12M00.00S,2022-11-06T23:35:49.9Z,2,REGULAR,substitution,in,['startperiod'],1627884,,,1610612761,21,30,2022-11-06T23:37:58Z,1800000,,,0,,SUB in: D. Jones Jr.,[1627884],1610612741.0,CHI,,,,Jones Jr.,D. Jones Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
183,PT12M00.00S,2022-11-06T23:35:49.9Z,2,REGULAR,substitution,in,['startperiod'],1630172,,,1610612761,21,30,2022-11-06T23:37:58Z,1810000,,,0,,SUB in: P. Williams,[1630172],1610612741.0,CHI,,,,Williams,P. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
184,PT12M00.00S,2022-11-06T23:38:04.9Z,2,REGULAR,period,start,[],0,,,1610612741,21,30,2022-11-06T23:38:04Z,1820000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
185,PT11M44.00S,2022-11-06T23:38:20.7Z,2,REGULAR,3pt,Jump Shot,[],201609,70.64717477003943,20.34313725490196,1610612741,21,33,2022-11-06T23:38:27Z,1830000,-148.0,223.0,1,right,G. Dragic 26' 3PT  (3 PTS) (P. Williams 1 AST),"[201609, 1630172]",1610612741.0,CHI,,,,Dragic,G. Dragic,,,,,Above the Break 3,24+ Left Center,26.81,Made,3.0,P. Williams,1630172.0,1.0,,,,,,,,,,,,,,
187,PT11M15.00S,2022-11-06T23:38:48.5Z,2,REGULAR,3pt,Jump Shot,[],1629018,32.670827858081466,63.23529411764706,1610612761,21,33,2022-11-06T23:38:56Z,1850000,-66.0,255.0,1,left,MISS G. Trent Jr. 26' 3PT,[1629018],1610612761.0,TOR,,,,Trent Jr.,G. Trent Jr.,,,,,Above the Break 3,24+ Center,26.31,Missed,,,,,,,,,,,,,,,,,,
188,PT11M11.00S,2022-11-06T23:38:52.8Z,2,REGULAR,rebound,offensive,[],1628449,,,1610612761,21,33,2022-11-06T23:38:52Z,1860000,,,0,,C. Boucher REBOUND (Off:2 Def:0),[1628449],1610612761.0,TOR,,,,Boucher,C. Boucher,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,187.0,2.0,0.0,2.0,,,,,
189,PT11M09.00S,2022-11-06T23:38:54.1Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1628449,6.521024967148489,47.794117647058826,1610612761,23,33,2022-11-06T23:39:01Z,1870000,11.0,9.0,1,left,C. Boucher putback Layup (2 PTS),[1628449],1610612761.0,TOR,putback,,,Boucher,C. Boucher,,,,,Restricted Area,0-8 Center,1.41,Made,2.0,,,,,,,,,,,,,,,,,
190,PT11M00.00S,2022-11-06T23:39:03.3Z,2,REGULAR,3pt,Jump Shot,[],1630172,67.88764783180025,64.4607843137255,1610612741,23,36,2022-11-06T23:41:49Z,1880000,72.0,249.0,1,right,P. Williams 25' 3PT pullup (6 PTS) (G. Dragic 2 AST),"[1630172, 201609]",1610612741.0,CHI,pullup,,,Williams,P. Williams,,,,,Above the Break 3,24+ Center,25.97,Made,6.0,G. Dragic,201609.0,2.0,,,,,,,,,,,,,,
192,PT10M41.00S,2022-11-06T23:39:23.7Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630567,8.492115637319317,51.71568627450981,1610612761,25,36,2022-11-06T23:39:29Z,1900000,-9.0,27.0,1,left,S. Barnes driving finger roll Layup (5 PTS),[1630567],1610612761.0,TOR,driving finger roll,,,Barnes,S. Barnes,,,,,Restricted Area,0-8 Center,2.86,Made,5.0,,,,,,,,,,,,,,,,,
193,PT10M23.00S,2022-11-06T23:39:40.5Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],1627936,92.9862023653088,46.32352941176471,1610612741,25,36,2022-11-06T23:39:47Z,1910000,-18.0,13.0,1,right,MISS A. Caruso driving Hook,[1627936],1610612741.0,CHI,driving,,,Caruso,A. Caruso,,,,,Restricted Area,0-8 Center,2.28,Missed,,,,,,,,,,,,,,,,,,
194,PT10M22.00S,2022-11-06T23:39:41.5Z,2,REGULAR,rebound,defensive,[],203490,,,1610612761,25,36,2022-11-06T23:39:47Z,1920000,,,0,,O. Porter Jr. REBOUND (Off:1 Def:1),[203490],1610612761.0,TOR,,,,Porter Jr.,O. Porter Jr.,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,193.0,2.0,1.0,1.0,,,,,
195,PT10M18.00S,2022-11-06T23:39:47.2Z,2,REGULAR,foul,personal,[],1627936,,,1610612761,25,36,2022-11-06T23:40:17Z,1930000,,,0,,A. Caruso personal FOUL (1 PF),"[1627936, 203490]",1610612741.0,CHI,,,,Caruso,A. Caruso,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,,,,,,2530.0,1.0,0.0,Porter Jr.,203490.0
197,PT10M18.00S,2022-11-06T23:39:53.6Z,2,REGULAR,substitution,out,[],203490,,,1610612761,25,36,2022-11-06T23:39:59Z,1950000,,,0,,SUB out: O. Porter Jr.,[203490],1610612761.0,TOR,,,,Porter Jr.,O. Porter Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
198,PT10M18.00S,2022-11-06T23:39:53.6Z,2,REGULAR,substitution,in,[],1627832,,,1610612761,25,36,2022-11-06T23:39:59Z,1960000,,,0,,SUB in: F. VanVleet,[1627832],1610612761.0,TOR,,,,VanVleet,F. VanVleet,,,,,,,,,,,,,,,,,,,,,,,,,,
199,PT10M11.00S,2022-11-06T23:40:15.6Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629018,13.354139290407357,48.529411764705884,1610612761,27,36,2022-11-06T23:40:21Z,1970000,7.0,73.0,1,left,G. Trent Jr. 7' pullup Jump Shot (6 PTS) (F. VanVleet 3 AST),"[1629018, 1627832]",1610612761.0,TOR,pullup,,,Trent Jr.,G. Trent Jr.,,,,,In The Paint (Non-RA),0-8 Center,7.34,Made,6.0,F. VanVleet,1627832.0,3.0,,,,,,,,,,,,,,
201,PT09M58.00S,2022-11-06T23:40:28.4Z,2,REGULAR,2pt,Jump Shot,[],201609,76.42904073587385,48.529411764705884,1610612741,27,38,2022-11-06T23:40:35Z,1990000,-7.0,169.0,1,right,G. Dragic 16' pullup Jump Shot (5 PTS),[201609],1610612741.0,CHI,pullup,,,Dragic,G. Dragic,,,,,Mid-Range,16-24 Center,16.93,Made,5.0,,,,,,,,,,,,,,,,,
202,PT09M37.00S,2022-11-06T23:40:51.6Z,2,REGULAR,foul,personal,['2freethrow'],1630172,,,1610612761,27,38,2022-11-06T23:41:01Z,2000000,,,0,,P. Williams shooting personal FOUL (2 PF) (Barnes 2 FT),"[1630172, 1630567]",1610612741.0,CHI,shooting,,,Williams,P. Williams,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,1204.0,2.0,0.0,Barnes,1630567.0
204,PT09M37.00S,2022-11-06T23:41:11.6Z,2,REGULAR,freethrow,1 of 2,[],1630567,,,1610612761,27,38,2022-11-06T23:41:11Z,2020000,,,0,,MISS S. Barnes Free Throw 1 of 2,[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
205,PT09M37.00S,2022-11-06T23:41:11.6Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612761,27,38,2022-11-06T23:41:11Z,2030000,,,0,,TEAM offensive REBOUND,[],1610612761.0,TOR,,,,,,,,,,,,,,,,,,,,,,,204.0,,,,,,,,
206,PT09M37.00S,2022-11-06T23:41:14.5Z,2,REGULAR,substitution,out,[],1628449,,,1610612761,27,38,2022-11-06T23:41:17Z,2040000,,,0,,SUB out: C. Boucher,[1628449],1610612761.0,TOR,,,,Boucher,C. Boucher,,,,,,,,,,,,,,,,,,,,,,,,,,
207,PT09M37.00S,2022-11-06T23:41:14.5Z,2,REGULAR,substitution,in,[],1631132,,,1610612761,27,38,2022-11-06T23:41:17Z,2050000,,,0,,SUB in: C. Koloko,[1631132],1610612761.0,TOR,,,,Koloko,C. Koloko,,,,,,,,,,,,,,,,,,,,,,,,,,
208,PT09M37.00S,2022-11-06T23:41:29.1Z,2,REGULAR,freethrow,2 of 2,[],1630567,,,1610612761,28,38,2022-11-06T23:41:29Z,2060000,,,0,,S. Barnes Free Throw 2 of 2 (6 PTS),[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,,,,Made,6.0,,,,,,,,,,,,,,,,,
209,PT09M23.00S,2022-11-06T23:41:47.4Z,2,REGULAR,foul,personal,['2freethrow'],1630173,,,1610612741,28,38,2022-11-06T23:41:53Z,2070000,,,0,,P. Achiuwa shooting personal FOUL (2 PF) (Jones Jr. 2 FT),"[1630173, 1627884]",1610612761.0,TOR,shooting,,,Achiuwa,P. Achiuwa,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,1204.0,2.0,0.0,Jones Jr.,1627884.0
211,PT09M23.00S,2022-11-06T23:42:15.6Z,2,REGULAR,freethrow,1 of 2,[],1627884,,,1610612741,28,38,2022-11-06T23:42:15Z,2090000,,,0,,MISS D. Jones Jr. Free Throw 1 of 2,[1627884],1610612741.0,CHI,,,,Jones Jr.,D. Jones Jr.,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
212,PT09M23.00S,2022-11-06T23:42:15.6Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612741,28,38,2022-11-06T23:42:15Z,2100000,,,0,,TEAM offensive REBOUND,[],1610612741.0,CHI,,,,,,,,,,,,,,,,,,,,,,,211.0,,,,,,,,
213,PT09M23.00S,2022-11-06T23:42:33.6Z,2,REGULAR,freethrow,2 of 2,[],1627884,,,1610612741,28,39,2022-11-06T23:42:33Z,2110000,,,0,,D. Jones Jr. Free Throw 2 of 2 (1 PTS),[1627884],1610612741.0,CHI,,,,Jones Jr.,D. Jones Jr.,,,,,,,,Made,1.0,,,,,,,,,,,,,,,,,
214,PT09M17.00S,2022-11-06T23:42:45.9Z,2,REGULAR,foul,personal,[],1627936,,,1610612761,28,39,2022-11-06T23:43:26Z,2120000,,,0,,A. Caruso personal FOUL (2 PF),"[1627936, 1627832]",1610612741.0,CHI,,,,Caruso,A. Caruso,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,,,,,,1628171.0,2.0,0.0,VanVleet,1627832.0
216,PT09M17.00S,2022-11-06T23:42:51.1Z,2,REGULAR,substitution,out,[],1630173,,,1610612761,28,39,2022-11-06T23:42:59Z,2140000,,,0,,SUB out: P. Achiuwa,[1630173],1610612761.0,TOR,,,,Achiuwa,P. Achiuwa,,,,,,,,,,,,,,,,,,,,,,,,,,
217,PT09M17.00S,2022-11-06T23:42:51.1Z,2,REGULAR,substitution,out,[],1629018,,,1610612761,28,39,2022-11-06T23:42:59Z,2150000,,,0,,SUB out: G. Trent Jr.,[1629018],1610612761.0,TOR,,,,Trent Jr.,G. Trent Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
218,PT09M17.00S,2022-11-06T23:42:51.1Z,2,REGULAR,substitution,out,[],1627936,,,1610612761,28,39,2022-11-06T23:42:59Z,2160000,,,0,,SUB out: A. Caruso,[1627936],1610612741.0,CHI,,,,Caruso,A. Caruso,,,,,,,,,,,,,,,,,,,,,,,,,,
219,PT09M17.00S,2022-11-06T23:42:51.1Z,2,REGULAR,substitution,in,[],1628384,,,1610612761,28,39,2022-11-06T23:42:59Z,2170000,,,0,,SUB in: O. Anunoby,[1628384],1610612761.0,TOR,,,,Anunoby,O. Anunoby,,,,,,,,,,,,,,,,,,,,,,,,,,
220,PT09M17.00S,2022-11-06T23:42:51.1Z,2,REGULAR,substitution,in,[],201152,,,1610612761,28,39,2022-11-06T23:42:59Z,2180000,,,0,,SUB in: T. Young,[201152],1610612761.0,TOR,,,,Young,T. Young,,,,,,,,,,,,,,,,,,,,,,,,,,
221,PT09M17.00S,2022-11-06T23:42:51.1Z,2,REGULAR,substitution,in,[],1630245,,,1610612761,28,39,2022-11-06T23:42:59Z,2190000,,,0,,SUB in: A. Dosunmu,[1630245],1610612741.0,CHI,,,,Dosunmu,A. Dosunmu,,,,,,,,,,,,,,,,,,,,,,,,,,
222,PT09M02.00S,2022-11-06T23:43:23.3Z,2,REGULAR,3pt,Jump Shot,[],1630567,29.25427069645204,21.813725490196077,1610612761,31,39,2022-11-06T23:43:29Z,2200000,141.0,222.0,1,left,S. Barnes 26' 3PT  (9 PTS) (F. VanVleet 4 AST),"[1630567, 1627832]",1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,Above the Break 3,24+ Right Center,26.34,Made,9.0,F. VanVleet,1627832.0,4.0,,,,,,,,,,,,,,
224,PT08M45.00S,2022-11-06T23:43:42.7Z,2,REGULAR,foul,personal,[],1628384,,,1610612741,31,39,2022-11-06T23:44:12Z,2220000,,,0,,O. Anunoby personal FOUL (2 PF),"[1628384, 201942]",1610612761.0,TOR,,,,Anunoby,O. Anunoby,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,,,,2530.0,2.0,0.0,DeRozan,201942.0
226,PT08M39.00S,2022-11-06T23:44:10.1Z,2,REGULAR,3pt,Jump Shot,[],201609,73.9323258869908,14.460784313725492,1610612741,31,39,2022-11-06T23:44:16Z,2240000,-178.0,193.0,1,right,MISS G. Dragic 26' 3PT,[201609],1610612741.0,CHI,,,,Dragic,G. Dragic,,,,,Above the Break 3,24+ Left Center,26.2,Missed,,,,,,,,,,,,,,,,,,
227,PT08M36.00S,2022-11-06T23:44:13.1Z,2,REGULAR,rebound,defensive,[],1628384,,,1610612761,31,39,2022-11-06T23:44:16Z,2250000,,,0,,O. Anunoby REBOUND (Off:0 Def:1),[1628384],1610612761.0,TOR,,,,Anunoby,O. Anunoby,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,226.0,1.0,1.0,0.0,,,,,
228,PT08M25.00S,2022-11-06T23:44:23.7Z,2,REGULAR,3pt,Jump Shot,[],1627832,34.37910643889619,59.068627450980394,1610612761,34,39,2022-11-06T23:44:30Z,2260000,-45.0,271.0,1,left,F. VanVleet 27' 3PT  (7 PTS) (S. Barnes 3 AST),"[1627832, 1630567]",1610612761.0,TOR,,,,VanVleet,F. VanVleet,,,,,Above the Break 3,24+ Center,27.45,Made,7.0,S. Barnes,1630567.0,3.0,,,,,,,,,,,,,,
230,PT08M24.00S,2022-11-06T23:44:32.2Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612741,34,39,2022-11-06T23:44:32Z,2280000,,,0,,CHI Timeout,[],1610612741.0,CHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
231,PT08M02.00S,2022-11-06T23:47:38.0Z,2,REGULAR,3pt,Jump Shot,[],1627884,92.32917214191852,96.07843137254902,1610612741,34,39,2022-11-06T23:47:44Z,2290000,230.0,20.0,1,right,MISS D. Jones Jr. 3PT,[1627884],1610612741.0,CHI,,,,Jones Jr.,D. Jones Jr.,,,,,Right Corner 3,24+ Right,23.12,Missed,,,,,,,,,,,,,,,,,,
232,PT08M00.00S,2022-11-06T23:47:40.0Z,2,REGULAR,rebound,offensive,[],201609,,,1610612741,34,39,2022-11-06T23:47:44Z,2300000,,,0,,G. Dragic REBOUND (Off:1 Def:0),[201609],1610612741.0,CHI,,,,Dragic,G. Dragic,,,,,Right Corner 3,24+ Right,,,,,,,,,,,,231.0,1.0,0.0,1.0,,,,,
233,PT07M54.00S,2022-11-06T23:47:46.6Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1630245,85.62746386333771,2.450980392156863,1610612741,34,39,2022-11-06T23:47:51Z,2310000,-238.0,83.0,1,right,MISS A. Dosunmu 25' 3PT,[1630245],1610612741.0,CHI,,,,Dosunmu,A. Dosunmu,,,,,Left Corner 3,24+ Left,25.16,Missed,,,,,,,,,,,,,,,,,,
234,PT07M51.00S,2022-11-06T23:47:49.6Z,2,REGULAR,rebound,offensive,[],201609,,,1610612741,34,39,2022-11-06T23:47:51Z,2320000,,,0,,G. Dragic REBOUND (Off:2 Def:0),[201609],1610612741.0,CHI,,,,Dragic,G. Dragic,,,,,Left Corner 3,24+ Left,,,,,,,,,,,,233.0,2.0,0.0,2.0,,,,,
235,PT07M48.00S,2022-11-06T23:47:54.5Z,2,REGULAR,foul,personal,['2freethrow'],1631132,,,1610612741,34,39,2022-11-06T23:48:00Z,2330000,,,0,,C. Koloko shooting personal FOUL (1 PF) (Jones Jr. 2 FT),"[1631132, 1627884]",1610612761.0,TOR,shooting,,,Koloko,C. Koloko,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,1628171.0,1.0,0.0,Jones Jr.,1627884.0
237,PT07M48.00S,2022-11-06T23:48:18.9Z,2,REGULAR,freethrow,1 of 2,['2ndchance'],1627884,,,1610612741,34,40,2022-11-06T23:48:18Z,2350000,,,0,,D. Jones Jr. Free Throw 1 of 2 (2 PTS),[1627884],1610612741.0,CHI,,,,Jones Jr.,D. Jones Jr.,,,,,,,,Made,2.0,,,,,,,,,,,,,,,,,
238,PT07M48.00S,2022-11-06T23:48:34.2Z,2,REGULAR,freethrow,2 of 2,['2ndchance'],1627884,,,1610612741,34,40,2022-11-06T23:48:34Z,2360000,,,0,,MISS D. Jones Jr. Free Throw 2 of 2,[1627884],1610612741.0,CHI,,,,Jones Jr.,D. Jones Jr.,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
239,PT07M46.00S,2022-11-06T23:48:35.3Z,2,REGULAR,rebound,defensive,[],201152,,,1610612761,34,40,2022-11-06T23:48:35Z,2370000,,,0,,T. Young REBOUND (Off:0 Def:1),[201152],1610612761.0,TOR,,,,Young,T. Young,,,,,,,,,,,,,,,,,,238.0,1.0,1.0,0.0,,,,,
240,PT07M32.00S,2022-11-06T23:48:48.8Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1631132,8.229303547963205,40.19607843137255,1610612761,34,40,2022-11-06T23:48:55Z,2380000,49.0,25.0,1,left,MISS C. Koloko cutting Layup,[1631132],1610612761.0,TOR,cutting,,,Koloko,C. Koloko,,,,,In The Paint (Non-RA),0-8 Center,5.5,Missed,,,,,,,,,,,,,,,,,,
241,PT07M30.00S,2022-11-06T23:48:51.5Z,2,REGULAR,rebound,defensive,[],201942,,,1610612741,34,40,2022-11-06T23:48:51Z,2390000,,,0,,D. DeRozan REBOUND (Off:0 Def:2),[201942],1610612741.0,CHI,,,,DeRozan,D. DeRozan,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,240.0,2.0,2.0,0.0,,,,,
242,PT07M17.00S,2022-11-06T23:49:04.0Z,2,REGULAR,2pt,Jump Shot,[],201609,74.58935611038108,54.90196078431373,1610612741,34,42,2022-11-06T23:49:11Z,2400000,25.0,186.0,1,right,G. Dragic 18' step back Jump Shot (7 PTS),[201609],1610612741.0,CHI,step back,,,Dragic,G. Dragic,,,,,Mid-Range,16-24 Center,18.8,Made,7.0,,,,,,,,,,,,,,,,,
243,PT07M06.00S,2022-11-06T23:49:18.8Z,2,REGULAR,foul,personal,[],201609,,,1610612761,34,42,2022-11-06T23:50:03Z,2410000,,,0,,G. Dragic personal FOUL (2 PF),"[201609, 1628384]",1610612741.0,CHI,,,,Dragic,G. Dragic,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,,,,2530.0,2.0,0.0,Anunoby,1628384.0
245,PT07M06.00S,2022-11-06T23:49:27.0Z,2,REGULAR,substitution,out,[],1630172,,,1610612761,34,42,2022-11-06T23:49:40Z,2430000,,,0,,SUB out: P. Williams,[1630172],1610612741.0,CHI,,,,Williams,P. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
246,PT07M06.00S,2022-11-06T23:49:27.0Z,2,REGULAR,substitution,in,[],202696,,,1610612761,34,42,2022-11-06T23:49:40Z,2440000,,,0,,SUB in: N. Vucevic,[202696],1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,,,,,,,,,,,,,,,,,,,,,,
248,PT06M52.00S,2022-11-06T23:50:12.7Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],1630567,14.931011826544022,41.17647058823529,1610612761,34,42,2022-11-06T23:50:20Z,2460000,44.0,88.0,1,left,MISS S. Barnes 9' driving Hook,[1630567],1610612761.0,TOR,driving,,,Barnes,S. Barnes,,,,,In The Paint (Non-RA),8-16 Center,9.83,Missed,,,,,,,,,,,,,,,,,,
249,PT06M50.00S,2022-11-06T23:50:15.4Z,2,REGULAR,rebound,offensive,[],1630567,,,1610612761,34,42,2022-11-06T23:50:15Z,2470000,,,0,,S. Barnes REBOUND (Off:1 Def:3),[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,248.0,4.0,3.0,1.0,,,,,
250,PT06M49.00S,2022-11-06T23:50:17.8Z,2,REGULAR,turnover,out-of-bounds,[],1630567,,,1610612761,34,42,2022-11-06T23:50:25Z,2480000,,,0,,S. Barnes bad pass out-of-bounds TURNOVER (1 TO),[1630567],1610612761.0,TOR,bad pass,,,Barnes,S. Barnes,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,1.0,,,,,,,,,1628171.0,,,,
251,PT06M49.00S,2022-11-06T23:50:21.7Z,2,REGULAR,substitution,out,[],201942,,,1610612741,34,42,2022-11-06T23:50:29Z,2490000,,,0,,SUB out: D. DeRozan,[201942],1610612741.0,CHI,,,,DeRozan,D. DeRozan,,,,,,,,,,,,,,,,,,,,,,,,,,
252,PT06M49.00S,2022-11-06T23:50:21.7Z,2,REGULAR,substitution,in,[],1629750,,,1610612741,34,42,2022-11-06T23:50:29Z,2500000,,,0,,SUB in: J. Green,[1629750],1610612741.0,CHI,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,,,
253,PT06M40.00S,2022-11-06T23:50:48.9Z,2,REGULAR,turnover,bad pass,[],201609,,,1610612741,34,42,2022-11-06T23:50:53Z,2510000,,,0,,G. Dragic bad pass TURNOVER (1 TO),"[201609, 1630567]",1610612741.0,CHI,,,,Dragic,G. Dragic,,,,,Mid-Range,16-24 Right Center,,,,,,,1.0,Barnes,1630567.0,,,,,,,,,,,
254,PT06M40.00S,2022-11-06T23:50:48.9Z,2,REGULAR,steal,,[],1630567,,,1610612761,34,42,2022-11-06T23:50:50Z,2520000,,,0,,S. Barnes STEAL (1 STL),[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,,,,,,,,,,
255,PT06M36.00S,2022-11-06T23:50:53.2Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1627832,6.652431011826544,44.11764705882353,1610612761,34,42,2022-11-06T23:51:06Z,2530000,29.0,10.0,1,left,MISS F. VanVleet running Layup - blocked,"[1627832, 202696]",1610612761.0,TOR,running,,,VanVleet,F. VanVleet,,,,,Restricted Area,0-8 Center,3.11,Missed,,,,,,,,Vucevic,202696.0,,,,,,,,,
256,PT06M36.00S,2022-11-06T23:50:53.2Z,2,REGULAR,block,,[],202696,,,1610612761,34,42,2022-11-06T23:50:55Z,2540000,,,0,,N. Vucevic BLOCK (1 BLK),[202696],1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
257,PT06M36.00S,2022-11-06T23:50:53.2Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612741,34,42,2022-11-06T23:51:06Z,2550000,,,0,,TEAM defensive REBOUND,[],1610612741.0,CHI,,,,,,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,255.0,,,,,,,,
259,PT06M21.00S,2022-11-06T23:51:20.9Z,2,REGULAR,3pt,Jump Shot,[],1627884,72.09264126149803,78.43137254901961,1610612741,34,42,2022-11-06T23:51:25Z,2570000,142.0,210.0,1,right,MISS D. Jones Jr. 25' 3PT,[1627884],1610612741.0,CHI,,,,Jones Jr.,D. Jones Jr.,,,,,Above the Break 3,24+ Right Center,25.34,Missed,,,,,,,,,,,,,,,,,,
260,PT06M19.00S,2022-11-06T23:51:22.9Z,2,REGULAR,rebound,defensive,[],1628384,,,1610612761,34,42,2022-11-06T23:51:25Z,2580000,,,0,,O. Anunoby REBOUND (Off:0 Def:2),[1628384],1610612761.0,TOR,,,,Anunoby,O. Anunoby,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,259.0,2.0,2.0,0.0,,,,,
261,PT06M12.00S,2022-11-06T23:51:30.7Z,2,REGULAR,3pt,Jump Shot,[],201152,7.5722733245729295,95.34313725490196,1610612761,34,42,2022-11-06T23:51:35Z,2590000,-227.0,19.0,1,left,MISS T. Young 3PT,[201152],1610612761.0,TOR,,,,Young,T. Young,,,,,Left Corner 3,24+ Left,22.75,Missed,,,,,,,,,,,,,,,,,,
