actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,blockPlayerName,blockPersonId,stealPlayerName,stealPersonId
258,PT06M17.00S,2022-11-01T00:21:19.3Z,2,REGULAR,substitution,in,[],1629631,,,1610612737,42,43,2022-11-01T00:21:23Z,2580000,,,0,,SUB in: D. Hunter,[1629631],1610612737.0,ATL,,,,Hunter,D. Hunter,,,,,,,,,,,,,,,,,,,,,,,,,,
259,PT06M17.00S,2022-11-01T00:21:38.8Z,2,REGULAR,freethrow,2 of 2,[],1630168,,,1610612737,42,44,2022-11-01T00:21:38Z,2590000,,,0,,O. Okongwu Free Throw 2 of 2 (6 PTS),[1630168],1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,,,,Made,,,,,6.0,,,,,,,,,,,,,
260,PT06M07.00S,2022-11-01T00:21:54.0Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1631132,92.85479632063075,50.245098039215684,1610612761,42,44,2022-11-01T00:21:58Z,2600000,1.0,15.0,1,right,MISS C. Koloko cutting DUNK - blocked,"[1631132, 1630168]",1610612761.0,TOR,cutting,,,Koloko,C. Koloko,,,,,Restricted Area,0-8 Center,1.47,Missed,,,,,,,,,,,,,,,Okongwu,1630168.0,,
265,PT06M07.00S,2022-11-01T00:21:54.0Z,2,REGULAR,block,,[],1630168,,,1610612761,42,44,2022-11-01T00:22:20Z,2605000,,,0,,O. Okongwu BLOCK (1 BLK),[1630168],1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
261,PT06M03.00S,2022-11-01T00:21:58.0Z,2,REGULAR,rebound,defensive,[],1628381,,,1610612737,42,44,2022-11-01T00:22:20Z,2610000,,,0,,J. Collins REBOUND (Off:2 Def:6),[1628381],1610612737.0,ATL,,,,Collins,J. Collins,,,,,Restricted Area,0-8 Center,,,260.0,8.0,6.0,2.0,,,,,,,,,,,,,,
262,PT06M00.00S,2022-11-01T00:22:01.5Z,2,REGULAR,turnover,lost ball,[],1627749,,,1610612737,42,44,2022-11-01T00:22:08Z,2620000,,,0,,D. Murray lost ball TURNOVER (3 TO),"[1627749, 1628384]",1610612737.0,ATL,,,,Murray,D. Murray,,,,,Mid-Range,16-24 Right,,,,,,,,,,,,,,,,3.0,,,Anunoby,1628384.0
263,PT06M00.00S,2022-11-01T00:22:01.5Z,2,REGULAR,steal,,[],1628384,,,1610612761,42,44,2022-11-01T00:22:05Z,2630000,,,0,,O. Anunoby STEAL (4 STL),[1628384],1610612761.0,TOR,,,,Anunoby,O. Anunoby,,,,,Mid-Range,16-24 Right,,,,,,,,,,,,,,,,,,,,
266,PT05M57.00S,2022-11-01T00:22:24.6Z,2,REGULAR,foul,personal,[],1628381,,,1610612761,42,44,2022-11-01T00:22:53Z,2650000,,,0,,J. Collins personal FOUL (1 PF),"[1628381, 1627783]",1610612737.0,ATL,,,,Collins,J. Collins,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,2003.0,1.0,0.0,Siakam,1627783.0,,,,,
268,PT05M57.00S,2022-11-01T00:22:38.2Z,2,REGULAR,substitution,out,[],1628988,,,1610612761,42,44,2022-11-01T00:22:46Z,2670000,,,0,,SUB out: A. Holiday,[1628988],1610612737.0,ATL,,,,Holiday,A. Holiday,,,,,,,,,,,,,,,,,,,,,,,,,,
269,PT05M57.00S,2022-11-01T00:22:38.2Z,2,REGULAR,substitution,out,[],1630168,,,1610612761,42,44,2022-11-01T00:22:46Z,2680000,,,0,,SUB out: O. Okongwu,[1630168],1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,,,,,,,,,,,,,,,,,,,,,,
270,PT05M57.00S,2022-11-01T00:22:38.2Z,2,REGULAR,substitution,in,[],1629027,,,1610612761,42,44,2022-11-01T00:22:46Z,2690000,,,0,,SUB in: T. Young,[1629027],1610612737.0,ATL,,,,Young,T. Young,,,,,,,,,,,,,,,,,,,,,,,,,,
271,PT05M57.00S,2022-11-01T00:22:38.2Z,2,REGULAR,substitution,in,[],203991,,,1610612761,42,44,2022-11-01T00:22:46Z,2700000,,,0,,SUB in: C. Capela,[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,,,,,,,,,,,,,,,,,,,,,,
272,PT05M48.00S,2022-11-01T00:23:06.4Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1627783,84.83902759526939,56.61764705882353,1610612761,44,44,2022-11-01T00:23:12Z,2710000,33.0,90.0,1,right,P. Siakam 9' turnaround fadeaway Jump Shot (9 PTS),[1627783],1610612761.0,TOR,turnaround fadeaway,,,Siakam,P. Siakam,,,,,In The Paint (Non-RA),8-16 Center,9.59,Made,,,,,9.0,,,,,,,,,,,,,
273,PT05M28.00S,2022-11-01T00:23:26.5Z,2,REGULAR,3pt,Jump Shot,[],1629027,6.521024967148489,95.83333333333334,1610612737,44,47,2022-11-01T00:34:47Z,2720000,-229.0,9.0,1,left,T. Young 3PT pullup (6 PTS) (D. Murray 4 AST),"[1629027, 1627749]",1610612737.0,ATL,pullup,,,Young,T. Young,,,,,Left Corner 3,24+ Left,22.94,Made,,,,,6.0,D. Murray,1627749.0,4.0,,,,,,,,,,
275,PT05M12.00S,2022-11-01T00:23:43.1Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629018,88.38699080157687,51.71568627450981,1610612761,46,47,2022-11-01T00:23:46Z,2740000,9.0,57.0,1,right,G. Trent Jr. driving floating Jump Shot (4 PTS),[1629018],1610612761.0,TOR,driving floating,,,Trent Jr.,G. Trent Jr.,,,,,In The Paint (Non-RA),0-8 Center,5.73,Made,,,,,4.0,,,,,,,,,,,,,
276,PT04M53.00S,2022-11-01T00:24:01.4Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1628381,16.770696452036795,47.05882352941176,1610612737,46,47,2022-11-01T00:24:06Z,2750000,15.0,105.0,1,left,MISS J. Collins 10' driving Layup - blocked,"[1628381, 1627783]",1610612737.0,ATL,driving,,,Collins,J. Collins,,,,,In The Paint (Non-RA),8-16 Center,10.61,Missed,,,,,,,,,,,,,,,Siakam,1627783.0,,
277,PT04M53.00S,2022-11-01T00:24:01.4Z,2,REGULAR,block,,[],1627783,,,1610612737,46,47,2022-11-01T00:24:04Z,2760000,,,0,,P. Siakam BLOCK (1 BLK),[1627783],1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
278,PT04M50.00S,2022-11-01T00:24:04.4Z,2,REGULAR,rebound,offensive,[],1628381,,,1610612737,46,47,2022-11-01T00:24:06Z,2770000,,,0,,J. Collins REBOUND (Off:3 Def:6),[1628381],1610612737.0,ATL,,,,Collins,J. Collins,,,,,In The Paint (Non-RA),8-16 Center,,,276.0,9.0,6.0,3.0,,,,,,,,,,,,,,
279,PT04M49.00S,2022-11-01T00:24:05.4Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1629631,7.440867279894875,46.81372549019608,1610612737,46,47,2022-11-01T00:24:13Z,2780000,16.0,17.0,1,left,MISS D. Hunter driving Layup - blocked,"[1629631, 1631132]",1610612737.0,ATL,driving,,,Hunter,D. Hunter,,,,,Restricted Area,0-8 Center,2.36,Missed,,,,,,,,,,,,,,,Koloko,1631132.0,,
280,PT04M49.00S,2022-11-01T00:24:05.4Z,2,REGULAR,block,,[],1631132,,,1610612737,46,47,2022-11-01T00:24:07Z,2790000,,,0,,C. Koloko BLOCK (1 BLK),[1631132],1610612761.0,TOR,,,,Koloko,C. Koloko,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
281,PT04M47.00S,2022-11-01T00:24:07.4Z,2,REGULAR,rebound,defensive,[],1627783,,,1610612761,46,47,2022-11-01T00:24:13Z,2800000,,,0,,P. Siakam REBOUND (Off:1 Def:3),[1627783],1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,Restricted Area,0-8 Center,,,279.0,4.0,3.0,1.0,,,,,,,,,,,,,,
282,PT04M45.00S,2022-11-01T00:24:09.2Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fastbreak']",1628384,93.51182654402102,51.470588235294116,1610612761,48,47,2022-11-01T00:24:21Z,2810000,7.0,8.0,1,right,O. Anunoby running DUNK (9 PTS) (P. Siakam 1 AST),"[1628384, 1627783]",1610612761.0,TOR,running,,,Anunoby,O. Anunoby,,,,,Restricted Area,0-8 Center,1.13,Made,,,,,9.0,P. Siakam,1627783.0,1.0,,,,,,,,,,
284,PT04M41.00S,2022-11-01T00:24:18.4Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612737,48,47,2022-11-01T00:24:18Z,2830000,,,0,,ATL Timeout,[],1610612737.0,ATL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
285,PT04M27.00S,2022-11-01T00:27:20.6Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629027,14.011169513797633,47.30392156862745,1610612737,48,49,2022-11-01T00:27:24Z,2840000,13.0,79.0,1,left,T. Young 8' driving floating Jump Shot (8 PTS) (D. Murray 5 AST),"[1629027, 1627749]",1610612737.0,ATL,driving floating,,,Young,T. Young,,,,,In The Paint (Non-RA),8-16 Center,8.03,Made,,,,,8.0,D. Murray,1627749.0,5.0,,,,,,,,,,
287,PT04M04.00S,2022-11-01T00:27:42.6Z,2,REGULAR,3pt,Jump Shot,[],1628384,69.99014454664915,68.87254901960785,1610612761,48,49,2022-11-01T00:27:46Z,2860000,94.0,230.0,1,right,MISS O. Anunoby 24' 3PT,[1628384],1610612761.0,TOR,,,,Anunoby,O. Anunoby,,,,,Above the Break 3,24+ Right Center,24.82,Missed,,,,,,,,,,,,,,,,,,
288,PT04M04.00S,2022-11-01T00:27:42.6Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612737,48,49,2022-11-01T00:27:46Z,2870000,,,0,,TEAM defensive REBOUND,[],1610612737.0,ATL,,,,,,,,,,Above the Break 3,24+ Right Center,,,287.0,,,,,,,,,,,,,,,,,
290,PT03M46.00S,2022-11-01T00:28:08.6Z,2,REGULAR,3pt,Jump Shot,[],1629027,7.440867279894875,2.696078431372549,1610612737,48,49,2022-11-01T00:28:17Z,2890000,237.0,17.0,1,left,MISS T. Young turnaround fadeaway 3PT - blocked,"[1629027, 1628384]",1610612737.0,ATL,turnaround fadeaway,,,Young,T. Young,,,,,Right Corner 3,24+ Right,23.71,Missed,,,,,,,,,,,,,,,Anunoby,1628384.0,,
341,PT03M46.00S,2022-11-01T00:28:08.6Z,2,REGULAR,block,,[],1628384,,,1610612737,48,49,2022-11-01T00:42:53Z,2895000,,,0,,O. Anunoby BLOCK (2 BLK),[1628384],1610612761.0,TOR,,,,Anunoby,O. Anunoby,,,,,Right Corner 3,24+ Right,,,,,,,,,,,,,,,,,,,,
291,PT03M43.00S,2022-11-01T00:28:11.6Z,2,REGULAR,rebound,defensive,[],1627783,,,1610612761,48,49,2022-11-01T00:28:17Z,2900000,,,0,,P. Siakam REBOUND (Off:1 Def:4),[1627783],1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,Right Corner 3,24+ Right,,,290.0,5.0,4.0,1.0,,,,,,,,,,,,,,
292,PT03M36.00S,2022-11-01T00:28:29.3Z,2,REGULAR,timeout,full,['team'],0,,,1610612761,48,49,2022-11-01T00:28:29Z,2910000,,,0,,TOR Timeout,[],1610612761.0,TOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
294,PT03M25.00S,2022-11-01T00:30:03.0Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],1627783,87.86136662286465,51.225490196078425,1610612761,48,49,2022-11-01T00:30:08Z,2920000,6.0,62.0,1,right,MISS P. Siakam 6' driving Hook,[1627783],1610612761.0,TOR,driving,,,Siakam,P. Siakam,,,,,In The Paint (Non-RA),0-8 Center,6.19,Missed,,,,,,,,,,,,,,,,,,
295,PT03M22.00S,2022-11-01T00:30:06.0Z,2,REGULAR,rebound,defensive,[],1629631,,,1610612737,48,49,2022-11-01T00:30:08Z,2930000,,,0,,D. Hunter REBOUND (Off:0 Def:1),[1629631],1610612737.0,ATL,,,,Hunter,D. Hunter,,,,,In The Paint (Non-RA),0-8 Center,,,294.0,1.0,1.0,0.0,,,,,,,,,,,,,,
296,PT03M16.00S,2022-11-01T00:30:11.7Z,2,REGULAR,3pt,Jump Shot,[],1629027,25.443495400788436,20.588235294117645,1610612737,48,49,2022-11-01T00:30:16Z,2940000,147.0,187.0,1,left,MISS T. Young step back 3PT,[1629027],1610612737.0,ATL,step back,,,Young,T. Young,,,,,Above the Break 3,16-24 Right Center,23.77,Missed,,,,,,,,,,,,,,,,,,
297,PT03M13.00S,2022-11-01T00:30:14.6Z,2,REGULAR,rebound,defensive,[],1631132,,,1610612761,48,49,2022-11-01T00:30:14Z,2950000,,,0,,C. Koloko REBOUND (Off:2 Def:1),[1631132],1610612761.0,TOR,,,,Koloko,C. Koloko,,,,,Above the Break 3,16-24 Right Center,,,296.0,3.0,1.0,2.0,,,,,,,,,,,,,,
298,PT03M09.00S,2022-11-01T00:30:18.6Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1629018,80.6340341655716,6.61764705882353,1610612761,51,49,2022-11-01T00:30:28Z,2960000,-217.0,130.0,1,right,G. Trent Jr. 25' 3PT running (7 PTS) (P. Siakam 2 AST),"[1629018, 1627783]",1610612761.0,TOR,running,,,Trent Jr.,G. Trent Jr.,,,,,Above the Break 3,24+ Left Center,25.26,Made,,,,,7.0,P. Siakam,1627783.0,2.0,,,,,,,,,,
300,PT02M51.00S,2022-11-01T00:30:36.7Z,2,REGULAR,3pt,Jump Shot,[],1627749,33.459264126149804,60.29411764705882,1610612737,51,49,2022-11-01T00:30:40Z,2980000,-51.0,262.0,1,left,MISS D. Murray 26' 3PT,[1627749],1610612737.0,ATL,,,,Murray,D. Murray,,,,,Above the Break 3,24+ Center,26.7,Missed,,,,,,,,,,,,,,,,,,
301,PT02M48.00S,2022-11-01T00:30:39.7Z,2,REGULAR,rebound,defensive,[],1627783,,,1610612761,51,49,2022-11-01T00:30:40Z,2990000,,,0,,P. Siakam REBOUND (Off:1 Def:5),[1627783],1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,Above the Break 3,24+ Center,,,300.0,6.0,5.0,1.0,,,,,,,,,,,,,,
302,PT02M39.00S,2022-11-01T00:30:50.5Z,2,REGULAR,foul,personal,['2freethrow'],1628381,,,1610612761,51,49,2022-11-01T00:31:07Z,3000000,,,0,,J. Collins shooting personal FOUL (2 PF) (Siakam 2 FT),"[1628381, 1627783]",1610612737.0,ATL,shooting,,,Collins,J. Collins,,,,,Restricted Area,0-8 Center,,,,,,,,,,,101283.0,2.0,0.0,Siakam,1627783.0,,,,,
304,PT02M39.00S,2022-11-01T00:31:32.1Z,2,REGULAR,freethrow,1 of 2,[],1627783,,,1610612761,51,49,2022-11-01T00:31:32Z,3020000,,,0,,MISS P. Siakam Free Throw 1 of 2,[1627783],1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
305,PT02M39.00S,2022-11-01T00:31:32.1Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612761,51,49,2022-11-01T00:31:32Z,3030000,,,0,,TEAM offensive REBOUND,[],1610612761.0,TOR,,,,,,,,,,,,,,304.0,,,,,,,,,,,,,,,,,
306,PT02M39.00S,2022-11-01T00:31:34.6Z,2,REGULAR,substitution,out,[],1627749,,,1610612761,51,49,2022-11-01T00:31:37Z,3040000,,,0,,SUB out: D. Murray,[1627749],1610612737.0,ATL,,,,Murray,D. Murray,,,,,,,,,,,,,,,,,,,,,,,,,,
307,PT02M39.00S,2022-11-01T00:31:34.6Z,2,REGULAR,substitution,in,[],203200,,,1610612761,51,49,2022-11-01T00:31:37Z,3050000,,,0,,SUB in: J. Holiday,[203200],1610612737.0,ATL,,,,Holiday,J. Holiday,,,,,,,,,,,,,,,,,,,,,,,,,,
308,PT02M39.00S,2022-11-01T00:31:54.1Z,2,REGULAR,freethrow,2 of 2,[],1627783,,,1610612761,52,49,2022-11-01T00:31:54Z,3060000,,,0,,P. Siakam Free Throw 2 of 2 (10 PTS),[1627783],1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,,,,Made,,,,,10.0,,,,,,,,,,,,,
309,PT02M20.00S,2022-11-01T00:32:14.2Z,2,REGULAR,2pt,Jump Shot,[],203200,4.5499342969776615,13.480392156862745,1610612737,52,49,2022-11-01T00:32:18Z,3070000,183.0,-10.0,1,left,MISS J. Holiday 18' pullup Shot,[203200],1610612737.0,ATL,pullup,,,Holiday,J. Holiday,,,,,Mid-Range,16-24 Right,18.29,Missed,,,,,,,,,,,,,,,,,,
310,PT02M17.00S,2022-11-01T00:32:17.2Z,2,REGULAR,rebound,defensive,[],1627783,,,1610612761,52,49,2022-11-01T00:32:18Z,3080000,,,0,,P. Siakam REBOUND (Off:1 Def:6),[1627783],1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,Mid-Range,16-24 Right,,,309.0,7.0,6.0,1.0,,,,,,,,,,,,,,
311,PT02M10.00S,2022-11-01T00:32:23.7Z,2,REGULAR,3pt,Jump Shot,[],1627783,66.3107752956636,50.98039215686274,1610612761,55,49,2022-11-01T00:32:28Z,3090000,5.0,264.0,1,right,P. Siakam 26' 3PT  (13 PTS) (G. Trent Jr. 2 AST),"[1627783, 1629018]",1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,Above the Break 3,24+ Center,26.42,Made,,,,,13.0,G. Trent Jr.,1629018.0,2.0,,,,,,,,,,
313,PT01M51.00S,2022-11-01T00:32:42.7Z,2,REGULAR,turnover,lost ball,[],1629631,,,1610612737,55,49,2022-11-01T00:32:46Z,3110000,,,0,,D. Hunter lost ball TURNOVER (1 TO),"[1629631, 1628384]",1610612737.0,ATL,,,,Hunter,D. Hunter,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,1.0,,,Anunoby,1628384.0
314,PT01M51.00S,2022-11-01T00:32:42.7Z,2,REGULAR,steal,,[],1628384,,,1610612761,55,49,2022-11-01T00:32:44Z,3120000,,,0,,O. Anunoby STEAL (5 STL),[1628384],1610612761.0,TOR,,,,Anunoby,O. Anunoby,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,,,,,
315,PT01M47.00S,2022-11-01T00:32:47.1Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1628384,94.30026281208936,50.0,1610612761,57,49,2022-11-01T00:32:51Z,3130000,0.0,1.0,1,right,O. Anunoby running Layup (11 PTS),[1628384],1610612761.0,TOR,running,,,Anunoby,O. Anunoby,,,,,Restricted Area,0-8 Center,0.11,Made,,,,,11.0,,,,,,,,,,,,,
316,PT01M23.00S,2022-11-01T00:33:13.0Z,2,REGULAR,foul,personal,[],1627783,,,1610612737,57,49,2022-11-01T00:33:26Z,3140000,,,0,,P. Siakam personal FOUL (2 PF),"[1627783, 1629027]",1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,Mid-Range,8-16 Right,,,,,,,,,,,101283.0,2.0,0.0,Young,1629027.0,,,,,
318,PT01M23.00S,2022-11-01T00:33:26.4Z,2,REGULAR,substitution,out,[],1628381,,,1610612737,57,49,2022-11-01T00:33:37Z,3160000,,,0,,SUB out: J. Collins,[1628381],1610612737.0,ATL,,,,Collins,J. Collins,,,,,,,,,,,,,,,,,,,,,,,,,,
319,PT01M23.00S,2022-11-01T00:33:26.4Z,2,REGULAR,substitution,in,[],1627749,,,1610612737,57,49,2022-11-01T00:33:37Z,3170000,,,0,,SUB in: D. Murray,[1627749],1610612737.0,ATL,,,,Murray,D. Murray,,,,,,,,,,,,,,,,,,,,,,,,,,
320,PT01M18.00S,2022-11-01T00:33:52.9Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1627749,8.09789750328515,56.372549019607845,1610612737,57,49,2022-11-01T00:33:57Z,3180000,-32.0,24.0,1,left,MISS D. Murray driving Layup - blocked,"[1627749, 1631132]",1610612737.0,ATL,driving,,,Murray,D. Murray,,,,,Restricted Area,0-8 Center,3.97,Missed,,,,,,,,,,,,,,,Koloko,1631132.0,,
321,PT01M18.00S,2022-11-01T00:33:52.9Z,2,REGULAR,block,,[],1631132,,,1610612737,57,49,2022-11-01T00:33:55Z,3190000,,,0,,C. Koloko BLOCK (2 BLK),[1631132],1610612761.0,TOR,,,,Koloko,C. Koloko,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
322,PT01M14.00S,2022-11-01T00:33:56.9Z,2,REGULAR,rebound,defensive,[],1630567,,,1610612761,57,49,2022-11-01T00:33:57Z,3200000,,,0,,S. Barnes REBOUND (Off:0 Def:3),[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,Restricted Area,0-8 Center,,,320.0,3.0,3.0,0.0,,,,,,,,,,,,,,
323,PT01M12.00S,2022-11-01T00:33:58.2Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1629018,79.188567674113,5.392156862745098,1610612761,57,49,2022-11-01T00:34:04Z,3210000,-223.0,143.0,1,right,MISS G. Trent Jr. 26' running 3PT,[1629018],1610612761.0,TOR,running,,,Trent Jr.,G. Trent Jr.,,,,,Above the Break 3,24+ Left Center,26.5,Missed,,,,,,,,,,,,,,,,,,
324,PT01M11.00S,2022-11-01T00:34:01.5Z,2,REGULAR,rebound,offensive,[],1627783,,,1610612761,57,49,2022-11-01T00:34:01Z,3220000,,,0,,P. Siakam REBOUND (Off:2 Def:6),[1627783],1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,Above the Break 3,24+ Left Center,,,323.0,8.0,6.0,2.0,,,,,,,,,,,,,,
325,PT01M11.00S,2022-11-01T00:34:04.4Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1627749,,,1610612761,57,49,2022-11-01T00:34:16Z,3230000,,,0,,D. Murray personal FOUL (2 PF) (Siakam 2 FT),"[1627749, 1627783]",1610612737.0,ATL,,,,Murray,D. Murray,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,101283.0,2.0,0.0,Siakam,1627783.0,,,,,
327,PT01M11.00S,2022-11-01T00:34:34.5Z,2,REGULAR,freethrow,1 of 2,"['2ndchance', 'fastbreak']",1627783,,,1610612761,58,49,2022-11-01T00:34:34Z,3250000,,,0,,P. Siakam Free Throw 1 of 2 (14 PTS),[1627783],1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,,,,Made,,,,,14.0,,,,,,,,,,,,,
328,PT01M11.00S,2022-11-01T00:34:53.1Z,2,REGULAR,freethrow,2 of 2,"['fastbreak', '2ndchance']",1627783,,,1610612761,59,49,2022-11-01T00:34:53Z,3260000,,,0,,P. Siakam Free Throw 2 of 2 (15 PTS),[1627783],1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,,,,Made,,,,,15.0,,,,,,,,,,,,,
329,PT01M05.00S,2022-11-01T00:35:01.2Z,2,REGULAR,turnover,out-of-bounds,[],1629027,,,1610612737,59,49,2022-11-01T00:35:12Z,3270000,,,0,,T. Young bad pass out-of-bounds TURNOVER (5 TO),[1629027],1610612737.0,ATL,bad pass,,,Young,T. Young,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,1628485.0,,,,,5.0,,,,
330,PT00M58.60S,2022-11-01T00:35:21.7Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629631,,,1610612761,59,49,2022-11-01T00:47:59Z,3280000,,,0,,D. Hunter personal FOUL (1 PF) (Barnes 2 FT),"[1629631, 1630567]",1610612737.0,ATL,,,,Hunter,D. Hunter,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,1628485.0,1.0,0.0,Barnes,1630567.0,,,,,
332,PT00M58.60S,2022-11-01T00:36:00.3Z,2,REGULAR,freethrow,1 of 2,['fromturnover'],1630567,,,1610612761,60,49,2022-11-01T00:36:00Z,3300000,,,0,,S. Barnes Free Throw 1 of 2 (10 PTS),[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,,,,Made,,,,,10.0,,,,,,,,,,,,,
333,PT00M58.60S,2022-11-01T00:36:13.1Z,2,REGULAR,freethrow,2 of 2,['fromturnover'],1630567,,,1610612761,61,49,2022-11-01T00:36:13Z,3310000,,,0,,S. Barnes Free Throw 2 of 2 (11 PTS),[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,,,,Made,,,,,11.0,,,,,,,,,,,,,
334,PT00M38.90S,2022-11-01T00:36:34.2Z,2,REGULAR,2pt,Jump Shot,[],1627749,22.421156373193167,70.09803921568627,1610612737,61,51,2022-11-01T00:36:38Z,3320000,-100.0,158.0,1,left,D. Murray 18' pullup Jump Shot (9 PTS),[1627749],1610612737.0,ATL,pullup,,,Murray,D. Murray,,,,,Mid-Range,16-24 Left Center,18.75,Made,,,,,9.0,,,,,,,,,,,,,
335,PT00M33.90S,2022-11-01T00:36:41.7Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1630567,71.17279894875165,76.47058823529412,1610612761,64,51,2022-11-01T00:49:01Z,3330000,132.0,218.0,1,right,S. Barnes 25' 3PT running pullup (14 PTS),[1630567],1610612761.0,TOR,running pullup,,,Barnes,S. Barnes,,,,,Above the Break 3,24+ Right Center,25.55,Made,,,,,14.0,,,,,,,,,,,,,
336,PT00M10.70S,2022-11-01T00:37:08.8Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],203991,8.09789750328515,39.705882352941174,1610612737,64,53,2022-11-01T00:37:13Z,3340000,51.0,24.0,1,left,C. Capela turnaround Hook (7 PTS) (T. Young 8 AST),"[203991, 1629027]",1610612737.0,ATL,turnaround,,,Capela,C. Capela,,,,,In The Paint (Non-RA),0-8 Center,5.66,Made,,,,,7.0,T. Young,1629027.0,8.0,,,,,,,,,,
338,PT00M02.90S,2022-11-01T00:37:19.1Z,2,REGULAR,3pt,Jump Shot,[],1630567,66.96780551905388,35.78431372549019,1610612761,64,53,2022-11-01T00:37:24Z,3360000,-71.0,258.0,1,right,MISS S. Barnes 26' pullup 3PT,[1630567],1610612761.0,TOR,pullup,,,Barnes,S. Barnes,,,,,Above the Break 3,24+ Center,26.76,Missed,,,,,,,,,,,,,,,,,,
339,PT00M02.90S,2022-11-01T00:37:19.1Z,2,REGULAR,rebound,defensive,[],203991,,,1610612737,64,53,2022-11-01T00:37:24Z,3370000,,,0,,C. Capela REBOUND (Off:1 Def:3),[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,Above the Break 3,24+ Center,,,338.0,4.0,3.0,1.0,,,,,,,,,,,,,,
340,PT00M00.00S,2022-11-01T00:37:24.6Z,2,REGULAR,period,end,[],0,,,1610612737,64,53,2022-11-01T00:37:24Z,3380000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
