actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,turnoverTotal,pointsTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
165,PT10M08.00S,2023-03-18T23:39:50.8Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627783,90.75229960578186,53.18627450980392,1610612761,38,33,2023-03-18T23:40:00Z,1610000,False,16.0,34.0,1,right,P. Siakam turnaround Jump Shot (7 PTS) (G. Trent Jr. 2 AST),"[1627783, 1629018]",1610612761.0,TOR,turnaround,,,Siakam,P. Siakam,,,,,Restricted Area,0-8 Center,3.79,Made,,,,,,,7.0,,,,,G. Trent Jr.,1629018.0,2.0,,,,
167,PT10M08.00S,2023-03-18T23:39:53.5Z,2,REGULAR,foul,personal,['1freethrow'],1629675,,,1610612761,38,33,2023-03-18T23:40:01Z,1630000,False,,,0,,N. Reid shooting personal FOUL (2 PF) (Siakam 1 FT),"[1629675, 1627783]",1610612750.0,MIN,shooting,,,Reid,N. Reid,,,,,Restricted Area,0-8 Center,,,,,,,1198.0,,,2.0,0.0,Siakam,1627783.0,,,,,,,
170,PT10M08.00S,2023-03-18T23:40:20.5Z,2,REGULAR,freethrow,1 of 1,[],1627783,,,1610612761,39,33,2023-03-18T23:40:20Z,1650000,False,,,0,,P. Siakam Free Throw 1 of 1 (8 PTS),[1627783],1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,,,,Made,,,,,,,8.0,,,,,,,,,,,
171,PT09M59.00S,2023-03-18T23:40:34.5Z,2,REGULAR,foul,personal,['2freethrow'],1631132,,,1610612750,39,33,2023-03-18T23:40:45Z,1660000,False,,,0,,C. Koloko shooting personal FOUL (1 PF) (Reid 2 FT),"[1631132, 1629675]",1610612761.0,TOR,shooting,,,Koloko,C. Koloko,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,1198.0,,,1.0,0.0,Reid,1629675.0,,,,,,,
173,PT09M59.00S,2023-03-18T23:41:01.0Z,2,REGULAR,freethrow,1 of 2,[],1629675,,,1610612750,39,34,2023-03-18T23:41:01Z,1680000,False,,,0,,N. Reid Free Throw 1 of 2 (13 PTS),[1629675],1610612750.0,MIN,,,,Reid,N. Reid,,,,,,,,Made,,,,,,,13.0,,,,,,,,,,,
174,PT09M59.00S,2023-03-18T23:41:15.5Z,2,REGULAR,freethrow,2 of 2,[],1629675,,,1610612750,39,35,2023-03-18T23:41:15Z,1690000,False,,,0,,N. Reid Free Throw 2 of 2 (14 PTS),[1629675],1610612750.0,MIN,,,,Reid,N. Reid,,,,,,,,Made,,,,,,,14.0,,,,,,,,,,,
175,PT09M46.00S,2023-03-18T23:41:30.5Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627783,87.72996057818659,39.705882352941174,1610612761,39,35,2023-03-18T23:41:39Z,1700000,False,-51.0,63.0,1,right,MISS P. Siakam 8' driving floating Shot,[1627783],1610612761.0,TOR,driving floating,,,Siakam,P. Siakam,,,,,In The Paint (Non-RA),8-16 Left,8.12,Missed,,,,,,,,,,,,,,,,,,
176,PT09M44.00S,2023-03-18T23:41:33.1Z,2,REGULAR,rebound,offensive,[],1629018,,,1610612761,39,35,2023-03-18T23:41:33Z,1710000,False,,,0,,G. Trent Jr. REBOUND (Off:1 Def:1),[1629018],1610612761.0,TOR,,,,Trent Jr.,G. Trent Jr.,,,,,In The Paint (Non-RA),8-16 Left,,,175.0,2.0,1.0,1.0,,,,,,,,,,,,,,
177,PT09M42.00S,2023-03-18T23:41:35.3Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",1631132,93.77463863337714,64.2156862745098,1610612761,39,35,2023-03-18T23:41:43Z,1720000,False,71.0,6.0,1,right,MISS C. Koloko 7' Jump Shot,[1631132],1610612761.0,TOR,,,,Koloko,C. Koloko,,,,,In The Paint (Non-RA),0-8 Center,7.14,Missed,,,,,,,,,,,,,,,,,,
178,PT09M42.00S,2023-03-18T23:41:35.3Z,2,REGULAR,rebound,defensive,[],1629162,,,1610612750,39,35,2023-03-18T23:41:43Z,1730000,False,,,0,,J. McLaughlin REBOUND (Off:0 Def:1),[1629162],1610612750.0,MIN,,,,McLaughlin,J. McLaughlin,,,,,In The Paint (Non-RA),0-8 Center,,,177.0,1.0,1.0,0.0,,,,,,,,,,,,,,
179,PT09M27.00S,2023-03-18T23:41:49.4Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629638,7.835085413929041,52.20588235294118,1610612750,39,37,2023-03-18T23:41:54Z,1740000,False,-11.0,21.0,1,left,N. Alexander-Walker driving finger roll Layup (2 PTS),[1629638],1610612750.0,MIN,driving finger roll,,,Alexander-Walker,N. Alexander-Walker,,,,,Restricted Area,0-8 Center,2.38,Made,,,,,,,2.0,,,,,,,,,,,
180,PT09M16.00S,2023-03-18T23:42:03.5Z,2,REGULAR,foul,offensive,[],1627783,,,1610612761,39,37,2023-03-18T23:42:22Z,1750000,False,,,0,,P. Siakam offensive FOUL (2 PF),"[1627783, 1629675]",1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,2530.0,,,2.0,0.0,Reid,1629675.0,,,,,,,
182,PT09M16.00S,2023-03-18T23:42:03.5Z,2,REGULAR,turnover,offensive foul,[],1627783,,,1610612761,39,37,2023-03-18T23:42:22Z,1770000,False,,,0,,P. Siakam offensive foul TURNOVER (1 TO),[1627783],1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,2530.0,1.0,,,,,,,,,,,,
183,PT08M56.00S,2023-03-18T23:42:44.3Z,2,REGULAR,turnover,lost ball,[],1631169,,,1610612750,39,37,2023-03-18T23:42:48Z,1780000,False,,,0,,J. Minott lost ball TURNOVER (2 TO),"[1631169, 1629018]",1610612750.0,MIN,,,,Minott,J. Minott,,,,,Mid-Range,16-24 Center,,,,,,,,2.0,,,,,,,,,Trent Jr.,1629018.0,,
184,PT08M56.00S,2023-03-18T23:42:44.3Z,2,REGULAR,steal,,[],1629018,,,1610612761,39,37,2023-03-18T23:42:46Z,1790000,False,,,0,,G. Trent Jr. STEAL (3 STL),[1629018],1610612761.0,TOR,,,,Trent Jr.,G. Trent Jr.,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,,,,,,,,
185,PT08M50.00S,2023-03-18T23:42:49.2Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1629018,93.9060446780552,53.92156862745098,1610612761,39,37,2023-03-18T23:42:55Z,1800000,False,20.0,5.0,1,right,MISS G. Trent Jr. running Layup,[1629018],1610612761.0,TOR,running,,,Trent Jr.,G. Trent Jr.,,,,,Restricted Area,0-8 Center,2.02,Missed,,,,,,,,,,,,,,,,,,
186,PT08M46.00S,2023-03-18T23:42:53.4Z,2,REGULAR,rebound,offensive,[],1627783,,,1610612761,39,37,2023-03-18T23:42:53Z,1810000,False,,,0,,P. Siakam REBOUND (Off:1 Def:3),[1627783],1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,Restricted Area,0-8 Center,,,185.0,4.0,3.0,1.0,,,,,,,,,,,,,,
187,PT08M46.00S,2023-03-18T23:42:53.4Z,2,REGULAR,2pt,Layup,"['2ndchance', 'fastbreak', 'pointsinthepaint', 'fromturnover']",1627783,94.40999984741211,50.0,1610612761,39,37,2023-03-18T23:42:58Z,1820000,False,0.0,0.0,1,right,MISS P. Siakam tip Layup,[1627783],1610612761.0,TOR,tip,,,Siakam,P. Siakam,,,,,Restricted Area,0-8 Center,0.0,Missed,,,,,,,,,,,,,,,,,,
188,PT08M46.00S,2023-03-18T23:42:53.4Z,2,REGULAR,rebound,defensive,[],1629638,,,1610612750,39,37,2023-03-18T23:42:58Z,1830000,False,,,0,,N. Alexander-Walker REBOUND (Off:0 Def:1),[1629638],1610612750.0,MIN,,,,Alexander-Walker,N. Alexander-Walker,,,,,Restricted Area,0-8 Center,,,187.0,1.0,1.0,0.0,,,,,,,,,,,,,,
189,PT08M42.00S,2023-03-18T23:42:57.6Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1629638,8.360709592641262,50.49019607843137,1610612750,39,37,2023-03-18T23:43:03Z,1840000,False,-2.0,26.0,1,left,MISS N. Alexander-Walker running Layup - blocked,"[1629638, 203115]",1610612750.0,MIN,running,,,Alexander-Walker,N. Alexander-Walker,,,,,Restricted Area,0-8 Center,2.62,Missed,,,,,,,,,,,,,,,,,Barton,203115.0
190,PT08M42.00S,2023-03-18T23:42:57.6Z,2,REGULAR,block,,[],203115,,,1610612750,39,37,2023-03-18T23:43:00Z,1850000,False,,,0,,W. Barton BLOCK (1 BLK),[203115],1610612761.0,TOR,,,,Barton,W. Barton,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
191,PT08M42.00S,2023-03-18T23:42:57.6Z,2,REGULAR,rebound,defensive,[],203115,,,1610612761,39,37,2023-03-18T23:43:03Z,1860000,False,,,0,,W. Barton REBOUND (Off:0 Def:2),[203115],1610612761.0,TOR,,,,Barton,W. Barton,,,,,Restricted Area,0-8 Center,,,189.0,2.0,2.0,0.0,,,,,,,,,,,,,,
192,PT08M37.00S,2023-03-18T23:43:02.9Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1629018,93.24901445466492,4.411764705882353,1610612761,39,37,2023-03-18T23:43:08Z,1870000,False,-228.0,11.0,1,right,MISS G. Trent Jr. running 3PT,[1629018],1610612761.0,TOR,running,,,Trent Jr.,G. Trent Jr.,,,,,Left Corner 3,24+ Left,22.82,Missed,,,,,,,,,,,,,,,,,,
193,PT08M34.00S,2023-03-18T23:43:05.9Z,2,REGULAR,rebound,defensive,[],1631169,,,1610612750,39,37,2023-03-18T23:43:08Z,1880000,False,,,0,,J. Minott REBOUND (Off:0 Def:2),[1631169],1610612750.0,MIN,,,,Minott,J. Minott,,,,,Left Corner 3,24+ Left,,,192.0,2.0,2.0,0.0,,,,,,,,,,,,,,
194,PT08M30.00S,2023-03-18T23:43:12.5Z,2,REGULAR,foul,personal,[],203115,,,1610612750,39,37,2023-03-18T23:43:44Z,1890000,False,,,0,,W. Barton personal FOUL (1 PF),"[203115, 1629162]",1610612761.0,TOR,,,,Barton,W. Barton,,,,,Mid-Range,16-24 Left Center,,,,,,,2530.0,,,1.0,0.0,McLaughlin,1629162.0,,,,,,,
196,PT08M30.00S,2023-03-18T23:43:21.1Z,2,REGULAR,substitution,out,[],1628449,,,1610612750,39,37,2023-03-18T23:43:37Z,1910000,False,,,0,,SUB out: C. Boucher,[1628449],1610612761.0,TOR,,,,Boucher,C. Boucher,,,,,,,,,,,,,,,,,,,,,,,,,,
197,PT08M30.00S,2023-03-18T23:43:21.1Z,2,REGULAR,substitution,out,[],1629638,,,1610612750,39,37,2023-03-18T23:43:37Z,1920000,False,,,0,,SUB out: N. Alexander-Walker,[1629638],1610612750.0,MIN,,,,Alexander-Walker,N. Alexander-Walker,,,,,,,,,,,,,,,,,,,,,,,,,,
198,PT08M30.00S,2023-03-18T23:43:21.1Z,2,REGULAR,substitution,out,[],1629675,,,1610612750,39,37,2023-03-18T23:43:37Z,1930000,False,,,0,,SUB out: N. Reid,[1629675],1610612750.0,MIN,,,,Reid,N. Reid,,,,,,,,,,,,,,,,,,,,,,,,,,
199,PT08M30.00S,2023-03-18T23:43:21.1Z,2,REGULAR,substitution,in,[],1628384,,,1610612750,39,37,2023-03-18T23:43:37Z,1940000,False,,,0,,SUB in: O. Anunoby,[1628384],1610612761.0,TOR,,,,Anunoby,O. Anunoby,,,,,,,,,,,,,,,,,,,,,,,,,,
200,PT08M30.00S,2023-03-18T23:43:21.1Z,2,REGULAR,substitution,in,[],1630183,,,1610612750,39,37,2023-03-18T23:43:37Z,1950000,False,,,0,,SUB in: J. McDaniels,[1630183],1610612750.0,MIN,,,,McDaniels,J. McDaniels,,,,,,,,,,,,,,,,,,,,,,,,,,
201,PT08M30.00S,2023-03-18T23:43:21.1Z,2,REGULAR,substitution,in,[],203497,,,1610612750,39,37,2023-03-18T23:43:37Z,1960000,False,,,0,,SUB in: R. Gobert,[203497],1610612750.0,MIN,,,,Gobert,R. Gobert,,,,,,,,,,,,,,,,,,,,,,,,,,
202,PT08M24.00S,2023-03-18T23:43:42.3Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629162,8.360709592641262,56.86274509803921,1610612750,39,39,2023-03-18T23:47:02Z,1970000,False,-34.0,26.0,1,left,J. McLaughlin floating Jump Shot (6 PTS) (K. Anderson 3 AST),"[1629162, 203937]",1610612750.0,MIN,floating,,,McLaughlin,J. McLaughlin,,,,,Restricted Area,0-8 Center,4.31,Made,,,,,,,6.0,,,,,K. Anderson,203937.0,3.0,,,,
204,PT08M07.00S,2023-03-18T23:43:59.5Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628384,79.84559789750328,52.94117647058824,1610612761,41,39,2023-03-18T23:44:04Z,1990000,False,15.0,137.0,1,right,O. Anunoby 13' pullup Jump Shot (4 PTS),[1628384],1610612761.0,TOR,pullup,,,Anunoby,O. Anunoby,,,,,In The Paint (Non-RA),8-16 Center,13.78,Made,,,,,,,4.0,,,,,,,,,,,
205,PT07M58.00S,2023-03-18T23:44:08.7Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203937,8.229303547963205,54.90196078431373,1610612750,41,41,2023-03-18T23:44:17Z,2000000,False,-25.0,25.0,1,left,K. Anderson driving finger roll Layup (6 PTS) (J. McLaughlin 6 AST),"[203937, 1629162]",1610612750.0,MIN,driving finger roll,,,Anderson,K. Anderson,,,,,Restricted Area,0-8 Center,3.49,Made,,,,,,,6.0,,,,,J. McLaughlin,1629162.0,6.0,,,,
206,PT07M48.00S,2023-03-18T23:44:17.7Z,2,REGULAR,3pt,Jump Shot,[],1628384,85.89027595269383,96.07843137254902,1610612761,44,41,2023-03-18T23:44:21Z,2010000,False,230.0,80.0,1,right,O. Anunoby 24' 3PT  (7 PTS) (W. Barton 1 AST),"[1628384, 203115]",1610612761.0,TOR,,,,Anunoby,O. Anunoby,,,,,Right Corner 3,24+ Right,24.39,Made,,,,,,,7.0,,,,,W. Barton,203115.0,1.0,,,,
208,PT07M36.00S,2023-03-18T23:44:30.3Z,2,REGULAR,turnover,bad pass,[],1629162,,,1610612750,44,41,2023-03-18T23:44:33Z,2030000,False,,,0,,J. McLaughlin bad pass TURNOVER (2 TO),"[1629162, 1631132]",1610612750.0,MIN,,,,McLaughlin,J. McLaughlin,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,2.0,,,,,,,,,Koloko,1631132.0,,
209,PT07M36.00S,2023-03-18T23:44:30.3Z,2,REGULAR,steal,,[],1631132,,,1610612761,44,41,2023-03-18T23:46:27Z,2040000,False,,,0,,C. Koloko STEAL (1 STL),[1631132],1610612761.0,TOR,,,,Koloko,C. Koloko,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
210,PT07M33.00S,2023-03-18T23:44:33.8Z,2,REGULAR,2pt,DUNK,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1629018,92.85479632063075,51.225490196078425,1610612761,46,41,2023-03-18T23:44:44Z,2050000,False,6.0,15.0,1,right,G. Trent Jr. running DUNK (4 PTS) (P. Siakam 2 AST),"[1629018, 1627783]",1610612761.0,TOR,running,,,Trent Jr.,G. Trent Jr.,,,,,Restricted Area,0-8 Center,1.59,Made,,,,,,,4.0,,,,,P. Siakam,1627783.0,2.0,,,,
212,PT07M17.00S,2023-03-18T23:44:49.9Z,2,REGULAR,2pt,Jump Shot,[],203937,18.74178712220762,86.27450980392157,1610612750,46,41,2023-03-18T23:44:55Z,2070000,False,-181.0,124.0,1,left,MISS K. Anderson 21' pullup Shot,[203937],1610612750.0,MIN,pullup,,,Anderson,K. Anderson,,,,,Mid-Range,16-24 Left,21.96,Missed,,,,,,,,,,,,,,,,,,
213,PT07M15.00S,2023-03-18T23:44:51.9Z,2,REGULAR,rebound,defensive,[],203115,,,1610612761,46,41,2023-03-18T23:44:55Z,2080000,False,,,0,,W. Barton REBOUND (Off:0 Def:3),[203115],1610612761.0,TOR,,,,Barton,W. Barton,,,,,Mid-Range,16-24 Left,,,212.0,3.0,3.0,0.0,,,,,,,,,,,,,,
214,PT07M03.00S,2023-03-18T23:45:05.1Z,2,REGULAR,foul,personal,[],203937,,,1610612761,46,41,2023-03-18T23:45:09Z,2090000,False,,,0,,K. Anderson personal FOUL (2 PF),"[203937, 1628384]",1610612750.0,MIN,,,,Anderson,K. Anderson,,,,,Mid-Range,16-24 Center,,,,,,,1198.0,,,2.0,0.0,Anunoby,1628384.0,,,,,,,
216,PT07M03.00S,2023-03-18T23:45:11.1Z,2,REGULAR,substitution,out,[],203937,,,1610612761,46,41,2023-03-18T23:45:19Z,2110000,False,,,0,,SUB out: K. Anderson,[203937],1610612750.0,MIN,,,,Anderson,K. Anderson,,,,,,,,,,,,,,,,,,,,,,,,,,
217,PT07M03.00S,2023-03-18T23:45:11.1Z,2,REGULAR,substitution,out,[],1629162,,,1610612761,46,41,2023-03-18T23:45:19Z,2120000,False,,,0,,SUB out: J. McLaughlin,[1629162],1610612750.0,MIN,,,,McLaughlin,J. McLaughlin,,,,,,,,,,,,,,,,,,,,,,,,,,
218,PT07M03.00S,2023-03-18T23:45:11.1Z,2,REGULAR,substitution,in,[],1627752,,,1610612761,46,41,2023-03-18T23:45:19Z,2130000,False,,,0,,SUB in: T. Prince,[1627752],1610612750.0,MIN,,,,Prince,T. Prince,,,,,,,,,,,,,,,,,,,,,,,,,,
219,PT07M03.00S,2023-03-18T23:45:11.1Z,2,REGULAR,substitution,in,[],201144,,,1610612761,46,41,2023-03-18T23:45:19Z,2140000,False,,,0,,SUB in: M. Conley,[201144],1610612750.0,MIN,,,,Conley,M. Conley,,,,,,,,,,,,,,,,,,,,,,,,,,
221,PT06M57.00S,2023-03-18T23:45:35.9Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1631132,91.40932982917214,46.81372549019608,1610612761,46,41,2023-03-18T23:49:55Z,2150000,False,-16.0,28.0,1,right,MISS C. Koloko cutting finger roll Layup,[1631132],1610612761.0,TOR,cutting finger roll,,,Koloko,C. Koloko,,,,,Restricted Area,0-8 Center,3.25,Missed,,,,,,,,,,,,,,,,,,
222,PT06M53.00S,2023-03-18T23:45:39.9Z,2,REGULAR,rebound,offensive,[],1627783,,,1610612761,46,41,2023-03-18T23:45:43Z,2160000,False,,,0,,P. Siakam REBOUND (Off:2 Def:3),[1627783],1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,Restricted Area,0-8 Center,,,221.0,5.0,3.0,2.0,,,,,,,,,,,,,,
223,PT06M53.00S,2023-03-18T23:45:39.6Z,2,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1627783,94.40999984741211,50.0,1610612761,46,41,2023-03-18T23:45:46Z,2170000,False,0.0,0.0,1,right,MISS P. Siakam tip Layup,[1627783],1610612761.0,TOR,tip,,,Siakam,P. Siakam,,,,,Restricted Area,0-8 Center,0.0,Missed,,,,,,,,,,,,,,,,,,
224,PT06M52.00S,2023-03-18T23:45:40.6Z,2,REGULAR,rebound,defensive,[],203497,,,1610612750,46,41,2023-03-18T23:45:46Z,2180000,False,,,0,,R. Gobert REBOUND (Off:3 Def:4),[203497],1610612750.0,MIN,,,,Gobert,R. Gobert,,,,,Restricted Area,0-8 Center,,,223.0,7.0,4.0,3.0,,,,,,,,,,,,,,
225,PT06M46.00S,2023-03-18T23:45:45.9Z,2,REGULAR,3pt,Jump Shot,[],1630183,25.04927726675427,15.196078431372548,1610612750,46,44,2023-03-18T23:45:51Z,2190000,False,174.0,183.0,1,left,J. McDaniels 25' 3PT  (7 PTS) (T. Prince 2 AST),"[1630183, 1627752]",1610612750.0,MIN,,,,McDaniels,J. McDaniels,,,,,Above the Break 3,24+ Right Center,25.25,Made,,,,,,,7.0,,,,,T. Prince,1627752.0,2.0,,,,
227,PT06M29.00S,2023-03-18T23:46:03.2Z,2,REGULAR,3pt,Jump Shot,[],1627783,70.90998685939553,21.568627450980394,1610612761,49,44,2023-03-18T23:46:09Z,2210000,False,-142.0,221.0,1,right,P. Siakam 26' 3PT step back (11 PTS),[1627783],1610612761.0,TOR,step back,,,Siakam,P. Siakam,,,,,Above the Break 3,24+ Left Center,26.27,Made,,,,,,,11.0,,,,,,,,,,,
228,PT06M13.00S,2023-03-18T23:46:21.0Z,2,REGULAR,foul,personal,['2freethrow'],1628384,,,1610612750,49,44,2023-03-18T23:46:34Z,2220000,False,,,0,,O. Anunoby shooting personal FOUL (1 PF) (Gobert 2 FT),"[1628384, 203497]",1610612761.0,TOR,shooting,,,Anunoby,O. Anunoby,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,1198.0,,,1.0,0.0,Gobert,203497.0,,,,,,,
230,PT06M13.00S,2023-03-18T23:46:31.6Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612750,49,44,2023-03-18T23:46:31Z,2240000,False,,,0,,TOR Timeout,[],1610612761.0,TOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
231,PT06M13.00S,2023-03-18T23:46:36.1Z,2,REGULAR,substitution,out,[],203115,,,1610612750,49,44,2023-03-18T23:49:12Z,2250000,False,,,0,,SUB out: W. Barton,[203115],1610612761.0,TOR,,,,Barton,W. Barton,,,,,,,,,,,,,,,,,,,,,,,,,,
232,PT06M13.00S,2023-03-18T23:46:36.1Z,2,REGULAR,substitution,out,[],1631132,,,1610612750,49,44,2023-03-18T23:49:12Z,2260000,False,,,0,,SUB out: C. Koloko,[1631132],1610612761.0,TOR,,,,Koloko,C. Koloko,,,,,,,,,,,,,,,,,,,,,,,,,,
233,PT06M13.00S,2023-03-18T23:46:36.1Z,2,REGULAR,substitution,out,[],1627783,,,1610612750,49,44,2023-03-18T23:49:12Z,2270000,False,,,0,,SUB out: P. Siakam,[1627783],1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,,,,,,,,,,,,,,,,,,,,,,
234,PT06M13.00S,2023-03-18T23:46:36.1Z,2,REGULAR,substitution,in,[],1627751,,,1610612750,49,44,2023-03-18T23:49:12Z,2280000,False,,,0,,SUB in: J. Poeltl,[1627751],1610612761.0,TOR,,,,Poeltl,J. Poeltl,,,,,,,,,,,,,,,,,,,,,,,,,,
235,PT06M13.00S,2023-03-18T23:46:36.1Z,2,REGULAR,substitution,in,[],1627832,,,1610612750,49,44,2023-03-18T23:49:12Z,2290000,False,,,0,,SUB in: F. VanVleet,[1627832],1610612761.0,TOR,,,,VanVleet,F. VanVleet,,,,,,,,,,,,,,,,,,,,,,,,,,
236,PT06M13.00S,2023-03-18T23:46:36.1Z,2,REGULAR,substitution,in,[],1630567,,,1610612750,49,44,2023-03-18T23:49:12Z,2300000,False,,,0,,SUB in: S. Barnes,[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,,,,,,,,,,,,,,,,,,,,,,
237,PT06M13.00S,2023-03-18T23:49:32.6Z,2,REGULAR,freethrow,1 of 2,[],203497,,,1610612750,49,44,2023-03-18T23:49:32Z,2310000,False,,,0,,MISS R. Gobert Free Throw 1 of 2,[203497],1610612750.0,MIN,,,,Gobert,R. Gobert,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
238,PT06M13.00S,2023-03-18T23:49:32.6Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612750,49,44,2023-03-18T23:49:32Z,2320000,False,,,0,,TEAM offensive REBOUND,[],1610612750.0,MIN,,,,,,,,,,,,,,237.0,,,,,,,,,,,,,,,,,
239,PT06M13.00S,2023-03-18T23:49:48.7Z,2,REGULAR,freethrow,2 of 2,[],203497,,,1610612750,49,45,2023-03-18T23:49:48Z,2330000,False,,,0,,R. Gobert Free Throw 2 of 2 (8 PTS),[203497],1610612750.0,MIN,,,,Gobert,R. Gobert,,,,,,,,Made,,,,,,,8.0,,,,,,,,,,,
240,PT06M00.00S,2023-03-18T23:50:05.4Z,2,REGULAR,foul,personal,['2freethrow'],1631169,,,1610612761,49,45,2023-03-18T23:50:13Z,2340000,False,,,0,,J. Minott shooting personal FOUL (2 PF) (Barnes 2 FT),"[1631169, 1630567]",1610612750.0,MIN,shooting,,,Minott,J. Minott,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,1198.0,,,2.0,0.0,Barnes,1630567.0,,,,,,,
242,PT06M00.00S,2023-03-18T23:50:32.3Z,2,REGULAR,freethrow,1 of 2,[],1630567,,,1610612761,50,45,2023-03-18T23:50:32Z,2360000,False,,,0,,S. Barnes Free Throw 1 of 2 (1 PTS),[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,,,,Made,,,,,,,1.0,,,,,,,,,,,
243,PT06M00.00S,2023-03-18T23:50:33.2Z,2,REGULAR,substitution,out,[],1631169,,,1610612761,50,45,2023-03-18T23:50:36Z,2370000,False,,,0,,SUB out: J. Minott,[1631169],1610612750.0,MIN,,,,Minott,J. Minott,,,,,,,,,,,,,,,,,,,,,,,,,,
244,PT06M00.00S,2023-03-18T23:50:33.2Z,2,REGULAR,substitution,in,[],1629162,,,1610612761,50,45,2023-03-18T23:50:36Z,2380000,False,,,0,,SUB in: J. McLaughlin,[1629162],1610612750.0,MIN,,,,McLaughlin,J. McLaughlin,,,,,,,,,,,,,,,,,,,,,,,,,,
245,PT06M00.00S,2023-03-18T23:50:47.2Z,2,REGULAR,freethrow,2 of 2,[],1630567,,,1610612761,51,45,2023-03-18T23:50:47Z,2390000,False,,,0,,S. Barnes Free Throw 2 of 2 (2 PTS),[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,,,,Made,,,,,,,2.0,,,,,,,,,,,
246,PT05M45.00S,2023-03-18T23:51:03.3Z,2,REGULAR,3pt,Jump Shot,[],201144,20.05584756898817,7.352941176470589,1610612750,51,45,2023-03-18T23:51:08Z,2400000,False,213.0,136.0,1,left,MISS M. Conley 25' pullup 3PT,[201144],1610612750.0,MIN,pullup,,,Conley,M. Conley,,,,,Above the Break 3,24+ Right Center,25.29,Missed,,,,,,,,,,,,,,,,,,
247,PT05M42.00S,2023-03-18T23:51:06.3Z,2,REGULAR,rebound,defensive,[],1627751,,,1610612761,51,45,2023-03-18T23:51:08Z,2410000,False,,,0,,J. Poeltl REBOUND (Off:2 Def:1),[1627751],1610612761.0,TOR,,,,Poeltl,J. Poeltl,,,,,Above the Break 3,24+ Right Center,,,246.0,3.0,1.0,2.0,,,,,,,,,,,,,,
248,PT05M25.00S,2023-03-18T23:51:22.3Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628384,88.25558475689881,62.254901960784316,1610612761,51,45,2023-03-18T23:51:28Z,2420000,False,61.0,58.0,1,right,MISS O. Anunoby 8' turnaround fadeaway Shot,[1628384],1610612761.0,TOR,turnaround fadeaway,,,Anunoby,O. Anunoby,,,,,In The Paint (Non-RA),8-16 Right,8.43,Missed,,,,,,,,,,,,,,,,,,
