actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,turnoverTotal,pointsTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
82,PT04M24.00S,2023-03-18T23:25:03.6Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629018,84.83902759526939,49.26470588235294,1610612761,19,15,2023-03-18T23:25:11Z,790000,False,-4.0,90.0,1,right,MISS G. Trent Jr. 9' driving floating Shot,[1629018],1610612761.0,TOR,driving floating,,,Trent Jr.,G. Trent Jr.,,,,,In The Paint (Non-RA),8-16 Center,9.01,Missed,,,,,,,,,,,,,,,,,,
83,PT04M18.00S,2023-03-18T23:25:09.6Z,1,REGULAR,rebound,offensive,[],1627751,,,1610612761,19,15,2023-03-18T23:25:11Z,800000,False,,,0,,J. Poeltl REBOUND (Off:2 Def:0),[1627751],1610612761.0,TOR,,,,Poeltl,J. Poeltl,,,,,In The Paint (Non-RA),8-16 Center,,,82.0,2.0,0.0,2.0,,,,,,,,,,,,,,
84,PT04M18.00S,2023-03-18T23:25:09.5Z,1,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1627751,94.40999984741211,50.0,1610612761,21,15,2023-03-18T23:25:13Z,810000,False,0.0,0.0,1,right,J. Poeltl tip Layup (8 PTS),[1627751],1610612761.0,TOR,tip,,,Poeltl,J. Poeltl,,,,,Restricted Area,0-8 Center,0.0,Made,,,,,,,8.0,,,,,,,,,,,
85,PT04M03.00S,2023-03-18T23:25:24.3Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630183,15.637319316688567,41.65517769607843,1610612750,21,15,2023-03-18T23:25:31Z,820000,False,42.0,94.0,1,left,MISS J. McDaniels 10' driving floating Shot,[1630183],1610612750.0,MIN,driving floating,,,McDaniels,J. McDaniels,,,,,In The Paint (Non-RA),8-16 Center,10.33,Missed,,,,,,,,,,,,,,,,,,
86,PT04M01.00S,2023-03-18T23:25:26.3Z,1,REGULAR,rebound,defensive,[],1627783,,,1610612761,21,15,2023-03-18T23:25:31Z,830000,False,,,0,,P. Siakam REBOUND (Off:0 Def:3),[1627783],1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,In The Paint (Non-RA),8-16 Center,,,85.0,3.0,3.0,0.0,,,,,,,,,,,,,,
87,PT03M45.00S,2023-03-18T23:25:43.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1627751,92.46057818659659,51.71568627450981,1610612761,23,15,2023-03-18T23:25:50Z,840000,False,9.0,18.0,1,right,J. Poeltl reverse Layup (10 PTS) (G. Trent Jr. 1 AST),"[1627751, 1629018]",1610612761.0,TOR,reverse,,,Poeltl,J. Poeltl,,,,,Restricted Area,0-8 Center,2.03,Made,,,,,,,10.0,,,,,G. Trent Jr.,1629018.0,1.0,,,,
89,PT03M43.00S,2023-03-18T23:25:49.0Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612750,23,15,2023-03-18T23:25:49Z,860000,False,,,0,,MIN Timeout,[],1610612750.0,MIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90,PT03M43.00S,2023-03-18T23:27:08.0Z,1,REGULAR,substitution,out,[],1628384,,,1610612750,23,15,2023-03-18T23:28:34Z,870000,False,,,0,,SUB out: O. Anunoby,[1628384],1610612761.0,TOR,,,,Anunoby,O. Anunoby,,,,,,,,,,,,,,,,,,,,,,,,,,
91,PT03M43.00S,2023-03-18T23:27:08.0Z,1,REGULAR,substitution,out,[],1630183,,,1610612750,23,15,2023-03-18T23:28:34Z,880000,False,,,0,,SUB out: J. McDaniels,[1630183],1610612750.0,MIN,,,,McDaniels,J. McDaniels,,,,,,,,,,,,,,,,,,,,,,,,,,
92,PT03M43.00S,2023-03-18T23:27:08.0Z,1,REGULAR,substitution,out,[],1627752,,,1610612750,23,15,2023-03-18T23:28:34Z,890000,False,,,0,,SUB out: T. Prince,[1627752],1610612750.0,MIN,,,,Prince,T. Prince,,,,,,,,,,,,,,,,,,,,,,,,,,
93,PT03M43.00S,2023-03-18T23:27:08.0Z,1,REGULAR,substitution,in,[],1628449,,,1610612750,23,15,2023-03-18T23:28:34Z,900000,False,,,0,,SUB in: C. Boucher,[1628449],1610612761.0,TOR,,,,Boucher,C. Boucher,,,,,,,,,,,,,,,,,,,,,,,,,,
94,PT03M43.00S,2023-03-18T23:27:08.0Z,1,REGULAR,substitution,in,[],1631169,,,1610612750,23,15,2023-03-18T23:28:34Z,910000,False,,,0,,SUB in: J. Minott,[1631169],1610612750.0,MIN,,,,Minott,J. Minott,,,,,,,,,,,,,,,,,,,,,,,,,,
95,PT03M43.00S,2023-03-18T23:27:08.0Z,1,REGULAR,substitution,in,[],203937,,,1610612750,23,15,2023-03-18T23:28:34Z,920000,False,,,0,,SUB in: K. Anderson,[203937],1610612750.0,MIN,,,,Anderson,K. Anderson,,,,,,,,,,,,,,,,,,,,,,,,,,
96,PT03M33.00S,2023-03-18T23:28:49.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629675,9.280551905387648,48.03921568627451,1610612750,23,17,2023-03-18T23:28:55Z,930000,False,10.0,35.0,1,left,N. Reid cutting finger roll Layup (2 PTS) (J. McLaughlin 1 AST),"[1629675, 1629162]",1610612750.0,MIN,cutting finger roll,,,Reid,N. Reid,,,,,Restricted Area,0-8 Center,3.61,Made,,,,,,,2.0,,,,,J. McLaughlin,1629162.0,1.0,,,,
98,PT03M12.00S,2023-03-18T23:29:10.7Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1627751,89.70105124835742,46.07843137254902,1610612761,25,17,2023-03-18T23:29:18Z,950000,False,-20.0,44.0,1,right,J. Poeltl turnaround Hook (12 PTS),[1627751],1610612761.0,TOR,turnaround,,,Poeltl,J. Poeltl,,,,,In The Paint (Non-RA),0-8 Center,4.84,Made,,,,,,,12.0,,,,,,,,,,,
99,PT03M02.00S,2023-03-18T23:29:23.9Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629675,13.87976346911958,44.6078431372549,1610612750,25,19,2023-03-18T23:29:40Z,960000,False,27.0,78.0,1,left,N. Reid 8' driving floating Jump Shot (4 PTS) (J. McLaughlin 2 AST),"[1629675, 1629162]",1610612750.0,MIN,driving floating,,,Reid,N. Reid,,,,,In The Paint (Non-RA),8-16 Center,8.25,Made,,,,,,,4.0,,,,,J. McLaughlin,1629162.0,2.0,,,,
101,PT03M02.00S,2023-03-18T23:29:27.0Z,1,REGULAR,foul,personal,['1freethrow'],1627751,,,1610612750,25,19,2023-03-18T23:29:37Z,980000,False,,,0,,J. Poeltl shooting personal FOUL (2 PF) (Reid 1 FT),"[1627751, 1629675]",1610612761.0,TOR,shooting,,,Poeltl,J. Poeltl,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,1155.0,,,2.0,0.0,Reid,1629675.0,,,,,,,
103,PT03M02.00S,2023-03-18T23:29:46.3Z,1,REGULAR,freethrow,1 of 1,[],1629675,,,1610612750,25,20,2023-03-18T23:29:46Z,1000000,False,,,0,,N. Reid Free Throw 1 of 1 (5 PTS),[1629675],1610612750.0,MIN,,,,Reid,N. Reid,,,,,,,,Made,,,,,,,5.0,,,,,,,,,,,
104,PT02M46.00S,2023-03-18T23:30:04.5Z,1,REGULAR,2pt,Jump Shot,[],1627783,76.5604467805519,33.57843137254902,1610612761,25,20,2023-03-18T23:30:10Z,1010000,False,-82.0,168.0,1,right,MISS P. Siakam 18' pullup Shot,[1627783],1610612761.0,TOR,pullup,,,Siakam,P. Siakam,,,,,Mid-Range,16-24 Left Center,18.68,Missed,,,,,,,,,,,,,,,,,,
105,PT02M43.00S,2023-03-18T23:30:07.5Z,1,REGULAR,rebound,defensive,[],1631169,,,1610612750,25,20,2023-03-18T23:30:10Z,1020000,False,,,0,,J. Minott REBOUND (Off:0 Def:1),[1631169],1610612750.0,MIN,,,,Minott,J. Minott,,,,,Mid-Range,16-24 Left Center,,,104.0,1.0,1.0,0.0,,,,,,,,,,,,,,
106,PT02M39.00S,2023-03-18T23:30:10.3Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1629638,8.623521681997373,45.83333333333333,1610612750,25,20,2023-03-18T23:30:20Z,1030000,False,21.0,29.0,1,left,MISS N. Alexander-Walker running Layup,[1629638],1610612750.0,MIN,running,,,Alexander-Walker,N. Alexander-Walker,,,,,Restricted Area,0-8 Center,3.54,Missed,,,,,,,,,,,,,,,,,,
107,PT02M37.00S,2023-03-18T23:30:12.3Z,1,REGULAR,rebound,defensive,[],1629018,,,1610612761,25,20,2023-03-18T23:30:20Z,1040000,False,,,0,,G. Trent Jr. REBOUND (Off:0 Def:1),[1629018],1610612761.0,TOR,,,,Trent Jr.,G. Trent Jr.,,,,,Restricted Area,0-8 Center,,,106.0,1.0,1.0,0.0,,,,,,,,,,,,,,
108,PT02M31.00S,2023-03-18T23:30:18.1Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1627783,92.19776609724047,5.147058823529411,1610612761,25,20,2023-03-18T23:30:24Z,1050000,False,-224.0,21.0,1,right,MISS P. Siakam running 3PT,[1627783],1610612761.0,TOR,running,,,Siakam,P. Siakam,,,,,Left Corner 3,24+ Left,22.53,Missed,,,,,,,,,,,,,,,,,,
109,PT02M31.00S,2023-03-18T23:30:18.1Z,1,REGULAR,rebound,defensive,[],203937,,,1610612750,25,20,2023-03-18T23:30:24Z,1060000,False,,,0,,K. Anderson REBOUND (Off:0 Def:1),[203937],1610612750.0,MIN,,,,Anderson,K. Anderson,,,,,Left Corner 3,24+ Left,,,108.0,1.0,1.0,0.0,,,,,,,,,,,,,,
110,PT02M21.00S,2023-03-18T23:30:28.7Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1629162,8.886333771353483,44.85294117647059,1610612750,25,22,2023-03-18T23:30:33Z,1070000,False,26.0,31.0,1,left,J. McLaughlin driving bank Hook (4 PTS) (K. Anderson 1 AST),"[1629162, 203937]",1610612750.0,MIN,driving bank,,,McLaughlin,J. McLaughlin,,,,,Restricted Area,0-8 Center,4.03,Made,,,,,,,4.0,,,,,K. Anderson,203937.0,1.0,,,,
112,PT02M10.00S,2023-03-18T23:30:41.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1627832,93.24901445466492,53.431372549019606,1610612761,27,22,2023-03-18T23:30:47Z,1090000,False,17.0,11.0,1,right,F. VanVleet driving finger roll Layup (12 PTS),[1627832],1610612761.0,TOR,driving finger roll,,,VanVleet,F. VanVleet,,,,,Restricted Area,0-8 Center,2.04,Made,,,,,,,12.0,,,,,,,,,,,
113,PT02M10.00S,2023-03-18T23:30:45.3Z,1,REGULAR,foul,personal,['1freethrow'],1629675,,,1610612761,27,22,2023-03-18T23:30:52Z,1100000,False,,,0,,N. Reid shooting personal FOUL (1 PF) (VanVleet 1 FT),"[1629675, 1627832]",1610612750.0,MIN,shooting,,,Reid,N. Reid,,,,,Restricted Area,0-8 Center,,,,,,,1155.0,,,1.0,0.0,VanVleet,1627832.0,,,,,,,
115,PT02M10.00S,2023-03-18T23:30:54.0Z,1,REGULAR,substitution,out,[],1627751,,,1610612761,27,22,2023-03-18T23:31:56Z,1120000,False,,,0,,SUB out: J. Poeltl,[1627751],1610612761.0,TOR,,,,Poeltl,J. Poeltl,,,,,,,,,,,,,,,,,,,,,,,,,,
116,PT02M10.00S,2023-03-18T23:30:54.0Z,1,REGULAR,substitution,out,[],1627783,,,1610612761,27,22,2023-03-18T23:31:56Z,1130000,False,,,0,,SUB out: P. Siakam,[1627783],1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,,,,,,,,,,,,,,,,,,,,,,
117,PT02M10.00S,2023-03-18T23:30:54.0Z,1,REGULAR,substitution,in,[],1630567,,,1610612761,27,22,2023-03-18T23:31:56Z,1140000,False,,,0,,SUB in: S. Barnes,[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,,,,,,,,,,,,,,,,,,,,,,
118,PT02M10.00S,2023-03-18T23:30:54.0Z,1,REGULAR,substitution,in,[],1628384,,,1610612761,27,22,2023-03-18T23:31:56Z,1150000,False,,,0,,SUB in: O. Anunoby,[1628384],1610612761.0,TOR,,,,Anunoby,O. Anunoby,,,,,,,,,,,,,,,,,,,,,,,,,,
119,PT02M10.00S,2023-03-18T23:31:17.9Z,1,REGULAR,freethrow,1 of 1,[],1627832,,,1610612761,28,22,2023-03-18T23:31:17Z,1160000,False,,,0,,F. VanVleet Free Throw 1 of 1 (13 PTS),[1627832],1610612761.0,TOR,,,,VanVleet,F. VanVleet,,,,,,,,Made,,,,,,,13.0,,,,,,,,,,,
120,PT02M04.00S,2023-03-18T23:31:31.6Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1629675,7.178055190538765,46.07843137254902,1610612750,28,24,2023-03-18T23:31:38Z,1170000,False,20.0,15.0,1,left,N. Reid driving bank Hook (7 PTS) (J. McLaughlin 3 AST),"[1629675, 1629162]",1610612750.0,MIN,driving bank,,,Reid,N. Reid,,,,,Restricted Area,0-8 Center,2.47,Made,,,,,,,7.0,,,,,J. McLaughlin,1629162.0,3.0,,,,
122,PT02M04.00S,2023-03-18T23:31:34.6Z,1,REGULAR,foul,personal,"['inpenalty', '1freethrow']",1630567,,,1610612750,28,24,2023-03-18T23:31:45Z,1190000,False,,,0,,S. Barnes shooting personal FOUL (1 PF) (Reid 1 FT),"[1630567, 1629675]",1610612761.0,TOR,shooting,,,Barnes,S. Barnes,,,,,Restricted Area,0-8 Center,,,,,,,2530.0,,,1.0,0.0,Reid,1629675.0,,,,,,,
124,PT02M04.00S,2023-03-18T23:31:53.9Z,1,REGULAR,freethrow,1 of 1,[],1629675,,,1610612750,28,24,2023-03-18T23:31:57Z,1210000,False,,,0,,MISS N. Reid Free Throw 1 of 1,[1629675],1610612750.0,MIN,,,,Reid,N. Reid,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
125,PT02M00.00S,2023-03-18T23:31:57.9Z,1,REGULAR,rebound,defensive,[],1628449,,,1610612761,28,24,2023-03-18T23:31:57Z,1220000,False,,,0,,C. Boucher REBOUND (Off:0 Def:1),[1628449],1610612761.0,TOR,,,,Boucher,C. Boucher,,,,,,,,,124.0,1.0,1.0,0.0,,,,,,,,,,,,,,
127,PT01M52.00S,2023-03-18T23:32:23.5Z,1,REGULAR,turnover,out-of-bounds,[],1628384,,,1610612761,28,24,2023-03-18T23:32:57Z,1240000,False,,,0,,O. Anunoby bad pass out-of-bounds TURNOVER (1 TO),[1628384],1610612761.0,TOR,bad pass,,,Anunoby,O. Anunoby,,,,,Mid-Range,16-24 Right,,,,,,,1198.0,1.0,,,,,,,,,,,,
128,PT01M41.00S,2023-03-18T23:32:58.6Z,1,REGULAR,turnover,bad pass,[],1631169,,,1610612750,28,24,2023-03-18T23:33:03Z,1250000,False,,,0,,J. Minott bad pass TURNOVER (1 TO),"[1631169, 1629018]",1610612750.0,MIN,,,,Minott,J. Minott,,,,,Restricted Area,0-8 Center,,,,,,,,1.0,,,,,,,,,Trent Jr.,1629018.0,,
129,PT01M41.00S,2023-03-18T23:32:58.6Z,1,REGULAR,steal,,[],1629018,,,1610612761,28,24,2023-03-18T23:33:00Z,1260000,False,,,0,,G. Trent Jr. STEAL (1 STL),[1629018],1610612761.0,TOR,,,,Trent Jr.,G. Trent Jr.,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
130,PT01M36.00S,2023-03-18T23:33:03.2Z,1,REGULAR,3pt,Jump Shot,"['fastbreak', 'fromturnover']",1627832,77.34888304862024,86.27450980392157,1610612761,28,24,2023-03-18T23:36:21Z,1270000,False,181.0,160.0,1,right,MISS F. VanVleet 24' running 3PT,[1627832],1610612761.0,TOR,running,,,VanVleet,F. VanVleet,,,,,Above the Break 3,24+ Right Center,24.21,Missed,,,,,,,,,,,,,,,,,,
131,PT01M34.00S,2023-03-18T23:33:05.2Z,1,REGULAR,rebound,defensive,[],1629675,,,1610612750,28,24,2023-03-18T23:33:12Z,1280000,False,,,0,,N. Reid REBOUND (Off:0 Def:1),[1629675],1610612750.0,MIN,,,,Reid,N. Reid,,,,,Above the Break 3,24+ Right Center,,,130.0,1.0,1.0,0.0,,,,,,,,,,,,,,
132,PT01M26.00S,2023-03-18T23:33:13.7Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],203937,8.623521681997373,45.09803921568628,1610612750,28,26,2023-03-18T23:33:19Z,1290000,False,25.0,29.0,1,left,K. Anderson driving bank Hook (4 PTS),[203937],1610612750.0,MIN,driving bank,,,Anderson,K. Anderson,,,,,Restricted Area,0-8 Center,3.77,Made,,,,,,,4.0,,,,,,,,,,,
133,PT01M10.00S,2023-03-18T23:33:33.6Z,1,REGULAR,foul,personal,[],1631169,,,1610612761,28,26,2023-03-18T23:33:49Z,1300000,False,,,0,,J. Minott personal FOUL (1 PF),"[1631169, 1627832]",1610612750.0,MIN,,,,Minott,J. Minott,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,1198.0,,,1.0,0.0,VanVleet,1627832.0,,,,,,,
135,PT01M03.00S,2023-03-18T23:34:00.2Z,1,REGULAR,2pt,Jump Shot,[],1628384,77.08607095926413,51.470588235294116,1610612761,30,26,2023-03-18T23:34:06Z,1320000,False,7.0,163.0,1,right,O. Anunoby 16' Jump Shot (2 PTS) (F. VanVleet 3 AST),"[1628384, 1627832]",1610612761.0,TOR,,,,Anunoby,O. Anunoby,,,,,Mid-Range,16-24 Center,16.31,Made,,,,,,,2.0,,,,,F. VanVleet,1627832.0,3.0,,,,
137,PT00M50.00S,2023-03-18T23:34:14.3Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629638,12.697109067017081,61.274509803921575,1610612750,30,26,2023-03-18T23:34:32Z,1340000,False,-56.0,67.0,1,left,MISS N. Alexander-Walker 8' pullup Shot,[1629638],1610612750.0,MIN,pullup,,,Alexander-Walker,N. Alexander-Walker,,,,,In The Paint (Non-RA),8-16 Left,8.75,Missed,,,,,,,,,,,,,,,,,,
138,PT00M47.30S,2023-03-18T23:34:16.9Z,1,REGULAR,rebound,defensive,[],1627832,,,1610612761,30,26,2023-03-18T23:34:16Z,1350000,False,,,0,,F. VanVleet REBOUND (Off:0 Def:2),[1627832],1610612761.0,TOR,,,,VanVleet,F. VanVleet,,,,,In The Paint (Non-RA),8-16 Left,,,137.0,2.0,2.0,0.0,,,,,,,,,,,,,,
139,PT00M33.80S,2023-03-18T23:34:30.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1627832,93.11760840998686,52.69607843137255,1610612761,32,26,2023-03-18T23:34:37Z,1360000,False,13.0,12.0,1,right,F. VanVleet driving finger roll Layup (15 PTS),[1627832],1610612761.0,TOR,driving finger roll,,,VanVleet,F. VanVleet,,,,,Restricted Area,0-8 Center,1.82,Made,,,,,,,15.0,,,,,,,,,,,
140,PT00M21.40S,2023-03-18T23:34:44.4Z,1,REGULAR,turnover,lost ball,[],1629162,,,1610612750,32,26,2023-03-18T23:34:48Z,1370000,False,,,0,,J. McLaughlin lost ball TURNOVER (1 TO),"[1629162, 1629018]",1610612750.0,MIN,,,,McLaughlin,J. McLaughlin,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,1.0,,,,,,,,,Trent Jr.,1629018.0,,
141,PT00M21.40S,2023-03-18T23:34:44.4Z,1,REGULAR,steal,,[],1629018,,,1610612761,32,26,2023-03-18T23:34:46Z,1380000,False,,,0,,G. Trent Jr. STEAL (2 STL),[1629018],1610612761.0,TOR,,,,Trent Jr.,G. Trent Jr.,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
142,PT00M02.00S,2023-03-18T23:35:03.8Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1627832,69.53432982917214,73.06219362745098,1610612761,32,26,2023-03-18T23:35:14Z,1390000,False,115.0,234.0,1,right,MISS F. VanVleet 26' step back 3PT,[1627832],1610612761.0,TOR,step back,,,VanVleet,F. VanVleet,,,,,Above the Break 3,24+ Right Center,26.08,Missed,,,,,,,,,,,,,,,,,,
143,PT00M02.00S,2023-03-18T23:35:03.8Z,1,REGULAR,rebound,defensive,[],203937,,,1610612750,32,26,2023-03-18T23:35:14Z,1400000,False,,,0,,K. Anderson REBOUND (Off:0 Def:2),[203937],1610612750.0,MIN,,,,Anderson,K. Anderson,,,,,Above the Break 3,24+ Right Center,,,142.0,2.0,2.0,0.0,,,,,,,,,,,,,,
144,PT00M00.00S,2023-03-18T23:35:10.5Z,1,REGULAR,period,end,[],0,,,1610612750,32,26,2023-03-18T23:35:10Z,1410000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145,PT12M00.00S,2023-03-18T23:36:40.0Z,2,REGULAR,substitution,out,['startperiod'],1627832,,,1610612750,32,26,2023-03-18T23:37:53Z,1420000,False,,,0,,SUB out: F. VanVleet,[1627832],1610612761.0,TOR,,,,VanVleet,F. VanVleet,,,,,,,,,,,,,,,,,,,,,,,,,,
146,PT12M00.00S,2023-03-18T23:36:40.0Z,2,REGULAR,substitution,out,['startperiod'],1630567,,,1610612750,32,26,2023-03-18T23:37:53Z,1430000,False,,,0,,SUB out: S. Barnes,[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,,,,,,,,,,,,,,,,,,,,,,
147,PT12M00.00S,2023-03-18T23:36:40.0Z,2,REGULAR,substitution,out,['startperiod'],1628384,,,1610612750,32,26,2023-03-18T23:37:53Z,1440000,False,,,0,,SUB out: O. Anunoby,[1628384],1610612761.0,TOR,,,,Anunoby,O. Anunoby,,,,,,,,,,,,,,,,,,,,,,,,,,
148,PT12M00.00S,2023-03-18T23:36:40.0Z,2,REGULAR,substitution,in,['startperiod'],1631132,,,1610612750,32,26,2023-03-18T23:37:53Z,1450000,False,,,0,,SUB in: C. Koloko,[1631132],1610612761.0,TOR,,,,Koloko,C. Koloko,,,,,,,,,,,,,,,,,,,,,,,,,,
149,PT12M00.00S,2023-03-18T23:36:40.0Z,2,REGULAR,substitution,in,['startperiod'],1627783,,,1610612750,32,26,2023-03-18T23:37:53Z,1460000,False,,,0,,SUB in: P. Siakam,[1627783],1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,,,,,,,,,,,,,,,,,,,,,,
150,PT12M00.00S,2023-03-18T23:36:40.0Z,2,REGULAR,substitution,in,['startperiod'],203115,,,1610612750,32,26,2023-03-18T23:37:53Z,1470000,False,,,0,,SUB in: W. Barton,[203115],1610612761.0,TOR,,,,Barton,W. Barton,,,,,,,,,,,,,,,,,,,,,,,,,,
151,PT12M00.00S,2023-03-18T23:37:57.7Z,2,REGULAR,period,start,[],0,,,1610612750,32,26,2023-03-18T23:37:57Z,1480000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
152,PT11M45.00S,2023-03-18T23:38:12.4Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629675,7.835085413929041,46.81372549019608,1610612750,32,28,2023-03-18T23:38:17Z,1490000,False,16.0,21.0,1,left,N. Reid Layup (9 PTS) (J. McLaughlin 4 AST),"[1629675, 1629162]",1610612750.0,MIN,,,,Reid,N. Reid,,,,,Restricted Area,0-8 Center,2.64,Made,,,,,,,9.0,,,,,J. McLaughlin,1629162.0,4.0,,,,
154,PT11M22.00S,2023-03-18T23:38:33.9Z,2,REGULAR,2pt,Jump Shot,[],1629018,71.09067017082786,68.89552696078431,1610612761,34,28,2023-03-18T23:38:53Z,1510000,False,94.0,219.0,1,right,G. Trent Jr. 23' step back Jump Shot (2 PTS) (C. Boucher 1 AST),"[1629018, 1628449]",1610612761.0,TOR,step back,,,Trent Jr.,G. Trent Jr.,,,,,Mid-Range,16-24 Right Center,23.87,Made,,,,,,,2.0,,,,,C. Boucher,1628449.0,1.0,,,,
155,PT11M07.00S,2023-03-18T23:38:49.7Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1631169,8.492115637319317,46.32352941176471,1610612750,34,28,2023-03-18T23:38:57Z,1520000,False,18.0,27.0,1,left,MISS J. Minott driving Layup - blocked,"[1631169, 1628449]",1610612750.0,MIN,driving,,,Minott,J. Minott,,,,,Restricted Area,0-8 Center,3.29,Missed,,,,,,,,,,,,,,,,,Boucher,1628449.0
156,PT11M07.00S,2023-03-18T23:38:49.7Z,2,REGULAR,block,,[],1628449,,,1610612750,34,28,2023-03-18T23:38:51Z,1530000,False,,,0,,C. Boucher BLOCK (1 BLK),[1628449],1610612761.0,TOR,,,,Boucher,C. Boucher,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
157,PT11M07.00S,2023-03-18T23:38:49.7Z,2,REGULAR,rebound,defensive,[],203115,,,1610612761,34,28,2023-03-18T23:38:57Z,1540000,False,,,0,,W. Barton REBOUND (Off:0 Def:1),[203115],1610612761.0,TOR,,,,Barton,W. Barton,,,,,Restricted Area,0-8 Center,,,155.0,1.0,1.0,0.0,,,,,,,,,,,,,,
159,PT10M58.00S,2023-03-18T23:38:58.6Z,2,REGULAR,turnover,bad pass,[],1629018,,,1610612761,34,28,2023-03-18T23:39:05Z,1550000,False,,,0,,G. Trent Jr. bad pass TURNOVER (1 TO),"[1629018, 1631169]",1610612761.0,TOR,,,,Trent Jr.,G. Trent Jr.,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,1.0,,,,,,,,,Minott,1631169.0,,
160,PT10M58.00S,2023-03-18T23:38:58.6Z,2,REGULAR,steal,,[],1631169,,,1610612750,34,28,2023-03-18T23:39:49Z,1560000,False,,,0,,J. Minott STEAL (1 STL),[1631169],1610612750.0,MIN,,,,Minott,J. Minott,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
161,PT10M54.00S,2023-03-18T23:39:03.0Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1631169,8.229303547963205,46.568627450980394,1610612750,34,30,2023-03-18T23:39:14Z,1570000,False,17.0,25.0,1,left,J. Minott running Layup (2 PTS) (J. McLaughlin 5 AST),"[1631169, 1629162]",1610612750.0,MIN,running,,,Minott,J. Minott,,,,,Restricted Area,0-8 Center,3.03,Made,,,,,,,2.0,,,,,J. McLaughlin,1629162.0,5.0,,,,
163,PT10M37.00S,2023-03-18T23:39:19.7Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1627783,92.32917214191852,47.794117647058826,1610612761,36,30,2023-03-18T23:39:33Z,1590000,False,-11.0,20.0,1,right,P. Siakam driving Layup (5 PTS),[1627783],1610612761.0,TOR,driving,,,Siakam,P. Siakam,,,,,Restricted Area,0-8 Center,2.25,Made,,,,,,,5.0,,,,,,,,,,,
164,PT10M26.00S,2023-03-18T23:39:30.9Z,2,REGULAR,3pt,Jump Shot,[],1629675,32.14520367936925,37.745098039215684,1610612750,36,33,2023-03-18T23:39:42Z,1600000,False,61.0,250.0,1,left,N. Reid 25' 3PT  (12 PTS) (K. Anderson 2 AST),"[1629675, 203937]",1610612750.0,MIN,,,,Reid,N. Reid,,,,,Above the Break 3,24+ Center,25.71,Made,,,,,,,12.0,,,,,K. Anderson,203937.0,2.0,,,,
