actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
2,PT12M00.00S,2022-12-17T00:40:58.2Z,1,REGULAR,period,start,[],0,,,0,0,0,2022-12-17T00:40:58Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M58.00S,2022-12-17T00:41:00.1Z,1,REGULAR,jumpball,recovered,[],1630567,,,1610612761,0,0,2022-12-17T00:41:00Z,40000,False,,,0,,Jump Ball C. Koloko vs. N. Claxton: Tip to S. Barnes,"[1630567, 1631132, 1629651]",1610612761.0,TOR,startperiod,S. Barnes,1630567.0,Barnes,S. Barnes,Koloko,1631132.0,Claxton,1629651.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M47.00S,2022-12-17T00:41:10.0Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627783,85.10183968462549,50.0,1610612761,0,0,2022-12-17T00:41:17Z,70000,False,0.0,88.0,1,right,MISS P. Siakam 8' turnaround fadeaway Shot,[1627783],1610612761.0,TOR,turnaround fadeaway,,,Siakam,P. Siakam,,,,,In The Paint (Non-RA),8-16 Center,8.75,Missed,,,,,,,,,,,,,,,,,,
8,PT11M42.00S,2022-12-17T00:41:15.0Z,1,REGULAR,rebound,offensive,[],1631132,,,1610612761,0,0,2022-12-17T00:41:17Z,80000,False,,,0,,C. Koloko REBOUND (Off:1 Def:0),[1631132],1610612761.0,TOR,,,,Koloko,C. Koloko,,,,,In The Paint (Non-RA),8-16 Center,,,7.0,1.0,0.0,1.0,,,,,,,,,,,,,,
9,PT11M42.00S,2022-12-17T00:41:14.8Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1631132,94.40999984741211,50.0,1610612761,2,0,2022-12-17T00:41:14Z,90000,False,0.0,0.0,1,right,C. Koloko putback Layup (2 PTS),[1631132],1610612761.0,TOR,putback,,,Koloko,C. Koloko,,,,,Mid-Range,8-16 Left,0.0,Made,,,,,2.0,,,,,,,,,,,,,
10,PT11M22.00S,2022-12-17T00:41:34.7Z,1,REGULAR,2pt,Hook,[],1627732,8.886333771353483,30.637254901960787,1610612751,2,0,2022-12-17T00:41:39Z,100000,False,97.0,31.0,1,left,MISS B. Simmons 10' driving Hook,[1627732],1610612751.0,BKN,driving,,,Simmons,B. Simmons,,,,,Mid-Range,8-16 Right,10.16,Missed,,,,,,,,,,,,,,,,,,
11,PT11M20.00S,2022-12-17T00:41:36.7Z,1,REGULAR,rebound,defensive,[],1627832,,,1610612761,2,0,2022-12-17T00:41:39Z,110000,False,,,0,,F. VanVleet REBOUND (Off:0 Def:1),[1627832],1610612761.0,TOR,,,,VanVleet,F. VanVleet,,,,,Mid-Range,8-16 Right,,,10.0,1.0,1.0,0.0,,,,,,,,,,,,,,
12,PT11M14.00S,2022-12-17T00:41:44.5Z,1,REGULAR,foul,personal,['2freethrow'],1627732,,,1610612761,2,0,2022-12-17T00:41:51Z,120000,False,,,0,,B. Simmons shooting personal FOUL (1 PF) (Barnes 2 FT),"[1627732, 1630567]",1610612751.0,BKN,shooting,,,Simmons,B. Simmons,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,1626301.0,1.0,0.0,Barnes,1630567.0,,,,,,,,
14,PT11M14.00S,2022-12-17T00:42:04.8Z,1,REGULAR,freethrow,1 of 2,['fastbreak'],1630567,,,1610612761,3,0,2022-12-17T00:42:04Z,140000,False,,,0,,S. Barnes Free Throw 1 of 2 (1 PTS),[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,,,,Made,,,,,1.0,,,,,,,,,,,,,
15,PT11M14.00S,2022-12-17T00:42:18.2Z,1,REGULAR,freethrow,2 of 2,['fastbreak'],1630567,,,1610612761,4,0,2022-12-17T00:42:18Z,150000,False,,,0,,S. Barnes Free Throw 2 of 2 (2 PTS),[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,,,,Made,,,,,2.0,,,,,,,,,,,,,
16,PT11M06.00S,2022-12-17T00:42:30.2Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1629651,8.09789750328515,51.71568627450981,1610612751,4,2,2022-12-17T00:42:34Z,160000,False,-9.0,24.0,1,left,N. Claxton cutting DUNK (2 PTS) (B. Simmons 1 AST),"[1629651, 1627732]",1610612751.0,BKN,cutting,,,Claxton,N. Claxton,,,,,Restricted Area,0-8 Center,2.51,Made,,,,,2.0,,,,,,B. Simmons,1627732.0,1.0,,,,,
18,PT10M44.00S,2022-12-17T00:42:51.6Z,1,REGULAR,3pt,Jump Shot,[],1627832,66.44218134034165,44.36274509803921,1610612761,4,2,2022-12-17T00:42:57Z,180000,False,-28.0,263.0,1,right,MISS F. VanVleet 26' 3PT,[1627832],1610612761.0,TOR,,,,VanVleet,F. VanVleet,,,,,Above the Break 3,24+ Center,26.44,Missed,,,,,,,,,,,,,,,,,,
19,PT10M41.00S,2022-12-17T00:42:54.6Z,1,REGULAR,rebound,defensive,[],1626220,,,1610612751,4,2,2022-12-17T00:42:57Z,190000,False,,,0,,R. O'Neale REBOUND (Off:0 Def:1),[1626220],1610612751.0,BKN,,,,O'Neale,R. O'Neale,,,,,Above the Break 3,24+ Center,,,18.0,1.0,1.0,0.0,,,,,,,,,,,,,,
20,PT10M37.00S,2022-12-17T00:42:58.3Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],202681,32.802233902759525,22.058823529411764,1610612751,4,2,2022-12-17T00:43:05Z,200000,False,140.0,256.0,1,left,MISS K. Irving 29' running pullup 3PT,[202681],1610612751.0,BKN,running pullup,,,Irving,K. Irving,,,,,Above the Break 3,24+ Right Center,29.15,Missed,,,,,,,,,,,,,,,,,,
21,PT10M34.00S,2022-12-17T00:43:01.3Z,1,REGULAR,rebound,defensive,[],1627823,,,1610612761,4,2,2022-12-17T00:43:05Z,210000,False,,,0,,J. Hernangomez REBOUND (Off:0 Def:1),[1627823],1610612761.0,TOR,,,,Hernangomez,J. Hernangomez,,,,,Above the Break 3,24+ Right Center,,,20.0,1.0,1.0,0.0,,,,,,,,,,,,,,
22,PT10M16.00S,2022-12-17T00:43:20.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1627783,93.51182654402102,54.65686274509803,1610612761,6,2,2022-12-17T00:43:24Z,220000,False,23.0,8.0,1,right,P. Siakam cutting Layup (2 PTS) (C. Koloko 1 AST),"[1627783, 1631132]",1610612761.0,TOR,cutting,,,Siakam,P. Siakam,,,,,Restricted Area,0-8 Center,2.48,Made,,,,,2.0,,,,,,C. Koloko,1631132.0,1.0,,,,,
24,PT09M56.00S,2022-12-17T00:43:38.9Z,1,REGULAR,turnover,bad pass,[],1626220,,,1610612751,6,2,2022-12-17T00:43:44Z,240000,False,,,0,,R. O'Neale bad pass TURNOVER (1 TO),"[1626220, 1627783]",1610612751.0,BKN,,,,O'Neale,R. O'Neale,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,1.0,Siakam,1627783.0,,
25,PT09M56.00S,2022-12-17T00:43:38.9Z,1,REGULAR,steal,,[],1627783,,,1610612761,6,2,2022-12-17T00:43:40Z,250000,False,,,0,,P. Siakam STEAL (1 STL),[1627783],1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
26,PT09M53.00S,2022-12-17T00:43:43.0Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1630567,94.56307490144546,49.754901960784316,1610612761,8,2,2022-12-17T00:43:49Z,260000,False,-1.0,-1.0,1,right,S. Barnes running Layup (4 PTS) (P. Siakam 1 AST),"[1630567, 1627783]",1610612761.0,TOR,running,,,Barnes,S. Barnes,,,,,Restricted Area,0-8 Center,0.18,Made,,,,,4.0,,,,,,P. Siakam,1627783.0,1.0,,,,,
