actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
340,PT09M21.00S,2023-01-11T01:50:42.3Z,3,REGULAR,2pt,DUNK,"['pointsinthepaint', '2ndchance']",1630567,7.30946123521682,53.18627450980392,1610612761,79,74,2023-01-11T01:50:46Z,3380000,False,-16.0,16.0,1,left,S. Barnes driving DUNK (4 PTS),[1630567],1610612761.0,TOR,driving,,,Barnes,S. Barnes,,,,,Restricted Area,0-8 Center,2.27,Made,,,,,,4.0,,,,,,,,,,,,
341,PT09M02.00S,2023-01-11T01:51:02.7Z,3,REGULAR,turnover,traveling,[],1629667,,,1610612766,79,74,2023-01-11T01:51:08Z,3390000,False,,,0,,J. McDaniels traveling TURNOVER (2 TO),[1629667],1610612766.0,CHA,,,,McDaniels,J. McDaniels,,,,,Above the Break 3,24+ Right Center,,,,,,,201246.0,,,,,,,,,2.0,,,,
342,PT08M49.00S,2023-01-11T01:51:25.7Z,3,REGULAR,foul,personal,['2freethrow'],1629023,,,1610612761,79,74,2023-01-11T01:51:32Z,3400000,False,,,0,,P. Washington shooting personal FOUL (2 PF) (Siakam 2 FT),"[1629023, 1627783]",1610612766.0,CHA,shooting,,,Washington,P. Washington,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,201246.0,,,,,2.0,0.0,Siakam,1627783.0,,,,,
344,PT08M49.00S,2023-01-11T01:51:58.0Z,3,REGULAR,freethrow,1 of 2,['fromturnover'],1627783,,,1610612761,79,74,2023-01-11T01:52:19Z,3420000,False,,,0,,MISS P. Siakam Free Throw 1 of 2,[1627783],1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
345,PT08M49.00S,2023-01-11T01:51:58.0Z,3,REGULAR,rebound,offensive,"['team', 'deadball']",0,,,1610612761,79,74,2023-01-11T01:52:19Z,3430000,False,,,0,,TEAM offensive REBOUND,[],1610612761.0,TOR,,,,,,,,,,,,,,344.0,,,,,,,,,,,,,,,,,
346,PT08M49.00S,2023-01-11T01:51:58.0Z,3,REGULAR,freethrow,2 of 2,['fromturnover'],1627783,,,1610612761,79,74,2023-01-11T01:52:19Z,3440000,False,,,0,,MISS P. Siakam Free Throw 2 of 2,[1627783],1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
347,PT08M47.00S,2023-01-11T01:52:00.0Z,3,REGULAR,rebound,defensive,[],1629667,,,1610612766,79,74,2023-01-11T01:52:19Z,3450000,False,,,0,,J. McDaniels REBOUND (Off:0 Def:4),[1629667],1610612766.0,CHA,,,,McDaniels,J. McDaniels,,,,,,,,,346.0,4.0,4.0,0.0,,,,,,,,,,,,,,
348,PT08M32.00S,2023-01-11T01:52:35.6Z,3,REGULAR,foul,personal,[],1628384,,,1610612766,79,74,2023-01-11T01:52:59Z,3460000,False,,,0,,O. Anunoby personal FOUL (4 PF),"[1628384, 1630163]",1610612761.0,TOR,,,,Anunoby,O. Anunoby,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,201246.0,,,,,4.0,0.0,Ball,1630163.0,,,,,
350,PT08M17.00S,2023-01-11T01:53:08.7Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1630163,84.70762155059133,57.35294117647059,1610612766,79,74,2023-01-11T01:53:14Z,3480000,False,37.0,91.0,1,right,MISS L. Ball 9' driving finger roll Layup,[1630163],1610612766.0,CHA,driving finger roll,,,Ball,L. Ball,,,,,In The Paint (Non-RA),8-16 Center,9.83,Missed,,,,,,,,,,,,,,,,,,
351,PT08M15.00S,2023-01-11T01:53:10.7Z,3,REGULAR,rebound,defensive,[],1630567,,,1610612761,79,74,2023-01-11T01:53:14Z,3490000,False,,,0,,S. Barnes REBOUND (Off:1 Def:1),[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,In The Paint (Non-RA),8-16 Center,,,350.0,2.0,1.0,1.0,,,,,,,,,,,,,,
352,PT08M05.00S,2023-01-11T01:53:20.8Z,3,REGULAR,3pt,Jump Shot,[],1629018,30.962549277266753,24.019607843137255,1610612761,82,74,2023-01-11T01:53:26Z,3500000,False,130.0,239.0,1,left,G. Trent Jr. 27' 3PT  (12 PTS) (S. Barnes 5 AST),"[1629018, 1630567]",1610612761.0,TOR,,,,Trent Jr.,G. Trent Jr.,,,,,Above the Break 3,24+ Right Center,27.16,Made,,,,,,12.0,S. Barnes,1630567.0,5.0,,,,,,,,,
354,PT08M04.00S,2023-01-11T01:53:26.7Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612766,82,74,2023-01-11T01:53:26Z,3520000,False,,,0,,CHA Timeout,[],1610612766.0,CHA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
355,PT07M50.00S,2023-01-11T01:56:28.9Z,3,REGULAR,3pt,Jump Shot,[],1626179,87.99277266754271,3.431372549019608,1610612766,82,77,2023-01-11T01:56:33Z,3530000,False,-233.0,60.0,1,right,T. Rozier 24' 3PT  (22 PTS) (L. Ball 9 AST),"[1626179, 1630163]",1610612766.0,CHA,,,,Rozier,T. Rozier,,,,,Left Corner 3,24+ Left,24.05,Made,,,,,,22.0,L. Ball,1630163.0,9.0,,,,,,,,,
357,PT07M30.00S,2023-01-11T01:56:48.9Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1630567,7.178055190538765,46.32352941176471,1610612761,82,77,2023-01-11T01:56:52Z,3550000,False,18.0,15.0,1,left,MISS S. Barnes cutting finger roll Layup,[1630567],1610612761.0,TOR,cutting finger roll,,,Barnes,S. Barnes,,,,,Restricted Area,0-8 Center,2.37,Missed,,,,,,,,,,,,,,,,,,
358,PT07M28.00S,2023-01-11T01:56:50.7Z,3,REGULAR,rebound,defensive,[],1630163,,,1610612766,82,77,2023-01-11T01:56:50Z,3560000,False,,,0,,L. Ball REBOUND (Off:0 Def:3),[1630163],1610612766.0,CHA,,,,Ball,L. Ball,,,,,Restricted Area,0-8 Center,,,357.0,3.0,3.0,0.0,,,,,,,,,,,,,,
359,PT07M17.00S,2023-01-11T01:57:02.2Z,3,REGULAR,2pt,DUNK,['pointsinthepaint'],203486,93.51182654402102,49.01960784313725,1610612766,82,79,2023-01-11T01:57:09Z,3570000,False,-5.0,8.0,1,right,M. Plumlee reverse DUNK (13 PTS) (L. Ball 10 AST),"[203486, 1630163]",1610612766.0,CHA,reverse,,,Plumlee,M. Plumlee,,,,,Restricted Area,0-8 Center,0.98,Made,,,,,,13.0,L. Ball,1630163.0,10.0,,,,,,,,,
361,PT07M02.00S,2023-01-11T01:57:16.7Z,3,REGULAR,3pt,Jump Shot,[],1627832,31.750985545335087,62.254901960784316,1610612761,82,79,2023-01-11T01:57:22Z,3590000,False,-61.0,246.0,1,left,MISS F. VanVleet 25' 3PT,[1627832],1610612761.0,TOR,,,,VanVleet,F. VanVleet,,,,,Above the Break 3,24+ Center,25.35,Missed,,,,,,,,,,,,,,,,,,
362,PT06M59.00S,2023-01-11T01:57:19.7Z,3,REGULAR,rebound,offensive,[],1628384,,,1610612761,82,79,2023-01-11T01:57:22Z,3600000,False,,,0,,O. Anunoby REBOUND (Off:1 Def:1),[1628384],1610612761.0,TOR,,,,Anunoby,O. Anunoby,,,,,Above the Break 3,24+ Center,,,361.0,2.0,1.0,1.0,,,,,,,,,,,,,,
363,PT06M48.00S,2023-01-11T01:57:30.8Z,3,REGULAR,turnover,lost ball,[],1627783,,,1610612761,82,79,2023-01-11T01:57:35Z,3610000,False,,,0,,P. Siakam lost ball TURNOVER (3 TO),"[1627783, 1629667]",1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,3.0,McDaniels,1629667.0,,
364,PT06M48.00S,2023-01-11T01:57:30.8Z,3,REGULAR,steal,,[],1629667,,,1610612766,82,79,2023-01-11T01:57:33Z,3620000,False,,,0,,J. McDaniels STEAL (1 STL),[1629667],1610612766.0,CHA,,,,McDaniels,J. McDaniels,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
365,PT06M28.00S,2023-01-11T01:57:53.8Z,3,REGULAR,foul,personal,['2freethrow'],1629018,,,1610612766,82,79,2023-01-11T01:58:02Z,3630000,False,,,0,,G. Trent Jr. shooting personal FOUL (2 PF) (McDaniels 2 FT),"[1629018, 1629667]",1610612761.0,TOR,shooting,,,Trent Jr.,G. Trent Jr.,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,2003.0,,,,,2.0,0.0,McDaniels,1629667.0,,,,,
367,PT06M28.00S,2023-01-11T01:58:16.8Z,3,REGULAR,freethrow,1 of 2,['fromturnover'],1629667,,,1610612766,82,80,2023-01-11T01:58:42Z,3650000,False,,,0,,J. McDaniels Free Throw 1 of 2 (6 PTS),[1629667],1610612766.0,CHA,,,,McDaniels,J. McDaniels,,,,,,,,Made,,,,,,6.0,,,,,,,,,,,,
368,PT06M28.00S,2023-01-11T01:58:17.7Z,3,REGULAR,substitution,out,[],1628384,,,1610612766,82,80,2023-01-11T01:58:21Z,3660000,False,,,0,,SUB out: O. Anunoby,[1628384],1610612761.0,TOR,,,,Anunoby,O. Anunoby,,,,,,,,,,,,,,,,,,,,,,,,,,
369,PT06M28.00S,2023-01-11T01:58:17.7Z,3,REGULAR,substitution,in,[],1631132,,,1610612766,82,80,2023-01-11T01:58:21Z,3670000,False,,,0,,SUB in: C. Koloko,[1631132],1610612761.0,TOR,,,,Koloko,C. Koloko,,,,,,,,,,,,,,,,,,,,,,,,,,
370,PT06M28.00S,2023-01-11T01:58:16.8Z,3,REGULAR,freethrow,2 of 2,['fromturnover'],1629667,,,1610612766,82,80,2023-01-11T01:58:42Z,3680000,False,,,0,,MISS J. McDaniels Free Throw 2 of 2,[1629667],1610612766.0,CHA,,,,McDaniels,J. McDaniels,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
371,PT06M26.00S,2023-01-11T01:58:18.8Z,3,REGULAR,rebound,defensive,[],1631132,,,1610612761,82,80,2023-01-11T01:58:42Z,3690000,False,,,0,,C. Koloko REBOUND (Off:2 Def:2),[1631132],1610612761.0,TOR,,,,Koloko,C. Koloko,,,,,,,,,370.0,4.0,2.0,2.0,,,,,,,,,,,,,,
372,PT06M06.00S,2023-01-11T01:58:57.5Z,3,REGULAR,3pt,Jump Shot,[],1629018,21.76412614980289,91.91176470588235,1610612761,85,80,2023-01-11T02:00:05Z,3700000,False,-210.0,152.0,1,left,G. Trent Jr. 25' 3PT pullup (15 PTS),[1629018],1610612761.0,TOR,pullup,,,Trent Jr.,G. Trent Jr.,,,,,Above the Break 3,24+ Left Center,25.9,Made,,,,,,15.0,,,,,,,,,,,,
373,PT05M50.00S,2023-01-11T01:59:13.7Z,3,REGULAR,3pt,Jump Shot,[],1629667,91.5407358738502,95.09803921568627,1610612766,85,80,2023-01-11T01:59:18Z,3710000,False,225.0,27.0,1,right,MISS J. McDaniels 3PT,[1629667],1610612766.0,CHA,,,,McDaniels,J. McDaniels,,,,,Right Corner 3,24+ Right,22.71,Missed,,,,,,,,,,,,,,,,,,
374,PT05M47.00S,2023-01-11T01:59:16.7Z,3,REGULAR,rebound,defensive,[],1627832,,,1610612761,85,80,2023-01-11T01:59:18Z,3720000,False,,,0,,F. VanVleet REBOUND (Off:1 Def:4),[1627832],1610612761.0,TOR,,,,VanVleet,F. VanVleet,,,,,Right Corner 3,24+ Right,,,373.0,5.0,4.0,1.0,,,,,,,,,,,,,,
375,PT05M44.00S,2023-01-11T01:59:19.9Z,3,REGULAR,3pt,Jump Shot,['fastbreak'],1629018,22.421156373193167,10.049019607843137,1610612761,85,80,2023-01-11T01:59:26Z,3730000,False,200.0,158.0,1,left,MISS G. Trent Jr. 25' running 3PT,[1629018],1610612761.0,TOR,running,,,Trent Jr.,G. Trent Jr.,,,,,Above the Break 3,24+ Right Center,25.49,Missed,,,,,,,,,,,,,,,,,,
376,PT05M40.00S,2023-01-11T01:59:23.9Z,3,REGULAR,rebound,offensive,[],1631132,,,1610612761,85,80,2023-01-11T01:59:26Z,3740000,False,,,0,,C. Koloko REBOUND (Off:3 Def:2),[1631132],1610612761.0,TOR,,,,Koloko,C. Koloko,,,,,Above the Break 3,24+ Right Center,,,375.0,5.0,2.0,3.0,,,,,,,,,,,,,,
377,PT05M40.00S,2023-01-11T01:59:24.4Z,3,REGULAR,2pt,Layup,"['2ndchance', 'fastbreak', 'pointsinthepaint']",1631132,5.590000152587891,50.0,1610612761,85,80,2023-01-11T01:59:30Z,3750000,False,0.0,0.0,1,left,MISS C. Koloko tip Layup,[1631132],1610612761.0,TOR,tip,,,Koloko,C. Koloko,,,,,Restricted Area,0-8 Center,0.0,Missed,,,,,,,,,,,,,,,,,,
378,PT05M39.00S,2023-01-11T01:59:25.4Z,3,REGULAR,rebound,defensive,[],1629667,,,1610612766,85,80,2023-01-11T01:59:30Z,3760000,False,,,0,,J. McDaniels REBOUND (Off:0 Def:5),[1629667],1610612766.0,CHA,,,,McDaniels,J. McDaniels,,,,,Restricted Area,0-8 Center,,,377.0,5.0,5.0,0.0,,,,,,,,,,,,,,
379,PT05M35.00S,2023-01-11T01:59:28.7Z,3,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1629667,93.11760840998686,48.28431372549019,1610612766,85,80,2023-01-11T01:59:56Z,3770000,False,-9.0,12.0,1,right,MISS J. McDaniels running reverse Layup,[1629667],1610612766.0,CHA,running reverse,,,McDaniels,J. McDaniels,,,,,Restricted Area,0-8 Center,1.49,Missed,,,,,,,,,,,,,,,,,,
380,PT05M33.00S,2023-01-11T01:59:30.7Z,3,REGULAR,rebound,defensive,[],1627832,,,1610612761,85,80,2023-01-11T01:59:37Z,3780000,False,,,0,,F. VanVleet REBOUND (Off:1 Def:5),[1627832],1610612761.0,TOR,,,,VanVleet,F. VanVleet,,,,,Restricted Area,0-8 Center,,,379.0,6.0,5.0,1.0,,,,,,,,,,,,,,
381,PT05M29.00S,2023-01-11T01:59:37.1Z,3,REGULAR,foul,personal,['2freethrow'],1629667,,,1610612761,85,80,2023-01-11T01:59:45Z,3790000,False,,,0,,J. McDaniels shooting personal FOUL (2 PF) (Siakam 2 FT),"[1629667, 1627783]",1610612766.0,CHA,shooting,,,McDaniels,J. McDaniels,,,,,Restricted Area,0-8 Center,,,,,,,2003.0,,,,,2.0,0.0,Siakam,1627783.0,,,,,
383,PT05M29.00S,2023-01-11T02:00:07.4Z,3,REGULAR,freethrow,1 of 2,['fastbreak'],1627783,,,1610612761,86,80,2023-01-11T02:00:07Z,3810000,False,,,0,,P. Siakam Free Throw 1 of 2 (19 PTS),[1627783],1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,,,,Made,,,,,,19.0,,,,,,,,,,,,
384,PT05M29.00S,2023-01-11T02:00:08.1Z,3,REGULAR,substitution,out,[],1629018,,,1610612761,86,80,2023-01-11T02:00:15Z,3820000,False,,,0,,SUB out: G. Trent Jr.,[1629018],1610612761.0,TOR,,,,Trent Jr.,G. Trent Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
385,PT05M29.00S,2023-01-11T02:00:08.1Z,3,REGULAR,substitution,out,[],1629667,,,1610612761,86,80,2023-01-11T02:00:15Z,3830000,False,,,0,,SUB out: J. McDaniels,[1629667],1610612766.0,CHA,,,,McDaniels,J. McDaniels,,,,,,,,,,,,,,,,,,,,,,,,,,
386,PT05M29.00S,2023-01-11T02:00:08.1Z,3,REGULAR,substitution,in,[],1627823,,,1610612761,86,80,2023-01-11T02:00:15Z,3840000,False,,,0,,SUB in: J. Hernangomez,[1627823],1610612761.0,TOR,,,,Hernangomez,J. Hernangomez,,,,,,,,,,,,,,,,,,,,,,,,,,
387,PT05M29.00S,2023-01-11T02:00:08.1Z,3,REGULAR,substitution,in,[],1628372,,,1610612761,86,80,2023-01-11T02:00:15Z,3850000,False,,,0,,SUB in: D. Smith Jr.,[1628372],1610612766.0,CHA,,,,Smith Jr.,D. Smith Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
388,PT05M29.00S,2023-01-11T02:00:33.1Z,3,REGULAR,freethrow,2 of 2,['fastbreak'],1627783,,,1610612761,87,80,2023-01-11T02:00:33Z,3860000,False,,,0,,P. Siakam Free Throw 2 of 2 (20 PTS),[1627783],1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,,,,Made,,,,,,20.0,,,,,,,,,,,,
389,PT05M09.00S,2023-01-11T02:00:54.4Z,3,REGULAR,2pt,Jump Shot,[],1628372,81.68528252299606,27.450980392156865,1610612766,87,80,2023-01-11T02:01:00Z,3870000,False,-113.0,120.0,1,right,MISS D. Smith Jr. 16' pullup Shot,[1628372],1610612766.0,CHA,pullup,,,Smith Jr.,D. Smith Jr.,,,,,Mid-Range,16-24 Left Center,16.44,Missed,,,,,,,,,,,,,,,,,,
390,PT05M08.00S,2023-01-11T02:00:55.4Z,3,REGULAR,rebound,defensive,[],1627823,,,1610612761,87,80,2023-01-11T02:01:00Z,3880000,False,,,0,,J. Hernangomez REBOUND (Off:0 Def:3),[1627823],1610612761.0,TOR,,,,Hernangomez,J. Hernangomez,,,,,Mid-Range,16-24 Left Center,,,389.0,3.0,3.0,0.0,,,,,,,,,,,,,,
391,PT05M05.00S,2023-01-11T02:01:03.3Z,3,REGULAR,turnover,out-of-bounds,[],1627832,,,1610612761,87,80,2023-01-11T02:01:08Z,3890000,False,,,0,,F. VanVleet bad pass out-of-bounds TURNOVER (2 TO),[1627832],1610612761.0,TOR,bad pass,,,VanVleet,F. VanVleet,,,,,Above the Break 3,24+ Center,,,,,,,201246.0,,,,,,,,,2.0,,,,
392,PT04M55.00S,2023-01-11T02:01:16.7Z,3,REGULAR,foul,personal,['2freethrow'],1627783,,,1610612766,87,80,2023-01-11T02:01:24Z,3900000,False,,,0,,P. Siakam shooting personal FOUL (1 PF) (Plumlee 2 FT),"[1627783, 203486]",1610612761.0,TOR,shooting,,,Siakam,P. Siakam,,,,,Restricted Area,0-8 Center,,,,,,,2003.0,,,,,1.0,0.0,Plumlee,203486.0,,,,,
394,PT04M55.00S,2023-01-11T02:01:43.0Z,3,REGULAR,freethrow,1 of 2,['fromturnover'],203486,,,1610612766,87,80,2023-01-11T02:01:43Z,3920000,False,,,0,,MISS M. Plumlee Free Throw 1 of 2,[203486],1610612766.0,CHA,,,,Plumlee,M. Plumlee,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
395,PT04M55.00S,2023-01-11T02:01:43.0Z,3,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612766,87,80,2023-01-11T02:01:43Z,3930000,False,,,0,,TEAM offensive REBOUND,[],1610612766.0,CHA,,,,,,,,,,,,,,394.0,,,,,,,,,,,,,,,,,
396,PT04M55.00S,2023-01-11T02:01:43.8Z,3,REGULAR,substitution,out,[],1630163,,,1610612766,87,80,2023-01-11T02:01:52Z,3940000,False,,,0,,SUB out: L. Ball,[1630163],1610612766.0,CHA,,,,Ball,L. Ball,,,,,,,,,,,,,,,,,,,,,,,,,,
397,PT04M55.00S,2023-01-11T02:01:43.8Z,3,REGULAR,substitution,in,[],1628998,,,1610612766,87,80,2023-01-11T02:01:52Z,3950000,False,,,0,,SUB in: C. Martin,[1628998],1610612766.0,CHA,,,,Martin,C. Martin,,,,,,,,,,,,,,,,,,,,,,,,,,
398,PT04M55.00S,2023-01-11T02:02:08.0Z,3,REGULAR,freethrow,2 of 2,['fromturnover'],203486,,,1610612766,87,81,2023-01-11T02:02:08Z,3960000,False,,,0,,M. Plumlee Free Throw 2 of 2 (14 PTS),[203486],1610612766.0,CHA,,,,Plumlee,M. Plumlee,,,,,,,,Made,,,,,,14.0,,,,,,,,,,,,
399,PT04M41.00S,2023-01-11T02:02:26.8Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627783,16.376478318002626,60.29411764705882,1610612761,89,81,2023-01-11T02:02:34Z,3970000,False,-51.0,101.0,1,left,P. Siakam 11' driving floating Jump Shot (22 PTS) (F. VanVleet 6 AST),"[1627783, 1627832]",1610612761.0,TOR,driving floating,,,Siakam,P. Siakam,,,,,In The Paint (Non-RA),8-16 Center,11.37,Made,,,,,,22.0,F. VanVleet,1627832.0,6.0,,,,,,,,,
401,PT04M41.00S,2023-01-11T02:02:30.7Z,3,REGULAR,foul,personal,['1freethrow'],1628998,,,1610612761,89,81,2023-01-11T02:02:51Z,3990000,False,,,0,,C. Martin shooting personal FOUL (2 PF) (Siakam 1 FT),"[1628998, 1627783]",1610612766.0,CHA,shooting,,,Martin,C. Martin,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,2003.0,,,,,2.0,0.0,Siakam,1627783.0,,,,,
403,PT04M41.00S,2023-01-11T02:02:47.4Z,3,REGULAR,substitution,out,[],1629023,,,1610612761,89,81,2023-01-11T02:03:48Z,4010000,False,,,0,,SUB out: P. Washington,[1629023],1610612766.0,CHA,,,,Washington,P. Washington,,,,,,,,,,,,,,,,,,,,,,,,,,
404,PT04M41.00S,2023-01-11T02:02:47.4Z,3,REGULAR,substitution,in,[],1630550,,,1610612761,89,81,2023-01-11T02:03:48Z,4020000,False,,,0,,SUB in: J. Thor,[1630550],1610612766.0,CHA,,,,Thor,J. Thor,,,,,,,,,,,,,,,,,,,,,,,,,,
405,PT04M41.00S,2023-01-11T02:03:00.8Z,3,REGULAR,freethrow,1 of 1,[],1627783,,,1610612761,90,81,2023-01-11T02:03:00Z,4030000,False,,,0,,P. Siakam Free Throw 1 of 1 (23 PTS),[1627783],1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,,,,Made,,,,,,23.0,,,,,,,,,,,,
406,PT04M19.00S,2023-01-11T02:03:24.0Z,3,REGULAR,2pt,Jump Shot,[],1626179,93.38042049934296,86.02941176470588,1610612766,90,83,2023-01-11T02:03:29Z,4040000,False,180.0,10.0,1,right,T. Rozier 18' turnaround fadeaway Jump Shot (24 PTS),[1626179],1610612766.0,CHA,turnaround fadeaway,,,Rozier,T. Rozier,,,,,Mid-Range,16-24 Right,18.04,Made,,,,,,24.0,,,,,,,,,,,,
407,PT03M59.00S,2023-01-11T02:03:45.0Z,3,REGULAR,3pt,Jump Shot,[],1627823,6.389618922470433,95.83333333333334,1610612761,90,83,2023-01-11T02:03:49Z,4050000,False,-229.0,8.0,1,left,MISS J. Hernangomez 3PT,[1627823],1610612761.0,TOR,,,,Hernangomez,J. Hernangomez,,,,,Left Corner 3,24+ Left,22.93,Missed,,,,,,,,,,,,,,,,,,
408,PT03M55.00S,2023-01-11T02:03:49.0Z,3,REGULAR,rebound,defensive,[],1628998,,,1610612766,90,83,2023-01-11T02:03:49Z,4060000,False,,,0,,C. Martin REBOUND (Off:0 Def:2),[1628998],1610612766.0,CHA,,,,Martin,C. Martin,,,,,Left Corner 3,24+ Left,,,407.0,2.0,2.0,0.0,,,,,,,,,,,,,,
409,PT03M50.00S,2023-01-11T02:03:53.4Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1626179,93.24901445466492,49.754901960784316,1610612766,90,85,2023-01-11T02:04:00Z,4070000,False,-1.0,11.0,1,right,T. Rozier running Layup (26 PTS),[1626179],1610612766.0,CHA,running,,,Rozier,T. Rozier,,,,,Restricted Area,0-8 Center,1.11,Made,,,,,,26.0,,,,,,,,,,,,
410,PT03M33.00S,2023-01-11T02:04:10.2Z,3,REGULAR,3pt,Jump Shot,[],1627832,25.837713534822605,85.04901960784314,1610612761,90,85,2023-01-11T02:04:16Z,4080000,False,-175.0,190.0,1,left,MISS F. VanVleet 25' 3PT,[1627832],1610612761.0,TOR,,,,VanVleet,F. VanVleet,,,,,Above the Break 3,24+ Left Center,25.87,Missed,,,,,,,,,,,,,,,,,,
411,PT03M28.00S,2023-01-11T02:04:15.2Z,3,REGULAR,rebound,offensive,[],1630567,,,1610612761,90,85,2023-01-11T02:04:16Z,4090000,False,,,0,,S. Barnes REBOUND (Off:2 Def:1),[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,Above the Break 3,24+ Left Center,,,410.0,3.0,1.0,2.0,,,,,,,,,,,,,,
412,PT03M24.00S,2023-01-11T02:04:19.7Z,3,REGULAR,3pt,Jump Shot,['2ndchance'],1627783,27.151773981603156,21.07843137254902,1610612761,90,85,2023-01-11T02:04:24Z,4100000,False,145.0,203.0,1,left,MISS P. Siakam 24' 3PT,[1627783],1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,Above the Break 3,24+ Right Center,24.9,Missed,,,,,,,,,,,,,,,,,,
413,PT03M19.00S,2023-01-11T02:04:24.7Z,3,REGULAR,rebound,defensive,[],203486,,,1610612766,90,85,2023-01-11T02:04:24Z,4110000,False,,,0,,M. Plumlee REBOUND (Off:1 Def:4),[203486],1610612766.0,CHA,,,,Plumlee,M. Plumlee,,,,,Above the Break 3,24+ Right Center,,,412.0,5.0,4.0,1.0,,,,,,,,,,,,,,
414,PT03M00.00S,2023-01-11T02:04:43.0Z,3,REGULAR,3pt,Jump Shot,[],1630550,96.13994743758212,2.941176470588235,1610612766,90,88,2023-01-11T02:04:50Z,4120000,False,-235.0,-16.0,1,right,J. Thor 3PT  (3 PTS) (M. Plumlee 2 AST),"[1630550, 203486]",1610612766.0,CHA,,,,Thor,J. Thor,,,,,Left Corner 3,24+ Left,23.59,Made,,,,,,3.0,M. Plumlee,203486.0,2.0,,,,,,,,,
416,PT02M59.00S,2023-01-11T02:04:47.7Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612761,90,88,2023-01-11T02:04:47Z,4140000,False,,,0,,TOR Timeout,[],1610612761.0,TOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
417,PT02M59.00S,2023-01-11T02:06:30.2Z,3,REGULAR,substitution,out,[],1627832,,,1610612761,90,88,2023-01-11T02:07:28Z,4150000,False,,,0,,SUB out: F. VanVleet,[1627832],1610612761.0,TOR,,,,VanVleet,F. VanVleet,,,,,,,,,,,,,,,,,,,,,,,,,,
418,PT02M59.00S,2023-01-11T02:06:30.2Z,3,REGULAR,substitution,out,[],203486,,,1610612761,90,88,2023-01-11T02:07:28Z,4160000,False,,,0,,SUB out: M. Plumlee,[203486],1610612766.0,CHA,,,,Plumlee,M. Plumlee,,,,,,,,,,,,,,,,,,,,,,,,,,
419,PT02M59.00S,2023-01-11T02:06:30.2Z,3,REGULAR,substitution,in,[],1630201,,,1610612761,90,88,2023-01-11T02:07:28Z,4170000,False,,,0,,SUB in: M. Flynn,[1630201],1610612761.0,TOR,,,,Flynn,M. Flynn,,,,,,,,,,,,,,,,,,,,,,,,,,
420,PT02M59.00S,2023-01-11T02:06:30.2Z,3,REGULAR,substitution,in,[],1631109,,,1610612761,90,88,2023-01-11T02:07:28Z,4180000,False,,,0,,SUB in: M. Williams,[1631109],1610612766.0,CHA,,,,Williams,M. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
