actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,turnoverTotal,stealPlayerName,stealPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
347,PT08M00.00S,2022-10-29T00:58:38.6Z,3,REGULAR,3pt,Jump Shot,[],1630178,69.07030223390277,77.94117647058823,1610612755,53,65,2022-10-29T00:58:43Z,3450000,140.0,238.0,1,right,MISS T. Maxey 27' 3PT,[1630178],1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,Above the Break 3,24+ Right Center,,,,27.61,Missed,,,,,,,,,,,,,,,
348,PT07M58.00S,2022-10-29T00:58:40.6Z,3,REGULAR,rebound,offensive,[],201935,,,1610612755,53,65,2022-10-29T00:58:43Z,3460000,,,0,,J. Harden REBOUND (Off:1 Def:2),[201935],1610612755.0,PHI,,,,Harden,J. Harden,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,347.0,3.0,2.0,1.0,,,,,,,
349,PT07M54.00S,2022-10-29T00:58:44.9Z,3,REGULAR,3pt,Jump Shot,['2ndchance'],202699,95.22010512483574,95.58823529411765,1610612755,53,65,2022-10-29T00:58:48Z,3470000,228.0,-8.0,1,right,MISS T. Harris 3PT,[202699],1610612755.0,PHI,,,,Harris,T. Harris,,,,,Right Corner 3,24+ Right,,,,22.8,Missed,,,,,,,,,,,,,,,
350,PT07M52.00S,2022-10-29T00:58:46.9Z,3,REGULAR,rebound,defensive,[],1629018,,,1610612761,53,65,2022-10-29T00:58:48Z,3480000,,,0,,G. Trent Jr. REBOUND (Off:0 Def:2),[1629018],1610612761.0,TOR,,,,Trent Jr.,G. Trent Jr.,,,,,Right Corner 3,24+ Right,,,,,,,,,,349.0,2.0,2.0,0.0,,,,,,,
351,PT07M39.00S,2022-10-29T00:59:02.9Z,3,REGULAR,foul,personal,['2freethrow'],200782,,,1610612761,53,65,2022-10-29T00:59:12Z,3490000,,,0,,P. Tucker shooting personal FOUL (4 PF) (Anunoby 2 FT),"[200782, 1628384]",1610612755.0,PHI,shooting,,,Tucker,P. Tucker,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,2715.0,4.0,0.0,Anunoby,1628384.0,,
353,PT07M39.00S,2022-10-29T00:59:30.8Z,3,REGULAR,freethrow,1 of 2,[],1628384,,,1610612761,54,65,2022-10-29T00:59:50Z,3510000,,,0,,O. Anunoby Free Throw 1 of 2 (15 PTS),[1628384],1610612761.0,TOR,,,,Anunoby,O. Anunoby,,,,,,,,,,,Made,15.0,,,,,,,,,,,,,,
354,PT07M39.00S,2022-10-29T00:59:30.8Z,3,REGULAR,freethrow,2 of 2,[],1628384,,,1610612761,54,65,2022-10-29T00:59:50Z,3520000,,,0,,MISS O. Anunoby Free Throw 2 of 2,[1628384],1610612761.0,TOR,,,,Anunoby,O. Anunoby,,,,,,,,,,,Missed,,,,,,,,,,,,,,,
355,PT07M36.00S,2022-10-29T00:59:33.8Z,3,REGULAR,rebound,offensive,[],1628384,,,1610612761,54,65,2022-10-29T00:59:50Z,3530000,,,0,,O. Anunoby REBOUND (Off:2 Def:5),[1628384],1610612761.0,TOR,,,,Anunoby,O. Anunoby,,,,,,,,,,,,,,,,354.0,7.0,5.0,2.0,,,,,,,
482,PT07M36.00S,2022-10-29T00:59:59.9Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1628384,5.568331143232584,43.38235294117647,1610612761,54,65,2022-10-29T01:44:56Z,3545000,33.0,0.0,1,left,MISS O. Anunoby Layup - blocked,"[1628384, 201935]",1610612761.0,TOR,,,,Anunoby,O. Anunoby,,,,,Restricted Area,0-8 Center,,,,3.31,Missed,,,,,,,,,,,,,,Harden,201935.0
483,PT07M36.00S,2022-10-29T00:59:59.9Z,3,REGULAR,block,,[],201935,,,1610612761,54,65,2022-10-29T01:21:26Z,3547500,,,0,,J. Harden BLOCK (2 BLK),[201935],1610612755.0,PHI,,,,Harden,J. Harden,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
484,PT07M36.00S,2022-10-29T00:59:59.9Z,3,REGULAR,rebound,defensive,['team'],0,,,1610612755,54,65,2022-10-29T01:21:26Z,3548750,,,0,,TEAM defensive REBOUND,[],1610612755.0,PHI,,,,,,,,,,Restricted Area,0-8 Center,,,,,,,,,,482.0,,,,,,,,,,
357,PT07M22.00S,2022-10-29T01:00:09.4Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201935,82.21090670170827,45.09803921568628,1610612755,54,67,2022-10-29T01:21:26Z,3550000,-25.0,115.0,1,right,J. Harden 11' driving floating Jump Shot (10 PTS),[201935],1610612755.0,PHI,driving floating,,,Harden,J. Harden,,,,,In The Paint (Non-RA),8-16 Center,,,,11.73,Made,10.0,,,,,,,,,,,,,,
358,PT07M22.00S,2022-10-29T01:00:15.1Z,3,REGULAR,foul,personal,['1freethrow'],1628384,,,1610612755,54,67,2022-10-29T01:00:23Z,3560000,,,0,,O. Anunoby shooting personal FOUL (2 PF) (Harden 1 FT),"[1628384, 201935]",1610612761.0,TOR,shooting,,,Anunoby,O. Anunoby,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,1629183.0,2.0,0.0,Harden,201935.0,,
360,PT07M22.00S,2022-10-29T01:00:37.2Z,3,REGULAR,freethrow,1 of 1,[],201935,,,1610612755,54,68,2022-10-29T01:21:26Z,3580000,,,0,,J. Harden Free Throw 1 of 1 (11 PTS),[201935],1610612755.0,PHI,,,,Harden,J. Harden,,,,,,,,,,,Made,11.0,,,,,,,,,,,,,,
361,PT07M05.00S,2022-10-29T01:00:55.7Z,3,REGULAR,2pt,Jump Shot,[],1627783,8.492115637319317,31.127450980392158,1610612761,56,68,2022-10-29T01:01:00Z,3590000,94.0,27.0,1,left,P. Siakam 9' turnaround bank Jump Shot (22 PTS),[1627783],1610612761.0,TOR,turnaround bank,,,Siakam,P. Siakam,,,,,Mid-Range,8-16 Right,,,,9.83,Made,22.0,,,,,,,,,,,,,,
362,PT06M57.00S,2022-10-29T01:01:10.4Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612755,56,68,2022-10-29T01:01:10Z,3600000,,,0,,PHI Timeout,[],1610612755.0,PHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
363,PT06M48.00S,2022-10-29T01:04:14.9Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630178,91.27792378449409,50.245098039215684,1610612755,56,68,2022-10-29T01:04:19Z,3610000,1.0,29.0,1,right,MISS T. Maxey driving floating Shot,[1630178],1610612755.0,PHI,driving floating,,,Maxey,T. Maxey,,,,,Restricted Area,0-8 Center,,,,2.95,Missed,,,,,,,,,,,,,,,
364,PT06M46.00S,2022-10-29T01:04:16.9Z,3,REGULAR,rebound,defensive,[],1630567,,,1610612761,56,68,2022-10-29T01:04:19Z,3620000,,,0,,S. Barnes REBOUND (Off:1 Def:3),[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,Restricted Area,0-8 Center,,,,,,,,,,363.0,4.0,3.0,1.0,,,,,,,
365,PT06M42.00S,2022-10-29T01:04:20.6Z,3,REGULAR,3pt,Jump Shot,['fastbreak'],1627832,29.6484888304862,13.725490196078432,1610612761,56,68,2022-10-29T01:04:27Z,3630000,181.0,226.0,1,left,MISS F. VanVleet 29' running pullup 3PT,[1627832],1610612761.0,TOR,running pullup,,,VanVleet,F. VanVleet,,,,,Above the Break 3,24+ Right Center,,,,29.0,Missed,,,,,,,,,,,,,,,
366,PT06M39.00S,2022-10-29T01:04:23.6Z,3,REGULAR,rebound,defensive,[],200782,,,1610612755,56,68,2022-10-29T01:04:27Z,3640000,,,0,,P. Tucker REBOUND (Off:2 Def:3),[200782],1610612755.0,PHI,,,,Tucker,P. Tucker,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,365.0,5.0,3.0,2.0,,,,,,,
367,PT06M35.00S,2022-10-29T01:04:28.4Z,3,REGULAR,3pt,Jump Shot,['fastbreak'],201935,66.44218134034165,59.068627450980394,1610612755,56,68,2022-10-29T01:04:34Z,3650000,45.0,263.0,1,right,MISS J. Harden 26' running 3PT,[201935],1610612755.0,PHI,running,,,Harden,J. Harden,,,,,Above the Break 3,24+ Center,,,,26.68,Missed,,,,,,,,,,,,,,,
368,PT06M31.00S,2022-10-29T01:04:32.4Z,3,REGULAR,rebound,defensive,[],1630567,,,1610612761,56,68,2022-10-29T01:04:34Z,3660000,,,0,,S. Barnes REBOUND (Off:1 Def:4),[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,Above the Break 3,24+ Center,,,,,,,,,,367.0,5.0,4.0,1.0,,,,,,,
369,PT06M18.00S,2022-10-29T01:04:44.2Z,3,REGULAR,3pt,Jump Shot,[],1629018,24.392247043363994,91.42156862745098,1610612761,56,68,2022-10-29T01:04:51Z,3670000,-207.0,177.0,1,left,MISS G. Trent Jr. 27' pullup 3PT,[1629018],1610612761.0,TOR,pullup,,,Trent Jr.,G. Trent Jr.,,,,,Above the Break 3,24+ Left Center,,,,27.23,Missed,,,,,,,,,,,,,,,
370,PT06M14.00S,2022-10-29T01:04:48.2Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612761,56,68,2022-10-29T01:04:51Z,3680000,,,0,,TEAM offensive REBOUND,[],1610612761.0,TOR,,,,,,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,369.0,,,,,,,,,,
372,PT06M14.00S,2022-10-29T01:04:53.5Z,3,REGULAR,substitution,out,[],200782,,,1610612761,56,68,2022-10-29T01:04:59Z,3700000,,,0,,SUB out: P. Tucker,[200782],1610612755.0,PHI,,,,Tucker,P. Tucker,,,,,,,,,,,,,,,,,,,,,,,,,,
373,PT06M14.00S,2022-10-29T01:04:53.5Z,3,REGULAR,substitution,in,[],1627777,,,1610612761,56,68,2022-10-29T01:04:59Z,3710000,,,0,,SUB in: G. Niang,[1627777],1610612755.0,PHI,,,,Niang,G. Niang,,,,,,,,,,,,,,,,,,,,,,,,,,
374,PT06M04.00S,2022-10-29T01:05:22.1Z,3,REGULAR,2pt,Jump Shot,['2ndchance'],1627783,25.969119579500656,48.28431372549019,1610612761,56,68,2022-10-29T01:05:29Z,3720000,9.0,192.0,1,left,MISS P. Siakam 19' Jump Shot,[1627783],1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,Mid-Range,16-24 Center,,,,19.18,Missed,,,,,,,,,,,,,,,
375,PT06M01.00S,2022-10-29T01:05:25.1Z,3,REGULAR,rebound,defensive,[],1629001,,,1610612755,56,68,2022-10-29T01:05:29Z,3730000,,,0,,D. Melton REBOUND (Off:1 Def:2),[1629001],1610612755.0,PHI,,,,Melton,D. Melton,,,,,Mid-Range,16-24 Center,,,,,,,,,,374.0,3.0,2.0,1.0,,,,,,,
376,PT05M52.00S,2022-10-29T01:05:34.4Z,3,REGULAR,3pt,Jump Shot,[],202699,93.77463863337714,97.54901960784314,1610612755,56,68,2022-10-29T01:05:39Z,3740000,238.0,6.0,1,right,MISS T. Harris 3PT,[202699],1610612755.0,PHI,,,,Harris,T. Harris,,,,,Right Corner 3,24+ Right,,,,23.78,Missed,,,,,,,,,,,,,,,
377,PT05M50.00S,2022-10-29T01:05:36.9Z,3,REGULAR,rebound,offensive,[],1629001,,,1610612755,56,68,2022-10-29T01:05:36Z,3750000,,,0,,D. Melton REBOUND (Off:2 Def:2),[1629001],1610612755.0,PHI,,,,Melton,D. Melton,,,,,Right Corner 3,24+ Right,,,,,,,,,,376.0,4.0,2.0,2.0,,,,,,,
378,PT05M46.00S,2022-10-29T01:05:40.5Z,3,REGULAR,2pt,Hook,"['pointsinthepaint', '2ndchance']",202699,91.5407358738502,60.5392156862745,1610612755,56,70,2022-10-29T01:05:51Z,3760000,53.0,27.0,1,right,T. Harris turnaround bank Hook (10 PTS) (D. Melton 5 AST),"[202699, 1629001]",1610612755.0,PHI,turnaround bank,,,Harris,T. Harris,,,,,In The Paint (Non-RA),0-8 Center,,,,5.92,Made,10.0,D. Melton,1629001.0,5.0,,,,,,,,,,,
380,PT05M36.00S,2022-10-29T01:05:52.3Z,3,REGULAR,foul,personal,['2freethrow'],1627777,,,1610612761,56,70,2022-10-29T01:05:59Z,3780000,,,0,,G. Niang shooting personal FOUL (1 PF) (Barnes 2 FT),"[1627777, 1630567]",1610612755.0,PHI,shooting,,,Niang,G. Niang,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,1629183.0,1.0,0.0,Barnes,1630567.0,,
382,PT05M36.00S,2022-10-29T01:06:18.3Z,3,REGULAR,freethrow,1 of 2,[],1630567,,,1610612761,57,70,2022-10-29T01:06:18Z,3800000,,,0,,S. Barnes Free Throw 1 of 2 (12 PTS),[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,,,,,,,Made,12.0,,,,,,,,,,,,,,
383,PT05M36.00S,2022-10-29T01:06:19.0Z,3,REGULAR,substitution,out,[],1630178,,,1610612761,57,70,2022-10-29T01:06:23Z,3810000,,,0,,SUB out: T. Maxey,[1630178],1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,,,,,,,,,,,,,,,,,,,,,,
384,PT05M36.00S,2022-10-29T01:06:19.0Z,3,REGULAR,substitution,in,[],1629680,,,1610612761,57,70,2022-10-29T01:06:23Z,3820000,,,0,,SUB in: M. Thybulle,[1629680],1610612755.0,PHI,,,,Thybulle,M. Thybulle,,,,,,,,,,,,,,,,,,,,,,,,,,
385,PT05M36.00S,2022-10-29T01:06:34.4Z,3,REGULAR,freethrow,2 of 2,[],1630567,,,1610612761,58,70,2022-10-29T01:06:34Z,3830000,,,0,,S. Barnes Free Throw 2 of 2 (13 PTS),[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,,,,,,,Made,13.0,,,,,,,,,,,,,,
386,PT05M13.00S,2022-10-29T01:06:58.1Z,3,REGULAR,3pt,Jump Shot,[],1629001,66.96780551905388,22.30392156862745,1610612755,58,70,2022-10-29T01:07:03Z,3840000,-138.0,258.0,1,right,MISS D. Melton 29' pullup 3PT,[1629001],1610612755.0,PHI,pullup,,,Melton,D. Melton,,,,,Above the Break 3,24+ Left Center,,,,29.28,Missed,,,,,,,,,,,,,,,
387,PT05M10.00S,2022-10-29T01:07:01.1Z,3,REGULAR,rebound,defensive,[],1627783,,,1610612761,58,70,2022-10-29T01:07:03Z,3850000,,,0,,P. Siakam REBOUND (Off:1 Def:6),[1627783],1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,386.0,7.0,6.0,1.0,,,,,,,
388,PT05M06.00S,2022-10-29T01:07:06.1Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1630567,6.915243101182654,44.85294117647059,1610612761,58,70,2022-10-29T01:07:11Z,3860000,26.0,13.0,1,left,MISS S. Barnes running alley-oop Layup,[1630567],1610612761.0,TOR,running alley-oop,,,Barnes,S. Barnes,,,,,Restricted Area,0-8 Center,,,,2.86,Missed,,,,,,,,,,,,,,,
389,PT05M03.00S,2022-10-29T01:07:08.3Z,3,REGULAR,rebound,defensive,[],201935,,,1610612755,58,70,2022-10-29T01:07:08Z,3870000,,,0,,J. Harden REBOUND (Off:1 Def:3),[201935],1610612755.0,PHI,,,,Harden,J. Harden,,,,,Restricted Area,0-8 Center,,,,,,,,,,388.0,4.0,3.0,1.0,,,,,,,
390,PT05M01.00S,2022-10-29T01:07:11.1Z,3,REGULAR,turnover,out-of-bounds,[],201935,,,1610612755,58,70,2022-10-29T01:07:19Z,3880000,,,0,,J. Harden bad pass out-of-bounds TURNOVER (4 TO),[201935],1610612755.0,PHI,bad pass,,,Harden,J. Harden,,,,,Mid-Range,16-24 Center,4.0,,,,,,,,,,,,,1629183.0,,,,,,
391,PT04M41.00S,2022-10-29T01:07:36.1Z,3,REGULAR,turnover,lost ball,[],1630567,,,1610612761,58,70,2022-10-29T01:07:39Z,3890000,,,0,,S. Barnes lost ball TURNOVER (2 TO),"[1630567, 202699]",1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,In The Paint (Non-RA),8-16 Center,2.0,Harris,202699.0,,,,,,,,,,,,,,,,,
392,PT04M41.00S,2022-10-29T01:07:36.1Z,3,REGULAR,steal,,[],202699,,,1610612755,58,70,2022-10-29T01:07:38Z,3900000,,,0,,T. Harris STEAL (2 STL),[202699],1610612755.0,PHI,,,,Harris,T. Harris,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
393,PT04M36.00S,2022-10-29T01:07:40.9Z,3,REGULAR,turnover,bad pass,[],1629001,,,1610612755,58,70,2022-10-29T01:08:25Z,3910000,,,0,,D. Melton bad pass TURNOVER (1 TO),"[1629001, 1630567]",1610612755.0,PHI,,,,Melton,D. Melton,,,,,Restricted Area,0-8 Center,1.0,Barnes,1630567.0,,,,,,,,,,,,,,,,,
394,PT04M36.00S,2022-10-29T01:07:40.9Z,3,REGULAR,steal,,[],1630567,,,1610612761,58,70,2022-10-29T01:07:43Z,3920000,,,0,,S. Barnes STEAL (1 STL),[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
395,PT04M32.00S,2022-10-29T01:07:47.2Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1628384,7.440867279894875,46.81372549019608,1610612761,60,70,2022-10-29T01:07:53Z,3930000,16.0,17.0,1,left,O. Anunoby running Layup (17 PTS) (F. VanVleet 4 AST),"[1628384, 1627832]",1610612761.0,TOR,running,,,Anunoby,O. Anunoby,,,,,Restricted Area,0-8 Center,,,,2.36,Made,17.0,F. VanVleet,1627832.0,4.0,,,,,,,,,,,
397,PT04M32.00S,2022-10-29T01:07:50.7Z,3,REGULAR,foul,personal,['1freethrow'],1627777,,,1610612761,60,70,2022-10-29T01:07:57Z,3950000,,,0,,G. Niang shooting personal FOUL (2 PF) (Anunoby 1 FT),"[1627777, 1628384]",1610612755.0,PHI,shooting,,,Niang,G. Niang,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,201245.0,2.0,0.0,Anunoby,1628384.0,,
399,PT04M32.00S,2022-10-29T01:07:59.8Z,3,REGULAR,substitution,out,[],1630567,,,1610612761,60,70,2022-10-29T01:08:10Z,3970000,,,0,,SUB out: S. Barnes,[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,,,,,,,,,,,,,,,,,,,,,,
400,PT04M32.00S,2022-10-29T01:07:59.8Z,3,REGULAR,substitution,out,[],1629018,,,1610612761,60,70,2022-10-29T01:08:10Z,3980000,,,0,,SUB out: G. Trent Jr.,[1629018],1610612761.0,TOR,,,,Trent Jr.,G. Trent Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
401,PT04M32.00S,2022-10-29T01:07:59.8Z,3,REGULAR,substitution,out,[],202699,,,1610612761,60,70,2022-10-29T01:08:10Z,3990000,,,0,,SUB out: T. Harris,[202699],1610612755.0,PHI,,,,Harris,T. Harris,,,,,,,,,,,,,,,,,,,,,,,,,,
402,PT04M32.00S,2022-10-29T01:07:59.8Z,3,REGULAR,substitution,in,[],1630173,,,1610612761,60,70,2022-10-29T01:08:10Z,4000000,,,0,,SUB in: P. Achiuwa,[1630173],1610612761.0,TOR,,,,Achiuwa,P. Achiuwa,,,,,,,,,,,,,,,,,,,,,,,,,,
403,PT04M32.00S,2022-10-29T01:07:59.8Z,3,REGULAR,substitution,in,[],1628449,,,1610612761,60,70,2022-10-29T01:08:10Z,4010000,,,0,,SUB in: C. Boucher,[1628449],1610612761.0,TOR,,,,Boucher,C. Boucher,,,,,,,,,,,,,,,,,,,,,,,,,,
404,PT04M32.00S,2022-10-29T01:07:59.8Z,3,REGULAR,substitution,in,[],1627863,,,1610612761,60,70,2022-10-29T01:08:10Z,4020000,,,0,,SUB in: D. House Jr.,[1627863],1610612755.0,PHI,,,,House Jr.,D. House Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
405,PT04M32.00S,2022-10-29T01:08:25.0Z,3,REGULAR,freethrow,1 of 1,"['fromturnover', 'fastbreak']",1628384,,,1610612761,60,70,2022-10-29T01:08:25Z,4030000,,,0,,MISS O. Anunoby Free Throw 1 of 1,[1628384],1610612761.0,TOR,,,,Anunoby,O. Anunoby,,,,,,,,,,,Missed,,,,,,,,,,,,,,,
406,PT04M31.00S,2022-10-29T01:08:26.0Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612761,60,70,2022-10-29T01:10:02Z,4040000,,,0,,TEAM offensive REBOUND,[],1610612761.0,TOR,,,,,,,,,,,,,,,,,,,,,405.0,,,,,,,,,,
407,PT04M31.00S,2022-10-29T01:08:28.8Z,3,REGULAR,foul,personal,[],1627777,,,1610612761,60,70,2022-10-29T01:09:53Z,4050000,,,0,,G. Niang loose ball personal FOUL (3 PF),"[1627777, 1627783]",1610612755.0,PHI,loose ball,,,Niang,G. Niang,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,2715.0,3.0,0.0,Siakam,1627783.0,,
409,PT04M24.00S,2022-10-29T01:08:57.4Z,3,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover', '2ndchance']",1627783,6.652431011826544,53.18627450980392,1610612761,62,70,2022-10-29T01:09:10Z,4070000,-16.0,10.0,1,left,P. Siakam Jump Shot (24 PTS),[1627783],1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,Restricted Area,0-8 Center,,,,1.88,Made,24.0,,,,,,,,,,,,,,
410,PT04M12.00S,2022-10-29T01:09:08.8Z,3,REGULAR,turnover,lost ball,[],201935,,,1610612755,62,70,2022-10-29T01:09:14Z,4080000,,,0,,J. Harden lost ball TURNOVER (5 TO),"[201935, 1628384]",1610612755.0,PHI,,,,Harden,J. Harden,,,,,Above the Break 3,24+ Left Center,5.0,Anunoby,1628384.0,,,,,,,,,,,,,,,,,
411,PT04M12.00S,2022-10-29T01:09:08.8Z,3,REGULAR,steal,,[],1628384,,,1610612761,62,70,2022-10-29T01:09:10Z,4090000,,,0,,O. Anunoby STEAL (1 STL),[1628384],1610612761.0,TOR,,,,Anunoby,O. Anunoby,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,,,,,
412,PT04M09.00S,2022-10-29T01:09:12.1Z,3,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1628384,7.835085413929041,50.98039215686274,1610612761,64,70,2022-10-29T01:09:19Z,4100000,-5.0,21.0,1,left,O. Anunoby running DUNK (19 PTS),[1628384],1610612761.0,TOR,running,,,Anunoby,O. Anunoby,,,,,Restricted Area,0-8 Center,,,,2.17,Made,19.0,,,,,,,,,,,,,,
413,PT04M09.00S,2022-10-29T01:09:16.6Z,3,REGULAR,timeout,full,['team'],0,,,1610612755,64,70,2022-10-29T01:09:16Z,4110000,,,0,,PHI Timeout,[],1610612755.0,PHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
414,PT03M51.00S,2022-10-29T01:11:08.0Z,3,REGULAR,3pt,Jump Shot,[],1627863,91.27792378449409,96.81372549019608,1610612755,64,70,2022-10-29T01:11:12Z,4120000,234.0,29.0,1,right,MISS D. House Jr. 3PT,[1627863],1610612755.0,PHI,,,,House Jr.,D. House Jr.,,,,,Right Corner 3,24+ Right,,,,23.6,Missed,,,,,,,,,,,,,,,
415,PT03M48.00S,2022-10-29T01:11:11.0Z,3,REGULAR,rebound,defensive,[],1628384,,,1610612761,64,70,2022-10-29T01:11:12Z,4130000,,,0,,O. Anunoby REBOUND (Off:2 Def:6),[1628384],1610612761.0,TOR,,,,Anunoby,O. Anunoby,,,,,Right Corner 3,24+ Right,,,,,,,,,,414.0,8.0,6.0,2.0,,,,,,,
416,PT03M31.00S,2022-10-29T01:11:27.4Z,3,REGULAR,3pt,Jump Shot,[],1628384,14.011169513797633,2.696078431372549,1610612761,64,70,2022-10-29T01:11:33Z,4140000,237.0,79.0,1,left,MISS O. Anunoby 24' 3PT,[1628384],1610612761.0,TOR,,,,Anunoby,O. Anunoby,,,,,Right Corner 3,24+ Right,,,,24.94,Missed,,,,,,,,,,,,,,,
417,PT03M28.00S,2022-10-29T01:11:30.4Z,3,REGULAR,rebound,defensive,[],1627777,,,1610612755,64,70,2022-10-29T01:11:33Z,4150000,,,0,,G. Niang REBOUND (Off:0 Def:3),[1627777],1610612755.0,PHI,,,,Niang,G. Niang,,,,,Right Corner 3,24+ Right,,,,,,,,,,416.0,3.0,3.0,0.0,,,,,,,
418,PT03M18.00S,2022-10-29T01:11:40.7Z,3,REGULAR,3pt,Jump Shot,[],1629001,71.96123521681997,79.16666666666666,1610612755,64,73,2022-10-29T01:11:44Z,4160000,146.0,211.0,1,right,D. Melton 25' 3PT  (9 PTS) (J. Harden 3 AST),"[1629001, 201935]",1610612755.0,PHI,,,,Melton,D. Melton,,,,,Above the Break 3,24+ Right Center,,,,25.66,Made,9.0,J. Harden,201935.0,3.0,,,,,,,,,,,
420,PT03M04.00S,2022-10-29T01:11:56.7Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629001,,,1610612761,64,73,2022-10-29T01:12:05Z,4180000,,,0,,D. Melton personal FOUL (1 PF) (VanVleet 2 FT),"[1629001, 1627832]",1610612755.0,PHI,,,,Melton,D. Melton,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,,201245.0,1.0,0.0,VanVleet,1627832.0,,
422,PT03M04.00S,2022-10-29T01:12:30.2Z,3,REGULAR,freethrow,1 of 2,[],1627832,,,1610612761,65,73,2022-10-29T01:12:58Z,4200000,,,0,,F. VanVleet Free Throw 1 of 2 (1 PTS),[1627832],1610612761.0,TOR,,,,VanVleet,F. VanVleet,,,,,,,,,,,Made,1.0,,,,,,,,,,,,,,
423,PT03M04.00S,2022-10-29T01:12:30.8Z,3,REGULAR,substitution,out,[],1628384,,,1610612761,65,73,2022-10-29T01:12:37Z,4210000,,,0,,SUB out: O. Anunoby,[1628384],1610612761.0,TOR,,,,Anunoby,O. Anunoby,,,,,,,,,,,,,,,,,,,,,,,,,,
424,PT03M04.00S,2022-10-29T01:12:30.8Z,3,REGULAR,substitution,out,[],201935,,,1610612761,65,73,2022-10-29T01:12:37Z,4220000,,,0,,SUB out: J. Harden,[201935],1610612755.0,PHI,,,,Harden,J. Harden,,,,,,,,,,,,,,,,,,,,,,,,,,
425,PT03M04.00S,2022-10-29T01:12:30.8Z,3,REGULAR,substitution,in,[],1629018,,,1610612761,65,73,2022-10-29T01:12:37Z,4230000,,,0,,SUB in: G. Trent Jr.,[1629018],1610612761.0,TOR,,,,Trent Jr.,G. Trent Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
426,PT03M04.00S,2022-10-29T01:12:30.8Z,3,REGULAR,substitution,in,[],1630178,,,1610612761,65,73,2022-10-29T01:12:37Z,4240000,,,0,,SUB in: T. Maxey,[1630178],1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,,,,,,,,,,,,,,,,,,,,,,
