actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,officialId,blockPlayerName,blockPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal
87,PT05M26.00S,2023-01-15T00:53:29.7Z,1,REGULAR,freethrow,1 of 2,[],1629027,,,1610612737,6,21,2023-01-15T00:53:29Z,870000,False,,,0,,T. Young Free Throw 1 of 2 (4 PTS),[1629027],1610612737.0,ATL,,,,Young,T. Young,,,,,,,,Made,,,,,,,,,,,,,,,4.0,,,
88,PT05M26.00S,2023-01-15T00:53:43.2Z,1,REGULAR,freethrow,2 of 2,[],1629027,,,1610612737,6,22,2023-01-15T00:53:43Z,880000,False,,,0,,T. Young Free Throw 2 of 2 (5 PTS),[1629027],1610612737.0,ATL,,,,Young,T. Young,,,,,,,,Made,,,,,,,,,,,,,,,5.0,,,
89,PT05M11.00S,2023-01-15T00:54:00.4Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1627783,87.99277266754271,48.03921568627451,1610612761,8,22,2023-01-15T00:54:06Z,890000,False,-10.0,60.0,1,right,P. Siakam 6' driving Hook (3 PTS),[1627783],1610612761.0,TOR,driving,,,Siakam,P. Siakam,,,,,In The Paint (Non-RA),0-8 Center,6.12,Made,,,,,,,,,,,,,,,3.0,,,
90,PT05M00.00S,2023-01-15T00:54:10.9Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628381,10.33180026281209,49.26470588235294,1610612737,8,22,2023-01-15T00:54:15Z,900000,False,4.0,45.0,1,left,MISS J. Collins driving floating Shot,[1628381],1610612737.0,ATL,driving floating,,,Collins,J. Collins,,,,,In The Paint (Non-RA),0-8 Center,4.48,Missed,,,,,,,,,,,,,,,,,,
91,PT04M57.00S,2023-01-15T00:54:13.9Z,1,REGULAR,rebound,offensive,[],1628381,,,1610612737,8,22,2023-01-15T00:54:15Z,910000,False,,,0,,J. Collins REBOUND (Off:1 Def:1),[1628381],1610612737.0,ATL,,,,Collins,J. Collins,,,,,In The Paint (Non-RA),0-8 Center,,,90.0,2.0,1.0,1.0,,,,,,,,,,,,,,
92,PT04M57.00S,2023-01-15T00:54:13.7Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1628381,5.590000152587891,50.0,1610612737,8,24,2023-01-15T00:54:13Z,920000,False,0.0,0.0,1,left,J. Collins tip Layup (6 PTS),[1628381],1610612737.0,ATL,tip,,,Collins,J. Collins,,,,,Mid-Range,8-16 Left,0.0,Made,,,,,,,,,,,,,,,6.0,,,
93,PT04M41.00S,2023-01-15T00:54:29.4Z,1,REGULAR,3pt,Jump Shot,[],1628384,90.75229960578186,3.1862745098039214,1610612761,8,24,2023-01-15T00:54:34Z,930000,False,-234.0,34.0,1,right,MISS O. Anunoby 3PT,[1628384],1610612761.0,TOR,,,,Anunoby,O. Anunoby,,,,,Left Corner 3,24+ Left,23.66,Missed,,,,,,,,,,,,,,,,,,
94,PT04M38.00S,2023-01-15T00:54:32.4Z,1,REGULAR,rebound,defensive,[],1628381,,,1610612737,8,24,2023-01-15T00:54:34Z,940000,False,,,0,,J. Collins REBOUND (Off:1 Def:2),[1628381],1610612737.0,ATL,,,,Collins,J. Collins,,,,,Left Corner 3,24+ Left,,,93.0,3.0,2.0,1.0,,,,,,,,,,,,,,
95,PT04M29.00S,2023-01-15T00:54:41.9Z,1,REGULAR,2pt,Jump Shot,[],1627749,21.76412614980289,75.24509803921569,1610612737,8,26,2023-01-15T00:55:33Z,950000,False,-126.0,152.0,1,left,D. Murray 19' pullup Jump Shot (10 PTS),[1627749],1610612737.0,ATL,pullup,,,Murray,D. Murray,,,,,Mid-Range,16-24 Left Center,19.76,Made,,,,,,,,,,,,,,,10.0,,,
96,PT04M11.00S,2023-01-15T00:55:02.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1627783,92.9862023653088,44.85294117647059,1610612761,10,26,2023-01-15T00:55:50Z,960000,False,-26.0,13.0,1,right,P. Siakam Layup (5 PTS) (F. VanVleet 2 AST),"[1627783, 1627832]",1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,Restricted Area,0-8 Center,2.9,Made,,,,,,,,,,,,,,,5.0,F. VanVleet,1627832.0,2.0
98,PT04M11.00S,2023-01-15T00:55:05.8Z,1,REGULAR,foul,personal,['1freethrow'],1628381,,,1610612761,10,26,2023-01-15T00:55:11Z,980000,False,,,0,,J. Collins shooting personal FOUL (1 PF) (Siakam 1 FT),"[1628381, 1627783]",1610612737.0,ATL,shooting,,,Collins,J. Collins,,,,,Restricted Area,0-8 Center,,,,,,,,,,1626300.0,,,1.0,0.0,Siakam,1627783.0,,,,
100,PT04M11.00S,2023-01-15T00:55:12.6Z,1,REGULAR,substitution,out,[],1627832,,,1610612761,10,26,2023-01-15T00:55:33Z,1000000,False,,,0,,SUB out: F. VanVleet,[1627832],1610612761.0,TOR,,,,VanVleet,F. VanVleet,,,,,,,,,,,,,,,,,,,,,,,,,,
101,PT04M11.00S,2023-01-15T00:55:12.6Z,1,REGULAR,substitution,in,[],1630201,,,1610612761,10,26,2023-01-15T00:55:33Z,1010000,False,,,0,,SUB in: M. Flynn,[1630201],1610612761.0,TOR,,,,Flynn,M. Flynn,,,,,,,,,,,,,,,,,,,,,,,,,,
102,PT04M11.00S,2023-01-15T00:55:12.6Z,1,REGULAR,substitution,out,[],1628384,,,1610612761,10,26,2023-01-15T00:55:33Z,1020000,False,,,0,,SUB out: O. Anunoby,[1628384],1610612761.0,TOR,,,,Anunoby,O. Anunoby,,,,,,,,,,,,,,,,,,,,,,,,,,
103,PT04M11.00S,2023-01-15T00:55:12.6Z,1,REGULAR,substitution,in,[],1630567,,,1610612761,10,26,2023-01-15T00:55:33Z,1030000,False,,,0,,SUB in: S. Barnes,[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,,,,,,,,,,,,,,,,,,,,,,
104,PT04M11.00S,2023-01-15T00:55:42.0Z,1,REGULAR,freethrow,1 of 1,[],1627783,,,1610612761,11,26,2023-01-15T00:55:42Z,1040000,False,,,0,,P. Siakam Free Throw 1 of 1 (6 PTS),[1627783],1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,,,,Made,,,,,,,,,,,,,,,6.0,,,
105,PT04M00.00S,2023-01-15T00:56:01.3Z,1,REGULAR,foul,personal,[],1627783,,,1610612737,11,26,2023-01-15T00:56:39Z,1050000,False,,,0,,P. Siakam personal FOUL (1 PF),"[1627783, 1630168]",1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,Restricted Area,0-8 Center,,,,,,,,,,1626300.0,,,1.0,0.0,Okongwu,1630168.0,,,,
107,PT04M00.00S,2023-01-15T00:56:07.1Z,1,REGULAR,substitution,out,[],1627749,,,1610612737,11,26,2023-01-15T00:56:26Z,1070000,False,,,0,,SUB out: D. Murray,[1627749],1610612737.0,ATL,,,,Murray,D. Murray,,,,,,,,,,,,,,,,,,,,,,,,,,
108,PT04M00.00S,2023-01-15T00:56:07.1Z,1,REGULAR,substitution,out,[],1628381,,,1610612737,11,26,2023-01-15T00:56:26Z,1080000,False,,,0,,SUB out: J. Collins,[1628381],1610612737.0,ATL,,,,Collins,J. Collins,,,,,,,,,,,,,,,,,,,,,,,,,,
109,PT04M00.00S,2023-01-15T00:56:07.1Z,1,REGULAR,substitution,in,[],1628988,,,1610612737,11,26,2023-01-15T00:56:26Z,1090000,False,,,0,,SUB in: A. Holiday,[1628988],1610612737.0,ATL,,,,Holiday,A. Holiday,,,,,,,,,,,,,,,,,,,,,,,,,,
110,PT04M00.00S,2023-01-15T00:56:07.1Z,1,REGULAR,substitution,in,[],1631100,,,1610612737,11,26,2023-01-15T00:56:26Z,1100000,False,,,0,,SUB in: A. Griffin,[1631100],1610612737.0,ATL,,,,Griffin,A. Griffin,,,,,,,,,,,,,,,,,,,,,,,,,,
111,PT03M55.00S,2023-01-15T00:56:38.3Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1630168,10.726018396846255,51.9607843137255,1610612737,11,26,2023-01-15T00:58:06Z,1110000,False,-10.0,48.0,1,left,MISS O. Okongwu turnaround Hook,[1630168],1610612737.0,ATL,turnaround,,,Okongwu,O. Okongwu,,,,,In The Paint (Non-RA),0-8 Center,4.93,Missed,,,,,,,,,,,,,,,,,,
112,PT03M52.00S,2023-01-15T00:56:41.3Z,1,REGULAR,rebound,defensive,[],1631132,,,1610612761,11,26,2023-01-15T00:58:06Z,1120000,False,,,0,,C. Koloko REBOUND (Off:0 Def:1),[1631132],1610612761.0,TOR,,,,Koloko,C. Koloko,,,,,In The Paint (Non-RA),0-8 Center,,,111.0,1.0,1.0,0.0,,,,,,,,,,,,,,
113,PT03M39.00S,2023-01-15T00:56:53.5Z,1,REGULAR,3pt,Jump Shot,[],1630201,66.70499342969777,42.64705882352941,1610612761,14,26,2023-01-15T00:56:58Z,1130000,False,-37.0,260.0,1,right,M. Flynn 26' 3PT  (3 PTS) (P. Siakam 2 AST),"[1630201, 1627783]",1610612761.0,TOR,,,,Flynn,M. Flynn,,,,,Above the Break 3,24+ Center,26.31,Made,,,,,,,,,,,,,,,3.0,P. Siakam,1627783.0,2.0
115,PT03M24.00S,2023-01-15T00:57:09.1Z,1,REGULAR,turnover,lost ball,[],1629631,,,1610612737,14,26,2023-01-15T00:57:15Z,1150000,False,,,0,,D. Hunter lost ball TURNOVER (1 TO),"[1629631, 1630567]",1610612737.0,ATL,,,,Hunter,D. Hunter,,,,,Mid-Range,16-24 Center,,,,,,,1.0,Barnes,1630567.0,,,,,,,,,,,
116,PT03M24.00S,2023-01-15T00:57:09.1Z,1,REGULAR,steal,,[],1630567,,,1610612761,14,26,2023-01-15T00:57:11Z,1160000,False,,,0,,S. Barnes STEAL (1 STL),[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,,,,,,,,
117,PT03M20.00S,2023-01-15T00:57:13.4Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1630201,94.1688567674113,49.01960784313725,1610612761,16,26,2023-01-15T00:57:18Z,1170000,False,-5.0,2.0,1,right,M. Flynn running Layup (5 PTS) (S. Barnes 1 AST),"[1630201, 1630567]",1610612761.0,TOR,running,,,Flynn,M. Flynn,,,,,Restricted Area,0-8 Center,0.54,Made,,,,,,,,,,,,,,,5.0,S. Barnes,1630567.0,1.0
119,PT03M07.00S,2023-01-15T00:57:26.3Z,1,REGULAR,3pt,Jump Shot,[],1629631,30.831143232588698,70.09803921568627,1610612737,16,26,2023-01-15T00:57:34Z,1190000,False,-100.0,237.0,1,left,MISS D. Hunter 25' 3PT,[1629631],1610612737.0,ATL,,,,Hunter,D. Hunter,,,,,Above the Break 3,24+ Left Center,25.77,Missed,,,,,,,,,,,,,,,,,,
120,PT03M04.00S,2023-01-15T00:57:29.3Z,1,REGULAR,rebound,defensive,[],1627783,,,1610612761,16,26,2023-01-15T00:57:34Z,1200000,False,,,0,,P. Siakam REBOUND (Off:0 Def:2),[1627783],1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,Above the Break 3,24+ Left Center,,,119.0,2.0,2.0,0.0,,,,,,,,,,,,,,
121,PT03M01.00S,2023-01-15T00:57:32.4Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1630567,93.77463863337714,49.26470588235294,1610612761,18,26,2023-01-15T00:57:50Z,1210000,False,-4.0,6.0,1,right,S. Barnes running Layup (4 PTS) (P. Siakam 3 AST),"[1630567, 1627783]",1610612761.0,TOR,running,,,Barnes,S. Barnes,,,,,Restricted Area,0-8 Center,0.7,Made,,,,,,,,,,,,,,,4.0,P. Siakam,1627783.0,3.0
123,PT03M00.00S,2023-01-15T00:57:36.3Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612737,18,26,2023-01-15T00:57:36Z,1230000,False,,,0,,ATL Timeout,[],1610612737.0,ATL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
124,PT03M00.00S,2023-01-15T00:57:37.7Z,1,REGULAR,substitution,out,[],1629631,,,1610612737,18,26,2023-01-15T01:00:14Z,1240000,False,,,0,,SUB out: D. Hunter,[1629631],1610612737.0,ATL,,,,Hunter,D. Hunter,,,,,,,,,,,,,,,,,,,,,,,,,,
125,PT03M00.00S,2023-01-15T00:57:37.7Z,1,REGULAR,substitution,out,[],1630168,,,1610612737,18,26,2023-01-15T01:00:14Z,1250000,False,,,0,,SUB out: O. Okongwu,[1630168],1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,,,,,,,,,,,,,,,,,,,,,,
126,PT03M00.00S,2023-01-15T00:57:37.7Z,1,REGULAR,substitution,in,[],1626163,,,1610612737,18,26,2023-01-15T01:00:14Z,1260000,False,,,0,,SUB in: F. Kaminsky,[1626163],1610612737.0,ATL,,,,Kaminsky,F. Kaminsky,,,,,,,,,,,,,,,,,,,,,,,,,,
127,PT03M00.00S,2023-01-15T00:57:37.7Z,1,REGULAR,substitution,in,[],1630552,,,1610612737,18,26,2023-01-15T01:00:14Z,1270000,False,,,0,,SUB in: J. Johnson,[1630552],1610612737.0,ATL,,,,Johnson,J. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,
128,PT02M41.00S,2023-01-15T01:00:47.5Z,1,REGULAR,2pt,Jump Shot,[],1628988,13.222733245729303,13.970588235294118,1610612737,18,28,2023-01-15T01:00:52Z,1280000,False,180.0,72.0,1,left,A. Holiday 19' pullup Jump Shot (2 PTS),[1628988],1610612737.0,ATL,pullup,,,Holiday,A. Holiday,,,,,Mid-Range,16-24 Right,19.39,Made,,,,,,,,,,,,,,,2.0,,,
129,PT02M26.00S,2023-01-15T01:01:02.8Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627783,83.65637319316689,48.28431372549019,1610612761,20,28,2023-01-15T01:01:07Z,1290000,False,-9.0,101.0,1,right,P. Siakam 10' driving floating Jump Shot (8 PTS),[1627783],1610612761.0,TOR,driving floating,,,Siakam,P. Siakam,,,,,In The Paint (Non-RA),8-16 Center,10.15,Made,,,,,,,,,,,,,,,8.0,,,
130,PT02M04.00S,2023-01-15T01:01:24.5Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1626163,17.296320630749015,42.40196078431372,1610612737,20,28,2023-01-15T01:01:28Z,1300000,False,38.0,110.0,1,left,MISS F. Kaminsky 11' driving Hook,[1626163],1610612737.0,ATL,driving,,,Kaminsky,F. Kaminsky,,,,,In The Paint (Non-RA),8-16 Center,11.65,Missed,,,,,,,,,,,,,,,,,,
131,PT02M01.00S,2023-01-15T01:01:27.5Z,1,REGULAR,rebound,defensive,[],1631132,,,1610612761,20,28,2023-01-15T01:01:28Z,1310000,False,,,0,,C. Koloko REBOUND (Off:0 Def:2),[1631132],1610612761.0,TOR,,,,Koloko,C. Koloko,,,,,In The Paint (Non-RA),8-16 Center,,,130.0,2.0,2.0,0.0,,,,,,,,,,,,,,
132,PT01M52.00S,2023-01-15T01:01:36.3Z,1,REGULAR,2pt,Jump Shot,[],1630567,81.15965834428384,67.64705882352942,1610612761,20,28,2023-01-15T01:01:41Z,1320000,False,88.0,125.0,1,right,MISS S. Barnes 15' driving floating bank Shot,[1630567],1610612761.0,TOR,driving floating bank,,,Barnes,S. Barnes,,,,,Mid-Range,8-16 Right,15.27,Missed,,,,,,,,,,,,,,,,,,
133,PT01M50.00S,2023-01-15T01:01:38.3Z,1,REGULAR,rebound,defensive,[],1626163,,,1610612737,20,28,2023-01-15T01:01:41Z,1330000,False,,,0,,F. Kaminsky REBOUND (Off:0 Def:1),[1626163],1610612737.0,ATL,,,,Kaminsky,F. Kaminsky,,,,,Mid-Range,8-16 Right,,,132.0,1.0,1.0,0.0,,,,,,,,,,,,,,
134,PT01M44.00S,2023-01-15T01:01:47.6Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630567,,,1610612737,20,28,2023-01-15T01:02:06Z,1340000,False,,,0,,S. Barnes personal FOUL (1 PF) (Young 2 FT),"[1630567, 1629027]",1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,Above the Break 3,24+ Center,,,,,,,,,,1626300.0,,,1.0,0.0,Young,1629027.0,,,,
136,PT01M44.00S,2023-01-15T01:02:16.4Z,1,REGULAR,freethrow,1 of 2,[],1629027,,,1610612737,20,29,2023-01-15T01:02:16Z,1360000,False,,,0,,T. Young Free Throw 1 of 2 (6 PTS),[1629027],1610612737.0,ATL,,,,Young,T. Young,,,,,,,,Made,,,,,,,,,,,,,,,6.0,,,
137,PT01M44.00S,2023-01-15T01:02:31.0Z,1,REGULAR,freethrow,2 of 2,[],1629027,,,1610612737,20,30,2023-01-15T01:02:31Z,1370000,False,,,0,,T. Young Free Throw 2 of 2 (7 PTS),[1629027],1610612737.0,ATL,,,,Young,T. Young,,,,,,,,Made,,,,,,,,,,,,,,,7.0,,,
138,PT01M22.00S,2023-01-15T01:02:54.4Z,1,REGULAR,3pt,Jump Shot,[],1627823,90.3580814717477,97.54901960784314,1610612761,23,30,2023-01-15T01:02:58Z,1380000,False,238.0,38.0,1,right,J. Hernangomez 24' 3PT  (3 PTS) (M. Flynn 1 AST),"[1627823, 1630201]",1610612761.0,TOR,,,,Hernangomez,J. Hernangomez,,,,,Right Corner 3,24+ Right,24.07,Made,,,,,,,,,,,,,,,3.0,M. Flynn,1630201.0,1.0
140,PT01M06.00S,2023-01-15T01:03:10.3Z,1,REGULAR,2pt,Jump Shot,[],1631100,23.209592641261498,44.36274509803921,1610612737,23,32,2023-01-15T01:03:14Z,1400000,False,28.0,166.0,1,left,A. Griffin 16' pullup Jump Shot (2 PTS),[1631100],1610612737.0,ATL,pullup,,,Griffin,A. Griffin,,,,,Mid-Range,16-24 Center,16.81,Made,,,,,,,,,,,,,,,2.0,,,
141,PT00M50.20S,2023-01-15T01:03:26.9Z,1,REGULAR,2pt,Jump Shot,[],1630201,92.85479632063075,69.6078431372549,1610612761,25,32,2023-01-15T01:03:30Z,1410000,False,98.0,15.0,1,right,M. Flynn 9' pullup Jump Shot (7 PTS),[1630201],1610612761.0,TOR,pullup,,,Flynn,M. Flynn,,,,,Mid-Range,8-16 Right,9.91,Made,,,,,,,,,,,,,,,7.0,,,
142,PT00M31.40S,2023-01-15T01:03:50.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629027,8.229303547963205,54.90196078431373,1610612737,25,34,2023-01-15T01:03:56Z,1420000,False,-25.0,25.0,1,left,T. Young driving finger roll Layup (9 PTS),[1629027],1610612737.0,ATL,driving finger roll,,,Young,T. Young,,,,,Restricted Area,0-8 Center,3.49,Made,,,,,,,,,,,,,,,9.0,,,
143,PT00M24.20S,2023-01-15T01:03:58.4Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627783,86.15308804204993,49.754901960784316,1610612761,25,34,2023-01-15T01:04:02Z,1430000,False,-1.0,78.0,1,right,MISS P. Siakam 7' driving floating bank Shot,[1627783],1610612761.0,TOR,driving floating bank,,,Siakam,P. Siakam,,,,,In The Paint (Non-RA),0-8 Center,7.77,Missed,,,,,,,,,,,,,,,,,,
144,PT00M22.60S,2023-01-15T01:04:00.0Z,1,REGULAR,rebound,defensive,[],1631100,,,1610612737,25,34,2023-01-15T01:04:02Z,1440000,False,,,0,,A. Griffin REBOUND (Off:0 Def:1),[1631100],1610612737.0,ATL,,,,Griffin,A. Griffin,,,,,In The Paint (Non-RA),0-8 Center,,,143.0,1.0,1.0,0.0,,,,,,,,,,,,,,
145,PT00M00.60S,2023-01-15T01:04:24.1Z,1,REGULAR,2pt,Jump Shot,[],1629027,24.78646517739816,30.392156862745097,1610612737,25,34,2023-01-15T01:05:10Z,1450000,False,98.0,180.0,1,left,MISS T. Young 20' driving floating Shot,[1629027],1610612737.0,ATL,driving floating,,,Young,T. Young,,,,,Mid-Range,16-24 Right Center,20.54,Missed,,,,,,,,,,,,,,,,,,
146,PT00M00.60S,2023-01-15T01:04:24.1Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612737,25,34,2023-01-15T01:05:10Z,1460000,False,,,0,,TEAM offensive REBOUND,[],1610612737.0,ATL,,,,,,,,,,Mid-Range,16-24 Right Center,,,145.0,,,,,,,,,,,,,,,,,
147,PT00M00.60S,2023-01-15T01:04:42.7Z,1,REGULAR,turnover,shot clock,['team'],0,,,1610612737,25,34,2023-01-15T01:05:31Z,1470000,False,,,0,,ATL shot clock Team TURNOVER,[],1610612737.0,ATL,,,,,,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,,,,,,,,,,
148,PT00M00.30S,2023-01-15T01:05:14.3Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1631132,39.89816031537451,47.05882352941176,1610612761,25,34,2023-01-15T01:06:19Z,1480000,False,-15.0,512.0,1,right,MISS C. Koloko 51' 3PT,[1631132],1610612761.0,TOR,,,,Koloko,C. Koloko,,,,,Above the Break 3,24+ Center,51.27,Missed,,,,,,,,,,,,,,,,,,
149,PT00M00.10S,2023-01-15T01:05:14.5Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612761,25,34,2023-01-15T01:06:19Z,1490000,False,,,0,,TEAM offensive REBOUND,[],1610612761.0,TOR,,,,,,,,,,Above the Break 3,24+ Center,,,148.0,,,,,,,,,,,,,,,,,
150,PT00M00.00S,2023-01-15T01:06:10.0Z,1,REGULAR,period,end,[],0,,,1610612761,25,34,2023-01-15T01:06:10Z,1500000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
151,PT12M00.00S,2023-01-15T01:06:12.9Z,2,REGULAR,substitution,out,['startperiod'],1630567,,,1610612761,25,34,2023-01-15T01:07:48Z,1510000,False,,,0,,SUB out: S. Barnes,[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,,,,,,,,,,,,,,,,,,,,,,
152,PT12M00.00S,2023-01-15T01:06:12.9Z,2,REGULAR,substitution,out,['startperiod'],1631132,,,1610612761,25,34,2023-01-15T01:07:48Z,1520000,False,,,0,,SUB out: C. Koloko,[1631132],1610612761.0,TOR,,,,Koloko,C. Koloko,,,,,,,,,,,,,,,,,,,,,,,,,,
153,PT12M00.00S,2023-01-15T01:06:12.9Z,2,REGULAR,substitution,out,['startperiod'],1627783,,,1610612761,25,34,2023-01-15T01:07:48Z,1530000,False,,,0,,SUB out: P. Siakam,[1627783],1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,,,,,,,,,,,,,,,,,,,,,,
154,PT12M00.00S,2023-01-15T01:06:12.9Z,2,REGULAR,substitution,out,['startperiod'],1629027,,,1610612761,25,34,2023-01-15T01:07:48Z,1540000,False,,,0,,SUB out: T. Young,[1629027],1610612737.0,ATL,,,,Young,T. Young,,,,,,,,,,,,,,,,,,,,,,,,,,
155,PT12M00.00S,2023-01-15T01:06:12.9Z,2,REGULAR,substitution,out,['startperiod'],1626163,,,1610612761,25,34,2023-01-15T01:07:48Z,1550000,False,,,0,,SUB out: F. Kaminsky,[1626163],1610612737.0,ATL,,,,Kaminsky,F. Kaminsky,,,,,,,,,,,,,,,,,,,,,,,,,,
156,PT12M00.00S,2023-01-15T01:06:12.9Z,2,REGULAR,substitution,in,['startperiod'],1629018,,,1610612761,25,34,2023-01-15T01:07:48Z,1560000,False,,,0,,SUB in: G. Trent Jr.,[1629018],1610612761.0,TOR,,,,Trent Jr.,G. Trent Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
157,PT12M00.00S,2023-01-15T01:06:12.9Z,2,REGULAR,substitution,in,['startperiod'],1628449,,,1610612761,25,34,2023-01-15T01:07:48Z,1570000,False,,,0,,SUB in: C. Boucher,[1628449],1610612761.0,TOR,,,,Boucher,C. Boucher,,,,,,,,,,,,,,,,,,,,,,,,,,
158,PT12M00.00S,2023-01-15T01:06:12.9Z,2,REGULAR,substitution,in,['startperiod'],1630173,,,1610612761,25,34,2023-01-15T01:07:48Z,1580000,False,,,0,,SUB in: P. Achiuwa,[1630173],1610612761.0,TOR,,,,Achiuwa,P. Achiuwa,,,,,,,,,,,,,,,,,,,,,,,,,,
159,PT12M00.00S,2023-01-15T01:06:12.9Z,2,REGULAR,substitution,in,['startperiod'],1627749,,,1610612761,25,34,2023-01-15T01:07:48Z,1590000,False,,,0,,SUB in: D. Murray,[1627749],1610612737.0,ATL,,,,Murray,D. Murray,,,,,,,,,,,,,,,,,,,,,,,,,,
160,PT12M00.00S,2023-01-15T01:06:12.9Z,2,REGULAR,substitution,in,['startperiod'],1628381,,,1610612761,25,34,2023-01-15T01:07:48Z,1600000,False,,,0,,SUB in: J. Collins,[1628381],1610612737.0,ATL,,,,Collins,J. Collins,,,,,,,,,,,,,,,,,,,,,,,,,,
161,PT12M00.00S,2023-01-15T01:08:02.8Z,2,REGULAR,period,start,[],0,,,1610612737,25,34,2023-01-15T01:08:02Z,1610000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
162,PT11M40.00S,2023-01-15T01:08:22.4Z,2,REGULAR,turnover,bad pass,[],1627749,,,1610612737,25,34,2023-01-15T01:08:27Z,1620000,False,,,0,,D. Murray bad pass TURNOVER (2 TO),"[1627749, 1629018]",1610612737.0,ATL,,,,Murray,D. Murray,,,,,Above the Break 3,24+ Left Center,,,,,,,2.0,Trent Jr.,1629018.0,,,,,,,,,,,
163,PT11M40.00S,2023-01-15T01:08:22.4Z,2,REGULAR,steal,,[],1629018,,,1610612761,25,34,2023-01-15T01:08:24Z,1630000,False,,,0,,G. Trent Jr. STEAL (2 STL),[1629018],1610612761.0,TOR,,,,Trent Jr.,G. Trent Jr.,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,,,,,
164,PT11M35.00S,2023-01-15T01:08:26.0Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1629018,93.38042049934296,47.794117647058826,1610612761,27,34,2023-01-15T01:08:33Z,1640000,False,-11.0,10.0,1,right,G. Trent Jr. running DUNK (2 PTS),[1629018],1610612761.0,TOR,running,,,Trent Jr.,G. Trent Jr.,,,,,Restricted Area,0-8 Center,1.47,Made,,,,,,,,,,,,,,,2.0,,,
165,PT11M25.00S,2023-01-15T01:08:40.3Z,2,REGULAR,foul,personal,['2freethrow'],1630173,,,1610612737,27,34,2023-01-15T01:08:51Z,1650000,False,,,0,,P. Achiuwa shooting personal FOUL (1 PF) (Johnson 2 FT),"[1630173, 1630552]",1610612761.0,TOR,shooting,,,Achiuwa,P. Achiuwa,,,,,Restricted Area,0-8 Center,,,,,,,,,,2882.0,,,1.0,0.0,Johnson,1630552.0,,,,
167,PT11M25.00S,2023-01-15T01:09:07.2Z,2,REGULAR,freethrow,1 of 2,[],1630552,,,1610612737,27,35,2023-01-15T01:09:07Z,1670000,False,,,0,,J. Johnson Free Throw 1 of 2 (1 PTS),[1630552],1610612737.0,ATL,,,,Johnson,J. Johnson,,,,,,,,Made,,,,,,,,,,,,,,,1.0,,,
