actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId
30,PT08M30.00S,2022-10-26T23:45:42.5Z,1,REGULAR,2pt,Jump Shot,[],1627832,92.06636005256242,75.73529411764706,1610612761,9,8,2022-10-26T23:54:56Z,300000,129.0,22.0,1,right,MISS F. VanVleet 13' pullup Shot,[1627832],1610612761.0,TOR,pullup,,,VanVleet,F. VanVleet,,,,,Mid-Range,8-16 Right,13.06,Missed,,,,,,,,,,,,,,,,,,
31,PT08M28.00S,2022-10-26T23:45:44.5Z,1,REGULAR,rebound,defensive,[],201935,,,1610612755,9,8,2022-10-26T23:45:47Z,310000,,,0,,J. Harden REBOUND (Off:0 Def:1),[201935],1610612755.0,PHI,,,,Harden,J. Harden,,,,,Mid-Range,8-16 Right,,,30.0,1.0,1.0,0.0,,,,,,,,,,,,,,
32,PT08M20.00S,2022-10-26T23:45:53.7Z,1,REGULAR,turnover,out-of-bounds,[],201935,,,1610612755,9,8,2022-10-26T23:46:01Z,320000,,,0,,J. Harden bad pass out-of-bounds TURNOVER (1 TO),[201935],1610612755.0,PHI,bad pass,,,Harden,J. Harden,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,201638.0,,,,,1.0,,
33,PT08M14.00S,2022-10-26T23:46:02.4Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1629018,95.22010512483574,3.6764705882352944,1610612761,9,8,2022-10-26T23:46:07Z,330000,-232.0,-8.0,1,right,MISS G. Trent Jr. 3PT,[1629018],1610612761.0,TOR,,,,Trent Jr.,G. Trent Jr.,,,,,Left Corner 3,24+ Left,23.17,Missed,,,,,,,,,,,,,,,,,,
34,PT08M11.00S,2022-10-26T23:46:05.4Z,1,REGULAR,rebound,defensive,[],202699,,,1610612755,9,8,2022-10-26T23:46:07Z,340000,,,0,,T. Harris REBOUND (Off:0 Def:1),[202699],1610612755.0,PHI,,,,Harris,T. Harris,,,,,Left Corner 3,24+ Left,,,33.0,1.0,1.0,0.0,,,,,,,,,,,,,,
35,PT08M01.00S,2022-10-26T23:46:15.7Z,1,REGULAR,3pt,Jump Shot,[],200782,7.5722733245729295,96.81372549019608,1610612755,9,8,2022-10-26T23:46:19Z,350000,-234.0,19.0,1,left,MISS P. Tucker 3PT,[200782],1610612755.0,PHI,,,,Tucker,P. Tucker,,,,,Left Corner 3,24+ Left,23.48,Missed,,,,,,,,,,,,,,,,,,
36,PT07M59.00S,2022-10-26T23:46:17.7Z,1,REGULAR,rebound,defensive,[],1630567,,,1610612761,9,8,2022-10-26T23:46:19Z,360000,,,0,,S. Barnes REBOUND (Off:0 Def:1),[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,Left Corner 3,24+ Left,,,35.0,1.0,1.0,0.0,,,,,,,,,,,,,,
37,PT07M54.00S,2022-10-26T23:46:22.6Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1629018,93.24901445466492,50.49019607843137,1610612761,11,8,2022-10-26T23:46:27Z,370000,2.0,11.0,1,right,G. Trent Jr. running Layup (2 PTS) (S. Barnes 1 AST),"[1629018, 1630567]",1610612761.0,TOR,running,,,Trent Jr.,G. Trent Jr.,,,,,Restricted Area,0-8 Center,1.13,Made,,,,,,,2.0,S. Barnes,1630567.0,1.0,,,,,,,,
40,PT07M31.00S,2022-10-26T23:47:06.2Z,1,REGULAR,3pt,Jump Shot,[],203954,32.14520367936925,28.186274509803923,1610612755,11,11,2022-10-26T23:47:10Z,400000,109.0,250.0,1,left,J. Embiid 27' 3PT  (7 PTS) (J. Harden 2 AST),"[203954, 201935]",1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,Above the Break 3,24+ Right Center,27.25,Made,,,,,,,7.0,J. Harden,201935.0,2.0,,,,,,,,
42,PT07M16.00S,2022-10-26T23:47:20.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628384,93.11760840998686,51.225490196078425,1610612761,13,11,2022-10-26T23:47:28Z,420000,6.0,12.0,1,right,O. Anunoby driving Layup (2 PTS),[1628384],1610612761.0,TOR,driving,,,Anunoby,O. Anunoby,,,,,Restricted Area,0-8 Center,1.36,Made,,,,,,,2.0,,,,,,,,,,,
43,PT07M07.00S,2022-10-26T23:47:30.1Z,1,REGULAR,3pt,Jump Shot,[],1630178,29.77989487516426,21.568627450980394,1610612755,13,11,2022-10-26T23:57:03Z,430000,142.0,227.0,1,left,MISS T. Maxey 26' 3PT,[1630178],1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,Above the Break 3,24+ Right Center,26.82,Missed,,,,,,,,,,,,,,,,,,
44,PT07M04.00S,2022-10-26T23:47:33.1Z,1,REGULAR,rebound,defensive,[],1627783,,,1610612761,13,11,2022-10-26T23:47:34Z,440000,,,0,,P. Siakam REBOUND (Off:0 Def:1),[1627783],1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,Above the Break 3,24+ Right Center,,,43.0,1.0,1.0,0.0,,,,,,,,,,,,,,
45,PT06M53.00S,2022-10-26T23:47:43.2Z,1,REGULAR,3pt,Jump Shot,[],1630567,67.88764783180025,65.93137254901961,1610612761,13,11,2022-10-26T23:47:48Z,450000,80.0,249.0,1,right,MISS S. Barnes 26' 3PT,[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,Above the Break 3,24+ Center,26.18,Missed,,,,,,,,,,,,,,,,,,
46,PT06M50.00S,2022-10-26T23:47:46.2Z,1,REGULAR,rebound,defensive,[],202699,,,1610612755,13,11,2022-10-26T23:47:48Z,460000,,,0,,T. Harris REBOUND (Off:0 Def:2),[202699],1610612755.0,PHI,,,,Harris,T. Harris,,,,,Above the Break 3,24+ Center,,,45.0,2.0,2.0,0.0,,,,,,,,,,,,,,
47,PT06M45.00S,2022-10-26T23:47:52.5Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",203954,8.360709592641262,48.03921568627451,1610612755,13,13,2022-10-26T23:47:57Z,470000,10.0,26.0,1,left,J. Embiid running Layup (9 PTS) (J. Harden 3 AST),"[203954, 201935]",1610612755.0,PHI,running,,,Embiid,J. Embiid,,,,,Restricted Area,0-8 Center,2.79,Made,,,,,,,9.0,J. Harden,201935.0,3.0,,,,,,,,
49,PT06M35.00S,2022-10-26T23:48:01.6Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628384,80.76544021024968,49.01960784313725,1610612761,13,13,2022-10-26T23:48:06Z,490000,-5.0,128.0,1,right,MISS O. Anunoby 12' pullup Shot,[1628384],1610612761.0,TOR,pullup,,,Anunoby,O. Anunoby,,,,,In The Paint (Non-RA),8-16 Center,12.84,Missed,,,,,,,,,,,,,,,,,,
50,PT06M32.00S,2022-10-26T23:48:04.6Z,1,REGULAR,rebound,defensive,[],203954,,,1610612755,13,13,2022-10-26T23:48:06Z,500000,,,0,,J. Embiid REBOUND (Off:0 Def:2),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,In The Paint (Non-RA),8-16 Center,,,49.0,2.0,2.0,0.0,,,,,,,,,,,,,,
51,PT06M24.00S,2022-10-26T23:48:12.4Z,1,REGULAR,turnover,lost ball,[],201935,,,1610612755,13,13,2022-10-26T23:48:17Z,510000,,,0,,J. Harden lost ball TURNOVER (2 TO),"[201935, 1628384]",1610612755.0,PHI,,,,Harden,J. Harden,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,,,,,,2.0,Anunoby,1628384.0
52,PT06M24.00S,2022-10-26T23:48:12.4Z,1,REGULAR,steal,,[],1628384,,,1610612761,13,13,2022-10-26T23:48:14Z,520000,,,0,,O. Anunoby STEAL (1 STL),[1628384],1610612761.0,TOR,,,,Anunoby,O. Anunoby,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,,,,,,,,
54,PT06M22.00S,2022-10-26T23:49:27.8Z,1,REGULAR,foul,personal,['1freethrow'],203954,,,1610612761,13,13,2022-10-26T23:50:21Z,540000,,,0,,J. Embiid transition take personal FOUL (1 PF) (Anunoby 1 FT),"[203954, 1628384]",1610612755.0,PHI,transition take,,,Embiid,J. Embiid,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,,,,,,,202035.0,1.0,0.0,Anunoby,1628384.0,,,
56,PT06M22.00S,2022-10-26T23:50:24.5Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612761,13,13,2022-10-26T23:50:24Z,560000,,,0,,TOR Timeout,[],1610612761.0,TOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57,PT06M22.00S,2022-10-26T23:50:27.4Z,1,REGULAR,substitution,out,[],1630567,,,1610612761,13,13,2022-10-26T23:51:24Z,570000,,,0,,SUB out: S. Barnes,[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,,,,,,,,,,,,,,,,,,,,,,
58,PT06M22.00S,2022-10-26T23:50:27.4Z,1,REGULAR,substitution,in,[],1631132,,,1610612761,13,13,2022-10-26T23:51:24Z,580000,,,0,,SUB in: C. Koloko,[1631132],1610612761.0,TOR,,,,Koloko,C. Koloko,,,,,,,,,,,,,,,,,,,,,,,,,,
59,PT06M22.00S,2022-10-26T23:51:29.5Z,1,REGULAR,freethrow,1 of 1,"['fromturnover', 'fastbreak']",1627832,,,1610612761,14,13,2022-10-26T23:51:29Z,590000,,,0,,F. VanVleet transition take Free Throw 1 of 1 (1 PTS),[1627832],1610612761.0,TOR,transition take,,,VanVleet,F. VanVleet,,,,,,,,Made,,,,,,,1.0,,,,,,,,,,,
60,PT06M12.00S,2022-10-26T23:51:51.1Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1631132,93.24901445466492,50.245098039215684,1610612761,16,13,2022-10-26T23:51:55Z,600000,1.0,11.0,1,right,C. Koloko Layup (2 PTS) (F. VanVleet 2 AST),"[1631132, 1627832]",1610612761.0,TOR,,,,Koloko,C. Koloko,,,,,Restricted Area,0-8 Center,1.11,Made,,,,,,,2.0,F. VanVleet,1627832.0,2.0,,,,,,,,
65,PT05M56.00S,2022-10-26T23:52:09.1Z,1,REGULAR,foul,personal,[],1631132,,,1610612755,16,13,2022-10-26T23:52:19Z,620000,,,0,,C. Koloko personal FOUL (1 PF),"[1631132, 203954]",1610612761.0,TOR,,,,Koloko,C. Koloko,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,202035.0,1.0,0.0,Embiid,203954.0,,,
67,PT05M41.00S,2022-10-26T23:52:41.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630178,6.915243101182654,49.26470588235294,1610612755,16,13,2022-10-26T23:52:47Z,640000,4.0,13.0,1,left,MISS T. Maxey driving Layup - blocked,"[1630178, 1631132]",1610612755.0,PHI,driving,,,Maxey,T. Maxey,,,,,Restricted Area,0-8 Center,1.3,Missed,,,,,Koloko,1631132.0,,,,,,,,,,,,
68,PT05M41.00S,2022-10-26T23:52:41.6Z,1,REGULAR,block,,[],1631132,,,1610612755,16,13,2022-10-26T23:52:44Z,650000,,,0,,C. Koloko BLOCK (1 BLK),[1631132],1610612761.0,TOR,,,,Koloko,C. Koloko,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
69,PT05M38.00S,2022-10-26T23:52:44.6Z,1,REGULAR,rebound,defensive,[],1627832,,,1610612761,16,13,2022-10-26T23:52:47Z,660000,,,0,,F. VanVleet REBOUND (Off:0 Def:1),[1627832],1610612761.0,TOR,,,,VanVleet,F. VanVleet,,,,,Restricted Area,0-8 Center,,,67.0,1.0,1.0,0.0,,,,,,,,,,,,,,
70,PT05M28.00S,2022-10-26T23:52:54.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1627832,88.91261498028909,58.57843137254902,1610612761,16,13,2022-10-26T23:53:00Z,670000,43.0,52.0,1,right,MISS F. VanVleet 6' driving finger roll Layup,[1627832],1610612761.0,TOR,driving finger roll,,,VanVleet,F. VanVleet,,,,,In The Paint (Non-RA),0-8 Center,6.72,Missed,,,,,,,,,,,,,,,,,,
71,PT05M26.00S,2022-10-26T23:52:56.8Z,1,REGULAR,rebound,defensive,[],1630178,,,1610612755,16,13,2022-10-26T23:53:00Z,680000,,,0,,T. Maxey REBOUND (Off:0 Def:2),[1630178],1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,In The Paint (Non-RA),0-8 Center,,,70.0,2.0,2.0,0.0,,,,,,,,,,,,,,
72,PT05M10.00S,2022-10-26T23:53:12.8Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202699,14.931011826544022,39.705882352941174,1610612755,16,13,2022-10-26T23:53:19Z,690000,51.0,88.0,1,left,MISS T. Harris 10' turnaround fadeaway Shot,[202699],1610612755.0,PHI,turnaround fadeaway,,,Harris,T. Harris,,,,,In The Paint (Non-RA),8-16 Center,10.19,Missed,,,,,,,,,,,,,,,,,,
73,PT05M07.00S,2022-10-26T23:53:15.8Z,1,REGULAR,rebound,defensive,[],1631132,,,1610612761,16,13,2022-10-26T23:53:19Z,700000,,,0,,C. Koloko REBOUND (Off:0 Def:1),[1631132],1610612761.0,TOR,,,,Koloko,C. Koloko,,,,,In The Paint (Non-RA),8-16 Center,,,72.0,1.0,1.0,0.0,,,,,,,,,,,,,,
74,PT05M00.00S,2022-10-26T23:53:22.0Z,1,REGULAR,3pt,Jump Shot,[],1629018,79.188567674113,91.91176470588235,1610612761,16,13,2022-10-26T23:53:26Z,710000,210.0,143.0,1,right,MISS G. Trent Jr. 25' 3PT,[1629018],1610612761.0,TOR,,,,Trent Jr.,G. Trent Jr.,,,,,Above the Break 3,24+ Right Center,25.38,Missed,,,,,,,,,,,,,,,,,,
75,PT04M58.00S,2022-10-26T23:53:24.0Z,1,REGULAR,rebound,defensive,[],200782,,,1610612755,16,13,2022-10-26T23:53:26Z,720000,,,0,,P. Tucker REBOUND (Off:0 Def:2),[200782],1610612755.0,PHI,,,,Tucker,P. Tucker,,,,,Above the Break 3,24+ Right Center,,,74.0,2.0,2.0,0.0,,,,,,,,,,,,,,
76,PT04M46.00S,2022-10-26T23:53:37.2Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],203954,6.915243101182654,50.0,1610612755,16,15,2022-10-26T23:53:42Z,730000,0.0,13.0,1,left,J. Embiid cutting DUNK (11 PTS) (J. Harden 4 AST),"[203954, 201935]",1610612755.0,PHI,cutting,,,Embiid,J. Embiid,,,,,Restricted Area,0-8 Center,1.25,Made,,,,,,,11.0,J. Harden,201935.0,4.0,,,,,,,,
78,PT04M29.00S,2022-10-26T23:53:53.0Z,1,REGULAR,3pt,Jump Shot,[],1627783,66.83639947437582,57.59803921568627,1610612761,19,15,2022-10-26T23:53:58Z,750000,38.0,259.0,1,right,P. Siakam 26' 3PT pullup (9 PTS),[1627783],1610612761.0,TOR,pullup,,,Siakam,P. Siakam,,,,,Above the Break 3,24+ Center,26.2,Made,,,,,,,9.0,,,,,,,,,,,
79,PT04M19.00S,2022-10-26T23:54:06.4Z,1,REGULAR,foul,personal,[],1628384,,,1610612755,19,15,2022-10-26T23:54:13Z,760000,,,0,,O. Anunoby personal FOUL (2 PF),"[1628384, 1630178]",1610612761.0,TOR,,,,Anunoby,O. Anunoby,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,202035.0,2.0,0.0,Maxey,1630178.0,,,
81,PT04M19.00S,2022-10-26T23:54:14.5Z,1,REGULAR,substitution,out,[],1628384,,,1610612755,19,15,2022-10-26T23:54:23Z,780000,,,0,,SUB out: O. Anunoby,[1628384],1610612761.0,TOR,,,,Anunoby,O. Anunoby,,,,,,,,,,,,,,,,,,,,,,,,,,
82,PT04M19.00S,2022-10-26T23:54:14.5Z,1,REGULAR,substitution,out,[],1627832,,,1610612755,19,15,2022-10-26T23:54:23Z,790000,,,0,,SUB out: F. VanVleet,[1627832],1610612761.0,TOR,,,,VanVleet,F. VanVleet,,,,,,,,,,,,,,,,,,,,,,,,,,
83,PT04M19.00S,2022-10-26T23:54:14.5Z,1,REGULAR,substitution,out,[],1630178,,,1610612755,19,15,2022-10-26T23:54:23Z,800000,,,0,,SUB out: T. Maxey,[1630178],1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,,,,,,,,,,,,,,,,,,,,,,
84,PT04M19.00S,2022-10-26T23:54:14.5Z,1,REGULAR,substitution,out,[],203954,,,1610612755,19,15,2022-10-26T23:54:23Z,810000,,,0,,SUB out: J. Embiid,[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,,,,,,,,,,,,,,,,,,,,,
85,PT04M19.00S,2022-10-26T23:54:14.5Z,1,REGULAR,substitution,in,[],1630173,,,1610612755,19,15,2022-10-26T23:54:23Z,820000,,,0,,SUB in: P. Achiuwa,[1630173],1610612761.0,TOR,,,,Achiuwa,P. Achiuwa,,,,,,,,,,,,,,,,,,,,,,,,,,
86,PT04M19.00S,2022-10-26T23:54:14.5Z,1,REGULAR,substitution,in,[],1628449,,,1610612755,19,15,2022-10-26T23:54:23Z,830000,,,0,,SUB in: C. Boucher,[1628449],1610612761.0,TOR,,,,Boucher,C. Boucher,,,,,,,,,,,,,,,,,,,,,,,,,,
87,PT04M19.00S,2022-10-26T23:54:14.5Z,1,REGULAR,substitution,in,[],1626149,,,1610612755,19,15,2022-10-26T23:54:23Z,840000,,,0,,SUB in: M. Harrell,[1626149],1610612755.0,PHI,,,,Harrell,M. Harrell,,,,,,,,,,,,,,,,,,,,,,,,,,
88,PT04M19.00S,2022-10-26T23:54:14.5Z,1,REGULAR,substitution,in,[],1629001,,,1610612755,19,15,2022-10-26T23:54:23Z,850000,,,0,,SUB in: D. Melton,[1629001],1610612755.0,PHI,,,,Melton,D. Melton,,,,,,,,,,,,,,,,,,,,,,,,,,
