actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,stealPlayerName,stealPersonId
18,PT10M27.00S,2023-02-11T00:42:39.3Z,1,REGULAR,2pt,Jump Shot,['fastbreak'],1629018,7.703679369250986,8.57843137254902,1610612761,3,2,2023-02-11T00:42:46Z,180000,False,207.0,20.0,1,left,MISS G. Trent Jr. 20' running Shot,[1629018],1610612761.0,TOR,running,,,Trent Jr.,G. Trent Jr.,,,,,Mid-Range,16-24 Right,,,,,,,20.81,Missed,,,,,,,,,,,,
19,PT10M24.00S,2023-02-11T00:42:42.3Z,1,REGULAR,rebound,defensive,[],1631117,,,1610612762,3,2,2023-02-11T00:42:46Z,190000,False,,,0,,W. Kessler REBOUND (Off:0 Def:1),[1631117],1610612762.0,UTA,,,,Kessler,W. Kessler,,,,,Mid-Range,16-24 Right,,,,,,,,,,,,,18.0,1.0,1.0,0.0,,,,
20,PT10M11.00S,2023-02-11T00:42:55.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629012,89.56964520367937,47.794117647058826,1610612762,3,4,2023-02-11T00:43:05Z,200000,False,-11.0,46.0,1,right,C. Sexton driving finger roll Layup (2 PTS) (K. Olynyk 1 AST),"[1629012, 203482]",1610612762.0,UTA,driving finger roll,,,Sexton,C. Sexton,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,4.68,Made,2.0,K. Olynyk,203482.0,1.0,,,,,,,,
21,PT09M59.00S,2023-02-11T00:43:07.1Z,1,REGULAR,3pt,Jump Shot,[],1627783,22.683968462549277,91.17647058823529,1610612761,6,4,2023-02-11T00:43:12Z,210000,False,-206.0,161.0,1,left,P. Siakam 26' 3PT  (3 PTS) (P. Achiuwa 1 AST),"[1627783, 1630173]",1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,Above the Break 3,24+ Left Center,,,,,,,26.12,Made,3.0,P. Achiuwa,1630173.0,1.0,,,,,,,,
24,PT09M41.00S,2023-02-11T00:43:24.9Z,1,REGULAR,3pt,Jump Shot,[],1628374,65.78515111695138,32.1078431372549,1610612762,6,4,2023-02-11T00:43:30Z,230000,False,-89.0,269.0,1,right,MISS L. Markkanen 28' pullup 3PT,[1628374],1610612762.0,UTA,pullup,,,Markkanen,L. Markkanen,,,,,Above the Break 3,24+ Left Center,,,,,,,28.36,Missed,,,,,,,,,,,,
25,PT09M38.00S,2023-02-11T00:43:27.9Z,1,REGULAR,rebound,defensive,[],1627783,,,1610612761,6,4,2023-02-11T00:43:30Z,240000,False,,,0,,P. Siakam REBOUND (Off:0 Def:1),[1627783],1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,24.0,1.0,1.0,0.0,,,,
26,PT09M35.00S,2023-02-11T00:43:36.5Z,1,REGULAR,foul,personal,['2freethrow'],1630534,,,1610612761,6,4,2023-02-11T00:43:47Z,250000,False,,,0,,O. Agbaji shooting personal FOUL (1 PF) (Siakam 2 FT),"[1630534, 1627783]",1610612762.0,UTA,shooting,,,Agbaji,O. Agbaji,,,,,In The Paint (Non-RA),0-8 Center,1627964.0,1.0,0.0,Siakam,1627783.0,,,,,,,,,,,,,,,
28,PT09M35.00S,2023-02-11T00:44:06.1Z,1,REGULAR,freethrow,1 of 2,['fastbreak'],1627783,,,1610612761,7,4,2023-02-11T00:44:06Z,270000,False,,,0,,P. Siakam Free Throw 1 of 2 (4 PTS),[1627783],1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,,,,,,,,,,Made,4.0,,,,,,,,,,,
29,PT09M35.00S,2023-02-11T00:44:23.6Z,1,REGULAR,freethrow,2 of 2,['fastbreak'],1627783,,,1610612761,8,4,2023-02-11T00:44:23Z,280000,False,,,0,,P. Siakam Free Throw 2 of 2 (5 PTS),[1627783],1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,,,,,,,,,,Made,5.0,,,,,,,,,,,
30,PT09M28.00S,2023-02-11T00:44:36.1Z,1,REGULAR,foul,personal,[],1627783,,,1610612762,8,4,2023-02-11T00:44:45Z,290000,False,,,0,,P. Siakam personal FOUL (1 PF),"[1627783, 203482]",1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,Mid-Range,16-24 Right Center,2715.0,1.0,0.0,Olynyk,203482.0,,,,,,,,,,,,,,,
32,PT09M16.00S,2023-02-11T00:45:02.5Z,1,REGULAR,turnover,traveling,[],203482,,,1610612762,8,4,2023-02-11T00:45:08Z,310000,False,,,0,,K. Olynyk traveling TURNOVER (1 TO),[203482],1610612762.0,UTA,,,,Olynyk,K. Olynyk,,,,,Restricted Area,0-8 Center,1155.0,,,,,1.0,,,,,,,,,,,,,,
33,PT09M02.00S,2023-02-11T00:45:32.8Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover']",1630173,7.046649145860711,49.26470588235294,1610612761,10,4,2023-02-11T00:45:38Z,320000,False,4.0,14.0,1,left,P. Achiuwa driving DUNK (5 PTS) (P. Siakam 1 AST),"[1630173, 1627783]",1610612761.0,TOR,driving,,,Achiuwa,P. Achiuwa,,,,,Restricted Area,0-8 Center,,,,,,,1.42,Made,5.0,P. Siakam,1627783.0,1.0,,,,,,,,
35,PT08M48.00S,2023-02-11T00:45:46.4Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1631117,93.51182654402102,49.50980392156863,1610612762,10,6,2023-02-11T00:45:51Z,340000,False,-2.0,8.0,1,right,W. Kessler alley-oop DUNK (2 PTS) (C. Sexton 2 AST),"[1631117, 1629012]",1610612762.0,UTA,alley-oop,,,Kessler,W. Kessler,,,,,Restricted Area,0-8 Center,,,,,,,0.89,Made,2.0,C. Sexton,1629012.0,2.0,,,,,,,,
37,PT08M39.00S,2023-02-11T00:45:54.7Z,1,REGULAR,3pt,Jump Shot,[],1627783,33.196452036793694,44.11764705882353,1610612761,13,6,2023-02-11T00:45:59Z,360000,False,29.0,260.0,1,left,P. Siakam 26' 3PT  (8 PTS) (F. VanVleet 1 AST),"[1627783, 1627832]",1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,Above the Break 3,24+ Center,,,,,,,26.12,Made,8.0,F. VanVleet,1627832.0,1.0,,,,,,,,
39,PT08M29.00S,2023-02-11T00:46:07.6Z,1,REGULAR,foul,personal,['2freethrow'],1630173,,,1610612762,13,6,2023-02-11T00:46:14Z,380000,False,,,0,,P. Achiuwa shooting personal FOUL (1 PF) (Sexton 2 FT),"[1630173, 1629012]",1610612761.0,TOR,shooting,,,Achiuwa,P. Achiuwa,,,,,In The Paint (Non-RA),0-8 Center,1155.0,1.0,0.0,Sexton,1629012.0,,,,,,,,,,,,,,,
41,PT08M29.00S,2023-02-11T00:46:30.9Z,1,REGULAR,freethrow,1 of 2,[],1629012,,,1610612762,13,7,2023-02-11T00:46:30Z,400000,False,,,0,,C. Sexton Free Throw 1 of 2 (3 PTS),[1629012],1610612762.0,UTA,,,,Sexton,C. Sexton,,,,,,,,,,,,,,Made,3.0,,,,,,,,,,,
42,PT08M29.00S,2023-02-11T00:46:49.2Z,1,REGULAR,freethrow,2 of 2,[],1629012,,,1610612762,13,8,2023-02-11T00:46:49Z,410000,False,,,0,,C. Sexton Free Throw 2 of 2 (4 PTS),[1629012],1610612762.0,UTA,,,,Sexton,C. Sexton,,,,,,,,,,,,,,Made,4.0,,,,,,,,,,,
43,PT08M12.00S,2023-02-11T00:47:07.3Z,1,REGULAR,3pt,Jump Shot,[],1627783,31.750985545335087,37.745098039215684,1610612761,16,8,2023-02-11T00:47:13Z,420000,False,61.0,246.0,1,left,P. Siakam 25' 3PT pullup (11 PTS) (P. Achiuwa 2 AST),"[1627783, 1630173]",1610612761.0,TOR,pullup,,,Siakam,P. Siakam,,,,,Above the Break 3,24+ Center,,,,,,,25.35,Made,11.0,P. Achiuwa,1630173.0,2.0,,,,,,,,
45,PT07M55.00S,2023-02-11T00:47:23.9Z,1,REGULAR,2pt,Jump Shot,[],1628374,82.07950065703022,16.666666666666664,1610612762,16,8,2023-02-11T00:47:28Z,440000,False,-167.0,116.0,1,right,MISS L. Markkanen 20' step back Shot,[1628374],1610612762.0,UTA,step back,,,Markkanen,L. Markkanen,,,,,Mid-Range,16-24 Left,,,,,,,20.31,Missed,,,,,,,,,,,,
46,PT07M53.00S,2023-02-11T00:47:25.9Z,1,REGULAR,rebound,defensive,[],1629018,,,1610612761,16,8,2023-02-11T00:47:28Z,450000,False,,,0,,G. Trent Jr. REBOUND (Off:0 Def:1),[1629018],1610612761.0,TOR,,,,Trent Jr.,G. Trent Jr.,,,,,Mid-Range,16-24 Left,,,,,,,,,,,,,45.0,1.0,1.0,0.0,,,,
47,PT07M44.00S,2023-02-11T00:47:35.6Z,1,REGULAR,3pt,Jump Shot,[],1627832,33.065045992115635,23.52941176470588,1610612761,19,8,2023-02-11T00:47:40Z,460000,False,132.0,258.0,1,left,F. VanVleet 29' 3PT  (3 PTS) (G. Trent Jr. 1 AST),"[1627832, 1629018]",1610612761.0,TOR,,,,VanVleet,F. VanVleet,,,,,Above the Break 3,24+ Right Center,,,,,,,29.03,Made,3.0,G. Trent Jr.,1629018.0,1.0,,,,,,,,
49,PT07M25.00S,2023-02-11T00:47:53.6Z,1,REGULAR,3pt,Jump Shot,[],203482,69.72733245729303,70.09803921568627,1610612762,19,8,2023-02-11T00:48:07Z,480000,False,100.0,232.0,1,right,MISS K. Olynyk 25' 3PT,[203482],1610612762.0,UTA,,,,Olynyk,K. Olynyk,,,,,Above the Break 3,24+ Right Center,,,,,,,25.29,Missed,,,,,,,,,,,,
50,PT07M23.00S,2023-02-11T00:47:55.6Z,1,REGULAR,rebound,defensive,[],1627832,,,1610612761,19,8,2023-02-11T00:48:07Z,490000,False,,,0,,F. VanVleet REBOUND (Off:0 Def:2),[1627832],1610612761.0,TOR,,,,VanVleet,F. VanVleet,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,49.0,2.0,2.0,0.0,,,,
51,PT07M21.00S,2023-02-11T00:48:02.5Z,1,REGULAR,turnover,traveling,[],1627783,,,1610612761,19,8,2023-02-11T00:48:11Z,500000,False,,,0,,P. Siakam traveling TURNOVER (1 TO),[1627783],1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,In The Paint (Non-RA),0-8 Center,2715.0,,,,,1.0,,,,,,,,,,,,,,
52,PT07M16.00S,2023-02-11T00:48:16.6Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],203482,86.15308804204993,95.83333333333334,1610612762,19,8,2023-02-11T00:51:58Z,510000,False,229.0,78.0,1,right,MISS K. Olynyk 24' 3PT,[203482],1610612762.0,UTA,,,,Olynyk,K. Olynyk,,,,,Right Corner 3,24+ Right,,,,,,,24.2,Missed,,,,,,,,,,,,
53,PT07M14.00S,2023-02-11T00:48:18.6Z,1,REGULAR,rebound,offensive,[],1631117,,,1610612762,19,8,2023-02-11T00:51:58Z,520000,False,,,0,,W. Kessler REBOUND (Off:1 Def:1),[1631117],1610612762.0,UTA,,,,Kessler,W. Kessler,,,,,Right Corner 3,24+ Right,,,,,,,,,,,,,52.0,2.0,1.0,1.0,,,,
54,PT07M11.00S,2023-02-11T00:48:22.3Z,1,REGULAR,3pt,Jump Shot,"['fromturnover', '2ndchance']",1629012,66.83639947437582,53.431372549019606,1610612762,19,8,2023-02-11T00:48:31Z,530000,False,17.0,259.0,1,right,MISS C. Sexton 25' 3PT,[1629012],1610612762.0,UTA,,,,Sexton,C. Sexton,,,,,Above the Break 3,24+ Center,,,,,,,25.98,Missed,,,,,,,,,,,,
55,PT07M08.00S,2023-02-11T00:48:25.3Z,1,REGULAR,rebound,defensive,[],1630567,,,1610612761,19,8,2023-02-11T00:48:31Z,540000,False,,,0,,S. Barnes REBOUND (Off:0 Def:1),[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,54.0,1.0,1.0,0.0,,,,
56,PT06M56.00S,2023-02-11T00:48:37.8Z,1,REGULAR,3pt,Jump Shot,[],1627783,24.129434954007884,89.95098039215686,1610612761,19,8,2023-02-11T00:48:43Z,550000,False,-200.0,174.0,1,left,MISS P. Siakam 26' 3PT,[1627783],1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,Above the Break 3,24+ Left Center,,,,,,,26.51,Missed,,,,,,,,,,,,
57,PT06M52.00S,2023-02-11T00:48:41.8Z,1,REGULAR,rebound,defensive,[],203482,,,1610612762,19,8,2023-02-11T00:48:43Z,560000,False,,,0,,K. Olynyk REBOUND (Off:0 Def:2),[203482],1610612762.0,UTA,,,,Olynyk,K. Olynyk,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,56.0,2.0,2.0,0.0,,,,
58,PT06M47.00S,2023-02-11T00:48:47.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203482,90.62089356110381,39.950980392156865,1610612762,19,8,2023-02-11T00:48:58Z,570000,False,-50.0,36.0,1,right,MISS K. Olynyk 6' driving Layup - blocked,"[203482, 1629018]",1610612762.0,UTA,driving,,,Olynyk,K. Olynyk,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,6.16,Missed,,,,,,,,,Trent Jr.,1629018.0,,
59,PT06M47.00S,2023-02-11T00:48:47.5Z,1,REGULAR,block,,[],1629018,,,1610612762,19,8,2023-02-11T00:48:51Z,580000,False,,,0,,G. Trent Jr. BLOCK (1 BLK),[1629018],1610612761.0,TOR,,,,Trent Jr.,G. Trent Jr.,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
60,PT06M47.00S,2023-02-11T00:48:47.5Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612762,19,8,2023-02-11T00:48:58Z,590000,False,,,0,,TEAM offensive REBOUND,[],1610612762.0,UTA,,,,,,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,58.0,,,,,,,
62,PT06M47.00S,2023-02-11T00:48:56.5Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612762,19,8,2023-02-11T00:48:56Z,610000,False,,,0,,TOR Timeout,[],1610612761.0,TOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,PT06M47.00S,2023-02-11T00:50:57.5Z,1,REGULAR,substitution,out,[],1628374,,,1610612762,19,8,2023-02-11T00:51:11Z,620000,False,,,0,,SUB out: L. Markkanen,[1628374],1610612762.0,UTA,,,,Markkanen,L. Markkanen,,,,,,,,,,,,,,,,,,,,,,,,,,
64,PT06M47.00S,2023-02-11T00:50:57.5Z,1,REGULAR,substitution,in,[],1631323,,,1610612762,19,8,2023-02-11T00:51:11Z,630000,False,,,0,,SUB in: S. Fontecchio,[1631323],1610612762.0,UTA,,,,Fontecchio,S. Fontecchio,,,,,,,,,,,,,,,,,,,,,,,,,,
65,PT06M36.00S,2023-02-11T00:51:53.4Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",1630534,83.919185282523,57.107843137254896,1610612762,19,10,2023-02-11T01:07:35Z,640000,False,36.0,99.0,1,right,O. Agbaji 10' fadeaway Jump Shot (2 PTS) (K. Olynyk 2 AST),"[1630534, 203482]",1610612762.0,UTA,fadeaway,,,Agbaji,O. Agbaji,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,10.49,Made,2.0,K. Olynyk,203482.0,2.0,,,,,,,,
67,PT06M13.00S,2023-02-11T00:52:16.9Z,1,REGULAR,2pt,Jump Shot,[],1630173,10.068988173455978,72.79411764705883,1610612761,21,10,2023-02-11T00:52:22Z,660000,False,-114.0,42.0,1,left,P. Achiuwa 12' Jump Shot (7 PTS) (S. Barnes 2 AST),"[1630173, 1630567]",1610612761.0,TOR,,,,Achiuwa,P. Achiuwa,,,,,Mid-Range,8-16 Left,,,,,,,12.15,Made,7.0,S. Barnes,1630567.0,2.0,,,,,,,,
69,PT05M57.00S,2023-02-11T00:52:32.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203482,93.9060446780552,50.0,1610612762,21,12,2023-02-11T00:52:38Z,680000,False,0.0,5.0,1,right,K. Olynyk reverse Layup (4 PTS) (S. Fontecchio 1 AST),"[203482, 1631323]",1610612762.0,UTA,reverse,,,Olynyk,K. Olynyk,,,,,Restricted Area,0-8 Center,,,,,,,0.48,Made,4.0,S. Fontecchio,1631323.0,1.0,,,,,,,,
71,PT05M42.00S,2023-02-11T00:52:46.9Z,1,REGULAR,3pt,Jump Shot,[],1630173,8.492115637319317,2.941176470588235,1610612761,21,12,2023-02-11T00:52:52Z,700000,False,235.0,27.0,1,left,MISS P. Achiuwa 3PT,[1630173],1610612761.0,TOR,,,,Achiuwa,P. Achiuwa,,,,,Right Corner 3,24+ Right,,,,,,,23.69,Missed,,,,,,,,,,,,
72,PT05M38.00S,2023-02-11T00:52:50.9Z,1,REGULAR,rebound,defensive,[],1631323,,,1610612762,21,12,2023-02-11T00:52:52Z,710000,False,,,0,,S. Fontecchio REBOUND (Off:0 Def:1),[1631323],1610612762.0,UTA,,,,Fontecchio,S. Fontecchio,,,,,Right Corner 3,24+ Right,,,,,,,,,,,,,71.0,1.0,1.0,0.0,,,,
73,PT05M32.00S,2023-02-11T00:52:58.4Z,1,REGULAR,3pt,Jump Shot,[],1630534,93.51182654402102,3.431372549019608,1610612762,21,15,2023-02-11T00:53:03Z,720000,False,-233.0,8.0,1,right,O. Agbaji 3PT  (5 PTS) (K. Olynyk 3 AST),"[1630534, 203482]",1610612762.0,UTA,,,,Agbaji,O. Agbaji,,,,,Left Corner 3,24+ Left,,,,,,,23.3,Made,5.0,K. Olynyk,203482.0,3.0,,,,,,,,
75,PT05M06.00S,2023-02-11T00:53:25.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1627783,6.389618922470433,53.431372549019606,1610612761,23,15,2023-02-11T01:07:42Z,740000,False,-17.0,8.0,1,left,P. Siakam Layup (13 PTS) (S. Barnes 3 AST),"[1627783, 1630567]",1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,Restricted Area,0-8 Center,,,,,,,1.88,Made,13.0,S. Barnes,1630567.0,3.0,,,,,,,,
77,PT05M06.00S,2023-02-11T00:53:29.4Z,1,REGULAR,foul,personal,['1freethrow'],1631323,,,1610612761,23,15,2023-02-11T00:54:05Z,760000,False,,,0,,S. Fontecchio shooting personal FOUL (1 PF) (Siakam 1 FT),"[1631323, 1627783]",1610612762.0,UTA,shooting,,,Fontecchio,S. Fontecchio,,,,,Restricted Area,0-8 Center,2715.0,1.0,0.0,Siakam,1627783.0,,,,,,,,,,,,,,,
79,PT05M06.00S,2023-02-11T00:53:39.6Z,1,REGULAR,substitution,out,[],1630567,,,1610612761,23,15,2023-02-11T00:53:55Z,780000,False,,,0,,SUB out: S. Barnes,[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,,,,,,,,,,,,,,,,,,,,,,
81,PT05M06.00S,2023-02-11T00:53:39.6Z,1,REGULAR,substitution,out,[],1630534,,,1610612761,23,15,2023-02-11T00:53:55Z,800000,False,,,0,,SUB out: O. Agbaji,[1630534],1610612762.0,UTA,,,,Agbaji,O. Agbaji,,,,,,,,,,,,,,,,,,,,,,,,,,
82,PT05M06.00S,2023-02-11T00:53:39.6Z,1,REGULAR,substitution,in,[],1628449,,,1610612761,23,15,2023-02-11T00:53:55Z,810000,False,,,0,,SUB in: C. Boucher,[1628449],1610612761.0,TOR,,,,Boucher,C. Boucher,,,,,,,,,,,,,,,,,,,,,,,,,,
83,PT05M06.00S,2023-02-11T00:53:39.6Z,1,REGULAR,substitution,in,[],1627751,,,1610612761,23,15,2023-02-11T00:53:55Z,820000,False,,,0,,SUB in: J. Poeltl,[1627751],1610612761.0,TOR,,,,Poeltl,J. Poeltl,,,,,,,,,,,,,,,,,,,,,,,,,,
84,PT05M06.00S,2023-02-11T00:53:39.6Z,1,REGULAR,substitution,in,[],200752,,,1610612761,23,15,2023-02-11T00:53:55Z,830000,False,,,0,,SUB in: R. Gay,[200752],1610612762.0,UTA,,,,Gay,R. Gay,,,,,,,,,,,,,,,,,,,,,,,,,,
85,PT05M06.00S,2023-02-11T00:53:39.6Z,1,REGULAR,substitution,out,[],1630173,,,1610612761,23,15,2023-02-11T00:54:08Z,840000,False,,,0,,SUB out: P. Achiuwa,[1630173],1610612761.0,TOR,,,,Achiuwa,P. Achiuwa,,,,,,,,,,,,,,,,,,,,,,,,,,
86,PT05M06.00S,2023-02-11T00:54:14.3Z,1,REGULAR,freethrow,1 of 1,[],1627783,,,1610612761,24,15,2023-02-11T00:54:14Z,850000,False,,,0,,P. Siakam Free Throw 1 of 1 (14 PTS),[1627783],1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,,,,,,,,,,Made,14.0,,,,,,,,,,,
87,PT04M49.00S,2023-02-11T00:54:34.5Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1631117,93.24901445466492,50.49019607843137,1610612762,24,17,2023-02-11T00:54:38Z,860000,False,2.0,11.0,1,right,W. Kessler DUNK (4 PTS),[1631117],1610612762.0,UTA,,,,Kessler,W. Kessler,,,,,Restricted Area,0-8 Center,,,,,,,1.13,Made,4.0,,,,,,,,,,,
88,PT04M41.00S,2023-02-11T00:54:44.4Z,1,REGULAR,foul,offensive,[],1627751,,,1610612761,24,17,2023-02-11T00:54:57Z,870000,False,,,0,,J. Poeltl offensive FOUL (1 PF),"[1627751, 1629012]",1610612761.0,TOR,,,,Poeltl,J. Poeltl,,,,,Above the Break 3,24+ Right Center,1155.0,1.0,0.0,Sexton,1629012.0,,,,,,,,,,,,,,,
90,PT04M41.00S,2023-02-11T00:54:44.4Z,1,REGULAR,turnover,offensive foul,[],1627751,,,1610612761,24,17,2023-02-11T00:54:57Z,890000,False,,,0,,J. Poeltl offensive foul TURNOVER (1 TO),[1627751],1610612761.0,TOR,,,,Poeltl,J. Poeltl,,,,,Above the Break 3,24+ Right Center,2715.0,,,,,1.0,,,,,,,,,,,,,,
