actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,officialId,turnoverTotal,assistPlayerNameInitial,assistPersonId,assistTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
172,PT00M27.20S,2022-10-20T00:11:08.2Z,1,REGULAR,3pt,Jump Shot,[],1627832,68.28186596583443,10.784313725490197,1610612761,25,22,2022-10-20T00:11:18Z,1710000,-196.0,246.0,1,right,MISS F. VanVleet 31' 3PT - blocked,"[1627832, 1629636]",1610612761.0,TOR,,,,VanVleet,F. VanVleet,,,,,Above the Break 3,24+ Left Center,31.44,Missed,,,,,,,,,,,,,,,,,Garland,1629636.0
173,PT00M27.20S,2022-10-20T00:11:08.2Z,1,REGULAR,block,,[],1629636,,,1610612761,25,22,2022-10-20T00:11:11Z,1720000,,,0,,D. Garland BLOCK (1 BLK),[1629636],1610612739.0,CLE,,,,Garland,D. Garland,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,,,,,
174,PT00M23.00S,2022-10-20T00:11:12.4Z,1,REGULAR,rebound,defensive,[],201567,,,1610612739,25,22,2022-10-20T00:11:18Z,1730000,,,0,,K. Love REBOUND (Off:0 Def:2),[201567],1610612739.0,CLE,,,,Love,K. Love,,,,,Above the Break 3,24+ Left Center,,,172.0,2.0,2.0,0.0,,,,,,,,,,,,,,
175,PT00M22.10S,2022-10-20T00:11:13.3Z,1,REGULAR,turnover,lost ball,[],201567,,,1610612739,25,22,2022-10-20T00:11:22Z,1740000,,,0,,K. Love lost ball TURNOVER (1 TO),"[201567, 1630567]",1610612739.0,CLE,,,,Love,K. Love,,,,,Restricted Area,0-8 Center,,,,,,,,,1.0,,,,,,,,Barnes,1630567.0,,
176,PT00M22.10S,2022-10-20T00:11:13.3Z,1,REGULAR,steal,,[],1630567,,,1610612761,25,22,2022-10-20T00:11:15Z,1750000,,,0,,S. Barnes STEAL (1 STL),[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
177,PT00M18.80S,2022-10-20T00:11:16.6Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1630567,71.50542049934296,19.875919117647058,1610612761,28,22,2022-10-20T00:11:34Z,1760000,-151.0,215.0,1,right,S. Barnes 26' 3PT  (5 PTS) (D. Banton 1 AST),"[1630567, 1630625]",1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,Above the Break 3,24+ Left Center,26.27,Made,,,,,5.0,,,D. Banton,1630625.0,1.0,,,,,,,,
179,PT00M00.30S,2022-10-20T00:11:38.3Z,1,REGULAR,3pt,Jump Shot,[],1630171,8.360709592641262,97.54901960784314,1610612739,28,22,2022-10-20T00:11:47Z,1780000,-238.0,26.0,1,left,MISS I. Okoro 3PT,[1630171],1610612739.0,CLE,,,,Okoro,I. Okoro,,,,,Left Corner 3,24+ Left,23.91,Missed,,,,,,,,,,,,,,,,,,
180,PT00M00.30S,2022-10-20T00:11:38.3Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612761,28,22,2022-10-20T00:12:23Z,1790000,,,0,,TEAM defensive REBOUND,[],1610612761.0,TOR,,,,,,,,,,Left Corner 3,24+ Left,,,179.0,,,,,,,,,,,,,,,,,
181,PT00M00.00S,2022-10-20T00:11:50.3Z,1,REGULAR,period,end,[],0,,,1610612761,28,22,2022-10-20T00:11:50Z,1800000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
182,PT12M00.00S,2022-10-20T00:12:36.7Z,2,REGULAR,substitution,out,['startperiod'],201567,,,1610612761,28,22,2022-10-20T00:14:26Z,1810000,,,0,,SUB out: K. Love,[201567],1610612739.0,CLE,,,,Love,K. Love,,,,,,,,,,,,,,,,,,,,,,,,,,
183,PT12M00.00S,2022-10-20T00:12:36.7Z,2,REGULAR,substitution,in,['startperiod'],1626224,,,1610612761,28,22,2022-10-20T00:14:26Z,1820000,,,0,,SUB in: C. Osman,[1626224],1610612739.0,CLE,,,,Osman,C. Osman,,,,,,,,,,,,,,,,,,,,,,,,,,
184,PT12M00.00S,2022-10-20T00:14:38.7Z,2,REGULAR,period,start,[],0,,,1610612761,28,22,2022-10-20T00:14:38Z,1830000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
185,PT11M50.00S,2022-10-20T00:14:50.5Z,2,REGULAR,foul,offensive,[],1628384,,,1610612761,28,22,2022-10-20T00:15:01Z,1840000,,,0,,O. Anunoby off-the-ball offensive FOUL (1 PF),"[1628384, 1630596]",1610612761.0,TOR,off-the-ball,,,Anunoby,O. Anunoby,,,,,Mid-Range,16-24 Left Center,,,,,,,,201639.0,,,,,1.0,0.0,Mobley,1630596.0,,,,
187,PT11M50.00S,2022-10-20T00:14:50.5Z,2,REGULAR,turnover,offensive foul,[],1628384,,,1610612761,28,22,2022-10-20T00:14:50Z,1860000,,,0,,O. Anunoby offensive foul TURNOVER (2 TO),[1628384],1610612761.0,TOR,,,,Anunoby,O. Anunoby,,,,,Mid-Range,16-24 Left Center,,,,,,,,201639.0,2.0,,,,,,,,,,,
188,PT11M26.00S,2022-10-20T00:15:25.3Z,2,REGULAR,turnover,lost ball,[],1629636,,,1610612739,28,22,2022-10-20T00:15:32Z,1870000,,,0,,D. Garland lost ball TURNOVER (4 TO),"[1629636, 1630567]",1610612739.0,CLE,,,,Garland,D. Garland,,,,,Mid-Range,16-24 Left Center,,,,,,,,,4.0,,,,,,,,Barnes,1630567.0,,
189,PT11M26.00S,2022-10-20T00:15:25.3Z,2,REGULAR,steal,,[],1630567,,,1610612761,28,22,2022-10-20T00:55:29Z,1880000,,,0,,S. Barnes STEAL (2 STL),[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,,,,,,,,,,
190,PT11M23.00S,2022-10-20T00:15:29.7Z,2,REGULAR,foul,personal,['2freethrow'],1630171,,,1610612761,28,22,2022-10-20T00:15:37Z,1890000,,,0,,I. Okoro shooting personal FOUL (2 PF) (VanVleet 2 FT),"[1630171, 1627832]",1610612739.0,CLE,shooting,,,Okoro,I. Okoro,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,1626300.0,,,,,2.0,0.0,VanVleet,1627832.0,,,,
192,PT11M23.00S,2022-10-20T00:15:57.9Z,2,REGULAR,freethrow,1 of 2,"['fromturnover', 'fastbreak']",1627832,,,1610612761,29,22,2022-10-20T00:15:57Z,1910000,,,0,,F. VanVleet Free Throw 1 of 2 (8 PTS),[1627832],1610612761.0,TOR,,,,VanVleet,F. VanVleet,,,,,,,,Made,,,,,8.0,,,,,,,,,,,,,
193,PT11M23.00S,2022-10-20T00:16:15.0Z,2,REGULAR,freethrow,2 of 2,"['fastbreak', 'fromturnover']",1627832,,,1610612761,30,22,2022-10-20T00:16:15Z,1920000,,,0,,F. VanVleet Free Throw 2 of 2 (9 PTS),[1627832],1610612761.0,TOR,,,,VanVleet,F. VanVleet,,,,,,,,Made,,,,,9.0,,,,,,,,,,,,,
194,PT11M09.00S,2022-10-20T00:16:30.2Z,2,REGULAR,2pt,Jump Shot,[],1626224,12.697109067017081,70.58823529411765,1610612739,30,22,2022-10-20T00:16:35Z,1930000,-103.0,67.0,1,left,MISS C. Osman 12' driving floating bank Shot,[1626224],1610612739.0,CLE,driving floating bank,,,Osman,C. Osman,,,,,Mid-Range,8-16 Left,12.27,Missed,,,,,,,,,,,,,,,,,,
195,PT11M07.00S,2022-10-20T00:16:32.2Z,2,REGULAR,rebound,defensive,[],1628384,,,1610612761,30,22,2022-10-20T00:16:35Z,1940000,,,0,,O. Anunoby REBOUND (Off:0 Def:3),[1628384],1610612761.0,TOR,,,,Anunoby,O. Anunoby,,,,,Mid-Range,8-16 Left,,,194.0,3.0,3.0,0.0,,,,,,,,,,,,,,
196,PT10M57.00S,2022-10-20T00:16:43.5Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1631132,94.56307490144546,47.794117647058826,1610612761,30,22,2022-10-20T00:16:53Z,1950000,-11.0,-1.0,1,right,MISS C. Koloko cutting DUNK,[1631132],1610612761.0,TOR,cutting,,,Koloko,C. Koloko,,,,,Restricted Area,0-8 Center,1.11,Missed,,,,,,,,,,,,,,,,,,
197,PT10M56.00S,2022-10-20T00:16:44.5Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612761,30,22,2022-10-20T00:16:48Z,1960000,,,0,,TEAM offensive REBOUND,[],1610612761.0,TOR,,,,,,,,,,Restricted Area,0-8 Center,,,196.0,,,,,,,,,,,,,,,,,
199,PT10M56.00S,2022-10-20T00:16:49.1Z,2,REGULAR,substitution,out,[],1631132,,,1610612761,30,22,2022-10-20T00:16:58Z,1980000,,,0,,SUB out: C. Koloko,[1631132],1610612761.0,TOR,,,,Koloko,C. Koloko,,,,,,,,,,,,,,,,,,,,,,,,,,
200,PT10M56.00S,2022-10-20T00:16:49.1Z,2,REGULAR,substitution,out,[],1630625,,,1610612761,30,22,2022-10-20T00:16:58Z,1990000,,,0,,SUB out: D. Banton,[1630625],1610612761.0,TOR,,,,Banton,D. Banton,,,,,,,,,,,,,,,,,,,,,,,,,,
201,PT10M56.00S,2022-10-20T00:16:49.1Z,2,REGULAR,substitution,in,[],201152,,,1610612761,30,22,2022-10-20T00:16:58Z,2000000,,,0,,SUB in: T. Young,[201152],1610612761.0,TOR,,,,Young,T. Young,,,,,,,,,,,,,,,,,,,,,,,,,,
202,PT10M56.00S,2022-10-20T00:16:49.1Z,2,REGULAR,substitution,in,[],1627823,,,1610612761,30,22,2022-10-20T00:16:58Z,2010000,,,0,,SUB in: J. Hernangomez,[1627823],1610612761.0,TOR,,,,Hernangomez,J. Hernangomez,,,,,,,,,,,,,,,,,,,,,,,,,,
203,PT10M43.00S,2022-10-20T00:17:18.0Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],201152,94.56307490144546,96.56862745098039,1610612761,33,22,2022-10-20T00:17:22Z,2020000,233.0,-1.0,1,right,T. Young 3PT  (3 PTS) (O. Anunoby 2 AST),"[201152, 1628384]",1610612761.0,TOR,,,,Young,T. Young,,,,,Right Corner 3,24+ Right,23.28,Made,,,,,3.0,,,O. Anunoby,1628384.0,2.0,,,,,,,,
700,PT10M26.00S,2022-10-20T00:17:40.6Z,2,REGULAR,turnover,lost ball,[],1630596,,,1610612739,33,22,2022-10-20T02:31:10Z,2065000,,,0,,E. Mobley lost ball TURNOVER (2 TO),"[1630596, 201152]",1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,2.0,,,,,,,,Young,201152.0,,
701,PT10M26.00S,2022-10-20T00:17:40.6Z,2,REGULAR,steal,,[],201152,,,1610612761,33,22,2022-10-20T02:31:10Z,2067500,,,0,,T. Young STEAL (1 STL),[201152],1610612761.0,TOR,,,,Young,T. Young,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
208,PT10M15.00S,2022-10-20T00:17:46.3Z,2,REGULAR,2pt,Jump Shot,['fromturnover'],1627832,85.75886990801577,84.06862745098039,1610612761,33,22,2022-10-20T02:31:10Z,2070000,170.0,81.0,1,right,MISS F. VanVleet 18' step back Shot,[1627832],1610612761.0,TOR,step back,,,VanVleet,F. VanVleet,,,,,Mid-Range,16-24 Right,18.88,Missed,,,,,,,,,,,,,,,,,,
209,PT10M13.00S,2022-10-20T00:17:48.3Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612739,33,22,2022-10-20T00:17:57Z,2080000,,,0,,TEAM defensive REBOUND,[],1610612739.0,CLE,,,,,,,,,,Mid-Range,16-24 Right,,,208.0,,,,,,,,,,,,,,,,,
211,PT10M03.00S,2022-10-20T00:18:14.7Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629636,9.149145860709593,43.872549019607845,1610612739,33,24,2022-10-20T00:18:19Z,2100000,31.0,34.0,1,left,D. Garland driving finger roll Layup (4 PTS),[1629636],1610612739.0,CLE,driving finger roll,,,Garland,D. Garland,,,,,In The Paint (Non-RA),0-8 Center,4.54,Made,,,,,4.0,,,,,,,,,,,,,
212,PT09M43.00S,2022-10-20T00:18:34.8Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630567,91.93495400788436,45.83333333333333,1610612761,33,24,2022-10-20T00:18:40Z,2110000,-21.0,23.0,1,right,MISS S. Barnes finger roll Layup,[1630567],1610612761.0,TOR,finger roll,,,Barnes,S. Barnes,,,,,Restricted Area,0-8 Center,3.12,Missed,,,,,,,,,,,,,,,,,,
213,PT09M41.00S,2022-10-20T00:18:36.8Z,2,REGULAR,rebound,defensive,[],1630596,,,1610612739,33,24,2022-10-20T00:18:40Z,2120000,,,0,,E. Mobley REBOUND (Off:0 Def:2),[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,Restricted Area,0-8 Center,,,212.0,2.0,2.0,0.0,,,,,,,,,,,,,,
214,PT09M35.00S,2022-10-20T00:18:42.7Z,2,REGULAR,turnover,lost ball,[],1629636,,,1610612739,33,24,2022-10-20T00:18:46Z,2130000,,,0,,D. Garland lost ball TURNOVER (5 TO),"[1629636, 1627823]",1610612739.0,CLE,,,,Garland,D. Garland,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,5.0,,,,,,,,Hernangomez,1627823.0,,
215,PT09M35.00S,2022-10-20T00:18:42.7Z,2,REGULAR,steal,,[],1627823,,,1610612761,33,24,2022-10-20T00:18:44Z,2140000,,,0,,J. Hernangomez STEAL (1 STL),[1627823],1610612761.0,TOR,,,,Hernangomez,J. Hernangomez,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
216,PT09M24.00S,2022-10-20T00:18:53.3Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1628384,89.30683311432325,45.83333333333333,1610612761,33,24,2022-10-20T00:18:57Z,2150000,-21.0,48.0,1,right,MISS O. Anunoby driving floating Shot,[1628384],1610612761.0,TOR,driving floating,,,Anunoby,O. Anunoby,,,,,In The Paint (Non-RA),0-8 Center,5.23,Missed,,,,,,,,,,,,,,,,,,
217,PT09M21.00S,2022-10-20T00:18:56.3Z,2,REGULAR,rebound,defensive,[],1629636,,,1610612739,33,24,2022-10-20T00:18:57Z,2160000,,,0,,D. Garland REBOUND (Off:0 Def:1),[1629636],1610612739.0,CLE,,,,Garland,D. Garland,,,,,In The Paint (Non-RA),0-8 Center,,,216.0,1.0,1.0,0.0,,,,,,,,,,,,,,
218,PT09M14.00S,2022-10-20T00:19:02.3Z,2,REGULAR,3pt,Jump Shot,[],1626224,7.30946123521682,97.54901960784314,1610612739,33,27,2022-10-20T00:19:06Z,2170000,-238.0,16.0,1,left,C. Osman 3PT  (3 PTS) (D. Garland 3 AST),"[1626224, 1629636]",1610612739.0,CLE,,,,Osman,C. Osman,,,,,Left Corner 3,24+ Left,23.83,Made,,,,,3.0,,,D. Garland,1629636.0,3.0,,,,,,,,
220,PT09M02.00S,2022-10-20T00:19:14.9Z,2,REGULAR,3pt,Jump Shot,[],201152,92.59198423127464,3.1862745098039214,1610612761,33,27,2022-10-20T00:19:18Z,2190000,-234.0,17.0,1,right,MISS T. Young 3PT,[201152],1610612761.0,TOR,,,,Young,T. Young,,,,,Left Corner 3,24+ Left,23.47,Missed,,,,,,,,,,,,,,,,,,
221,PT08M59.00S,2022-10-20T00:19:17.9Z,2,REGULAR,rebound,defensive,[],1626224,,,1610612739,33,27,2022-10-20T00:19:18Z,2200000,,,0,,C. Osman REBOUND (Off:0 Def:1),[1626224],1610612739.0,CLE,,,,Osman,C. Osman,,,,,Left Corner 3,24+ Left,,,220.0,1.0,1.0,0.0,,,,,,,,,,,,,,
222,PT08M54.00S,2022-10-20T00:19:25.9Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612739,33,27,2022-10-20T00:19:25Z,2210000,,,0,,CLE Timeout,[],1610612739.0,CLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
223,PT08M54.00S,2022-10-20T00:19:27.9Z,2,REGULAR,substitution,out,[],1628384,,,1610612739,33,27,2022-10-20T00:22:07Z,2220000,,,0,,SUB out: O. Anunoby,[1628384],1610612761.0,TOR,,,,Anunoby,O. Anunoby,,,,,,,,,,,,,,,,,,,,,,,,,,
224,PT08M54.00S,2022-10-20T00:19:27.9Z,2,REGULAR,substitution,out,[],1630567,,,1610612739,33,27,2022-10-20T00:22:07Z,2230000,,,0,,SUB out: S. Barnes,[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,,,,,,,,,,,,,,,,,,,,,,
225,PT08M54.00S,2022-10-20T00:19:27.9Z,2,REGULAR,substitution,out,[],1630596,,,1610612739,33,27,2022-10-20T00:22:07Z,2240000,,,0,,SUB out: E. Mobley,[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,,,,,,,,,,,,,,,,,,,,,,
226,PT08M54.00S,2022-10-20T00:19:27.9Z,2,REGULAR,substitution,out,[],1629636,,,1610612739,33,27,2022-10-20T00:22:07Z,2250000,,,0,,SUB out: D. Garland,[1629636],1610612739.0,CLE,,,,Garland,D. Garland,,,,,,,,,,,,,,,,,,,,,,,,,,
227,PT08M54.00S,2022-10-20T00:19:27.9Z,2,REGULAR,substitution,out,[],1629731,,,1610612739,33,27,2022-10-20T00:22:07Z,2260000,,,0,,SUB out: D. Wade,[1629731],1610612739.0,CLE,,,,Wade,D. Wade,,,,,,,,,,,,,,,,,,,,,,,,,,
228,PT08M54.00S,2022-10-20T00:19:27.9Z,2,REGULAR,substitution,out,[],1630171,,,1610612739,33,27,2022-10-20T00:22:07Z,2270000,,,0,,SUB out: I. Okoro,[1630171],1610612739.0,CLE,,,,Okoro,I. Okoro,,,,,,,,,,,,,,,,,,,,,,,,,,
229,PT08M54.00S,2022-10-20T00:19:27.9Z,2,REGULAR,substitution,in,[],1629018,,,1610612739,33,27,2022-10-20T00:22:07Z,2280000,,,0,,SUB in: G. Trent Jr.,[1629018],1610612761.0,TOR,,,,Trent Jr.,G. Trent Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
230,PT08M54.00S,2022-10-20T00:19:27.9Z,2,REGULAR,substitution,in,[],1627783,,,1610612739,33,27,2022-10-20T00:22:07Z,2290000,,,0,,SUB in: P. Siakam,[1627783],1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,,,,,,,,,,,,,,,,,,,,,,
231,PT08M54.00S,2022-10-20T00:19:27.9Z,2,REGULAR,substitution,in,[],201567,,,1610612739,33,27,2022-10-20T00:22:07Z,2300000,,,0,,SUB in: K. Love,[201567],1610612739.0,CLE,,,,Love,K. Love,,,,,,,,,,,,,,,,,,,,,,,,,,
232,PT08M54.00S,2022-10-20T00:19:27.9Z,2,REGULAR,substitution,in,[],1628386,,,1610612739,33,27,2022-10-20T00:22:07Z,2310000,,,0,,SUB in: J. Allen,[1628386],1610612739.0,CLE,,,,Allen,J. Allen,,,,,,,,,,,,,,,,,,,,,,,,,,
233,PT08M54.00S,2022-10-20T00:19:27.9Z,2,REGULAR,substitution,in,[],1627747,,,1610612739,33,27,2022-10-20T00:22:07Z,2320000,,,0,,SUB in: C. LeVert,[1627747],1610612739.0,CLE,,,,LeVert,C. LeVert,,,,,,,,,,,,,,,,,,,,,,,,,,
234,PT08M54.00S,2022-10-20T00:19:27.9Z,2,REGULAR,substitution,in,[],1628378,,,1610612739,33,27,2022-10-20T00:22:07Z,2330000,,,0,,SUB in: D. Mitchell,[1628378],1610612739.0,CLE,,,,Mitchell,D. Mitchell,,,,,,,,,,,,,,,,,,,,,,,,,,
235,PT08M42.00S,2022-10-20T00:22:43.1Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],201567,10.5946123521682,41.42156862745098,1610612739,33,29,2022-10-20T00:22:47Z,2340000,43.0,47.0,1,left,K. Love 6' bank Hook (5 PTS) (D. Mitchell 1 AST),"[201567, 1628378]",1610612739.0,CLE,bank,,,Love,K. Love,,,,,In The Paint (Non-RA),0-8 Center,6.37,Made,,,,,5.0,,,D. Mitchell,1628378.0,1.0,,,,,,,,
237,PT08M42.00S,2022-10-20T00:22:46.0Z,2,REGULAR,foul,personal,['1freethrow'],1627823,,,1610612739,33,29,2022-10-20T00:22:53Z,2360000,,,0,,J. Hernangomez shooting personal FOUL (1 PF) (Love 1 FT),"[1627823, 201567]",1610612761.0,TOR,shooting,,,Hernangomez,J. Hernangomez,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,1626300.0,,,,,1.0,0.0,Love,201567.0,,,,
240,PT08M42.00S,2022-10-20T00:23:18.5Z,2,REGULAR,freethrow,1 of 1,[],201567,,,1610612739,33,30,2022-10-20T00:23:18Z,2390000,,,0,,K. Love Free Throw 1 of 1 (6 PTS),[201567],1610612739.0,CLE,,,,Love,K. Love,,,,,,,,Made,,,,,6.0,,,,,,,,,,,,,
241,PT08M32.00S,2022-10-20T00:23:29.9Z,2,REGULAR,3pt,Jump Shot,[],1627832,69.46452036793693,66.17647058823529,1610612761,33,30,2022-10-20T00:23:34Z,2400000,81.0,235.0,1,right,MISS F. VanVleet 24' pullup 3PT,[1627832],1610612761.0,TOR,pullup,,,VanVleet,F. VanVleet,,,,,Above the Break 3,24+ Right Center,24.81,Missed,,,,,,,,,,,,,,,,,,
242,PT08M29.00S,2022-10-20T00:23:32.9Z,2,REGULAR,rebound,defensive,[],201567,,,1610612739,33,30,2022-10-20T00:23:34Z,2410000,,,0,,K. Love REBOUND (Off:0 Def:3),[201567],1610612739.0,CLE,,,,Love,K. Love,,,,,Above the Break 3,24+ Right Center,,,241.0,3.0,3.0,0.0,,,,,,,,,,,,,,
243,PT08M23.00S,2022-10-20T00:23:39.4Z,2,REGULAR,3pt,Jump Shot,[],1626224,7.966491458607096,1.715686274509804,1610612739,33,33,2022-10-20T00:23:43Z,2420000,241.0,22.0,1,left,C. Osman 24' 3PT  (6 PTS) (D. Mitchell 2 AST),"[1626224, 1628378]",1610612739.0,CLE,,,,Osman,C. Osman,,,,,Right Corner 3,24+ Right,24.24,Made,,,,,6.0,,,D. Mitchell,1628378.0,2.0,,,,,,,,
245,PT08M07.00S,2022-10-20T00:23:54.6Z,2,REGULAR,3pt,Jump Shot,[],1627832,93.24901445466492,96.81372549019608,1610612761,33,33,2022-10-20T00:23:59Z,2440000,234.0,11.0,1,right,MISS F. VanVleet 3PT,[1627832],1610612761.0,TOR,,,,VanVleet,F. VanVleet,,,,,Right Corner 3,24+ Right,23.44,Missed,,,,,,,,,,,,,,,,,,
246,PT08M03.00S,2022-10-20T00:23:58.6Z,2,REGULAR,rebound,defensive,[],1627747,,,1610612739,33,33,2022-10-20T00:23:59Z,2450000,,,0,,C. LeVert REBOUND (Off:0 Def:2),[1627747],1610612739.0,CLE,,,,LeVert,C. LeVert,,,,,Right Corner 3,24+ Right,,,245.0,2.0,2.0,0.0,,,,,,,,,,,,,,
247,PT08M01.00S,2022-10-20T00:24:01.5Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1628378,7.703679369250986,50.0,1610612739,33,35,2022-10-20T00:24:07Z,2460000,0.0,20.0,1,left,D. Mitchell running Layup (6 PTS) (C. LeVert 2 AST),"[1628378, 1627747]",1610612739.0,CLE,running,,,Mitchell,D. Mitchell,,,,,Restricted Area,0-8 Center,1.99,Made,,,,,6.0,,,C. LeVert,1627747.0,2.0,,,,,,,,
249,PT07M44.00S,2022-10-20T00:24:18.7Z,2,REGULAR,2pt,Jump Shot,[],1629018,91.01511169513797,28.186274509803923,1610612761,35,35,2022-10-20T00:24:59Z,2480000,-109.0,32.0,1,right,G. Trent Jr. 11' turnaround fadeaway bank Jump Shot (9 PTS),[1629018],1610612761.0,TOR,turnaround fadeaway bank,,,Trent Jr.,G. Trent Jr.,,,,,Mid-Range,8-16 Left,11.37,Made,,,,,9.0,,,,,,,,,,,,,
250,PT07M44.00S,2022-10-20T00:24:24.8Z,2,REGULAR,foul,personal,['1freethrow'],1628386,,,1610612761,35,35,2022-10-20T00:24:40Z,2490000,,,0,,J. Allen shooting personal FOUL (1 PF) (Trent Jr. 1 FT),"[1628386, 1629018]",1610612739.0,CLE,shooting,,,Allen,J. Allen,,,,,Mid-Range,8-16 Left,,,,,,,,201639.0,,,,,1.0,0.0,Trent Jr.,1629018.0,,,,
252,PT07M44.00S,2022-10-20T00:24:31.3Z,2,REGULAR,substitution,out,[],1627832,,,1610612761,35,35,2022-10-20T00:24:38Z,2510000,,,0,,SUB out: F. VanVleet,[1627832],1610612761.0,TOR,,,,VanVleet,F. VanVleet,,,,,,,,,,,,,,,,,,,,,,,,,,
253,PT07M44.00S,2022-10-20T00:24:31.3Z,2,REGULAR,substitution,in,[],1630567,,,1610612761,35,35,2022-10-20T00:24:38Z,2520000,,,0,,SUB in: S. Barnes,[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,,,,,,,,,,,,,,,,,,,,,,
254,PT07M44.00S,2022-10-20T00:24:49.7Z,2,REGULAR,freethrow,1 of 1,[],1629018,,,1610612761,36,35,2022-10-20T00:24:49Z,2530000,,,0,,G. Trent Jr. Free Throw 1 of 1 (10 PTS),[1629018],1610612761.0,TOR,,,,Trent Jr.,G. Trent Jr.,,,,,,,,Made,,,,,10.0,,,,,,,,,,,,,
255,PT07M28.00S,2022-10-20T00:25:07.3Z,2,REGULAR,3pt,Jump Shot,[],1626224,6.1268068331143235,4.6568627450980395,1610612739,36,35,2022-10-20T00:25:12Z,2540000,227.0,5.0,1,left,MISS C. Osman 3PT,[1626224],1610612739.0,CLE,,,,Osman,C. Osman,,,,,Right Corner 3,24+ Right,22.68,Missed,,,,,,,,,,,,,,,,,,
256,PT07M24.00S,2022-10-20T00:25:11.3Z,2,REGULAR,rebound,offensive,[],1628386,,,1610612739,36,35,2022-10-20T00:25:12Z,2550000,,,0,,J. Allen REBOUND (Off:4 Def:1),[1628386],1610612739.0,CLE,,,,Allen,J. Allen,,,,,Right Corner 3,24+ Right,,,255.0,5.0,1.0,4.0,,,,,,,,,,,,,,
257,PT07M24.00S,2022-10-20T00:25:11.5Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1628386,5.590000152587891,50.0,1610612739,36,37,2022-10-20T00:25:11Z,2560000,0.0,0.0,1,left,J. Allen tip Layup (2 PTS),[1628386],1610612739.0,CLE,tip,,,Allen,J. Allen,,,,,Mid-Range,8-16 Left,0.0,Made,,,,,2.0,,,,,,,,,,,,,
258,PT07M07.00S,2022-10-20T00:25:27.7Z,2,REGULAR,3pt,Jump Shot,[],1627783,89.43823915900131,96.56862745098039,1610612761,39,37,2022-10-20T00:25:31Z,2570000,233.0,47.0,1,right,P. Siakam 3PT  (8 PTS) (S. Barnes 1 AST),"[1627783, 1630567]",1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,Right Corner 3,24+ Right,23.75,Made,,,,,8.0,,,S. Barnes,1630567.0,1.0,,,,,,,,
