shortFormattedClock,actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,jerseyNumber,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
12:00,2,PT12M00.00S,2022-12-08T03:10:58.5Z,1,REGULAR,period,start,[],0,,,0,0,0,2022-12-08T03:10:58Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11:57,4,PT11M57.00S,2022-12-08T03:11:01.2Z,1,REGULAR,jumpball,recovered,[],101108,,,1610612756,0,0,2022-12-08T03:11:01Z,40000,False,,,0,,Jump Ball D. Ayton vs. B. Griffin: Tip to C. Paul,"[101108, 1629028, 201933]",3,1610612756.0,PHX,startperiod,C. Paul,101108.0,Paul,C. Paul,Ayton,1629028.0,Griffin,201933.0,,,,,,,,,,,,,,,,,,,,,,
11:44,7,PT11M44.00S,2022-12-08T03:11:13.6Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1628969,92.9862023653088,50.0,1610612756,2,0,2022-12-08T03:11:19Z,70000,False,0.0,13.0,1,right,M. Bridges cutting DUNK (2 PTS) (C. Paul 1 AST),"[1628969, 101108]",25,1610612756.0,PHX,cutting,,,Bridges,M. Bridges,,,,,Restricted Area,0-8 Center,1.34,Made,2.0,C. Paul,101108.0,1.0,,,,,,,,,,,,,,
11:27,9,PT11M27.00S,2022-12-08T03:11:30.8Z,1,REGULAR,3pt,Jump Shot,[],203935,32.013797634691194,29.901960784313726,1610612738,2,0,2022-12-08T03:11:35Z,90000,False,100.0,248.0,1,left,MISS M. Smart 26' 3PT,[203935],36,1610612738.0,BOS,,,,Smart,M. Smart,,,,,Above the Break 3,24+ Right Center,26.8,Missed,,,,,,,,,,,,,,,,,,
11:23,10,PT11M23.00S,2022-12-08T03:11:34.8Z,1,REGULAR,rebound,defensive,[],1628470,,,1610612756,2,0,2022-12-08T03:11:35Z,100000,False,,,0,,T. Craig REBOUND (Off:0 Def:1),[1628470],0,1610612756.0,PHX,,,,Craig,T. Craig,,,,,Above the Break 3,24+ Right Center,,,,,,,9.0,1.0,1.0,0.0,,,,,,,,,,
11:16,11,PT11M16.00S,2022-12-08T03:11:42.0Z,1,REGULAR,turnover,bad pass,[],1626164,,,1610612756,2,0,2022-12-08T03:11:45Z,110000,False,,,0,,D. Booker bad pass TURNOVER (1 TO),"[1626164, 1628369]",1,1610612756.0,PHX,,,,Booker,D. Booker,,,,,Above the Break 3,24+ Center,,,,,,,,,,,1.0,Tatum,1628369.0,,,,,,,
11:16,12,PT11M16.00S,2022-12-08T03:11:42.0Z,1,REGULAR,steal,,[],1628369,,,1610612738,2,0,2022-12-08T03:11:43Z,120000,False,,,0,,J. Tatum STEAL (1 STL),[1628369],0,1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,,,
11:13,13,PT11M13.00S,2022-12-08T03:11:46.5Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1627759,6.1268068331143235,50.49019607843137,1610612738,2,0,2022-12-08T03:17:18Z,130000,False,-2.0,5.0,1,left,MISS J. Brown driving Layup - blocked,"[1627759, 1628470]",7,1610612738.0,BOS,driving,,,Brown,J. Brown,,,,,Restricted Area,0-8 Center,0.57,Missed,,,,,,,,,,,,Craig,1628470.0,,,,,
11:13,14,PT11M13.00S,2022-12-08T03:11:46.5Z,1,REGULAR,block,,[],1628470,,,1610612738,2,0,2022-12-08T03:11:48Z,140000,False,,,0,,T. Craig BLOCK (1 BLK),[1628470],0,1610612756.0,PHX,,,,Craig,T. Craig,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
11:12,15,PT11M12.00S,2022-12-08T03:11:47.5Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612738,2,0,2022-12-08T03:17:02Z,150000,False,,,0,,TEAM offensive REBOUND,[],,1610612738.0,BOS,,,,,,,,,,Restricted Area,0-8 Center,,,,,,,13.0,,,,,,,,,,,,,
11:09,17,PT11M09.00S,2022-12-08T03:12:02.6Z,1,REGULAR,3pt,Jump Shot,"['fromturnover', '2ndchance']",203935,10.5946123521682,4.6568627450980395,1610612738,2,0,2022-12-08T03:12:06Z,170000,False,227.0,47.0,1,left,MISS M. Smart 3PT,[203935],36,1610612738.0,BOS,,,,Smart,M. Smart,,,,,Right Corner 3,24+ Right,23.15,Missed,,,,,,,,,,,,,,,,,,
11:05,18,PT11M05.00S,2022-12-08T03:12:06.6Z,1,REGULAR,rebound,defensive,[],1626164,,,1610612756,2,0,2022-12-08T03:12:06Z,180000,False,,,0,,D. Booker REBOUND (Off:0 Def:1),[1626164],1,1610612756.0,PHX,,,,Booker,D. Booker,,,,,Right Corner 3,24+ Right,,,,,,,17.0,1.0,1.0,0.0,,,,,,,,,,
11:02,19,PT11M02.00S,2022-12-08T03:12:09.4Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1628969,73.80091984231275,83.57843137254902,1610612756,2,0,2022-12-08T03:12:14Z,190000,False,168.0,194.0,1,right,MISS M. Bridges 25' 3PT,[1628969],25,1610612756.0,PHX,,,,Bridges,M. Bridges,,,,,Above the Break 3,24+ Right Center,25.64,Missed,,,,,,,,,,,,,,,,,,
11:00,20,PT11M00.00S,2022-12-08T03:12:11.4Z,1,REGULAR,rebound,defensive,[],1629684,,,1610612738,2,0,2022-12-08T03:12:14Z,200000,False,,,0,,G. Williams REBOUND (Off:0 Def:1),[1629684],12,1610612738.0,BOS,,,,Williams,G. Williams,,,,,Above the Break 3,24+ Right Center,,,,,,,19.0,1.0,1.0,0.0,,,,,,,,,,
10:53,21,PT10M53.00S,2022-12-08T03:12:18.9Z,1,REGULAR,3pt,Jump Shot,[],201933,21.895532194480946,88.48039215686273,1610612738,2,0,2022-12-08T03:12:23Z,210000,False,-192.0,153.0,1,left,MISS B. Griffin 24' 3PT,[201933],91,1610612738.0,BOS,,,,Griffin,B. Griffin,,,,,Above the Break 3,24+ Left Center,24.6,Missed,,,,,,,,,,,,,,,,,,
10:50,22,PT10M50.00S,2022-12-08T03:12:21.9Z,1,REGULAR,rebound,defensive,[],1626164,,,1610612756,2,0,2022-12-08T03:12:23Z,220000,False,,,0,,D. Booker REBOUND (Off:0 Def:2),[1626164],1,1610612756.0,PHX,,,,Booker,D. Booker,,,,,Above the Break 3,24+ Left Center,,,,,,,21.0,2.0,2.0,0.0,,,,,,,,,,
10:40,23,PT10M40.00S,2022-12-08T03:12:32.0Z,1,REGULAR,3pt,Jump Shot,[],1628969,83.04862023653088,95.8563112745098,1610612756,2,0,2022-12-08T03:12:40Z,230000,False,229.0,107.0,1,right,MISS M. Bridges 25' 3PT,[1628969],25,1610612756.0,PHX,,,,Bridges,M. Bridges,,,,,Above the Break 3,24+ Right Center,25.3,Missed,,,,,,,,,,,,,,,,,,
