actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
2,PT12M00.00S,2022-12-21T02:10:30.8Z,1,REGULAR,period,start,[],0,,,0,0,0,2022-12-21T02:10:30Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M57.00S,2022-12-21T02:10:33.1Z,1,REGULAR,jumpball,recovered,[],101108,,,1610612756,0,0,2022-12-21T02:10:33Z,40000,False,,,0,,Jump Ball D. Ayton vs. D. Gafford: Tip to C. Paul,"[101108, 1629028, 1629655]",1610612756.0,PHX,startperiod,C. Paul,101108.0,Paul,C. Paul,Ayton,1629028.0,Gafford,1629655.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M37.00S,2022-12-21T02:10:53.4Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629028,11.777266754270697,52.94117647058824,1610612756,0,0,2022-12-21T02:10:56Z,70000,False,-15.0,58.0,1,left,MISS D. Ayton 6' turnaround Shot,[1629028],1610612756.0,PHX,turnaround,,,Ayton,D. Ayton,,,,,In The Paint (Non-RA),0-8 Center,6.0,Missed,,,,,,,,,,,,,,,,,,
8,PT11M34.00S,2022-12-21T02:10:56.4Z,1,REGULAR,rebound,offensive,[],1628470,,,1610612756,0,0,2022-12-21T02:10:56Z,80000,False,,,0,,T. Craig REBOUND (Off:1 Def:0),[1628470],1610612756.0,PHX,,,,Craig,T. Craig,,,,,In The Paint (Non-RA),0-8 Center,,,7.0,1.0,0.0,1.0,,,,,,,,,,,,,,
9,PT11M32.00S,2022-12-21T02:10:57.6Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1628969,22.552562417871222,89.95098039215686,1610612756,3,0,2022-12-21T02:11:03Z,90000,False,-200.0,159.0,1,left,M. Bridges 25' 3PT  (3 PTS) (C. Paul 1 AST),"[1628969, 101108]",1610612756.0,PHX,,,,Bridges,M. Bridges,,,,,Above the Break 3,24+ Left Center,25.57,Made,,,,,3.0,C. Paul,101108.0,1.0,,,,,,,,,,
11,PT11M12.00S,2022-12-21T02:11:18.6Z,1,REGULAR,foul,personal,['2freethrow'],1628470,,,1610612764,3,0,2022-12-21T02:11:31Z,110000,False,,,0,,T. Craig shooting personal FOUL (1 PF) (Gafford 2 FT),"[1628470, 1629655]",1610612756.0,PHX,shooting,,,Craig,T. Craig,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,202058.0,1.0,0.0,Gafford,1629655.0,,,,,
13,PT11M12.00S,2022-12-21T02:11:42.7Z,1,REGULAR,freethrow,1 of 2,[],1629655,,,1610612764,3,0,2022-12-21T02:12:04Z,130000,False,,,0,,MISS D. Gafford Free Throw 1 of 2,[1629655],1610612764.0,WAS,,,,Gafford,D. Gafford,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
14,PT11M12.00S,2022-12-21T02:11:42.7Z,1,REGULAR,rebound,offensive,"['team', 'deadball']",0,,,1610612764,3,0,2022-12-21T02:12:04Z,140000,False,,,0,,TEAM offensive REBOUND,[],1610612764.0,WAS,,,,,,,,,,,,,,13.0,,,,,,,,,,,,,,,,,
15,PT11M12.00S,2022-12-21T02:11:42.7Z,1,REGULAR,freethrow,2 of 2,[],1629655,,,1610612764,3,0,2022-12-21T02:12:04Z,150000,False,,,0,,MISS D. Gafford Free Throw 2 of 2,[1629655],1610612764.0,WAS,,,,Gafford,D. Gafford,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
16,PT11M09.00S,2022-12-21T02:11:45.7Z,1,REGULAR,rebound,offensive,[],1629655,,,1610612764,3,0,2022-12-21T02:12:04Z,160000,False,,,0,,D. Gafford REBOUND (Off:1 Def:0),[1629655],1610612764.0,WAS,,,,Gafford,D. Gafford,,,,,,,,,15.0,1.0,0.0,1.0,,,,,,,,,,,,,,
