actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId
2,PT12M00.00S,2023-03-12T02:10:31.2Z,1,REGULAR,period,start,[],0,,,0,0,0,2023-03-12T02:10:31Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M55.00S,2023-03-12T02:10:35.7Z,1,REGULAR,jumpball,recovered,[],1629006,,,1610612756,0,0,2023-03-12T02:10:35Z,40000,False,,,0,,Jump Ball D. Ayton vs. D. Sabonis: Tip to J. Okogie,"[1629006, 1629028, 1627734]",1610612756.0,PHX,startperiod,J. Okogie,1629006.0,Okogie,J. Okogie,Ayton,1629028.0,Sabonis,1627734.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M45.00S,2023-03-12T02:10:44.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629028,91.14651773981603,52.20588235294118,1610612756,2,0,2023-03-12T02:10:48Z,70000,False,11.0,31.0,1,right,D. Ayton cutting Layup (2 PTS) (D. Booker 1 AST),"[1629028, 1626164]",1610612756.0,PHX,cutting,,,Ayton,D. Ayton,,,,,Restricted Area,0-8 Center,3.26,Made,2.0,D. Booker,1626164.0,1.0,,,,,,,,,,,,,,
9,PT11M23.00S,2023-03-12T02:11:07.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1627734,9.280551905387648,53.18627450980392,1610612758,2,0,2023-03-12T02:11:13Z,90000,False,-16.0,35.0,1,left,MISS D. Sabonis driving Layup,[1627734],1610612758.0,SAC,driving,,,Sabonis,D. Sabonis,,,,,Restricted Area,0-8 Center,3.82,Missed,,,,,,,,,,,,,,,,,,
10,PT11M21.00S,2023-03-12T02:11:09.0Z,1,REGULAR,rebound,defensive,[],1629028,,,1610612756,2,0,2023-03-12T02:11:13Z,100000,False,,,0,,D. Ayton REBOUND (Off:0 Def:1),[1629028],1610612756.0,PHX,,,,Ayton,D. Ayton,,,,,Restricted Area,0-8 Center,,,,,,,9.0,1.0,1.0,0.0,,,,,,,,,,
11,PT11M11.00S,2023-03-12T02:11:19.2Z,1,REGULAR,2pt,Jump Shot,[],1629028,78.13731931668858,50.245098039215684,1610612756,2,0,2023-03-12T02:11:22Z,110000,False,1.0,153.0,1,right,MISS D. Ayton 15' Jump Shot,[1629028],1610612756.0,PHX,,,,Ayton,D. Ayton,,,,,Mid-Range,8-16 Center,15.3,Missed,,,,,,,,,,,,,,,,,,
12,PT11M09.00S,2023-03-12T02:11:21.2Z,1,REGULAR,rebound,defensive,[],1627734,,,1610612758,2,0,2023-03-12T02:11:22Z,120000,False,,,0,,D. Sabonis REBOUND (Off:0 Def:1),[1627734],1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,Mid-Range,8-16 Center,,,,,,,11.0,1.0,1.0,0.0,,,,,,,,,,
13,PT10M47.00S,2023-03-12T02:11:43.0Z,1,REGULAR,2pt,Jump Shot,[],1628989,22.421156373193167,65.93137254901961,1610612758,2,2,2023-03-12T02:11:46Z,130000,False,-80.0,158.0,1,left,K. Huerter 17' Jump Shot (2 PTS) (K. Murray 1 AST),"[1628989, 1631099]",1610612758.0,SAC,,,,Huerter,K. Huerter,,,,,Mid-Range,16-24 Left Center,17.72,Made,2.0,K. Murray,1631099.0,1.0,,,,,,,,,,,,,,
15,PT10M27.00S,2023-03-12T02:12:03.2Z,1,REGULAR,2pt,Jump Shot,[],1629028,88.64980289093299,24.754901960784316,1610612756,2,2,2023-03-12T02:12:07Z,150000,False,-126.0,54.0,1,right,MISS D. Ayton 13' Jump Shot,[1629028],1610612756.0,PHX,,,,Ayton,D. Ayton,,,,,Mid-Range,8-16 Left,13.73,Missed,,,,,,,,,,,,,,,,,,
16,PT10M25.00S,2023-03-12T02:12:05.2Z,1,REGULAR,rebound,defensive,[],1628989,,,1610612758,2,2,2023-03-12T02:12:07Z,160000,False,,,0,,K. Huerter REBOUND (Off:0 Def:1),[1628989],1610612758.0,SAC,,,,Huerter,K. Huerter,,,,,Mid-Range,8-16 Left,,,,,,,15.0,1.0,1.0,0.0,,,,,,,,,,
17,PT10M18.00S,2023-03-12T02:12:12.0Z,1,REGULAR,3pt,Jump Shot,[],1628989,31.882391590013142,26.96078431372549,1610612758,2,2,2023-03-12T02:12:16Z,170000,False,115.0,247.0,1,left,MISS K. Huerter 27' 3PT,[1628989],1610612758.0,SAC,,,,Huerter,K. Huerter,,,,,Above the Break 3,24+ Right Center,27.27,Missed,,,,,,,,,,,,,,,,,,
18,PT10M16.00S,2023-03-12T02:12:14.0Z,1,REGULAR,rebound,defensive,[],1629006,,,1610612756,2,2,2023-03-12T02:12:16Z,180000,False,,,0,,J. Okogie REBOUND (Off:0 Def:1),[1629006],1610612756.0,PHX,,,,Okogie,J. Okogie,,,,,Above the Break 3,24+ Right Center,,,,,,,17.0,1.0,1.0,0.0,,,,,,,,,,
