actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,turnoverTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,stealPlayerName,stealPersonId
2,PT12M00.00S,2023-03-09T02:10:19.3Z,1,REGULAR,period,start,[],0,,,0,0,0,2023-03-09T02:10:19Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M56.00S,2023-03-09T02:10:21.9Z,1,REGULAR,jumpball,recovered,[],1629006,,,1610612756,0,0,2023-03-09T02:10:21Z,40000,False,,,0,,Jump Ball D. Ayton vs. J. Williams: Tip to J. Okogie,"[1629006, 1629028, 1631119]",1610612756.0,PHX,startperiod,J. Okogie,1629006.0,Okogie,J. Okogie,Ayton,1629028.0,Williams,1631119.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M45.00S,2023-03-09T02:10:32.4Z,1,REGULAR,2pt,Jump Shot,[],1626164,78.13731931668858,52.94117647058824,1610612756,2,0,2023-03-09T02:10:43Z,70000,False,15.0,153.0,1,right,D. Booker 15' fadeaway Jump Shot (2 PTS) (C. Paul 1 AST),"[1626164, 101108]",1610612756.0,PHX,fadeaway,,,Booker,D. Booker,,,,,Mid-Range,8-16 Center,15.37,Made,2.0,C. Paul,101108.0,1.0,,,,,,,,,,,,,,
9,PT11M32.00S,2023-03-09T02:10:49.2Z,1,REGULAR,turnover,out-of-bounds,[],1630581,,,1610612760,2,0,2023-03-09T02:10:58Z,90000,False,,,0,,J. Giddey bad pass out-of-bounds TURNOVER (1 TO),[1630581],1610612760.0,OKC,bad pass,,,Giddey,J. Giddey,,,,,Mid-Range,16-24 Left Center,,,,,,,202035.0,1.0,,,,,,,,,,,,
10,PT11M17.00S,2023-03-09T02:11:07.1Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover']",1629028,91.67214191852825,55.392156862745104,1610612756,4,0,2023-03-09T02:11:15Z,100000,False,27.0,26.0,1,right,D. Ayton alley-oop DUNK (2 PTS) (D. Booker 1 AST),"[1629028, 1626164]",1610612756.0,PHX,alley-oop,,,Ayton,D. Ayton,,,,,Restricted Area,0-8 Center,3.73,Made,2.0,D. Booker,1626164.0,1.0,,,,,,,,,,,,,,
12,PT10M54.00S,2023-03-09T02:11:29.3Z,1,REGULAR,3pt,Jump Shot,[],1630198,31.61957950065703,54.65686274509803,1610612760,4,0,2023-03-09T02:11:34Z,120000,False,-23.0,245.0,1,left,MISS I. Joe 24' 3PT,[1630198],1610612760.0,OKC,,,,Joe,I. Joe,,,,,Above the Break 3,24+ Center,24.58,Missed,,,,,,,,,,,,,,,,,,
13,PT10M52.00S,2023-03-09T02:11:31.3Z,1,REGULAR,rebound,offensive,[],1630581,,,1610612760,4,0,2023-03-09T02:11:34Z,130000,False,,,0,,J. Giddey REBOUND (Off:1 Def:0),[1630581],1610612760.0,OKC,,,,Giddey,J. Giddey,,,,,Above the Break 3,24+ Center,,,,,,,,,12.0,1.0,0.0,1.0,,,,,,,,
14,PT10M43.00S,2023-03-09T02:11:41.0Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630581,12.434296977660972,52.20588235294118,1610612760,4,0,2023-03-09T02:12:13Z,140000,False,-11.0,64.0,1,left,MISS J. Giddey 6' driving Layup - blocked,"[1630581, 1629028]",1610612760.0,OKC,driving,,,Giddey,J. Giddey,,,,,In The Paint (Non-RA),0-8 Center,6.53,Missed,,,,,,,,,,,Ayton,1629028.0,,,,,,
16,PT10M43.00S,2023-03-09T02:11:41.0Z,1,REGULAR,block,,[],1629028,,,1610612760,4,0,2023-03-09T02:11:53Z,145000,False,,,0,,D. Ayton BLOCK (1 BLK),[1629028],1610612756.0,PHX,,,,Ayton,D. Ayton,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
15,PT10M43.00S,2023-03-09T02:11:41.0Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612760,4,0,2023-03-09T02:11:53Z,150000,False,,,0,,TEAM offensive REBOUND,[],1610612760.0,OKC,,,,,,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,14.0,,,,,,,,,,,
18,PT10M42.00S,2023-03-09T02:11:57.7Z,1,REGULAR,foul,personal,['3freethrow'],1628470,,,1610612760,4,0,2023-03-09T02:12:09Z,170000,False,,,0,,T. Craig shooting personal FOUL (1 PF) (Joe 3 FT),"[1628470, 1630198]",1610612756.0,PHX,shooting,,,Craig,T. Craig,,,,,Above the Break 3,24+ Right Center,,,,,,,202058.0,,,,,,,,1.0,0.0,Joe,1630198.0,,
20,PT10M42.00S,2023-03-09T02:12:25.4Z,1,REGULAR,freethrow,1 of 3,['2ndchance'],1630198,,,1610612760,4,1,2023-03-09T02:12:25Z,190000,False,,,0,,I. Joe Free Throw 1 of 3 (1 PTS),[1630198],1610612760.0,OKC,,,,Joe,I. Joe,,,,,,,,Made,1.0,,,,,,,,,,,,,,,,,
21,PT10M42.00S,2023-03-09T02:12:40.6Z,1,REGULAR,freethrow,2 of 3,['2ndchance'],1630198,,,1610612760,4,2,2023-03-09T02:12:40Z,200000,False,,,0,,I. Joe Free Throw 2 of 3 (2 PTS),[1630198],1610612760.0,OKC,,,,Joe,I. Joe,,,,,,,,Made,2.0,,,,,,,,,,,,,,,,,
22,PT10M42.00S,2023-03-09T02:12:55.8Z,1,REGULAR,freethrow,3 of 3,['2ndchance'],1630198,,,1610612760,4,3,2023-03-09T02:12:55Z,210000,False,,,0,,I. Joe Free Throw 3 of 3 (3 PTS),[1630198],1610612760.0,OKC,,,,Joe,I. Joe,,,,,,,,Made,3.0,,,,,,,,,,,,,,,,,
23,PT10M26.00S,2023-03-09T02:13:13.0Z,1,REGULAR,2pt,Jump Shot,[],1629028,88.64980289093299,31.61764705882353,1610612756,4,3,2023-03-09T02:13:18Z,220000,False,-92.0,54.0,1,right,MISS D. Ayton 10' turnaround Shot,[1629028],1610612756.0,PHX,turnaround,,,Ayton,D. Ayton,,,,,Mid-Range,8-16 Left,10.67,Missed,,,,,,,,,,,,,,,,,,
24,PT10M24.00S,2023-03-09T02:13:15.0Z,1,REGULAR,rebound,defensive,[],1631119,,,1610612760,4,3,2023-03-09T02:13:42Z,230000,False,,,0,,J. Williams REBOUND (Off:0 Def:1),[1631119],1610612760.0,OKC,,,,Williams,J. Williams,,,,,Mid-Range,8-16 Left,,,,,,,,,23.0,1.0,1.0,0.0,,,,,,,,
25,PT10M03.00S,2023-03-09T02:13:37.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630598,9.806176084099869,58.82352941176471,1610612760,4,3,2023-03-09T02:13:46Z,240000,False,-44.0,40.0,1,left,MISS A. Wiggins cutting Layup - blocked,"[1630598, 1626164]",1610612760.0,OKC,cutting,,,Wiggins,A. Wiggins,,,,,In The Paint (Non-RA),0-8 Center,5.93,Missed,,,,,,,,,,,Booker,1626164.0,,,,,,
26,PT10M03.00S,2023-03-09T02:13:37.1Z,1,REGULAR,block,,[],1626164,,,1610612760,4,3,2023-03-09T02:13:39Z,250000,False,,,0,,D. Booker BLOCK (1 BLK),[1626164],1610612756.0,PHX,,,,Booker,D. Booker,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
27,PT10M03.00S,2023-03-09T02:13:37.1Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612760,4,3,2023-03-09T02:13:46Z,260000,False,,,0,,TEAM offensive REBOUND,[],1610612760.0,OKC,,,,,,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,25.0,,,,,,,,,,,
29,PT10M01.00S,2023-03-09T02:13:56.9Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1631119,31.61957950065703,68.38235294117648,1610612760,4,3,2023-03-09T02:14:02Z,280000,False,-92.0,245.0,1,left,MISS J. Williams 26' 3PT,[1631119],1610612760.0,OKC,,,,Williams,J. Williams,,,,,Above the Break 3,24+ Left Center,26.14,Missed,,,,,,,,,,,,,,,,,,
30,PT09M58.00S,2023-03-09T02:13:59.9Z,1,REGULAR,rebound,offensive,[],1630581,,,1610612760,4,3,2023-03-09T02:13:59Z,290000,False,,,0,,J. Giddey REBOUND (Off:2 Def:0),[1630581],1610612760.0,OKC,,,,Giddey,J. Giddey,,,,,Above the Break 3,24+ Left Center,,,,,,,,,29.0,2.0,0.0,2.0,,,,,,,,
31,PT09M56.00S,2023-03-09T02:14:01.9Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630598,7.703679369250986,54.41176470588235,1610612760,4,5,2023-03-09T02:14:06Z,300000,False,-22.0,20.0,1,left,A. Wiggins cutting Layup (2 PTS) (J. Giddey 1 AST),"[1630598, 1630581]",1610612760.0,OKC,cutting,,,Wiggins,A. Wiggins,,,,,Restricted Area,0-8 Center,2.97,Made,2.0,J. Giddey,1630581.0,1.0,,,,,,,,,,,,,,
33,PT09M41.00S,2023-03-09T02:14:18.1Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626164,84.44480946123521,45.09803921568628,1610612756,6,5,2023-03-09T02:15:15Z,320000,False,-25.0,94.0,1,right,D. Booker 9' pullup Jump Shot (4 PTS),[1626164],1610612756.0,PHX,pullup,,,Booker,D. Booker,,,,,In The Paint (Non-RA),8-16 Center,9.69,Made,4.0,,,,,,,,,,,,,,,,,
34,PT09M41.00S,2023-03-09T02:14:22.8Z,1,REGULAR,foul,personal,['1freethrow'],1629652,,,1610612756,6,5,2023-03-09T02:14:30Z,330000,False,,,0,,L. Dort shooting personal FOUL (1 PF) (Booker 1 FT),"[1629652, 1626164]",1610612760.0,OKC,shooting,,,Dort,L. Dort,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,202035.0,,,,,,,,1.0,0.0,Booker,1626164.0,,
36,PT09M41.00S,2023-03-09T02:14:44.4Z,1,REGULAR,freethrow,1 of 1,[],1626164,,,1610612756,6,5,2023-03-09T02:14:53Z,350000,False,,,0,,MISS D. Booker Free Throw 1 of 1,[1626164],1610612756.0,PHX,,,,Booker,D. Booker,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
37,PT09M38.00S,2023-03-09T02:14:47.4Z,1,REGULAR,rebound,defensive,[],1631119,,,1610612760,6,5,2023-03-09T02:14:53Z,360000,False,,,0,,J. Williams REBOUND (Off:0 Def:2),[1631119],1610612760.0,OKC,,,,Williams,J. Williams,,,,,,,,,,,,,,,36.0,2.0,2.0,0.0,,,,,,,,
38,PT09M33.00S,2023-03-09T02:14:50.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629652,11.383048620236531,47.30392156862745,1610612760,6,5,2023-03-09T02:15:03Z,370000,False,13.0,55.0,1,left,MISS L. Dort driving reverse Layup,[1629652],1610612760.0,OKC,driving reverse,,,Dort,L. Dort,,,,,In The Paint (Non-RA),0-8 Center,5.61,Missed,,,,,,,,,,,,,,,,,,
39,PT09M32.00S,2023-03-09T02:14:52.6Z,1,REGULAR,rebound,defensive,[],1629028,,,1610612756,6,5,2023-03-09T02:14:52Z,380000,False,,,0,,D. Ayton REBOUND (Off:0 Def:1),[1629028],1610612756.0,PHX,,,,Ayton,D. Ayton,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,38.0,1.0,1.0,0.0,,,,,,,,
40,PT09M28.00S,2023-03-09T02:14:56.0Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1626164,69.46452036793693,20.098039215686274,1610612756,9,5,2023-03-09T02:15:08Z,390000,False,-150.0,235.0,1,right,D. Booker 27' 3PT running pullup (7 PTS) (C. Paul 2 AST),"[1626164, 101108]",1610612756.0,PHX,running pullup,,,Booker,D. Booker,,,,,Above the Break 3,24+ Left Center,27.81,Made,7.0,C. Paul,101108.0,2.0,,,,,,,,,,,,,,
42,PT09M09.00S,2023-03-09T02:15:16.9Z,1,REGULAR,foul,personal,[],1626164,,,1610612760,9,5,2023-03-09T02:15:38Z,410000,False,,,0,,D. Booker personal FOUL (1 PF),"[1626164, 1630598]",1610612756.0,PHX,,,,Booker,D. Booker,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,202035.0,,,,,,,,1.0,0.0,Wiggins,1630598.0,,
44,PT08M59.00S,2023-03-09T02:15:44.7Z,1,REGULAR,3pt,Jump Shot,[],1630598,23.866622864651774,12.745098039215685,1610612760,9,5,2023-03-09T02:15:48Z,430000,False,186.0,172.0,1,left,MISS A. Wiggins 25' 3PT,[1630598],1610612760.0,OKC,,,,Wiggins,A. Wiggins,,,,,Above the Break 3,24+ Right Center,25.34,Missed,,,,,,,,,,,,,,,,,,
45,PT08M57.00S,2023-03-09T02:15:46.7Z,1,REGULAR,rebound,defensive,[],1629028,,,1610612756,9,5,2023-03-09T02:15:48Z,440000,False,,,0,,D. Ayton REBOUND (Off:0 Def:2),[1629028],1610612756.0,PHX,,,,Ayton,D. Ayton,,,,,Above the Break 3,24+ Right Center,,,,,,,,,44.0,2.0,2.0,0.0,,,,,,,,
46,PT08M52.00S,2023-03-09T02:15:52.7Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1629006,86.15308804204993,47.549019607843135,1610612756,11,5,2023-03-09T02:16:00Z,450000,False,-12.0,78.0,1,right,J. Okogie 7' running Layup (2 PTS) (C. Paul 3 AST),"[1629006, 101108]",1610612756.0,PHX,running,,,Okogie,J. Okogie,,,,,In The Paint (Non-RA),0-8 Center,7.87,Made,2.0,C. Paul,101108.0,3.0,,,,,,,,,,,,,,
47,PT08M38.00S,2023-03-09T02:16:07.4Z,1,REGULAR,3pt,Jump Shot,[],1630198,34.37910643889619,47.549019607843135,1610612760,11,8,2023-03-09T02:16:12Z,460000,False,12.0,271.0,1,left,I. Joe 27' 3PT  (6 PTS) (J. Giddey 2 AST),"[1630198, 1630581]",1610612760.0,OKC,,,,Joe,I. Joe,,,,,Above the Break 3,24+ Center,27.1,Made,6.0,J. Giddey,1630581.0,2.0,,,,,,,,,,,,,,
49,PT08M19.00S,2023-03-09T02:16:25.0Z,1,REGULAR,2pt,Jump Shot,[],101108,81.2910643889619,74.26470588235294,1610612756,13,8,2023-03-09T02:16:31Z,480000,False,121.0,123.0,1,right,C. Paul 17' pullup Jump Shot (2 PTS),[101108],1610612756.0,PHX,pullup,,,Paul,C. Paul,,,,,Mid-Range,16-24 Right Center,17.3,Made,2.0,,,,,,,,,,,,,,,,,
50,PT08M18.00S,2023-03-09T02:16:33.2Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612760,13,8,2023-03-09T02:16:33Z,490000,False,,,0,,OKC Timeout,[],1610612760.0,OKC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,PT08M07.00S,2023-03-09T02:19:41.6Z,1,REGULAR,3pt,Jump Shot,[],1630198,25.57490144546649,87.99019607843137,1610612760,13,8,2023-03-09T02:19:46Z,500000,False,-190.0,188.0,1,left,MISS I. Joe 26' 3PT,[1630198],1610612760.0,OKC,,,,Joe,I. Joe,,,,,Above the Break 3,24+ Left Center,26.72,Missed,,,,,,,,,,,,,,,,,,
53,PT08M02.00S,2023-03-09T02:19:46.6Z,1,REGULAR,rebound,defensive,[],1629028,,,1610612756,13,8,2023-03-09T02:19:46Z,510000,False,,,0,,D. Ayton REBOUND (Off:0 Def:3),[1629028],1610612756.0,PHX,,,,Ayton,D. Ayton,,,,,Above the Break 3,24+ Left Center,,,,,,,,,52.0,3.0,3.0,0.0,,,,,,,,
54,PT07M52.00S,2023-03-09T02:19:56.3Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1629028,85.3646517739816,51.225490196078425,1610612756,15,8,2023-03-09T02:20:00Z,520000,False,6.0,85.0,1,right,D. Ayton 8' turnaround Hook (4 PTS) (C. Paul 4 AST),"[1629028, 101108]",1610612756.0,PHX,turnaround,,,Ayton,D. Ayton,,,,,In The Paint (Non-RA),8-16 Center,8.53,Made,4.0,C. Paul,101108.0,4.0,,,,,,,,,,,,,,
56,PT07M42.00S,2023-03-09T02:20:06.9Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1630581,12.302890932982917,50.73529411764706,1610612760,15,8,2023-03-09T02:20:49Z,540000,False,-4.0,63.0,1,left,MISS J. Giddey 6' turnaround Hook,[1630581],1610612760.0,OKC,turnaround,,,Giddey,J. Giddey,,,,,In The Paint (Non-RA),0-8 Center,6.32,Missed,,,,,,,,,,,,,,,,,,
57,PT07M40.00S,2023-03-09T02:20:08.9Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612760,15,8,2023-03-09T02:20:26Z,550000,False,,,0,,TEAM offensive REBOUND,[],1610612760.0,OKC,,,,,,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,56.0,,,,,,,,,,,
58,PT07M40.00S,2023-03-09T02:20:14.5Z,1,REGULAR,foul,personal,[],101108,,,1610612760,15,8,2023-03-09T02:20:32Z,560000,False,,,0,,C. Paul loose ball personal FOUL (1 PF),"[101108, 1630581]",1610612756.0,PHX,loose ball,,,Paul,C. Paul,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,101283.0,,,,,,,,1.0,0.0,Giddey,1630581.0,,
60,PT07M28.00S,2023-03-09T02:20:45.2Z,1,REGULAR,turnover,lost ball,[],1629652,,,1610612760,15,8,2023-03-09T02:20:49Z,580000,False,,,0,,L. Dort lost ball TURNOVER (1 TO),"[1629652, 101108]",1610612760.0,OKC,,,,Dort,L. Dort,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,1.0,,,,,,,,,,,Paul,101108.0
61,PT07M28.00S,2023-03-09T02:20:45.2Z,1,REGULAR,steal,,[],101108,,,1610612756,15,8,2023-03-09T02:20:47Z,590000,False,,,0,,C. Paul STEAL (1 STL),[101108],1610612756.0,PHX,,,,Paul,C. Paul,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
62,PT07M12.00S,2023-03-09T02:21:01.5Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1628470,69.85873850197109,75.49019607843137,1610612756,15,8,2023-03-09T02:21:08Z,600000,False,127.0,231.0,1,right,MISS T. Craig 26' 3PT,[1628470],1610612756.0,PHX,,,,Craig,T. Craig,,,,,Above the Break 3,24+ Right Center,26.37,Missed,,,,,,,,,,,,,,,,,,
63,PT07M09.00S,2023-03-09T02:21:04.5Z,1,REGULAR,rebound,defensive,[],1630581,,,1610612760,15,8,2023-03-09T02:21:08Z,610000,False,,,0,,J. Giddey REBOUND (Off:2 Def:1),[1630581],1610612760.0,OKC,,,,Giddey,J. Giddey,,,,,Above the Break 3,24+ Right Center,,,,,,,,,62.0,3.0,1.0,2.0,,,,,,,,
64,PT07M04.00S,2023-03-09T02:21:08.8Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1629652,26.888961892247043,81.86274509803921,1610612760,15,8,2023-03-09T02:21:16Z,620000,False,-159.0,200.0,1,left,MISS L. Dort 25' running 3PT,[1629652],1610612760.0,OKC,running,,,Dort,L. Dort,,,,,Above the Break 3,24+ Left Center,25.59,Missed,,,,,,,,,,,,,,,,,,
65,PT07M01.00S,2023-03-09T02:21:11.8Z,1,REGULAR,rebound,defensive,[],1629028,,,1610612756,15,8,2023-03-09T02:21:16Z,630000,False,,,0,,D. Ayton REBOUND (Off:0 Def:4),[1629028],1610612756.0,PHX,,,,Ayton,D. Ayton,,,,,Above the Break 3,24+ Left Center,,,,,,,,,64.0,4.0,4.0,0.0,,,,,,,,
66,PT06M41.00S,2023-03-09T02:21:32.3Z,1,REGULAR,turnover,bad pass,[],1629006,,,1610612756,15,8,2023-03-09T02:21:35Z,640000,False,,,0,,J. Okogie bad pass TURNOVER (1 TO),"[1629006, 1630198]",1610612756.0,PHX,,,,Okogie,J. Okogie,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,1.0,,,,,,,,,,,Joe,1630198.0
67,PT06M41.00S,2023-03-09T02:21:32.3Z,1,REGULAR,steal,,[],1630198,,,1610612760,15,8,2023-03-09T02:21:33Z,650000,False,,,0,,I. Joe STEAL (1 STL),[1630198],1610612760.0,OKC,,,,Joe,I. Joe,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
68,PT06M37.00S,2023-03-09T02:21:36.1Z,1,REGULAR,turnover,bad pass,[],1630198,,,1610612760,15,8,2023-03-09T02:21:40Z,660000,False,,,0,,I. Joe bad pass TURNOVER (1 TO),"[1630198, 101108]",1610612760.0,OKC,,,,Joe,I. Joe,,,,,Above the Break 3,24+ Left Center,,,,,,,,1.0,,,,,,,,,,,Paul,101108.0
69,PT06M37.00S,2023-03-09T02:21:36.1Z,1,REGULAR,steal,,[],101108,,,1610612756,15,8,2023-03-09T02:21:38Z,670000,False,,,0,,C. Paul STEAL (2 STL),[101108],1610612756.0,PHX,,,,Paul,C. Paul,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,,,,,
70,PT06M34.00S,2023-03-09T02:21:39.9Z,1,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",101108,70.38436268068331,20.098039215686274,1610612756,18,8,2023-03-09T02:21:45Z,680000,False,-150.0,226.0,1,right,C. Paul 27' 3PT running pullup (5 PTS),[101108],1610612756.0,PHX,running pullup,,,Paul,C. Paul,,,,,Above the Break 3,24+ Left Center,27.09,Made,5.0,,,,,,,,,,,,,,,,,
