actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,pointsTotal,blockPlayerName,blockPersonId,turnoverTotal,stealPlayerName,stealPersonId,assistPlayerNameInitial,assistPersonId,assistTotal
87,PT04M48.00S,2022-11-02T02:22:01.1Z,1,REGULAR,rebound,offensive,[],1626157,,,1610612750,12,9,2022-11-02T02:22:01Z,870000,,,0,,K. Towns REBOUND (Off:1 Def:1),[1626157],1610612750.0,MIN,,,,Towns,K. Towns,,,,,Mid-Range,8-16 Left,,,86.0,2.0,1.0,1.0,,,,,,,,,,,,,,
88,PT04M45.00S,2022-11-02T02:22:04.2Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover', '2ndchance']",1626157,9.937582128777924,41.911764705882355,1610612750,12,9,2022-11-02T02:22:10Z,880000,40.0,41.0,1,left,MISS K. Towns fadeaway Shot,[1626157],1610612750.0,MIN,fadeaway,,,Towns,K. Towns,,,,,In The Paint (Non-RA),0-8 Center,5.75,Missed,,,,,,,,,,,,,,,,,,
89,PT04M43.00S,2022-11-02T02:22:06.2Z,1,REGULAR,rebound,offensive,[],1626157,,,1610612750,12,9,2022-11-02T02:22:10Z,890000,,,0,,K. Towns REBOUND (Off:2 Def:1),[1626157],1610612750.0,MIN,,,,Towns,K. Towns,,,,,In The Paint (Non-RA),0-8 Center,,,88.0,3.0,1.0,2.0,,,,,,,,,,,,,,
90,PT04M36.00S,2022-11-02T02:22:13.0Z,1,REGULAR,2pt,Hook,"['pointsinthepaint', 'fromturnover', '2ndchance']",1626157,13.87976346911958,50.245098039215684,1610612750,12,9,2022-11-02T02:24:14Z,900000,-1.0,78.0,1,left,MISS K. Towns 7' driving Hook,[1626157],1610612750.0,MIN,driving,,,Towns,K. Towns,,,,,In The Paint (Non-RA),0-8 Center,7.8,Missed,,,,,,,,,,,,,,,,,,
91,PT04M35.00S,2022-11-02T02:22:14.0Z,1,REGULAR,rebound,defensive,[],1626164,,,1610612756,12,9,2022-11-02T02:22:17Z,910000,,,0,,D. Booker REBOUND (Off:0 Def:2),[1626164],1610612756.0,PHX,,,,Booker,D. Booker,,,,,In The Paint (Non-RA),0-8 Center,,,90.0,2.0,2.0,0.0,,,,,,,,,,,,,,
92,PT04M30.00S,2022-11-02T02:22:19.1Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1626164,91.80354796320631,46.568627450980394,1610612756,14,9,2022-11-02T02:24:35Z,920000,-17.0,25.0,1,right,D. Booker running Layup (4 PTS),[1626164],1610612756.0,PHX,running,,,Booker,D. Booker,,,,,Restricted Area,0-8 Center,2.99,Made,,,,,,,,,,4.0,,,,,,,,
93,PT04M20.00S,2022-11-02T02:22:31.3Z,1,REGULAR,foul,offensive,[],1626157,,,1610612750,14,9,2022-11-02T02:22:43Z,930000,,,0,,K. Towns offensive FOUL (1 PF),"[1626157, 1626164]",1610612750.0,MIN,,,,Towns,K. Towns,,,,,Mid-Range,16-24 Right Center,,,,,,,1628951.0,1.0,0.0,Booker,1626164.0,,,,,,,,,
95,PT04M20.00S,2022-11-02T02:22:31.3Z,1,REGULAR,turnover,offensive foul,[],1626157,,,1610612750,14,9,2022-11-02T02:22:31Z,950000,,,0,,K. Towns offensive foul TURNOVER (2 TO),[1626157],1610612750.0,MIN,,,,Towns,K. Towns,,,,,Mid-Range,16-24 Right Center,,,,,,,1628951.0,,,,,,,,2.0,,,,,
96,PT04M20.00S,2022-11-02T02:22:41.4Z,1,REGULAR,substitution,out,[],101108,,,1610612756,14,9,2022-11-02T02:22:53Z,960000,,,0,,SUB out: C. Paul,[101108],1610612756.0,PHX,,,,Paul,C. Paul,,,,,,,,,,,,,,,,,,,,,,,,,,
97,PT04M20.00S,2022-11-02T02:22:41.4Z,1,REGULAR,substitution,out,[],1629661,,,1610612756,14,9,2022-11-02T02:22:53Z,970000,,,0,,SUB out: C. Johnson,[1629661],1610612756.0,PHX,,,,Johnson,C. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,
98,PT04M20.00S,2022-11-02T02:22:41.4Z,1,REGULAR,substitution,out,[],1626156,,,1610612756,14,9,2022-11-02T02:22:53Z,980000,,,0,,SUB out: D. Russell,[1626156],1610612750.0,MIN,,,,Russell,D. Russell,,,,,,,,,,,,,,,,,,,,,,,,,,
99,PT04M20.00S,2022-11-02T02:22:41.4Z,1,REGULAR,substitution,out,[],203497,,,1610612756,14,9,2022-11-02T02:22:53Z,990000,,,0,,SUB out: R. Gobert,[203497],1610612750.0,MIN,,,,Gobert,R. Gobert,,,,,,,,,,,,,,,,,,,,,,,,,,
100,PT04M20.00S,2022-11-02T02:22:41.4Z,1,REGULAR,substitution,in,[],1628470,,,1610612756,14,9,2022-11-02T02:22:53Z,1000000,,,0,,SUB in: T. Craig,[1628470],1610612756.0,PHX,,,,Craig,T. Craig,,,,,,,,,,,,,,,,,,,,,,,,,,
101,PT04M20.00S,2022-11-02T02:22:41.4Z,1,REGULAR,substitution,in,[],1626166,,,1610612756,14,9,2022-11-02T02:22:53Z,1010000,,,0,,SUB in: C. Payne,[1626166],1610612756.0,PHX,,,,Payne,C. Payne,,,,,,,,,,,,,,,,,,,,,,,,,,
102,PT04M20.00S,2022-11-02T02:22:41.4Z,1,REGULAR,substitution,in,[],203937,,,1610612756,14,9,2022-11-02T02:22:53Z,1020000,,,0,,SUB in: K. Anderson,[203937],1610612750.0,MIN,,,,Anderson,K. Anderson,,,,,,,,,,,,,,,,,,,,,,,,,,
103,PT04M20.00S,2022-11-02T02:22:41.4Z,1,REGULAR,substitution,in,[],1629162,,,1610612756,14,9,2022-11-02T02:22:53Z,1030000,,,0,,SUB in: J. McLaughlin,[1629162],1610612750.0,MIN,,,,McLaughlin,J. McLaughlin,,,,,,,,,,,,,,,,,,,,,,,,,,
104,PT04M05.00S,2022-11-02T02:23:08.3Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1629111,92.9862023653088,48.77450980392157,1610612756,16,9,2022-11-02T02:23:12Z,1040000,-6.0,13.0,1,right,J. Landale cutting Layup (2 PTS) (D. Booker 1 AST),"[1629111, 1626164]",1610612756.0,PHX,cutting,,,Landale,J. Landale,,,,,Restricted Area,0-8 Center,1.47,Made,,,,,,,,,,2.0,,,,,,D. Booker,1626164.0,1.0
106,PT03M53.00S,2022-11-02T02:23:22.8Z,1,REGULAR,foul,personal,['2freethrow'],1629111,,,1610612750,16,9,2022-11-02T02:23:36Z,1060000,,,0,,J. Landale shooting personal FOUL (1 PF) (Anderson 2 FT),"[1629111, 203937]",1610612756.0,PHX,shooting,,,Landale,J. Landale,,,,,Restricted Area,0-8 Center,,,,,,,202027.0,1.0,0.0,Anderson,203937.0,,,,,,,,,
108,PT03M53.00S,2022-11-02T02:23:53.5Z,1,REGULAR,freethrow,1 of 2,[],203937,,,1610612750,16,10,2022-11-02T02:24:46Z,1080000,,,0,,K. Anderson Free Throw 1 of 2 (1 PTS),[203937],1610612750.0,MIN,,,,Anderson,K. Anderson,,,,,,,,Made,,,,,,,,,,1.0,,,,,,,,
109,PT03M53.00S,2022-11-02T02:23:54.2Z,1,REGULAR,substitution,out,[],1630183,,,1610612750,16,10,2022-11-02T02:23:58Z,1090000,,,0,,SUB out: J. McDaniels,[1630183],1610612750.0,MIN,,,,McDaniels,J. McDaniels,,,,,,,,,,,,,,,,,,,,,,,,,,
110,PT03M53.00S,2022-11-02T02:23:54.2Z,1,REGULAR,substitution,in,[],1629669,,,1610612750,16,10,2022-11-02T02:23:58Z,1100000,,,0,,SUB in: J. Nowell,[1629669],1610612750.0,MIN,,,,Nowell,J. Nowell,,,,,,,,,,,,,,,,,,,,,,,,,,
111,PT03M53.00S,2022-11-02T02:23:53.5Z,1,REGULAR,freethrow,2 of 2,[],203937,,,1610612750,16,10,2022-11-02T02:24:46Z,1110000,,,0,,MISS K. Anderson Free Throw 2 of 2,[203937],1610612750.0,MIN,,,,Anderson,K. Anderson,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
112,PT03M51.00S,2022-11-02T02:23:55.5Z,1,REGULAR,rebound,defensive,[],1628470,,,1610612756,16,10,2022-11-02T02:24:46Z,1120000,,,0,,T. Craig REBOUND (Off:0 Def:1),[1628470],1610612756.0,PHX,,,,Craig,T. Craig,,,,,,,,,111.0,1.0,1.0,0.0,,,,,,,,,,,,,,
113,PT03M35.00S,2022-11-02T02:24:39.9Z,1,REGULAR,foul,personal,['2freethrow'],1629669,,,1610612756,16,10,2022-11-02T02:24:45Z,1130000,,,0,,J. Nowell shooting personal FOUL (1 PF) (Craig 2 FT),"[1629669, 1628470]",1610612750.0,MIN,shooting,,,Nowell,J. Nowell,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,202027.0,1.0,0.0,Craig,1628470.0,,,,,,,,,
115,PT03M35.00S,2022-11-02T02:25:05.4Z,1,REGULAR,freethrow,1 of 2,[],1628470,,,1610612756,16,10,2022-11-02T02:25:05Z,1150000,,,0,,MISS T. Craig Free Throw 1 of 2,[1628470],1610612756.0,PHX,,,,Craig,T. Craig,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
116,PT03M35.00S,2022-11-02T02:25:05.4Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612756,16,10,2022-11-02T02:25:05Z,1160000,,,0,,TEAM offensive REBOUND,[],1610612756.0,PHX,,,,,,,,,,,,,,115.0,,,,,,,,,,,,,,,,,
117,PT03M35.00S,2022-11-02T02:25:21.3Z,1,REGULAR,freethrow,2 of 2,[],1628470,,,1610612756,17,10,2022-11-02T02:25:21Z,1170000,,,0,,T. Craig Free Throw 2 of 2 (1 PTS),[1628470],1610612756.0,PHX,,,,Craig,T. Craig,,,,,,,,Made,,,,,,,,,,1.0,,,,,,,,
118,PT03M20.00S,2022-11-02T02:25:37.4Z,1,REGULAR,3pt,Jump Shot,[],1626157,20.45006570302234,90.93137254901961,1610612750,17,10,2022-11-02T02:25:50Z,1180000,-205.0,140.0,1,left,MISS K. Towns 24' 3PT,[1626157],1610612750.0,MIN,,,,Towns,K. Towns,,,,,Above the Break 3,24+ Left Center,24.78,Missed,,,,,,,,,,,,,,,,,,
119,PT03M18.00S,2022-11-02T02:25:39.4Z,1,REGULAR,rebound,defensive,[],1626164,,,1610612756,17,10,2022-11-02T02:25:42Z,1190000,,,0,,D. Booker REBOUND (Off:0 Def:3),[1626164],1610612756.0,PHX,,,,Booker,D. Booker,,,,,Mid-Range,16-24 Left,,,118.0,3.0,3.0,0.0,,,,,,,,,,,,,,
120,PT03M04.00S,2022-11-02T02:25:53.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1626166,91.27792378449409,37.254901960784316,1610612756,17,10,2022-11-02T02:26:00Z,1200000,-64.0,29.0,1,right,MISS C. Payne 7' driving Layup,[1626166],1610612756.0,PHX,driving,,,Payne,C. Payne,,,,,In The Paint (Non-RA),0-8 Center,7.02,Missed,,,,,,,,,,,,,,,,,,
121,PT03M03.00S,2022-11-02T02:25:54.2Z,1,REGULAR,rebound,defensive,[],1629162,,,1610612750,17,10,2022-11-02T02:26:00Z,1210000,,,0,,J. McLaughlin REBOUND (Off:0 Def:1),[1629162],1610612750.0,MIN,,,,McLaughlin,J. McLaughlin,,,,,In The Paint (Non-RA),0-8 Center,,,120.0,1.0,1.0,0.0,,,,,,,,,,,,,,
122,PT02M59.00S,2022-11-02T02:25:58.6Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1630162,6.258212877792378,60.29411764705882,1610612750,17,12,2022-11-02T02:26:04Z,1220000,-51.0,6.0,1,left,A. Edwards running Layup (9 PTS) (J. McLaughlin 1 AST),"[1630162, 1629162]",1610612750.0,MIN,running,,,Edwards,A. Edwards,,,,,In The Paint (Non-RA),0-8 Center,5.19,Made,,,,,,,,,,9.0,,,,,,J. McLaughlin,1629162.0,1.0
124,PT02M47.00S,2022-11-02T02:26:09.9Z,1,REGULAR,3pt,Jump Shot,[],1626166,79.31997371879106,93.13725490196079,1610612756,20,12,2022-11-02T02:26:15Z,1240000,216.0,142.0,1,right,C. Payne 25' 3PT  (3 PTS) (M. Bridges 2 AST),"[1626166, 1628969]",1610612756.0,PHX,,,,Payne,C. Payne,,,,,Above the Break 3,24+ Right Center,25.82,Made,,,,,,,,,,3.0,,,,,,M. Bridges,1628969.0,2.0
126,PT02M28.00S,2022-11-02T02:26:28.6Z,1,REGULAR,3pt,Jump Shot,[],1630162,22.815374507227332,10.294117647058822,1610612750,20,12,2022-11-02T02:26:34Z,1260000,199.0,162.0,1,left,MISS A. Edwards 25' 3PT,[1630162],1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,Above the Break 3,24+ Right Center,25.62,Missed,,,,,,,,,,,,,,,,,,
127,PT02M26.00S,2022-11-02T02:26:30.6Z,1,REGULAR,rebound,defensive,[],1628470,,,1610612756,20,12,2022-11-02T02:26:34Z,1270000,,,0,,T. Craig REBOUND (Off:0 Def:2),[1628470],1610612756.0,PHX,,,,Craig,T. Craig,,,,,Above the Break 3,24+ Right Center,,,126.0,2.0,2.0,0.0,,,,,,,,,,,,,,
128,PT02M22.00S,2022-11-02T02:26:37.5Z,1,REGULAR,foul,personal,[],1630162,,,1610612756,20,12,2022-11-02T02:27:14Z,1280000,,,0,,A. Edwards personal FOUL (1 PF),"[1630162, 1626164]",1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,Restricted Area,0-8 Center,,,,,,,202027.0,1.0,0.0,Booker,1626164.0,,,,,,,,,
130,PT02M22.00S,2022-11-02T02:26:52.1Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612756,20,12,2022-11-02T02:26:52Z,1300000,,,0,,MIN Timeout,[],1610612750.0,MIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131,PT02M22.00S,2022-11-02T02:29:13.9Z,1,REGULAR,substitution,out,[],1628969,,,1610612756,20,12,2022-11-02T02:29:48Z,1310000,,,0,,SUB out: M. Bridges,[1628969],1610612756.0,PHX,,,,Bridges,M. Bridges,,,,,,,,,,,,,,,,,,,,,,,,,,
132,PT02M22.00S,2022-11-02T02:29:13.9Z,1,REGULAR,substitution,out,[],1630162,,,1610612756,20,12,2022-11-02T02:29:48Z,1320000,,,0,,SUB out: A. Edwards,[1630162],1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,,,,,,,,,,,,,,,,,,,,,,
133,PT02M22.00S,2022-11-02T02:29:13.9Z,1,REGULAR,substitution,in,[],1629013,,,1610612756,20,12,2022-11-02T02:29:48Z,1330000,,,0,,SUB in: L. Shamet,[1629013],1610612756.0,PHX,,,,Shamet,L. Shamet,,,,,,,,,,,,,,,,,,,,,,,,,,
134,PT02M22.00S,2022-11-02T02:29:13.9Z,1,REGULAR,substitution,in,[],1627752,,,1610612756,20,12,2022-11-02T02:29:48Z,1340000,,,0,,SUB in: T. Prince,[1627752],1610612750.0,MIN,,,,Prince,T. Prince,,,,,,,,,,,,,,,,,,,,,,,,,,
135,PT02M14.00S,2022-11-02T02:30:17.7Z,1,REGULAR,2pt,Jump Shot,[],1626164,76.42904073587385,52.450980392156865,1610612756,20,12,2022-11-02T02:30:22Z,1350000,12.0,169.0,1,right,MISS D. Booker 16' pullup Shot,[1626164],1610612756.0,PHX,pullup,,,Booker,D. Booker,,,,,Mid-Range,16-24 Center,16.95,Missed,,,,,,,,,,,,,,,,,,
136,PT02M12.00S,2022-11-02T02:30:19.7Z,1,REGULAR,rebound,defensive,[],203937,,,1610612750,20,12,2022-11-02T02:30:22Z,1360000,,,0,,K. Anderson REBOUND (Off:0 Def:1),[203937],1610612750.0,MIN,,,,Anderson,K. Anderson,,,,,Mid-Range,16-24 Center,,,135.0,1.0,1.0,0.0,,,,,,,,,,,,,,
137,PT02M02.00S,2022-11-02T02:30:29.8Z,1,REGULAR,3pt,Jump Shot,[],1627752,30.831143232588698,30.14705882352941,1610612750,20,12,2022-11-02T02:31:06Z,1370000,99.0,237.0,1,left,MISS T. Prince 25' pullup 3PT,[1627752],1610612750.0,MIN,pullup,,,Prince,T. Prince,,,,,Above the Break 3,24+ Right Center,25.72,Missed,,,,,,,,,,,,,,,,,,
138,PT01M59.00S,2022-11-02T02:30:32.8Z,1,REGULAR,rebound,defensive,[],1626164,,,1610612756,20,12,2022-11-02T02:30:35Z,1380000,,,0,,D. Booker REBOUND (Off:0 Def:4),[1626164],1610612756.0,PHX,,,,Booker,D. Booker,,,,,Above the Break 3,24+ Right Center,,,137.0,4.0,4.0,0.0,,,,,,,,,,,,,,
139,PT01M41.00S,2022-11-02T02:30:50.2Z,1,REGULAR,3pt,Jump Shot,[],1626166,71.17279894875165,15.686274509803921,1610612756,20,12,2022-11-02T02:30:55Z,1390000,-172.0,218.0,1,right,MISS C. Payne 27' 3PT,[1626166],1610612756.0,PHX,,,,Payne,C. Payne,,,,,Above the Break 3,24+ Left Center,27.78,Missed,,,,,,,,,,,,,,,,,,
140,PT01M40.00S,2022-11-02T02:30:51.2Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612756,20,12,2022-11-02T02:30:55Z,1400000,,,0,,TEAM offensive REBOUND,[],1610612756.0,PHX,,,,,,,,,,Above the Break 3,24+ Left Center,,,139.0,,,,,,,,,,,,,,,,,
142,PT01M32.00S,2022-11-02T02:31:20.2Z,1,REGULAR,2pt,Jump Shot,['2ndchance'],1626164,86.15308804204993,76.47058823529412,1610612756,22,12,2022-11-02T02:32:09Z,1420000,132.0,78.0,1,right,D. Booker 15' step back Jump Shot (6 PTS),[1626164],1610612756.0,PHX,step back,,,Booker,D. Booker,,,,,Mid-Range,8-16 Right,15.35,Made,,,,,,,,,,6.0,,,,,,,,
143,PT01M32.00S,2022-11-02T02:31:23.2Z,1,REGULAR,foul,personal,['1freethrow'],1627752,,,1610612756,22,12,2022-11-02T02:31:30Z,1430000,,,0,,T. Prince shooting personal FOUL (1 PF) (Booker 1 FT),"[1627752, 1626164]",1610612750.0,MIN,shooting,,,Prince,T. Prince,,,,,Mid-Range,8-16 Right,,,,,,,2882.0,1.0,0.0,Booker,1626164.0,,,,,,,,,
145,PT01M32.00S,2022-11-02T02:31:47.3Z,1,REGULAR,freethrow,1 of 1,['2ndchance'],1626164,,,1610612756,23,12,2022-11-02T02:31:47Z,1450000,,,0,,D. Booker Free Throw 1 of 1 (7 PTS),[1626164],1610612756.0,PHX,,,,Booker,D. Booker,,,,,,,,Made,,,,,,,,,,7.0,,,,,,,,
146,PT01M14.00S,2022-11-02T02:32:09.8Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1626157,11.777266754270697,55.14705882352941,1610612750,23,14,2022-11-02T02:32:14Z,1460000,-26.0,58.0,1,left,K. Towns 6' turnaround Hook (2 PTS) (J. Nowell 1 AST),"[1626157, 1629669]",1610612750.0,MIN,turnaround,,,Towns,K. Towns,,,,,In The Paint (Non-RA),0-8 Center,6.36,Made,,,,,,,,,,2.0,,,,,,J. Nowell,1629669.0,1.0
148,PT01M08.00S,2022-11-02T02:32:18.4Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1627752,,,1610612756,23,14,2022-11-02T02:32:27Z,1480000,,,0,,T. Prince personal FOUL (2 PF) (Booker 2 FT),"[1627752, 1626164]",1610612750.0,MIN,,,,Prince,T. Prince,,,,,Mid-Range,16-24 Right Center,,,,,,,2882.0,2.0,0.0,Booker,1626164.0,,,,,,,,,
150,PT01M08.00S,2022-11-02T02:32:46.5Z,1,REGULAR,freethrow,1 of 2,[],1626164,,,1610612756,24,14,2022-11-02T02:33:05Z,1500000,,,0,,D. Booker Free Throw 1 of 2 (8 PTS),[1626164],1610612756.0,PHX,,,,Booker,D. Booker,,,,,,,,Made,,,,,,,,,,8.0,,,,,,,,
151,PT01M08.00S,2022-11-02T02:32:46.5Z,1,REGULAR,freethrow,2 of 2,[],1626164,,,1610612756,24,14,2022-11-02T02:33:05Z,1510000,,,0,,MISS D. Booker Free Throw 2 of 2,[1626164],1610612756.0,PHX,,,,Booker,D. Booker,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
152,PT01M07.00S,2022-11-02T02:32:47.5Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612750,24,14,2022-11-02T02:33:05Z,1520000,,,0,,TEAM defensive REBOUND,[],1610612750.0,MIN,,,,,,,,,,,,,,151.0,,,,,,,,,,,,,,,,,
154,PT01M07.00S,2022-11-02T02:33:05.3Z,1,REGULAR,substitution,out,[],1626164,,,1610612750,24,14,2022-11-02T02:33:07Z,1540000,,,0,,SUB out: D. Booker,[1626164],1610612756.0,PHX,,,,Booker,D. Booker,,,,,,,,,,,,,,,,,,,,,,,,,,
155,PT01M07.00S,2022-11-02T02:33:05.3Z,1,REGULAR,substitution,in,[],1627814,,,1610612750,24,14,2022-11-02T02:33:07Z,1550000,,,0,,SUB in: D. Lee,[1627814],1610612756.0,PHX,,,,Lee,D. Lee,,,,,,,,,,,,,,,,,,,,,,,,,,
156,PT01M00.00S,2022-11-02T02:33:26.5Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],203937,5.601182654402102,50.98039215686274,1610612750,24,16,2022-11-02T02:33:30Z,1560000,-5.0,0.0,1,left,K. Anderson cutting DUNK (3 PTS) (K. Towns 3 AST),"[203937, 1626157]",1610612750.0,MIN,cutting,,,Anderson,K. Anderson,,,,,Restricted Area,0-8 Center,0.49,Made,,,,,,,,,,3.0,,,,,,K. Towns,1626157.0,3.0
158,PT00M51.10S,2022-11-02T02:33:37.4Z,1,REGULAR,3pt,Jump Shot,[],1629111,72.88107752956637,15.196078431372548,1610612756,24,16,2022-11-02T02:33:42Z,1580000,-174.0,202.0,1,right,MISS J. Landale 26' 3PT,[1629111],1610612756.0,PHX,,,,Landale,J. Landale,,,,,Above the Break 3,24+ Left Center,26.69,Missed,,,,,,,,,,,,,,,,,,
159,PT00M47.90S,2022-11-02T02:33:40.6Z,1,REGULAR,rebound,defensive,[],1629669,,,1610612750,24,16,2022-11-02T02:33:42Z,1590000,,,0,,J. Nowell REBOUND (Off:0 Def:1),[1629669],1610612750.0,MIN,,,,Nowell,J. Nowell,,,,,Above the Break 3,24+ Left Center,,,158.0,1.0,1.0,0.0,,,,,,,,,,,,,,
160,PT00M37.30S,2022-11-02T02:33:52.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629669,5.338370565045992,51.225490196078425,1610612750,24,18,2022-11-02T02:34:07Z,1600000,-6.0,-2.0,1,left,J. Nowell driving finger roll Layup (2 PTS),[1629669],1610612750.0,MIN,driving finger roll,,,Nowell,J. Nowell,,,,,Restricted Area,0-8 Center,0.65,Made,,,,,,,,,,2.0,,,,,,,,
161,PT00M37.30S,2022-11-02T02:33:58.4Z,1,REGULAR,violation,delay-of-game,['team'],0,,,1610612756,24,18,2022-11-02T02:34:10Z,1610000,,,0,,TEAM delay-of-game VIOLATION,[],1610612750.0,MIN,,,,,,,,,,,,,,,,,,2882.0,,,,,,,,,,,,,
162,PT00M28.70S,2022-11-02T02:34:10.2Z,1,REGULAR,3pt,Jump Shot,[],1626166,92.59198423127464,95.34313725490196,1610612756,24,18,2022-11-02T02:34:15Z,1620000,227.0,17.0,1,right,MISS C. Payne step back 3PT,[1626166],1610612756.0,PHX,step back,,,Payne,C. Payne,,,,,Right Corner 3,24+ Right,22.73,Missed,,,,,,,,,,,,,,,,,,
163,PT00M26.60S,2022-11-02T02:34:12.3Z,1,REGULAR,rebound,defensive,[],1627752,,,1610612750,24,18,2022-11-02T02:34:15Z,1630000,,,0,,T. Prince REBOUND (Off:0 Def:1),[1627752],1610612750.0,MIN,,,,Prince,T. Prince,,,,,Right Corner 3,24+ Right,,,162.0,1.0,1.0,0.0,,,,,,,,,,,,,,
164,PT00M15.40S,2022-11-02T02:34:23.5Z,1,REGULAR,2pt,Jump Shot,[],1629669,9.806176084099869,79.41176470588235,1610612750,24,20,2022-11-02T02:34:29Z,1640000,-147.0,40.0,1,left,J. Nowell 15' step back Jump Shot (4 PTS),[1629669],1610612750.0,MIN,step back,,,Nowell,J. Nowell,,,,,Mid-Range,8-16 Left,15.24,Made,,,,,,,,,,4.0,,,,,,,,
165,PT00M01.30S,2022-11-02T02:34:40.1Z,1,REGULAR,3pt,Jump Shot,[],1629013,72.09264126149803,84.06862745098039,1610612756,24,20,2022-11-02T02:35:27Z,1650000,170.0,210.0,1,right,MISS L. Shamet 27' step back 3PT,[1629013],1610612756.0,PHX,step back,,,Shamet,L. Shamet,,,,,Above the Break 3,24+ Right Center,27.02,Missed,,,,,,,,,,,,,,,,,,
166,PT00M01.30S,2022-11-02T02:34:40.1Z,1,REGULAR,rebound,defensive,[],1629669,,,1610612750,24,20,2022-11-02T02:34:44Z,1660000,,,0,,J. Nowell REBOUND (Off:0 Def:2),[1629669],1610612750.0,MIN,,,,Nowell,J. Nowell,,,,,Above the Break 3,24+ Right Center,,,165.0,2.0,2.0,0.0,,,,,,,,,,,,,,
167,PT00M00.00S,2022-11-02T02:34:45.5Z,1,REGULAR,period,end,[],0,,,1610612750,24,20,2022-11-02T02:34:45Z,1670000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
168,PT12M00.00S,2022-11-02T02:37:26.5Z,2,REGULAR,substitution,out,['startperiod'],203937,,,1610612750,24,20,2022-11-02T02:38:03Z,1680000,,,0,,SUB out: K. Anderson,[203937],1610612750.0,MIN,,,,Anderson,K. Anderson,,,,,,,,,,,,,,,,,,,,,,,,,,
169,PT12M00.00S,2022-11-02T02:37:26.5Z,2,REGULAR,substitution,out,['startperiod'],1626157,,,1610612750,24,20,2022-11-02T02:38:03Z,1690000,,,0,,SUB out: K. Towns,[1626157],1610612750.0,MIN,,,,Towns,K. Towns,,,,,,,,,,,,,,,,,,,,,,,,,,
170,PT12M00.00S,2022-11-02T02:37:26.5Z,2,REGULAR,substitution,in,['startperiod'],203497,,,1610612750,24,20,2022-11-02T02:38:03Z,1700000,,,0,,SUB in: R. Gobert,[203497],1610612750.0,MIN,,,,Gobert,R. Gobert,,,,,,,,,,,,,,,,,,,,,,,,,,
171,PT12M00.00S,2022-11-02T02:37:26.5Z,2,REGULAR,substitution,in,['startperiod'],1626156,,,1610612750,24,20,2022-11-02T02:38:03Z,1710000,,,0,,SUB in: D. Russell,[1626156],1610612750.0,MIN,,,,Russell,D. Russell,,,,,,,,,,,,,,,,,,,,,,,,,,
172,PT12M00.00S,2022-11-02T02:38:18.5Z,2,REGULAR,period,start,[],0,,,1610612756,24,20,2022-11-02T02:38:18Z,1720000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
173,PT11M47.00S,2022-11-02T02:38:31.0Z,2,REGULAR,3pt,Jump Shot,[],1629013,89.56964520367937,3.431372549019608,1610612756,24,20,2022-11-02T02:38:45Z,1730000,-233.0,46.0,1,right,MISS L. Shamet pullup 3PT,[1629013],1610612756.0,PHX,pullup,,,Shamet,L. Shamet,,,,,Left Corner 3,24+ Left,23.72,Missed,,,,,,,,,,,,,,,,,,
