actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,turnoverTotal,stealPlayerName,stealPersonId
2,PT12M00.00S,2023-04-09T19:40:21.5Z,1,REGULAR,period,start,[],0,,,0,0,0,2023-04-09T19:40:21Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M57.00S,2023-04-09T19:40:23.8Z,1,REGULAR,jumpball,recovered,[],1629013,,,1610612756,0,0,2023-04-09T19:40:23Z,40000,False,,,0,,Jump Ball J. Landale vs. I. Zubac: Tip to L. Shamet,"[1629013, 1629111, 1627826]",1610612756.0,PHX,startperiod,L. Shamet,1629013.0,Shamet,L. Shamet,Landale,1629111.0,Zubac,1627826.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M45.00S,2023-04-09T19:40:34.9Z,1,REGULAR,2pt,Jump Shot,[],1629013,25.229960578186596,47.08180147058824,1610612756,0,0,2023-04-09T19:40:48Z,70000,False,15.0,185.0,1,left,MISS L. Shamet 18' pullup Shot,[1629013],1610612756.0,PHX,pullup,,,Shamet,L. Shamet,,,,,Mid-Range,16-24 Center,18.53,Missed,,,,,,,,,,,,,,,,,,
8,PT11M43.00S,2023-04-09T19:40:36.9Z,1,REGULAR,rebound,defensive,[],202695,,,1610612746,0,0,2023-04-09T19:40:40Z,80000,False,,,0,,K. Leonard REBOUND (Off:0 Def:1),[202695],1610612746.0,LAC,,,,Leonard,K. Leonard,,,,,Mid-Range,16-24 Center,,,7.0,1.0,1.0,0.0,,,,,,,,,,,,,,
9,PT11M27.00S,2023-04-09T19:40:55.5Z,1,REGULAR,foul,personal,[],1629013,,,1610612746,0,0,2023-04-09T19:41:02Z,90000,False,,,0,,L. Shamet personal FOUL (1 PF),"[1629013, 201569]",1610612756.0,PHX,,,,Shamet,L. Shamet,,,,,Above the Break 3,24+ Center,,,,,,,1628159.0,1.0,0.0,Gordon,201569.0,,,,,,,,,
11,PT11M15.00S,2023-04-09T19:41:23.8Z,1,REGULAR,2pt,Jump Shot,[],201566,78.9257555847569,76.47058823529412,1610612746,0,2,2023-04-09T19:41:29Z,110000,False,132.0,146.0,1,right,R. Westbrook 19' pullup Jump Shot (2 PTS),[201566],1610612746.0,LAC,pullup,,,Westbrook,R. Westbrook,,,,,Mid-Range,16-24 Right Center,19.68,Made,,,,,,,,,,2.0,,,,,,,,
12,PT10M52.00S,2023-04-09T19:41:48.2Z,1,REGULAR,foul,personal,['2freethrow'],1627826,,,1610612756,0,2,2023-04-09T19:41:57Z,120000,False,,,0,,I. Zubac shooting personal FOUL (1 PF) (Lee 2 FT),"[1627826, 1630240]",1610612746.0,LAC,shooting,,,Zubac,I. Zubac,,,,,Restricted Area,0-8 Center,,,,,,,1628159.0,1.0,0.0,Lee,1630240.0,,,,,,,,,
14,PT10M52.00S,2023-04-09T19:42:11.0Z,1,REGULAR,freethrow,1 of 2,[],1630240,,,1610612756,1,2,2023-04-09T19:42:11Z,140000,False,,,0,,S. Lee Free Throw 1 of 2 (1 PTS),[1630240],1610612756.0,PHX,,,,Lee,S. Lee,,,,,,,,Made,,,,,,,,,,1.0,,,,,,,,
15,PT10M52.00S,2023-04-09T19:42:25.8Z,1,REGULAR,freethrow,2 of 2,[],1630240,,,1610612756,2,2,2023-04-09T19:42:25Z,150000,False,,,0,,S. Lee Free Throw 2 of 2 (2 PTS),[1630240],1610612756.0,PHX,,,,Lee,S. Lee,,,,,,,,Made,,,,,,,,,,2.0,,,,,,,,
16,PT10M38.00S,2023-04-09T19:42:41.3Z,1,REGULAR,2pt,Jump Shot,[],201566,81.02825229960578,79.16666666666666,1610612746,2,2,2023-04-09T19:43:01Z,160000,False,146.0,126.0,1,right,MISS R. Westbrook 19' fadeaway Shot,[201566],1610612746.0,LAC,fadeaway,,,Westbrook,R. Westbrook,,,,,Mid-Range,16-24 Right Center,19.26,Missed,,,,,,,,,,,,,,,,,,
17,PT10M34.00S,2023-04-09T19:42:45.3Z,1,REGULAR,rebound,defensive,[],1629111,,,1610612756,2,2,2023-04-09T19:42:47Z,170000,False,,,0,,J. Landale REBOUND (Off:0 Def:1),[1629111],1610612756.0,PHX,,,,Landale,J. Landale,,,,,Mid-Range,16-24 Right Center,,,16.0,1.0,1.0,0.0,,,,,,,,,,,,,,
18,PT10M23.00S,2023-04-09T19:42:55.5Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630240,12.959921156373195,50.49019607843137,1610612756,2,2,2023-04-09T19:43:11Z,180000,False,-2.0,69.0,1,left,MISS S. Lee 6' Jump Shot,[1630240],1610612756.0,PHX,,,,Lee,S. Lee,,,,,In The Paint (Non-RA),0-8 Center,6.93,Missed,,,,,,,,,,,,,,,,,,
19,PT10M18.00S,2023-04-09T19:43:00.5Z,1,REGULAR,rebound,offensive,[],1629111,,,1610612756,2,2,2023-04-09T19:43:01Z,190000,False,,,0,,J. Landale REBOUND (Off:1 Def:1),[1629111],1610612756.0,PHX,,,,Landale,J. Landale,,,,,In The Paint (Non-RA),0-8 Center,,,18.0,2.0,1.0,1.0,,,,,,,,,,,,,,
20,PT10M18.00S,2023-04-09T19:43:00.4Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1629111,5.590000152587891,50.0,1610612756,4,2,2023-04-09T19:43:00Z,200000,False,0.0,0.0,1,left,J. Landale tip Layup (2 PTS),[1629111],1610612756.0,PHX,tip,,,Landale,J. Landale,,,,,Mid-Range,8-16 Left,0.0,Made,,,,,,,,,,2.0,,,,,,,,
21,PT10M06.00S,2023-04-09T19:43:12.9Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1627826,84.1819973718791,50.245098039215684,1610612746,4,2,2023-04-09T19:43:19Z,210000,False,1.0,96.0,1,right,MISS I. Zubac 9' Hook,[1627826],1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,In The Paint (Non-RA),8-16 Center,9.62,Missed,,,,,,,,,,,,,,,,,,
22,PT10M03.00S,2023-04-09T19:43:15.9Z,1,REGULAR,rebound,defensive,[],1630688,,,1610612756,4,2,2023-04-09T19:43:19Z,220000,False,,,0,,I. Wainright REBOUND (Off:0 Def:1),[1630688],1610612756.0,PHX,,,,Wainright,I. Wainright,,,,,In The Paint (Non-RA),8-16 Center,,,21.0,1.0,1.0,0.0,,,,,,,,,,,,,,
23,PT09M54.00S,2023-04-09T19:43:24.7Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1629111,10.726018396846255,47.549019607843135,1610612756,6,2,2023-04-09T19:43:28Z,230000,False,12.0,48.0,1,left,J. Landale Hook (4 PTS) (L. Shamet 1 AST),"[1629111, 1629013]",1610612756.0,PHX,,,,Landale,J. Landale,,,,,In The Paint (Non-RA),0-8 Center,4.98,Made,,,,,,,,,,4.0,L. Shamet,1629013.0,1.0,,,,,
25,PT09M39.00S,2023-04-09T19:43:39.5Z,1,REGULAR,3pt,Jump Shot,[],201566,66.5735873850197,50.73529411764706,1610612746,6,2,2023-04-09T19:43:45Z,250000,False,4.0,262.0,1,right,MISS R. Westbrook 26' 3PT,[201566],1610612746.0,LAC,,,,Westbrook,R. Westbrook,,,,,Above the Break 3,24+ Center,26.17,Missed,,,,,,,,,,,,,,,,,,
26,PT09M36.00S,2023-04-09T19:43:42.5Z,1,REGULAR,rebound,defensive,[],1629013,,,1610612756,6,2,2023-04-09T19:43:45Z,260000,False,,,0,,L. Shamet REBOUND (Off:0 Def:1),[1629013],1610612756.0,PHX,,,,Shamet,L. Shamet,,,,,Above the Break 3,24+ Center,,,25.0,1.0,1.0,0.0,,,,,,,,,,,,,,
27,PT09M30.00S,2023-04-09T19:43:48.6Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629111,12.040078843626807,44.36274509803921,1610612756,8,2,2023-04-09T19:44:01Z,270000,False,28.0,61.0,1,left,J. Landale 6' floating Jump Shot (6 PTS) (L. Shamet 2 AST),"[1629111, 1629013]",1610612756.0,PHX,floating,,,Landale,J. Landale,,,,,In The Paint (Non-RA),0-8 Center,6.69,Made,,,,,,,,,,6.0,L. Shamet,1629013.0,2.0,,,,,
29,PT09M30.00S,2023-04-09T19:44:02.1Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612746,8,2,2023-04-09T19:44:02Z,290000,False,,,0,,LAC Timeout,[],1610612746.0,LAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,PT09M07.00S,2023-04-09T19:47:03.7Z,1,REGULAR,3pt,Jump Shot,[],202695,87.86136662286465,4.901960784313726,1610612746,8,2,2023-04-09T19:47:09Z,300000,False,-225.0,62.0,1,right,MISS K. Leonard 3PT,[202695],1610612746.0,LAC,,,,Leonard,K. Leonard,,,,,Left Corner 3,24+ Left,23.38,Missed,,,,,,,,,,,,,,,,,,
31,PT09M03.00S,2023-04-09T19:47:07.7Z,1,REGULAR,rebound,defensive,[],1629111,,,1610612756,8,2,2023-04-09T19:47:09Z,310000,False,,,0,,J. Landale REBOUND (Off:1 Def:2),[1629111],1610612756.0,PHX,,,,Landale,J. Landale,,,,,Left Corner 3,24+ Left,,,30.0,3.0,2.0,1.0,,,,,,,,,,,,,,
32,PT08M53.00S,2023-04-09T19:47:17.0Z,1,REGULAR,2pt,Jump Shot,[],1630240,21.23850197109067,73.0392156862745,1610612756,8,2,2023-04-09T19:48:18Z,320000,False,-115.0,147.0,1,left,MISS S. Lee 18' pullup Shot,[1630240],1610612756.0,PHX,pullup,,,Lee,S. Lee,,,,,Mid-Range,16-24 Left Center,18.68,Missed,,,,,,,,,,,,,,,,,,
33,PT08M53.00S,2023-04-09T19:47:17.0Z,1,REGULAR,rebound,defensive,[],201587,,,1610612746,8,2,2023-04-09T19:48:18Z,330000,False,,,0,,N. Batum REBOUND (Off:0 Def:1),[201587],1610612746.0,LAC,,,,Batum,N. Batum,,,,,Mid-Range,16-24 Left Center,,,32.0,1.0,1.0,0.0,,,,,,,,,,,,,,
34,PT08M40.00S,2023-04-09T19:47:29.5Z,1,REGULAR,3pt,Jump Shot,[],201566,89.83245729303549,96.07843137254902,1610612746,8,5,2023-04-09T19:47:33Z,340000,False,230.0,43.0,1,right,R. Westbrook 3PT  (5 PTS) (K. Leonard 1 AST),"[201566, 202695]",1610612746.0,LAC,,,,Westbrook,R. Westbrook,,,,,Right Corner 3,24+ Right,23.44,Made,,,,,,,,,,5.0,K. Leonard,202695.0,1.0,,,,,
37,PT08M14.00S,2023-04-09T19:48:08.6Z,1,REGULAR,3pt,Jump Shot,[],1630240,26.888961892247043,21.323529411764707,1610612756,11,5,2023-04-09T19:48:23Z,370000,False,143.0,200.0,1,left,S. Lee 24' 3PT  (5 PTS) (L. Shamet 3 AST),"[1630240, 1629013]",1610612756.0,PHX,,,,Lee,S. Lee,,,,,Above the Break 3,24+ Right Center,24.63,Made,,,,,,,,,,5.0,L. Shamet,1629013.0,3.0,,,,,
39,PT08M02.00S,2023-04-09T19:48:20.1Z,1,REGULAR,3pt,Jump Shot,[],201569,73.01248357424441,90.19607843137256,1610612746,11,8,2023-04-09T19:48:26Z,390000,False,201.0,201.0,1,right,E. Gordon 28' 3PT  (3 PTS) (R. Westbrook 1 AST),"[201569, 201566]",1610612746.0,LAC,,,,Gordon,E. Gordon,,,,,Above the Break 3,24+ Right Center,28.44,Made,,,,,,,,,,3.0,R. Westbrook,201566.0,1.0,,,,,
41,PT07M47.00S,2023-04-09T19:48:35.2Z,1,REGULAR,3pt,Jump Shot,[],1629111,28.07161629434954,77.69607843137256,1610612756,14,8,2023-04-09T19:48:42Z,410000,False,-138.0,211.0,1,left,J. Landale 25' 3PT  (9 PTS) (S. Lee 1 AST),"[1629111, 1630240]",1610612756.0,PHX,,,,Landale,J. Landale,,,,,Above the Break 3,24+ Left Center,25.27,Made,,,,,,,,,,9.0,S. Lee,1630240.0,1.0,,,,,
43,PT07M31.00S,2023-04-09T19:48:53.5Z,1,REGULAR,2pt,Jump Shot,[],202695,80.50262812089356,72.30392156862744,1610612746,14,10,2023-04-09T19:49:49Z,430000,False,112.0,131.0,1,right,K. Leonard 17' driving floating bank Jump Shot (2 PTS),[202695],1610612746.0,LAC,driving floating bank,,,Leonard,K. Leonard,,,,,Mid-Range,16-24 Right Center,17.19,Made,,,,,,,,,,2.0,,,,,,,,
