actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,turnoverTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
81,PT05M23.00S,2022-11-23T03:16:51.3Z,1,REGULAR,rebound,defensive,[],201976,,,1610612747,13,13,2022-11-23T03:16:55Z,810000,False,,,0,,P. Beverley REBOUND (Off:0 Def:5),[201976],1610612747.0,LAL,,,,Beverley,P. Beverley,,,,,In The Paint (Non-RA),8-16 Center,,,80.0,5.0,5.0,0.0,,,,,,,,,,,,,,
82,PT05M16.00S,2022-11-23T03:17:01.0Z,1,REGULAR,foul,personal,[],1626164,,,1610612747,13,13,2022-11-23T03:17:05Z,820000,False,,,0,,D. Booker personal FOUL (1 PF),"[1626164, 1630559]",1610612756.0,PHX,,,,Booker,D. Booker,,,,,Mid-Range,8-16 Left,,,,,,,1830.0,,,,,,,,,,1.0,0.0,Reaves,1630559.0
84,PT05M07.00S,2022-11-23T03:17:30.5Z,1,REGULAR,foul,offensive,[],201566,,,1610612747,13,13,2022-11-23T03:17:40Z,840000,False,,,0,,R. Westbrook offensive FOUL (1 PF),"[201566, 1626166]",1610612747.0,LAL,,,,Westbrook,R. Westbrook,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,1628951.0,,,,,,,,,,1.0,0.0,Payne,1626166.0
86,PT05M07.00S,2022-11-23T03:17:30.5Z,1,REGULAR,turnover,offensive foul,[],201566,,,1610612747,13,13,2022-11-23T03:17:30Z,860000,False,,,0,,R. Westbrook offensive foul TURNOVER (1 TO),[201566],1610612747.0,LAL,,,,Westbrook,R. Westbrook,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,1628951.0,1.0,,,,,,,,,,,,
87,PT04M54.00S,2022-11-23T03:17:59.3Z,1,REGULAR,2pt,Jump Shot,['fromturnover'],1626164,15.850854139290407,32.1078431372549,1610612756,15,13,2022-11-23T03:18:06Z,870000,False,89.0,96.0,1,left,D. Booker 13' pullup Jump Shot (5 PTS),[1626164],1610612756.0,PHX,pullup,,,Booker,D. Booker,,,,,Mid-Range,8-16 Right,13.16,Made,,,,,,,5.0,,,,,,,,,,,
88,PT04M38.00S,2022-11-23T03:18:15.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],201566,91.93495400788436,47.05882352941176,1610612747,15,13,2022-11-23T03:18:23Z,880000,False,-15.0,23.0,1,right,MISS R. Westbrook driving Layup - blocked,"[201566, 1628470]",1610612747.0,LAL,driving,,,Westbrook,R. Westbrook,,,,,Restricted Area,0-8 Center,2.75,Missed,,,,,,,,,,,,,Craig,1628470.0,,,,
89,PT04M38.00S,2022-11-23T03:18:15.0Z,1,REGULAR,block,,[],1628470,,,1610612747,15,13,2022-11-23T03:18:17Z,890000,False,,,0,,T. Craig BLOCK (2 BLK),[1628470],1610612756.0,PHX,,,,Craig,T. Craig,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
90,PT04M36.00S,2022-11-23T03:18:17.0Z,1,REGULAR,rebound,defensive,[],1629028,,,1610612756,15,13,2022-11-23T03:19:29Z,900000,False,,,0,,D. Ayton REBOUND (Off:0 Def:4),[1629028],1610612756.0,PHX,,,,Ayton,D. Ayton,,,,,Restricted Area,0-8 Center,,,88.0,4.0,4.0,0.0,,,,,,,,,,,,,,
91,PT04M32.00S,2022-11-23T03:18:21.0Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1626166,30.831143232588698,66.91176470588235,1610612756,18,13,2022-11-23T03:18:31Z,910000,False,-85.0,237.0,1,left,C. Payne 25' 3PT  (3 PTS),[1626166],1610612756.0,PHX,,,,Payne,C. Payne,,,,,Above the Break 3,24+ Left Center,25.19,Made,,,,,,,3.0,,,,,,,,,,,
92,PT04M19.00S,2022-11-23T03:18:34.5Z,1,REGULAR,turnover,lost ball,[],203076,,,1610612747,18,13,2022-11-23T03:18:38Z,920000,False,,,0,,A. Davis lost ball TURNOVER (2 TO),"[203076, 1626166]",1610612747.0,LAL,,,,Davis,A. Davis,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,2.0,,,,,Payne,1626166.0,,,,,,
93,PT04M19.00S,2022-11-23T03:18:34.5Z,1,REGULAR,steal,,[],1626166,,,1610612756,18,13,2022-11-23T03:34:06Z,930000,False,,,0,,C. Payne STEAL (1 STL),[1626166],1610612756.0,PHX,,,,Payne,C. Payne,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
94,PT04M11.00S,2022-11-23T03:18:42.3Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1629028,30.699737187910642,39.21568627450981,1610612756,18,13,2022-11-23T03:18:48Z,940000,False,54.0,236.0,1,left,MISS D. Ayton 24' 3PT,[1629028],1610612756.0,PHX,,,,Ayton,D. Ayton,,,,,Above the Break 3,24+ Center,24.22,Missed,,,,,,,,,,,,,,,,,,
95,PT04M06.00S,2022-11-23T03:18:47.3Z,1,REGULAR,rebound,defensive,[],203076,,,1610612747,18,13,2022-11-23T03:18:48Z,950000,False,,,0,,A. Davis REBOUND (Off:1 Def:3),[203076],1610612747.0,LAL,,,,Davis,A. Davis,,,,,Above the Break 3,24+ Center,,,94.0,4.0,3.0,1.0,,,,,,,,,,,,,,
96,PT03M55.00S,2022-11-23T03:18:57.7Z,1,REGULAR,2pt,Jump Shot,[],203076,70.64717477003943,47.30392156862745,1610612747,18,15,2022-11-23T03:19:02Z,960000,False,-13.0,223.0,1,right,A. Davis 22' pullup Jump Shot (2 PTS),[203076],1610612747.0,LAL,pullup,,,Davis,A. Davis,,,,,Mid-Range,16-24 Center,22.38,Made,,,,,,,2.0,,,,,,,,,,,
97,PT03M39.00S,2022-11-23T03:19:13.4Z,1,REGULAR,2pt,Jump Shot,[],1626164,18.610381077529567,69.36274509803921,1610612756,20,15,2022-11-23T03:19:26Z,970000,False,-97.0,122.0,1,left,D. Booker 15' pullup Jump Shot (7 PTS),[1626164],1610612756.0,PHX,pullup,,,Booker,D. Booker,,,,,Mid-Range,8-16 Left,15.61,Made,,,,,,,7.0,,,,,,,,,,,
98,PT03M19.00S,2022-11-23T03:19:33.8Z,1,REGULAR,2pt,Jump Shot,[],203076,70.51576872536137,42.64705882352941,1610612747,20,17,2022-11-23T03:19:39Z,980000,False,-37.0,225.0,1,right,A. Davis 22' pullup Jump Shot (4 PTS) (R. Westbrook 1 AST),"[203076, 201566]",1610612747.0,LAL,pullup,,,Davis,A. Davis,,,,,Mid-Range,16-24 Center,22.77,Made,,,,,,,4.0,R. Westbrook,201566.0,1.0,,,,,,,,
100,PT03M12.00S,2022-11-23T03:19:44.2Z,1,REGULAR,foul,personal,['2freethrow'],1630559,,,1610612756,20,17,2022-11-23T03:20:19Z,1000000,False,,,0,,A. Reaves shooting personal FOUL (2 PF) (Booker 2 FT),"[1630559, 1626164]",1610612747.0,LAL,shooting,,,Reaves,A. Reaves,,,,,Restricted Area,0-8 Center,,,,,,,1830.0,,,,,,,,,,2.0,0.0,Booker,1626164.0
102,PT03M12.00S,2022-11-23T03:20:20.6Z,1,REGULAR,freethrow,1 of 2,[],1626164,,,1610612756,21,17,2022-11-23T03:20:20Z,1020000,False,,,0,,D. Booker Free Throw 1 of 2 (8 PTS),[1626164],1610612756.0,PHX,,,,Booker,D. Booker,,,,,,,,Made,,,,,,,8.0,,,,,,,,,,,
103,PT03M12.00S,2022-11-23T03:20:21.9Z,1,REGULAR,substitution,out,[],1628470,,,1610612756,21,17,2022-11-23T03:20:44Z,1030000,False,,,0,,SUB out: T. Craig,[1628470],1610612756.0,PHX,,,,Craig,T. Craig,,,,,,,,,,,,,,,,,,,,,,,,,,
104,PT03M12.00S,2022-11-23T03:20:21.9Z,1,REGULAR,substitution,out,[],1626166,,,1610612756,21,17,2022-11-23T03:20:44Z,1040000,False,,,0,,SUB out: C. Payne,[1626166],1610612756.0,PHX,,,,Payne,C. Payne,,,,,,,,,,,,,,,,,,,,,,,,,,
105,PT03M12.00S,2022-11-23T03:20:21.9Z,1,REGULAR,substitution,out,[],1629028,,,1610612756,21,17,2022-11-23T03:20:44Z,1050000,False,,,0,,SUB out: D. Ayton,[1629028],1610612756.0,PHX,,,,Ayton,D. Ayton,,,,,,,,,,,,,,,,,,,,,,,,,,
106,PT03M12.00S,2022-11-23T03:20:21.9Z,1,REGULAR,substitution,out,[],1628969,,,1610612756,21,17,2022-11-23T03:20:44Z,1060000,False,,,0,,SUB out: M. Bridges,[1628969],1610612756.0,PHX,,,,Bridges,M. Bridges,,,,,,,,,,,,,,,,,,,,,,,,,,
107,PT03M12.00S,2022-11-23T03:20:21.9Z,1,REGULAR,substitution,out,[],1630559,,,1610612756,21,17,2022-11-23T03:20:44Z,1070000,False,,,0,,SUB out: A. Reaves,[1630559],1610612747.0,LAL,,,,Reaves,A. Reaves,,,,,,,,,,,,,,,,,,,,,,,,,,
108,PT03M12.00S,2022-11-23T03:20:21.9Z,1,REGULAR,substitution,out,[],201976,,,1610612756,21,17,2022-11-23T03:20:44Z,1080000,False,,,0,,SUB out: P. Beverley,[201976],1610612747.0,LAL,,,,Beverley,P. Beverley,,,,,,,,,,,,,,,,,,,,,,,,,,
109,PT03M12.00S,2022-11-23T03:20:21.9Z,1,REGULAR,substitution,in,[],202687,,,1610612756,21,17,2022-11-23T03:20:44Z,1090000,False,,,0,,SUB in: B. Biyombo,[202687],1610612756.0,PHX,,,,Biyombo,B. Biyombo,,,,,,,,,,,,,,,,,,,,,,,,,,
110,PT03M12.00S,2022-11-23T03:20:21.9Z,1,REGULAR,substitution,in,[],1629006,,,1610612756,21,17,2022-11-23T03:20:44Z,1100000,False,,,0,,SUB in: J. Okogie,[1629006],1610612756.0,PHX,,,,Okogie,J. Okogie,,,,,,,,,,,,,,,,,,,,,,,,,,
111,PT03M12.00S,2022-11-23T03:20:21.9Z,1,REGULAR,substitution,in,[],1630613,,,1610612756,21,17,2022-11-23T03:20:44Z,1110000,False,,,0,,SUB in: D. Washington Jr.,[1630613],1610612756.0,PHX,,,,Washington Jr.,D. Washington Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
112,PT03M12.00S,2022-11-23T03:20:21.9Z,1,REGULAR,substitution,in,[],1627814,,,1610612756,21,17,2022-11-23T03:20:44Z,1120000,False,,,0,,SUB in: D. Lee,[1627814],1610612756.0,PHX,,,,Lee,D. Lee,,,,,,,,,,,,,,,,,,,,,,,,,,
113,PT03M12.00S,2022-11-23T03:20:21.9Z,1,REGULAR,substitution,in,[],1629134,,,1610612756,21,17,2022-11-23T03:20:44Z,1130000,False,,,0,,SUB in: K. Nunn,[1629134],1610612747.0,LAL,,,,Nunn,K. Nunn,,,,,,,,,,,,,,,,,,,,,,,,,,
114,PT03M12.00S,2022-11-23T03:20:21.9Z,1,REGULAR,substitution,in,[],1628972,,,1610612756,21,17,2022-11-23T03:20:44Z,1140000,False,,,0,,SUB in: T. Brown Jr.,[1628972],1610612747.0,LAL,,,,Brown Jr.,T. Brown Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
115,PT03M12.00S,2022-11-23T03:20:45.2Z,1,REGULAR,freethrow,2 of 2,[],1626164,,,1610612756,22,17,2022-11-23T03:20:45Z,1150000,False,,,0,,D. Booker Free Throw 2 of 2 (9 PTS),[1626164],1610612756.0,PHX,,,,Booker,D. Booker,,,,,,,,Made,,,,,,,9.0,,,,,,,,,,,
116,PT02M56.00S,2022-11-23T03:20:59.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],201566,93.11760840998686,52.450980392156865,1610612747,22,17,2022-11-23T03:21:16Z,1160000,False,12.0,12.0,1,right,MISS R. Westbrook driving Layup,[201566],1610612747.0,LAL,driving,,,Westbrook,R. Westbrook,,,,,Restricted Area,0-8 Center,1.73,Missed,,,,,,,,,,,,,,,,,,
117,PT02M55.00S,2022-11-23T03:21:00.6Z,1,REGULAR,rebound,offensive,[],203076,,,1610612747,22,17,2022-11-23T03:21:16Z,1170000,False,,,0,,A. Davis REBOUND (Off:2 Def:3),[203076],1610612747.0,LAL,,,,Davis,A. Davis,,,,,Restricted Area,0-8 Center,,,116.0,5.0,3.0,2.0,,,,,,,,,,,,,,
118,PT02M55.00S,2022-11-23T03:21:03.9Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",203076,94.40999984741211,50.0,1610612747,22,19,2022-11-23T03:21:03Z,1180000,False,0.0,0.0,1,right,A. Davis tip Layup (6 PTS),[203076],1610612747.0,LAL,tip,,,Davis,A. Davis,,,,,Mid-Range,8-16 Left,0.0,Made,,,,,,,6.0,,,,,,,,,,,
119,PT02M55.00S,2022-11-23T03:21:08.0Z,1,REGULAR,foul,technical,['1freethrow'],1627814,,,1610612756,22,19,2022-11-23T03:21:45Z,1190000,False,,,0,,D. Lee technical FOUL (1 Tech),[1627814],1610612756.0,PHX,,,,Lee,D. Lee,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,1830.0,,,,,,,,,,0.0,1.0,,
120,PT02M55.00S,2022-11-23T03:21:27.4Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612756,22,19,2022-11-23T03:21:27Z,1200000,False,,,0,,LAL Timeout,[],1610612747.0,LAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
121,PT02M55.00S,2022-11-23T03:23:58.9Z,1,REGULAR,substitution,out,[],1629022,,,1610612756,22,19,2022-11-23T03:24:33Z,1210000,False,,,0,,SUB out: L. Walker IV,[1629022],1610612747.0,LAL,,,,Walker IV,L. Walker IV,,,,,,,,,,,,,,,,,,,,,,,,,,
122,PT02M55.00S,2022-11-23T03:23:58.9Z,1,REGULAR,substitution,in,[],203471,,,1610612756,22,19,2022-11-23T03:24:33Z,1220000,False,,,0,,SUB in: D. Schroder,[203471],1610612747.0,LAL,,,,Schroder,D. Schroder,,,,,,,,,,,,,,,,,,,,,,,,,,
123,PT02M55.00S,2022-11-23T03:25:01.1Z,1,REGULAR,freethrow,1 of 1,[],203076,,,1610612756,22,20,2022-11-23T03:25:01Z,1230000,False,,,0,,A. Davis technical Free Throw 1 of 1 (7 PTS),[203076],1610612747.0,LAL,technical,,,Davis,A. Davis,,,,,,,,Made,,,,,,,7.0,,,,,,,,,,,
124,PT02M39.00S,2022-11-23T03:25:27.3Z,1,REGULAR,turnover,lost ball,[],1629006,,,1610612756,22,20,2022-11-23T03:25:30Z,1240000,False,,,0,,J. Okogie lost ball TURNOVER (1 TO),"[1629006, 203471]",1610612756.0,PHX,,,,Okogie,J. Okogie,,,,,Mid-Range,8-16 Right,,,,,,,,1.0,,,,,Schroder,203471.0,,,,,,
125,PT02M39.00S,2022-11-23T03:25:27.3Z,1,REGULAR,steal,,[],203471,,,1610612747,22,20,2022-11-23T03:25:29Z,1250000,False,,,0,,D. Schroder STEAL (1 STL),[203471],1610612747.0,LAL,,,,Schroder,D. Schroder,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,,,,,,,,
126,PT02M27.00S,2022-11-23T03:25:39.8Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",201566,91.14651773981603,55.392156862745104,1610612747,22,20,2022-11-23T03:25:44Z,1260000,False,27.0,31.0,1,right,MISS R. Westbrook driving Layup - blocked,"[201566, 202687]",1610612747.0,LAL,driving,,,Westbrook,R. Westbrook,,,,,Restricted Area,0-8 Center,4.09,Missed,,,,,,,,,,,,,Biyombo,202687.0,,,,
127,PT02M27.00S,2022-11-23T03:25:39.8Z,1,REGULAR,block,,[],202687,,,1610612747,22,20,2022-11-23T03:25:42Z,1270000,False,,,0,,B. Biyombo BLOCK (1 BLK),[202687],1610612756.0,PHX,,,,Biyombo,B. Biyombo,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
128,PT02M24.00S,2022-11-23T03:25:42.8Z,1,REGULAR,rebound,defensive,[],1627814,,,1610612756,22,20,2022-11-23T03:25:44Z,1280000,False,,,0,,D. Lee REBOUND (Off:0 Def:1),[1627814],1610612756.0,PHX,,,,Lee,D. Lee,,,,,Restricted Area,0-8 Center,,,126.0,1.0,1.0,0.0,,,,,,,,,,,,,,
129,PT02M14.00S,2022-11-23T03:25:52.9Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626164,14.799605781865965,48.77450980392157,1610612756,24,20,2022-11-23T03:25:58Z,1290000,False,6.0,87.0,1,left,D. Booker 8' pullup Jump Shot (11 PTS),[1626164],1610612756.0,PHX,pullup,,,Booker,D. Booker,,,,,In The Paint (Non-RA),8-16 Center,8.68,Made,,,,,,,11.0,,,,,,,,,,,
130,PT01M54.00S,2022-11-23T03:26:12.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629134,92.06636005256242,49.01960784313725,1610612747,24,22,2022-11-23T03:26:16Z,1300000,False,-5.0,22.0,1,right,K. Nunn Layup (2 PTS) (A. Davis 2 AST),"[1629134, 203076]",1610612747.0,LAL,,,,Nunn,K. Nunn,,,,,Restricted Area,0-8 Center,2.26,Made,,,,,,,2.0,A. Davis,203076.0,2.0,,,,,,,,
132,PT01M43.00S,2022-11-23T03:26:23.3Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],202687,9.674770039421814,35.53921568627451,1610612756,24,22,2022-11-23T03:26:29Z,1320000,False,72.0,38.0,1,left,MISS B. Biyombo 8' Hook - blocked,"[202687, 203076]",1610612756.0,PHX,,,,Biyombo,B. Biyombo,,,,,In The Paint (Non-RA),8-16 Right,8.19,Missed,,,,,,,,,,,,,Davis,203076.0,,,,
133,PT01M43.00S,2022-11-23T03:26:23.3Z,1,REGULAR,block,,[],203076,,,1610612756,24,22,2022-11-23T03:26:25Z,1330000,False,,,0,,A. Davis BLOCK (1 BLK),[203076],1610612747.0,LAL,,,,Davis,A. Davis,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,,,,,,,,,,,,,,
134,PT01M41.00S,2022-11-23T03:26:25.3Z,1,REGULAR,rebound,defensive,[],203076,,,1610612747,24,22,2022-11-23T03:26:29Z,1340000,False,,,0,,A. Davis REBOUND (Off:2 Def:4),[203076],1610612747.0,LAL,,,,Davis,A. Davis,,,,,In The Paint (Non-RA),8-16 Right,,,132.0,6.0,4.0,2.0,,,,,,,,,,,,,,
135,PT01M35.00S,2022-11-23T03:26:31.3Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1628972,92.85479632063075,47.794117647058826,1610612747,24,22,2022-11-23T03:26:40Z,1350000,False,-11.0,15.0,1,right,MISS T. Brown Jr. running Layup,[1628972],1610612747.0,LAL,running,,,Brown Jr.,T. Brown Jr.,,,,,Restricted Area,0-8 Center,1.84,Missed,,,,,,,,,,,,,,,,,,
136,PT01M33.00S,2022-11-23T03:26:33.3Z,1,REGULAR,rebound,defensive,[],1627814,,,1610612756,24,22,2022-11-23T03:26:40Z,1360000,False,,,0,,D. Lee REBOUND (Off:0 Def:2),[1627814],1610612756.0,PHX,,,,Lee,D. Lee,,,,,Restricted Area,0-8 Center,,,135.0,2.0,2.0,0.0,,,,,,,,,,,,,,
137,PT01M25.00S,2022-11-23T03:26:43.1Z,1,REGULAR,turnover,out-of-bounds,[],1626164,,,1610612756,24,22,2022-11-23T03:26:48Z,1370000,False,,,0,,D. Booker bad pass out-of-bounds TURNOVER (1 TO),[1626164],1610612756.0,PHX,bad pass,,,Booker,D. Booker,,,,,Above the Break 3,24+ Right Center,,,,,,,1628951.0,1.0,,,,,,,,,,,,
138,PT01M09.00S,2022-11-23T03:27:07.2Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],203471,71.96123521681997,78.92156862745098,1610612747,24,22,2022-11-23T03:27:12Z,1380000,False,145.0,211.0,1,right,MISS D. Schroder 25' 3PT,[203471],1610612747.0,LAL,,,,Schroder,D. Schroder,,,,,Above the Break 3,24+ Right Center,25.59,Missed,,,,,,,,,,,,,,,,,,
139,PT01M05.00S,2022-11-23T03:27:11.2Z,1,REGULAR,rebound,defensive,[],1626164,,,1610612756,24,22,2022-11-23T03:27:12Z,1390000,False,,,0,,D. Booker REBOUND (Off:0 Def:1),[1626164],1610612756.0,PHX,,,,Booker,D. Booker,,,,,Above the Break 3,24+ Right Center,,,138.0,1.0,1.0,0.0,,,,,,,,,,,,,,
140,PT01M01.00S,2022-11-23T03:27:16.3Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626164,10.463206307490145,36.029411764705884,1610612756,24,22,2022-11-23T03:27:21Z,1400000,False,70.0,46.0,1,left,MISS D. Booker 8' driving floating Shot - blocked,"[1626164, 203076]",1610612756.0,PHX,driving floating,,,Booker,D. Booker,,,,,In The Paint (Non-RA),8-16 Right,8.36,Missed,,,,,,,,,,,,,Davis,203076.0,,,,
141,PT01M01.00S,2022-11-23T03:27:16.3Z,1,REGULAR,block,,[],203076,,,1610612756,24,22,2022-11-23T03:27:18Z,1410000,False,,,0,,A. Davis BLOCK (2 BLK),[203076],1610612747.0,LAL,,,,Davis,A. Davis,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,,,,,,,,,,,,,,
142,PT01M01.00S,2022-11-23T03:27:16.3Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612756,24,22,2022-11-23T03:27:21Z,1420000,False,,,0,,TEAM offensive REBOUND,[],1610612756.0,PHX,,,,,,,,,,In The Paint (Non-RA),8-16 Right,,,140.0,,,,,,,,,,,,,,,,,
144,PT00M51.70S,2022-11-23T03:27:41.9Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1629006,18.74178712220762,92.8921568627451,1610612756,24,22,2022-11-23T03:27:46Z,1440000,False,-214.0,124.0,1,left,MISS J. Okogie 24' 3PT,[1629006],1610612756.0,PHX,,,,Okogie,J. Okogie,,,,,Above the Break 3,24+ Left Center,24.76,Missed,,,,,,,,,,,,,,,,,,
145,PT00M48.50S,2022-11-23T03:27:45.1Z,1,REGULAR,rebound,defensive,[],203076,,,1610612747,24,22,2022-11-23T03:27:46Z,1450000,False,,,0,,A. Davis REBOUND (Off:2 Def:5),[203076],1610612747.0,LAL,,,,Davis,A. Davis,,,,,Above the Break 3,24+ Left Center,,,144.0,7.0,5.0,2.0,,,,,,,,,,,,,,
146,PT00M38.30S,2022-11-23T03:27:57.1Z,1,REGULAR,turnover,out-of-bounds,[],203471,,,1610612747,24,22,2022-11-23T03:28:02Z,1460000,False,,,0,,D. Schroder bad pass out-of-bounds TURNOVER (1 TO),[203471],1610612747.0,LAL,bad pass,,,Schroder,D. Schroder,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,1830.0,1.0,,,,,,,,,,,,
147,PT00M21.90S,2022-11-23T03:28:22.0Z,1,REGULAR,2pt,Hook,"['pointsinthepaint', 'fromturnover']",202687,7.966491458607096,47.30392156862745,1610612756,26,22,2022-11-23T03:28:25Z,1470000,False,13.0,22.0,1,left,B. Biyombo Hook (2 PTS) (J. Okogie 1 AST),"[202687, 1629006]",1610612756.0,PHX,,,,Biyombo,B. Biyombo,,,,,Restricted Area,0-8 Center,2.62,Made,,,,,,,2.0,J. Okogie,1629006.0,1.0,,,,,,,,
149,PT00M01.70S,2022-11-23T03:28:45.9Z,1,REGULAR,3pt,Jump Shot,[],1629134,76.42904073587385,10.049019607843137,1610612747,26,22,2022-11-23T03:29:14Z,1490000,False,-200.0,169.0,1,right,MISS K. Nunn 26' 3PT,[1629134],1610612747.0,LAL,,,,Nunn,K. Nunn,,,,,Above the Break 3,24+ Left Center,26.18,Missed,,,,,,,,,,,,,,,,,,
150,PT00M01.70S,2022-11-23T03:28:45.9Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612747,26,22,2022-11-23T03:29:14Z,1500000,False,,,0,,TEAM offensive REBOUND,[],1610612747.0,LAL,,,,,,,,,,Above the Break 3,24+ Left Center,,,149.0,,,,,,,,,,,,,,,,,
151,PT00M00.00S,2022-11-23T03:29:16.4Z,1,REGULAR,period,end,[],0,,,1610612747,26,22,2022-11-23T03:29:16Z,1510000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
152,PT12M00.00S,2022-11-23T03:31:43.1Z,2,REGULAR,substitution,out,['startperiod'],1626164,,,1610612747,26,22,2022-11-23T03:32:14Z,1520000,False,,,0,,SUB out: D. Booker,[1626164],1610612756.0,PHX,,,,Booker,D. Booker,,,,,,,,,,,,,,,,,,,,,,,,,,
153,PT12M00.00S,2022-11-23T03:31:43.1Z,2,REGULAR,substitution,out,['startperiod'],1630613,,,1610612747,26,22,2022-11-23T03:32:14Z,1530000,False,,,0,,SUB out: D. Washington Jr.,[1630613],1610612756.0,PHX,,,,Washington Jr.,D. Washington Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
154,PT12M00.00S,2022-11-23T03:31:43.1Z,2,REGULAR,substitution,out,['startperiod'],201566,,,1610612747,26,22,2022-11-23T03:32:14Z,1540000,False,,,0,,SUB out: R. Westbrook,[201566],1610612747.0,LAL,,,,Westbrook,R. Westbrook,,,,,,,,,,,,,,,,,,,,,,,,,,
155,PT12M00.00S,2022-11-23T03:31:43.1Z,2,REGULAR,substitution,out,['startperiod'],203076,,,1610612747,26,22,2022-11-23T03:32:14Z,1550000,False,,,0,,SUB out: A. Davis,[203076],1610612747.0,LAL,,,,Davis,A. Davis,,,,,,,,,,,,,,,,,,,,,,,,,,
156,PT12M00.00S,2022-11-23T03:31:43.1Z,2,REGULAR,substitution,out,['startperiod'],1628972,,,1610612747,26,22,2022-11-23T03:32:14Z,1560000,False,,,0,,SUB out: T. Brown Jr.,[1628972],1610612747.0,LAL,,,,Brown Jr.,T. Brown Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
157,PT12M00.00S,2022-11-23T03:31:43.1Z,2,REGULAR,substitution,in,['startperiod'],1626166,,,1610612747,26,22,2022-11-23T03:32:14Z,1570000,False,,,0,,SUB in: C. Payne,[1626166],1610612756.0,PHX,,,,Payne,C. Payne,,,,,,,,,,,,,,,,,,,,,,,,,,
158,PT12M00.00S,2022-11-23T03:31:43.1Z,2,REGULAR,substitution,in,['startperiod'],1628969,,,1610612747,26,22,2022-11-23T03:32:14Z,1580000,False,,,0,,SUB in: M. Bridges,[1628969],1610612756.0,PHX,,,,Bridges,M. Bridges,,,,,,,,,,,,,,,,,,,,,,,,,,
159,PT12M00.00S,2022-11-23T03:31:43.1Z,2,REGULAR,substitution,in,['startperiod'],1629117,,,1610612747,26,22,2022-11-23T03:32:14Z,1590000,False,,,0,,SUB in: W. Gabriel,[1629117],1610612747.0,LAL,,,,Gabriel,W. Gabriel,,,,,,,,,,,,,,,,,,,,,,,,,,
160,PT12M00.00S,2022-11-23T03:31:43.1Z,2,REGULAR,substitution,in,['startperiod'],1628418,,,1610612747,26,22,2022-11-23T03:32:14Z,1600000,False,,,0,,SUB in: T. Bryant,[1628418],1610612747.0,LAL,,,,Bryant,T. Bryant,,,,,,,,,,,,,,,,,,,,,,,,,,
