actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,turnoverTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,stealPlayerName,stealPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
16,PT10M51.00S,2022-12-01T02:11:33.8Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",1629028,6.521024967148489,50.98039215686274,1610612756,4,0,2022-12-01T02:11:46Z,160000,False,-5.0,9.0,1,left,D. Ayton putback Layup (4 PTS),[1629028],1610612756.0,PHX,putback,,,Ayton,D. Ayton,,,,,Restricted Area,0-8 Center,1.01,Made,,,,,,,4.0,,,,,,,,,,,
17,PT10M38.00S,2022-12-01T02:11:45.6Z,1,REGULAR,3pt,Jump Shot,[],1630172,72.88107752956637,81.61764705882352,1610612741,4,0,2022-12-01T02:11:51Z,170000,False,158.0,202.0,1,right,MISS P. Williams 25' 3PT,[1630172],1610612741.0,CHI,,,,Williams,P. Williams,,,,,Above the Break 3,24+ Right Center,25.68,Missed,,,,,,,,,,,,,,,,,,
18,PT10M36.00S,2022-12-01T02:11:47.6Z,1,REGULAR,rebound,defensive,[],1629028,,,1610612756,4,0,2022-12-01T02:11:51Z,180000,False,,,0,,D. Ayton REBOUND (Off:1 Def:1),[1629028],1610612756.0,PHX,,,,Ayton,D. Ayton,,,,,Above the Break 3,24+ Right Center,,,17.0,2.0,1.0,1.0,,,,,,,,,,,,,,
19,PT10M24.00S,2022-12-01T02:11:59.8Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628969,15.456636005256241,55.63725490196079,1610612756,6,0,2022-12-01T02:15:04Z,190000,False,-28.0,93.0,1,left,M. Bridges 9' pullup Jump Shot (2 PTS) (C. Payne 2 AST),"[1628969, 1626166]",1610612756.0,PHX,pullup,,,Bridges,M. Bridges,,,,,In The Paint (Non-RA),8-16 Center,9.7,Made,,,,,,,2.0,C. Payne,1626166.0,2.0,,,,,,,,
21,PT10M10.00S,2022-12-01T02:12:13.7Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201942,80.6340341655716,48.529411764705884,1610612741,6,2,2022-12-01T02:12:20Z,210000,False,-7.0,130.0,1,right,D. DeRozan 12' turnaround fadeaway Jump Shot (2 PTS),[201942],1610612741.0,CHI,turnaround fadeaway,,,DeRozan,D. DeRozan,,,,,In The Paint (Non-RA),8-16 Center,12.97,Made,,,,,,,2.0,,,,,,,,,,,
22,PT09M57.00S,2022-12-01T02:12:27.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629028,6.1268068331143235,48.529411764705884,1610612756,8,2,2022-12-01T02:12:37Z,220000,False,7.0,5.0,1,left,D. Ayton cutting Layup (6 PTS) (C. Payne 3 AST),"[1629028, 1626166]",1610612756.0,PHX,cutting,,,Ayton,D. Ayton,,,,,Restricted Area,0-8 Center,0.9,Made,,,,,,,6.0,C. Payne,1626166.0,3.0,,,,,,,,
24,PT09M47.00S,2022-12-01T02:12:39.8Z,1,REGULAR,foul,personal,[],1629028,,,1610612741,8,2,2022-12-01T02:37:26Z,240000,False,,,0,,D. Ayton personal FOUL (1 PF),"[1629028, 1630245]",1610612756.0,PHX,,,,Ayton,D. Ayton,,,,,Mid-Range,8-16 Center,,,,,,,2530.0,,,,,,,,1.0,0.0,Dosunmu,1630245.0,,
26,PT09M34.00S,2022-12-01T02:13:12.2Z,1,REGULAR,2pt,Jump Shot,[],201942,73.01248357424441,40.931372549019606,1610612741,8,4,2022-12-01T02:15:48Z,260000,False,-45.0,201.0,1,right,D. DeRozan 20' pullup Jump Shot (4 PTS) (Z. LaVine 1 AST),"[201942, 203897]",1610612741.0,CHI,pullup,,,DeRozan,D. DeRozan,,,,,Mid-Range,16-24 Center,20.62,Made,,,,,,,4.0,Z. LaVine,203897.0,1.0,,,,,,,,
28,PT09M20.00S,2022-12-01T02:13:25.1Z,1,REGULAR,2pt,Jump Shot,[],1626164,23.73521681997372,41.911764705882355,1610612756,8,4,2022-12-01T02:16:27Z,280000,False,40.0,171.0,1,left,MISS D. Booker 17' pullup Shot,[1626164],1610612756.0,PHX,pullup,,,Booker,D. Booker,,,,,Mid-Range,16-24 Center,17.53,Missed,,,,,,,,,,,,,,,,,,
29,PT09M18.00S,2022-12-01T02:13:27.1Z,1,REGULAR,rebound,defensive,[],202696,,,1610612741,8,4,2022-12-01T02:13:34Z,290000,False,,,0,,N. Vucevic REBOUND (Off:0 Def:1),[202696],1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,Mid-Range,16-24 Center,,,28.0,1.0,1.0,0.0,,,,,,,,,,,,,,
30,PT09M13.00S,2022-12-01T02:13:32.0Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],203897,70.77858081471747,75.0,1610612741,8,4,2022-12-01T02:17:07Z,300000,False,125.0,222.0,1,right,MISS Z. LaVine 25' running pullup 3PT,[203897],1610612741.0,CHI,running pullup,,,LaVine,Z. LaVine,,,,,Above the Break 3,24+ Right Center,25.49,Missed,,,,,,,,,,,,,,,,,,
31,PT09M13.00S,2022-12-01T02:13:32.0Z,1,REGULAR,rebound,defensive,[],1629028,,,1610612756,8,4,2022-12-01T02:13:38Z,310000,False,,,0,,D. Ayton REBOUND (Off:1 Def:2),[1629028],1610612756.0,PHX,,,,Ayton,D. Ayton,,,,,Above the Break 3,24+ Right Center,,,30.0,3.0,2.0,1.0,,,,,,,,,,,,,,
32,PT09M00.00S,2022-12-01T02:13:46.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629028,6.1268068331143235,49.50980392156863,1610612756,8,4,2022-12-01T02:13:54Z,320000,False,2.0,5.0,1,left,MISS D. Ayton cutting Layup,[1629028],1610612756.0,PHX,cutting,,,Ayton,D. Ayton,,,,,Restricted Area,0-8 Center,0.57,Missed,,,,,,,,,,,,,,,,,,
33,PT08M58.00S,2022-12-01T02:13:48.3Z,1,REGULAR,rebound,defensive,[],1630172,,,1610612741,8,4,2022-12-01T02:21:05Z,330000,False,,,0,,P. Williams REBOUND (Off:0 Def:1),[1630172],1610612741.0,CHI,,,,Williams,P. Williams,,,,,Restricted Area,0-8 Center,,,32.0,1.0,1.0,0.0,,,,,,,,,,,,,,
34,PT08M51.00S,2022-12-01T02:13:54.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203897,92.46057818659659,50.73529411764706,1610612741,8,6,2022-12-01T02:18:18Z,340000,False,4.0,18.0,1,right,Z. LaVine driving Layup (2 PTS) (A. Dosunmu 1 AST),"[203897, 1630245]",1610612741.0,CHI,driving,,,LaVine,Z. LaVine,,,,,Restricted Area,0-8 Center,1.88,Made,,,,,,,2.0,A. Dosunmu,1630245.0,1.0,,,,,,,,
36,PT08M46.00S,2022-12-01T02:14:00.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628969,5.338370565045992,53.18627450980392,1610612756,8,6,2022-12-01T02:14:11Z,360000,False,-16.0,-2.0,1,left,MISS M. Bridges driving Layup - blocked,"[1628969, 201942]",1610612756.0,PHX,driving,,,Bridges,M. Bridges,,,,,Restricted Area,0-8 Center,1.61,Missed,,,,,,,,,,,,,,,,,DeRozan,201942.0
37,PT08M46.00S,2022-12-01T02:14:00.4Z,1,REGULAR,block,,[],201942,,,1610612756,8,6,2022-12-01T02:14:02Z,370000,False,,,0,,D. DeRozan BLOCK (1 BLK),[201942],1610612741.0,CHI,,,,DeRozan,D. DeRozan,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
38,PT08M46.00S,2022-12-01T02:14:00.4Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612756,8,6,2022-12-01T02:14:11Z,380000,False,,,0,,TEAM offensive REBOUND,[],1610612756.0,PHX,,,,,,,,,,Restricted Area,0-8 Center,,,36.0,,,,,,,,,,,,,,,,,
40,PT08M40.00S,2022-12-01T02:14:22.4Z,1,REGULAR,turnover,bad pass,[],1626164,,,1610612756,8,6,2022-12-01T02:14:27Z,400000,False,,,0,,D. Booker bad pass TURNOVER (1 TO),"[1626164, 202696]",1610612756.0,PHX,,,,Booker,D. Booker,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,1.0,,,,,Vucevic,202696.0,,,,,,
41,PT08M40.00S,2022-12-01T02:14:22.4Z,1,REGULAR,steal,,[],202696,,,1610612741,8,6,2022-12-01T02:14:24Z,410000,False,,,0,,N. Vucevic STEAL (1 STL),[202696],1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
42,PT08M35.00S,2022-12-01T02:14:28.4Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1630245,92.9862023653088,50.0,1610612741,8,6,2022-12-01T02:14:46Z,420000,False,0.0,13.0,1,right,MISS A. Dosunmu driving Layup,[1630245],1610612741.0,CHI,driving,,,Dosunmu,A. Dosunmu,,,,,Restricted Area,0-8 Center,1.34,Missed,,,,,,,,,,,,,,,,,,
43,PT08M35.00S,2022-12-01T02:14:35.9Z,1,REGULAR,rebound,offensive,[],202696,,,1610612741,8,6,2022-12-01T02:14:35Z,430000,False,,,0,,N. Vucevic REBOUND (Off:1 Def:1),[202696],1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,Restricted Area,0-8 Center,,,42.0,2.0,1.0,1.0,,,,,,,,,,,,,,
44,PT08M35.00S,2022-12-01T02:14:36.7Z,1,REGULAR,foul,personal,['2freethrow'],1628969,,,1610612741,8,6,2022-12-01T02:14:45Z,440000,False,,,0,,M. Bridges shooting personal FOUL (1 PF) (Vucevic 2 FT),"[1628969, 202696]",1610612756.0,PHX,shooting,,,Bridges,M. Bridges,,,,,Restricted Area,0-8 Center,,,,,,,203591.0,,,,,,,,1.0,0.0,Vucevic,202696.0,,
46,PT08M35.00S,2022-12-01T02:14:57.3Z,1,REGULAR,freethrow,1 of 2,"['fromturnover', '2ndchance', 'fastbreak']",202696,,,1610612741,8,6,2022-12-01T02:15:27Z,460000,False,,,0,,MISS N. Vucevic Free Throw 1 of 2,[202696],1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
47,PT08M35.00S,2022-12-01T02:14:57.3Z,1,REGULAR,rebound,offensive,"['team', 'deadball']",0,,,1610612741,8,6,2022-12-01T02:15:27Z,470000,False,,,0,,TEAM offensive REBOUND,[],1610612741.0,CHI,,,,,,,,,,,,,,46.0,,,,,,,,,,,,,,,,,
48,PT08M35.00S,2022-12-01T02:14:57.3Z,1,REGULAR,freethrow,2 of 2,"['fromturnover', '2ndchance', 'fastbreak']",202696,,,1610612741,8,7,2022-12-01T02:15:27Z,480000,False,,,0,,N. Vucevic Free Throw 2 of 2 (1 PTS),[202696],1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,,,,Made,,,,,,,1.0,,,,,,,,,,,
49,PT08M12.00S,2022-12-01T02:15:38.4Z,1,REGULAR,2pt,Jump Shot,[],1629028,9.674770039421814,72.30392156862744,1610612756,10,7,2022-12-01T02:15:44Z,490000,False,-112.0,38.0,1,left,D. Ayton 11' fadeaway Jump Shot (8 PTS),[1629028],1610612756.0,PHX,fadeaway,,,Ayton,D. Ayton,,,,,Mid-Range,8-16 Left,11.79,Made,,,,,,,8.0,,,,,,,,,,,
50,PT07M55.00S,2022-12-01T02:15:55.0Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],202696,88.78120893561103,55.392156862745104,1610612741,10,9,2022-12-01T02:15:59Z,500000,False,27.0,53.0,1,right,N. Vucevic turnaround Hook (3 PTS) (Z. LaVine 2 AST),"[202696, 203897]",1610612741.0,CHI,turnaround,,,Vucevic,N. Vucevic,,,,,In The Paint (Non-RA),0-8 Center,5.95,Made,,,,,,,3.0,Z. LaVine,203897.0,2.0,,,,,,,,
52,PT07M38.00S,2022-12-01T02:16:12.5Z,1,REGULAR,3pt,Jump Shot,[],1626166,7.30946123521682,4.166666666666666,1610612756,13,9,2022-12-01T02:16:21Z,520000,False,229.0,16.0,1,left,C. Payne 3PT  (3 PTS) (M. Bridges 1 AST),"[1626166, 1628969]",1610612756.0,PHX,,,,Payne,C. Payne,,,,,Right Corner 3,24+ Right,22.98,Made,,,,,,,3.0,M. Bridges,1628969.0,1.0,,,,,,,,
54,PT07M24.00S,2022-12-01T02:16:26.8Z,1,REGULAR,2pt,Jump Shot,[],1630172,76.69185282522996,49.50980392156863,1610612741,13,9,2022-12-01T02:23:28Z,540000,False,-2.0,167.0,1,right,MISS P. Williams 16' Jump Shot,[1630172],1610612741.0,CHI,,,,Williams,P. Williams,,,,,Mid-Range,16-24 Center,16.66,Missed,,,,,,,,,,,,,,,,,,
55,PT07M21.00S,2022-12-01T02:16:29.8Z,1,REGULAR,rebound,defensive,[],1626164,,,1610612756,13,9,2022-12-01T02:16:32Z,550000,False,,,0,,D. Booker REBOUND (Off:0 Def:1),[1626164],1610612756.0,PHX,,,,Booker,D. Booker,,,,,Mid-Range,16-24 Center,,,54.0,1.0,1.0,0.0,,,,,,,,,,,,,,
56,PT07M15.00S,2022-12-01T02:16:37.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629028,5.206964520367937,51.470588235294116,1610612756,15,9,2022-12-01T02:16:49Z,560000,False,-7.0,-4.0,1,left,D. Ayton cutting Layup (10 PTS) (D. Booker 1 AST),"[1629028, 1626164]",1610612756.0,PHX,cutting,,,Ayton,D. Ayton,,,,,Restricted Area,0-8 Center,0.82,Made,,,,,,,10.0,D. Booker,1626164.0,1.0,,,,,,,,
58,PT07M15.00S,2022-12-01T02:16:39.5Z,1,REGULAR,foul,personal,['1freethrow'],202696,,,1610612756,15,9,2022-12-01T02:16:48Z,580000,False,,,0,,N. Vucevic shooting personal FOUL (1 PF) (Ayton 1 FT),"[202696, 1629028]",1610612741.0,CHI,shooting,,,Vucevic,N. Vucevic,,,,,Restricted Area,0-8 Center,,,,,,,203591.0,,,,,,,,1.0,0.0,Ayton,1629028.0,,
60,PT07M15.00S,2022-12-01T02:17:00.0Z,1,REGULAR,freethrow,1 of 1,[],1629028,,,1610612756,16,9,2022-12-01T02:17:00Z,600000,False,,,0,,D. Ayton Free Throw 1 of 1 (11 PTS),[1629028],1610612756.0,PHX,,,,Ayton,D. Ayton,,,,,,,,Made,,,,,,,11.0,,,,,,,,,,,
61,PT06M58.00S,2022-12-01T02:17:21.2Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],202696,86.15308804204993,46.568627450980394,1610612741,16,11,2022-12-01T02:17:26Z,610000,False,-17.0,78.0,1,right,N. Vucevic 7' turnaround Hook (5 PTS),[202696],1610612741.0,CHI,turnaround,,,Vucevic,N. Vucevic,,,,,In The Paint (Non-RA),0-8 Center,7.96,Made,,,,,,,5.0,,,,,,,,,,,
62,PT06M44.00S,2022-12-01T02:17:35.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629028,6.258212877792378,52.20588235294118,1610612756,16,11,2022-12-01T02:17:40Z,620000,False,-11.0,6.0,1,left,MISS D. Ayton alley-oop Layup - blocked,"[1629028, 1630172]",1610612756.0,PHX,alley-oop,,,Ayton,D. Ayton,,,,,Restricted Area,0-8 Center,1.27,Missed,,,,,,,,,,,,,,,,,Williams,1630172.0
63,PT06M44.00S,2022-12-01T02:17:35.1Z,1,REGULAR,block,,[],1630172,,,1610612756,16,11,2022-12-01T02:17:37Z,630000,False,,,0,,P. Williams BLOCK (1 BLK),[1630172],1610612741.0,CHI,,,,Williams,P. Williams,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
64,PT06M42.00S,2022-12-01T02:17:37.1Z,1,REGULAR,rebound,defensive,[],1630172,,,1610612741,16,11,2022-12-01T02:17:40Z,640000,False,,,0,,P. Williams REBOUND (Off:0 Def:2),[1630172],1610612741.0,CHI,,,,Williams,P. Williams,,,,,Restricted Area,0-8 Center,,,62.0,2.0,2.0,0.0,,,,,,,,,,,,,,
65,PT06M36.00S,2022-12-01T02:17:42.6Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],201942,93.38042049934296,51.470588235294116,1610612741,16,13,2022-12-01T02:17:52Z,650000,False,7.0,10.0,1,right,D. DeRozan cutting DUNK (6 PTS) (Z. LaVine 3 AST),"[201942, 203897]",1610612741.0,CHI,cutting,,,DeRozan,D. DeRozan,,,,,Restricted Area,0-8 Center,1.22,Made,,,,,,,6.0,Z. LaVine,203897.0,3.0,,,,,,,,
67,PT06M25.00S,2022-12-01T02:17:54.1Z,1,REGULAR,2pt,Jump Shot,[],1626166,11.908672798948752,23.03921568627451,1610612756,18,13,2022-12-01T02:17:59Z,670000,False,135.0,59.0,1,left,C. Payne 14' pullup Jump Shot (5 PTS),[1626166],1610612756.0,PHX,pullup,,,Payne,C. Payne,,,,,Mid-Range,8-16 Right,14.73,Made,,,,,,,5.0,,,,,,,,,,,
68,PT06M02.00S,2022-12-01T02:18:17.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630245,92.85479632063075,50.245098039215684,1610612741,18,15,2022-12-01T02:18:22Z,680000,False,1.0,15.0,1,right,A. Dosunmu driving Layup (2 PTS),[1630245],1610612741.0,CHI,driving,,,Dosunmu,A. Dosunmu,,,,,Restricted Area,0-8 Center,1.47,Made,,,,,,,2.0,,,,,,,,,,,
69,PT05M46.00S,2022-12-01T02:18:33.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1626164,5.075558475689881,51.470588235294116,1610612756,20,15,2022-12-01T02:26:12Z,690000,False,-7.0,-5.0,1,left,D. Booker driving Layup (2 PTS) (C. Payne 4 AST),"[1626164, 1626166]",1610612756.0,PHX,driving,,,Booker,D. Booker,,,,,Restricted Area,0-8 Center,0.88,Made,,,,,,,2.0,C. Payne,1626166.0,4.0,,,,,,,,
71,PT05M46.00S,2022-12-01T02:18:38.5Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612741,20,15,2022-12-01T02:18:38Z,710000,False,,,0,,CHI Timeout,[],1610612741.0,CHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,PT05M46.00S,2022-12-01T02:20:56.7Z,1,REGULAR,substitution,out,[],1630245,,,1610612741,20,15,2022-12-01T02:21:19Z,720000,False,,,0,,SUB out: A. Dosunmu,[1630245],1610612741.0,CHI,,,,Dosunmu,A. Dosunmu,,,,,,,,,,,,,,,,,,,,,,,,,,
73,PT05M46.00S,2022-12-01T02:20:56.7Z,1,REGULAR,substitution,out,[],203897,,,1610612741,20,15,2022-12-01T02:21:19Z,730000,False,,,0,,SUB out: Z. LaVine,[203897],1610612741.0,CHI,,,,LaVine,Z. LaVine,,,,,,,,,,,,,,,,,,,,,,,,,,
74,PT05M46.00S,2022-12-01T02:20:56.7Z,1,REGULAR,substitution,in,[],1629632,,,1610612741,20,15,2022-12-01T02:21:19Z,740000,False,,,0,,SUB in: C. White,[1629632],1610612741.0,CHI,,,,White,C. White,,,,,,,,,,,,,,,,,,,,,,,,,,
75,PT05M46.00S,2022-12-01T02:20:56.7Z,1,REGULAR,substitution,in,[],1627936,,,1610612741,20,15,2022-12-01T02:21:19Z,750000,False,,,0,,SUB in: A. Caruso,[1627936],1610612741.0,CHI,,,,Caruso,A. Caruso,,,,,,,,,,,,,,,,,,,,,,,,,,
76,PT05M29.00S,2022-12-01T02:21:52.1Z,1,REGULAR,3pt,Jump Shot,[],1630172,69.72733245729303,74.26470588235294,1610612741,20,15,2022-12-01T02:27:24Z,760000,False,121.0,232.0,1,right,MISS P. Williams 26' 3PT,[1630172],1610612741.0,CHI,,,,Williams,P. Williams,,,,,Above the Break 3,24+ Right Center,26.19,Missed,,,,,,,,,,,,,,,,,,
77,PT05M25.00S,2022-12-01T02:21:56.1Z,1,REGULAR,rebound,defensive,[],1626166,,,1610612756,20,15,2022-12-01T02:21:57Z,770000,False,,,0,,C. Payne REBOUND (Off:0 Def:1),[1626166],1610612756.0,PHX,,,,Payne,C. Payne,,,,,Above the Break 3,24+ Right Center,,,76.0,1.0,1.0,0.0,,,,,,,,,,,,,,
78,PT05M17.00S,2022-12-01T02:22:05.8Z,1,REGULAR,foul,offensive,[],1629028,,,1610612756,20,15,2022-12-01T02:22:14Z,780000,False,,,0,,D. Ayton offensive FOUL (2 PF),"[1629028, 1627936]",1610612756.0,PHX,,,,Ayton,D. Ayton,,,,,Mid-Range,16-24 Left Center,,,,,,,203591.0,,,,,,,,2.0,0.0,Caruso,1627936.0,,
80,PT05M17.00S,2022-12-01T02:22:05.8Z,1,REGULAR,turnover,offensive foul,[],1629028,,,1610612756,20,15,2022-12-01T02:22:05Z,800000,False,,,0,,D. Ayton offensive foul TURNOVER (1 TO),[1629028],1610612756.0,PHX,,,,Ayton,D. Ayton,,,,,Mid-Range,16-24 Left Center,,,,,,,203591.0,1.0,,,,,,,,,,,,
81,PT05M02.00S,2022-12-01T02:22:36.1Z,1,REGULAR,turnover,traveling,[],202696,,,1610612741,20,15,2022-12-01T02:22:41Z,810000,False,,,0,,N. Vucevic traveling TURNOVER (1 TO),[202696],1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,2530.0,1.0,,,,,,,,,,,,
82,PT04M39.00S,2022-12-01T02:23:08.9Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1626166,25.706307490144546,86.51960784313727,1610612756,20,15,2022-12-01T02:23:18Z,820000,False,-183.0,189.0,1,left,MISS C. Payne 26' 3PT,[1626166],1610612756.0,PHX,,,,Payne,C. Payne,,,,,Above the Break 3,24+ Left Center,26.29,Missed,,,,,,,,,,,,,,,,,,
83,PT04M34.00S,2022-12-01T02:23:13.9Z,1,REGULAR,rebound,offensive,[],1628470,,,1610612756,20,15,2022-12-01T02:23:18Z,830000,False,,,0,,T. Craig REBOUND (Off:1 Def:0),[1628470],1610612756.0,PHX,,,,Craig,T. Craig,,,,,Above the Break 3,24+ Left Center,,,82.0,1.0,0.0,1.0,,,,,,,,,,,,,,
