actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,turnoverTotal,stealPlayerName,stealPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
2,PT12M00.00S,2022-12-18T02:10:43.0Z,1,REGULAR,period,start,[],0,,,0,0,0,2022-12-18T02:10:43Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M57.00S,2022-12-18T02:10:45.7Z,1,REGULAR,jumpball,recovered,[],101108,,,1610612756,0,0,2022-12-18T02:10:45Z,40000,False,,,0,,Jump Ball B. Biyombo vs. J. Valanciunas: Tip to C. Paul,"[101108, 202687, 202685]",1610612756.0,PHX,startperiod,C. Paul,101108.0,Paul,C. Paul,Biyombo,202687.0,Valanciunas,202685.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M45.00S,2022-12-18T02:10:57.9Z,1,REGULAR,3pt,Jump Shot,[],1626164,31.61957950065703,63.725490196078425,1610612756,3,0,2022-12-18T02:11:02Z,70000,False,-69.0,245.0,1,left,D. Booker 25' 3PT  (3 PTS) (C. Paul 1 AST),"[1626164, 101108]",1610612756.0,PHX,,,,Booker,D. Booker,,,,,Above the Break 3,24+ Center,25.41,Made,3.0,C. Paul,101108.0,1.0,,,,,,,,,,,,,,
9,PT11M19.00S,2022-12-18T02:11:22.8Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],202685,90.88370565045992,57.107843137254896,1610612740,3,0,2022-12-18T02:12:26Z,90000,False,36.0,33.0,1,right,MISS J. Valanciunas driving bank Hook,[202685],1610612740.0,NOP,driving bank,,,Valanciunas,J. Valanciunas,,,,,In The Paint (Non-RA),0-8 Center,4.86,Missed,,,,,,,,,,,,,,,,,,
10,PT11M18.00S,2022-12-18T02:11:23.8Z,1,REGULAR,rebound,defensive,[],1626164,,,1610612756,3,0,2022-12-18T02:11:25Z,100000,False,,,0,,D. Booker REBOUND (Off:0 Def:1),[1626164],1610612756.0,PHX,,,,Booker,D. Booker,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,9.0,1.0,1.0,0.0,,,,,,,,,,
11,PT11M13.00S,2022-12-18T02:11:28.9Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1628969,3.7614980289093296,94.85294117647058,1610612756,6,0,2022-12-18T02:11:33Z,110000,False,-224.0,-17.0,1,left,M. Bridges 3PT running (3 PTS) (D. Booker 1 AST),"[1628969, 1626164]",1610612756.0,PHX,running,,,Bridges,M. Bridges,,,,,Left Corner 3,24+ Left,22.5,Made,3.0,D. Booker,1626164.0,1.0,,,,,,,,,,,,,,
13,PT10M54.00S,2022-12-18T02:11:47.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629627,90.3580814717477,46.07843137254902,1610612740,6,0,2022-12-18T02:11:51Z,130000,False,-20.0,38.0,1,right,MISS Z. Williamson driving Layup,[1629627],1610612740.0,NOP,driving,,,Williamson,Z. Williamson,,,,,Restricted Area,0-8 Center,4.28,Missed,,,,,,,,,,,,,,,,,,
14,PT10M53.00S,2022-12-18T02:11:48.4Z,1,REGULAR,rebound,defensive,[],202687,,,1610612756,6,0,2022-12-18T02:11:51Z,140000,False,,,0,,B. Biyombo REBOUND (Off:0 Def:1),[202687],1610612756.0,PHX,,,,Biyombo,B. Biyombo,,,,,Restricted Area,0-8 Center,,,,,,,13.0,1.0,1.0,0.0,,,,,,,,,,
15,PT10M42.00S,2022-12-18T02:11:59.7Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626164,18.74178712220762,54.41176470588235,1610612756,8,0,2022-12-18T02:12:02Z,150000,False,-22.0,124.0,1,left,D. Booker 12' pullup Jump Shot (5 PTS) (T. Craig 1 AST),"[1626164, 1628470]",1610612756.0,PHX,pullup,,,Booker,D. Booker,,,,,In The Paint (Non-RA),8-16 Center,12.57,Made,5.0,T. Craig,1628470.0,1.0,,,,,,,,,,,,,,
17,PT10M31.00S,2022-12-18T02:12:11.6Z,1,REGULAR,2pt,Jump Shot,[],202685,92.59198423127464,74.75490196078431,1610612740,8,2,2022-12-18T02:12:15Z,170000,False,124.0,17.0,1,right,J. Valanciunas 12' Jump Shot (2 PTS) (C. McCollum 1 AST),"[202685, 203468]",1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,Mid-Range,8-16 Right,12.5,Made,2.0,C. McCollum,203468.0,1.0,,,,,,,,,,,,,,
19,PT10M08.00S,2022-12-18T02:12:35.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1626164,10.068988173455978,47.794117647058826,1610612756,8,2,2022-12-18T02:12:54Z,190000,False,11.0,42.0,1,left,MISS D. Booker driving Layup - blocked,"[1626164, 1630530]",1610612756.0,PHX,driving,,,Booker,D. Booker,,,,,Restricted Area,0-8 Center,4.35,Missed,,,,,,,,,Murphy III,1630530.0,,,,,,,,
20,PT10M08.00S,2022-12-18T02:12:35.6Z,1,REGULAR,block,,[],1630530,,,1610612756,8,2,2022-12-18T02:13:15Z,200000,False,,,0,,T. Murphy III BLOCK (1 BLK),[1630530],1610612740.0,NOP,,,,Murphy III,T. Murphy III,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
21,PT10M08.00S,2022-12-18T02:12:35.6Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612740,8,2,2022-12-18T02:13:15Z,210000,False,,,0,,TEAM defensive REBOUND,[],1610612740.0,NOP,,,,,,,,,,Restricted Area,0-8 Center,,,,,,,19.0,,,,,,,,,,,,,
23,PT09M56.00S,2022-12-18T02:12:52.2Z,1,REGULAR,3pt,Jump Shot,[],203468,69.33311432325887,18.38235294117647,1610612740,8,5,2022-12-18T02:12:56Z,230000,False,-158.0,236.0,1,right,C. McCollum 28' 3PT  (3 PTS) (Z. Williamson 1 AST),"[203468, 1629627]",1610612740.0,NOP,,,,McCollum,C. McCollum,,,,,Above the Break 3,24+ Left Center,28.39,Made,3.0,Z. Williamson,1629627.0,1.0,,,,,,,,,,,,,,
25,PT09M37.00S,2022-12-18T02:13:10.3Z,1,REGULAR,3pt,Jump Shot,[],1626164,31.61957950065703,62.745098039215684,1610612756,11,5,2022-12-18T02:13:21Z,250000,False,-64.0,245.0,1,left,D. Booker 25' 3PT pullup (8 PTS) (C. Paul 2 AST),"[1626164, 101108]",1610612756.0,PHX,pullup,,,Booker,D. Booker,,,,,Above the Break 3,24+ Center,25.29,Made,8.0,C. Paul,101108.0,2.0,,,,,,,,,,,,,,
