actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,blockPlayerName,blockPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,turnoverTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,stealPlayerName,stealPersonId
16,PT10M39.00S,2023-03-26T02:11:48.7Z,1,REGULAR,rebound,offensive,[],200782,,,1610612755,2,0,2023-03-26T02:12:00Z,160000,False,,,0,,P. Tucker REBOUND (Off:1 Def:0),[200782],1610612755.0,PHI,,,,Tucker,P. Tucker,,,,,Mid-Range,8-16 Left,,,,,15.0,1.0,0.0,1.0,,,,,,,,,,,,
17,PT10M35.00S,2023-03-26T02:11:52.6Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",200782,7.966491458607096,54.166666666666664,1610612755,2,2,2023-03-26T02:12:03Z,170000,False,-21.0,22.0,1,left,P. Tucker putback Layup (2 PTS),[200782],1610612755.0,PHI,putback,,,Tucker,P. Tucker,,,,,Restricted Area,0-8 Center,3.06,Made,,,,,,,,,2.0,,,,,,,,,
18,PT10M23.00S,2023-03-26T02:12:04.5Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628470,83.919185282523,43.872549019607845,1610612756,2,2,2023-03-26T02:12:25Z,180000,False,-31.0,99.0,1,right,MISS T. Craig 10' pullup Shot,[1628470],1610612756.0,PHX,pullup,,,Craig,T. Craig,,,,,In The Paint (Non-RA),8-16 Center,10.33,Missed,,,,,,,,,,,,,,,,,,
19,PT10M20.00S,2023-03-26T02:12:07.5Z,1,REGULAR,rebound,defensive,[],200782,,,1610612755,2,2,2023-03-26T02:12:11Z,190000,False,,,0,,P. Tucker REBOUND (Off:1 Def:1),[200782],1610612755.0,PHI,,,,Tucker,P. Tucker,,,,,In The Paint (Non-RA),8-16 Center,,,,,18.0,2.0,1.0,1.0,,,,,,,,,,,,
20,PT10M16.00S,2023-03-26T02:12:11.1Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1630178,18.478975032851512,93.38235294117648,1610612755,2,5,2023-03-26T02:12:20Z,200000,False,-217.0,121.0,1,left,T. Maxey 24' 3PT running (3 PTS) (D. Melton 1 AST),"[1630178, 1629001]",1610612755.0,PHI,running,,,Maxey,T. Maxey,,,,,Above the Break 3,24+ Left Center,24.85,Made,,,,,,,,,3.0,D. Melton,1629001.0,1.0,,,,,,
22,PT10M03.00S,2023-03-26T02:12:26.6Z,1,REGULAR,violation,kicked ball,[],203954,,,1610612756,2,5,2023-03-26T02:12:35Z,220000,False,,,0,,J. Embiid kicked ball VIOLATION,[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,,,,,,,,,,202049.0,,,,,,,,,,,
23,PT09M53.00S,2023-03-26T02:12:50.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],202687,86.02168199737189,49.754901960784316,1610612756,4,5,2023-03-26T02:13:05Z,230000,False,-1.0,79.0,1,right,B. Biyombo 7' cutting finger roll Layup (2 PTS) (C. Paul 1 AST),"[202687, 101108]",1610612756.0,PHX,cutting finger roll,,,Biyombo,B. Biyombo,,,,,In The Paint (Non-RA),0-8 Center,7.89,Made,,,,,,,,,2.0,C. Paul,101108.0,1.0,,,,,,
25,PT09M39.00S,2023-03-26T02:13:04.6Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203954,16.770696452036795,50.73529411764706,1610612755,4,5,2023-03-26T02:13:09Z,250000,False,-4.0,105.0,1,left,MISS J. Embiid 10' turnaround fadeaway Shot,[203954],1610612755.0,PHI,turnaround fadeaway,,,Embiid,J. Embiid,,,,,In The Paint (Non-RA),8-16 Center,10.52,Missed,,,,,,,,,,,,,,,,,,
26,PT09M38.00S,2023-03-26T02:13:05.6Z,1,REGULAR,rebound,defensive,[],1626164,,,1610612756,4,5,2023-03-26T02:13:09Z,260000,False,,,0,,D. Booker REBOUND (Off:0 Def:1),[1626164],1610612756.0,PHX,,,,Booker,D. Booker,,,,,In The Paint (Non-RA),8-16 Center,,,,,25.0,1.0,1.0,0.0,,,,,,,,,,,,
27,PT09M27.00S,2023-03-26T02:13:18.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1626164,91.01511169513797,57.35294117647059,1610612756,4,5,2023-03-26T02:16:00Z,270000,False,37.0,32.0,1,right,MISS D. Booker driving Layup,[1626164],1610612756.0,PHX,driving,,,Booker,D. Booker,,,,,In The Paint (Non-RA),0-8 Center,4.88,Missed,,,,,,,,,,,,,,,,,,
28,PT09M26.00S,2023-03-26T02:13:19.8Z,1,REGULAR,rebound,offensive,[],1628470,,,1610612756,4,5,2023-03-26T02:16:12Z,280000,False,,,0,,T. Craig REBOUND (Off:1 Def:0),[1628470],1610612756.0,PHX,,,,Craig,T. Craig,,,,,In The Paint (Non-RA),0-8 Center,,,,,27.0,1.0,0.0,1.0,,,,,,,,,,,,
29,PT09M26.00S,2023-03-26T02:13:20.6Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1628470,89.43823915900131,51.9607843137255,1610612756,4,5,2023-03-26T02:16:32Z,290000,False,10.0,47.0,1,right,MISS T. Craig tip Layup,[1628470],1610612756.0,PHX,tip,,,Craig,T. Craig,,,,,In The Paint (Non-RA),0-8 Center,4.78,Missed,,,,,,,,,,,,,,,,,,
30,PT09M26.00S,2023-03-26T02:13:20.6Z,1,REGULAR,rebound,offensive,[],202687,,,1610612756,4,5,2023-03-26T02:16:11Z,300000,False,,,0,,B. Biyombo REBOUND (Off:2 Def:0),[202687],1610612756.0,PHX,,,,Biyombo,B. Biyombo,,,,,In The Paint (Non-RA),0-8 Center,,,,,29.0,2.0,0.0,2.0,,,,,,,,,,,,
55,PT09M26.00S,2023-03-26T02:13:21.8Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",202687,92.32917214191852,50.245098039215684,1610612756,4,5,2023-03-26T02:17:01Z,305000,False,1.0,20.0,1,right,MISS B. Biyombo tip Layup,[202687],1610612756.0,PHX,tip,,,Biyombo,B. Biyombo,,,,,Restricted Area,0-8 Center,1.96,Missed,,,,,,,,,,,,,,,,,,
56,PT09M26.00S,2023-03-26T02:13:21.8Z,1,REGULAR,rebound,offensive,[],202687,,,1610612756,4,5,2023-03-26T02:17:12Z,307500,False,,,0,,B. Biyombo REBOUND (Off:3 Def:0),[202687],1610612756.0,PHX,,,,Biyombo,B. Biyombo,,,,,Restricted Area,0-8 Center,,,,,55.0,3.0,0.0,3.0,,,,,,,,,,,,
31,PT09M24.00S,2023-03-26T02:13:23.1Z,1,REGULAR,foul,personal,['2freethrow'],1629001,,,1610612756,4,5,2023-03-26T02:13:32Z,310000,False,,,0,,D. Melton shooting personal FOUL (1 PF) (Biyombo 2 FT),"[1629001, 202687]",1610612755.0,PHI,shooting,,,Melton,D. Melton,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,202049.0,,,,,,1.0,0.0,Biyombo,202687.0,,
33,PT09M24.00S,2023-03-26T02:13:46.5Z,1,REGULAR,freethrow,1 of 2,['2ndchance'],202687,,,1610612756,4,5,2023-03-26T02:17:01Z,330000,False,,,0,,MISS B. Biyombo Free Throw 1 of 2,[202687],1610612756.0,PHX,,,,Biyombo,B. Biyombo,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
34,PT09M24.00S,2023-03-26T02:13:46.5Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612756,4,5,2023-03-26T02:13:46Z,340000,False,,,0,,TEAM offensive REBOUND,[],1610612756.0,PHX,,,,,,,,,,,,,,,,33.0,,,,,,,,,,,,,,,
35,PT09M24.00S,2023-03-26T02:14:03.5Z,1,REGULAR,freethrow,2 of 2,['2ndchance'],202687,,,1610612756,5,5,2023-03-26T02:17:01Z,350000,False,,,0,,B. Biyombo Free Throw 2 of 2 (3 PTS),[202687],1610612756.0,PHX,,,,Biyombo,B. Biyombo,,,,,,,,Made,,,,,,,,,3.0,,,,,,,,,
36,PT09M10.00S,2023-03-26T02:14:18.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630178,11.514454664914586,46.32352941176471,1610612755,5,7,2023-03-26T02:14:22Z,360000,False,18.0,56.0,1,left,T. Maxey driving Layup (5 PTS),[1630178],1610612755.0,PHI,driving,,,Maxey,T. Maxey,,,,,In The Paint (Non-RA),0-8 Center,5.87,Made,,,,,,,,,5.0,,,,,,,,,
37,PT08M56.00S,2023-03-26T02:14:43.5Z,1,REGULAR,2pt,Jump Shot,[],1626164,69.72733245729303,56.86274509803921,1610612756,7,7,2023-03-26T02:19:43Z,370000,False,34.0,232.0,1,right,D. Booker 23' pullup Jump Shot (4 PTS) (T. Craig 1 AST),"[1626164, 1628470]",1610612756.0,PHX,pullup,,,Booker,D. Booker,,,,,Mid-Range,16-24 Center,23.46,Made,,,,,,,,,4.0,T. Craig,1628470.0,1.0,,,,,,
39,PT08M56.00S,2023-03-26T02:14:50.8Z,1,REGULAR,foul,personal,['1freethrow'],1629001,,,1610612756,7,7,2023-03-26T02:15:03Z,390000,False,,,0,,D. Melton shooting personal FOUL (2 PF) (Booker 1 FT),"[1629001, 1626164]",1610612755.0,PHI,shooting,,,Melton,D. Melton,,,,,Above the Break 3,24+ Center,,,,,,,,,202058.0,,,,,,2.0,0.0,Booker,1626164.0,,
41,PT08M56.00S,2023-03-26T02:15:14.5Z,1,REGULAR,freethrow,1 of 1,[],1626164,,,1610612756,8,7,2023-03-26T02:15:14Z,410000,False,,,0,,D. Booker Free Throw 1 of 1 (5 PTS),[1626164],1610612756.0,PHX,,,,Booker,D. Booker,,,,,,,,Made,,,,,,,,,5.0,,,,,,,,,
42,PT08M38.00S,2023-03-26T02:15:33.3Z,1,REGULAR,3pt,Jump Shot,[],1630178,9.017739816031538,95.83333333333334,1610612755,8,10,2023-03-26T02:15:50Z,420000,False,-229.0,32.0,1,left,T. Maxey 3PT  (8 PTS) (J. Embiid 1 AST),"[1630178, 203954]",1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,Left Corner 3,24+ Left,23.15,Made,,,,,,,,,8.0,J. Embiid,203954.0,1.0,,,,,,
44,PT08M24.00S,2023-03-26T02:15:46.8Z,1,REGULAR,2pt,Jump Shot,[],101108,80.76544021024968,25.98039215686275,1610612756,8,10,2023-03-26T02:15:53Z,440000,False,-120.0,128.0,1,right,MISS C. Paul 17' pullup Shot,[101108],1610612756.0,PHX,pullup,,,Paul,C. Paul,,,,,Mid-Range,16-24 Left Center,17.57,Missed,,,,,,,,,,,,,,,,,,
45,PT08M24.00S,2023-03-26T02:15:46.8Z,1,REGULAR,rebound,defensive,[],203954,,,1610612755,8,10,2023-03-26T02:15:53Z,450000,False,,,0,,J. Embiid REBOUND (Off:0 Def:2),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,Mid-Range,16-24 Left Center,,,,,44.0,2.0,2.0,0.0,,,,,,,,,,,,
46,PT08M15.00S,2023-03-26T02:15:56.6Z,1,REGULAR,3pt,Jump Shot,[],203954,30.831143232588698,36.029411764705884,1610612755,8,10,2023-03-26T02:17:26Z,460000,False,70.0,237.0,1,left,MISS J. Embiid 24' 3PT,[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,Above the Break 3,24+ Center,24.74,Missed,,,,,,,,,,,,,,,,,,
47,PT08M13.00S,2023-03-26T02:15:58.6Z,1,REGULAR,rebound,offensive,[],200782,,,1610612755,8,10,2023-03-26T02:21:27Z,470000,False,,,0,,P. Tucker REBOUND (Off:2 Def:1),[200782],1610612755.0,PHI,,,,Tucker,P. Tucker,,,,,Above the Break 3,24+ Center,,,,,46.0,3.0,1.0,2.0,,,,,,,,,,,,
49,PT08M13.00S,2023-03-26T02:16:05.5Z,1,REGULAR,substitution,out,[],1629001,,,1610612755,8,10,2023-03-26T02:16:12Z,490000,False,,,0,,SUB out: D. Melton,[1629001],1610612755.0,PHI,,,,Melton,D. Melton,,,,,,,,,,,,,,,,,,,,,,,,,,
50,PT08M13.00S,2023-03-26T02:16:05.5Z,1,REGULAR,substitution,in,[],1629667,,,1610612755,8,10,2023-03-26T02:16:12Z,500000,False,,,0,,SUB in: J. McDaniels,[1629667],1610612755.0,PHI,,,,McDaniels,J. McDaniels,,,,,,,,,,,,,,,,,,,,,,,,,,
51,PT08M06.00S,2023-03-26T02:16:36.1Z,1,REGULAR,foul,personal,[],202687,,,1610612755,8,10,2023-03-26T02:16:39Z,510000,False,,,0,,B. Biyombo personal FOUL (1 PF),"[202687, 203954]",1610612756.0,PHX,,,,Biyombo,B. Biyombo,,,,,Restricted Area,0-8 Center,,,,,,,,,202058.0,,,,,,1.0,0.0,Embiid,203954.0,,
53,PT08M01.00S,2023-03-26T02:16:54.2Z,1,REGULAR,2pt,Jump Shot,['2ndchance'],202699,17.69053876478318,66.42156862745098,1610612755,8,10,2023-03-26T02:22:35Z,530000,False,-82.0,114.0,1,left,MISS T. Harris 14' pullup Shot,[202699],1610612755.0,PHI,pullup,,,Harris,T. Harris,,,,,Mid-Range,8-16 Left,14.03,Missed,,,,,,,,,,,,,,,,,,
54,PT07M59.00S,2023-03-26T02:16:56.2Z,1,REGULAR,rebound,defensive,[],202687,,,1610612756,8,10,2023-03-26T02:17:28Z,540000,False,,,0,,B. Biyombo REBOUND (Off:3 Def:1),[202687],1610612756.0,PHX,,,,Biyombo,B. Biyombo,,,,,Mid-Range,8-16 Left,,,,,53.0,4.0,1.0,3.0,,,,,,,,,,,,
57,PT07M46.00S,2023-03-26T02:17:09.2Z,1,REGULAR,3pt,Jump Shot,[],1629006,89.43823915900131,4.6568627450980395,1610612756,8,10,2023-03-26T02:17:31Z,550000,False,-227.0,47.0,1,right,MISS J. Okogie 3PT,[1629006],1610612756.0,PHX,,,,Okogie,J. Okogie,,,,,Left Corner 3,24+ Left,23.15,Missed,,,,,,,,,,,,,,,,,,
58,PT07M43.00S,2023-03-26T02:17:12.2Z,1,REGULAR,rebound,defensive,[],1630178,,,1610612755,8,10,2023-03-26T02:17:31Z,560000,False,,,0,,T. Maxey REBOUND (Off:0 Def:1),[1630178],1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,Left Corner 3,24+ Left,,,,,57.0,1.0,1.0,0.0,,,,,,,,,,,,
59,PT07M27.00S,2023-03-26T02:17:28.2Z,1,REGULAR,2pt,Jump Shot,[],203954,21.895532194480946,51.225490196078425,1610612755,8,10,2023-03-26T02:23:01Z,570000,False,-6.0,153.0,1,left,MISS J. Embiid 15' pullup Shot,[203954],1610612755.0,PHI,pullup,,,Embiid,J. Embiid,,,,,Mid-Range,8-16 Center,15.34,Missed,,,,,,,,,,,,,,,,,,
60,PT07M24.00S,2023-03-26T02:17:31.2Z,1,REGULAR,rebound,defensive,[],101108,,,1610612756,8,10,2023-03-26T02:17:33Z,580000,False,,,0,,C. Paul REBOUND (Off:0 Def:1),[101108],1610612756.0,PHX,,,,Paul,C. Paul,,,,,Mid-Range,8-16 Center,,,,,59.0,1.0,1.0,0.0,,,,,,,,,,,,
61,PT07M21.00S,2023-03-26T02:17:36.8Z,1,REGULAR,foul,personal,[],200782,,,1610612756,8,10,2023-03-26T02:17:43Z,590000,False,,,0,,P. Tucker personal FOUL (1 PF),"[200782, 101108]",1610612755.0,PHI,,,,Tucker,P. Tucker,,,,,Above the Break 3,24+ Center,,,,,,,,,1627964.0,,,,,,1.0,0.0,Paul,101108.0,,
63,PT07M13.00S,2023-03-26T02:18:08.2Z,1,REGULAR,turnover,out-of-bounds,[],1626164,,,1610612756,8,10,2023-03-26T02:18:20Z,610000,False,,,0,,D. Booker bad pass out-of-bounds TURNOVER (1 TO),[1626164],1610612756.0,PHX,bad pass,,,Booker,D. Booker,,,,,Mid-Range,16-24 Center,,,,,,,,,202058.0,1.0,,,,,,,,,,
64,PT06M49.00S,2023-03-26T02:18:42.0Z,1,REGULAR,turnover,shot clock,['team'],0,,,1610612755,8,10,2023-03-26T02:18:53Z,620000,False,,,0,,PHI shot clock Team TURNOVER,[],1610612755.0,PHI,,,,,,,,,,Mid-Range,8-16 Left,,,,,,,,,202049.0,,,,,,,,,,,
65,PT06M49.00S,2023-03-26T02:18:50.1Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612756,8,10,2023-03-26T02:18:50Z,630000,False,,,0,,PHX Timeout,[],1610612756.0,PHX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66,PT06M49.00S,2023-03-26T02:21:13.0Z,1,REGULAR,substitution,out,[],1629006,,,1610612756,8,10,2023-03-26T02:21:27Z,640000,False,,,0,,SUB out: J. Okogie,[1629006],1610612756.0,PHX,,,,Okogie,J. Okogie,,,,,,,,,,,,,,,,,,,,,,,,,,
67,PT06M49.00S,2023-03-26T02:21:13.0Z,1,REGULAR,substitution,in,[],1629013,,,1610612756,8,10,2023-03-26T02:21:27Z,650000,False,,,0,,SUB in: L. Shamet,[1629013],1610612756.0,PHX,,,,Shamet,L. Shamet,,,,,,,,,,,,,,,,,,,,,,,,,,
69,PT06M24.00S,2023-03-26T02:22:12.3Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1626164,70.77858081471747,84.55882352941177,1610612756,8,10,2023-03-26T02:22:16Z,670000,False,173.0,222.0,1,right,MISS D. Booker 28' pullup 3PT,[1626164],1610612756.0,PHX,pullup,,,Booker,D. Booker,,,,,Above the Break 3,24+ Right Center,28.15,Missed,,,,,,,,,,,,,,,,,,
70,PT06M22.00S,2023-03-26T02:22:13.8Z,1,REGULAR,rebound,defensive,[],203954,,,1610612755,8,10,2023-03-26T02:22:13Z,680000,False,,,0,,J. Embiid REBOUND (Off:0 Def:3),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,Above the Break 3,24+ Right Center,,,,,69.0,3.0,3.0,0.0,,,,,,,,,,,,
71,PT06M15.00S,2023-03-26T02:22:24.0Z,1,REGULAR,turnover,out-of-bounds,[],1630178,,,1610612755,8,10,2023-03-26T02:23:15Z,690000,False,,,0,,T. Maxey bad pass out-of-bounds TURNOVER (2 TO),[1630178],1610612755.0,PHI,bad pass,,,Maxey,T. Maxey,,,,,Restricted Area,0-8 Center,,,,,,,,,,2.0,,,,,,,,,,
72,PT06M07.00S,2023-03-26T02:22:38.0Z,1,REGULAR,turnover,out-of-bounds,[],101108,,,1610612756,8,10,2023-03-26T02:25:29Z,700000,False,,,0,,C. Paul bad pass out-of-bounds TURNOVER (1 TO),[101108],1610612756.0,PHX,bad pass,,,Paul,C. Paul,,,,,Above the Break 3,24+ Left Center,,,,,,,,,202049.0,1.0,,,,,,,,,,
73,PT05M46.00S,2023-03-26T02:23:08.9Z,1,REGULAR,foul,personal,['2freethrow'],1629013,,,1610612755,8,10,2023-03-26T02:23:48Z,710000,False,,,0,,L. Shamet shooting personal FOUL (1 PF) (Embiid 2 FT),"[1629013, 203954]",1610612756.0,PHX,shooting,,,Shamet,L. Shamet,,,,,Restricted Area,0-8 Center,,,,,,,,,1627964.0,,,,,,1.0,0.0,Embiid,203954.0,,
75,PT05M46.00S,2023-03-26T02:23:44.4Z,1,REGULAR,freethrow,1 of 2,['fromturnover'],203954,,,1610612755,8,11,2023-03-26T02:23:44Z,730000,False,,,0,,J. Embiid Free Throw 1 of 2 (1 PTS),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,,,Made,,,,,,,,,1.0,,,,,,,,,
76,PT05M46.00S,2023-03-26T02:23:45.5Z,1,REGULAR,substitution,out,[],1628470,,,1610612755,8,11,2023-03-26T02:23:54Z,740000,False,,,0,,SUB out: T. Craig,[1628470],1610612756.0,PHX,,,,Craig,T. Craig,,,,,,,,,,,,,,,,,,,,,,,,,,
77,PT05M46.00S,2023-03-26T02:23:45.5Z,1,REGULAR,substitution,out,[],1630178,,,1610612755,8,11,2023-03-26T02:23:54Z,750000,False,,,0,,SUB out: T. Maxey,[1630178],1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,,,,,,,,,,,,,,,,,,,,,,
78,PT05M46.00S,2023-03-26T02:23:45.5Z,1,REGULAR,substitution,out,[],200782,,,1610612755,8,11,2023-03-26T02:23:54Z,760000,False,,,0,,SUB out: P. Tucker,[200782],1610612755.0,PHI,,,,Tucker,P. Tucker,,,,,,,,,,,,,,,,,,,,,,,,,,
79,PT05M46.00S,2023-03-26T02:23:45.5Z,1,REGULAR,substitution,in,[],203933,,,1610612755,8,11,2023-03-26T02:23:54Z,770000,False,,,0,,SUB in: T. Warren,[203933],1610612756.0,PHX,,,,Warren,T. Warren,,,,,,,,,,,,,,,,,,,,,,,,,,
80,PT05M46.00S,2023-03-26T02:23:45.5Z,1,REGULAR,substitution,in,[],1629003,,,1610612755,8,11,2023-03-26T02:23:54Z,780000,False,,,0,,SUB in: S. Milton,[1629003],1610612755.0,PHI,,,,Milton,S. Milton,,,,,,,,,,,,,,,,,,,,,,,,,,
81,PT05M46.00S,2023-03-26T02:23:45.5Z,1,REGULAR,substitution,in,[],1627777,,,1610612755,8,11,2023-03-26T02:23:54Z,790000,False,,,0,,SUB in: G. Niang,[1627777],1610612755.0,PHI,,,,Niang,G. Niang,,,,,,,,,,,,,,,,,,,,,,,,,,
82,PT05M46.00S,2023-03-26T02:24:13.2Z,1,REGULAR,freethrow,2 of 2,['fromturnover'],203954,,,1610612755,8,12,2023-03-26T02:24:13Z,800000,False,,,0,,J. Embiid Free Throw 2 of 2 (2 PTS),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,,,Made,,,,,,,,,2.0,,,,,,,,,
83,PT05M29.00S,2023-03-26T02:24:31.4Z,1,REGULAR,3pt,Jump Shot,[],1629013,68.15045992115637,32.1078431372549,1610612756,8,12,2023-03-26T02:24:36Z,810000,False,-89.0,247.0,1,right,MISS L. Shamet 26' pullup 3PT,[1629013],1610612756.0,PHX,pullup,,,Shamet,L. Shamet,,,,,Above the Break 3,24+ Left Center,26.26,Missed,,,,,,,,,,,,,,,,,,
84,PT05M26.00S,2023-03-26T02:24:34.4Z,1,REGULAR,rebound,defensive,[],1629667,,,1610612755,8,12,2023-03-26T02:24:36Z,820000,False,,,0,,J. McDaniels REBOUND (Off:0 Def:1),[1629667],1610612755.0,PHI,,,,McDaniels,J. McDaniels,,,,,Above the Break 3,24+ Left Center,,,,,83.0,1.0,1.0,0.0,,,,,,,,,,,,
