actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,turnoverTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,stealPlayerName,stealPersonId
18,PT10M18.00S,2022-11-27T02:12:02.5Z,1,REGULAR,rebound,defensive,[],1629028,,,1610612756,2,5,2022-11-27T02:12:04Z,180000,False,,,0,,D. Ayton REBOUND (Off:0 Def:1),[1629028],1610612756.0,PHX,,,,Ayton,D. Ayton,,,,,Above the Break 3,24+ Right Center,,,17.0,1.0,1.0,0.0,,,,,,,,,,,,,,
19,PT10M11.00S,2022-11-27T02:12:09.6Z,1,REGULAR,3pt,Jump Shot,[],1626164,23.340998685939553,92.64705882352942,1610612756,2,5,2022-11-27T02:12:23Z,190000,False,-213.0,167.0,1,left,MISS D. Booker 27' step back 3PT,[1626164],1610612756.0,PHX,step back,,,Booker,D. Booker,,,,,Above the Break 3,24+ Left Center,27.08,Missed,,,,,,,,,,,,,,,,,,
20,PT10M06.00S,2022-11-27T02:12:14.6Z,1,REGULAR,rebound,defensive,[],1629020,,,1610612762,2,5,2022-11-27T02:12:16Z,200000,False,,,0,,J. Vanderbilt REBOUND (Off:0 Def:3),[1629020],1610612762.0,UTA,,,,Vanderbilt,J. Vanderbilt,,,,,Above the Break 3,24+ Left Center,,,19.0,3.0,3.0,0.0,,,,,,,,,,,,,,
21,PT09M59.00S,2022-11-27T02:12:26.4Z,1,REGULAR,turnover,out-of-bounds,[],1629012,,,1610612762,2,5,2022-11-27T02:12:31Z,210000,False,,,0,,C. Sexton bad pass out-of-bounds TURNOVER (1 TO),[1629012],1610612762.0,UTA,bad pass,,,Sexton,C. Sexton,,,,,Above the Break 3,24+ Center,,,,,,,,,,,202053.0,1.0,,,,,,,,
22,PT09M52.00S,2022-11-27T02:12:42.1Z,1,REGULAR,foul,personal,['2freethrow'],1629012,,,1610612756,2,5,2022-11-27T02:12:48Z,220000,False,,,0,,C. Sexton shooting personal FOUL (1 PF) (Payne 2 FT),"[1629012, 1626166]",1610612762.0,UTA,shooting,,,Sexton,C. Sexton,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,202053.0,,1.0,0.0,Payne,1626166.0,,,,
24,PT09M52.00S,2022-11-27T02:13:19.5Z,1,REGULAR,freethrow,1 of 2,['fromturnover'],1626166,,,1610612756,3,5,2022-11-27T02:13:37Z,240000,False,,,0,,C. Payne Free Throw 1 of 2 (1 PTS),[1626166],1610612756.0,PHX,,,,Payne,C. Payne,,,,,,,,Made,,,,,1.0,,,,,,,,,,,,,
25,PT09M52.00S,2022-11-27T02:13:19.5Z,1,REGULAR,freethrow,2 of 2,['fromturnover'],1626166,,,1610612756,3,5,2022-11-27T02:13:37Z,250000,False,,,0,,MISS C. Payne Free Throw 2 of 2,[1626166],1610612756.0,PHX,,,,Payne,C. Payne,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
26,PT09M50.00S,2022-11-27T02:13:21.5Z,1,REGULAR,rebound,defensive,[],203482,,,1610612762,3,5,2022-11-27T02:13:37Z,260000,False,,,0,,K. Olynyk REBOUND (Off:0 Def:1),[203482],1610612762.0,UTA,,,,Olynyk,K. Olynyk,,,,,,,,,25.0,1.0,1.0,0.0,,,,,,,,,,,,,,
27,PT09M33.00S,2022-11-27T02:13:56.1Z,1,REGULAR,foul,personal,['2freethrow'],1626164,,,1610612762,3,5,2022-11-27T02:14:03Z,270000,False,,,0,,D. Booker shooting personal FOUL (1 PF) (Sexton 2 FT),"[1626164, 1629012]",1610612756.0,PHX,shooting,,,Booker,D. Booker,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,202053.0,,1.0,0.0,Sexton,1629012.0,,,,
29,PT09M33.00S,2022-11-27T02:14:17.9Z,1,REGULAR,freethrow,1 of 2,[],1629012,,,1610612762,3,5,2022-11-27T02:14:18Z,290000,False,,,0,,MISS C. Sexton Free Throw 1 of 2,[1629012],1610612762.0,UTA,,,,Sexton,C. Sexton,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
30,PT09M33.00S,2022-11-27T02:14:17.9Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612762,3,5,2022-11-27T02:14:18Z,300000,False,,,0,,TEAM offensive REBOUND,[],1610612762.0,UTA,,,,,,,,,,,,,,29.0,,,,,,,,,,,,,,,,,
31,PT09M33.00S,2022-11-27T02:14:30.9Z,1,REGULAR,freethrow,2 of 2,[],1629012,,,1610612762,3,6,2022-11-27T02:14:30Z,310000,False,,,0,,C. Sexton Free Throw 2 of 2 (3 PTS),[1629012],1610612762.0,UTA,,,,Sexton,C. Sexton,,,,,,,,Made,,,,,3.0,,,,,,,,,,,,,
32,PT09M16.00S,2022-11-27T02:14:49.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1626164,8.492115637319317,61.51960784313726,1610612756,3,6,2022-11-27T02:14:52Z,320000,False,-58.0,27.0,1,left,MISS D. Booker 6' driving Layup,[1626164],1610612756.0,PHX,driving,,,Booker,D. Booker,,,,,In The Paint (Non-RA),0-8 Center,6.37,Missed,,,,,,,,,,,,,,,,,,
33,PT09M14.00S,2022-11-27T02:14:51.4Z,1,REGULAR,rebound,defensive,[],1628374,,,1610612762,3,6,2022-11-27T02:14:52Z,330000,False,,,0,,L. Markkanen REBOUND (Off:0 Def:1),[1628374],1610612762.0,UTA,,,,Markkanen,L. Markkanen,,,,,In The Paint (Non-RA),0-8 Center,,,32.0,1.0,1.0,0.0,,,,,,,,,,,,,,
34,PT08M55.00S,2022-11-27T02:15:10.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203482,91.5407358738502,50.0,1610612762,3,8,2022-11-27T02:17:06Z,340000,False,0.0,27.0,1,right,K. Olynyk reverse Layup (5 PTS),[203482],1610612762.0,UTA,reverse,,,Olynyk,K. Olynyk,,,,,Restricted Area,0-8 Center,2.7,Made,,,,,5.0,,,,,,,,,,,,,
36,PT08M47.00S,2022-11-27T02:15:18.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1626166,8.09789750328515,51.225490196078425,1610612756,3,8,2022-11-27T02:15:22Z,360000,False,-6.0,24.0,1,left,MISS C. Payne driving Layup,[1626166],1610612756.0,PHX,driving,,,Payne,C. Payne,,,,,Restricted Area,0-8 Center,2.44,Missed,,,,,,,,,,,,,,,,,,
37,PT08M45.00S,2022-11-27T02:15:20.1Z,1,REGULAR,rebound,defensive,[],1628374,,,1610612762,3,8,2022-11-27T02:15:22Z,370000,False,,,0,,L. Markkanen REBOUND (Off:0 Def:2),[1628374],1610612762.0,UTA,,,,Markkanen,L. Markkanen,,,,,Restricted Area,0-8 Center,,,36.0,2.0,2.0,0.0,,,,,,,,,,,,,,
38,PT08M36.00S,2022-11-27T02:15:28.6Z,1,REGULAR,3pt,Jump Shot,[],203482,65.91655716162943,40.931372549019606,1610612762,3,8,2022-11-27T02:15:37Z,380000,False,-45.0,268.0,1,right,MISS K. Olynyk 27' step back 3PT,[203482],1610612762.0,UTA,step back,,,Olynyk,K. Olynyk,,,,,Above the Break 3,24+ Center,27.17,Missed,,,,,,,,,,,,,,,,,,
39,PT08M34.00S,2022-11-27T02:15:30.6Z,1,REGULAR,rebound,defensive,[],1626164,,,1610612756,3,8,2022-11-27T02:15:37Z,390000,False,,,0,,D. Booker REBOUND (Off:0 Def:1),[1626164],1610612756.0,PHX,,,,Booker,D. Booker,,,,,Above the Break 3,24+ Center,,,38.0,1.0,1.0,0.0,,,,,,,,,,,,,,
41,PT08M27.00S,2022-11-27T02:15:39.6Z,1,REGULAR,foul,personal,['2freethrow'],1629020,,,1610612756,3,8,2022-11-27T02:15:51Z,410000,False,,,0,,J. Vanderbilt shooting personal FOUL (1 PF) (Booker 2 FT),"[1629020, 1626164]",1610612762.0,UTA,shooting,,,Vanderbilt,J. Vanderbilt,,,,,Restricted Area,0-8 Center,,,,,,,,,,,2714.0,,1.0,0.0,Booker,1626164.0,,,,
43,PT08M27.00S,2022-11-27T02:16:10.4Z,1,REGULAR,freethrow,1 of 2,[],1626164,,,1610612756,4,8,2022-11-27T02:16:10Z,430000,False,,,0,,D. Booker Free Throw 1 of 2 (1 PTS),[1626164],1610612756.0,PHX,,,,Booker,D. Booker,,,,,,,,Made,,,,,1.0,,,,,,,,,,,,,
44,PT08M27.00S,2022-11-27T02:16:23.6Z,1,REGULAR,freethrow,2 of 2,[],1626164,,,1610612756,5,8,2022-11-27T02:16:23Z,440000,False,,,0,,D. Booker Free Throw 2 of 2 (2 PTS),[1626164],1610612756.0,PHX,,,,Booker,D. Booker,,,,,,,,Made,,,,,2.0,,,,,,,,,,,,,
45,PT08M14.00S,2022-11-27T02:16:39.6Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1629020,92.85479632063075,50.245098039215684,1610612762,5,10,2022-11-27T02:16:42Z,450000,False,1.0,15.0,1,right,J. Vanderbilt cutting DUNK (2 PTS) (K. Olynyk 1 AST),"[1629020, 203482]",1610612762.0,UTA,cutting,,,Vanderbilt,J. Vanderbilt,,,,,Restricted Area,0-8 Center,1.47,Made,,,,,2.0,K. Olynyk,203482.0,1.0,,,,,,,,,,
47,PT07M58.00S,2022-11-27T02:16:54.8Z,1,REGULAR,2pt,Jump Shot,[],1626164,23.340998685939553,49.754901960784316,1610612756,7,10,2022-11-27T02:16:57Z,470000,False,1.0,167.0,1,left,D. Booker 16' pullup Jump Shot (4 PTS) (C. Payne 1 AST),"[1626164, 1626166]",1610612756.0,PHX,pullup,,,Booker,D. Booker,,,,,Mid-Range,16-24 Center,16.69,Made,,,,,4.0,C. Payne,1626166.0,1.0,,,,,,,,,,
49,PT07M48.00S,2022-11-27T02:17:05.5Z,1,REGULAR,3pt,Jump Shot,[],1628374,77.08607095926413,5.637254901960785,1610612762,7,10,2022-11-27T02:17:09Z,490000,False,-222.0,163.0,1,right,MISS L. Markkanen 27' 3PT,[1628374],1610612762.0,UTA,,,,Markkanen,L. Markkanen,,,,,Above the Break 3,24+ Left Center,27.52,Missed,,,,,,,,,,,,,,,,,,
50,PT07M45.00S,2022-11-27T02:17:08.5Z,1,REGULAR,rebound,defensive,[],1626164,,,1610612756,7,10,2022-11-27T02:17:09Z,500000,False,,,0,,D. Booker REBOUND (Off:0 Def:2),[1626164],1610612756.0,PHX,,,,Booker,D. Booker,,,,,Above the Break 3,24+ Left Center,,,49.0,2.0,2.0,0.0,,,,,,,,,,,,,,
51,PT07M37.00S,2022-11-27T02:17:17.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1626164,4.944152431011826,44.85294117647059,1610612756,7,10,2022-11-27T02:17:21Z,510000,False,26.0,-6.0,1,left,MISS D. Booker driving Layup,[1626164],1610612756.0,PHX,driving,,,Booker,D. Booker,,,,,Restricted Area,0-8 Center,2.64,Missed,,,,,,,,,,,,,,,,,,
52,PT07M34.00S,2022-11-27T02:17:19.1Z,1,REGULAR,rebound,offensive,[],1626164,,,1610612756,7,10,2022-11-27T02:17:19Z,520000,False,,,0,,D. Booker REBOUND (Off:1 Def:2),[1626164],1610612756.0,PHX,,,,Booker,D. Booker,,,,,Restricted Area,0-8 Center,,,51.0,3.0,2.0,1.0,,,,,,,,,,,,,,
53,PT07M34.00S,2022-11-27T02:17:19.7Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1626164,6.652431011826544,50.245098039215684,1610612756,7,10,2022-11-27T02:17:24Z,530000,False,-1.0,10.0,1,left,MISS D. Booker tip Layup,[1626164],1610612756.0,PHX,tip,,,Booker,D. Booker,,,,,Restricted Area,0-8 Center,1.01,Missed,,,,,,,,,,,,,,,,,,
54,PT07M32.00S,2022-11-27T02:17:21.7Z,1,REGULAR,rebound,offensive,[],1626164,,,1610612756,7,10,2022-11-27T02:17:21Z,540000,False,,,0,,D. Booker REBOUND (Off:2 Def:2),[1626164],1610612756.0,PHX,,,,Booker,D. Booker,,,,,Restricted Area,0-8 Center,,,53.0,4.0,2.0,2.0,,,,,,,,,,,,,,
55,PT07M31.00S,2022-11-27T02:17:22.1Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1626164,6.389618922470433,51.71568627450981,1610612756,7,10,2022-11-27T02:17:26Z,550000,False,-9.0,8.0,1,left,MISS D. Booker tip Layup,[1626164],1610612756.0,PHX,tip,,,Booker,D. Booker,,,,,Restricted Area,0-8 Center,1.15,Missed,,,,,,,,,,,,,,,,,,
56,PT07M31.00S,2022-11-27T02:17:22.1Z,1,REGULAR,rebound,offensive,[],1626164,,,1610612756,7,10,2022-11-27T02:17:26Z,560000,False,,,0,,D. Booker REBOUND (Off:3 Def:2),[1626164],1610612756.0,PHX,,,,Booker,D. Booker,,,,,Restricted Area,0-8 Center,,,55.0,5.0,2.0,3.0,,,,,,,,,,,,,,
57,PT07M27.00S,2022-11-27T02:17:26.4Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1626164,30.56833114323259,28.921568627450984,1610612756,7,10,2022-11-27T02:17:29Z,570000,False,105.0,235.0,1,left,MISS D. Booker 25' 3PT,[1626164],1610612756.0,PHX,,,,Booker,D. Booker,,,,,Above the Break 3,24+ Right Center,25.74,Missed,,,,,,,,,,,,,,,,,,
58,PT07M25.00S,2022-11-27T02:17:28.4Z,1,REGULAR,rebound,defensive,[],1628374,,,1610612762,7,10,2022-11-27T02:17:29Z,580000,False,,,0,,L. Markkanen REBOUND (Off:0 Def:3),[1628374],1610612762.0,UTA,,,,Markkanen,L. Markkanen,,,,,Above the Break 3,24+ Right Center,,,57.0,3.0,3.0,0.0,,,,,,,,,,,,,,
59,PT07M16.00S,2022-11-27T02:17:37.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203903,91.93495400788436,54.41176470588235,1610612762,7,10,2022-11-27T02:17:40Z,590000,False,22.0,23.0,1,right,MISS J. Clarkson driving finger roll Layup - blocked,"[203903, 1628470]",1610612762.0,UTA,driving finger roll,,,Clarkson,J. Clarkson,,,,,Restricted Area,0-8 Center,3.21,Missed,,,,,,,,,,,,,,,Craig,1628470.0,,
87,PT07M16.00S,2022-11-27T02:17:37.3Z,1,REGULAR,block,,[],1628470,,,1610612762,7,10,2022-11-27T02:23:02Z,595000,False,,,0,,T. Craig BLOCK (1 BLK),[1628470],1610612756.0,PHX,,,,Craig,T. Craig,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
60,PT07M14.00S,2022-11-27T02:17:39.3Z,1,REGULAR,rebound,defensive,[],1626164,,,1610612756,7,10,2022-11-27T02:17:40Z,600000,False,,,0,,D. Booker REBOUND (Off:3 Def:3),[1626164],1610612756.0,PHX,,,,Booker,D. Booker,,,,,Restricted Area,0-8 Center,,,59.0,6.0,3.0,3.0,,,,,,,,,,,,,,
61,PT07M08.00S,2022-11-27T02:17:45.4Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1629028,5.732588699080158,50.245098039215684,1610612756,9,10,2022-11-27T02:17:48Z,610000,False,-1.0,1.0,1,left,D. Ayton cutting DUNK (4 PTS) (C. Payne 2 AST),"[1629028, 1626166]",1610612756.0,PHX,cutting,,,Ayton,D. Ayton,,,,,Restricted Area,0-8 Center,0.18,Made,,,,,4.0,C. Payne,1626166.0,2.0,,,,,,,,,,
63,PT06M50.00S,2022-11-27T02:18:03.6Z,1,REGULAR,3pt,Jump Shot,[],203903,72.09264126149803,14.705882352941178,1610612762,9,13,2022-11-27T02:18:07Z,630000,False,-176.0,210.0,1,right,J. Clarkson 27' 3PT  (3 PTS) (C. Sexton 2 AST),"[203903, 1629012]",1610612762.0,UTA,,,,Clarkson,J. Clarkson,,,,,Above the Break 3,24+ Left Center,27.42,Made,,,,,3.0,C. Sexton,1629012.0,2.0,,,,,,,,,,
65,PT06M35.00S,2022-11-27T02:18:18.1Z,1,REGULAR,3pt,Jump Shot,[],1628470,5.863994743758213,3.6764705882352944,1610612756,9,13,2022-11-27T02:18:22Z,650000,False,232.0,3.0,1,left,MISS T. Craig 3PT,[1628470],1610612756.0,PHX,,,,Craig,T. Craig,,,,,Right Corner 3,24+ Right,23.16,Missed,,,,,,,,,,,,,,,,,,
66,PT06M32.00S,2022-11-27T02:18:21.1Z,1,REGULAR,rebound,defensive,[],203903,,,1610612762,9,13,2022-11-27T02:23:26Z,660000,False,,,0,,J. Clarkson REBOUND (Off:0 Def:1),[203903],1610612762.0,UTA,,,,Clarkson,J. Clarkson,,,,,Right Corner 3,24+ Right,,,65.0,1.0,1.0,0.0,,,,,,,,,,,,,,
67,PT06M27.00S,2022-11-27T02:18:26.8Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1629012,91.40932982917214,53.431372549019606,1610612762,9,13,2022-11-27T02:18:30Z,670000,False,17.0,28.0,1,right,MISS C. Sexton running Layup,[1629012],1610612762.0,UTA,running,,,Sexton,C. Sexton,,,,,Restricted Area,0-8 Center,3.31,Missed,,,,,,,,,,,,,,,,,,
68,PT06M25.00S,2022-11-27T02:18:28.8Z,1,REGULAR,rebound,defensive,[],1628969,,,1610612756,9,13,2022-11-27T02:18:30Z,680000,False,,,0,,M. Bridges REBOUND (Off:0 Def:1),[1628969],1610612756.0,PHX,,,,Bridges,M. Bridges,,,,,Restricted Area,0-8 Center,,,67.0,1.0,1.0,0.0,,,,,,,,,,,,,,
69,PT06M20.00S,2022-11-27T02:18:34.4Z,1,REGULAR,foul,personal,['2freethrow'],203903,,,1610612756,9,13,2022-11-27T02:18:51Z,690000,False,,,0,,J. Clarkson shooting personal FOUL (1 PF) (Ayton 2 FT),"[203903, 1629028]",1610612762.0,UTA,shooting,,,Clarkson,J. Clarkson,,,,,Restricted Area,0-8 Center,,,,,,,,,,,202053.0,,1.0,0.0,Ayton,1629028.0,,,,
71,PT06M20.00S,2022-11-27T02:18:49.8Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612756,9,13,2022-11-27T02:18:49Z,710000,False,,,0,,PHX Timeout,[],1610612756.0,PHX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,PT06M20.00S,2022-11-27T02:20:08.8Z,1,REGULAR,substitution,out,[],1628374,,,1610612756,9,13,2022-11-27T02:21:14Z,720000,False,,,0,,SUB out: L. Markkanen,[1628374],1610612762.0,UTA,,,,Markkanen,L. Markkanen,,,,,,,,,,,,,,,,,,,,,,,,,,
73,PT06M20.00S,2022-11-27T02:20:08.8Z,1,REGULAR,substitution,out,[],1629012,,,1610612756,9,13,2022-11-27T02:21:14Z,730000,False,,,0,,SUB out: C. Sexton,[1629012],1610612762.0,UTA,,,,Sexton,C. Sexton,,,,,,,,,,,,,,,,,,,,,,,,,,
74,PT06M20.00S,2022-11-27T02:20:08.8Z,1,REGULAR,substitution,in,[],1627736,,,1610612756,9,13,2022-11-27T02:21:14Z,740000,False,,,0,,SUB in: M. Beasley,[1627736],1610612762.0,UTA,,,,Beasley,M. Beasley,,,,,,,,,,,,,,,,,,,,,,,,,,
75,PT06M20.00S,2022-11-27T02:20:08.8Z,1,REGULAR,substitution,in,[],1629659,,,1610612756,9,13,2022-11-27T02:21:14Z,750000,False,,,0,,SUB in: T. Horton-Tucker,[1629659],1610612762.0,UTA,,,,Horton-Tucker,T. Horton-Tucker,,,,,,,,,,,,,,,,,,,,,,,,,,
76,PT06M20.00S,2022-11-27T02:21:39.8Z,1,REGULAR,freethrow,1 of 2,[],1629028,,,1610612756,9,13,2022-11-27T02:21:39Z,760000,False,,,0,,MISS D. Ayton Free Throw 1 of 2,[1629028],1610612756.0,PHX,,,,Ayton,D. Ayton,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
77,PT06M20.00S,2022-11-27T02:21:39.8Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612756,9,13,2022-11-27T02:21:39Z,770000,False,,,0,,TEAM offensive REBOUND,[],1610612756.0,PHX,,,,,,,,,,,,,,76.0,,,,,,,,,,,,,,,,,
78,PT06M20.00S,2022-11-27T02:21:53.9Z,1,REGULAR,freethrow,2 of 2,[],1629028,,,1610612756,10,13,2022-11-27T02:21:53Z,780000,False,,,0,,D. Ayton Free Throw 2 of 2 (5 PTS),[1629028],1610612756.0,PHX,,,,Ayton,D. Ayton,,,,,,,,Made,,,,,5.0,,,,,,,,,,,,,
79,PT05M57.00S,2022-11-27T02:22:17.0Z,1,REGULAR,3pt,Jump Shot,[],1629659,68.9388961892247,26.96078431372549,1610612762,10,13,2022-11-27T02:22:20Z,790000,False,-115.0,239.0,1,right,MISS T. Horton-Tucker 26' pullup 3PT,[1629659],1610612762.0,UTA,pullup,,,Horton-Tucker,T. Horton-Tucker,,,,,Above the Break 3,24+ Left Center,26.58,Missed,,,,,,,,,,,,,,,,,,
80,PT05M55.00S,2022-11-27T02:22:19.0Z,1,REGULAR,rebound,defensive,[],1629028,,,1610612756,10,13,2022-11-27T02:22:20Z,800000,False,,,0,,D. Ayton REBOUND (Off:0 Def:2),[1629028],1610612756.0,PHX,,,,Ayton,D. Ayton,,,,,Above the Break 3,24+ Left Center,,,79.0,2.0,2.0,0.0,,,,,,,,,,,,,,
81,PT05M50.00S,2022-11-27T02:22:24.7Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1626166,31.882391590013142,62.99019607843137,1610612756,10,13,2022-11-27T02:24:43Z,810000,False,-65.0,247.0,1,left,MISS C. Payne 25' running 3PT,[1626166],1610612756.0,PHX,running,,,Payne,C. Payne,,,,,Above the Break 3,24+ Center,25.56,Missed,,,,,,,,,,,,,,,,,,
82,PT05M47.00S,2022-11-27T02:22:27.7Z,1,REGULAR,rebound,defensive,[],1627736,,,1610612762,10,13,2022-11-27T02:22:33Z,820000,False,,,0,,M. Beasley REBOUND (Off:0 Def:1),[1627736],1610612762.0,UTA,,,,Beasley,M. Beasley,,,,,Above the Break 3,24+ Center,,,81.0,1.0,1.0,0.0,,,,,,,,,,,,,,
