actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
45,PT08M37.00S,2022-10-26T02:08:00.3Z,1,REGULAR,freethrow,1 of 2,[],1629028,,,1610612756,8,10,2022-10-26T02:08:00Z,450000,,,0,,D. Ayton Free Throw 1 of 2 (5 PTS),[1629028],1610612756.0,PHX,,,,Ayton,D. Ayton,,,,,,,,Made,,,,,5.0,,,,,,,,,,,,,
46,PT08M37.00S,2022-10-26T02:08:01.0Z,1,REGULAR,substitution,out,[],1626172,,,1610612756,8,10,2022-10-26T02:08:03Z,460000,,,0,,SUB out: K. Looney,[1626172],1610612744.0,GSW,,,,Looney,K. Looney,,,,,,,,,,,,,,,,,,,,,,,,,,
47,PT08M37.00S,2022-10-26T02:08:01.0Z,1,REGULAR,substitution,in,[],1630164,,,1610612756,8,10,2022-10-26T02:08:03Z,470000,,,0,,SUB in: J. Wiseman,[1630164],1610612744.0,GSW,,,,Wiseman,J. Wiseman,,,,,,,,,,,,,,,,,,,,,,,,,,
48,PT08M37.00S,2022-10-26T02:08:19.3Z,1,REGULAR,freethrow,2 of 2,[],1629028,,,1610612756,9,10,2022-10-26T02:08:19Z,480000,,,0,,D. Ayton Free Throw 2 of 2 (6 PTS),[1629028],1610612756.0,PHX,,,,Ayton,D. Ayton,,,,,,,,Made,,,,,6.0,,,,,,,,,,,,,
49,PT08M23.00S,2022-10-26T02:08:35.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203952,8.623521681997373,43.38235294117647,1610612744,9,10,2022-10-26T02:08:42Z,490000,33.0,29.0,1,left,MISS A. Wiggins driving Layup,[203952],1610612744.0,GSW,driving,,,Wiggins,A. Wiggins,,,,,Restricted Area,0-8 Center,4.37,Missed,,,,,,,,,,,,,,,,,,
50,PT08M21.00S,2022-10-26T02:08:37.2Z,1,REGULAR,rebound,defensive,[],1629028,,,1610612756,9,10,2022-10-26T02:08:42Z,500000,,,0,,D. Ayton REBOUND (Off:0 Def:2),[1629028],1610612756.0,PHX,,,,Ayton,D. Ayton,,,,,Restricted Area,0-8 Center,,,49.0,2.0,2.0,0.0,,,,,,,,,,,,,,
51,PT08M19.00S,2022-10-26T02:08:38.7Z,1,REGULAR,turnover,lost ball,[],1629028,,,1610612756,9,10,2022-10-26T02:08:44Z,510000,,,0,,D. Ayton lost ball TURNOVER (1 TO),"[1629028, 203952]",1610612756.0,PHX,,,,Ayton,D. Ayton,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,1.0,Wiggins,203952.0,,
52,PT08M19.00S,2022-10-26T02:08:38.7Z,1,REGULAR,steal,,[],203952,,,1610612744,9,10,2022-10-26T02:09:09Z,520000,,,0,,A. Wiggins STEAL (1 STL),[203952],1610612744.0,GSW,,,,Wiggins,A. Wiggins,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
53,PT08M18.00S,2022-10-26T02:08:48.1Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",202691,18.873193166885677,57.107843137254896,1610612744,9,12,2022-10-26T02:12:16Z,530000,-36.0,125.0,1,left,K. Thompson 12' pullup Jump Shot (2 PTS) (A. Wiggins 1 AST),"[202691, 203952]",1610612744.0,GSW,pullup,,,Thompson,K. Thompson,,,,,In The Paint (Non-RA),8-16 Center,12.98,Made,,,,,2.0,A. Wiggins,203952.0,1.0,,,,,,,,,,
55,PT07M55.00S,2022-10-26T02:09:02.7Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626164,85.49605781865965,63.970588235294116,1610612756,11,12,2022-10-26T02:09:07Z,550000,70.0,84.0,1,right,D. Booker 10' driving floating bank Jump Shot (2 PTS),[1626164],1610612756.0,PHX,driving floating bank,,,Booker,D. Booker,,,,,In The Paint (Non-RA),8-16 Right,10.91,Made,,,,,2.0,,,,,,,,,,,,,
57,PT07M44.00S,2022-10-26T02:09:15.0Z,1,REGULAR,2pt,Jump Shot,[],202691,5.732588699080158,31.61764705882353,1610612744,11,12,2022-10-26T02:14:44Z,570000,92.0,1.0,1,left,MISS K. Thompson 9' turnaround fadeaway Shot,[202691],1610612744.0,GSW,turnaround fadeaway,,,Thompson,K. Thompson,,,,,Mid-Range,8-16 Right,9.19,Missed,,,,,,,,,,,,,,,,,,
58,PT07M41.00S,2022-10-26T02:09:18.0Z,1,REGULAR,rebound,defensive,[],1629028,,,1610612756,11,12,2022-10-26T02:09:21Z,580000,,,0,,D. Ayton REBOUND (Off:0 Def:3),[1629028],1610612756.0,PHX,,,,Ayton,D. Ayton,,,,,Mid-Range,8-16 Right,,,57.0,3.0,3.0,0.0,,,,,,,,,,,,,,
59,PT07M35.00S,2022-10-26T02:09:24.2Z,1,REGULAR,3pt,Jump Shot,[],1629028,66.44218134034165,61.51960784313726,1610612756,11,12,2022-10-26T02:09:29Z,590000,58.0,263.0,1,right,MISS D. Ayton 26' 3PT,[1629028],1610612756.0,PHX,,,,Ayton,D. Ayton,,,,,Above the Break 3,24+ Center,26.91,Missed,,,,,,,,,,,,,,,,,,
60,PT07M31.00S,2022-10-26T02:09:28.2Z,1,REGULAR,rebound,offensive,[],1628969,,,1610612756,11,12,2022-10-26T02:16:43Z,600000,,,0,,M. Bridges REBOUND (Off:1 Def:0),[1628969],1610612756.0,PHX,,,,Bridges,M. Bridges,,,,,Above the Break 3,24+ Center,,,59.0,1.0,0.0,1.0,,,,,,,,,,,,,,
61,PT07M30.00S,2022-10-26T02:09:28.8Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1626164,74.85216819973719,12.990196078431374,1610612756,14,12,2022-10-26T02:09:32Z,610000,-185.0,184.0,1,right,D. Booker 26' 3PT  (5 PTS) (M. Bridges 1 AST),"[1626164, 1628969]",1610612756.0,PHX,,,,Booker,D. Booker,,,,,Above the Break 3,24+ Left Center,26.09,Made,,,,,5.0,M. Bridges,1628969.0,1.0,,,,,,,,,,
63,PT07M13.00S,2022-10-26T02:09:45.9Z,1,REGULAR,turnover,bad pass,[],203110,,,1610612744,14,12,2022-10-26T02:09:48Z,630000,,,0,,D. Green bad pass TURNOVER (1 TO),"[203110, 1629028]",1610612744.0,GSW,,,,Green,D. Green,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,,,,1.0,Ayton,1629028.0,,
64,PT07M13.00S,2022-10-26T02:09:45.9Z,1,REGULAR,steal,,[],1629028,,,1610612756,14,12,2022-10-26T02:09:47Z,640000,,,0,,D. Ayton STEAL (1 STL),[1629028],1610612756.0,PHX,,,,Ayton,D. Ayton,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,,,,,,,,
65,PT07M01.00S,2022-10-26T02:09:57.7Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1629661,91.27792378449409,49.26470588235294,1610612756,14,12,2022-10-26T02:10:02Z,650000,-4.0,29.0,1,right,MISS C. Johnson cutting Layup - blocked,"[1629661, 203952]",1610612756.0,PHX,cutting,,,Johnson,C. Johnson,,,,,Restricted Area,0-8 Center,2.97,Missed,,,,,,,,,,,,,,,,,Wiggins,203952.0
66,PT07M01.00S,2022-10-26T02:09:57.7Z,1,REGULAR,block,,[],203952,,,1610612756,14,12,2022-10-26T02:18:22Z,660000,,,0,,A. Wiggins BLOCK (1 BLK),[203952],1610612744.0,GSW,,,,Wiggins,A. Wiggins,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
67,PT06M57.00S,2022-10-26T02:10:01.7Z,1,REGULAR,rebound,defensive,[],203110,,,1610612744,14,12,2022-10-26T02:10:02Z,670000,,,0,,D. Green REBOUND (Off:1 Def:1),[203110],1610612744.0,GSW,,,,Green,D. Green,,,,,Restricted Area,0-8 Center,,,65.0,2.0,1.0,1.0,,,,,,,,,,,,,,
68,PT06M55.00S,2022-10-26T02:10:03.6Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],202691,26.363337713534822,17.892156862745097,1610612744,14,12,2022-10-26T02:10:09Z,680000,161.0,195.0,1,left,MISS K. Thompson 25' running 3PT,[202691],1610612744.0,GSW,running,,,Thompson,K. Thompson,,,,,Above the Break 3,24+ Right Center,25.28,Missed,,,,,,,,,,,,,,,,,,
69,PT06M51.00S,2022-10-26T02:10:07.6Z,1,REGULAR,rebound,defensive,[],1629028,,,1610612756,14,12,2022-10-26T02:11:30Z,690000,,,0,,D. Ayton REBOUND (Off:0 Def:4),[1629028],1610612756.0,PHX,,,,Ayton,D. Ayton,,,,,Above the Break 3,24+ Right Center,,,68.0,4.0,4.0,0.0,,,,,,,,,,,,,,
70,PT06M44.00S,2022-10-26T02:10:17.6Z,1,REGULAR,foul,personal,['2freethrow'],1630164,,,1610612756,14,12,2022-10-26T02:13:36Z,700000,,,0,,J. Wiseman shooting personal FOUL (1 PF) (Johnson 2 FT),"[1630164, 1629661]",1610612744.0,GSW,shooting,,,Wiseman,J. Wiseman,,,,,Restricted Area,0-8 Center,,,,,,,,,,,2530.0,1.0,0.0,Johnson,1629661.0,,,,,
72,PT06M44.00S,2022-10-26T02:10:32.1Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612756,14,12,2022-10-26T02:10:32Z,720000,,,0,,PHX Timeout,[],1610612756.0,PHX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73,PT06M44.00S,2022-10-26T02:13:55.3Z,1,REGULAR,freethrow,1 of 2,[],1629661,,,1610612756,15,12,2022-10-26T02:14:11Z,730000,,,0,,C. Johnson Free Throw 1 of 2 (1 PTS),[1629661],1610612756.0,PHX,,,,Johnson,C. Johnson,,,,,,,,Made,,,,,1.0,,,,,,,,,,,,,
74,PT06M44.00S,2022-10-26T02:13:55.3Z,1,REGULAR,freethrow,2 of 2,[],1629661,,,1610612756,15,12,2022-10-26T02:14:11Z,740000,,,0,,MISS C. Johnson Free Throw 2 of 2,[1629661],1610612756.0,PHX,,,,Johnson,C. Johnson,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
75,PT06M42.00S,2022-10-26T02:13:57.3Z,1,REGULAR,rebound,defensive,[],203110,,,1610612744,15,12,2022-10-26T02:14:11Z,750000,,,0,,D. Green REBOUND (Off:1 Def:2),[203110],1610612744.0,GSW,,,,Green,D. Green,,,,,,,,,74.0,3.0,2.0,1.0,,,,,,,,,,,,,,
76,PT06M30.00S,2022-10-26T02:14:22.3Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203110,10.988830486202366,49.754901960784316,1610612744,15,12,2022-10-26T02:21:13Z,760000,1.0,51.0,1,left,MISS D. Green driving floating Shot,[203110],1610612744.0,GSW,driving floating,,,Green,D. Green,,,,,In The Paint (Non-RA),0-8 Center,5.08,Missed,,,,,,,,,,,,,,,,,,
77,PT06M28.00S,2022-10-26T02:14:24.3Z,1,REGULAR,rebound,defensive,[],1629028,,,1610612756,15,12,2022-10-26T02:14:25Z,770000,,,0,,D. Ayton REBOUND (Off:0 Def:5),[1629028],1610612756.0,PHX,,,,Ayton,D. Ayton,,,,,In The Paint (Non-RA),0-8 Center,,,76.0,5.0,5.0,0.0,,,,,,,,,,,,,,
78,PT06M22.00S,2022-10-26T02:14:30.0Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1629661,74.06373193166885,86.02941176470588,1610612756,15,12,2022-10-26T02:14:33Z,780000,180.0,191.0,1,right,MISS C. Johnson 26' running 3PT,[1629661],1610612756.0,PHX,running,,,Johnson,C. Johnson,,,,,Above the Break 3,24+ Right Center,26.27,Missed,,,,,,,,,,,,,,,,,,
79,PT06M20.00S,2022-10-26T02:14:32.0Z,1,REGULAR,rebound,defensive,[],203110,,,1610612744,15,12,2022-10-26T02:14:33Z,790000,,,0,,D. Green REBOUND (Off:1 Def:3),[203110],1610612744.0,GSW,,,,Green,D. Green,,,,,Above the Break 3,24+ Right Center,,,78.0,4.0,3.0,1.0,,,,,,,,,,,,,,
80,PT06M16.00S,2022-10-26T02:14:36.5Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1630164,5.469776609724048,53.18627450980392,1610612744,15,12,2022-10-26T02:14:42Z,800000,-16.0,-1.0,1,left,MISS J. Wiseman running reverse Layup,[1630164],1610612744.0,GSW,running reverse,,,Wiseman,J. Wiseman,,,,,Restricted Area,0-8 Center,1.59,Missed,,,,,,,,,,,,,,,,,,
81,PT06M14.00S,2022-10-26T02:14:38.5Z,1,REGULAR,rebound,defensive,[],101108,,,1610612756,15,12,2022-10-26T02:14:42Z,810000,,,0,,C. Paul REBOUND (Off:0 Def:2),[101108],1610612756.0,PHX,,,,Paul,C. Paul,,,,,Restricted Area,0-8 Center,,,80.0,2.0,2.0,0.0,,,,,,,,,,,,,,
82,PT06M10.00S,2022-10-26T02:14:43.0Z,1,REGULAR,foul,personal,['2freethrow'],203110,,,1610612756,15,12,2022-10-26T02:14:56Z,820000,,,0,,D. Green shooting personal FOUL (1 PF) (Booker 2 FT),"[203110, 1626164]",1610612744.0,GSW,shooting,,,Green,D. Green,,,,,Mid-Range,16-24 Left,,,,,,,,,,,2005.0,1.0,0.0,Booker,1626164.0,,,,,
84,PT06M10.00S,2022-10-26T02:15:08.1Z,1,REGULAR,freethrow,1 of 2,['fastbreak'],1626164,,,1610612756,16,12,2022-10-26T02:15:08Z,840000,,,0,,D. Booker Free Throw 1 of 2 (6 PTS),[1626164],1610612756.0,PHX,,,,Booker,D. Booker,,,,,,,,Made,,,,,6.0,,,,,,,,,,,,,
