actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
2,PT12M00.00S,2022-10-26T02:02:48.5Z,1,REGULAR,period,start,[],0,,,0,0,0,2022-10-26T02:02:48Z,20000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M57.00S,2022-10-26T02:02:50.8Z,1,REGULAR,jumpball,recovered,[],101108,,,1610612756,0,0,2022-10-26T02:02:50Z,40000,,,0,,Jump Ball D. Ayton vs. K. Looney: Tip to C. Paul,"[101108, 1629028, 1626172]",1610612756.0,PHX,startperiod,C. Paul,101108.0,Paul,C. Paul,Ayton,1629028.0,Looney,1626172.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M41.00S,2022-10-26T02:03:05.7Z,1,REGULAR,3pt,Jump Shot,[],1629661,92.19776609724047,95.58823529411765,1610612756,0,0,2022-10-26T02:03:10Z,70000,228.0,21.0,1,right,MISS C. Johnson 3PT,[1629661],1610612756.0,PHX,,,,Johnson,C. Johnson,,,,,Right Corner 3,24+ Right,22.88,Missed,,,,,,,,,,,,,,,,,,
8,PT11M39.00S,2022-10-26T02:03:07.7Z,1,REGULAR,rebound,defensive,[],201939,,,1610612744,0,0,2022-10-26T02:03:10Z,80000,,,0,,S. Curry REBOUND (Off:0 Def:1),[201939],1610612744.0,GSW,,,,Curry,S. Curry,,,,,Right Corner 3,24+ Right,,,7.0,1.0,1.0,0.0,,,,,,,,,,,,,,
9,PT11M25.00S,2022-10-26T02:03:22.6Z,1,REGULAR,2pt,Jump Shot,[],203110,5.781865965834428,90.95435049019608,1610612744,0,2,2022-10-26T02:03:27Z,90000,-205.0,2.0,1,left,D. Green 20' Jump Shot (2 PTS) (K. Thompson 1 AST),"[203110, 202691]",1610612744.0,GSW,,,,Green,D. Green,,,,,Mid-Range,16-24 Left,20.48,Made,,,,,2.0,K. Thompson,202691.0,1.0,,,,,,,,,,
11,PT11M07.00S,2022-10-26T02:03:39.7Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1629028,88.64980289093299,49.26470588235294,1610612756,2,2,2022-10-26T02:03:43Z,110000,-4.0,54.0,1,right,D. Ayton turnaround Hook (2 PTS) (D. Booker 1 AST),"[1629028, 1626164]",1610612756.0,PHX,turnaround,,,Ayton,D. Ayton,,,,,In The Paint (Non-RA),0-8 Center,5.43,Made,,,,,2.0,D. Booker,1626164.0,1.0,,,,,,,,,,
13,PT10M55.00S,2022-10-26T02:03:52.5Z,1,REGULAR,3pt,Jump Shot,[],202691,23.47240473061761,10.294117647058822,1610612744,2,2,2022-10-26T02:03:57Z,130000,199.0,168.0,1,left,MISS K. Thompson 26' 3PT,[202691],1610612744.0,GSW,,,,Thompson,K. Thompson,,,,,Above the Break 3,24+ Right Center,26.01,Missed,,,,,,,,,,,,,,,,,,
14,PT10M52.00S,2022-10-26T02:03:55.5Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612756,2,2,2022-10-26T02:03:57Z,140000,,,0,,TEAM defensive REBOUND,[],1610612756.0,PHX,,,,,,,,,,Above the Break 3,24+ Right Center,,,13.0,,,,,,,,,,,,,,,,,
16,PT10M41.00S,2022-10-26T02:04:14.0Z,1,REGULAR,2pt,Jump Shot,[],1626164,83.65637319316689,68.62745098039215,1610612756,2,2,2022-10-26T02:04:17Z,160000,93.0,101.0,1,right,MISS D. Booker 13' pullup Shot,[1626164],1610612756.0,PHX,pullup,,,Booker,D. Booker,,,,,Mid-Range,8-16 Right,13.74,Missed,,,,,,,,,,,,,,,,,,
17,PT10M38.00S,2022-10-26T02:04:17.0Z,1,REGULAR,rebound,defensive,[],201939,,,1610612744,2,2,2022-10-26T02:04:17Z,170000,,,0,,S. Curry REBOUND (Off:0 Def:2),[201939],1610612744.0,GSW,,,,Curry,S. Curry,,,,,Mid-Range,8-16 Right,,,16.0,2.0,2.0,0.0,,,,,,,,,,,,,,
18,PT10M33.00S,2022-10-26T02:04:21.8Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],203952,30.17411300919842,22.54901960784314,1610612744,2,2,2022-10-26T02:04:26Z,180000,137.0,231.0,1,left,MISS A. Wiggins 26' running 3PT,[203952],1610612744.0,GSW,running,,,Wiggins,A. Wiggins,,,,,Above the Break 3,24+ Right Center,26.88,Missed,,,,,,,,,,,,,,,,,,
19,PT10M29.00S,2022-10-26T02:04:25.6Z,1,REGULAR,rebound,offensive,[],203110,,,1610612744,2,2,2022-10-26T02:04:25Z,190000,,,0,,D. Green REBOUND (Off:1 Def:0),[203110],1610612744.0,GSW,,,,Green,D. Green,,,,,Above the Break 3,24+ Right Center,,,18.0,1.0,0.0,1.0,,,,,,,,,,,,,,
20,PT10M26.00S,2022-10-26T02:04:29.2Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],203952,27.94021024967148,22.058823529411764,1610612744,2,5,2022-10-26T02:04:32Z,200000,140.0,210.0,1,left,A. Wiggins 25' 3PT  (3 PTS) (D. Green 1 AST),"[203952, 203110]",1610612744.0,GSW,,,,Wiggins,A. Wiggins,,,,,Above the Break 3,24+ Right Center,25.23,Made,,,,,3.0,D. Green,203110.0,1.0,,,,,,,,,,
22,PT10M11.00S,2022-10-26T02:04:43.0Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1629028,84.57621550591328,51.225490196078425,1610612756,2,5,2022-10-26T02:04:49Z,220000,6.0,92.0,1,right,MISS D. Ayton 9' Hook,[1629028],1610612756.0,PHX,,,,Ayton,D. Ayton,,,,,In The Paint (Non-RA),8-16 Center,9.27,Missed,,,,,,,,,,,,,,,,,,
23,PT10M08.00S,2022-10-26T02:04:46.1Z,1,REGULAR,rebound,offensive,[],1629661,,,1610612756,2,5,2022-10-26T02:04:46Z,230000,,,0,,C. Johnson REBOUND (Off:1 Def:0),[1629661],1610612756.0,PHX,,,,Johnson,C. Johnson,,,,,In The Paint (Non-RA),8-16 Center,,,22.0,1.0,0.0,1.0,,,,,,,,,,,,,,
24,PT10M02.00S,2022-10-26T02:04:54.3Z,1,REGULAR,foul,personal,['2freethrow'],1626172,,,1610612756,2,5,2022-10-26T02:05:00Z,240000,,,0,,K. Looney shooting personal FOUL (1 PF) (Ayton 2 FT),"[1626172, 1629028]",1610612744.0,GSW,shooting,,,Looney,K. Looney,,,,,Restricted Area,0-8 Center,,,,,,,,,,,202026.0,1.0,0.0,Ayton,1629028.0,,,,,
26,PT10M02.00S,2022-10-26T02:05:18.1Z,1,REGULAR,freethrow,1 of 2,['2ndchance'],1629028,,,1610612756,3,5,2022-10-26T02:05:18Z,260000,,,0,,D. Ayton Free Throw 1 of 2 (3 PTS),[1629028],1610612756.0,PHX,,,,Ayton,D. Ayton,,,,,,,,Made,,,,,3.0,,,,,,,,,,,,,
27,PT10M02.00S,2022-10-26T02:05:34.9Z,1,REGULAR,freethrow,2 of 2,['2ndchance'],1629028,,,1610612756,4,5,2022-10-26T02:05:34Z,270000,,,0,,D. Ayton Free Throw 2 of 2 (4 PTS),[1629028],1610612756.0,PHX,,,,Ayton,D. Ayton,,,,,,,,Made,,,,,4.0,,,,,,,,,,,,,
28,PT09M52.00S,2022-10-26T02:05:46.9Z,1,REGULAR,2pt,Jump Shot,[],201939,15.850854139290407,74.26470588235294,1610612744,4,7,2022-10-26T02:07:13Z,280000,-121.0,96.0,1,left,S. Curry 15' pullup bank Jump Shot (2 PTS),[201939],1610612744.0,GSW,pullup bank,,,Curry,S. Curry,,,,,Mid-Range,8-16 Left,15.5,Made,,,,,2.0,,,,,,,,,,,,,
29,PT09M52.00S,2022-10-26T02:05:51.1Z,1,REGULAR,foul,personal,['1freethrow'],1628969,,,1610612744,4,7,2022-10-26T02:06:00Z,290000,,,0,,M. Bridges shooting personal FOUL (1 PF) (Curry 1 FT),"[1628969, 201939]",1610612756.0,PHX,shooting,,,Bridges,M. Bridges,,,,,Mid-Range,8-16 Left,,,,,,,,,,,2005.0,1.0,0.0,Curry,201939.0,,,,,
31,PT09M52.00S,2022-10-26T02:06:17.6Z,1,REGULAR,freethrow,1 of 1,[],201939,,,1610612744,4,8,2022-10-26T02:06:17Z,310000,,,0,,S. Curry Free Throw 1 of 1 (3 PTS),[201939],1610612744.0,GSW,,,,Curry,S. Curry,,,,,,,,Made,,,,,3.0,,,,,,,,,,,,,
32,PT09M41.00S,2022-10-26T02:06:31.1Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1629028,87.99277266754271,53.67647058823529,1610612756,4,8,2022-10-26T02:06:34Z,320000,18.0,60.0,1,right,MISS D. Ayton 6' turnaround Hook,[1629028],1610612756.0,PHX,turnaround,,,Ayton,D. Ayton,,,,,In The Paint (Non-RA),0-8 Center,6.31,Missed,,,,,,,,,,,,,,,,,,
33,PT09M39.00S,2022-10-26T02:06:33.1Z,1,REGULAR,rebound,defensive,[],203952,,,1610612744,4,8,2022-10-26T02:06:34Z,330000,,,0,,A. Wiggins REBOUND (Off:0 Def:1),[203952],1610612744.0,GSW,,,,Wiggins,A. Wiggins,,,,,In The Paint (Non-RA),0-8 Center,,,32.0,1.0,1.0,0.0,,,,,,,,,,,,,,
34,PT09M28.00S,2022-10-26T02:06:43.5Z,1,REGULAR,3pt,Jump Shot,[],202691,3.630091984231275,95.58823529411765,1610612744,4,8,2022-10-26T02:06:47Z,340000,-228.0,-18.0,1,left,MISS K. Thompson 3PT,[202691],1610612744.0,GSW,,,,Thompson,K. Thompson,,,,,Left Corner 3,24+ Left,22.86,Missed,,,,,,,,,,,,,,,,,,
35,PT09M27.00S,2022-10-26T02:06:44.5Z,1,REGULAR,rebound,defensive,[],1629028,,,1610612756,4,8,2022-10-26T02:06:47Z,350000,,,0,,D. Ayton REBOUND (Off:0 Def:1),[1629028],1610612756.0,PHX,,,,Ayton,D. Ayton,,,,,Left Corner 3,24+ Left,,,34.0,1.0,1.0,0.0,,,,,,,,,,,,,,
36,PT09M21.00S,2022-10-26T02:06:51.3Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],101108,73.9323258869908,15.686274509803921,1610612756,7,8,2022-10-26T02:07:20Z,360000,-172.0,193.0,1,right,C. Paul 25' 3PT running pullup (3 PTS),[101108],1610612756.0,PHX,running pullup,,,Paul,C. Paul,,,,,Above the Break 3,24+ Left Center,25.79,Made,,,,,3.0,,,,,,,,,,,,,
37,PT09M08.00S,2022-10-26T02:07:04.0Z,1,REGULAR,3pt,Jump Shot,[],203110,23.078186596583443,11.27450980392157,1610612744,7,8,2022-10-26T02:07:09Z,370000,194.0,164.0,1,left,MISS D. Green 25' 3PT,[203110],1610612744.0,GSW,,,,Green,D. Green,,,,,Above the Break 3,24+ Right Center,25.4,Missed,,,,,,,,,,,,,,,,,,
38,PT09M04.00S,2022-10-26T02:07:08.0Z,1,REGULAR,rebound,defensive,[],101108,,,1610612756,7,8,2022-10-26T02:07:09Z,380000,,,0,,C. Paul REBOUND (Off:0 Def:1),[101108],1610612756.0,PHX,,,,Paul,C. Paul,,,,,Above the Break 3,24+ Right Center,,,37.0,1.0,1.0,0.0,,,,,,,,,,,,,,
39,PT09M01.00S,2022-10-26T02:07:11.6Z,1,REGULAR,turnover,lost ball,[],1628969,,,1610612756,7,8,2022-10-26T02:07:16Z,390000,,,0,,M. Bridges lost ball TURNOVER (1 TO),"[1628969, 203110]",1610612756.0,PHX,,,,Bridges,M. Bridges,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,1.0,Green,203110.0,,
40,PT09M01.00S,2022-10-26T02:07:11.6Z,1,REGULAR,steal,,[],203110,,,1610612744,7,8,2022-10-26T02:07:14Z,400000,,,0,,D. Green STEAL (1 STL),[203110],1610612744.0,GSW,,,,Green,D. Green,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
41,PT08M49.00S,2022-10-26T02:07:23.1Z,1,REGULAR,2pt,Jump Shot,['fromturnover'],203952,16.376478318002626,83.57843137254902,1610612744,7,10,2022-10-26T02:09:40Z,410000,-168.0,101.0,1,left,A. Wiggins 19' Jump Shot (5 PTS) (K. Looney 1 AST),"[203952, 1626172]",1610612744.0,GSW,,,,Wiggins,A. Wiggins,,,,,Mid-Range,16-24 Left,19.61,Made,,,,,5.0,K. Looney,1626172.0,1.0,,,,,,,,,,
43,PT08M37.00S,2022-10-26T02:07:37.8Z,1,REGULAR,foul,personal,['2freethrow'],1626172,,,1610612756,7,10,2022-10-26T02:07:50Z,430000,,,0,,K. Looney shooting personal FOUL (2 PF) (Ayton 2 FT),"[1626172, 1629028]",1610612744.0,GSW,shooting,,,Looney,K. Looney,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,2005.0,2.0,0.0,Ayton,1629028.0,,,,,
