actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,foulPersonalTotal,foulTechnicalTotal,playerName,playerNameI,foulDrawnPlayerName,foulDrawnPersonId,shotDistance,shotResult,blockPlayerName,blockPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,jumpBallRecoverdPersonId
2,PT12M00.00S,2022-10-31T01:10:28.8Z,1,REGULAR,period,start,[],0,,,0,0,0,2022-10-31T01:10:28Z,20000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT12M00.00S,2022-10-31T01:10:31.2Z,1,REGULAR,jumpball,recovered,[],0,,,1610612745,0,0,2022-10-31T01:10:31Z,40000,,,0,,Jump Ball A. Sengun vs. B. Biyombo: Tip to Team (HOU),"[1630578, 202687]",1610612745.0,HOU,startperiod,Team (HOU),Sengun,1630578.0,Biyombo,202687.0,,,,,,,,,,,,,,,,,,,,,,,,,
7,PT12M00.00S,2022-10-31T01:10:42.4Z,1,REGULAR,foul,personal,[],202687,,,1610612745,0,0,2022-10-31T01:19:14Z,70000,,,0,,B. Biyombo loose ball personal FOUL (1 PF),"[202687, 1630578]",1610612756.0,PHX,loose ball,,,,,,Above the Break 3,24+ Center,1662.0,1.0,0.0,Biyombo,B. Biyombo,Sengun,1630578.0,,,,,,,,,,,,,,,,
10,PT11M49.00S,2022-10-31T01:11:10.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630256,6.1268068331143235,48.28431372549019,1610612745,0,0,2022-10-31T01:18:06Z,100000,9.0,5.0,1,left,MISS J. Tate driving Layup - blocked,"[1630256, 202687]",1610612745.0,HOU,driving,,,,,,Restricted Area,0-8 Center,,,,Tate,J. Tate,,,1.0,Missed,Biyombo,202687.0,,,,,,,,,,,,
11,PT11M49.00S,2022-10-31T01:11:10.7Z,1,REGULAR,block,,[],202687,,,1610612745,0,0,2022-10-31T01:11:13Z,110000,,,0,,B. Biyombo BLOCK (1 BLK),[202687],1610612756.0,PHX,,,,,,,Restricted Area,0-8 Center,,,,Biyombo,B. Biyombo,,,,,,,,,,,,,,,,,,
12,PT11M46.00S,2022-10-31T01:11:13.7Z,1,REGULAR,rebound,defensive,[],202687,,,1610612756,0,0,2022-10-31T01:11:15Z,120000,,,0,,B. Biyombo REBOUND (Off:0 Def:1),[202687],1610612756.0,PHX,,,,,,,Restricted Area,0-8 Center,,,,Biyombo,B. Biyombo,,,,,,,10.0,1.0,1.0,0.0,,,,,,,,
13,PT11M42.00S,2022-10-31T01:11:17.9Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1629661,73.14388961892247,82.35294117647058,1610612756,3,0,2022-10-31T01:11:22Z,130000,162.0,200.0,1,right,C. Johnson 25' 3PT running (3 PTS) (C. Paul 1 AST),"[1629661, 101108]",1610612756.0,PHX,running,,,,,,Above the Break 3,24+ Right Center,,,,Johnson,C. Johnson,,,25.72,Made,,,,,,,3.0,C. Paul,101108.0,1.0,,,,
15,PT11M27.00S,2022-10-31T01:11:32.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629645,7.703679369250986,50.98039215686274,1610612745,3,0,2022-10-31T01:11:36Z,150000,-5.0,20.0,1,left,MISS K. Porter Jr. driving Layup - blocked,"[1629645, 202687]",1610612745.0,HOU,driving,,,,,,Restricted Area,0-8 Center,,,,Porter Jr.,K. Porter Jr.,,,2.05,Missed,Biyombo,202687.0,,,,,,,,,,,,
16,PT11M27.00S,2022-10-31T01:11:32.5Z,1,REGULAR,block,,[],202687,,,1610612745,3,0,2022-10-31T01:11:34Z,160000,,,0,,B. Biyombo BLOCK (2 BLK),[202687],1610612756.0,PHX,,,,,,,Restricted Area,0-8 Center,,,,Biyombo,B. Biyombo,,,,,,,,,,,,,,,,,,
17,PT11M25.00S,2022-10-31T01:11:34.5Z,1,REGULAR,rebound,defensive,[],1628969,,,1610612756,3,0,2022-10-31T01:11:36Z,170000,,,0,,M. Bridges REBOUND (Off:0 Def:1),[1628969],1610612756.0,PHX,,,,,,,Restricted Area,0-8 Center,,,,Bridges,M. Bridges,,,,,,,15.0,1.0,1.0,0.0,,,,,,,,
18,PT11M22.00S,2022-10-31T01:11:37.9Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1626164,93.51182654402102,50.0,1610612756,3,0,2022-10-31T01:11:49Z,180000,0.0,8.0,1,right,MISS D. Booker alley-oop Layup,[1626164],1610612756.0,PHX,alley-oop,,,,,,Restricted Area,0-8 Center,,,,Booker,D. Booker,,,0.85,Missed,,,,,,,,,,,,,,
19,PT11M19.00S,2022-10-31T01:11:40.9Z,1,REGULAR,rebound,defensive,[],1631095,,,1610612745,3,0,2022-10-31T01:11:49Z,190000,,,0,,J. Smith Jr. REBOUND (Off:0 Def:1),[1631095],1610612745.0,HOU,,,,,,,Restricted Area,0-8 Center,,,,Smith Jr.,J. Smith Jr.,,,,,,,18.0,1.0,1.0,0.0,,,,,,,,
21,PT11M05.00S,2022-10-31T01:12:11.5Z,1,REGULAR,turnover,lost ball,[],1630578,,,1610612745,3,0,2022-10-31T01:12:15Z,210000,,,0,,A. Sengun lost ball TURNOVER (1 TO),"[1630578, 1626164]",1610612745.0,HOU,,,,,,,In The Paint (Non-RA),0-8 Center,,,,Sengun,A. Sengun,,,,,,,,,,,,,,,1.0,Booker,1626164.0,
22,PT11M05.00S,2022-10-31T01:12:11.5Z,1,REGULAR,steal,,[],1626164,,,1610612756,3,0,2022-10-31T01:12:14Z,220000,,,0,,D. Booker STEAL (1 STL),[1626164],1610612756.0,PHX,,,,,,,In The Paint (Non-RA),0-8 Center,,,,Booker,D. Booker,,,,,,,,,,,,,,,,,,
23,PT11M00.00S,2022-10-31T01:12:16.0Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1626164,80.23981603153744,62.745098039215684,1610612756,3,0,2022-10-31T01:12:21Z,230000,64.0,133.0,1,right,MISS D. Booker 14' running pullup Shot - blocked,"[1626164, 1631095]",1610612756.0,PHX,running pullup,,,,,,In The Paint (Non-RA),8-16 Center,,,,Booker,D. Booker,,,14.76,Missed,Smith Jr.,1631095.0,,,,,,,,,,,,
24,PT11M00.00S,2022-10-31T01:12:16.0Z,1,REGULAR,block,,[],1631095,,,1610612756,3,0,2022-10-31T01:12:20Z,240000,,,0,,J. Smith Jr. BLOCK (1 BLK),[1631095],1610612745.0,HOU,,,,,,,In The Paint (Non-RA),8-16 Center,,,,Smith Jr.,J. Smith Jr.,,,,,,,,,,,,,,,,,,
25,PT10M56.00S,2022-10-31T01:12:20.0Z,1,REGULAR,rebound,defensive,[],1630224,,,1610612745,3,0,2022-10-31T01:12:21Z,250000,,,0,,J. Green REBOUND (Off:0 Def:1),[1630224],1610612745.0,HOU,,,,,,,In The Paint (Non-RA),8-16 Center,,,,Green,J. Green,,,,,,,23.0,1.0,1.0,0.0,,,,,,,,
26,PT10M45.00S,2022-10-31T01:12:31.3Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630578,18.084756898817346,50.73529411764706,1610612745,3,2,2022-10-31T01:21:05Z,260000,-4.0,117.0,1,left,A. Sengun 11' Jump Shot (2 PTS) (J. Green 1 AST),"[1630578, 1630224]",1610612745.0,HOU,,,,,,,In The Paint (Non-RA),8-16 Center,,,,Sengun,A. Sengun,,,11.76,Made,,,,,,,2.0,J. Green,1630224.0,1.0,,,,
28,PT10M28.00S,2022-10-31T01:12:47.9Z,1,REGULAR,3pt,Jump Shot,[],1626164,88.78120893561103,94.85294117647058,1610612756,3,2,2022-10-31T01:12:51Z,280000,224.0,53.0,1,right,MISS D. Booker 3PT,[1626164],1610612756.0,PHX,,,,,,,Right Corner 3,24+ Right,,,,Booker,D. Booker,,,23.05,Missed,,,,,,,,,,,,,,
29,PT10M26.00S,2022-10-31T01:12:49.9Z,1,REGULAR,rebound,defensive,[],1631095,,,1610612745,3,2,2022-10-31T01:12:51Z,290000,,,0,,J. Smith Jr. REBOUND (Off:0 Def:2),[1631095],1610612745.0,HOU,,,,,,,Right Corner 3,24+ Right,,,,Smith Jr.,J. Smith Jr.,,,,,,,28.0,2.0,2.0,0.0,,,,,,,,
30,PT10M05.00S,2022-10-31T01:13:11.6Z,1,REGULAR,2pt,Jump Shot,[],1630224,16.376478318002626,73.0392156862745,1610612745,3,2,2022-10-31T01:13:15Z,300000,-115.0,101.0,1,left,MISS J. Green 15' pullup Shot,[1630224],1610612745.0,HOU,pullup,,,,,,Mid-Range,8-16 Left,,,,Green,J. Green,,,15.35,Missed,,,,,,,,,,,,,,
31,PT10M01.00S,2022-10-31T01:13:15.6Z,1,REGULAR,rebound,defensive,[],1629661,,,1610612756,3,2,2022-10-31T01:13:15Z,310000,,,0,,C. Johnson REBOUND (Off:0 Def:1),[1629661],1610612756.0,PHX,,,,,,,Mid-Range,8-16 Left,,,,Johnson,C. Johnson,,,,,,,30.0,1.0,1.0,0.0,,,,,,,,
32,PT09M54.00S,2022-10-31T01:13:21.9Z,1,REGULAR,2pt,Jump Shot,[],1629661,78.66294349540078,49.50980392156863,1610612756,5,2,2022-10-31T01:13:27Z,320000,-2.0,148.0,1,right,C. Johnson 14' pullup Jump Shot (5 PTS) (C. Paul 2 AST),"[1629661, 101108]",1610612756.0,PHX,pullup,,,,,,Mid-Range,8-16 Center,,,,Johnson,C. Johnson,,,14.81,Made,,,,,,,5.0,C. Paul,101108.0,2.0,,,,
35,PT09M30.00S,2022-10-31T01:14:00.4Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1630256,8.09789750328515,50.49019607843137,1610612745,5,4,2022-10-31T01:14:03Z,350000,-2.0,24.0,1,left,J. Tate turnaround Hook (2 PTS) (K. Porter Jr. 1 AST),"[1630256, 1629645]",1610612745.0,HOU,turnaround,,,,,,Restricted Area,0-8 Center,,,,Tate,J. Tate,,,2.37,Made,,,,,,,2.0,K. Porter Jr.,1629645.0,1.0,,,,
37,PT09M03.00S,2022-10-31T01:14:27.3Z,1,REGULAR,2pt,Jump Shot,[],101108,74.06373193166885,59.80392156862745,1610612756,7,4,2022-10-31T01:14:37Z,370000,49.0,191.0,1,right,C. Paul 19' pullup Jump Shot (2 PTS) (C. Johnson 1 AST),"[101108, 1629661]",1610612756.0,PHX,pullup,,,,,,Mid-Range,16-24 Center,,,,Paul,C. Paul,,,19.75,Made,,,,,,,2.0,C. Johnson,1629661.0,1.0,,,,
39,PT08M49.00S,2022-10-31T01:14:42.1Z,1,REGULAR,2pt,Jump Shot,[],1631095,22.421156373193167,21.568627450980394,1610612745,7,4,2022-10-31T01:14:45Z,390000,142.0,158.0,1,left,MISS J. Smith Jr. 21' pullup Shot,[1631095],1610612745.0,HOU,pullup,,,,,,Mid-Range,16-24 Right Center,,,,Smith Jr.,J. Smith Jr.,,,21.28,Missed,,,,,,,,,,,,,,
40,PT08M46.00S,2022-10-31T01:14:45.1Z,1,REGULAR,rebound,defensive,[],202687,,,1610612756,7,4,2022-10-31T01:14:45Z,400000,,,0,,B. Biyombo REBOUND (Off:0 Def:2),[202687],1610612756.0,PHX,,,,,,,Mid-Range,16-24 Right Center,,,,Biyombo,B. Biyombo,,,,,,,39.0,2.0,2.0,0.0,,,,,,,,
41,PT08M26.00S,2022-10-31T01:15:04.2Z,1,REGULAR,3pt,Jump Shot,[],1626164,74.19513797634691,15.196078431372548,1610612756,10,4,2022-10-31T01:15:07Z,410000,-174.0,190.0,1,right,D. Booker 25' 3PT pullup (3 PTS),[1626164],1610612756.0,PHX,pullup,,,,,,Above the Break 3,24+ Left Center,,,,Booker,D. Booker,,,25.77,Made,,,,,,,3.0,,,,,,,
42,PT08M01.00S,2022-10-31T01:15:30.3Z,1,REGULAR,3pt,Jump Shot,[],1629645,24.655059132720105,16.42156862745098,1610612745,10,7,2022-10-31T01:15:34Z,420000,168.0,179.0,1,left,K. Porter Jr. 24' 3PT step back (3 PTS),[1629645],1610612745.0,HOU,step back,,,,,,Above the Break 3,24+ Right Center,,,,Porter Jr.,K. Porter Jr.,,,24.56,Made,,,,,,,3.0,,,,,,,
43,PT07M49.00S,2022-10-31T01:15:41.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1626164,92.85479632063075,48.529411764705884,1610612756,12,7,2022-10-31T01:15:44Z,430000,-7.0,15.0,1,right,D. Booker cutting Layup (5 PTS) (C. Paul 3 AST),"[1626164, 101108]",1610612756.0,PHX,cutting,,,,,,Restricted Area,0-8 Center,,,,Booker,D. Booker,,,1.65,Made,,,,,,,5.0,C. Paul,101108.0,3.0,,,,
45,PT07M34.00S,2022-10-31T01:15:55.9Z,1,REGULAR,2pt,Jump Shot,[],1630224,23.603810775295663,32.84313725490196,1610612745,12,7,2022-10-31T01:16:02Z,450000,86.0,169.0,1,left,MISS J. Green 18' pullup Shot - blocked,"[1630224, 1628969]",1610612745.0,HOU,pullup,,,,,,Mid-Range,16-24 Right Center,,,,Green,J. Green,,,18.99,Missed,Bridges,1628969.0,,,,,,,,,,,,
46,PT07M34.00S,2022-10-31T01:15:55.9Z,1,REGULAR,block,,[],1628969,,,1610612745,12,7,2022-10-31T01:15:59Z,460000,,,0,,M. Bridges BLOCK (1 BLK),[1628969],1610612756.0,PHX,,,,,,,Mid-Range,16-24 Right Center,,,,Bridges,M. Bridges,,,,,,,,,,,,,,,,,,
47,PT07M30.00S,2022-10-31T01:15:59.9Z,1,REGULAR,rebound,defensive,[],101108,,,1610612756,12,7,2022-10-31T01:16:02Z,470000,,,0,,C. Paul REBOUND (Off:0 Def:1),[101108],1610612756.0,PHX,,,,,,,Mid-Range,16-24 Right Center,,,,Paul,C. Paul,,,,,,,45.0,1.0,1.0,0.0,,,,,,,,
48,PT07M27.00S,2022-10-31T01:16:03.5Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1628969,82.47371879106439,94.85294117647058,1610612756,15,7,2022-10-31T01:25:51Z,480000,224.0,112.0,1,right,M. Bridges 25' 3PT  (3 PTS) (C. Paul 4 AST),"[1628969, 101108]",1610612756.0,PHX,,,,,,,Above the Break 3,24+ Right Center,,,,Bridges,M. Bridges,,,25.08,Made,,,,,,,3.0,C. Paul,101108.0,4.0,,,,
50,PT07M13.00S,2022-10-31T01:16:17.7Z,1,REGULAR,3pt,Jump Shot,[],1629645,23.866622864651774,85.29411764705883,1610612745,15,7,2022-10-31T01:16:21Z,500000,-176.0,172.0,1,left,MISS K. Porter Jr. 24' 3PT,[1629645],1610612745.0,HOU,,,,,,,Above the Break 3,24+ Left Center,,,,Porter Jr.,K. Porter Jr.,,,24.63,Missed,,,,,,,,,,,,,,
51,PT07M10.00S,2022-10-31T01:16:20.7Z,1,REGULAR,rebound,offensive,[],1630256,,,1610612745,15,7,2022-10-31T01:16:21Z,510000,,,0,,J. Tate REBOUND (Off:1 Def:0),[1630256],1610612745.0,HOU,,,,,,,Above the Break 3,24+ Left Center,,,,Tate,J. Tate,,,,,,,50.0,1.0,0.0,1.0,,,,,,,,
52,PT07M08.00S,2022-10-31T01:16:23.3Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1630224,25.969119579500656,13.970588235294118,1610612745,15,10,2022-10-31T01:16:26Z,520000,180.0,192.0,1,left,J. Green 26' 3PT  (3 PTS) (J. Tate 1 AST),"[1630224, 1630256]",1610612745.0,HOU,,,,,,,Above the Break 3,24+ Right Center,,,,Green,J. Green,,,26.3,Made,,,,,,,3.0,J. Tate,1630256.0,1.0,,,,
54,PT06M45.00S,2022-10-31T01:16:45.1Z,1,REGULAR,3pt,Jump Shot,[],1626164,74.06373193166885,82.1078431372549,1610612756,15,10,2022-10-31T01:16:48Z,540000,161.0,191.0,1,right,MISS D. Booker 24' pullup 3PT,[1626164],1610612756.0,PHX,pullup,,,,,,Above the Break 3,24+ Right Center,,,,Booker,D. Booker,,,24.97,Missed,,,,,,,,,,,,,,
55,PT06M44.00S,2022-10-31T01:16:46.1Z,1,REGULAR,rebound,defensive,[],1631095,,,1610612745,15,10,2022-10-31T01:16:48Z,550000,,,0,,J. Smith Jr. REBOUND (Off:0 Def:3),[1631095],1610612745.0,HOU,,,,,,,Above the Break 3,24+ Right Center,,,,Smith Jr.,J. Smith Jr.,,,,,,,54.0,3.0,3.0,0.0,,,,,,,,
56,PT06M34.00S,2022-10-31T01:16:56.9Z,1,REGULAR,3pt,Jump Shot,[],1631095,17.559132720105126,93.13725490196079,1610612745,15,10,2022-10-31T01:27:11Z,560000,-216.0,113.0,1,left,MISS J. Smith Jr. 24' pullup 3PT,[1631095],1610612745.0,HOU,pullup,,,,,,Above the Break 3,24+ Left Center,,,,Smith Jr.,J. Smith Jr.,,,24.33,Missed,,,,,,,,,,,,,,
57,PT06M31.00S,2022-10-31T01:16:59.9Z,1,REGULAR,rebound,defensive,[],1629661,,,1610612756,15,10,2022-10-31T01:17:00Z,570000,,,0,,C. Johnson REBOUND (Off:0 Def:2),[1629661],1610612756.0,PHX,,,,,,,Above the Break 3,24+ Left Center,,,,Johnson,C. Johnson,,,,,,,56.0,2.0,2.0,0.0,,,,,,,,
58,PT06M28.00S,2022-10-31T01:17:04.9Z,1,REGULAR,foul,offensive,[],202687,,,1610612756,15,10,2022-10-31T01:17:43Z,580000,,,0,,B. Biyombo offensive FOUL (2 PF),"[202687, 1630578]",1610612756.0,PHX,,,,,,,In The Paint (Non-RA),0-8 Center,1193.0,2.0,0.0,Biyombo,B. Biyombo,Sengun,1630578.0,,,,,,,,,,,,,,,,
60,PT06M28.00S,2022-10-31T01:17:04.9Z,1,REGULAR,turnover,offensive foul,[],202687,,,1610612756,15,10,2022-10-31T01:17:04Z,600000,,,0,,B. Biyombo offensive foul TURNOVER (1 TO),[202687],1610612756.0,PHX,,,,,,,In The Paint (Non-RA),0-8 Center,1193.0,,,Biyombo,B. Biyombo,,,,,,,,,,,,,,,1.0,,,
61,PT06M28.00S,2022-10-31T01:17:19.8Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612745,15,10,2022-10-31T01:17:19Z,610000,,,0,,PHX Timeout,[],1610612756.0,PHX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,PT06M28.00S,2022-10-31T01:17:58.6Z,1,REGULAR,substitution,out,[],202687,,,1610612745,15,10,2022-10-31T01:19:39Z,620000,,,0,,SUB out: B. Biyombo,[202687],1610612756.0,PHX,,,,,,,,,,,,Biyombo,B. Biyombo,,,,,,,,,,,,,,,,,,
64,PT06M28.00S,2022-10-31T01:17:58.6Z,1,REGULAR,substitution,out,[],1631095,,,1610612745,15,10,2022-10-31T01:19:39Z,630000,,,0,,SUB out: J. Smith Jr.,[1631095],1610612745.0,HOU,,,,,,,,,,,,Smith Jr.,J. Smith Jr.,,,,,,,,,,,,,,,,,,
65,PT06M28.00S,2022-10-31T01:17:58.6Z,1,REGULAR,substitution,in,[],1629111,,,1610612745,15,10,2022-10-31T01:19:39Z,640000,,,0,,SUB in: J. Landale,[1629111],1610612756.0,PHX,,,,,,,,,,,,Landale,J. Landale,,,,,,,,,,,,,,,,,,
66,PT06M28.00S,2022-10-31T01:17:58.6Z,1,REGULAR,substitution,in,[],1630231,,,1610612745,15,10,2022-10-31T01:19:39Z,650000,,,0,,SUB in: K. Martin Jr.,[1630231],1610612745.0,HOU,,,,,,,,,,,,Martin Jr.,K. Martin Jr.,,,,,,,,,,,,,,,,,,
67,PT06M08.00S,2022-10-31T01:20:22.4Z,1,REGULAR,2pt,Hook,"['pointsinthepaint', 'fromturnover']",1630578,9.674770039421814,45.34313725490196,1610612745,15,10,2022-10-31T01:20:26Z,660000,23.0,38.0,1,left,MISS A. Sengun turnaround Hook,[1630578],1610612745.0,HOU,turnaround,,,,,,In The Paint (Non-RA),0-8 Center,,,,Sengun,A. Sengun,,,4.49,Missed,,,,,,,,,,,,,,
68,PT06M07.00S,2022-10-31T01:20:23.4Z,1,REGULAR,rebound,defensive,[],1629111,,,1610612756,15,10,2022-10-31T01:20:26Z,670000,,,0,,J. Landale REBOUND (Off:0 Def:1),[1629111],1610612756.0,PHX,,,,,,,In The Paint (Non-RA),0-8 Center,,,,Landale,J. Landale,,,,,,,67.0,1.0,1.0,0.0,,,,,,,,
69,PT05M57.00S,2022-10-31T01:20:33.4Z,1,REGULAR,3pt,Jump Shot,[],1626164,78.0059132720105,89.4607843137255,1610612756,15,10,2022-10-31T01:20:38Z,680000,197.0,154.0,1,right,MISS D. Booker 25' 3PT,[1626164],1610612756.0,PHX,,,,,,,Above the Break 3,24+ Right Center,,,,Booker,D. Booker,,,25.04,Missed,,,,,,,,,,,,,,
70,PT05M53.00S,2022-10-31T01:20:37.4Z,1,REGULAR,rebound,defensive,[],1629645,,,1610612745,15,10,2022-10-31T01:20:38Z,690000,,,0,,K. Porter Jr. REBOUND (Off:0 Def:1),[1629645],1610612745.0,HOU,,,,,,,Above the Break 3,24+ Right Center,,,,Porter Jr.,K. Porter Jr.,,,,,,,69.0,1.0,1.0,0.0,,,,,,,,
71,PT05M45.00S,2022-10-31T01:20:45.3Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629645,18.74178712220762,48.28431372549019,1610612745,15,10,2022-10-31T01:20:49Z,700000,9.0,124.0,1,left,MISS K. Porter Jr. 12' pullup Shot,[1629645],1610612745.0,HOU,pullup,,,,,,In The Paint (Non-RA),8-16 Center,,,,Porter Jr.,K. Porter Jr.,,,12.4,Missed,,,,,,,,,,,,,,
72,PT05M43.00S,2022-10-31T01:20:47.3Z,1,REGULAR,rebound,defensive,[],1628969,,,1610612756,15,10,2022-10-31T01:20:49Z,710000,,,0,,M. Bridges REBOUND (Off:0 Def:2),[1628969],1610612756.0,PHX,,,,,,,In The Paint (Non-RA),8-16 Center,,,,Bridges,M. Bridges,,,,,,,71.0,2.0,2.0,0.0,,,,,,,,
73,PT05M34.00S,2022-10-31T01:20:57.0Z,1,REGULAR,3pt,Jump Shot,[],1629661,91.80354796320631,2.941176470588235,1610612756,15,10,2022-10-31T01:21:02Z,720000,-235.0,25.0,1,right,MISS C. Johnson 3PT,[1629661],1610612756.0,PHX,,,,,,,Left Corner 3,24+ Left,,,,Johnson,C. Johnson,,,23.66,Missed,,,,,,,,,,,,,,
74,PT05M29.00S,2022-10-31T01:21:02.0Z,1,REGULAR,rebound,defensive,[],1630231,,,1610612745,15,10,2022-10-31T01:21:02Z,730000,,,0,,K. Martin Jr. REBOUND (Off:0 Def:1),[1630231],1610612745.0,HOU,,,,,,,Left Corner 3,24+ Left,,,,Martin Jr.,K. Martin Jr.,,,,,,,73.0,1.0,1.0,0.0,,,,,,,,
75,PT05M20.00S,2022-10-31T01:21:10.3Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1630224,5.863994743758213,49.50980392156863,1610612745,15,12,2022-10-31T01:21:13Z,740000,2.0,3.0,1,left,J. Green driving DUNK (5 PTS),[1630224],1610612745.0,HOU,driving,,,,,,Restricted Area,0-8 Center,,,,Green,J. Green,,,0.36,Made,,,,,,,5.0,,,,,,,
76,PT04M59.00S,2022-10-31T01:21:30.7Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626164,83.78777923784494,50.49019607843137,1610612756,17,12,2022-10-31T01:21:38Z,750000,2.0,100.0,1,right,D. Booker 9' driving floating Jump Shot (7 PTS) (C. Paul 5 AST),"[1626164, 101108]",1610612756.0,PHX,driving floating,,,,,,In The Paint (Non-RA),8-16 Center,,,,Booker,D. Booker,,,9.99,Made,,,,,,,7.0,C. Paul,101108.0,5.0,,,,
78,PT04M45.00S,2022-10-31T01:21:45.4Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1630578,10.726018396846255,49.754901960784316,1610612745,17,14,2022-10-31T01:30:38Z,770000,1.0,48.0,1,left,A. Sengun driving Hook (4 PTS),[1630578],1610612745.0,HOU,driving,,,,,,In The Paint (Non-RA),0-8 Center,,,,Sengun,A. Sengun,,,4.83,Made,,,,,,,4.0,,,,,,,
79,PT04M25.00S,2022-10-31T01:22:05.5Z,1,REGULAR,2pt,Jump Shot,[],1626164,79.188567674113,33.57843137254902,1610612756,19,14,2022-10-31T01:22:10Z,780000,-82.0,143.0,1,right,D. Booker 16' step back Jump Shot (9 PTS),[1626164],1610612756.0,PHX,step back,,,,,,Mid-Range,16-24 Left Center,,,,Booker,D. Booker,,,16.5,Made,,,,,,,9.0,,,,,,,
80,PT04M13.00S,2022-10-31T01:22:18.9Z,1,REGULAR,foul,personal,['2freethrow'],1628969,,,1610612745,19,14,2022-10-31T01:22:26Z,790000,,,0,,M. Bridges shooting personal FOUL (1 PF) (Porter Jr. 2 FT),"[1628969, 1629645]",1610612756.0,PHX,shooting,,,,,,In The Paint (Non-RA),0-8 Center,1662.0,1.0,0.0,Bridges,M. Bridges,Porter Jr.,1629645.0,,,,,,,,,,,,,,,,
82,PT04M13.00S,2022-10-31T01:22:48.8Z,1,REGULAR,freethrow,1 of 2,[],1629645,,,1610612745,19,14,2022-10-31T01:22:48Z,810000,,,0,,MISS K. Porter Jr. Free Throw 1 of 2,[1629645],1610612745.0,HOU,,,,,,,,,,,,Porter Jr.,K. Porter Jr.,,,,Missed,,,,,,,,,,,,,,
83,PT04M13.00S,2022-10-31T01:22:48.8Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612745,19,14,2022-10-31T01:22:48Z,820000,,,0,,TEAM offensive REBOUND,[],1610612745.0,HOU,,,,,,,,,,,,,,,,,,,,82.0,,,,,,,,,,,
84,PT04M13.00S,2022-10-31T01:22:51.1Z,1,REGULAR,substitution,out,[],101108,,,1610612745,19,14,2022-10-31T01:23:00Z,830000,,,0,,SUB out: C. Paul,[101108],1610612756.0,PHX,,,,,,,,,,,,Paul,C. Paul,,,,,,,,,,,,,,,,,,
85,PT04M13.00S,2022-10-31T01:22:51.1Z,1,REGULAR,substitution,out,[],1629661,,,1610612745,19,14,2022-10-31T01:23:00Z,840000,,,0,,SUB out: C. Johnson,[1629661],1610612756.0,PHX,,,,,,,,,,,,Johnson,C. Johnson,,,,,,,,,,,,,,,,,,
