actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,turnoverTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,stealPlayerName,stealPersonId
19,PT10M33.00S,2023-02-15T02:12:46.1Z,1,REGULAR,freethrow,2 of 2,[],1628368,,,1610612758,4,4,2023-02-15T02:12:46Z,190000,False,,,0,,D. Fox Free Throw 2 of 2 (2 PTS),[1628368],1610612758.0,SAC,,,,Fox,D. Fox,,,,,,,,Made,2.0,,,,,,,,,,,,,,,,,
20,PT10M25.00S,2023-02-15T02:12:58.4Z,1,REGULAR,2pt,Jump Shot,[],1629028,76.16622864651774,68.38235294117648,1610612756,6,4,2023-02-15T02:13:08Z,200000,False,92.0,172.0,1,right,D. Ayton 19' Jump Shot (4 PTS) (C. Paul 3 AST),"[1629028, 101108]",1610612756.0,PHX,,,,Ayton,D. Ayton,,,,,Mid-Range,16-24 Right Center,19.46,Made,4.0,C. Paul,101108.0,3.0,,,,,,,,,,,,,,
22,PT10M16.00S,2023-02-15T02:13:09.6Z,1,REGULAR,foul,personal,[],1629006,,,1610612758,6,4,2023-02-15T02:13:33Z,220000,False,,,0,,J. Okogie personal FOUL (1 PF),"[1629006, 203084]",1610612756.0,PHX,,,,Okogie,J. Okogie,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,2530.0,,1.0,0.0,Barnes,203084.0,,,,
24,PT10M02.00S,2023-02-15T02:13:37.6Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1627734,7.835085413929041,55.14705882352941,1610612758,6,4,2023-02-15T02:13:41Z,240000,False,-26.0,21.0,1,left,MISS D. Sabonis Hook,[1627734],1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,Restricted Area,0-8 Center,3.33,Missed,,,,,,,,,,,,,,,,,,
25,PT10M00.00S,2023-02-15T02:13:39.6Z,1,REGULAR,rebound,defensive,[],1626164,,,1610612756,6,4,2023-02-15T02:13:41Z,250000,False,,,0,,D. Booker REBOUND (Off:0 Def:1),[1626164],1610612756.0,PHX,,,,Booker,D. Booker,,,,,Restricted Area,0-8 Center,,,,,,,24.0,1.0,1.0,0.0,,,,,,,,,,
26,PT09M50.00S,2023-02-15T02:13:49.8Z,1,REGULAR,2pt,Jump Shot,[],1629028,92.19776609724047,25.98039215686275,1610612756,6,4,2023-02-15T02:13:55Z,260000,False,-120.0,21.0,1,right,MISS D. Ayton 12' Jump Shot,[1629028],1610612756.0,PHX,,,,Ayton,D. Ayton,,,,,Mid-Range,8-16 Left,12.19,Missed,,,,,,,,,,,,,,,,,,
27,PT09M46.00S,2023-02-15T02:13:53.8Z,1,REGULAR,rebound,defensive,[],1631099,,,1610612758,6,4,2023-02-15T02:13:55Z,270000,False,,,0,,K. Murray REBOUND (Off:0 Def:2),[1631099],1610612758.0,SAC,,,,Murray,K. Murray,,,,,Mid-Range,8-16 Left,,,,,,,26.0,2.0,2.0,0.0,,,,,,,,,,
28,PT09M42.00S,2023-02-15T02:13:57.2Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1628368,32.670827858081466,62.00980392156863,1610612758,6,7,2023-02-15T02:14:09Z,280000,False,-60.0,255.0,1,left,D. Fox 26' 3PT running pullup (5 PTS),[1628368],1610612758.0,SAC,running pullup,,,Fox,D. Fox,,,,,Above the Break 3,24+ Center,26.16,Made,5.0,,,,,,,,,,,,,,,,,
29,PT09M16.00S,2023-02-15T02:14:23.8Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629006,83.78777923784494,53.18627450980392,1610612756,6,7,2023-02-15T02:14:34Z,290000,False,16.0,100.0,1,right,MISS J. Okogie 10' fadeaway Shot,[1629006],1610612756.0,PHX,fadeaway,,,Okogie,J. Okogie,,,,,In The Paint (Non-RA),8-16 Center,10.12,Missed,,,,,,,,,,,,,,,,,,
30,PT09M12.00S,2023-02-15T02:14:27.8Z,1,REGULAR,rebound,offensive,[],1628470,,,1610612756,6,7,2023-02-15T02:14:34Z,300000,False,,,0,,T. Craig REBOUND (Off:1 Def:0),[1628470],1610612756.0,PHX,,,,Craig,T. Craig,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,29.0,1.0,0.0,1.0,,,,,,,,,,
32,PT09M05.00S,2023-02-15T02:14:48.5Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",1626164,83.52496714848883,45.34313725490196,1610612756,6,7,2023-02-15T02:14:54Z,320000,False,-23.0,102.0,1,right,MISS D. Booker 10' pullup Shot,[1626164],1610612756.0,PHX,pullup,,,Booker,D. Booker,,,,,In The Paint (Non-RA),8-16 Center,10.5,Missed,,,,,,,,,,,,,,,,,,
33,PT09M00.00S,2023-02-15T02:14:53.5Z,1,REGULAR,rebound,defensive,[],1627734,,,1610612758,6,7,2023-02-15T02:14:54Z,330000,False,,,0,,D. Sabonis REBOUND (Off:0 Def:1),[1627734],1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,32.0,1.0,1.0,0.0,,,,,,,,,,
34,PT08M56.00S,2023-02-15T02:15:00.2Z,1,REGULAR,foul,personal,[],1626164,,,1610612758,6,7,2023-02-15T02:15:10Z,340000,False,,,0,,D. Booker personal FOUL (1 PF),"[1626164, 1627734]",1610612756.0,PHX,,,,Booker,D. Booker,,,,,Mid-Range,16-24 Center,,,,,,,,,,,1626301.0,,1.0,0.0,Sabonis,1627734.0,,,,
36,PT08M46.00S,2023-02-15T02:15:23.4Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628368,18.347568988173457,40.68627450980392,1610612758,6,7,2023-02-15T02:15:33Z,360000,False,47.0,120.0,1,left,MISS D. Fox 12' driving floating Shot,[1628368],1610612758.0,SAC,driving floating,,,Fox,D. Fox,,,,,In The Paint (Non-RA),8-16 Center,12.87,Missed,,,,,,,,,,,,,,,,,,
37,PT08M44.00S,2023-02-15T02:15:25.4Z,1,REGULAR,rebound,offensive,[],1631099,,,1610612758,6,7,2023-02-15T02:15:33Z,370000,False,,,0,,K. Murray REBOUND (Off:1 Def:2),[1631099],1610612758.0,SAC,,,,Murray,K. Murray,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,36.0,3.0,2.0,1.0,,,,,,,,,,
38,PT08M38.00S,2023-02-15T02:15:32.1Z,1,REGULAR,2pt,Jump Shot,['2ndchance'],1631099,5.469776609724048,31.127450980392158,1610612758,6,7,2023-02-15T02:15:42Z,380000,False,94.0,-1.0,1,left,MISS K. Murray 9' turnaround fadeaway Shot,[1631099],1610612758.0,SAC,turnaround fadeaway,,,Murray,K. Murray,,,,,Mid-Range,8-16 Right,9.44,Missed,,,,,,,,,,,,,,,,,,
39,PT08M35.00S,2023-02-15T02:15:35.1Z,1,REGULAR,rebound,defensive,[],1629028,,,1610612756,6,7,2023-02-15T02:15:42Z,390000,False,,,0,,D. Ayton REBOUND (Off:0 Def:1),[1629028],1610612756.0,PHX,,,,Ayton,D. Ayton,,,,,Mid-Range,8-16 Right,,,,,,,38.0,1.0,1.0,0.0,,,,,,,,,,
40,PT08M18.00S,2023-02-15T02:15:51.4Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629028,86.15308804204993,43.13725490196079,1610612756,8,7,2023-02-15T02:15:57Z,400000,False,-34.0,78.0,1,right,D. Ayton 8' turnaround fadeaway Jump Shot (6 PTS) (C. Paul 4 AST),"[1629028, 101108]",1610612756.0,PHX,turnaround fadeaway,,,Ayton,D. Ayton,,,,,In The Paint (Non-RA),8-16 Center,8.49,Made,6.0,C. Paul,101108.0,4.0,,,,,,,,,,,,,,
42,PT08M00.00S,2023-02-15T02:16:08.6Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628989,8.492115637319317,58.57843137254902,1610612758,8,7,2023-02-15T02:16:14Z,420000,False,-43.0,27.0,1,left,MISS K. Huerter driving floating Shot,[1628989],1610612758.0,SAC,driving floating,,,Huerter,K. Huerter,,,,,In The Paint (Non-RA),0-8 Center,5.08,Missed,,,,,,,,,,,,,,,,,,
43,PT07M58.00S,2023-02-15T02:16:10.6Z,1,REGULAR,rebound,offensive,[],1628989,,,1610612758,8,7,2023-02-15T02:16:14Z,430000,False,,,0,,K. Huerter REBOUND (Off:1 Def:0),[1628989],1610612758.0,SAC,,,,Huerter,K. Huerter,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,42.0,1.0,0.0,1.0,,,,,,,,,,
44,PT07M57.00S,2023-02-15T02:16:16.2Z,1,REGULAR,foul,personal,['2freethrow'],1629028,,,1610612758,8,7,2023-02-15T02:16:33Z,440000,False,,,0,,D. Ayton shooting personal FOUL (1 PF) (Sabonis 2 FT),"[1629028, 1627734]",1610612756.0,PHX,shooting,,,Ayton,D. Ayton,,,,,Restricted Area,0-8 Center,,,,,,,,,,,2530.0,,1.0,0.0,Sabonis,1627734.0,,,,
46,PT07M57.00S,2023-02-15T02:16:45.5Z,1,REGULAR,freethrow,1 of 2,['2ndchance'],1627734,,,1610612758,8,8,2023-02-15T02:16:45Z,460000,False,,,0,,D. Sabonis Free Throw 1 of 2 (3 PTS),[1627734],1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,,,,Made,3.0,,,,,,,,,,,,,,,,,
47,PT07M57.00S,2023-02-15T02:17:07.5Z,1,REGULAR,freethrow,2 of 2,['2ndchance'],1627734,,,1610612758,8,9,2023-02-15T02:17:07Z,470000,False,,,0,,D. Sabonis Free Throw 2 of 2 (4 PTS),[1627734],1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,,,,Made,4.0,,,,,,,,,,,,,,,,,
48,PT07M44.00S,2023-02-15T02:17:24.8Z,1,REGULAR,3pt,Jump Shot,[],1628470,94.95729303547962,95.83333333333334,1610612756,8,9,2023-02-15T02:17:30Z,480000,False,229.0,-5.0,1,right,MISS T. Craig 3PT,[1628470],1610612756.0,PHX,,,,Craig,T. Craig,,,,,Right Corner 3,24+ Right,22.93,Missed,,,,,,,,,,,,,,,,,,
49,PT07M42.00S,2023-02-15T02:17:26.8Z,1,REGULAR,rebound,offensive,[],1629006,,,1610612756,8,9,2023-02-15T02:17:30Z,490000,False,,,0,,J. Okogie REBOUND (Off:1 Def:0),[1629006],1610612756.0,PHX,,,,Okogie,J. Okogie,,,,,Right Corner 3,24+ Right,,,,,,,48.0,1.0,0.0,1.0,,,,,,,,,,
50,PT07M37.00S,2023-02-15T02:17:32.4Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",101108,83.39356110381078,65.19607843137256,1610612756,10,9,2023-02-15T02:18:08Z,500000,False,76.0,104.0,1,right,C. Paul 12' pullup Jump Shot (2 PTS),[101108],1610612756.0,PHX,pullup,,,Paul,C. Paul,,,,,In The Paint (Non-RA),8-16 Right,12.85,Made,2.0,,,,,,,,,,,,,,,,,
51,PT07M25.00S,2023-02-15T02:17:43.3Z,1,REGULAR,2pt,Jump Shot,[],1628989,21.632720105124836,72.54901960784314,1610612758,10,11,2023-02-15T02:17:51Z,510000,False,-113.0,151.0,1,left,K. Huerter 18' step back Jump Shot (2 PTS),[1628989],1610612758.0,SAC,step back,,,Huerter,K. Huerter,,,,,Mid-Range,16-24 Left Center,18.83,Made,2.0,,,,,,,,,,,,,,,,,
52,PT07M17.00S,2023-02-15T02:17:51.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1626164,93.38042049934296,50.98039215686274,1610612756,12,11,2023-02-15T02:18:01Z,520000,False,5.0,10.0,1,right,D. Booker Layup (4 PTS) (C. Paul 5 AST),"[1626164, 101108]",1610612756.0,PHX,,,,Booker,D. Booker,,,,,Restricted Area,0-8 Center,1.09,Made,4.0,C. Paul,101108.0,5.0,,,,,,,,,,,,,,
54,PT06M57.00S,2023-02-15T02:18:11.8Z,1,REGULAR,3pt,Jump Shot,[],1628989,33.065045992115635,13.480392156862745,1610612758,12,11,2023-02-15T02:18:17Z,540000,False,183.0,258.0,1,left,MISS K. Huerter 31' 3PT,[1628989],1610612758.0,SAC,,,,Huerter,K. Huerter,,,,,Above the Break 3,24+ Right Center,31.63,Missed,,,,,,,,,,,,,,,,,,
55,PT06M55.00S,2023-02-15T02:18:13.8Z,1,REGULAR,rebound,defensive,[],101108,,,1610612756,12,11,2023-02-15T02:18:17Z,550000,False,,,0,,C. Paul REBOUND (Off:0 Def:1),[101108],1610612756.0,PHX,,,,Paul,C. Paul,,,,,Above the Break 3,24+ Right Center,,,,,,,54.0,1.0,1.0,0.0,,,,,,,,,,
56,PT06M52.00S,2023-02-15T02:18:17.1Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fastbreak']",1626164,94.95729303547962,48.529411764705884,1610612756,14,11,2023-02-15T02:18:25Z,560000,False,-7.0,-5.0,1,right,D. Booker running DUNK (6 PTS) (C. Paul 6 AST),"[1626164, 101108]",1610612756.0,PHX,running,,,Booker,D. Booker,,,,,Restricted Area,0-8 Center,0.9,Made,6.0,C. Paul,101108.0,6.0,,,,,,,,,,,,,,
58,PT06M52.00S,2023-02-15T02:18:22.6Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612758,14,11,2023-02-15T02:18:22Z,580000,False,,,0,,SAC Timeout,[],1610612758.0,SAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59,PT06M39.00S,2023-02-15T02:21:21.3Z,1,REGULAR,3pt,Jump Shot,[],1631099,32.670827858081466,45.09803921568628,1610612758,14,14,2023-02-15T02:21:26Z,590000,False,25.0,255.0,1,left,K. Murray 25' 3PT  (3 PTS) (D. Fox 1 AST),"[1631099, 1628368]",1610612758.0,SAC,,,,Murray,K. Murray,,,,,Above the Break 3,24+ Center,25.58,Made,3.0,D. Fox,1628368.0,1.0,,,,,,,,,,,,,,
61,PT06M13.00S,2023-02-15T02:21:48.1Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629028,79.84559789750328,53.92156862745098,1610612756,14,14,2023-02-15T02:22:16Z,610000,False,20.0,137.0,1,right,MISS D. Ayton 13' turnaround Shot,[1629028],1610612756.0,PHX,turnaround,,,Ayton,D. Ayton,,,,,In The Paint (Non-RA),8-16 Center,13.84,Missed,,,,,,,,,,,,,,,,,,
62,PT06M11.00S,2023-02-15T02:21:50.1Z,1,REGULAR,rebound,defensive,[],1628368,,,1610612758,14,14,2023-02-15T02:21:53Z,620000,False,,,0,,D. Fox REBOUND (Off:0 Def:1),[1628368],1610612758.0,SAC,,,,Fox,D. Fox,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,61.0,1.0,1.0,0.0,,,,,,,,,,
63,PT06M02.00S,2023-02-15T02:21:58.9Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628989,6.915243101182654,51.225490196078425,1610612758,14,16,2023-02-15T02:22:03Z,630000,False,-6.0,13.0,1,left,K. Huerter driving floating Jump Shot (4 PTS) (K. Murray 2 AST),"[1628989, 1631099]",1610612758.0,SAC,driving floating,,,Huerter,K. Huerter,,,,,Restricted Area,0-8 Center,1.39,Made,4.0,K. Murray,1631099.0,2.0,,,,,,,,,,,,,,
65,PT05M50.00S,2023-02-15T02:22:12.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1626164,92.59198423127464,51.470588235294116,1610612756,14,16,2023-02-15T02:22:25Z,650000,False,7.0,17.0,1,right,MISS D. Booker driving Layup - blocked,"[1626164, 1628989]",1610612756.0,PHX,driving,,,Booker,D. Booker,,,,,Restricted Area,0-8 Center,1.86,Missed,,,,,,,,,,,,,,,Huerter,1628989.0,,
66,PT05M50.00S,2023-02-15T02:22:12.6Z,1,REGULAR,block,,[],1628989,,,1610612756,14,16,2023-02-15T02:22:15Z,660000,False,,,0,,K. Huerter BLOCK (1 BLK),[1628989],1610612758.0,SAC,,,,Huerter,K. Huerter,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
67,PT05M50.00S,2023-02-15T02:22:12.6Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612756,14,16,2023-02-15T02:22:25Z,670000,False,,,0,,TEAM offensive REBOUND,[],1610612756.0,PHX,,,,,,,,,,Restricted Area,0-8 Center,,,,,,,65.0,,,,,,,,,,,,,
69,PT05M50.00S,2023-02-15T02:22:18.1Z,1,REGULAR,substitution,out,[],1628368,,,1610612756,14,16,2023-02-15T02:22:20Z,690000,False,,,0,,SUB out: D. Fox,[1628368],1610612758.0,SAC,,,,Fox,D. Fox,,,,,,,,,,,,,,,,,,,,,,,,,,
70,PT05M50.00S,2023-02-15T02:22:18.1Z,1,REGULAR,substitution,in,[],1630558,,,1610612756,14,16,2023-02-15T02:22:20Z,700000,False,,,0,,SUB in: D. Mitchell,[1630558],1610612758.0,SAC,,,,Mitchell,D. Mitchell,,,,,,,,,,,,,,,,,,,,,,,,,,
71,PT05M48.00S,2023-02-15T02:22:29.7Z,1,REGULAR,2pt,Jump Shot,['2ndchance'],1626164,91.93495400788436,86.02941176470588,1610612756,16,16,2023-02-15T02:22:36Z,710000,False,180.0,23.0,1,right,D. Booker 18' Jump Shot (8 PTS) (C. Paul 7 AST),"[1626164, 101108]",1610612756.0,PHX,,,,Booker,D. Booker,,,,,Mid-Range,16-24 Right,18.16,Made,8.0,C. Paul,101108.0,7.0,,,,,,,,,,,,,,
73,PT05M48.00S,2023-02-15T02:22:33.7Z,1,REGULAR,foul,personal,['1freethrow'],1630558,,,1610612756,16,16,2023-02-15T02:22:50Z,730000,False,,,0,,D. Mitchell shooting personal FOUL (1 PF) (Booker 1 FT),"[1630558, 1626164]",1610612758.0,SAC,shooting,,,Mitchell,D. Mitchell,,,,,Mid-Range,16-24 Right,,,,,,,,,,,2530.0,,1.0,0.0,Booker,1626164.0,,,,
75,PT05M48.00S,2023-02-15T02:22:54.9Z,1,REGULAR,freethrow,1 of 1,['2ndchance'],1626164,,,1610612756,17,16,2023-02-15T02:22:55Z,750000,False,,,0,,D. Booker Free Throw 1 of 1 (9 PTS),[1626164],1610612756.0,PHX,,,,Booker,D. Booker,,,,,,,,Made,9.0,,,,,,,,,,,,,,,,,
76,PT05M25.00S,2023-02-15T02:23:20.3Z,1,REGULAR,3pt,Jump Shot,[],1628989,6.783837056504599,4.6568627450980395,1610612758,17,16,2023-02-15T02:23:26Z,760000,False,227.0,11.0,1,left,MISS K. Huerter 3PT,[1628989],1610612758.0,SAC,,,,Huerter,K. Huerter,,,,,Right Corner 3,24+ Right,22.7,Missed,,,,,,,,,,,,,,,,,,
77,PT05M22.00S,2023-02-15T02:23:23.3Z,1,REGULAR,rebound,defensive,[],1626164,,,1610612756,17,16,2023-02-15T02:23:26Z,770000,False,,,0,,D. Booker REBOUND (Off:0 Def:2),[1626164],1610612756.0,PHX,,,,Booker,D. Booker,,,,,Right Corner 3,24+ Right,,,,,,,76.0,2.0,2.0,0.0,,,,,,,,,,
78,PT05M08.00S,2023-02-15T02:23:40.7Z,1,REGULAR,foul,personal,[],1631099,,,1610612756,17,16,2023-02-15T02:23:46Z,780000,False,,,0,,K. Murray personal FOUL (1 PF),"[1631099, 1629006]",1610612758.0,SAC,,,,Murray,K. Murray,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,200832.0,,1.0,0.0,Okogie,1629006.0,,,,
80,PT05M08.00S,2023-02-15T02:23:45.2Z,1,REGULAR,substitution,out,[],1626164,,,1610612756,17,16,2023-02-15T02:24:05Z,800000,False,,,0,,SUB out: D. Booker,[1626164],1610612756.0,PHX,,,,Booker,D. Booker,,,,,,,,,,,,,,,,,,,,,,,,,,
81,PT05M08.00S,2023-02-15T02:23:45.2Z,1,REGULAR,substitution,out,[],1629006,,,1610612756,17,16,2023-02-15T02:24:05Z,810000,False,,,0,,SUB out: J. Okogie,[1629006],1610612756.0,PHX,,,,Okogie,J. Okogie,,,,,,,,,,,,,,,,,,,,,,,,,,
82,PT05M08.00S,2023-02-15T02:23:45.2Z,1,REGULAR,substitution,out,[],1628989,,,1610612756,17,16,2023-02-15T02:24:05Z,820000,False,,,0,,SUB out: K. Huerter,[1628989],1610612758.0,SAC,,,,Huerter,K. Huerter,,,,,,,,,,,,,,,,,,,,,,,,,,
83,PT05M08.00S,2023-02-15T02:23:45.2Z,1,REGULAR,substitution,out,[],203084,,,1610612756,17,16,2023-02-15T02:24:05Z,830000,False,,,0,,SUB out: H. Barnes,[203084],1610612758.0,SAC,,,,Barnes,H. Barnes,,,,,,,,,,,,,,,,,,,,,,,,,,
84,PT05M08.00S,2023-02-15T02:23:45.2Z,1,REGULAR,substitution,in,[],1627814,,,1610612756,17,16,2023-02-15T02:24:05Z,840000,False,,,0,,SUB in: D. Lee,[1627814],1610612756.0,PHX,,,,Lee,D. Lee,,,,,,,,,,,,,,,,,,,,,,,,,,
85,PT05M08.00S,2023-02-15T02:23:45.2Z,1,REGULAR,substitution,in,[],1630688,,,1610612756,17,16,2023-02-15T02:24:05Z,850000,False,,,0,,SUB in: I. Wainright,[1630688],1610612756.0,PHX,,,,Wainright,I. Wainright,,,,,,,,,,,,,,,,,,,,,,,,,,
86,PT05M08.00S,2023-02-15T02:23:45.2Z,1,REGULAR,substitution,in,[],1629056,,,1610612756,17,16,2023-02-15T02:24:05Z,860000,False,,,0,,SUB in: T. Davis,[1629056],1610612758.0,SAC,,,,Davis,T. Davis,,,,,,,,,,,,,,,,,,,,,,,,,,
87,PT05M08.00S,2023-02-15T02:23:45.2Z,1,REGULAR,substitution,in,[],1626168,,,1610612756,17,16,2023-02-15T02:24:05Z,870000,False,,,0,,SUB in: T. Lyles,[1626168],1610612758.0,SAC,,,,Lyles,T. Lyles,,,,,,,,,,,,,,,,,,,,,,,,,,
88,PT05M01.00S,2023-02-15T02:24:22.9Z,1,REGULAR,turnover,bad pass,[],101108,,,1610612756,17,16,2023-02-15T02:24:27Z,880000,False,,,0,,C. Paul bad pass TURNOVER (1 TO),"[101108, 1627734]",1610612756.0,PHX,,,,Paul,C. Paul,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,1.0,,,,,,,Sabonis,1627734.0
