actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,officialId,turnoverTotal,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,pointsTotal,stealPlayerName,stealPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId
344,PT07M45.00S,2023-04-07T03:20:51.6Z,3,REGULAR,foul,personal,['2freethrow'],1629028,,,1610612743,70,64,2023-04-07T03:21:04Z,3380000,False,,,0,,D. Ayton shooting personal FOUL (2 PF) (Brown 2 FT),"[1629028, 1628971]",1610612756.0,PHX,shooting,,,Ayton,D. Ayton,,,,,Restricted Area,0-8 Center,,,,203591.0,,,,,2.0,0.0,Brown,1628971.0,,,,,,,,
346,PT07M45.00S,2023-04-07T03:21:18.8Z,3,REGULAR,freethrow,1 of 2,[],1628971,,,1610612743,70,65,2023-04-07T03:21:18Z,3400000,False,,,0,,B. Brown Free Throw 1 of 2 (15 PTS),[1628971],1610612743.0,DEN,,,,Brown,B. Brown,,,,,,,,Made,,,,,,,,,,,15.0,,,,,,,
347,PT07M45.00S,2023-04-07T03:21:33.5Z,3,REGULAR,freethrow,2 of 2,[],1628971,,,1610612743,70,66,2023-04-07T03:21:33Z,3410000,False,,,0,,B. Brown Free Throw 2 of 2 (16 PTS),[1628971],1610612743.0,DEN,,,,Brown,B. Brown,,,,,,,,Made,,,,,,,,,,,16.0,,,,,,,
348,PT07M31.00S,2023-04-07T03:21:52.0Z,3,REGULAR,turnover,out-of-bounds,[],1629006,,,1610612756,70,66,2023-04-07T03:21:59Z,3420000,False,,,0,,J. Okogie bad pass out-of-bounds TURNOVER (1 TO),[1629006],1610612756.0,PHX,bad pass,,,Okogie,J. Okogie,,,,,Restricted Area,0-8 Center,,,,203591.0,1.0,,,,,,,,,,,,,,,
349,PT07M18.00S,2023-04-07T03:22:12.7Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],1631128,93.51182654402102,0.9803921568627451,1610612743,70,69,2023-04-07T03:22:28Z,3430000,False,-245.0,8.0,1,right,C. Braun 24' 3PT  (9 PTS) (B. Brown 3 AST),"[1631128, 1628971]",1610612743.0,DEN,,,,Braun,C. Braun,,,,,Left Corner 3,24+ Left,24.52,Made,,,,,,,,,,,9.0,,,B. Brown,1628971.0,3.0,,
353,PT07M03.00S,2023-04-07T03:22:27.5Z,3,REGULAR,2pt,DUNK,['pointsinthepaint'],1629028,5.732588699080158,49.754901960784316,1610612756,72,69,2023-04-07T03:27:31Z,3450000,False,1.0,1.0,1,left,D. Ayton alley-oop DUNK (12 PTS) (D. Booker 4 AST),"[1629028, 1626164]",1610612756.0,PHX,alley-oop,,,Ayton,D. Ayton,,,,,Restricted Area,0-8 Center,0.18,Made,,,,,,,,,,,12.0,,,D. Booker,1626164.0,4.0,,
355,PT06M45.00S,2023-04-07T03:22:45.4Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628971,89.56964520367937,37.745098039215684,1610612743,72,71,2023-04-07T03:22:50Z,3470000,False,-61.0,46.0,1,right,B. Brown 7' driving floating Jump Shot (18 PTS) (C. Braun 3 AST),"[1628971, 1631128]",1610612743.0,DEN,driving floating,,,Brown,B. Brown,,,,,In The Paint (Non-RA),0-8 Center,7.63,Made,,,,,,,,,,,18.0,,,C. Braun,1631128.0,3.0,,
357,PT06M29.00S,2023-04-07T03:23:01.8Z,3,REGULAR,3pt,Jump Shot,[],1629006,28.86005256241787,82.84313725490196,1610612756,72,71,2023-04-07T03:23:06Z,3490000,False,-164.0,219.0,1,left,MISS J. Okogie 27' 3PT,[1629006],1610612756.0,PHX,,,,Okogie,J. Okogie,,,,,Above the Break 3,24+ Left Center,27.36,Missed,,,,,,,,,,,,,,,,,,
358,PT06M26.00S,2023-04-07T03:23:04.8Z,3,REGULAR,rebound,defensive,[],1631212,,,1610612743,72,71,2023-04-07T03:23:06Z,3500000,False,,,0,,P. Watson REBOUND (Off:0 Def:4),[1631212],1610612743.0,DEN,,,,Watson,P. Watson,,,,,Above the Break 3,24+ Left Center,,,357.0,,,4.0,4.0,0.0,,,,,,,,,,,,
359,PT06M21.00S,2023-04-07T03:23:10.7Z,3,REGULAR,turnover,out-of-bounds,[],1631212,,,1610612743,72,71,2023-04-07T03:23:30Z,3510000,False,,,0,,P. Watson bad pass out-of-bounds TURNOVER (2 TO),[1631212],1610612743.0,DEN,bad pass,,,Watson,P. Watson,,,,,In The Paint (Non-RA),0-8 Center,,,,1626300.0,2.0,,,,,,,,,,,,,,,
360,PT06M21.00S,2023-04-07T03:23:16.3Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612756,72,71,2023-04-07T03:23:16Z,3520000,False,,,0,,PHX Timeout,[],1610612756.0,PHX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
362,PT06M13.00S,2023-04-07T03:26:57.5Z,3,REGULAR,foul,personal,['2freethrow'],1631128,,,1610612756,72,71,2023-04-07T03:27:08Z,3530000,False,,,0,,C. Braun shooting personal FOUL (2 PF) (Okogie 2 FT),"[1631128, 1629006]",1610612743.0,DEN,shooting,,,Braun,C. Braun,,,,,Restricted Area,0-8 Center,,,,1626300.0,,,,,2.0,0.0,Okogie,1629006.0,,,,,,,,
364,PT06M13.00S,2023-04-07T03:27:25.4Z,3,REGULAR,freethrow,1 of 2,['fromturnover'],1629006,,,1610612756,72,71,2023-04-07T03:27:47Z,3550000,False,,,0,,MISS J. Okogie Free Throw 1 of 2,[1629006],1610612756.0,PHX,,,,Okogie,J. Okogie,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
365,PT06M13.00S,2023-04-07T03:27:25.4Z,3,REGULAR,rebound,offensive,"['team', 'deadball']",0,,,1610612756,72,71,2023-04-07T03:27:47Z,3560000,False,,,0,,TEAM offensive REBOUND,[],1610612756.0,PHX,,,,,,,,,,,,,,364.0,,,,,,,,,,,,,,,,,
366,PT06M13.00S,2023-04-07T03:27:25.4Z,3,REGULAR,freethrow,2 of 2,['fromturnover'],1629006,,,1610612756,72,71,2023-04-07T03:27:47Z,3570000,False,,,0,,MISS J. Okogie Free Throw 2 of 2,[1629006],1610612756.0,PHX,,,,Okogie,J. Okogie,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
367,PT06M10.00S,2023-04-07T03:27:28.4Z,3,REGULAR,rebound,defensive,[],1631212,,,1610612743,72,71,2023-04-07T03:27:47Z,3580000,False,,,0,,P. Watson REBOUND (Off:0 Def:5),[1631212],1610612743.0,DEN,,,,Watson,P. Watson,,,,,,,,,366.0,,,5.0,5.0,0.0,,,,,,,,,,,,
368,PT05M57.00S,2023-04-07T03:28:00.9Z,3,REGULAR,turnover,traveling,[],1631128,,,1610612743,72,71,2023-04-07T03:28:06Z,3590000,False,,,0,,C. Braun traveling TURNOVER (2 TO),[1631128],1610612743.0,DEN,,,,Braun,C. Braun,,,,,Above the Break 3,24+ Left Center,,,,203591.0,2.0,,,,,,,,,,,,,,,
369,PT05M44.00S,2023-04-07T03:28:25.0Z,3,REGULAR,turnover,bad pass,[],1626164,,,1610612756,72,71,2023-04-07T03:28:27Z,3600000,False,,,0,,D. Booker bad pass TURNOVER (1 TO),"[1626164, 1631128]",1610612756.0,PHX,,,,Booker,D. Booker,,,,,Mid-Range,16-24 Center,,,,,1.0,,,,,,,,,Braun,1631128.0,,,,,
370,PT05M44.00S,2023-04-07T03:28:25.0Z,3,REGULAR,steal,,[],1631128,,,1610612743,72,71,2023-04-07T03:28:26Z,3610000,False,,,0,,C. Braun STEAL (2 STL),[1631128],1610612743.0,DEN,,,,Braun,C. Braun,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,,,,,,,,
371,PT05M40.00S,2023-04-07T03:28:29.4Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1631128,94.03745072273325,52.450980392156865,1610612743,72,73,2023-04-07T03:28:33Z,3620000,False,12.0,4.0,1,right,C. Braun running Layup (11 PTS),[1631128],1610612743.0,DEN,running,,,Braun,C. Braun,,,,,Restricted Area,0-8 Center,1.28,Made,,,,,,,,,,,11.0,,,,,,,
372,PT05M28.00S,2023-04-07T03:28:41.5Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629028,8.09789750328515,36.029411764705884,1610612756,74,73,2023-04-07T03:31:16Z,3630000,False,70.0,24.0,1,left,D. Ayton 7' turnaround Jump Shot (14 PTS) (K. Durant 3 AST),"[1629028, 201142]",1610612756.0,PHX,turnaround,,,Ayton,D. Ayton,,,,,In The Paint (Non-RA),0-8 Center,7.38,Made,,,,,,,,,,,14.0,,,K. Durant,201142.0,3.0,,
374,PT05M05.00S,2023-04-07T03:29:04.2Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628971,89.96386333771353,47.30392156862745,1610612743,74,75,2023-04-07T03:29:09Z,3650000,False,-13.0,42.0,1,right,B. Brown driving floating Jump Shot (20 PTS) (R. Jackson 5 AST),"[1628971, 202704]",1610612743.0,DEN,driving floating,,,Brown,B. Brown,,,,,Restricted Area,0-8 Center,4.39,Made,,,,,,,,,,,20.0,,,R. Jackson,202704.0,5.0,,
376,PT04M52.00S,2023-04-07T03:29:16.9Z,3,REGULAR,2pt,Jump Shot,[],1626164,23.078186596583443,46.32352941176471,1610612756,74,75,2023-04-07T03:29:21Z,3670000,False,18.0,164.0,1,left,MISS D. Booker 16' pullup Shot,[1626164],1610612756.0,PHX,pullup,,,Booker,D. Booker,,,,,Mid-Range,16-24 Center,16.54,Missed,,,,,,,,,,,,,,,,,,
377,PT04M49.00S,2023-04-07T03:29:19.9Z,3,REGULAR,rebound,defensive,[],201599,,,1610612743,74,75,2023-04-07T03:29:21Z,3680000,False,,,0,,D. Jordan REBOUND (Off:3 Def:6),[201599],1610612743.0,DEN,,,,Jordan,D. Jordan,,,,,Mid-Range,16-24 Center,,,376.0,,,9.0,6.0,3.0,,,,,,,,,,,,
378,PT04M43.00S,2023-04-07T03:29:25.9Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1631212,94.82588699080158,50.73529411764706,1610612743,74,77,2023-04-07T03:29:33Z,3690000,False,4.0,-4.0,1,right,P. Watson driving Layup (3 PTS) (R. Jackson 6 AST),"[1631212, 202704]",1610612743.0,DEN,driving,,,Watson,P. Watson,,,,,Restricted Area,0-8 Center,0.54,Made,,,,,,,,,,,3.0,,,R. Jackson,202704.0,6.0,,
380,PT04M25.00S,2023-04-07T03:29:45.4Z,3,REGULAR,3pt,Jump Shot,[],1626164,5.863994743758213,98.0392156862745,1610612756,74,77,2023-04-07T03:29:50Z,3710000,False,-240.0,3.0,1,left,MISS D. Booker 24' 3PT,[1626164],1610612756.0,PHX,,,,Booker,D. Booker,,,,,Left Corner 3,24+ Left,24.02,Missed,,,,,,,,,,,,,,,,,,
381,PT04M21.00S,2023-04-07T03:29:49.4Z,3,REGULAR,rebound,defensive,[],201599,,,1610612743,74,77,2023-04-07T03:29:50Z,3720000,False,,,0,,D. Jordan REBOUND (Off:3 Def:7),[201599],1610612743.0,DEN,,,,Jordan,D. Jordan,,,,,Left Corner 3,24+ Left,,,380.0,,,10.0,7.0,3.0,,,,,,,,,,,,
382,PT04M05.00S,2023-04-07T03:30:04.5Z,3,REGULAR,3pt,Jump Shot,[],1631128,69.72733245729303,18.627450980392158,1610612743,74,80,2023-04-07T03:34:00Z,3730000,False,-157.0,232.0,1,right,C. Braun 28' 3PT pullup (14 PTS) (B. Brown 4 AST),"[1631128, 1628971]",1610612743.0,DEN,pullup,,,Braun,C. Braun,,,,,Above the Break 3,24+ Left Center,28.02,Made,,,,,,,,,,,14.0,,,B. Brown,1628971.0,4.0,,
384,PT03M46.00S,2023-04-07T03:30:23.6Z,3,REGULAR,3pt,Jump Shot,[],101108,29.122864651773984,21.568627450980394,1610612756,74,80,2023-04-07T03:30:28Z,3750000,False,142.0,221.0,1,left,MISS C. Paul 26' 3PT,[101108],1610612756.0,PHX,,,,Paul,C. Paul,,,,,Above the Break 3,24+ Right Center,26.3,Missed,,,,,,,,,,,,,,,,,,
385,PT03M42.00S,2023-04-07T03:30:27.6Z,3,REGULAR,rebound,defensive,[],1631128,,,1610612743,74,80,2023-04-07T03:30:28Z,3760000,False,,,0,,C. Braun REBOUND (Off:2 Def:2),[1631128],1610612743.0,DEN,,,,Braun,C. Braun,,,,,Above the Break 3,24+ Right Center,,,384.0,,,4.0,2.0,2.0,,,,,,,,,,,,
386,PT03M38.00S,2023-04-07T03:30:31.9Z,3,REGULAR,3pt,Jump Shot,['fastbreak'],1628971,87.86136662286465,94.85294117647058,1610612743,74,80,2023-04-07T03:35:14Z,3770000,False,224.0,62.0,1,right,MISS B. Brown running 3PT,[1628971],1610612743.0,DEN,running,,,Brown,B. Brown,,,,,Right Corner 3,24+ Right,23.26,Missed,,,,,,,,,,,,,,,,,,
387,PT03M34.00S,2023-04-07T03:30:35.9Z,3,REGULAR,rebound,defensive,[],1629006,,,1610612756,74,80,2023-04-07T03:30:45Z,3780000,False,,,0,,J. Okogie REBOUND (Off:1 Def:2),[1629006],1610612756.0,PHX,,,,Okogie,J. Okogie,,,,,Mid-Range,24+ Right,,,386.0,,,3.0,2.0,1.0,,,,,,,,,,,,
388,PT03M30.00S,2023-04-07T03:30:41.0Z,3,REGULAR,foul,personal,[],202704,,,1610612756,74,80,2023-04-07T03:30:47Z,3790000,False,,,0,,R. Jackson personal FOUL (3 PF),"[202704, 1626164]",1610612743.0,DEN,,,,Jackson,R. Jackson,,,,,Mid-Range,8-16 Left,,,,202041.0,,,,,3.0,0.0,Booker,1626164.0,,,,,,,,
390,PT03M30.00S,2023-04-07T03:30:48.6Z,3,REGULAR,substitution,out,[],101108,,,1610612756,74,80,2023-04-07T03:31:21Z,3810000,False,,,0,,SUB out: C. Paul,[101108],1610612756.0,PHX,,,,Paul,C. Paul,,,,,,,,,,,,,,,,,,,,,,,,,,
391,PT03M30.00S,2023-04-07T03:30:48.6Z,3,REGULAR,substitution,out,[],1629028,,,1610612756,74,80,2023-04-07T03:31:21Z,3820000,False,,,0,,SUB out: D. Ayton,[1629028],1610612756.0,PHX,,,,Ayton,D. Ayton,,,,,,,,,,,,,,,,,,,,,,,,,,
392,PT03M30.00S,2023-04-07T03:30:48.6Z,3,REGULAR,substitution,out,[],201142,,,1610612756,74,80,2023-04-07T03:31:21Z,3830000,False,,,0,,SUB out: K. Durant,[201142],1610612756.0,PHX,,,,Durant,K. Durant,,,,,,,,,,,,,,,,,,,,,,,,,,
393,PT03M30.00S,2023-04-07T03:30:48.6Z,3,REGULAR,substitution,out,[],1631212,,,1610612756,74,80,2023-04-07T03:31:21Z,3840000,False,,,0,,SUB out: P. Watson,[1631212],1610612743.0,DEN,,,,Watson,P. Watson,,,,,,,,,,,,,,,,,,,,,,,,,,
394,PT03M30.00S,2023-04-07T03:30:48.6Z,3,REGULAR,substitution,out,[],1628971,,,1610612756,74,80,2023-04-07T03:31:21Z,3850000,False,,,0,,SUB out: B. Brown,[1628971],1610612743.0,DEN,,,,Brown,B. Brown,,,,,,,,,,,,,,,,,,,,,,,,,,
395,PT03M30.00S,2023-04-07T03:30:48.6Z,3,REGULAR,substitution,out,[],202704,,,1610612756,74,80,2023-04-07T03:31:21Z,3860000,False,,,0,,SUB out: R. Jackson,[202704],1610612743.0,DEN,,,,Jackson,R. Jackson,,,,,,,,,,,,,,,,,,,,,,,,,,
396,PT03M30.00S,2023-04-07T03:30:48.6Z,3,REGULAR,substitution,in,[],1628470,,,1610612756,74,80,2023-04-07T03:31:21Z,3870000,False,,,0,,SUB in: T. Craig,[1628470],1610612756.0,PHX,,,,Craig,T. Craig,,,,,,,,,,,,,,,,,,,,,,,,,,
397,PT03M30.00S,2023-04-07T03:30:48.6Z,3,REGULAR,substitution,in,[],1629013,,,1610612756,74,80,2023-04-07T03:31:21Z,3880000,False,,,0,,SUB in: L. Shamet,[1629013],1610612756.0,PHX,,,,Shamet,L. Shamet,,,,,,,,,,,,,,,,,,,,,,,,,,
398,PT03M30.00S,2023-04-07T03:30:48.6Z,3,REGULAR,substitution,in,[],202687,,,1610612756,74,80,2023-04-07T03:31:21Z,3890000,False,,,0,,SUB in: B. Biyombo,[202687],1610612756.0,PHX,,,,Biyombo,B. Biyombo,,,,,,,,,,,,,,,,,,,,,,,,,,
399,PT03M30.00S,2023-04-07T03:30:48.6Z,3,REGULAR,substitution,in,[],201145,,,1610612756,74,80,2023-04-07T03:31:21Z,3900000,False,,,0,,SUB in: J. Green,[201145],1610612743.0,DEN,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,,,
400,PT03M30.00S,2023-04-07T03:30:48.6Z,3,REGULAR,substitution,in,[],202397,,,1610612756,74,80,2023-04-07T03:31:21Z,3910000,False,,,0,,SUB in: I. Smith,[202397],1610612743.0,DEN,,,,Smith,I. Smith,,,,,,,,,,,,,,,,,,,,,,,,,,
401,PT03M30.00S,2023-04-07T03:30:48.6Z,3,REGULAR,substitution,in,[],1628427,,,1610612756,74,80,2023-04-07T03:31:21Z,3920000,False,,,0,,SUB in: V. Cancar,[1628427],1610612743.0,DEN,,,,Cancar,V. Cancar,,,,,,,,,,,,,,,,,,,,,,,,,,
402,PT03M20.00S,2023-04-07T03:31:40.6Z,3,REGULAR,2pt,Hook,['pointsinthepaint'],202687,12.302890932982917,49.01960784313725,1610612756,76,80,2023-04-07T03:31:46Z,3930000,False,5.0,63.0,1,left,B. Biyombo 6' Hook (2 PTS) (D. Booker 5 AST),"[202687, 1626164]",1610612756.0,PHX,,,,Biyombo,B. Biyombo,,,,,In The Paint (Non-RA),0-8 Center,6.33,Made,,,,,,,,,,,2.0,,,D. Booker,1626164.0,5.0,,
405,PT03M03.00S,2023-04-07T03:32:01.9Z,3,REGULAR,substitution,out,[],201599,,,1610612743,76,80,2023-04-07T03:32:04Z,3960000,False,,,0,,SUB out: D. Jordan,[201599],1610612743.0,DEN,,,,Jordan,D. Jordan,,,,,,,,,,,,,,,,,,,,,,,,,,
406,PT03M03.00S,2023-04-07T03:32:01.9Z,3,REGULAR,substitution,in,[],1630192,,,1610612743,76,80,2023-04-07T03:32:04Z,3970000,False,,,0,,SUB in: Z. Nnaji,[1630192],1610612743.0,DEN,,,,Nnaji,Z. Nnaji,,,,,,,,,,,,,,,,,,,,,,,,,,
407,PT03M03.00S,2023-04-07T03:32:14.0Z,3,REGULAR,substitution,out,[],1629006,,,1610612743,76,80,2023-04-07T03:32:16Z,3980000,False,,,0,,SUB out: J. Okogie,[1629006],1610612756.0,PHX,,,,Okogie,J. Okogie,,,,,,,,,,,,,,,,,,,,,,,,,,
408,PT03M03.00S,2023-04-07T03:32:14.0Z,3,REGULAR,substitution,in,[],203082,,,1610612743,76,80,2023-04-07T03:32:16Z,3990000,False,,,0,,SUB in: T. Ross,[203082],1610612756.0,PHX,,,,Ross,T. Ross,,,,,,,,,,,,,,,,,,,,,,,,,,
409,PT02M54.00S,2023-04-07T03:32:36.0Z,3,REGULAR,foul,personal,['2freethrow'],1626164,,,1610612743,76,80,2023-04-07T03:32:49Z,4000000,False,,,0,,D. Booker shooting personal FOUL (2 PF) (Braun 2 FT),"[1626164, 1631128]",1610612756.0,PHX,shooting,,,Booker,D. Booker,,,,,In The Paint (Non-RA),0-8 Center,,,,1626300.0,,,,,2.0,0.0,Braun,1631128.0,,,,,,,,
411,PT02M54.00S,2023-04-07T03:32:44.4Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612743,76,80,2023-04-07T03:32:53Z,4020000,False,,,0,,DEN Timeout,[],1610612743.0,DEN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
412,PT02M54.00S,2023-04-07T03:36:10.8Z,3,REGULAR,freethrow,1 of 2,[],1631128,,,1610612743,76,81,2023-04-07T03:36:30Z,4030000,False,,,0,,C. Braun Free Throw 1 of 2 (15 PTS),[1631128],1610612743.0,DEN,,,,Braun,C. Braun,,,,,,,,Made,,,,,,,,,,,15.0,,,,,,,
413,PT02M54.00S,2023-04-07T03:36:10.8Z,3,REGULAR,freethrow,2 of 2,[],1631128,,,1610612743,76,81,2023-04-07T03:36:30Z,4040000,False,,,0,,MISS C. Braun Free Throw 2 of 2,[1631128],1610612743.0,DEN,,,,Braun,C. Braun,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
414,PT02M51.00S,2023-04-07T03:36:13.8Z,3,REGULAR,rebound,defensive,[],1628470,,,1610612756,76,81,2023-04-07T03:36:30Z,4050000,False,,,0,,T. Craig REBOUND (Off:0 Def:1),[1628470],1610612756.0,PHX,,,,Craig,T. Craig,,,,,,,,,413.0,,,1.0,1.0,0.0,,,,,,,,,,,,
415,PT02M40.00S,2023-04-07T03:36:39.2Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1629013,6.783837056504599,50.49019607843137,1610612756,78,81,2023-04-07T03:36:46Z,4060000,False,-2.0,11.0,1,left,L. Shamet driving Layup (2 PTS) (D. Booker 6 AST),"[1629013, 1626164]",1610612756.0,PHX,driving,,,Shamet,L. Shamet,,,,,Restricted Area,0-8 Center,1.16,Made,,,,,,,,,,,2.0,,,D. Booker,1626164.0,6.0,,
417,PT02M18.00S,2023-04-07T03:37:01.0Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202397,89.30683311432325,53.18627450980392,1610612743,78,81,2023-04-07T03:37:15Z,4080000,False,16.0,48.0,1,right,MISS I. Smith driving floating bank Shot,[202397],1610612743.0,DEN,driving floating bank,,,Smith,I. Smith,,,,,In The Paint (Non-RA),0-8 Center,5.06,Missed,,,,,,,,,,,,,,,,,,
418,PT02M15.00S,2023-04-07T03:37:04.0Z,3,REGULAR,rebound,defensive,[],202687,,,1610612756,78,81,2023-04-07T03:37:06Z,4090000,False,,,0,,B. Biyombo REBOUND (Off:1 Def:1),[202687],1610612756.0,PHX,,,,Biyombo,B. Biyombo,,,,,Restricted Area,0-8 Center,,,417.0,,,2.0,1.0,1.0,,,,,,,,,,,,
419,PT02M00.00S,2023-04-07T03:37:18.5Z,3,REGULAR,3pt,Jump Shot,[],203082,25.57490144546649,8.57843137254902,1610612756,81,81,2023-04-07T03:37:23Z,4100000,False,207.0,188.0,1,left,T. Ross 27' 3PT  (8 PTS) (D. Booker 7 AST),"[203082, 1626164]",1610612756.0,PHX,,,,Ross,T. Ross,,,,,Above the Break 3,24+ Right Center,27.96,Made,,,,,,,,,,,8.0,,,D. Booker,1626164.0,7.0,,
421,PT01M35.00S,2023-04-07T03:37:44.5Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1628427,93.11760840998686,49.50980392156863,1610612743,81,83,2023-04-07T03:37:50Z,4120000,False,-2.0,12.0,1,right,V. Cancar driving Layup (2 PTS) (I. Smith 3 AST),"[1628427, 202397]",1610612743.0,DEN,driving,,,Cancar,V. Cancar,,,,,Restricted Area,0-8 Center,1.25,Made,,,,,,,,,,,2.0,,,I. Smith,202397.0,3.0,,
422,PT01M20.00S,2023-04-07T03:37:58.7Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1626164,6.389618922470433,51.470588235294116,1610612756,83,83,2023-04-07T03:38:01Z,4130000,False,-7.0,8.0,1,left,D. Booker driving finger roll Layup (9 PTS) (L. Shamet 2 AST),"[1626164, 1629013]",1610612756.0,PHX,driving finger roll,,,Booker,D. Booker,,,,,Restricted Area,0-8 Center,1.06,Made,,,,,,,,,,,9.0,,,L. Shamet,1629013.0,2.0,,
424,PT01M07.00S,2023-04-07T03:38:14.1Z,3,REGULAR,foul,personal,['2freethrow'],1628470,,,1610612743,83,83,2023-04-07T03:38:27Z,4150000,False,,,0,,T. Craig shooting personal FOUL (2 PF) (Green 2 FT),"[1628470, 201145]",1610612756.0,PHX,shooting,,,Craig,T. Craig,,,,,In The Paint (Non-RA),0-8 Center,,,,1626300.0,,,,,2.0,0.0,Green,201145.0,,,,,,,,
427,PT01M07.00S,2023-04-07T03:38:48.2Z,3,REGULAR,freethrow,1 of 2,[],201145,,,1610612743,83,84,2023-04-07T03:39:10Z,4170000,False,,,0,,J. Green Free Throw 1 of 2 (11 PTS),[201145],1610612743.0,DEN,,,,Green,J. Green,,,,,,,,Made,,,,,,,,,,,11.0,,,,,,,
428,PT01M07.00S,2023-04-07T03:38:48.2Z,3,REGULAR,freethrow,2 of 2,[],201145,,,1610612743,83,84,2023-04-07T03:39:10Z,4180000,False,,,0,,MISS J. Green Free Throw 2 of 2,[201145],1610612743.0,DEN,,,,Green,J. Green,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
429,PT01M05.00S,2023-04-07T03:38:50.2Z,3,REGULAR,rebound,defensive,[],1628470,,,1610612756,83,84,2023-04-07T03:39:10Z,4190000,False,,,0,,T. Craig REBOUND (Off:0 Def:2),[1628470],1610612756.0,PHX,,,,Craig,T. Craig,,,,,,,,,428.0,,,2.0,2.0,0.0,,,,,,,,,,,,
430,PT00M52.80S,2023-04-07T03:39:22.3Z,3,REGULAR,foul,personal,['2freethrow'],202397,,,1610612756,83,84,2023-04-07T03:39:28Z,4200000,False,,,0,,I. Smith shooting personal FOUL (1 PF) (Booker 2 FT),"[202397, 1626164]",1610612743.0,DEN,shooting,,,Smith,I. Smith,,,,,Mid-Range,8-16 Right,,,,203591.0,,,,,1.0,0.0,Booker,1626164.0,,,,,,,,
432,PT00M52.80S,2023-04-07T03:39:48.9Z,3,REGULAR,freethrow,1 of 2,[],1626164,,,1610612756,84,84,2023-04-07T03:39:48Z,4220000,False,,,0,,D. Booker Free Throw 1 of 2 (10 PTS),[1626164],1610612756.0,PHX,,,,Booker,D. Booker,,,,,,,,Made,,,,,,,,,,,10.0,,,,,,,
433,PT00M52.80S,2023-04-07T03:40:04.1Z,3,REGULAR,freethrow,2 of 2,[],1626164,,,1610612756,85,84,2023-04-07T03:40:04Z,4230000,False,,,0,,D. Booker Free Throw 2 of 2 (11 PTS),[1626164],1610612756.0,PHX,,,,Booker,D. Booker,,,,,,,,Made,,,,,,,,,,,11.0,,,,,,,
434,PT00M41.60S,2023-04-07T03:40:21.3Z,3,REGULAR,foul,offensive,[],1630192,,,1610612743,85,84,2023-04-07T03:40:38Z,4240000,False,,,0,,Z. Nnaji offensive FOUL (1 PF),"[1630192, 1628470]",1610612743.0,DEN,,,,Nnaji,Z. Nnaji,,,,,Above the Break 3,24+ Center,,,,202041.0,,,,,1.0,0.0,Craig,1628470.0,,,,,,,,
436,PT00M41.60S,2023-04-07T03:40:21.3Z,3,REGULAR,turnover,offensive foul,[],1630192,,,1610612743,85,84,2023-04-07T03:40:21Z,4260000,False,,,0,,Z. Nnaji offensive foul TURNOVER (1 TO),[1630192],1610612743.0,DEN,,,,Nnaji,Z. Nnaji,,,,,Above the Break 3,24+ Center,,,,202041.0,1.0,,,,,,,,,,,,,,,
437,PT00M34.50S,2023-04-07T03:40:42.4Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1628427,,,1610612756,85,84,2023-04-07T03:41:01Z,4270000,False,,,0,,V. Cancar shooting personal FOUL (2 PF) (Booker 2 FT),"[1628427, 1626164]",1610612743.0,DEN,shooting,,,Cancar,V. Cancar,,,,,In The Paint (Non-RA),0-8 Center,,,,1626300.0,,,,,2.0,0.0,Booker,1626164.0,,,,,,,,
