actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
2,PT12M00.00S,2023-02-02T03:10:40.9Z,1,REGULAR,period,start,[],0,,,0,0,0,2023-02-02T03:10:40Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M57.00S,2023-02-02T03:10:43.1Z,1,REGULAR,jumpball,recovered,[],1628470,,,1610612756,0,0,2023-02-02T03:10:43Z,40000,False,,,0,,Jump Ball D. Ayton vs. C. Capela: Tip to T. Craig,"[1628470, 1629028, 203991]",1610612756.0,PHX,startperiod,T. Craig,1628470.0,Craig,T. Craig,Ayton,1629028.0,Capela,203991.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M37.00S,2023-02-02T03:11:03.6Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628969,93.51182654402102,62.99019607843137,1610612756,0,0,2023-02-02T03:11:10Z,70000,False,65.0,8.0,1,right,MISS M. Bridges 6' fadeaway Shot,[1628969],1610612756.0,PHX,fadeaway,,,Bridges,M. Bridges,,,,,In The Paint (Non-RA),0-8 Center,6.56,Missed,,,,,,,,,,,,,,,,,,
8,PT11M34.00S,2023-02-02T03:11:06.6Z,1,REGULAR,rebound,defensive,[],1627749,,,1610612737,0,0,2023-02-02T03:11:10Z,80000,False,,,0,,D. Murray REBOUND (Off:0 Def:1),[1627749],1610612737.0,ATL,,,,Murray,D. Murray,,,,,In The Paint (Non-RA),0-8 Center,,,7.0,1.0,1.0,0.0,,,,,,,,,,,,,,
9,PT11M29.00S,2023-02-02T03:11:11.5Z,1,REGULAR,3pt,Jump Shot,[],1627749,23.47240473061761,87.74509803921569,1610612737,0,3,2023-02-02T03:11:18Z,90000,False,-189.0,168.0,1,left,D. Murray 25' 3PT  (3 PTS) (T. Young 1 AST),"[1627749, 1629027]",1610612737.0,ATL,,,,Murray,D. Murray,,,,,Above the Break 3,24+ Left Center,25.27,Made,,,,,3.0,T. Young,1629027.0,1.0,,,,,,,,,,
11,PT11M15.00S,2023-02-02T03:11:24.5Z,1,REGULAR,3pt,Jump Shot,[],1629661,69.59592641261499,73.77450980392157,1610612756,0,3,2023-02-02T03:11:28Z,110000,False,119.0,233.0,1,right,MISS C. Johnson 26' 3PT,[1629661],1610612756.0,PHX,,,,Johnson,C. Johnson,,,,,Above the Break 3,24+ Right Center,26.19,Missed,,,,,,,,,,,,,,,,,,
12,PT11M14.00S,2023-02-02T03:11:26.5Z,1,REGULAR,rebound,offensive,[],1628470,,,1610612756,0,3,2023-02-02T03:11:26Z,120000,False,,,0,,T. Craig REBOUND (Off:1 Def:0),[1628470],1610612756.0,PHX,,,,Craig,T. Craig,,,,,Above the Break 3,24+ Right Center,,,11.0,1.0,0.0,1.0,,,,,,,,,,,,,,
13,PT11M13.00S,2023-02-02T03:11:27.8Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1628470,89.70105124835742,50.0,1610612756,2,3,2023-02-02T03:11:57Z,130000,False,0.0,44.0,1,right,T. Craig putback Layup (2 PTS),[1628470],1610612756.0,PHX,putback,,,Craig,T. Craig,,,,,In The Paint (Non-RA),0-8 Center,4.43,Made,,,,,2.0,,,,,,,,,,,,,
14,PT11M00.00S,2023-02-02T03:11:39.9Z,1,REGULAR,turnover,bad pass,[],1629027,,,1610612737,2,3,2023-02-02T03:11:45Z,140000,False,,,0,,T. Young bad pass TURNOVER (1 TO),"[1629027, 1628470]",1610612737.0,ATL,,,,Young,T. Young,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,1.0,Craig,1628470.0,,,,,,,
15,PT11M00.00S,2023-02-02T03:11:39.9Z,1,REGULAR,steal,,[],1628470,,,1610612756,2,3,2023-02-02T03:11:41Z,150000,False,,,0,,T. Craig STEAL (1 STL),[1628470],1610612756.0,PHX,,,,Craig,T. Craig,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,,,,,
