actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId
95,PT04M20.00S,2022-11-06T02:26:08.5Z,1,REGULAR,3pt,Jump Shot,[],1628969,87.07293035479631,95.34313725490196,1610612756,24,16,2022-11-06T02:26:14Z,950000,227.0,69.0,1,right,M. Bridges 3PT  (3 PTS) (T. Craig 3 AST),"[1628969, 1628470]",1610612756.0,PHX,,,,Bridges,M. Bridges,,,,,Right Corner 3,24+ Right,23.7,Made,,,,,3.0,,,,,,,,,T. Craig,1628470.0,3.0,,
97,PT04M18.00S,2022-11-06T02:26:14.2Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612757,24,16,2022-11-06T02:26:14Z,970000,,,0,,POR Timeout,[],1610612757.0,POR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,PT04M18.00S,2022-11-06T02:27:02.8Z,1,REGULAR,substitution,out,[],1628470,,,1610612757,24,16,2022-11-06T02:28:43Z,980000,,,0,,SUB out: T. Craig,[1628470],1610612756.0,PHX,,,,Craig,T. Craig,,,,,,,,,,,,,,,,,,,,,,,,,,
99,PT04M18.00S,2022-11-06T02:27:02.8Z,1,REGULAR,substitution,out,[],101108,,,1610612757,24,16,2022-11-06T02:28:43Z,990000,,,0,,SUB out: C. Paul,[101108],1610612756.0,PHX,,,,Paul,C. Paul,,,,,,,,,,,,,,,,,,,,,,,,,,
100,PT04M18.00S,2022-11-06T02:27:02.8Z,1,REGULAR,substitution,in,[],1629013,,,1610612757,24,16,2022-11-06T02:28:43Z,1000000,,,0,,SUB in: L. Shamet,[1629013],1610612756.0,PHX,,,,Shamet,L. Shamet,,,,,,,,,,,,,,,,,,,,,,,,,,
101,PT04M18.00S,2022-11-06T02:27:02.8Z,1,REGULAR,substitution,in,[],1627814,,,1610612757,24,16,2022-11-06T02:28:43Z,1010000,,,0,,SUB in: D. Lee,[1627814],1610612756.0,PHX,,,,Lee,D. Lee,,,,,,,,,,,,,,,,,,,,,,,,,,
102,PT04M03.00S,2022-11-06T02:29:20.1Z,1,REGULAR,3pt,Jump Shot,[],1629642,31.488173455978973,71.07843137254902,1610612757,24,19,2022-11-06T02:29:28Z,1020000,-105.0,243.0,1,left,N. Little 26' 3PT  (5 PTS) (J. Grant 2 AST),"[1629642, 203924]",1610612757.0,POR,,,,Little,N. Little,,,,,Above the Break 3,24+ Left Center,26.53,Made,,,,,5.0,,,,,,,,,J. Grant,203924.0,2.0,,
104,PT03M45.00S,2022-11-06T02:29:38.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1626164,91.67214191852825,51.71568627450981,1610612756,24,19,2022-11-06T02:29:44Z,1040000,9.0,26.0,1,right,MISS D. Booker driving finger roll Layup,[1626164],1610612756.0,PHX,driving finger roll,,,Booker,D. Booker,,,,,Restricted Area,0-8 Center,2.72,Missed,,,,,,,,,,,,,,,,,,
105,PT03M43.00S,2022-11-06T02:29:40.4Z,1,REGULAR,rebound,defensive,[],1629642,,,1610612757,24,19,2022-11-06T02:29:44Z,1050000,,,0,,N. Little REBOUND (Off:0 Def:1),[1629642],1610612757.0,POR,,,,Little,N. Little,,,,,Restricted Area,0-8 Center,,,104.0,1.0,1.0,0.0,,,,,,,,,,,,,,
106,PT03M26.00S,2022-11-06T02:29:56.9Z,1,REGULAR,2pt,Jump Shot,[],203924,11.777266754270697,74.75490196078431,1610612757,24,21,2022-11-06T02:30:01Z,1060000,-124.0,58.0,1,left,J. Grant 13' Jump Shot (4 PTS) (J. Hart 4 AST),"[203924, 1628404]",1610612757.0,POR,,,,Grant,J. Grant,,,,,Mid-Range,8-16 Left,13.68,Made,,,,,4.0,,,,,,,,,J. Hart,1628404.0,4.0,,
108,PT03M13.00S,2022-11-06T02:30:20.0Z,1,REGULAR,foul,personal,[],1630553,,,1610612756,24,21,2022-11-06T02:31:25Z,1080000,,,0,,K. Johnson personal FOUL (1 PF),"[1630553, 1629111]",1610612757.0,POR,,,,Johnson,K. Johnson,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,201639.0,1.0,0.0,Landale,1629111.0,,,,,,,,
110,PT03M05.00S,2022-11-06T02:30:42.3Z,1,REGULAR,foul,personal,['2freethrow'],1629642,,,1610612756,24,21,2022-11-06T02:30:53Z,1100000,,,0,,N. Little shooting personal FOUL (1 PF) (Bridges 2 FT),"[1629642, 1628969]",1610612757.0,POR,shooting,,,Little,N. Little,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,201639.0,1.0,0.0,Bridges,1628969.0,,,,,,,,
112,PT03M05.00S,2022-11-06T02:31:08.9Z,1,REGULAR,freethrow,1 of 2,[],1628969,,,1610612756,25,21,2022-11-06T02:31:08Z,1120000,,,0,,M. Bridges Free Throw 1 of 2 (4 PTS),[1628969],1610612756.0,PHX,,,,Bridges,M. Bridges,,,,,,,,Made,,,,,4.0,,,,,,,,,,,,,
113,PT03M05.00S,2022-11-06T02:31:26.5Z,1,REGULAR,freethrow,2 of 2,[],1628969,,,1610612756,26,21,2022-11-06T02:31:26Z,1130000,,,0,,M. Bridges Free Throw 2 of 2 (5 PTS),[1628969],1610612756.0,PHX,,,,Bridges,M. Bridges,,,,,,,,Made,,,,,5.0,,,,,,,,,,,,,
114,PT02M48.00S,2022-11-06T02:31:45.5Z,1,REGULAR,turnover,bad pass,[],1630553,,,1610612757,26,21,2022-11-06T02:31:51Z,1140000,,,0,,K. Johnson bad pass TURNOVER (1 TO),"[1630553, 1628969]",1610612757.0,POR,,,,Johnson,K. Johnson,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,1.0,Bridges,1628969.0,,,,,
115,PT02M48.00S,2022-11-06T02:31:45.5Z,1,REGULAR,steal,,[],1628969,,,1610612756,26,21,2022-11-06T02:31:51Z,1150000,,,0,,M. Bridges STEAL (1 STL),[1628969],1610612756.0,PHX,,,,Bridges,M. Bridges,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,,,,,,,,
116,PT02M37.00S,2022-11-06T02:31:56.0Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1628969,87.72996057818659,38.970588235294116,1610612756,28,21,2022-11-06T02:34:11Z,1160000,-55.0,63.0,1,right,M. Bridges 8' pullup Jump Shot (7 PTS),[1628969],1610612756.0,PHX,pullup,,,Bridges,M. Bridges,,,,,In The Paint (Non-RA),8-16 Left,8.35,Made,,,,,7.0,,,,,,,,,,,,,
117,PT02M27.00S,2022-11-06T02:32:06.5Z,1,REGULAR,2pt,Jump Shot,[],1628404,10.85742444152431,30.14705882352941,1610612757,28,21,2022-11-06T02:32:14Z,1170000,99.0,50.0,1,left,MISS J. Hart 11' driving floating Shot,[1628404],1610612757.0,POR,driving floating,,,Hart,J. Hart,,,,,Mid-Range,8-16 Right,11.1,Missed,,,,,,,,,,,,,,,,,,
118,PT02M24.00S,2022-11-06T02:32:09.5Z,1,REGULAR,rebound,defensive,[],1627814,,,1610612756,28,21,2022-11-06T02:32:14Z,1180000,,,0,,D. Lee REBOUND (Off:0 Def:1),[1627814],1610612756.0,PHX,,,,Lee,D. Lee,,,,,Mid-Range,8-16 Right,,,117.0,1.0,1.0,0.0,,,,,,,,,,,,,,
119,PT02M06.00S,2022-11-06T02:32:27.3Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627814,91.14651773981603,44.11764705882353,1610612756,30,21,2022-11-06T02:32:35Z,1190000,-29.0,31.0,1,right,D. Lee pullup bank Jump Shot (2 PTS) (J. Landale 1 AST),"[1627814, 1629111]",1610612756.0,PHX,pullup bank,,,Lee,D. Lee,,,,,Restricted Area,0-8 Center,4.25,Made,,,,,2.0,,,,,,,,,J. Landale,1629111.0,1.0,,
121,PT01M42.00S,2022-11-06T02:32:51.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629642,6.521024967148489,46.81372549019608,1610612757,30,23,2022-11-06T02:32:55Z,1210000,16.0,9.0,1,left,N. Little cutting Layup (7 PTS) (D. Eubanks 1 AST),"[1629642, 1629234]",1610612757.0,POR,cutting,,,Little,N. Little,,,,,Restricted Area,0-8 Center,1.82,Made,,,,,7.0,,,,,,,,,D. Eubanks,1629234.0,1.0,,
123,PT01M34.00S,2022-11-06T02:33:02.5Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630553,,,1610612756,30,23,2022-11-06T02:33:13Z,1230000,,,0,,K. Johnson personal FOUL (2 PF) (Booker 2 FT),"[1630553, 1626164]",1610612757.0,POR,,,,Johnson,K. Johnson,,,,,Mid-Range,16-24 Right Center,,,,,,,,1628172.0,2.0,0.0,Booker,1626164.0,,,,,,,,
125,PT01M34.00S,2022-11-06T02:33:24.6Z,1,REGULAR,freethrow,1 of 2,[],1626164,,,1610612756,31,23,2022-11-06T02:33:24Z,1250000,,,0,,D. Booker Free Throw 1 of 2 (6 PTS),[1626164],1610612756.0,PHX,,,,Booker,D. Booker,,,,,,,,Made,,,,,6.0,,,,,,,,,,,,,
126,PT01M34.00S,2022-11-06T02:33:25.3Z,1,REGULAR,substitution,out,[],1628969,,,1610612756,31,23,2022-11-06T02:33:34Z,1260000,,,0,,SUB out: M. Bridges,[1628969],1610612756.0,PHX,,,,Bridges,M. Bridges,,,,,,,,,,,,,,,,,,,,,,,,,,
127,PT01M34.00S,2022-11-06T02:33:25.3Z,1,REGULAR,substitution,out,[],203924,,,1610612756,31,23,2022-11-06T02:33:34Z,1270000,,,0,,SUB out: J. Grant,[203924],1610612757.0,POR,,,,Grant,J. Grant,,,,,,,,,,,,,,,,,,,,,,,,,,
128,PT01M34.00S,2022-11-06T02:33:25.3Z,1,REGULAR,substitution,out,[],1628404,,,1610612756,31,23,2022-11-06T02:33:34Z,1280000,,,0,,SUB out: J. Hart,[1628404],1610612757.0,POR,,,,Hart,J. Hart,,,,,,,,,,,,,,,,,,,,,,,,,,
129,PT01M34.00S,2022-11-06T02:33:25.3Z,1,REGULAR,substitution,in,[],203967,,,1610612756,31,23,2022-11-06T02:33:34Z,1290000,,,0,,SUB in: D. Saric,[203967],1610612756.0,PHX,,,,Saric,D. Saric,,,,,,,,,,,,,,,,,,,,,,,,,,
130,PT01M34.00S,2022-11-06T02:33:25.3Z,1,REGULAR,substitution,in,[],1631133,,,1610612756,31,23,2022-11-06T02:33:34Z,1300000,,,0,,SUB in: J. Walker,[1631133],1610612757.0,POR,,,,Walker,J. Walker,,,,,,,,,,,,,,,,,,,,,,,,,,
131,PT01M34.00S,2022-11-06T02:33:25.3Z,1,REGULAR,substitution,in,[],1631101,,,1610612756,31,23,2022-11-06T02:33:34Z,1310000,,,0,,SUB in: S. Sharpe,[1631101],1610612757.0,POR,,,,Sharpe,S. Sharpe,,,,,,,,,,,,,,,,,,,,,,,,,,
132,PT01M34.00S,2022-11-06T02:33:45.8Z,1,REGULAR,freethrow,2 of 2,[],1626164,,,1610612756,32,23,2022-11-06T02:33:45Z,1320000,,,0,,D. Booker Free Throw 2 of 2 (7 PTS),[1626164],1610612756.0,PHX,,,,Booker,D. Booker,,,,,,,,Made,,,,,7.0,,,,,,,,,,,,,
134,PT01M19.00S,2022-11-06T02:34:26.7Z,1,REGULAR,3pt,Jump Shot,[],1631101,13.354139290407357,96.07843137254902,1610612757,32,26,2022-11-06T02:34:31Z,1340000,-230.0,73.0,1,left,S. Sharpe 24' 3PT  (9 PTS) (N. Little 1 AST),"[1631101, 1629642]",1610612757.0,POR,,,,Sharpe,S. Sharpe,,,,,Left Corner 3,24+ Left,24.17,Made,,,,,9.0,,,,,,,,,N. Little,1629642.0,1.0,,
136,PT01M02.00S,2022-11-06T02:34:43.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1626164,91.80354796320631,43.872549019607845,1610612756,32,26,2022-11-06T02:36:25Z,1360000,-31.0,25.0,1,right,MISS D. Booker driving finger roll Layup,[1626164],1610612756.0,PHX,driving finger roll,,,Booker,D. Booker,,,,,Restricted Area,0-8 Center,3.92,Missed,,,,,,,,,,,,,,,,,,
137,PT01M01.00S,2022-11-06T02:34:44.0Z,1,REGULAR,rebound,offensive,[],203967,,,1610612756,32,26,2022-11-06T02:36:25Z,1370000,,,0,,D. Saric REBOUND (Off:1 Def:0),[203967],1610612756.0,PHX,,,,Saric,D. Saric,,,,,Restricted Area,0-8 Center,,,136.0,1.0,0.0,1.0,,,,,,,,,,,,,,
138,PT00M59.90S,2022-11-06T02:34:48.2Z,1,REGULAR,turnover,backcourt,[],1629111,,,1610612756,32,26,2022-11-06T02:34:55Z,1380000,,,0,,J. Landale backcourt TURNOVER (1 TO),[1629111],1610612756.0,PHX,,,,Landale,J. Landale,,,,,Above the Break 3,24+ Right Center,,,,,,,,1627541.0,,,,,1.0,,,,,,,
139,PT00M59.90S,2022-11-06T02:34:58.9Z,1,REGULAR,substitution,out,[],1626164,,,1610612757,32,26,2022-11-06T02:35:04Z,1390000,,,0,,SUB out: D. Booker,[1626164],1610612756.0,PHX,,,,Booker,D. Booker,,,,,,,,,,,,,,,,,,,,,,,,,,
140,PT00M59.90S,2022-11-06T02:34:58.9Z,1,REGULAR,substitution,in,[],1629006,,,1610612757,32,26,2022-11-06T02:35:04Z,1400000,,,0,,SUB in: J. Okogie,[1629006],1610612756.0,PHX,,,,Okogie,J. Okogie,,,,,,,,,,,,,,,,,,,,,,,,,,
141,PT00M52.20S,2022-11-06T02:35:22.4Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1630553,12.434296977660972,51.225490196078425,1610612757,32,26,2022-11-06T02:35:28Z,1410000,-6.0,64.0,1,left,MISS K. Johnson 6' driving floating Shot,[1630553],1610612757.0,POR,driving floating,,,Johnson,K. Johnson,,,,,In The Paint (Non-RA),0-8 Center,6.47,Missed,,,,,,,,,,,,,,,,,,
142,PT00M49.50S,2022-11-06T02:35:25.1Z,1,REGULAR,rebound,defensive,[],1629013,,,1610612756,32,26,2022-11-06T02:36:04Z,1420000,,,0,,L. Shamet REBOUND (Off:0 Def:1),[1629013],1610612756.0,PHX,,,,Shamet,L. Shamet,,,,,In The Paint (Non-RA),0-8 Center,,,141.0,1.0,1.0,0.0,,,,,,,,,,,,,,
143,PT00M40.10S,2022-11-06T02:35:34.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1627814,86.81011826544021,46.07843137254902,1610612756,32,26,2022-11-06T02:35:43Z,1430000,-20.0,71.0,1,right,MISS D. Lee 7' Layup - blocked,"[1627814, 1631133]",1610612756.0,PHX,,,,Lee,D. Lee,,,,,In The Paint (Non-RA),0-8 Center,7.41,Missed,,,,,,,,,,,,,,,,,Walker,1631133.0
144,PT00M40.10S,2022-11-06T02:35:34.3Z,1,REGULAR,block,,[],1631133,,,1610612756,32,26,2022-11-06T02:35:36Z,1440000,,,0,,J. Walker BLOCK (1 BLK),[1631133],1610612757.0,POR,,,,Walker,J. Walker,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
145,PT00M38.50S,2022-11-06T02:35:35.9Z,1,REGULAR,rebound,defensive,[],1630553,,,1610612757,32,26,2022-11-06T02:35:43Z,1450000,,,0,,K. Johnson REBOUND (Off:0 Def:1),[1630553],1610612757.0,POR,,,,Johnson,K. Johnson,,,,,In The Paint (Non-RA),0-8 Center,,,143.0,1.0,1.0,0.0,,,,,,,,,,,,,,
146,PT00M38.50S,2022-11-06T02:36:25.9Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629234,,,1610612757,32,26,2022-11-06T02:38:47Z,1460000,,,0,,D. Eubanks flagrant-type-1 personal FOUL (1 PF) (Lee 2 FT),"[1629234, 1627814]",1610612757.0,POR,flagrant-type-1,,,Eubanks,D. Eubanks,,,,,Mid-Range,8-16 Left,,,,,,,,201639.0,1.0,0.0,Lee,1627814.0,,,,,,,,
148,PT00M38.50S,2022-11-06T02:36:25.9Z,1,REGULAR,turnover,,[],1629234,,,1610612757,32,26,2022-11-06T02:38:47Z,1480000,,,0,,D. Eubanks  TURNOVER (1 TO),[1629234],1610612757.0,POR,,,,Eubanks,D. Eubanks,,,,,Mid-Range,8-16 Left,,,,,,,,201639.0,,,,,1.0,,,,,,,
150,PT00M38.50S,2022-11-06T02:39:05.4Z,1,REGULAR,freethrow,1 of 2,[],1627814,,,1610612756,32,26,2022-11-06T02:39:34Z,1500000,,,0,,MISS D. Lee flagrant Free Throw 1 of 2,[1627814],1610612756.0,PHX,flagrant,,,Lee,D. Lee,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
151,PT00M38.50S,2022-11-06T02:39:05.4Z,1,REGULAR,rebound,offensive,"['team', 'deadball']",0,,,1610612756,32,26,2022-11-06T02:39:34Z,1510000,,,0,,TEAM offensive REBOUND,[],1610612756.0,PHX,,,,,,,,,,,,,,150.0,,,,,,,,,,,,,,,,,
152,PT00M38.50S,2022-11-06T02:39:05.4Z,1,REGULAR,freethrow,2 of 2,[],1627814,,,1610612756,33,26,2022-11-06T02:39:34Z,1520000,,,0,,D. Lee flagrant Free Throw 2 of 2 (3 PTS),[1627814],1610612756.0,PHX,flagrant,,,Lee,D. Lee,,,,,,,,Made,,,,,3.0,,,,,,,,,,,,,
153,PT00M35.40S,2022-11-06T02:39:42.1Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1629111,92.32917214191852,49.01960784313725,1610612756,35,26,2022-11-06T02:39:46Z,1530000,-5.0,20.0,1,right,J. Landale cutting Layup (2 PTS) (L. Shamet 1 AST),"[1629111, 1629013]",1610612756.0,PHX,cutting,,,Landale,J. Landale,,,,,Restricted Area,0-8 Center,2.02,Made,,,,,2.0,,,,,,,,,L. Shamet,1629013.0,1.0,,
155,PT00M19.20S,2022-11-06T02:40:02.4Z,1,REGULAR,turnover,bad pass,[],1630553,,,1610612757,35,26,2022-11-06T02:40:07Z,1550000,,,0,,K. Johnson bad pass TURNOVER (2 TO),"[1630553, 1629111]",1610612757.0,POR,,,,Johnson,K. Johnson,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,2.0,Landale,1629111.0,,,,,
156,PT00M19.20S,2022-11-06T02:40:02.4Z,1,REGULAR,steal,,[],1629111,,,1610612756,35,26,2022-11-06T02:40:04Z,1560000,,,0,,J. Landale STEAL (1 STL),[1629111],1610612756.0,PHX,,,,Landale,J. Landale,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
157,PT00M01.70S,2022-11-06T02:40:22.6Z,1,REGULAR,2pt,Jump Shot,['fromturnover'],1629006,94.03745072273325,19.11764705882353,1610612756,35,26,2022-11-06T02:41:28Z,1570000,-154.0,4.0,1,right,MISS J. Okogie 15' pullup Shot,[1629006],1610612756.0,PHX,pullup,,,Okogie,J. Okogie,,,,,Mid-Range,8-16 Left,15.44,Missed,,,,,,,,,,,,,,,,,,
158,PT00M01.00S,2022-11-06T02:40:23.3Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612756,35,26,2022-11-06T02:41:28Z,1580000,,,0,,TEAM offensive REBOUND,[],1610612756.0,PHX,,,,,,,,,,Mid-Range,8-16 Left,,,157.0,,,,,,,,,,,,,,,,,
159,PT00M00.00S,2022-11-06T02:40:25.1Z,1,REGULAR,period,end,[],0,,,1610612756,35,26,2022-11-06T02:40:25Z,1590000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160,PT12M00.00S,2022-11-06T02:42:11.7Z,2,REGULAR,substitution,out,['startperiod'],1630553,,,1610612756,35,26,2022-11-06T02:42:47Z,1600000,,,0,,SUB out: K. Johnson,[1630553],1610612757.0,POR,,,,Johnson,K. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,
161,PT12M00.00S,2022-11-06T02:42:11.7Z,2,REGULAR,substitution,out,['startperiod'],1629234,,,1610612756,35,26,2022-11-06T02:42:47Z,1610000,,,0,,SUB out: D. Eubanks,[1629234],1610612757.0,POR,,,,Eubanks,D. Eubanks,,,,,,,,,,,,,,,,,,,,,,,,,,
162,PT12M00.00S,2022-11-06T02:42:11.7Z,2,REGULAR,substitution,in,['startperiod'],203994,,,1610612756,35,26,2022-11-06T02:42:47Z,1620000,,,0,,SUB in: J. Nurkic,[203994],1610612757.0,POR,,,,Nurkic,J. Nurkic,,,,,,,,,,,,,,,,,,,,,,,,,,
163,PT12M00.00S,2022-11-06T02:42:11.7Z,2,REGULAR,substitution,in,['startperiod'],1626159,,,1610612756,35,26,2022-11-06T02:42:47Z,1630000,,,0,,SUB in: J. Winslow,[1626159],1610612757.0,POR,,,,Winslow,J. Winslow,,,,,,,,,,,,,,,,,,,,,,,,,,
164,PT12M00.00S,2022-11-06T02:43:03.8Z,2,REGULAR,period,start,[],0,,,1610612756,35,26,2022-11-06T02:43:03Z,1640000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
165,PT11M43.00S,2022-11-06T02:43:21.7Z,2,REGULAR,turnover,traveling,[],1629006,,,1610612756,35,26,2022-11-06T02:43:28Z,1650000,,,0,,J. Okogie traveling TURNOVER (1 TO),[1629006],1610612756.0,PHX,,,,Okogie,J. Okogie,,,,,Left Corner 3,24+ Left,,,,,,,,201639.0,,,,,1.0,,,,,,,
166,PT11M30.00S,2022-11-06T02:43:44.9Z,2,REGULAR,turnover,out-of-bounds,[],1631101,,,1610612757,35,26,2022-11-06T02:43:52Z,1660000,,,0,,S. Sharpe lost ball out-of-bounds TURNOVER (1 TO),[1631101],1610612757.0,POR,lost ball,,,Sharpe,S. Sharpe,,,,,Mid-Range,8-16 Right,,,,,,,,201639.0,,,,,1.0,,,,,,,
167,PT11M18.00S,2022-11-06T02:44:05.7Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1629013,72.7496714848883,87.5,1610612756,38,26,2022-11-06T02:44:09Z,1670000,188.0,204.0,1,right,L. Shamet 27' 3PT  (3 PTS) (J. Landale 2 AST),"[1629013, 1629111]",1610612756.0,PHX,,,,Shamet,L. Shamet,,,,,Above the Break 3,24+ Right Center,27.69,Made,,,,,3.0,,,,,,,,,J. Landale,1629111.0,2.0,,
169,PT10M59.00S,2022-11-06T02:44:24.7Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1631133,8.623521681997373,56.127450980392155,1610612757,38,28,2022-11-06T02:44:28Z,1690000,-31.0,29.0,1,left,J. Walker cutting Layup (2 PTS) (J. Winslow 1 AST),"[1631133, 1626159]",1610612757.0,POR,cutting,,,Walker,J. Walker,,,,,Restricted Area,0-8 Center,4.19,Made,,,,,2.0,,,,,,,,,J. Winslow,1626159.0,1.0,,
171,PT10M45.00S,2022-11-06T02:45:03.2Z,2,REGULAR,jumpball,recovered,[],0,,,1610612756,38,28,2022-11-06T02:45:03Z,1710000,,,0,,Jump Ball D. Saric vs. J. Walker: Tip to Team (PHX),"[203967, 1631133]",1610612756.0,PHX,heldball,Team (PHX),,,,Saric,203967.0,Walker,1631133.0,,,,,,,,,,,,,,,,,,,,,,
174,PT10M41.00S,2022-11-06T02:45:18.6Z,2,REGULAR,3pt,Jump Shot,[],1629013,68.9388961892247,76.9607843137255,1610612756,38,28,2022-11-06T02:45:25Z,1740000,135.0,239.0,1,right,MISS L. Shamet 27' 3PT,[1629013],1610612756.0,PHX,,,,Shamet,L. Shamet,,,,,Above the Break 3,24+ Right Center,27.48,Missed,,,,,,,,,,,,,,,,,,
175,PT10M38.00S,2022-11-06T02:45:21.6Z,2,REGULAR,rebound,offensive,[],1629111,,,1610612756,38,28,2022-11-06T02:45:25Z,1750000,,,0,,J. Landale REBOUND (Off:1 Def:0),[1629111],1610612756.0,PHX,,,,Landale,J. Landale,,,,,Above the Break 3,24+ Right Center,,,174.0,1.0,0.0,1.0,,,,,,,,,,,,,,
176,PT10M28.00S,2022-11-06T02:45:31.6Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",203967,89.43823915900131,55.63725490196079,1610612756,38,28,2022-11-06T02:46:08Z,1760000,28.0,47.0,1,right,MISS D. Saric driving Layup - blocked,"[203967, 1626159]",1610612756.0,PHX,driving,,,Saric,D. Saric,,,,,In The Paint (Non-RA),0-8 Center,5.46,Missed,,,,,,,,,,,,,,,,,Winslow,1626159.0
177,PT10M28.00S,2022-11-06T02:45:31.6Z,2,REGULAR,block,,[],1626159,,,1610612756,38,28,2022-11-06T02:45:34Z,1770000,,,0,,J. Winslow BLOCK (1 BLK),[1626159],1610612757.0,POR,,,,Winslow,J. Winslow,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
178,PT10M28.00S,2022-11-06T02:45:31.6Z,2,REGULAR,rebound,offensive,[],1629111,,,1610612756,38,28,2022-11-06T02:45:51Z,1780000,,,0,,J. Landale REBOUND (Off:2 Def:0),[1629111],1610612756.0,PHX,,,,Landale,J. Landale,,,,,In The Paint (Non-RA),0-8 Center,,,176.0,2.0,0.0,2.0,,,,,,,,,,,,,,
179,PT10M28.00S,2022-11-06T02:45:35.5Z,2,REGULAR,foul,personal,['2freethrow'],1631133,,,1610612756,38,28,2022-11-06T02:45:46Z,1790000,,,0,,J. Walker shooting personal FOUL (1 PF) (Landale 2 FT),"[1631133, 1629111]",1610612757.0,POR,shooting,,,Walker,J. Walker,,,,,Restricted Area,0-8 Center,,,,,,,,1627541.0,1.0,0.0,Landale,1629111.0,,,,,,,,
181,PT10M28.00S,2022-11-06T02:45:53.7Z,2,REGULAR,freethrow,1 of 2,['2ndchance'],1629111,,,1610612756,38,28,2022-11-06T02:45:53Z,1810000,,,0,,MISS J. Landale Free Throw 1 of 2,[1629111],1610612756.0,PHX,,,,Landale,J. Landale,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
182,PT10M28.00S,2022-11-06T02:45:53.7Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612756,38,28,2022-11-06T02:45:53Z,1820000,,,0,,TEAM offensive REBOUND,[],1610612756.0,PHX,,,,,,,,,,,,,,181.0,,,,,,,,,,,,,,,,,
183,PT10M28.00S,2022-11-06T02:46:07.1Z,2,REGULAR,freethrow,2 of 2,['2ndchance'],1629111,,,1610612756,39,28,2022-11-06T02:46:07Z,1830000,,,0,,J. Landale Free Throw 2 of 2 (3 PTS),[1629111],1610612756.0,PHX,,,,Landale,J. Landale,,,,,,,,Made,,,,,3.0,,,,,,,,,,,,,
184,PT10M13.00S,2022-11-06T02:46:28.2Z,2,REGULAR,foul,personal,[],1629006,,,1610612757,39,28,2022-11-06T02:46:33Z,1840000,,,0,,J. Okogie personal FOUL (1 PF),"[1629006, 1626159]",1610612756.0,PHX,,,,Okogie,J. Okogie,,,,,Above the Break 3,24+ Left Center,,,,,,,,201639.0,1.0,0.0,Winslow,1626159.0,,,,,,,,
187,PT09M59.00S,2022-11-06T02:47:22.7Z,2,REGULAR,2pt,Jump Shot,[],1626159,7.178055190538765,15.196078431372548,1610612757,39,28,2022-11-06T02:48:16Z,1870000,174.0,15.0,1,left,MISS J. Winslow 17' turnaround Shot,[1626159],1610612757.0,POR,turnaround,,,Winslow,J. Winslow,,,,,Mid-Range,16-24 Right,17.46,Missed,,,,,,,,,,,,,,,,,,
