actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
86,PT04M43.00S,2022-11-05T02:24:31.3Z,1,REGULAR,rebound,defensive,[],1628404,,,1610612757,17,11,2022-11-05T02:24:53Z,850000,,,0,,J. Hart REBOUND (Off:0 Def:1),[1628404],1610612757.0,POR,,,,Hart,J. Hart,,,,,Mid-Range,16-24 Left Center,,,85.0,1.0,1.0,0.0,,,,,,,,,,,,,,
87,PT04M39.00S,2022-11-05T02:24:35.4Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fastbreak']",1631101,6.389618922470433,50.73529411764706,1610612757,17,13,2022-11-05T02:29:37Z,860000,-4.0,8.0,1,left,S. Sharpe running DUNK (5 PTS) (J. Hart 1 AST),"[1631101, 1628404]",1610612757.0,POR,running,,,Sharpe,S. Sharpe,,,,,Restricted Area,0-8 Center,0.85,Made,,,,,5.0,J. Hart,1628404.0,1.0,,,,,,,,,,
89,PT04M18.00S,2022-11-05T02:24:57.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1626164,91.93495400788436,60.049019607843135,1610612756,17,13,2022-11-05T02:30:03Z,880000,50.0,23.0,1,right,MISS D. Booker driving Layup,[1626164],1610612756.0,PHX,driving,,,Booker,D. Booker,,,,,In The Paint (Non-RA),0-8 Center,5.53,Missed,,,,,,,,,,,,,,,,,,
90,PT04M18.00S,2022-11-05T02:24:57.6Z,1,REGULAR,rebound,offensive,[],1628470,,,1610612756,17,13,2022-11-05T02:25:15Z,890000,,,0,,T. Craig REBOUND (Off:1 Def:1),[1628470],1610612756.0,PHX,,,,Craig,T. Craig,,,,,In The Paint (Non-RA),0-8 Center,,,89.0,2.0,1.0,1.0,,,,,,,,,,,,,,
91,PT04M13.00S,2022-11-05T02:25:01.8Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1628470,94.40999984741211,50.0,1610612756,19,13,2022-11-05T02:25:01Z,900000,0.0,0.0,1,right,T. Craig tip Layup (2 PTS),[1628470],1610612756.0,PHX,tip,,,Craig,T. Craig,,,,,Mid-Range,8-16 Left,0.0,Made,,,,,2.0,,,,,,,,,,,,,
92,PT03M52.00S,2022-11-05T02:25:22.3Z,1,REGULAR,2pt,Jump Shot,[],203924,20.71287779237845,78.92156862745098,1610612757,19,15,2022-11-05T02:25:26Z,910000,-145.0,142.0,1,left,J. Grant 20' pullup Jump Shot (2 PTS) (J. Hart 2 AST),"[203924, 1628404]",1610612757.0,POR,pullup,,,Grant,J. Grant,,,,,Mid-Range,16-24 Left Center,20.28,Made,,,,,2.0,J. Hart,1628404.0,2.0,,,,,,,,,,
94,PT03M34.00S,2022-11-05T02:25:40.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629028,91.14651773981603,50.73529411764706,1610612756,21,15,2022-11-05T02:25:53Z,930000,4.0,31.0,1,right,D. Ayton alley-oop Layup (9 PTS) (C. Paul 5 AST),"[1629028, 101108]",1610612756.0,PHX,alley-oop,,,Ayton,D. Ayton,,,,,Restricted Area,0-8 Center,3.09,Made,,,,,9.0,C. Paul,101108.0,5.0,,,,,,,,,,
96,PT03M18.00S,2022-11-05T02:25:56.5Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],203994,10.463206307490145,51.225490196078425,1610612757,21,15,2022-11-05T02:26:02Z,950000,-6.0,46.0,1,left,MISS J. Nurkic Hook,[203994],1610612757.0,POR,,,,Nurkic,J. Nurkic,,,,,In The Paint (Non-RA),0-8 Center,4.63,Missed,,,,,,,,,,,,,,,,,,
97,PT03M16.00S,2022-11-05T02:25:58.5Z,1,REGULAR,rebound,defensive,[],1626164,,,1610612756,21,15,2022-11-05T02:26:02Z,960000,,,0,,D. Booker REBOUND (Off:0 Def:2),[1626164],1610612756.0,PHX,,,,Booker,D. Booker,,,,,In The Paint (Non-RA),0-8 Center,,,96.0,2.0,2.0,0.0,,,,,,,,,,,,,,
98,PT02M59.00S,2022-11-05T02:26:15.4Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628969,90.09526938239159,49.754901960784316,1610612756,21,15,2022-11-05T02:34:20Z,970000,-1.0,41.0,1,right,MISS M. Bridges driving floating Shot,[1628969],1610612756.0,PHX,driving floating,,,Bridges,M. Bridges,,,,,Restricted Area,0-8 Center,4.06,Missed,,,,,,,,,,,,,,,,,,
99,PT02M59.00S,2022-11-05T02:26:15.4Z,1,REGULAR,rebound,defensive,[],1628404,,,1610612757,21,15,2022-11-05T02:26:23Z,980000,,,0,,J. Hart REBOUND (Off:0 Def:2),[1628404],1610612757.0,POR,,,,Hart,J. Hart,,,,,Restricted Area,0-8 Center,,,98.0,2.0,2.0,0.0,,,,,,,,,,,,,,
100,PT02M59.00S,2022-11-05T02:26:20.7Z,1,REGULAR,foul,personal,[],1628470,,,1610612757,21,15,2022-11-05T02:26:30Z,990000,,,0,,T. Craig personal FOUL (1 PF),"[1628470, 1628404]",1610612756.0,PHX,,,,Craig,T. Craig,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,204059.0,1.0,0.0,Hart,1628404.0,,,,,
102,PT02M59.00S,2022-11-05T02:26:29.3Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612757,21,15,2022-11-05T02:26:29Z,1010000,,,0,,POR Timeout,[],1610612757.0,POR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105,PT02M59.00S,2022-11-05T02:27:15.1Z,1,REGULAR,substitution,out,[],101108,,,1610612757,21,15,2022-11-05T02:29:09Z,1020000,,,0,,SUB out: C. Paul,[101108],1610612756.0,PHX,,,,Paul,C. Paul,,,,,,,,,,,,,,,,,,,,,,,,,,
106,PT02M59.00S,2022-11-05T02:27:15.1Z,1,REGULAR,substitution,out,[],1629028,,,1610612757,21,15,2022-11-05T02:29:09Z,1030000,,,0,,SUB out: D. Ayton,[1629028],1610612756.0,PHX,,,,Ayton,D. Ayton,,,,,,,,,,,,,,,,,,,,,,,,,,
107,PT02M59.00S,2022-11-05T02:27:15.1Z,1,REGULAR,substitution,out,[],1628404,,,1610612757,21,15,2022-11-05T02:29:09Z,1040000,,,0,,SUB out: J. Hart,[1628404],1610612757.0,POR,,,,Hart,J. Hart,,,,,,,,,,,,,,,,,,,,,,,,,,
108,PT02M59.00S,2022-11-05T02:27:15.1Z,1,REGULAR,substitution,out,[],203994,,,1610612757,21,15,2022-11-05T02:29:09Z,1050000,,,0,,SUB out: J. Nurkic,[203994],1610612757.0,POR,,,,Nurkic,J. Nurkic,,,,,,,,,,,,,,,,,,,,,,,,,,
109,PT02M59.00S,2022-11-05T02:27:15.1Z,1,REGULAR,substitution,in,[],1629013,,,1610612757,21,15,2022-11-05T02:29:09Z,1060000,,,0,,SUB in: L. Shamet,[1629013],1610612756.0,PHX,,,,Shamet,L. Shamet,,,,,,,,,,,,,,,,,,,,,,,,,,
110,PT02M59.00S,2022-11-05T02:27:15.1Z,1,REGULAR,substitution,in,[],1629111,,,1610612757,21,15,2022-11-05T02:29:09Z,1070000,,,0,,SUB in: J. Landale,[1629111],1610612756.0,PHX,,,,Landale,J. Landale,,,,,,,,,,,,,,,,,,,,,,,,,,
111,PT02M59.00S,2022-11-05T02:27:15.1Z,1,REGULAR,substitution,in,[],1629234,,,1610612757,21,15,2022-11-05T02:29:09Z,1080000,,,0,,SUB in: D. Eubanks,[1629234],1610612757.0,POR,,,,Eubanks,D. Eubanks,,,,,,,,,,,,,,,,,,,,,,,,,,
112,PT02M59.00S,2022-11-05T02:27:15.1Z,1,REGULAR,substitution,in,[],1629642,,,1610612757,21,15,2022-11-05T02:29:09Z,1090000,,,0,,SUB in: N. Little,[1629642],1610612757.0,POR,,,,Little,N. Little,,,,,,,,,,,,,,,,,,,,,,,,,,
113,PT02M41.00S,2022-11-05T02:29:32.3Z,1,REGULAR,3pt,Jump Shot,[],1631101,3.235873850197109,4.166666666666666,1610612757,21,18,2022-11-05T02:29:38Z,1100000,229.0,-22.0,1,left,S. Sharpe 3PT  (8 PTS) (K. Johnson 1 AST),"[1631101, 1630553]",1610612757.0,POR,,,,Sharpe,S. Sharpe,,,,,Right Corner 3,24+ Right,23.03,Made,,,,,8.0,K. Johnson,1630553.0,1.0,,,,,,,,,,
115,PT02M15.00S,2022-11-05T02:29:58.3Z,1,REGULAR,3pt,Jump Shot,[],1628470,92.9862023653088,2.941176470588235,1610612756,24,18,2022-11-05T02:30:03Z,1120000,-235.0,13.0,1,right,T. Craig 3PT  (5 PTS) (M. Bridges 1 AST),"[1628470, 1628969]",1610612756.0,PHX,,,,Craig,T. Craig,,,,,Left Corner 3,24+ Left,23.57,Made,,,,,5.0,M. Bridges,1628969.0,1.0,,,,,,,,,,
117,PT01M56.00S,2022-11-05T02:30:17.4Z,1,REGULAR,2pt,Jump Shot,[],1629642,22.421156373193167,47.794117647058826,1610612757,24,18,2022-11-05T02:30:29Z,1140000,11.0,158.0,1,left,MISS N. Little 15' pullup Shot,[1629642],1610612757.0,POR,pullup,,,Little,N. Little,,,,,Mid-Range,8-16 Center,15.87,Missed,,,,,,,,,,,,,,,,,,
118,PT01M51.00S,2022-11-05T02:30:22.4Z,1,REGULAR,rebound,offensive,[],1629234,,,1610612757,24,18,2022-11-05T02:50:18Z,1150000,,,0,,D. Eubanks REBOUND (Off:1 Def:0),[1629234],1610612757.0,POR,,,,Eubanks,D. Eubanks,,,,,Mid-Range,8-16 Center,,,117.0,1.0,0.0,1.0,,,,,,,,,,,,,,
119,PT01M50.00S,2022-11-05T02:30:24.4Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",1630553,7.440867279894875,48.529411764705884,1610612757,24,18,2022-11-05T02:37:24Z,1160000,7.0,17.0,1,left,MISS K. Johnson floating Shot,[1630553],1610612757.0,POR,floating,,,Johnson,K. Johnson,,,,,Restricted Area,0-8 Center,1.89,Missed,,,,,,,,,,,,,,,,,,
120,PT01M48.00S,2022-11-05T02:30:26.4Z,1,REGULAR,rebound,defensive,[],1629111,,,1610612756,24,18,2022-11-05T02:30:34Z,1170000,,,0,,J. Landale REBOUND (Off:0 Def:1),[1629111],1610612756.0,PHX,,,,Landale,J. Landale,,,,,Restricted Area,0-8 Center,,,119.0,1.0,1.0,0.0,,,,,,,,,,,,,,
121,PT01M45.00S,2022-11-05T02:30:29.5Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fastbreak']",1626164,87.07293035479631,39.46078431372549,1610612756,24,18,2022-11-05T02:30:50Z,1180000,-53.0,69.0,1,right,MISS D. Booker 8' running Shot,[1626164],1610612756.0,PHX,running,,,Booker,D. Booker,,,,,In The Paint (Non-RA),8-16 Left,8.68,Missed,,,,,,,,,,,,,,,,,,
122,PT01M42.00S,2022-11-05T02:30:32.5Z,1,REGULAR,rebound,defensive,[],1629642,,,1610612757,24,18,2022-11-05T02:30:50Z,1190000,,,0,,N. Little REBOUND (Off:0 Def:1),[1629642],1610612757.0,POR,,,,Little,N. Little,,,,,In The Paint (Non-RA),8-16 Left,,,121.0,1.0,1.0,0.0,,,,,,,,,,,,,,
123,PT01M28.00S,2022-11-05T02:30:47.5Z,1,REGULAR,foul,personal,[],1628470,,,1610612757,24,18,2022-11-05T02:30:55Z,1200000,,,0,,T. Craig personal FOUL (2 PF),"[1628470, 203924]",1610612756.0,PHX,,,,Craig,T. Craig,,,,,Mid-Range,16-24 Center,,,,,,,,,,,1627526.0,2.0,0.0,Grant,203924.0,,,,,
125,PT01M28.00S,2022-11-05T02:30:54.0Z,1,REGULAR,substitution,out,[],1626164,,,1610612757,24,18,2022-11-05T02:31:10Z,1220000,,,0,,SUB out: D. Booker,[1626164],1610612756.0,PHX,,,,Booker,D. Booker,,,,,,,,,,,,,,,,,,,,,,,,,,
126,PT01M28.00S,2022-11-05T02:30:54.0Z,1,REGULAR,substitution,out,[],1628969,,,1610612757,24,18,2022-11-05T02:31:10Z,1230000,,,0,,SUB out: M. Bridges,[1628969],1610612756.0,PHX,,,,Bridges,M. Bridges,,,,,,,,,,,,,,,,,,,,,,,,,,
127,PT01M28.00S,2022-11-05T02:30:54.0Z,1,REGULAR,substitution,out,[],203924,,,1610612757,24,18,2022-11-05T02:31:10Z,1240000,,,0,,SUB out: J. Grant,[203924],1610612757.0,POR,,,,Grant,J. Grant,,,,,,,,,,,,,,,,,,,,,,,,,,
128,PT01M28.00S,2022-11-05T02:30:54.0Z,1,REGULAR,substitution,in,[],1627814,,,1610612757,24,18,2022-11-05T02:31:10Z,1250000,,,0,,SUB in: D. Lee,[1627814],1610612756.0,PHX,,,,Lee,D. Lee,,,,,,,,,,,,,,,,,,,,,,,,,,
129,PT01M28.00S,2022-11-05T02:30:54.0Z,1,REGULAR,substitution,in,[],1629006,,,1610612757,24,18,2022-11-05T02:31:10Z,1260000,,,0,,SUB in: J. Okogie,[1629006],1610612756.0,PHX,,,,Okogie,J. Okogie,,,,,,,,,,,,,,,,,,,,,,,,,,
130,PT01M28.00S,2022-11-05T02:30:54.0Z,1,REGULAR,substitution,in,[],1631133,,,1610612757,24,18,2022-11-05T02:31:10Z,1270000,,,0,,SUB in: J. Walker,[1631133],1610612757.0,POR,,,,Walker,J. Walker,,,,,,,,,,,,,,,,,,,,,,,,,,
131,PT01M28.00S,2022-11-05T02:31:15.9Z,1,REGULAR,substitution,out,[],1628470,,,1610612757,24,18,2022-11-05T02:31:17Z,1280000,,,0,,SUB out: T. Craig,[1628470],1610612756.0,PHX,,,,Craig,T. Craig,,,,,,,,,,,,,,,,,,,,,,,,,,
132,PT01M28.00S,2022-11-05T02:31:15.9Z,1,REGULAR,substitution,in,[],1626164,,,1610612757,24,18,2022-11-05T02:31:17Z,1290000,,,0,,SUB in: D. Booker,[1626164],1610612756.0,PHX,,,,Booker,D. Booker,,,,,,,,,,,,,,,,,,,,,,,,,,
133,PT01M24.00S,2022-11-05T02:31:24.9Z,1,REGULAR,3pt,Jump Shot,[],1630553,30.699737187910642,26.96078431372549,1610612757,24,21,2022-11-05T02:31:30Z,1300000,115.0,236.0,1,left,K. Johnson 26' 3PT  (3 PTS) (D. Eubanks 1 AST),"[1630553, 1629234]",1610612757.0,POR,,,,Johnson,K. Johnson,,,,,Above the Break 3,24+ Right Center,26.27,Made,,,,,3.0,D. Eubanks,1629234.0,1.0,,,,,,,,,,
135,PT01M09.00S,2022-11-05T02:31:39.7Z,1,REGULAR,turnover,bad pass,[],1626164,,,1610612756,24,21,2022-11-05T02:31:43Z,1320000,,,0,,D. Booker bad pass TURNOVER (2 TO),"[1626164, 1630553]",1610612756.0,PHX,,,,Booker,D. Booker,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,2.0,Johnson,1630553.0,,
136,PT01M09.00S,2022-11-05T02:31:39.7Z,1,REGULAR,steal,,[],1630553,,,1610612757,24,21,2022-11-05T02:31:41Z,1330000,,,0,,K. Johnson STEAL (1 STL),[1630553],1610612757.0,POR,,,,Johnson,K. Johnson,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,,,,,
137,PT00M56.60S,2022-11-05T02:31:53.8Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1629234,7.966491458607096,37.745098039215684,1610612757,24,23,2022-11-05T02:32:02Z,1340000,61.0,22.0,1,left,D. Eubanks 6' driving Layup (2 PTS),[1629234],1610612757.0,POR,driving,,,Eubanks,D. Eubanks,,,,,In The Paint (Non-RA),0-8 Center,6.53,Made,,,,,2.0,,,,,,,,,,,,,
138,PT00M50.20S,2022-11-05T02:32:04.0Z,1,REGULAR,foul,personal,[],1631101,,,1610612756,24,23,2022-11-05T02:32:08Z,1350000,,,0,,S. Sharpe personal FOUL (2 PF),"[1631101, 1626164]",1610612757.0,POR,,,,Sharpe,S. Sharpe,,,,,Mid-Range,16-24 Right,,,,,,,,,,,1627526.0,2.0,0.0,Booker,1626164.0,,,,,
141,PT00M44.80S,2022-11-05T02:32:48.5Z,1,REGULAR,foul,technical,['1freethrow'],1630553,,,1610612756,24,23,2022-11-05T02:49:34Z,1380000,,,0,,K. Johnson defensive-3-second technical FOUL (1 Tech),[1630553],1610612757.0,POR,defensive-3-second,,,Johnson,K. Johnson,,,,,,,,,,,,,,,,,204059.0,0.0,1.0,,,,,,,
142,PT00M44.80S,2022-11-05T02:32:58.2Z,1,REGULAR,freethrow,1 of 1,[],1626164,,,1610612756,25,23,2022-11-05T02:32:58Z,1390000,,,0,,D. Booker technical Free Throw 1 of 1 (8 PTS),[1626164],1610612756.0,PHX,technical,,,Booker,D. Booker,,,,,,,,Made,,,,,8.0,,,,,,,,,,,,,
143,PT00M35.70S,2022-11-05T02:33:11.3Z,1,REGULAR,turnover,traveling,[],1626164,,,1610612756,25,23,2022-11-05T02:33:22Z,1400000,,,0,,D. Booker traveling TURNOVER (3 TO),[1626164],1610612756.0,PHX,,,,Booker,D. Booker,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,204059.0,,,,,3.0,,,,
144,PT00M30.50S,2022-11-05T02:33:29.0Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1630553,6.389618922470433,42.40196078431372,1610612757,25,25,2022-11-05T02:33:36Z,1410000,38.0,8.0,1,left,K. Johnson driving Layup (5 PTS),[1630553],1610612757.0,POR,driving,,,Johnson,K. Johnson,,,,,Restricted Area,0-8 Center,3.88,Made,,,,,5.0,,,,,,,,,,,,,
145,PT00M06.90S,2022-11-05T02:33:56.8Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626164,85.3646517739816,54.41176470588235,1610612756,27,25,2022-11-05T02:34:02Z,1420000,22.0,85.0,1,right,D. Booker 8' pullup Jump Shot (10 PTS) (L. Shamet 1 AST),"[1626164, 1629013]",1610612756.0,PHX,pullup,,,Booker,D. Booker,,,,,In The Paint (Non-RA),8-16 Center,8.79,Made,,,,,10.0,L. Shamet,1629013.0,1.0,,,,,,,,,,
147,PT00M06.90S,2022-11-05T02:34:02.6Z,1,REGULAR,foul,personal,"['inpenalty', '1freethrow']",1631101,,,1610612756,27,25,2022-11-05T02:34:07Z,1440000,,,0,,S. Sharpe shooting personal FOUL (3 PF) (Booker 1 FT),"[1631101, 1626164]",1610612757.0,POR,shooting,,,Sharpe,S. Sharpe,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,1627526.0,3.0,0.0,Booker,1626164.0,,,,,
149,PT00M06.90S,2022-11-05T02:34:15.6Z,1,REGULAR,freethrow,1 of 1,[],1626164,,,1610612756,28,25,2022-11-05T02:34:15Z,1460000,,,0,,D. Booker Free Throw 1 of 1 (11 PTS),[1626164],1610612756.0,PHX,,,,Booker,D. Booker,,,,,,,,Made,,,,,11.0,,,,,,,,,,,,,
150,PT00M01.30S,2022-11-05T02:34:24.7Z,1,REGULAR,3pt,Jump Shot,[],1630553,31.750985545335087,56.127450980392155,1610612757,28,25,2022-11-05T02:34:32Z,1470000,-31.0,246.0,1,left,MISS K. Johnson 24' pullup 3PT,[1630553],1610612757.0,POR,pullup,,,Johnson,K. Johnson,,,,,Above the Break 3,24+ Center,24.79,Missed,,,,,,,,,,,,,,,,,,
151,PT00M01.30S,2022-11-05T02:34:24.7Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612757,28,25,2022-11-05T02:34:32Z,1480000,,,0,,TEAM offensive REBOUND,[],1610612757.0,POR,,,,,,,,,,Above the Break 3,24+ Center,,,150.0,,,,,,,,,,,,,,,,,
152,PT00M00.00S,2022-11-05T02:34:28.5Z,1,REGULAR,period,end,[],0,,,1610612757,28,25,2022-11-05T02:34:28Z,1490000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
153,PT12M00.00S,2022-11-05T02:36:25.6Z,2,REGULAR,substitution,out,['startperiod'],1626164,,,1610612757,28,25,2022-11-05T02:36:52Z,1500000,,,0,,SUB out: D. Booker,[1626164],1610612756.0,PHX,,,,Booker,D. Booker,,,,,,,,,,,,,,,,,,,,,,,,,,
154,PT12M00.00S,2022-11-05T02:36:25.6Z,2,REGULAR,substitution,out,['startperiod'],1631101,,,1610612757,28,25,2022-11-05T02:36:52Z,1510000,,,0,,SUB out: S. Sharpe,[1631101],1610612757.0,POR,,,,Sharpe,S. Sharpe,,,,,,,,,,,,,,,,,,,,,,,,,,
155,PT12M00.00S,2022-11-05T02:36:25.6Z,2,REGULAR,substitution,in,['startperiod'],203967,,,1610612757,28,25,2022-11-05T02:36:52Z,1520000,,,0,,SUB in: D. Saric,[203967],1610612756.0,PHX,,,,Saric,D. Saric,,,,,,,,,,,,,,,,,,,,,,,,,,
156,PT12M00.00S,2022-11-05T02:36:25.6Z,2,REGULAR,substitution,in,['startperiod'],1626159,,,1610612757,28,25,2022-11-05T02:36:52Z,1530000,,,0,,SUB in: J. Winslow,[1626159],1610612757.0,POR,,,,Winslow,J. Winslow,,,,,,,,,,,,,,,,,,,,,,,,,,
157,PT12M00.00S,2022-11-05T02:37:06.3Z,2,REGULAR,period,start,[],0,,,1610612756,28,25,2022-11-05T02:37:06Z,1540000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
158,PT11M41.00S,2022-11-05T02:37:26.4Z,2,REGULAR,foul,offensive,[],1629111,,,1610612756,28,25,2022-11-05T02:37:32Z,1550000,,,0,,J. Landale offensive FOUL (1 PF),"[1629111, 1631133]",1610612756.0,PHX,,,,Landale,J. Landale,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,1627526.0,1.0,0.0,Walker,1631133.0,,,,,
160,PT11M41.00S,2022-11-05T02:37:26.4Z,2,REGULAR,turnover,offensive foul,[],1629111,,,1610612756,28,25,2022-11-05T02:37:26Z,1570000,,,0,,J. Landale offensive foul TURNOVER (1 TO),[1629111],1610612756.0,PHX,,,,Landale,J. Landale,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,1627526.0,,,,,1.0,,,,
161,PT11M30.00S,2022-11-05T02:37:48.8Z,2,REGULAR,turnover,out-of-bounds,[],1626159,,,1610612757,28,25,2022-11-05T02:52:09Z,1580000,,,0,,J. Winslow bad pass out-of-bounds TURNOVER (1 TO),[1626159],1610612757.0,POR,bad pass,,,Winslow,J. Winslow,,,,,Restricted Area,0-8 Center,,,,,,,,,,,204059.0,,,,,1.0,,,,
162,PT11M19.00S,2022-11-05T02:38:02.2Z,2,REGULAR,turnover,lost ball,[],1629006,,,1610612756,28,25,2022-11-05T02:38:12Z,1590000,,,0,,J. Okogie lost ball TURNOVER (1 TO),"[1629006, 1631133]",1610612756.0,PHX,,,,Okogie,J. Okogie,,,,,Mid-Range,16-24 Right,,,,,,,,,,,,,,,,1.0,Walker,1631133.0,,
163,PT11M19.00S,2022-11-05T02:38:02.2Z,2,REGULAR,steal,,[],1631133,,,1610612757,28,25,2022-11-05T02:38:03Z,1600000,,,0,,J. Walker STEAL (1 STL),[1631133],1610612757.0,POR,,,,Walker,J. Walker,,,,,Mid-Range,16-24 Right,,,,,,,,,,,,,,,,,,,,
164,PT11M15.00S,2022-11-05T02:38:07.3Z,2,REGULAR,foul,personal,['2freethrow'],1627814,,,1610612757,28,25,2022-11-05T02:38:20Z,1610000,,,0,,D. Lee shooting personal FOUL (1 PF) (Little 2 FT),"[1627814, 1629642]",1610612756.0,PHX,shooting,,,Lee,D. Lee,,,,,Restricted Area,0-8 Center,,,,,,,,,,,202041.0,1.0,0.0,Little,1629642.0,,,,,
166,PT11M15.00S,2022-11-05T02:38:30.5Z,2,REGULAR,freethrow,1 of 2,['fromturnover'],1629642,,,1610612757,28,26,2022-11-05T02:38:30Z,1630000,,,0,,N. Little Free Throw 1 of 2 (1 PTS),[1629642],1610612757.0,POR,,,,Little,N. Little,,,,,,,,Made,,,,,1.0,,,,,,,,,,,,,
167,PT11M15.00S,2022-11-05T02:38:45.3Z,2,REGULAR,freethrow,2 of 2,['fromturnover'],1629642,,,1610612757,28,27,2022-11-05T02:38:45Z,1640000,,,0,,N. Little Free Throw 2 of 2 (2 PTS),[1629642],1610612757.0,POR,,,,Little,N. Little,,,,,,,,Made,,,,,2.0,,,,,,,,,,,,,
168,PT11M15.00S,2022-11-05T02:38:51.7Z,2,REGULAR,foul,offensive,['2freethrow'],1629013,,,1610612756,28,27,2022-11-05T02:41:43Z,1650000,,,0,,L. Shamet offensive FOUL (1 PF) (Johnson 2 FT),"[1629013, 1630553]",1610612756.0,PHX,,,,Shamet,L. Shamet,,,,,Restricted Area,0-8 Center,,,,,,,,,,,1627526.0,1.0,0.0,Johnson,1630553.0,,,,,
170,PT11M15.00S,2022-11-05T02:38:51.7Z,2,REGULAR,turnover,offensive foul,[],1629013,,,1610612756,28,27,2022-11-05T02:38:51Z,1670000,,,0,,L. Shamet offensive foul TURNOVER (1 TO),[1629013],1610612756.0,PHX,,,,Shamet,L. Shamet,,,,,Restricted Area,0-8 Center,,,,,,,,,,,1627526.0,,,,,1.0,,,,
171,PT11M08.00S,2022-11-05T02:39:19.1Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1626159,7.703679369250986,56.127450980392155,1610612757,28,29,2022-11-05T02:39:30Z,1680000,-31.0,20.0,1,left,J. Winslow driving Layup (6 PTS) (N. Little 1 AST),"[1626159, 1629642]",1610612757.0,POR,driving,,,Winslow,J. Winslow,,,,,Restricted Area,0-8 Center,3.65,Made,,,,,6.0,N. Little,1629642.0,1.0,,,,,,,,,,
173,PT10M55.00S,2022-11-05T02:39:31.8Z,2,REGULAR,3pt,Jump Shot,[],1629013,94.30026281208936,3.431372549019608,1610612756,28,29,2022-11-05T02:39:46Z,1700000,-233.0,1.0,1,right,MISS L. Shamet 3PT,[1629013],1610612756.0,PHX,,,,Shamet,L. Shamet,,,,,Left Corner 3,24+ Left,23.28,Missed,,,,,,,,,,,,,,,,,,
174,PT10M50.00S,2022-11-05T02:39:36.8Z,2,REGULAR,rebound,defensive,[],1631133,,,1610612757,28,29,2022-11-05T02:39:46Z,1710000,,,0,,J. Walker REBOUND (Off:0 Def:1),[1631133],1610612757.0,POR,,,,Walker,J. Walker,,,,,Left Corner 3,24+ Left,,,173.0,1.0,1.0,0.0,,,,,,,,,,,,,,
175,PT10M44.00S,2022-11-05T02:39:44.7Z,2,REGULAR,foul,offensive,[],1629234,,,1610612757,28,29,2022-11-05T02:39:53Z,1720000,,,0,,D. Eubanks offensive FOUL (1 PF),"[1629234, 1629006]",1610612757.0,POR,,,,Eubanks,D. Eubanks,,,,,Above the Break 3,24+ Center,,,,,,,,,,,202041.0,1.0,0.0,Okogie,1629006.0,,,,,
177,PT10M44.00S,2022-11-05T02:39:44.7Z,2,REGULAR,turnover,offensive foul,[],1629234,,,1610612757,28,29,2022-11-05T02:39:44Z,1740000,,,0,,D. Eubanks offensive foul TURNOVER (1 TO),[1629234],1610612757.0,POR,,,,Eubanks,D. Eubanks,,,,,Above the Break 3,24+ Center,,,,,,,,,,,202041.0,,,,,1.0,,,,
