actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,officialId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,turnoverTotal,stealPlayerName,stealPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId
263,PT05M30.00S,2022-10-20T02:56:07.2Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626164,90.75229960578186,52.450980392156865,1610612756,31,50,2022-10-20T02:56:11Z,2570000,12.0,34.0,1,right,MISS D. Booker driving floating Shot,[1626164],1610612756.0,PHX,driving floating,,,Booker,D. Booker,,,,,,Restricted Area,0-8 Center,3.65,Missed,,,,,,,,,,,,,,,,,
264,PT05M28.00S,2022-10-20T02:56:09.2Z,2,REGULAR,rebound,defensive,[],201580,,,1610612742,31,50,2022-10-20T02:56:11Z,2580000,,,0,,J. McGee REBOUND (Off:0 Def:2),[201580],1610612742.0,DAL,,,,McGee,J. McGee,,,,,,Restricted Area,0-8 Center,,,263.0,2.0,2.0,0.0,,,,,,,,,,,,,
265,PT05M18.00S,2022-10-20T02:56:19.3Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],201580,10.988830486202366,51.9607843137255,1610612742,31,50,2022-10-20T02:56:24Z,2590000,-10.0,51.0,1,left,MISS J. McGee Hook,[201580],1610612742.0,DAL,,,,McGee,J. McGee,,,,,,In The Paint (Non-RA),0-8 Center,5.17,Missed,,,,,,,,,,,,,,,,,
266,PT05M17.00S,2022-10-20T02:56:20.3Z,2,REGULAR,rebound,offensive,[],201580,,,1610612742,31,50,2022-10-20T02:56:24Z,2600000,,,0,,J. McGee REBOUND (Off:1 Def:2),[201580],1610612742.0,DAL,,,,McGee,J. McGee,,,,,,In The Paint (Non-RA),0-8 Center,,,265.0,3.0,2.0,1.0,,,,,,,,,,,,,
267,PT05M17.00S,2022-10-20T02:56:28.7Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",202687,,,1610612742,31,50,2022-10-20T02:56:36Z,2610000,,,0,,B. Biyombo shooting personal FOUL (1 PF) (McGee 2 FT),"[202687, 201580]",1610612756.0,PHX,shooting,,,Biyombo,B. Biyombo,,,,,2715.0,Restricted Area,0-8 Center,,,,,,,,,,,1.0,0.0,McGee,201580.0,,,,,
269,PT05M17.00S,2022-10-20T02:56:55.3Z,2,REGULAR,freethrow,1 of 2,['2ndchance'],201580,,,1610612742,31,50,2022-10-20T02:56:55Z,2630000,,,0,,MISS J. McGee Free Throw 1 of 2,[201580],1610612742.0,DAL,,,,McGee,J. McGee,,,,,,,,,Missed,,,,,,,,,,,,,,,,,
270,PT05M17.00S,2022-10-20T02:56:55.3Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612742,31,50,2022-10-20T02:56:55Z,2640000,,,0,,TEAM offensive REBOUND,[],1610612742.0,DAL,,,,,,,,,,,,,,,269.0,,,,,,,,,,,,,,,,
271,PT05M17.00S,2022-10-20T02:56:55.8Z,2,REGULAR,substitution,out,[],101108,,,1610612742,31,50,2022-10-20T02:57:13Z,2650000,,,0,,SUB out: C. Paul,[101108],1610612756.0,PHX,,,,Paul,C. Paul,,,,,,,,,,,,,,,,,,,,,,,,,,
272,PT05M17.00S,2022-10-20T02:56:55.8Z,2,REGULAR,substitution,in,[],1629661,,,1610612742,31,50,2022-10-20T02:57:13Z,2660000,,,0,,SUB in: C. Johnson,[1629661],1610612756.0,PHX,,,,Johnson,C. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,
273,PT05M17.00S,2022-10-20T02:56:55.3Z,2,REGULAR,freethrow,2 of 2,['2ndchance'],201580,,,1610612742,31,50,2022-10-20T02:57:18Z,2670000,,,0,,MISS J. McGee Free Throw 2 of 2,[201580],1610612742.0,DAL,,,,McGee,J. McGee,,,,,,,,,Missed,,,,,,,,,,,,,,,,,
274,PT05M15.00S,2022-10-20T02:56:57.3Z,2,REGULAR,rebound,defensive,[],1628969,,,1610612756,31,50,2022-10-20T02:57:18Z,2680000,,,0,,M. Bridges REBOUND (Off:0 Def:5),[1628969],1610612756.0,PHX,,,,Bridges,M. Bridges,,,,,,,,,,273.0,5.0,5.0,0.0,,,,,,,,,,,,,
275,PT04M52.00S,2022-10-20T02:57:40.4Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626166,86.28449408672799,45.83333333333333,1610612756,31,50,2022-10-20T02:57:46Z,2690000,-21.0,76.0,1,right,MISS C. Payne 7' fadeaway Shot - blocked,"[1626166, 201580]",1610612756.0,PHX,fadeaway,,,Payne,C. Payne,,,,,,In The Paint (Non-RA),0-8 Center,7.92,Missed,,,,,,,,,,,,,,,,McGee,201580.0
276,PT04M52.00S,2022-10-20T02:57:40.4Z,2,REGULAR,block,,[],201580,,,1610612756,31,50,2022-10-20T02:57:44Z,2700000,,,0,,J. McGee BLOCK (1 BLK),[201580],1610612742.0,DAL,,,,McGee,J. McGee,,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,
277,PT04M50.00S,2022-10-20T02:57:42.4Z,2,REGULAR,rebound,defensive,[],203493,,,1610612742,31,50,2022-10-20T02:57:46Z,2710000,,,0,,R. Bullock REBOUND (Off:0 Def:1),[203493],1610612742.0,DAL,,,,Bullock,R. Bullock,,,,,,In The Paint (Non-RA),0-8 Center,,,275.0,1.0,1.0,0.0,,,,,,,,,,,,,
279,PT04M34.00S,2022-10-20T02:58:15.8Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1628969,,,1610612742,31,50,2022-10-20T02:58:22Z,2730000,,,0,,M. Bridges personal FOUL (1 PF) (Doncic 2 FT),"[1628969, 1629029]",1610612756.0,PHX,,,,Bridges,M. Bridges,,,,,2715.0,Mid-Range,16-24 Center,,,,,,,,,,,1.0,0.0,Doncic,1629029.0,,,,,
281,PT04M34.00S,2022-10-20T02:58:42.4Z,2,REGULAR,freethrow,1 of 2,[],1629029,,,1610612742,31,51,2022-10-20T02:58:42Z,2750000,,,0,,L. Doncic Free Throw 1 of 2 (14 PTS),[1629029],1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,,,,,Made,,,,,14.0,,,,,,,,,,,,
282,PT04M34.00S,2022-10-20T02:58:45.4Z,2,REGULAR,substitution,out,[],1630182,,,1610612742,31,51,2022-10-20T02:58:47Z,2760000,,,0,,SUB out: J. Green,[1630182],1610612742.0,DAL,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,,,
283,PT04M34.00S,2022-10-20T02:58:45.4Z,2,REGULAR,substitution,in,[],203915,,,1610612742,31,51,2022-10-20T02:58:47Z,2770000,,,0,,SUB in: S. Dinwiddie,[203915],1610612742.0,DAL,,,,Dinwiddie,S. Dinwiddie,,,,,,,,,,,,,,,,,,,,,,,,,,
284,PT04M34.00S,2022-10-20T02:59:06.7Z,2,REGULAR,freethrow,2 of 2,[],1629029,,,1610612742,31,52,2022-10-20T02:59:06Z,2780000,,,0,,L. Doncic Free Throw 2 of 2 (15 PTS),[1629029],1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,,,,,Made,,,,,15.0,,,,,,,,,,,,
285,PT04M22.00S,2022-10-20T02:59:19.7Z,2,REGULAR,turnover,lost ball,[],202687,,,1610612756,31,52,2022-10-20T02:59:23Z,2790000,,,0,,B. Biyombo lost ball TURNOVER (1 TO),"[202687, 1629029]",1610612756.0,PHX,,,,Biyombo,B. Biyombo,,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,1.0,Doncic,1629029.0,,,,,,,,,
286,PT04M22.00S,2022-10-20T02:59:19.7Z,2,REGULAR,steal,,[],1629029,,,1610612742,31,52,2022-10-20T02:59:41Z,2800000,,,0,,L. Doncic STEAL (1 STL),[1629029],1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,
287,PT04M17.00S,2022-10-20T02:59:24.7Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",203493,7.30946123521682,51.9607843137255,1610612742,31,52,2022-10-20T02:59:32Z,2810000,-10.0,16.0,1,left,MISS R. Bullock running Layup - blocked,"[203493, 1626164]",1610612742.0,DAL,running,,,Bullock,R. Bullock,,,,,,Restricted Area,0-8 Center,1.89,Missed,,,,,,,,,,,,,,,,Booker,1626164.0
288,PT04M17.00S,2022-10-20T02:59:24.7Z,2,REGULAR,block,,[],1626164,,,1610612742,31,52,2022-10-20T02:59:26Z,2820000,,,0,,D. Booker BLOCK (1 BLK),[1626164],1610612756.0,PHX,,,,Booker,D. Booker,,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,
289,PT04M15.00S,2022-10-20T02:59:26.7Z,2,REGULAR,rebound,defensive,[],202687,,,1610612756,31,52,2022-10-20T03:01:19Z,2830000,,,0,,B. Biyombo REBOUND (Off:0 Def:1),[202687],1610612756.0,PHX,,,,Biyombo,B. Biyombo,,,,,,Restricted Area,0-8 Center,,,287.0,1.0,1.0,0.0,,,,,,,,,,,,,
290,PT04M10.00S,2022-10-20T02:59:31.8Z,2,REGULAR,2pt,Jump Shot,[],1628969,94.43166885676742,75.49019607843137,1610612756,31,52,2022-10-20T03:06:54Z,2840000,127.0,0.0,1,right,MISS M. Bridges 12' pullup Shot,[1628969],1610612756.0,PHX,pullup,,,Bridges,M. Bridges,,,,,,Mid-Range,8-16 Right,12.75,Missed,,,,,,,,,,,,,,,,,
291,PT04M07.00S,2022-10-20T02:59:34.8Z,2,REGULAR,rebound,defensive,[],201580,,,1610612742,31,52,2022-10-20T02:59:38Z,2850000,,,0,,J. McGee REBOUND (Off:1 Def:3),[201580],1610612742.0,DAL,,,,McGee,J. McGee,,,,,,Mid-Range,8-16 Right,,,290.0,4.0,3.0,1.0,,,,,,,,,,,,,
292,PT03M56.00S,2022-10-20T02:59:46.3Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629029,15.193823915900131,43.38235294117647,1610612742,31,52,2022-10-20T02:59:49Z,2860000,33.0,90.0,1,left,MISS L. Doncic 9' turnaround fadeaway Shot,[1629029],1610612742.0,DAL,turnaround fadeaway,,,Doncic,L. Doncic,,,,,,In The Paint (Non-RA),8-16 Center,9.62,Missed,,,,,,,,,,,,,,,,,
293,PT03M53.00S,2022-10-20T02:59:49.3Z,2,REGULAR,rebound,defensive,[],202687,,,1610612756,31,52,2022-10-20T02:59:49Z,2870000,,,0,,B. Biyombo REBOUND (Off:0 Def:2),[202687],1610612756.0,PHX,,,,Biyombo,B. Biyombo,,,,,,In The Paint (Non-RA),8-16 Center,,,292.0,2.0,2.0,0.0,,,,,,,,,,,,,
294,PT03M32.00S,2022-10-20T03:00:12.0Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1628969,93.24901445466492,48.77450980392157,1610612756,33,52,2022-10-20T03:00:15Z,2880000,-6.0,11.0,1,right,M. Bridges driving Layup (5 PTS),[1628969],1610612756.0,PHX,driving,,,Bridges,M. Bridges,,,,,,Restricted Area,0-8 Center,1.26,Made,,,,,5.0,,,,,,,,,,,,
295,PT03M32.00S,2022-10-20T03:00:14.5Z,2,REGULAR,foul,personal,['1freethrow'],203493,,,1610612756,33,52,2022-10-20T03:00:47Z,2890000,,,0,,R. Bullock shooting personal FOUL (1 PF) (Bridges 1 FT),"[203493, 1628969]",1610612742.0,DAL,shooting,,,Bullock,R. Bullock,,,,,1204.0,Restricted Area,0-8 Center,,,,,,,,,,,1.0,0.0,Bridges,1628969.0,,,,,
297,PT03M32.00S,2022-10-20T03:00:26.4Z,2,REGULAR,substitution,out,[],202687,,,1610612756,33,52,2022-10-20T03:00:46Z,2910000,,,0,,SUB out: B. Biyombo,[202687],1610612756.0,PHX,,,,Biyombo,B. Biyombo,,,,,,,,,,,,,,,,,,,,,,,,,,
298,PT03M32.00S,2022-10-20T03:00:26.4Z,2,REGULAR,substitution,out,[],201580,,,1610612756,33,52,2022-10-20T03:00:46Z,2920000,,,0,,SUB out: J. McGee,[201580],1610612742.0,DAL,,,,McGee,J. McGee,,,,,,,,,,,,,,,,,,,,,,,,,,
299,PT03M32.00S,2022-10-20T03:00:26.4Z,2,REGULAR,substitution,in,[],1629111,,,1610612756,33,52,2022-10-20T03:00:46Z,2930000,,,0,,SUB in: J. Landale,[1629111],1610612756.0,PHX,,,,Landale,J. Landale,,,,,,,,,,,,,,,,,,,,,,,,,,
300,PT03M32.00S,2022-10-20T03:00:26.4Z,2,REGULAR,substitution,in,[],1626174,,,1610612756,33,52,2022-10-20T03:00:46Z,2940000,,,0,,SUB in: C. Wood,[1626174],1610612742.0,DAL,,,,Wood,C. Wood,,,,,,,,,,,,,,,,,,,,,,,,,,
301,PT03M32.00S,2022-10-20T03:00:49.2Z,2,REGULAR,freethrow,1 of 1,[],1628969,,,1610612756,34,52,2022-10-20T03:00:49Z,2950000,,,0,,M. Bridges Free Throw 1 of 1 (6 PTS),[1628969],1610612756.0,PHX,,,,Bridges,M. Bridges,,,,,,,,,Made,,,,,6.0,,,,,,,,,,,,
302,PT03M17.00S,2022-10-20T03:01:08.9Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629111,,,1610612742,34,52,2022-10-20T03:01:19Z,2960000,,,0,,J. Landale shooting personal FOUL (3 PF) (Doncic 2 FT),"[1629111, 1629029]",1610612756.0,PHX,shooting,,,Landale,J. Landale,,,,,1204.0,Restricted Area,0-8 Center,,,,,,,,,,,3.0,0.0,Doncic,1629029.0,,,,,
304,PT03M17.00S,2022-10-20T03:01:39.8Z,2,REGULAR,freethrow,1 of 2,[],1629029,,,1610612742,34,53,2022-10-20T03:01:39Z,2980000,,,0,,L. Doncic Free Throw 1 of 2 (16 PTS),[1629029],1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,,,,,Made,,,,,16.0,,,,,,,,,,,,
305,PT03M17.00S,2022-10-20T03:02:00.4Z,2,REGULAR,freethrow,2 of 2,[],1629029,,,1610612742,34,54,2022-10-20T03:02:00Z,2990000,,,0,,L. Doncic Free Throw 2 of 2 (17 PTS),[1629029],1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,,,,,Made,,,,,17.0,,,,,,,,,,,,
307,PT03M03.00S,2022-10-20T03:02:30.7Z,2,REGULAR,foul,technical,['1freethrow'],1627827,,,1610612756,34,54,2022-10-20T03:02:39Z,3010000,,,0,,D. Finney-Smith defensive-3-second technical FOUL (1 Tech),[1627827],1610612742.0,DAL,defensive-3-second,,,Finney-Smith,D. Finney-Smith,,,,,2715.0,Restricted Area,0-8 Center,,,,,,,,,,,0.0,1.0,,,,,,,
308,PT03M03.00S,2022-10-20T03:02:42.3Z,2,REGULAR,freethrow,1 of 1,[],1626164,,,1610612756,35,54,2022-10-20T03:02:42Z,3020000,,,0,,D. Booker technical Free Throw 1 of 1 (13 PTS),[1626164],1610612756.0,PHX,technical,,,Booker,D. Booker,,,,,,,,,Made,,,,,13.0,,,,,,,,,,,,
309,PT02M55.00S,2022-10-20T03:03:04.3Z,2,REGULAR,3pt,Jump Shot,[],1629661,86.67871222076215,96.07843137254902,1610612756,38,54,2022-10-20T03:03:08Z,3030000,230.0,73.0,1,right,C. Johnson 24' 3PT  (7 PTS) (D. Booker 2 AST),"[1629661, 1626164]",1610612756.0,PHX,,,,Johnson,C. Johnson,,,,,,Right Corner 3,24+ Right,24.16,Made,,,,,7.0,,,,,,,,D. Booker,1626164.0,2.0,,
319,PT02M40.00S,2022-10-20T03:03:33.2Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1626174,5.387647831800263,49.28768382352941,1610612742,38,54,2022-10-20T03:07:25Z,3075000,4.0,-2.0,1,left,MISS C. Wood cutting Layup - blocked,"[1626174, 1629661]",1610612742.0,DAL,cutting,,,Wood,C. Wood,,,,,,Restricted Area,0-8 Center,0.41,Missed,,,,,,,,,,,,,,,,Johnson,1629661.0
320,PT02M40.00S,2022-10-20T03:03:33.2Z,2,REGULAR,block,,[],1629661,,,1610612742,38,54,2022-10-20T03:07:25Z,3077500,,,0,,C. Johnson BLOCK (1 BLK),[1629661],1610612756.0,PHX,,,,Johnson,C. Johnson,,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,
321,PT02M40.00S,2022-10-20T03:03:33.2Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612756,38,54,2022-10-20T03:07:25Z,3078750,,,0,,TEAM defensive REBOUND,[],1610612756.0,PHX,,,,,,,,,,,Restricted Area,0-8 Center,,,319.0,,,,,,,,,,,,,,,,
314,PT02M40.00S,2022-10-20T03:03:47.1Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612756,38,54,2022-10-20T03:09:56Z,3080000,,,0,,PHX Timeout,[],1610612756.0,PHX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
316,PT02M40.00S,2022-10-20T03:07:03.8Z,2,REGULAR,substitution,out,[],1626166,,,1610612756,38,54,2022-10-20T03:07:25Z,3100000,,,0,,SUB out: C. Payne,[1626166],1610612756.0,PHX,,,,Payne,C. Payne,,,,,,,,,,,,,,,,,,,,,,,,,,
317,PT02M40.00S,2022-10-20T03:07:03.8Z,2,REGULAR,substitution,in,[],101108,,,1610612756,38,54,2022-10-20T03:07:25Z,3110000,,,0,,SUB in: C. Paul,[101108],1610612756.0,PHX,,,,Paul,C. Paul,,,,,,,,,,,,,,,,,,,,,,,,,,
318,PT02M32.00S,2022-10-20T03:07:21.3Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",203915,,,1610612756,38,54,2022-10-20T03:07:31Z,3120000,,,0,,S. Dinwiddie personal FOUL (2 PF) (Landale 2 FT),"[203915, 1629111]",1610612742.0,DAL,,,,Dinwiddie,S. Dinwiddie,,,,,2715.0,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,2.0,0.0,Landale,1629111.0,,,,,
323,PT02M32.00S,2022-10-20T03:07:55.6Z,2,REGULAR,freethrow,1 of 2,[],1629111,,,1610612756,39,54,2022-10-20T03:08:16Z,3140000,,,0,,J. Landale Free Throw 1 of 2 (5 PTS),[1629111],1610612756.0,PHX,,,,Landale,J. Landale,,,,,,,,,Made,,,,,5.0,,,,,,,,,,,,
324,PT02M32.00S,2022-10-20T03:07:55.6Z,2,REGULAR,freethrow,2 of 2,[],1629111,,,1610612756,39,54,2022-10-20T03:08:16Z,3150000,,,0,,MISS J. Landale Free Throw 2 of 2,[1629111],1610612756.0,PHX,,,,Landale,J. Landale,,,,,,,,,Missed,,,,,,,,,,,,,,,,,
325,PT02M30.00S,2022-10-20T03:07:57.6Z,2,REGULAR,rebound,defensive,[],1629029,,,1610612742,39,54,2022-10-20T03:08:16Z,3160000,,,0,,L. Doncic REBOUND (Off:0 Def:5),[1629029],1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,,,,,,324.0,5.0,5.0,0.0,,,,,,,,,,,,,
326,PT02M10.00S,2022-10-20T03:08:30.1Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1626174,5.732588699080158,48.529411764705884,1610612742,39,56,2022-10-20T03:08:33Z,3170000,7.0,1.0,1,left,C. Wood cutting DUNK (9 PTS) (S. Dinwiddie 1 AST),"[1626174, 203915]",1610612742.0,DAL,cutting,,,Wood,C. Wood,,,,,,Restricted Area,0-8 Center,0.75,Made,,,,,9.0,,,,,,,,S. Dinwiddie,203915.0,1.0,,
328,PT02M00.00S,2022-10-20T03:08:43.1Z,2,REGULAR,foul,offensive,['inpenalty'],1629111,,,1610612756,39,56,2022-10-20T03:08:53Z,3190000,,,0,,J. Landale offensive FOUL (4 PF),"[1629111, 203915]",1610612756.0,PHX,,,,Landale,J. Landale,,,,,2715.0,Mid-Range,16-24 Center,,,,,,,,,,,4.0,0.0,Dinwiddie,203915.0,,,,,
330,PT02M00.00S,2022-10-20T03:08:43.1Z,2,REGULAR,turnover,offensive foul,[],1629111,,,1610612756,39,56,2022-10-20T03:08:43Z,3210000,,,0,,J. Landale offensive foul TURNOVER (1 TO),[1629111],1610612756.0,PHX,,,,Landale,J. Landale,,,,,2715.0,Mid-Range,16-24 Center,,,,,,,,1.0,,,,,,,,,,,
331,PT02M00.00S,2022-10-20T03:09:00.5Z,2,REGULAR,substitution,out,[],1629111,,,1610612742,39,56,2022-10-20T03:09:04Z,3220000,,,0,,SUB out: J. Landale,[1629111],1610612756.0,PHX,,,,Landale,J. Landale,,,,,,,,,,,,,,,,,,,,,,,,,,
332,PT02M00.00S,2022-10-20T03:09:00.5Z,2,REGULAR,substitution,in,[],202687,,,1610612742,39,56,2022-10-20T03:09:04Z,3230000,,,0,,SUB in: B. Biyombo,[202687],1610612756.0,PHX,,,,Biyombo,B. Biyombo,,,,,,,,,,,,,,,,,,,,,,,,,,
333,PT01M45.00S,2022-10-20T03:09:29.6Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1626174,32.013797634691194,42.8921568627451,1610612742,39,56,2022-10-20T03:09:33Z,3240000,36.0,248.0,1,left,MISS C. Wood 25' bank 3PT,[1626174],1610612742.0,DAL,bank,,,Wood,C. Wood,,,,,,Above the Break 3,24+ Center,25.09,Missed,,,,,,,,,,,,,,,,,
334,PT01M43.00S,2022-10-20T03:09:31.6Z,2,REGULAR,rebound,defensive,[],101108,,,1610612756,39,56,2022-10-20T03:09:33Z,3250000,,,0,,C. Paul REBOUND (Off:0 Def:1),[101108],1610612756.0,PHX,,,,Paul,C. Paul,,,,,,Above the Break 3,24+ Center,,,333.0,1.0,1.0,0.0,,,,,,,,,,,,,
335,PT01M30.00S,2022-10-20T03:09:44.9Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],202687,83.78777923784494,46.32352941176471,1610612756,39,56,2022-10-20T03:09:48Z,3260000,-18.0,100.0,1,right,MISS B. Biyombo 10' turnaround Hook,[202687],1610612756.0,PHX,turnaround,,,Biyombo,B. Biyombo,,,,,,In The Paint (Non-RA),8-16 Center,10.16,Missed,,,,,,,,,,,,,,,,,
336,PT01M27.00S,2022-10-20T03:09:47.9Z,2,REGULAR,rebound,defensive,[],1626174,,,1610612742,39,56,2022-10-20T03:09:48Z,3270000,,,0,,C. Wood REBOUND (Off:0 Def:4),[1626174],1610612742.0,DAL,,,,Wood,C. Wood,,,,,,In The Paint (Non-RA),8-16 Center,,,335.0,4.0,4.0,0.0,,,,,,,,,,,,,
337,PT01M18.00S,2022-10-20T03:09:57.0Z,2,REGULAR,3pt,Jump Shot,[],203915,4.5499342969776615,4.411764705882353,1610612742,39,59,2022-10-20T03:10:01Z,3280000,228.0,-10.0,1,left,S. Dinwiddie 3PT  (13 PTS) (R. Bullock 1 AST),"[203915, 203493]",1610612742.0,DAL,,,,Dinwiddie,S. Dinwiddie,,,,,,Right Corner 3,24+ Right,22.81,Made,,,,,13.0,,,,,,,,R. Bullock,203493.0,1.0,,
339,PT01M05.00S,2022-10-20T03:10:11.5Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",203915,,,1610612756,39,59,2022-10-20T03:10:23Z,3300000,,,0,,S. Dinwiddie shooting personal FOUL (3 PF) (Booker 2 FT),"[203915, 1626164]",1610612742.0,DAL,shooting,,,Dinwiddie,S. Dinwiddie,,,,,204058.0,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,3.0,0.0,Booker,1626164.0,,,,,
341,PT01M05.00S,2022-10-20T03:10:35.1Z,2,REGULAR,freethrow,1 of 2,[],1626164,,,1610612756,40,59,2022-10-20T03:10:35Z,3320000,,,0,,D. Booker Free Throw 1 of 2 (14 PTS),[1626164],1610612756.0,PHX,,,,Booker,D. Booker,,,,,,,,,Made,,,,,14.0,,,,,,,,,,,,
342,PT01M05.00S,2022-10-20T03:10:36.0Z,2,REGULAR,substitution,out,[],203915,,,1610612756,40,59,2022-10-20T03:10:52Z,3330000,,,0,,SUB out: S. Dinwiddie,[203915],1610612742.0,DAL,,,,Dinwiddie,S. Dinwiddie,,,,,,,,,,,,,,,,,,,,,,,,,,
343,PT01M05.00S,2022-10-20T03:10:36.0Z,2,REGULAR,substitution,in,[],203501,,,1610612756,40,59,2022-10-20T03:10:52Z,3340000,,,0,,SUB in: T. Hardaway Jr.,[203501],1610612742.0,DAL,,,,Hardaway Jr.,T. Hardaway Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
344,PT01M05.00S,2022-10-20T03:10:54.3Z,2,REGULAR,freethrow,2 of 2,[],1626164,,,1610612756,41,59,2022-10-20T03:10:54Z,3350000,,,0,,D. Booker Free Throw 2 of 2 (15 PTS),[1626164],1610612756.0,PHX,,,,Booker,D. Booker,,,,,,,,,Made,,,,,15.0,,,,,,,,,,,,
345,PT00M47.70S,2022-10-20T03:11:15.2Z,2,REGULAR,foul,personal,"['inpenalty', '3freethrow']",202687,,,1610612742,41,59,2022-10-20T03:11:27Z,3360000,,,0,,B. Biyombo shooting personal FOUL (2 PF) (Doncic 3 FT),"[202687, 1629029]",1610612756.0,PHX,shooting,,,Biyombo,B. Biyombo,,,,,2715.0,Left Corner 3,24+ Left,,,,,,,,,,,2.0,0.0,Doncic,1629029.0,,,,,
347,PT00M47.70S,2022-10-20T03:12:04.3Z,2,REGULAR,freethrow,1 of 3,[],1629029,,,1610612742,41,60,2022-10-20T03:12:04Z,3380000,,,0,,L. Doncic Free Throw 1 of 3 (18 PTS),[1629029],1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,,,,,Made,,,,,18.0,,,,,,,,,,,,
348,PT00M47.70S,2022-10-20T03:12:24.6Z,2,REGULAR,freethrow,2 of 3,[],1629029,,,1610612742,41,61,2022-10-20T03:12:24Z,3390000,,,0,,L. Doncic Free Throw 2 of 3 (19 PTS),[1629029],1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,,,,,Made,,,,,19.0,,,,,,,,,,,,
349,PT00M47.70S,2022-10-20T03:12:43.7Z,2,REGULAR,freethrow,3 of 3,[],1629029,,,1610612742,41,62,2022-10-20T03:12:43Z,3400000,,,0,,L. Doncic Free Throw 3 of 3 (20 PTS),[1629029],1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,,,,,Made,,,,,20.0,,,,,,,,,,,,
350,PT00M27.70S,2022-10-20T03:13:05.5Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1628969,90.22667542706965,50.0,1610612756,43,62,2022-10-20T03:13:09Z,3410000,0.0,39.0,1,right,M. Bridges driving finger roll Layup (8 PTS) (D. Booker 3 AST),"[1628969, 1626164]",1610612756.0,PHX,driving finger roll,,,Bridges,M. Bridges,,,,,,Restricted Area,0-8 Center,3.94,Made,,,,,8.0,,,,,,,,D. Booker,1626164.0,3.0,,
352,PT00M06.50S,2022-10-20T03:13:28.9Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1627827,5.863994743758213,50.245098039215684,1610612742,43,62,2022-10-20T03:13:34Z,3430000,-1.0,3.0,1,left,MISS D. Finney-Smith cutting DUNK - blocked,"[1627827, 1629661]",1610612742.0,DAL,cutting,,,Finney-Smith,D. Finney-Smith,,,,,,Restricted Area,0-8 Center,0.29,Missed,,,,,,,,,,,,,,,,Johnson,1629661.0
