actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
2,PT12M00.00S,2023-01-31T02:10:36.3Z,1,REGULAR,period,start,[],0,,,0,0,0,2023-01-31T02:10:36Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M56.00S,2023-01-31T02:10:39.5Z,1,REGULAR,jumpball,recovered,[],1628470,,,1610612756,0,0,2023-01-31T02:10:39Z,40000,False,,,0,,Jump Ball D. Ayton vs. S. Barnes: Tip to T. Craig,"[1628470, 1629028, 1630567]",1610612756.0,PHX,startperiod,T. Craig,1628470.0,Craig,T. Craig,Ayton,1629028.0,Barnes,1630567.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M45.00S,2023-01-31T02:10:51.1Z,1,REGULAR,3pt,Jump Shot,[],1629661,76.03482260183968,88.48039215686273,1610612756,0,0,2023-01-31T02:10:59Z,70000,False,192.0,173.0,1,right,MISS C. Johnson 25' 3PT,[1629661],1610612756.0,PHX,,,,Johnson,C. Johnson,,,,,Above the Break 3,24+ Right Center,25.86,Missed,,,,,,,,,,,,,,,,,,
8,PT11M40.00S,2023-01-31T02:10:56.1Z,1,REGULAR,rebound,defensive,[],1630173,,,1610612761,0,0,2023-01-31T02:10:59Z,80000,False,,,0,,P. Achiuwa REBOUND (Off:0 Def:1),[1630173],1610612761.0,TOR,,,,Achiuwa,P. Achiuwa,,,,,Above the Break 3,24+ Right Center,,,7.0,1.0,1.0,0.0,,,,,,,,,,,,,,
9,PT11M32.00S,2023-01-31T02:11:03.3Z,1,REGULAR,2pt,Jump Shot,[],1627783,28.07161629434954,52.94117647058824,1610612761,0,0,2023-01-31T02:11:10Z,90000,False,-15.0,211.0,1,left,MISS P. Siakam 21' pullup Shot,[1627783],1610612761.0,TOR,pullup,,,Siakam,P. Siakam,,,,,Mid-Range,16-24 Center,21.19,Missed,,,,,,,,,,,,,,,,,,
10,PT11M28.00S,2023-01-31T02:11:07.3Z,1,REGULAR,rebound,defensive,[],1628969,,,1610612756,0,0,2023-01-31T02:11:10Z,100000,False,,,0,,M. Bridges REBOUND (Off:0 Def:1),[1628969],1610612756.0,PHX,,,,Bridges,M. Bridges,,,,,Mid-Range,16-24 Center,,,9.0,1.0,1.0,0.0,,,,,,,,,,,,,,
11,PT11M24.00S,2023-01-31T02:11:11.5Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1629661,76.2976346911958,87.5,1610612756,0,0,2023-01-31T02:11:35Z,110000,False,188.0,170.0,1,right,MISS C. Johnson 25' running 3PT,[1629661],1610612756.0,PHX,running,,,Johnson,C. Johnson,,,,,Above the Break 3,24+ Right Center,25.33,Missed,,,,,,,,,,,,,,,,,,
12,PT11M19.00S,2023-01-31T02:11:16.5Z,1,REGULAR,rebound,defensive,[],1627832,,,1610612761,0,0,2023-01-31T02:11:20Z,120000,False,,,0,,F. VanVleet REBOUND (Off:0 Def:1),[1627832],1610612761.0,TOR,,,,VanVleet,F. VanVleet,,,,,Above the Break 3,24+ Right Center,,,11.0,1.0,1.0,0.0,,,,,,,,,,,,,,
13,PT11M18.00S,2023-01-31T02:11:17.8Z,1,REGULAR,turnover,bad pass,[],1627832,,,1610612761,0,0,2023-01-31T02:11:23Z,130000,False,,,0,,F. VanVleet bad pass TURNOVER (1 TO),"[1627832, 1628969]",1610612761.0,TOR,,,,VanVleet,F. VanVleet,,,,,Above the Break 3,24+ Left Center,,,,,,,1.0,Bridges,1628969.0,,,,,,,,,,,
14,PT11M18.00S,2023-01-31T02:11:17.8Z,1,REGULAR,steal,,[],1628969,,,1610612756,0,0,2023-01-31T02:11:19Z,140000,False,,,0,,M. Bridges STEAL (1 STL),[1628969],1610612756.0,PHX,,,,Bridges,M. Bridges,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,,,,,
15,PT11M13.00S,2023-01-31T02:11:22.5Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1628969,93.24901445466492,50.98039215686274,1610612756,2,0,2023-01-31T02:11:32Z,150000,False,5.0,11.0,1,right,M. Bridges running Layup (2 PTS) (C. Paul 1 AST),"[1628969, 101108]",1610612756.0,PHX,running,,,Bridges,M. Bridges,,,,,Restricted Area,0-8 Center,1.2,Made,,,,,,,,2.0,C. Paul,101108.0,1.0,,,,,,,
17,PT10M55.00S,2023-01-31T02:11:40.4Z,1,REGULAR,2pt,Jump Shot,[],1630567,5.469776609724048,78.67647058823529,1610612761,2,0,2023-01-31T02:11:46Z,170000,False,-143.0,-1.0,1,left,MISS S. Barnes 14' step back Shot,[1630567],1610612761.0,TOR,step back,,,Barnes,S. Barnes,,,,,Mid-Range,8-16 Left,14.34,Missed,,,,,,,,,,,,,,,,,,
18,PT10M52.00S,2023-01-31T02:11:43.4Z,1,REGULAR,rebound,defensive,[],1628470,,,1610612756,2,0,2023-01-31T02:11:46Z,180000,False,,,0,,T. Craig REBOUND (Off:0 Def:1),[1628470],1610612756.0,PHX,,,,Craig,T. Craig,,,,,Mid-Range,8-16 Left,,,17.0,1.0,1.0,0.0,,,,,,,,,,,,,,
19,PT10M32.00S,2023-01-31T02:12:03.2Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1629028,90.75229960578186,43.13725490196079,1610612756,4,0,2023-01-31T02:12:11Z,190000,False,-34.0,34.0,1,right,D. Ayton Hook (2 PTS) (M. Bridges 1 AST),"[1629028, 1628969]",1610612756.0,PHX,,,,Ayton,D. Ayton,,,,,In The Paint (Non-RA),0-8 Center,4.86,Made,,,,,,,,2.0,M. Bridges,1628969.0,1.0,,,,,,,
21,PT10M10.00S,2023-01-31T02:12:27.5Z,1,REGULAR,foul,personal,['2freethrow'],101108,,,1610612761,4,0,2023-01-31T02:12:49Z,210000,False,,,0,,C. Paul shooting personal FOUL (1 PF) (VanVleet 2 FT),"[101108, 1627832]",1610612756.0,PHX,shooting,,,Paul,C. Paul,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,2005.0,1.0,0.0,VanVleet,1627832.0,,
23,PT10M10.00S,2023-01-31T02:12:50.1Z,1,REGULAR,freethrow,1 of 2,[],1627832,,,1610612761,4,1,2023-01-31T02:12:50Z,230000,False,,,0,,F. VanVleet Free Throw 1 of 2 (1 PTS),[1627832],1610612761.0,TOR,,,,VanVleet,F. VanVleet,,,,,,,,Made,,,,,,,,1.0,,,,,,,,,,
24,PT10M10.00S,2023-01-31T02:13:08.5Z,1,REGULAR,freethrow,2 of 2,[],1627832,,,1610612761,4,2,2023-01-31T02:13:08Z,240000,False,,,0,,F. VanVleet Free Throw 2 of 2 (2 PTS),[1627832],1610612761.0,TOR,,,,VanVleet,F. VanVleet,,,,,,,,Made,,,,,,,,2.0,,,,,,,,,,
25,PT09M55.00S,2023-01-31T02:13:27.7Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629028,91.5407358738502,56.127450980392155,1610612756,4,2,2023-01-31T02:13:34Z,250000,False,31.0,27.0,1,right,MISS D. Ayton turnaround Shot - blocked,"[1629028, 1630567]",1610612756.0,PHX,turnaround,,,Ayton,D. Ayton,,,,,Restricted Area,0-8 Center,4.08,Missed,,,,,,,,,,,,,,,,,Barnes,1630567.0
26,PT09M55.00S,2023-01-31T02:13:27.7Z,1,REGULAR,block,,[],1630567,,,1610612756,4,2,2023-01-31T02:13:31Z,260000,False,,,0,,S. Barnes BLOCK (1 BLK),[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
