actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,pointsTotal,officialId,assistPlayerNameInitial,assistPersonId,assistTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
86,PT05M31.00S,2024-11-18T00:26:13.3Z,1,REGULAR,3pt,Jump Shot,[],1628404,76.42904073587385,9.558823529411764,1610612752,13,13,2024-11-18T00:26:55Z,840000,False,-202.0,169.0,1,right,MISS J. Hart 26' pullup 3PT,[1628404],1610612752.0,NYK,pullup,,,Hart,J. Hart,,,,,Above the Break 3,24+ Left Center,26.36,Missed,,,,,,,,,,,,,,,,,,
87,PT05M28.00S,2024-11-18T00:26:16.3Z,1,REGULAR,rebound,offensive,[],1628384,,,1610612752,13,13,2024-11-18T00:26:16Z,850000,False,,,0,,O. Anunoby REBOUND (Off:1 Def:1),[1628384],1610612752.0,NYK,,,,Anunoby,O. Anunoby,,,,,Above the Break 3,24+ Left Center,,,86.0,2.0,1.0,1.0,,,,,,,,,,,,,,
88,PT05M25.00S,2024-11-18T00:26:19.4Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1628969,66.96780551905388,59.55882352941176,1610612752,13,13,2024-11-18T00:26:23Z,860000,False,48.0,258.0,1,right,MISS M. Bridges 26' 3PT,[1628969],1610612752.0,NYK,,,,Bridges,M. Bridges,,,,,Above the Break 3,24+ Center,26.24,Missed,,,,,,,,,,,,,,,,,,
89,PT05M23.00S,2024-11-18T00:26:21.4Z,1,REGULAR,rebound,defensive,[],1630533,,,1610612751,13,13,2024-11-18T00:26:28Z,870000,False,,,0,,Z. Williams REBOUND (Off:0 Def:1),[1630533],1610612751.0,BKN,,,,Williams,Z. Williams,,,,,Above the Break 3,24+ Center,,,88.0,1.0,1.0,0.0,,,,,,,,,,,,,,
90,PT05M10.00S,2024-11-18T00:26:36.4Z,1,REGULAR,foul,personal,['2freethrow'],1630579,,,1610612751,13,13,2024-11-18T00:26:46Z,880000,False,,,0,,J. Sims shooting personal FOUL (1 PF) (Watford 2 FT),"[1630579, 1630570]",1610612752.0,NYK,shooting,,,Sims,J. Sims,,,,,Restricted Area,0-8 Center,,,,,,,,,,,1627524.0,,,,1.0,0.0,Watford,1630570.0,,
92,PT05M10.00S,2024-11-18T00:26:36.4Z,1,REGULAR,substitution,out,[],1627827,,,1610612751,13,13,2024-11-18T00:27:06Z,900000,False,,,0,,SUB out: D. Finney-Smith,[1627827],1610612751.0,BKN,,,,Finney-Smith,D. Finney-Smith,,,,,,,,,,,,,,,,,,,,,,,,,,
93,PT05M10.00S,2024-11-18T00:26:36.4Z,1,REGULAR,substitution,in,[],1641730,,,1610612751,13,13,2024-11-18T00:27:06Z,910000,False,,,0,,SUB in: N. Clowney,[1641730],1610612751.0,BKN,,,,Clowney,N. Clowney,,,,,,,,,,,,,,,,,,,,,,,,,,
94,PT05M10.00S,2024-11-18T00:27:07.1Z,1,REGULAR,violation,delay-of-game,['team'],0,,,1610612751,13,13,2024-11-18T00:27:09Z,920000,False,,,0,,TEAM delay-of-game VIOLATION,[],1610612751.0,BKN,,,,,,,,,,,,,,,,,,,,,,1146.0,,,,,,,,,
95,PT05M10.00S,2024-11-18T00:27:25.8Z,1,REGULAR,freethrow,1 of 2,[],1630570,,,1610612751,13,14,2024-11-18T00:27:25Z,930000,False,,,0,,T. Watford Free Throw 1 of 2 (1 PTS),[1630570],1610612751.0,BKN,,,,Watford,T. Watford,,,,,,,,Made,,,,,,,,1.0,,,,,,,,,,
96,PT05M10.00S,2024-11-18T00:27:37.5Z,1,REGULAR,freethrow,2 of 2,[],1630570,,,1610612751,13,15,2024-11-18T00:27:37Z,940000,False,,,0,,T. Watford Free Throw 2 of 2 (2 PTS),[1630570],1610612751.0,BKN,,,,Watford,T. Watford,,,,,,,,Made,,,,,,,,2.0,,,,,,,,,,
97,PT04M56.00S,2024-11-18T00:27:56.3Z,1,REGULAR,foul,personal,['2freethrow'],1630533,,,1610612752,13,15,2024-11-18T00:28:10Z,950000,False,,,0,,Z. Williams shooting personal FOUL (1 PF) (Brunson 2 FT),"[1630533, 1628973]",1610612751.0,BKN,shooting,,,Williams,Z. Williams,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,,,,,1627524.0,,,,1.0,0.0,Brunson,1628973.0,,
99,PT04M56.00S,2024-11-18T00:28:26.1Z,1,REGULAR,freethrow,1 of 2,[],1628973,,,1610612752,14,15,2024-11-18T00:28:26Z,970000,False,,,0,,J. Brunson Free Throw 1 of 2 (1 PTS),[1628973],1610612752.0,NYK,,,,Brunson,J. Brunson,,,,,,,,Made,,,,,,,,1.0,,,,,,,,,,
100,PT04M56.00S,2024-11-18T00:28:46.4Z,1,REGULAR,freethrow,2 of 2,[],1628973,,,1610612752,15,15,2024-11-18T00:28:46Z,980000,False,,,0,,J. Brunson Free Throw 2 of 2 (2 PTS),[1628973],1610612752.0,NYK,,,,Brunson,J. Brunson,,,,,,,,Made,,,,,,,,2.0,,,,,,,,,,
101,PT04M47.00S,2024-11-18T00:28:59.1Z,1,REGULAR,foul,personal,[],1628384,,,1610612751,15,15,2024-11-18T00:29:03Z,990000,False,,,0,,O. Anunoby personal FOUL (1 PF),"[1628384, 1630560]",1610612752.0,NYK,,,,Anunoby,O. Anunoby,,,,,Above the Break 3,24+ Center,,,,,,,,,,,1146.0,,,,1.0,0.0,Thomas,1630560.0,,
103,PT04M47.00S,2024-11-18T00:28:59.2Z,1,REGULAR,substitution,out,[],1628969,,,1610612751,15,15,2024-11-18T00:29:09Z,1010000,False,,,0,,SUB out: M. Bridges,[1628969],1610612752.0,NYK,,,,Bridges,M. Bridges,,,,,,,,,,,,,,,,,,,,,,,,,,
104,PT04M47.00S,2024-11-18T00:28:59.2Z,1,REGULAR,substitution,in,[],1626166,,,1610612751,15,15,2024-11-18T00:29:09Z,1020000,False,,,0,,SUB in: C. Payne,[1626166],1610612752.0,NYK,,,,Payne,C. Payne,,,,,,,,,,,,,,,,,,,,,,,,,,
105,PT04M39.00S,2024-11-18T00:29:32.7Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630560,10.988830486202366,62.00980392156863,1610612751,15,17,2024-11-18T00:29:36Z,1030000,False,-60.0,51.0,1,left,C. Thomas 7' driving floating Jump Shot (4 PTS),[1630560],1610612751.0,BKN,driving floating,,,Thomas,C. Thomas,,,,,In The Paint (Non-RA),0-8 Center,7.86,Made,,,,,,,,4.0,,,,,,,,,,
106,PT04M21.00S,2024-11-18T00:29:49.9Z,1,REGULAR,3pt,Jump Shot,[],1628384,84.44480946123521,97.30392156862744,1610612752,18,17,2024-11-18T00:29:54Z,1040000,False,237.0,94.0,1,right,O. Anunoby 25' 3PT step back (6 PTS) (J. Brunson 3 AST),"[1628384, 1628973]",1610612752.0,NYK,step back,,,Anunoby,O. Anunoby,,,,,Above the Break 3,24+ Right,25.44,Made,,,,,,,,6.0,,J. Brunson,1628973.0,3.0,,,,,,
107,PT04M00.00S,2024-11-18T00:30:11.4Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630560,14.273981603153747,46.07843137254902,1610612751,18,17,2024-11-18T00:30:33Z,1050000,False,20.0,82.0,1,left,MISS C. Thomas 8' driving floating Shot,[1630560],1610612751.0,BKN,driving floating,,,Thomas,C. Thomas,,,,,In The Paint (Non-RA),8-16 Center,8.4,Missed,,,,,,,,,,,,,,,,,,
108,PT03M59.00S,2024-11-18T00:30:12.4Z,1,REGULAR,rebound,offensive,[],1630560,,,1610612751,18,17,2024-11-18T00:30:18Z,1060000,False,,,0,,C. Thomas REBOUND (Off:1 Def:3),[1630560],1610612751.0,BKN,,,,Thomas,C. Thomas,,,,,In The Paint (Non-RA),8-16 Center,,,107.0,4.0,3.0,1.0,,,,,,,,,,,,,,
109,PT03M59.00S,2024-11-18T00:30:20.2Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630579,,,1610612751,18,17,2024-11-18T00:30:26Z,1070000,False,,,0,,J. Sims shooting personal FOUL (2 PF) (Thomas 2 FT),"[1630579, 1630560]",1610612752.0,NYK,shooting,,,Sims,J. Sims,,,,,Mid-Range,8-16 Right,,,,,,,,,,,1627524.0,,,,2.0,0.0,Thomas,1630560.0,,
112,PT03M59.00S,2024-11-18T00:30:30.8Z,1,REGULAR,substitution,out,[],1629661,,,1610612751,18,17,2024-11-18T00:30:45Z,1085000,False,,,0,,SUB out: C. Johnson,[1629661],1610612751.0,BKN,,,,Johnson,C. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,
113,PT03M59.00S,2024-11-18T00:30:30.8Z,1,REGULAR,substitution,in,[],1630592,,,1610612751,18,17,2024-11-18T00:30:45Z,1087500,False,,,0,,SUB in: J. Wilson,[1630592],1610612751.0,BKN,,,,Wilson,J. Wilson,,,,,,,,,,,,,,,,,,,,,,,,,,
111,PT03M59.00S,2024-11-18T00:30:41.4Z,1,REGULAR,freethrow,1 of 2,['2ndchance'],1630560,,,1610612751,18,18,2024-11-18T00:30:41Z,1090000,False,,,0,,C. Thomas Free Throw 1 of 2 (5 PTS),[1630560],1610612751.0,BKN,,,,Thomas,C. Thomas,,,,,,,,Made,,,,,,,,5.0,,,,,,,,,,
114,PT03M59.00S,2024-11-18T00:31:02.8Z,1,REGULAR,freethrow,2 of 2,['2ndchance'],1630560,,,1610612751,18,19,2024-11-18T00:31:02Z,1100000,False,,,0,,C. Thomas Free Throw 2 of 2 (6 PTS),[1630560],1610612751.0,BKN,,,,Thomas,C. Thomas,,,,,,,,Made,,,,,,,,6.0,,,,,,,,,,
115,PT03M41.00S,2024-11-18T00:31:20.5Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628404,81.42247043363994,52.94117647058824,1610612752,20,19,2024-11-18T00:31:23Z,1110000,False,15.0,122.0,1,right,J. Hart 12' driving floating Jump Shot (5 PTS) (J. Sims 1 AST),"[1628404, 1630579]",1610612752.0,NYK,driving floating,,,Hart,J. Hart,,,,,In The Paint (Non-RA),8-16 Center,12.3,Made,,,,,,,,5.0,,J. Sims,1630579.0,1.0,,,,,,
117,PT03M14.00S,2024-11-18T00:31:47.5Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630533,20.318659658344284,50.49019607843137,1610612751,20,21,2024-11-18T00:31:50Z,1130000,False,-2.0,138.0,1,left,Z. Williams 13' pullup Jump Shot (2 PTS) (C. Thomas 1 AST),"[1630533, 1630560]",1610612751.0,BKN,pullup,,,Williams,Z. Williams,,,,,In The Paint (Non-RA),8-16 Center,13.85,Made,,,,,,,,2.0,,C. Thomas,1630560.0,1.0,,,,,,
120,PT02M54.00S,2024-11-18T00:32:07.2Z,1,REGULAR,3pt,Jump Shot,[],1628973,68.54467805519053,67.8921568627451,1610612752,20,21,2024-11-18T00:32:32Z,1150000,False,89.0,243.0,1,right,MISS J. Brunson 25' pullup 3PT,[1628973],1610612752.0,NYK,pullup,,,Brunson,J. Brunson,,,,,Above the Break 3,24+ Right Center,25.91,Missed,,,,,,,,,,,,,,,,,,
121,PT02M51.00S,2024-11-18T00:32:10.2Z,1,REGULAR,rebound,defensive,[],1630570,,,1610612751,20,21,2024-11-18T00:32:12Z,1160000,False,,,0,,T. Watford REBOUND (Off:0 Def:2),[1630570],1610612751.0,BKN,,,,Watford,T. Watford,,,,,Above the Break 3,24+ Right Center,,,120.0,2.0,2.0,0.0,,,,,,,,,,,,,,
122,PT02M45.00S,2024-11-18T00:32:16.5Z,1,REGULAR,3pt,Jump Shot,[],1641730,28.991458607095925,22.54901960784314,1610612751,20,24,2024-11-18T00:32:19Z,1170000,False,137.0,220.0,1,left,N. Clowney 25' 3PT  (3 PTS) (T. Watford 1 AST),"[1641730, 1630570]",1610612751.0,BKN,,,,Clowney,N. Clowney,,,,,Above the Break 3,24+ Right Center,25.93,Made,,,,,,,,3.0,,T. Watford,1630570.0,1.0,,,,,,
124,PT02M38.00S,2024-11-18T00:32:28.3Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612752,20,24,2024-11-18T00:32:28Z,1190000,False,,,0,,NYK Timeout,[],1610612752.0,NYK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
125,PT02M38.00S,2024-11-18T00:32:28.4Z,1,REGULAR,substitution,out,[],1628404,,,1610612752,20,24,2024-11-18T00:35:06Z,1200000,False,,,0,,SUB out: J. Hart,[1628404],1610612752.0,NYK,,,,Hart,J. Hart,,,,,,,,,,,,,,,,,,,,,,,,,,
126,PT02M38.00S,2024-11-18T00:32:28.4Z,1,REGULAR,substitution,out,[],1630579,,,1610612752,20,24,2024-11-18T00:35:06Z,1210000,False,,,0,,SUB out: J. Sims,[1630579],1610612752.0,NYK,,,,Sims,J. Sims,,,,,,,,,,,,,,,,,,,,,,,,,,
127,PT02M38.00S,2024-11-18T00:32:28.4Z,1,REGULAR,substitution,out,[],1630560,,,1610612752,20,24,2024-11-18T00:35:06Z,1220000,False,,,0,,SUB out: C. Thomas,[1630560],1610612751.0,BKN,,,,Thomas,C. Thomas,,,,,,,,,,,,,,,,,,,,,,,,,,
128,PT02M38.00S,2024-11-18T00:32:28.4Z,1,REGULAR,substitution,out,[],1630570,,,1610612752,20,24,2024-11-18T00:35:06Z,1230000,False,,,0,,SUB out: T. Watford,[1630570],1610612751.0,BKN,,,,Watford,T. Watford,,,,,,,,,,,,,,,,,,,,,,,,,,
129,PT02M38.00S,2024-11-18T00:32:28.4Z,1,REGULAR,substitution,in,[],1626157,,,1610612752,20,24,2024-11-18T00:35:06Z,1240000,False,,,0,,SUB in: K. Towns,[1626157],1610612752.0,NYK,,,,Towns,K. Towns,,,,,,,,,,,,,,,,,,,,,,,,,,
130,PT02M38.00S,2024-11-18T00:32:28.4Z,1,REGULAR,substitution,in,[],1642359,,,1610612752,20,24,2024-11-18T00:35:06Z,1250000,False,,,0,,SUB in: P. Dadiet,[1642359],1610612752.0,NYK,,,,Dadiet,P. Dadiet,,,,,,,,,,,,,,,,,,,,,,,,,,
131,PT02M38.00S,2024-11-18T00:32:28.4Z,1,REGULAR,substitution,in,[],203471,,,1610612752,20,24,2024-11-18T00:35:06Z,1260000,False,,,0,,SUB in: D. Schröder,[203471],1610612751.0,BKN,,,,Schröder,D. Schröder,,,,,,,,,,,,,,,,,,,,,,,,,,
132,PT02M38.00S,2024-11-18T00:32:28.4Z,1,REGULAR,substitution,in,[],1630553,,,1610612752,20,24,2024-11-18T00:35:06Z,1270000,False,,,0,,SUB in: K. Johnson,[1630553],1610612751.0,BKN,,,,Johnson,K. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,
133,PT02M25.00S,2024-11-18T00:35:44.0Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",203471,,,1610612752,20,24,2024-11-18T00:35:57Z,1280000,False,,,0,,D. Schröder shooting personal FOUL (1 PF) (Brunson 2 FT),"[203471, 1628973]",1610612751.0,BKN,shooting,,,Schröder,D. Schröder,,,,,Mid-Range,8-16 Left,,,,,,,,,,,1146.0,,,,1.0,0.0,Brunson,1628973.0,,
135,PT02M25.00S,2024-11-18T00:36:14.1Z,1,REGULAR,freethrow,1 of 2,[],1628973,,,1610612752,21,24,2024-11-18T00:36:35Z,1300000,False,,,0,,J. Brunson Free Throw 1 of 2 (3 PTS),[1628973],1610612752.0,NYK,,,,Brunson,J. Brunson,,,,,,,,Made,,,,,,,,3.0,,,,,,,,,,
136,PT02M25.00S,2024-11-18T00:36:14.1Z,1,REGULAR,freethrow,2 of 2,[],1628973,,,1610612752,21,24,2024-11-18T00:36:35Z,1310000,False,,,0,,MISS J. Brunson Free Throw 2 of 2,[1628973],1610612752.0,NYK,,,,Brunson,J. Brunson,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
137,PT02M22.00S,2024-11-18T00:36:17.1Z,1,REGULAR,rebound,defensive,[],1630533,,,1610612751,21,24,2024-11-18T00:36:35Z,1320000,False,,,0,,Z. Williams REBOUND (Off:0 Def:2),[1630533],1610612751.0,BKN,,,,Williams,Z. Williams,,,,,,,,,136.0,2.0,2.0,0.0,,,,,,,,,,,,,,
138,PT02M10.00S,2024-11-18T00:36:46.4Z,1,REGULAR,3pt,Jump Shot,[],1641730,31.35676741130092,52.450980392156865,1610612751,21,27,2024-11-18T00:36:50Z,1330000,False,-12.0,242.0,1,left,N. Clowney 24' 3PT  (6 PTS) (D. Schröder 1 AST),"[1641730, 203471]",1610612751.0,BKN,,,,Clowney,N. Clowney,,,,,Above the Break 3,24+ Center,24.26,Made,,,,,,,,6.0,,D. Schröder,203471.0,1.0,,,,,,
140,PT01M52.00S,2024-11-18T00:37:04.9Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626157,85.62746386333771,50.98039215686274,1610612752,23,27,2024-11-18T00:37:07Z,1350000,False,5.0,83.0,1,right,K. Towns 8' driving floating Jump Shot (4 PTS) (C. Payne 1 AST),"[1626157, 1626166]",1610612752.0,NYK,driving floating,,,Towns,K. Towns,,,,,In The Paint (Non-RA),8-16 Center,8.27,Made,,,,,,,,4.0,,C. Payne,1626166.0,1.0,,,,,,
142,PT01M44.00S,2024-11-18T00:37:14.2Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1628973,,,1610612751,23,27,2024-11-18T00:37:23Z,1370000,False,,,0,,J. Brunson shooting personal FOUL (1 PF) (Williams 2 FT),"[1628973, 1630533]",1610612752.0,NYK,shooting,,,Brunson,J. Brunson,,,,,Restricted Area,0-8 Center,,,,,,,,,,,1146.0,,,,1.0,0.0,Williams,1630533.0,,
146,PT01M44.00S,2024-11-18T00:37:33.3Z,1,REGULAR,substitution,out,[],1628973,,,1610612751,23,27,2024-11-18T00:38:14Z,1385000,False,,,0,,SUB out: J. Brunson,[1628973],1610612752.0,NYK,,,,Brunson,J. Brunson,,,,,,,,,,,,,,,,,,,,,,,,,,
147,PT01M44.00S,2024-11-18T00:37:33.3Z,1,REGULAR,substitution,in,[],1628969,,,1610612751,23,27,2024-11-18T00:38:14Z,1387500,False,,,0,,SUB in: M. Bridges,[1628969],1610612752.0,NYK,,,,Bridges,M. Bridges,,,,,,,,,,,,,,,,,,,,,,,,,,
144,PT01M44.00S,2024-11-18T00:37:52.5Z,1,REGULAR,violation,delay-of-game,['team'],0,,,1610612751,23,27,2024-11-18T00:37:58Z,1390000,False,,,0,,TEAM delay-of-game VIOLATION,[],1610612752.0,NYK,,,,,,,,,,,,,,,,,,,,,,1146.0,,,,,,,,,
145,PT01M44.00S,2024-11-18T00:38:05.3Z,1,REGULAR,freethrow,1 of 2,[],1630533,,,1610612751,23,28,2024-11-18T00:38:05Z,1400000,False,,,0,,Z. Williams Free Throw 1 of 2 (3 PTS),[1630533],1610612751.0,BKN,,,,Williams,Z. Williams,,,,,,,,Made,,,,,,,,3.0,,,,,,,,,,
148,PT01M44.00S,2024-11-18T00:38:24.3Z,1,REGULAR,freethrow,2 of 2,[],1630533,,,1610612751,23,29,2024-11-18T00:38:24Z,1410000,False,,,0,,Z. Williams Free Throw 2 of 2 (4 PTS),[1630533],1610612751.0,BKN,,,,Williams,Z. Williams,,,,,,,,Made,,,,,,,,4.0,,,,,,,,,,
149,PT01M31.00S,2024-11-18T00:38:37.3Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1628384,94.69448094612353,51.225490196078425,1610612752,25,29,2024-11-18T00:38:40Z,1420000,False,6.0,-3.0,1,right,O. Anunoby alley-oop DUNK (8 PTS) (C. Payne 2 AST),"[1628384, 1626166]",1610612752.0,NYK,alley-oop,,,Anunoby,O. Anunoby,,,,,Restricted Area,0-8 Center,0.66,Made,,,,,,,,8.0,,C. Payne,1626166.0,2.0,,,,,,
151,PT01M13.00S,2024-11-18T00:38:55.4Z,1,REGULAR,3pt,Jump Shot,[],1641730,31.35676741130092,54.65686274509803,1610612751,25,29,2024-11-18T00:38:59Z,1440000,False,-23.0,242.0,1,left,MISS N. Clowney 24' 3PT,[1641730],1610612751.0,BKN,,,,Clowney,N. Clowney,,,,,Above the Break 3,24+ Center,24.34,Missed,,,,,,,,,,,,,,,,,,
152,PT01M10.00S,2024-11-18T00:38:58.4Z,1,REGULAR,rebound,defensive,[],1628384,,,1610612752,25,29,2024-11-18T00:38:59Z,1450000,False,,,0,,O. Anunoby REBOUND (Off:1 Def:2),[1628384],1610612752.0,NYK,,,,Anunoby,O. Anunoby,,,,,Above the Break 3,24+ Center,,,151.0,3.0,2.0,1.0,,,,,,,,,,,,,,
153,PT01M00.00S,2024-11-18T00:39:08.7Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1628384,93.64323258869908,47.05882352941176,1610612752,27,29,2024-11-18T00:39:19Z,1460000,False,-15.0,7.0,1,right,O. Anunoby reverse DUNK (10 PTS) (K. Towns 2 AST),"[1628384, 1626157]",1610612752.0,NYK,reverse,,,Anunoby,O. Anunoby,,,,,Restricted Area,0-8 Center,1.64,Made,,,,,,,,10.0,,K. Towns,1626157.0,2.0,,,,,,
155,PT00M43.10S,2024-11-18T00:39:30.3Z,1,REGULAR,turnover,traveling,[],1630592,,,1610612751,27,29,2024-11-18T00:39:34Z,1480000,False,,,0,,J. Wilson traveling TURNOVER (1 TO),[1630592],1610612751.0,BKN,,,,Wilson,J. Wilson,,,,,Above the Break 3,24+ Right Center,,,,,,,1.0,,,,1146.0,,,,,,,,,
156,PT00M43.10S,2024-11-18T00:39:30.4Z,1,REGULAR,substitution,out,[],1628384,,,1610612752,27,29,2024-11-18T00:39:39Z,1490000,False,,,0,,SUB out: O. Anunoby,[1628384],1610612752.0,NYK,,,,Anunoby,O. Anunoby,,,,,,,,,,,,,,,,,,,,,,,,,,
157,PT00M43.10S,2024-11-18T00:39:30.4Z,1,REGULAR,substitution,in,[],1628404,,,1610612752,27,29,2024-11-18T00:39:39Z,1500000,False,,,0,,SUB in: J. Hart,[1628404],1610612752.0,NYK,,,,Hart,J. Hart,,,,,,,,,,,,,,,,,,,,,,,,,,
158,PT00M32.80S,2024-11-18T00:39:57.9Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1626166,68.41327201051249,71.32352941176471,1610612752,30,29,2024-11-18T00:40:01Z,1510000,False,107.0,244.0,1,right,C. Payne 26' 3PT pullup (3 PTS),[1626166],1610612752.0,NYK,pullup,,,Payne,C. Payne,,,,,Above the Break 3,24+ Right Center,26.66,Made,,,,,,,,3.0,,,,,,,,,,
159,PT00M13.80S,2024-11-18T00:40:19.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203471,5.995400788436268,50.49019607843137,1610612751,30,29,2024-11-18T00:40:23Z,1520000,False,-2.0,4.0,1,left,MISS D. Schröder driving Layup,[203471],1610612751.0,BKN,driving,,,Schröder,D. Schröder,,,,,Restricted Area,0-8 Center,0.46,Missed,,,,,,,,,,,,,,,,,,
160,PT00M12.00S,2024-11-18T00:40:21.4Z,1,REGULAR,rebound,defensive,[],1628404,,,1610612752,30,29,2024-11-18T00:40:21Z,1530000,False,,,0,,J. Hart REBOUND (Off:0 Def:2),[1628404],1610612752.0,NYK,,,,Hart,J. Hart,,,,,Restricted Area,0-8 Center,,,159.0,2.0,2.0,0.0,,,,,,,,,,,,,,
161,PT00M00.90S,2024-11-18T00:40:34.3Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626157,82.60512483574244,59.31372549019608,1610612752,30,29,2024-11-18T00:40:42Z,1540000,False,47.0,111.0,1,right,MISS K. Towns 12' driving floating Shot,[1626157],1610612752.0,NYK,driving floating,,,Towns,K. Towns,,,,,In The Paint (Non-RA),8-16 Center,12.04,Missed,,,,,,,,,,,,,,,,,,
162,PT00M00.10S,2024-11-18T00:40:35.1Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612752,30,29,2024-11-18T00:40:42Z,1550000,False,,,0,,TEAM offensive REBOUND,[],1610612752.0,NYK,,,,,,,,,,In The Paint (Non-RA),8-16 Center,,,161.0,,,,,,,,,,,,,,,,,
163,PT00M00.00S,2024-11-18T00:40:37.6Z,1,REGULAR,period,end,[],0,,,1610612752,30,29,2024-11-18T00:40:37Z,1560000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
164,PT12M00.00S,2024-11-18T00:43:24.2Z,2,REGULAR,period,start,[],0,,,1610612751,30,29,2024-11-18T00:43:24Z,1570000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
165,PT11M49.00S,2024-11-18T00:43:35.0Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203471,8.623521681997373,36.51960784313725,1610612751,30,29,2024-11-18T00:44:35Z,1580000,False,67.0,29.0,1,left,MISS D. Schröder 7' driving floating Shot - blocked,"[203471, 1642359]",1610612751.0,BKN,driving floating,,,Schröder,D. Schröder,,,,,In The Paint (Non-RA),0-8 Center,7.32,Missed,,,,,,,,,,,,,,,,,Dadiet,1642359.0
166,PT11M49.00S,2024-11-18T00:43:35.0Z,2,REGULAR,block,,[],1642359,,,1610612751,30,29,2024-11-18T00:43:39Z,1590000,False,,,0,,P. Dadiet BLOCK (1 BLK),[1642359],1610612752.0,NYK,,,,Dadiet,P. Dadiet,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
167,PT11M48.00S,2024-11-18T00:43:36.0Z,2,REGULAR,rebound,offensive,[],1630592,,,1610612751,30,29,2024-11-18T00:43:42Z,1600000,False,,,0,,J. Wilson REBOUND (Off:1 Def:0),[1630592],1610612751.0,BKN,,,,Wilson,J. Wilson,,,,,In The Paint (Non-RA),0-8 Center,,,165.0,1.0,0.0,1.0,,,,,,,,,,,,,,
168,PT11M48.00S,2024-11-18T00:43:41.6Z,2,REGULAR,foul,personal,['2freethrow'],1628969,,,1610612751,30,29,2024-11-18T00:43:47Z,1610000,False,,,0,,M. Bridges shooting personal FOUL (1 PF) (Wilson 2 FT),"[1628969, 1630592]",1610612752.0,NYK,shooting,,,Bridges,M. Bridges,,,,,Restricted Area,0-8 Center,,,,,,,,,,,1146.0,,,,1.0,0.0,Wilson,1630592.0,,
170,PT11M48.00S,2024-11-18T00:44:01.3Z,2,REGULAR,freethrow,1 of 2,['2ndchance'],1630592,,,1610612751,30,30,2024-11-18T00:44:01Z,1630000,False,,,0,,J. Wilson Free Throw 1 of 2 (1 PTS),[1630592],1610612751.0,BKN,,,,Wilson,J. Wilson,,,,,,,,Made,,,,,,,,1.0,,,,,,,,,,
171,PT11M48.00S,2024-11-18T00:44:15.6Z,2,REGULAR,freethrow,2 of 2,['2ndchance'],1630592,,,1610612751,30,31,2024-11-18T00:44:15Z,1640000,False,,,0,,J. Wilson Free Throw 2 of 2 (2 PTS),[1630592],1610612751.0,BKN,,,,Wilson,J. Wilson,,,,,,,,Made,,,,,,,,2.0,,,,,,,,,,
172,PT11M32.00S,2024-11-18T00:44:34.2Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1626157,93.38042049934296,50.98039215686274,1610612752,30,31,2024-11-18T00:44:38Z,1650000,False,5.0,10.0,1,right,MISS K. Towns driving Layup,[1626157],1610612752.0,NYK,driving,,,Towns,K. Towns,,,,,Restricted Area,0-8 Center,1.09,Missed,,,,,,,,,,,,,,,,,,
