actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,pointsTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId
14,PT10M48.00S,2025-02-09T01:42:24.5Z,1,REGULAR,3pt,Jump Shot,[],1628401,71.13994743758212,24.509803921568633,1610612738,0,2,2025-02-09T01:42:33Z,140000,False,-127.0,219.0,1,right,MISS D. White 25' 3PT,[1628401],1610612738.0,BOS,,,,White,D. White,,,,,Above the Break 3,24+ Left Center,25.32,Missed,,,,,,,,,,,,,,,,,,
15,PT10M46.00S,2025-02-09T01:42:26.5Z,1,REGULAR,rebound,defensive,[],1626157,,,1610612752,0,2,2025-02-09T01:42:33Z,150000,False,,,0,,K. Towns REBOUND (Off:0 Def:1),[1626157],1610612752.0,NYK,,,,Towns,K. Towns,,,,,Above the Break 3,24+ Left Center,,,14.0,1.0,1.0,0.0,,,,,,,,,,,,,,
17,PT10M32.00S,2025-02-09T01:42:40.6Z,1,REGULAR,3pt,Jump Shot,[],1630173,7.145203679369246,95.34313725490196,1610612752,0,2,2025-02-09T01:42:45Z,160000,False,-227.0,15.0,1,left,MISS P. Achiuwa 3PT,[1630173],1610612752.0,NYK,,,,Achiuwa,P. Achiuwa,,,,,Left Corner 3,24+ Left,22.72,Missed,,,,,,,,,,,,,,,,,,
18,PT10M29.00S,2025-02-09T01:42:43.6Z,1,REGULAR,rebound,defensive,[],201143,,,1610612738,0,2,2025-02-09T01:42:45Z,170000,False,,,0,,A. Horford REBOUND (Off:0 Def:1),[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,Left Corner 3,24+ Left,,,17.0,1.0,1.0,0.0,,,,,,,,,,,,,,
19,PT10M21.00S,2025-02-09T01:42:51.4Z,1,REGULAR,3pt,Jump Shot,[],1628369,68.38042049934297,71.32352941176471,1610612738,0,5,2025-02-09T01:42:55Z,180000,False,107.0,245.0,1,right,J. Tatum 26' 3PT pullup (5 PTS),[1628369],1610612738.0,BOS,pullup,,,Tatum,J. Tatum,,,,,Above the Break 3,24+ Right Center,26.69,Made,,,,,,,5.0,,,,,,,,,,,
20,PT10M01.00S,2025-02-09T01:43:11.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628969,7.145203679369246,47.30392156862745,1610612752,0,5,2025-02-09T01:43:16Z,190000,False,13.0,15.0,1,left,MISS M. Bridges cutting Layup - blocked,"[1628969, 1628436]",1610612752.0,NYK,cutting,,,Bridges,M. Bridges,,,,,Restricted Area,0-8 Center,2.0,Missed,,,,,Kornet,1628436.0,,,,,,,,,,,,
21,PT10M01.00S,2025-02-09T01:43:11.5Z,1,REGULAR,block,,[],1628436,,,1610612752,0,5,2025-02-09T01:43:14Z,200000,False,,,0,,L. Kornet BLOCK (1 BLK),[1628436],1610612738.0,BOS,,,,Kornet,L. Kornet,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
22,PT09M59.00S,2025-02-09T01:43:13.5Z,1,REGULAR,rebound,defensive,[],1628436,,,1610612738,0,5,2025-02-09T01:43:35Z,210000,False,,,0,,L. Kornet REBOUND (Off:0 Def:2),[1628436],1610612738.0,BOS,,,,Kornet,L. Kornet,,,,,Restricted Area,0-8 Center,,,20.0,2.0,2.0,0.0,,,,,,,,,,,,,,
23,PT09M55.00S,2025-02-09T01:43:17.7Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1627759,92.95335085413929,45.09803921568627,1610612738,0,5,2025-02-09T01:43:26Z,220000,False,-25.0,14.0,1,right,MISS J. Brown running Layup - blocked,"[1627759, 1626157]",1610612738.0,BOS,running,,,Brown,J. Brown,,,,,Restricted Area,0-8 Center,2.81,Missed,,,,,Towns,1626157.0,,,,,,,,,,,,
24,PT09M55.00S,2025-02-09T01:43:17.7Z,1,REGULAR,block,,[],1626157,,,1610612738,0,5,2025-02-09T01:43:19Z,230000,False,,,0,,K. Towns BLOCK (1 BLK),[1626157],1610612752.0,NYK,,,,Towns,K. Towns,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
25,PT09M54.00S,2025-02-09T01:43:18.7Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612752,0,5,2025-02-09T01:43:26Z,240000,False,,,0,,TEAM defensive REBOUND,[],1610612752.0,NYK,,,,,,,,,,Restricted Area,0-8 Center,,,23.0,,,,,,,,,,,,,,,,,
27,PT09M36.00S,2025-02-09T01:43:49.6Z,1,REGULAR,foul,personal,['2freethrow'],1628369,,,1610612752,0,5,2025-02-09T01:43:57Z,260000,False,,,0,,J. Tatum shooting personal FOUL (1 PF) (Brunson 2 FT),"[1628369, 1628973]",1610612738.0,BOS,shooting,,,Tatum,J. Tatum,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,204059.0,1.0,0.0,Brunson,1628973.0,,,,,,
29,PT09M36.00S,2025-02-09T01:44:18.3Z,1,REGULAR,freethrow,1 of 2,[],1628973,,,1610612752,1,5,2025-02-09T01:44:18Z,280000,False,,,0,,J. Brunson Free Throw 1 of 2 (1 PTS),[1628973],1610612752.0,NYK,,,,Brunson,J. Brunson,,,,,,,,Made,,,,,,,1.0,,,,,,,,,,,
30,PT09M36.00S,2025-02-09T01:44:37.9Z,1,REGULAR,freethrow,2 of 2,[],1628973,,,1610612752,2,5,2025-02-09T01:44:37Z,290000,False,,,0,,J. Brunson Free Throw 2 of 2 (2 PTS),[1628973],1610612752.0,NYK,,,,Brunson,J. Brunson,,,,,,,,Made,,,,,,,2.0,,,,,,,,,,,
31,PT09M21.00S,2025-02-09T01:44:53.4Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628369,88.87976346911958,44.11764705882353,1610612738,2,5,2025-02-09T01:44:57Z,300000,False,-29.0,52.0,1,right,MISS J. Tatum step back Shot,[1628369],1610612738.0,BOS,step back,,,Tatum,J. Tatum,,,,,In The Paint (Non-RA),0-8 Center,5.97,Missed,,,,,,,,,,,,,,,,,,
32,PT09M19.00S,2025-02-09T01:44:55.4Z,1,REGULAR,rebound,defensive,[],1628404,,,1610612752,2,5,2025-02-09T01:44:57Z,310000,False,,,0,,J. Hart REBOUND (Off:0 Def:2),[1628404],1610612752.0,NYK,,,,Hart,J. Hart,,,,,In The Paint (Non-RA),0-8 Center,,,31.0,2.0,2.0,0.0,,,,,,,,,,,,,,
33,PT09M08.00S,2025-02-09T01:45:09.5Z,1,REGULAR,foul,personal,[],1628436,,,1610612752,2,5,2025-02-09T01:45:14Z,320000,False,,,0,,L. Kornet personal FOUL (1 PF),"[1628436, 1628969]",1610612738.0,BOS,,,,Kornet,L. Kornet,,,,,Restricted Area,0-8 Center,,,,,,,,,,1628951.0,1.0,0.0,Bridges,1628969.0,,,,,,
35,PT09M04.00S,2025-02-09T01:45:30.1Z,1,REGULAR,2pt,Jump Shot,[],1628969,4.12286465177398,33.57843137254902,1610612752,2,5,2025-02-09T01:45:34Z,340000,False,82.0,-14.0,1,left,MISS M. Bridges 8' pullup Shot,[1628969],1610612752.0,NYK,pullup,,,Bridges,M. Bridges,,,,,Mid-Range,8-16 Right,8.32,Missed,,,,,,,,,,,,,,,,,,
36,PT09M02.00S,2025-02-09T01:45:32.1Z,1,REGULAR,rebound,offensive,[],1630173,,,1610612752,2,5,2025-02-09T01:45:34Z,350000,False,,,0,,P. Achiuwa REBOUND (Off:1 Def:0),[1630173],1610612752.0,NYK,,,,Achiuwa,P. Achiuwa,,,,,Mid-Range,8-16 Right,,,35.0,1.0,0.0,1.0,,,,,,,,,,,,,,
37,PT08M53.00S,2025-02-09T01:45:41.6Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1628404,28.038764783180028,79.90196078431373,1610612752,2,5,2025-02-09T01:45:46Z,360000,False,-150.0,211.0,1,left,MISS J. Hart 25' 3PT,[1628404],1610612752.0,NYK,,,,Hart,J. Hart,,,,,Above the Break 3,24+ Left Center,25.87,Missed,,,,,,,,,,,,,,,,,,
38,PT08M50.00S,2025-02-09T01:45:44.6Z,1,REGULAR,rebound,defensive,[],1628436,,,1610612738,2,5,2025-02-09T01:45:46Z,370000,False,,,0,,L. Kornet REBOUND (Off:0 Def:3),[1628436],1610612738.0,BOS,,,,Kornet,L. Kornet,,,,,Above the Break 3,24+ Left Center,,,37.0,3.0,3.0,0.0,,,,,,,,,,,,,,
39,PT08M43.00S,2025-02-09T01:45:51.1Z,1,REGULAR,3pt,Jump Shot,[],1628369,66.93495400788436,71.81372549019608,1610612738,2,5,2025-02-09T01:47:50Z,380000,False,109.0,258.0,1,right,MISS J. Tatum 28' pullup 3PT,[1628369],1610612738.0,BOS,pullup,,,Tatum,J. Tatum,,,,,Above the Break 3,24+ Right Center,28.04,Missed,,,,,,,,,,,,,,,,,,
40,PT08M42.00S,2025-02-09T01:45:53.3Z,1,REGULAR,rebound,offensive,[],1628436,,,1610612738,2,5,2025-02-09T01:45:53Z,390000,False,,,0,,L. Kornet REBOUND (Off:1 Def:3),[1628436],1610612738.0,BOS,,,,Kornet,L. Kornet,,,,,Above the Break 3,24+ Right Center,,,39.0,4.0,3.0,1.0,,,,,,,,,,,,,,
41,PT08M35.00S,2025-02-09T01:45:59.9Z,1,REGULAR,2pt,Jump Shot,['2ndchance'],1627759,77.18462549277267,53.92156862745098,1610612738,2,7,2025-02-09T01:46:03Z,400000,False,20.0,162.0,1,right,J. Brown 16' pullup Jump Shot (2 PTS),[1627759],1610612738.0,BOS,pullup,,,Brown,J. Brown,,,,,Mid-Range,16-24 Center,16.32,Made,,,,,,,2.0,,,,,,,,,,,
42,PT08M19.00S,2025-02-09T01:46:15.5Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630173,12.00722733245729,51.96078431372549,1610612752,2,7,2025-02-09T01:46:19Z,410000,False,-10.0,60.0,1,left,MISS P. Achiuwa 6' floating Shot,[1630173],1610612752.0,NYK,floating,,,Achiuwa,P. Achiuwa,,,,,In The Paint (Non-RA),0-8 Center,6.12,Missed,,,,,,,,,,,,,,,,,,
43,PT08M17.00S,2025-02-09T01:46:17.5Z,1,REGULAR,rebound,defensive,[],201143,,,1610612738,2,7,2025-02-09T01:46:19Z,420000,False,,,0,,A. Horford REBOUND (Off:0 Def:2),[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,In The Paint (Non-RA),0-8 Center,,,42.0,2.0,2.0,0.0,,,,,,,,,,,,,,
44,PT08M08.00S,2025-02-09T01:46:27.1Z,1,REGULAR,3pt,Jump Shot,[],201143,70.61432325886992,26.225490196078425,1610612738,2,10,2025-02-09T01:46:31Z,430000,False,-119.0,224.0,1,right,A. Horford 25' 3PT  (3 PTS) (J. Brown 1 AST),"[201143, 1627759]",1610612738.0,BOS,,,,Horford,A. Horford,,,,,Above the Break 3,24+ Left Center,25.33,Made,,,,,,,3.0,,,,,,J. Brown,1627759.0,1.0,,,
46,PT07M55.00S,2025-02-09T01:46:41.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628404,7.933639947437584,55.14705882352941,1610612752,2,10,2025-02-09T01:54:23Z,450000,False,-26.0,22.0,1,left,MISS J. Hart cutting Layup - blocked,"[1628404, 201143]",1610612752.0,NYK,cutting,,,Hart,J. Hart,,,,,Restricted Area,0-8 Center,3.39,Missed,,,,,Horford,201143.0,,,,,,,,,,,,
47,PT07M55.00S,2025-02-09T01:46:41.6Z,1,REGULAR,block,,[],201143,,,1610612752,2,10,2025-02-09T01:46:45Z,460000,False,,,0,,A. Horford BLOCK (1 BLK),[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
48,PT07M54.00S,2025-02-09T01:46:42.6Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612752,2,10,2025-02-09T01:46:52Z,470000,False,,,0,,TEAM offensive REBOUND,[],1610612752.0,NYK,,,,,,,,,,Restricted Area,0-8 Center,,,46.0,,,,,,,,,,,,,,,,,
50,PT07M41.00S,2025-02-09T01:47:12.6Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1628969,60.62746386333772,37.254901960784316,1610612752,2,10,2025-02-09T01:51:51Z,490000,False,64.0,517.0,1,left,MISS M. Bridges 52' pullup 3PT,[1628969],1610612752.0,NYK,pullup,,,Bridges,M. Bridges,,,,,Above the Break 3,24+ Center,52.13,Missed,,,,,,,,,,,,,,,,,,
51,PT07M37.00S,2025-02-09T01:47:16.6Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612752,2,10,2025-02-09T01:48:15Z,500000,False,,,0,,TEAM offensive REBOUND,[],1610612752.0,NYK,,,,,,,,,,Above the Break 3,24+ Center,,,50.0,,,,,,,,,,,,,,,,,
53,PT07M34.00S,2025-02-09T01:47:39.7Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1628404,6.750985545335084,54.65686274509804,1610612752,2,10,2025-02-09T02:52:46Z,520000,False,-23.0,11.0,1,left,MISS J. Hart cutting Layup - blocked,"[1628404, 1628436]",1610612752.0,NYK,cutting,,,Hart,J. Hart,,,,,Restricted Area,0-8 Center,2.58,Missed,,,,,Kornet,1628436.0,,,,,,,,,,,,
54,PT07M34.00S,2025-02-09T01:47:39.7Z,1,REGULAR,block,,[],1628436,,,1610612752,2,10,2025-02-09T01:47:42Z,530000,False,,,0,,L. Kornet BLOCK (2 BLK),[1628436],1610612738.0,BOS,,,,Kornet,L. Kornet,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
55,PT07M31.00S,2025-02-09T01:47:42.7Z,1,REGULAR,rebound,defensive,[],1628369,,,1610612738,2,10,2025-02-09T01:47:43Z,540000,False,,,0,,J. Tatum REBOUND (Off:0 Def:1),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,Restricted Area,0-8 Center,,,53.0,1.0,1.0,0.0,,,,,,,,,,,,,,
56,PT07M15.00S,2025-02-09T01:47:58.2Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627759,83.88633377135349,42.40196078431373,1610612738,2,12,2025-02-09T01:48:01Z,550000,False,-38.0,99.0,1,right,J. Brown 10' turnaround fadeaway Jump Shot (4 PTS),[1627759],1610612738.0,BOS,turnaround fadeaway,,,Brown,J. Brown,,,,,In The Paint (Non-RA),8-16 Center,10.6,Made,,,,,,,4.0,,,,,,,,,,,
57,PT07M03.00S,2025-02-09T01:48:12.9Z,1,REGULAR,timeout,full,['team'],0,,,1610612752,2,12,2025-02-09T01:48:12Z,560000,False,,,0,,NYK Timeout,[],1610612752.0,NYK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58,PT06M56.00S,2025-02-09T01:51:50.9Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628969,14.635348226018394,63.72549019607843,1610612752,4,12,2025-02-09T01:51:54Z,570000,False,-69.0,85.0,1,left,M. Bridges 10' pullup Jump Shot (2 PTS) (P. Achiuwa 1 AST),"[1628969, 1630173]",1610612752.0,NYK,pullup,,,Bridges,M. Bridges,,,,,In The Paint (Non-RA),8-16 Left,10.93,Made,,,,,,,2.0,,,,,,P. Achiuwa,1630173.0,1.0,,,
60,PT06M43.00S,2025-02-09T01:52:04.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628369,93.74178712220763,51.470588235294116,1610612738,4,14,2025-02-09T01:52:09Z,590000,False,7.0,6.0,1,right,J. Tatum driving finger roll Layup (7 PTS),[1628369],1610612738.0,BOS,driving finger roll,,,Tatum,J. Tatum,,,,,Restricted Area,0-8 Center,0.97,Made,,,,,,,7.0,,,,,,,,,,,
61,PT06M35.00S,2025-02-09T01:52:12.7Z,1,REGULAR,turnover,bad pass,[],1628404,,,1610612752,4,14,2025-02-09T01:52:16Z,600000,False,,,0,,J. Hart bad pass TURNOVER (1 TO),"[1628404, 1627759]",1610612752.0,NYK,,,,Hart,J. Hart,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,1.0,Brown,1627759.0
62,PT06M35.00S,2025-02-09T01:52:12.7Z,1,REGULAR,steal,,[],1627759,,,1610612738,4,14,2025-02-09T01:52:14Z,610000,False,,,0,,J. Brown STEAL (1 STL),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
63,PT06M27.00S,2025-02-09T01:52:20.7Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover']",1628436,93.2161629434954,46.568627450980394,1610612738,4,16,2025-02-09T01:56:35Z,620000,False,-17.0,11.0,1,right,L. Kornet cutting DUNK (2 PTS) (D. White 1 AST),"[1628436, 1628401]",1610612738.0,BOS,cutting,,,Kornet,L. Kornet,,,,,Restricted Area,0-8 Center,2.06,Made,,,,,,,2.0,,,,,,D. White,1628401.0,1.0,,,
65,PT06M07.00S,2025-02-09T01:52:39.5Z,1,REGULAR,3pt,Jump Shot,[],1626157,10.167542706964511,95.09803921568627,1610612752,7,16,2025-02-09T01:52:42Z,640000,False,-225.0,43.0,1,left,K. Towns 3PT  (3 PTS) (J. Hart 1 AST),"[1626157, 1628404]",1610612752.0,NYK,,,,Towns,K. Towns,,,,,Left Corner 3,24+ Left,22.96,Made,,,,,,,3.0,,,,,,J. Hart,1628404.0,1.0,,,
67,PT05M46.00S,2025-02-09T01:53:00.5Z,1,REGULAR,3pt,Jump Shot,[],1628401,72.32260183968462,20.34313725490196,1610612738,7,19,2025-02-09T01:53:04Z,660000,False,-148.0,208.0,1,right,D. White 25' 3PT pullup (3 PTS),[1628401],1610612738.0,BOS,pullup,,,White,D. White,,,,,Above the Break 3,24+ Left Center,25.52,Made,,,,,,,3.0,,,,,,,,,,,
68,PT05M31.00S,2025-02-09T01:53:18.3Z,1,REGULAR,foul,personal,['2freethrow'],1628436,,,1610612752,7,19,2025-02-09T01:53:23Z,670000,False,,,0,,L. Kornet shooting personal FOUL (2 PF) (Brunson 2 FT),"[1628436, 1628973]",1610612738.0,BOS,shooting,,,Kornet,L. Kornet,,,,,Restricted Area,0-8 Center,,,,,,,,,,1628172.0,2.0,0.0,Brunson,1628973.0,,,,,,
70,PT05M31.00S,2025-02-09T01:53:48.2Z,1,REGULAR,freethrow,1 of 2,[],1628973,,,1610612752,8,19,2025-02-09T01:53:48Z,690000,False,,,0,,J. Brunson Free Throw 1 of 2 (3 PTS),[1628973],1610612752.0,NYK,,,,Brunson,J. Brunson,,,,,,,,Made,,,,,,,3.0,,,,,,,,,,,
71,PT05M31.00S,2025-02-09T01:53:48.3Z,1,REGULAR,substitution,out,[],1628436,,,1610612752,8,19,2025-02-09T01:53:58Z,700000,False,,,0,,SUB out: L. Kornet,[1628436],1610612738.0,BOS,,,,Kornet,L. Kornet,,,,,,,,,,,,,,,,,,,,,,,,,,
72,PT05M31.00S,2025-02-09T01:53:48.3Z,1,REGULAR,substitution,in,[],1629674,,,1610612752,8,19,2025-02-09T01:53:58Z,710000,False,,,0,,SUB in: N. Queta,[1629674],1610612738.0,BOS,,,,Queta,N. Queta,,,,,,,,,,,,,,,,,,,,,,,,,,
73,PT05M31.00S,2025-02-09T01:53:48.3Z,1,REGULAR,substitution,out,[],1630173,,,1610612752,8,19,2025-02-09T01:54:03Z,720000,False,,,0,,SUB out: P. Achiuwa,[1630173],1610612752.0,NYK,,,,Achiuwa,P. Achiuwa,,,,,,,,,,,,,,,,,,,,,,,,,,
74,PT05M31.00S,2025-02-09T01:53:48.3Z,1,REGULAR,substitution,in,[],1630540,,,1610612752,8,19,2025-02-09T01:54:03Z,730000,False,,,0,,SUB in: M. McBride,[1630540],1610612752.0,NYK,,,,McBride,M. McBride,,,,,,,,,,,,,,,,,,,,,,,,,,
75,PT05M31.00S,2025-02-09T01:54:23.6Z,1,REGULAR,freethrow,2 of 2,[],1628973,,,1610612752,9,19,2025-02-09T01:54:23Z,740000,False,,,0,,J. Brunson Free Throw 2 of 2 (4 PTS),[1628973],1610612752.0,NYK,,,,Brunson,J. Brunson,,,,,,,,Made,,,,,,,4.0,,,,,,,,,,,
76,PT05M16.00S,2025-02-09T01:54:40.9Z,1,REGULAR,3pt,Jump Shot,[],1628369,64.1754270696452,56.61764705882353,1610612738,9,22,2025-02-09T01:54:44Z,750000,False,33.0,284.0,1,right,J. Tatum 28' 3PT pullup (10 PTS) (D. White 2 AST),"[1628369, 1628401]",1610612738.0,BOS,pullup,,,Tatum,J. Tatum,,,,,Above the Break 3,24+ Center,28.62,Made,,,,,,,10.0,,,,,,D. White,1628401.0,2.0,,,
78,PT05M06.00S,2025-02-09T01:54:50.0Z,1,REGULAR,3pt,Jump Shot,[],1628969,6.8823915900131425,2.941176470588232,1610612752,9,22,2025-02-09T01:54:53Z,770000,False,235.0,12.0,1,left,MISS M. Bridges 3PT,[1628969],1610612752.0,NYK,,,,Bridges,M. Bridges,,,,,Right Corner 3,24+ Right,23.56,Missed,,,,,,,,,,,,,,,,,,
79,PT05M04.00S,2025-02-09T01:54:52.0Z,1,REGULAR,rebound,defensive,[],1628401,,,1610612738,9,22,2025-02-09T01:54:53Z,780000,False,,,0,,D. White REBOUND (Off:0 Def:2),[1628401],1610612738.0,BOS,,,,White,D. White,,,,,Right Corner 3,24+ Right,,,78.0,2.0,2.0,0.0,,,,,,,,,,,,,,
80,PT04M50.00S,2025-02-09T01:55:08.8Z,1,REGULAR,foul,personal,['2freethrow'],1628404,,,1610612738,9,22,2025-02-09T01:55:14Z,790000,False,,,0,,J. Hart shooting personal FOUL (1 PF) (Tatum 2 FT),"[1628404, 1628369]",1610612752.0,NYK,shooting,,,Hart,J. Hart,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,1628172.0,1.0,0.0,Tatum,1628369.0,,,,,,
82,PT04M50.00S,2025-02-09T01:55:37.6Z,1,REGULAR,freethrow,1 of 2,[],1628369,,,1610612738,9,22,2025-02-09T01:55:54Z,810000,False,,,0,,MISS J. Tatum Free Throw 1 of 2,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
83,PT04M50.00S,2025-02-09T01:55:37.6Z,1,REGULAR,rebound,offensive,"['team', 'deadball']",0,,,1610612738,9,22,2025-02-09T01:55:54Z,820000,False,,,0,,TEAM offensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,,,,,82.0,,,,,,,,,,,,,,,,,
