actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,blockPlayerName,blockPersonId,stealPlayerName,stealPersonId
2,PT12M00.00S,2025-02-04T00:41:24.8Z,1,REGULAR,period,start,[],0,,,0,0,0,2025-02-04T00:41:24Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M57.00S,2025-02-04T00:41:27.8Z,1,REGULAR,jumpball,recovered,[],1628404,,,1610612752,0,0,2025-02-04T00:41:27Z,40000,False,,,0,,Jump Ball K. Towns vs. A. Thompson: Tip to J. Hart,"[1628404, 1626157, 1641708]",1610612752.0,NYK,startperiod,J. Hart,1628404.0,Hart,J. Hart,Towns,1626157.0,Thompson,1641708.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M41.00S,2025-02-04T00:41:43.5Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1626157,6.521024967148489,46.07843137254902,1610612752,2,0,2025-02-04T00:42:11Z,70000,False,20.0,9.0,1,left,K. Towns driving bank Hook (2 PTS) (J. Brunson 1 AST),"[1626157, 1628973]",1610612752.0,NYK,driving bank,,,Towns,K. Towns,,,,,Restricted Area,0-8 Center,2.15,Made,2.0,J. Brunson,1628973.0,1.0,,,,,,,,,,,,,,
9,PT11M21.00S,2025-02-04T00:42:02.9Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1630224,92.46057818659659,48.529411764705884,1610612745,2,2,2025-02-04T00:42:06Z,90000,False,-7.0,18.0,1,right,J. Green driving DUNK (2 PTS),[1630224],1610612745.0,HOU,driving,,,Green,J. Green,,,,,Restricted Area,0-8 Center,1.98,Made,2.0,,,,,,,,,,,,,,,,,
10,PT10M53.00S,2025-02-04T00:42:32.0Z,1,REGULAR,2pt,Jump Shot,[],1628973,25.706307490144546,51.9607843137255,1610612752,2,2,2025-02-04T00:43:02Z,100000,False,-10.0,189.0,1,left,MISS J. Brunson 18' pullup Shot,[1628973],1610612752.0,NYK,pullup,,,Brunson,J. Brunson,,,,,Mid-Range,16-24 Center,18.94,Missed,,,,,,,,,,,,,,,,,,
11,PT10M52.00S,2025-02-04T00:42:33.0Z,1,REGULAR,rebound,offensive,[],1630173,,,1610612752,2,2,2025-02-04T00:42:40Z,110000,False,,,0,,P. Achiuwa REBOUND (Off:1 Def:0),[1630173],1610612752.0,NYK,,,,Achiuwa,P. Achiuwa,,,,,Mid-Range,16-24 Center,,,,,,,10.0,1.0,0.0,1.0,,,,,,,,,,
12,PT10M52.00S,2025-02-04T00:42:35.5Z,1,REGULAR,turnover,shot clock,['team'],0,,,1610612752,2,2,2025-02-04T00:42:47Z,120000,False,,,0,,NYK shot clock Team TURNOVER,[],1610612752.0,NYK,,,,,,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
13,PT10M38.00S,2025-02-04T00:42:56.9Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1630256,92.19776609724047,50.245098039215684,1610612745,2,2,2025-02-04T00:43:04Z,130000,False,1.0,21.0,1,right,MISS J. Tate driving Layup,[1630256],1610612745.0,HOU,driving,,,Tate,J. Tate,,,,,Restricted Area,0-8 Center,2.08,Missed,,,,,,,,,,,,,,,,,,
14,PT10M36.00S,2025-02-04T00:42:58.9Z,1,REGULAR,rebound,defensive,[],1626157,,,1610612752,2,2,2025-02-04T00:43:04Z,140000,False,,,0,,K. Towns REBOUND (Off:0 Def:1),[1626157],1610612752.0,NYK,,,,Towns,K. Towns,,,,,Restricted Area,0-8 Center,,,,,,,13.0,1.0,1.0,0.0,,,,,,,,,,
15,PT10M34.00S,2025-02-04T00:43:01.6Z,1,REGULAR,2pt,DUNK,"['fastbreak', 'pointsinthepaint']",1630173,6.1268068331143235,51.9607843137255,1610612752,4,2,2025-02-04T00:43:54Z,150000,False,-10.0,5.0,1,left,P. Achiuwa running alley-oop DUNK (2 PTS) (J. Hart 1 AST),"[1630173, 1628404]",1610612752.0,NYK,running alley-oop,,,Achiuwa,P. Achiuwa,,,,,Restricted Area,0-8 Center,1.1,Made,2.0,J. Hart,1628404.0,1.0,,,,,,,,,,,,,,
