actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,officialId,turnoverTotal,stealPlayerName,stealPersonId,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
174,PT10M17.00S,2025-03-05T01:07:57.7Z,2,REGULAR,rebound,defensive,[],1630173,,,1610612752,28,27,2025-03-05T01:08:00Z,1680000,False,,,0,,P. Achiuwa REBOUND (Off:1 Def:5),[1630173],1610612752.0,NYK,,,,Achiuwa,P. Achiuwa,,,,,Left Corner 3,24+ Left,,,,,,,173.0,,,,,6.0,5.0,1.0,,,,,,
175,PT10M06.00S,2025-03-05T01:08:08.4Z,2,REGULAR,3pt,Jump Shot,[],1630540,21.369908015768726,6.372549019607843,1610612752,28,27,2025-03-05T01:08:12Z,1690000,False,218.0,148.0,1,left,MISS M. McBride 26' 3PT,[1630540],1610612752.0,NYK,,,,McBride,M. McBride,,,,,Above the Break 3,24+ Right Center,26.38,Missed,,,,,,,,,,,,,,,,,,
176,PT10M05.00S,2025-03-05T01:08:09.4Z,2,REGULAR,rebound,defensive,[],1641764,,,1610612744,28,27,2025-03-05T01:08:12Z,1700000,False,,,0,,B. Podziemski REBOUND (Off:0 Def:2),[1641764],1610612744.0,GSW,,,,Podziemski,B. Podziemski,,,,,Above the Break 3,24+ Right Center,,,,,,,175.0,,,,,2.0,2.0,0.0,,,,,,
177,PT09M52.00S,2025-03-05T01:08:23.1Z,2,REGULAR,3pt,Jump Shot,[],202710,72.7496714848883,18.627450980392158,1610612744,28,27,2025-03-05T01:08:26Z,1710000,False,-157.0,204.0,1,right,MISS J. Butler III 25' 3PT,[202710],1610612744.0,GSW,,,,Butler III,J. Butler III,,,,,Above the Break 3,24+ Left Center,25.71,Missed,,,,,,,,,,,,,,,,,,
178,PT09M50.00S,2025-03-05T01:08:25.1Z,2,REGULAR,rebound,defensive,[],1630173,,,1610612752,28,27,2025-03-05T01:08:26Z,1720000,False,,,0,,P. Achiuwa REBOUND (Off:1 Def:6),[1630173],1610612752.0,NYK,,,,Achiuwa,P. Achiuwa,,,,,Above the Break 3,24+ Left Center,,,,,,,177.0,,,,,7.0,6.0,1.0,,,,,,
179,PT09M41.00S,2025-03-05T01:08:34.1Z,2,REGULAR,3pt,Jump Shot,[],1626166,26.757555847568987,19.607843137254903,1610612752,31,27,2025-03-05T01:08:38Z,1730000,False,152.0,199.0,1,left,C. Payne 25' 3PT step back (3 PTS),[1626166],1610612752.0,NYK,step back,,,Payne,C. Payne,,,,,Above the Break 3,24+ Right Center,25.04,Made,3.0,,,,,,,,,,,,,,,,,
180,PT09M18.00S,2025-03-05T01:08:56.2Z,2,REGULAR,3pt,Jump Shot,[],203110,92.85479632063075,4.411764705882353,1610612744,31,27,2025-03-05T01:09:01Z,1740000,False,-228.0,15.0,1,right,MISS D. Green 3PT,[203110],1610612744.0,GSW,,,,Green,D. Green,,,,,Left Corner 3,24+ Left,22.84,Missed,,,,,,,,,,,,,,,,,,
181,PT09M15.00S,2025-03-05T01:08:59.2Z,2,REGULAR,rebound,defensive,[],1626166,,,1610612752,31,27,2025-03-05T01:09:04Z,1750000,False,,,0,,C. Payne REBOUND (Off:0 Def:1),[1626166],1610612752.0,NYK,,,,Payne,C. Payne,,,,,Left Corner 3,24+ Left,,,,,,,180.0,,,,,1.0,1.0,0.0,,,,,,
182,PT09M07.00S,2025-03-05T01:09:07.8Z,2,REGULAR,3pt,Jump Shot,[],1628384,31.750985545335087,62.5,1610612752,34,27,2025-03-05T01:09:11Z,1760000,False,-62.0,246.0,1,left,O. Anunoby 25' 3PT  (9 PTS) (C. Payne 2 AST),"[1628384, 1626166]",1610612752.0,NYK,,,,Anunoby,O. Anunoby,,,,,Above the Break 3,24+ Center,25.38,Made,9.0,C. Payne,1626166.0,2.0,,,,,,,,,,,,,,
184,PT09M07.00S,2025-03-05T01:09:12.2Z,2,REGULAR,timeout,full,['team'],0,,,1610612744,34,27,2025-03-05T01:09:12Z,1780000,False,,,0,,GSW Timeout,[],1610612744.0,GSW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
185,PT08M51.00S,2025-03-05T01:12:56.6Z,2,REGULAR,3pt,Jump Shot,[],1630541,72.22404730617609,22.54901960784314,1610612744,34,27,2025-03-05T01:13:01Z,1790000,False,-137.0,209.0,1,right,MISS M. Moody 24' 3PT,[1630541],1610612744.0,GSW,,,,Moody,M. Moody,,,,,Above the Break 3,24+ Left Center,24.97,Missed,,,,,,,,,,,,,,,,,,
186,PT08M49.00S,2025-03-05T01:12:58.6Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612744,34,27,2025-03-05T01:13:01Z,1800000,False,,,0,,TEAM offensive REBOUND,[],1610612744.0,GSW,,,,,,,,,,Above the Break 3,24+ Left Center,,,,,,,185.0,,,,,,,,,,,,,
188,PT08M42.00S,2025-03-05T01:13:20.7Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",202710,94.43166885676742,52.69607843137255,1610612744,34,29,2025-03-05T01:13:24Z,1820000,False,13.0,0.0,1,right,J. Butler III Layup (2 PTS) (D. Green 2 AST),"[202710, 203110]",1610612744.0,GSW,,,,Butler III,J. Butler III,,,,,Restricted Area,0-8 Center,1.35,Made,2.0,D. Green,203110.0,2.0,,,,,,,,,,,,,,
191,PT08M23.00S,2025-03-05T01:13:51.1Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630173,7.046649145860711,51.225490196078425,1610612752,34,29,2025-03-05T01:14:04Z,1850000,False,-6.0,14.0,1,left,MISS P. Achiuwa driving Layup - blocked,"[1630173, 1642366]",1610612752.0,NYK,driving,,,Achiuwa,P. Achiuwa,,,,,Restricted Area,0-8 Center,1.5,Missed,,,,,,,,,,,,,,,,,Post,1642366.0
192,PT08M23.00S,2025-03-05T01:13:51.1Z,2,REGULAR,block,,[],1642366,,,1610612752,34,29,2025-03-05T01:13:53Z,1860000,False,,,0,,Q. Post BLOCK (1 BLK),[1642366],1610612744.0,GSW,,,,Post,Q. Post,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
193,PT08M19.00S,2025-03-05T01:13:55.1Z,2,REGULAR,rebound,offensive,[],1630540,,,1610612752,34,29,2025-03-05T01:14:04Z,1870000,False,,,0,,M. McBride REBOUND (Off:1 Def:1),[1630540],1610612752.0,NYK,,,,McBride,M. McBride,,,,,Restricted Area,0-8 Center,,,,,,,191.0,,,,,2.0,1.0,1.0,,,,,,
194,PT08M19.00S,2025-03-05T01:13:54.6Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630540,9.017739816031538,51.71568627450981,1610612752,36,29,2025-03-05T01:15:12Z,1880000,False,-9.0,32.0,1,left,M. McBride putback Layup (4 PTS),[1630540],1610612752.0,NYK,putback,,,McBride,M. McBride,,,,,Restricted Area,0-8 Center,3.34,Made,4.0,,,,,,,,,,,,,,,,,
195,PT08M05.00S,2025-03-05T01:14:12.3Z,2,REGULAR,violation,kicked ball,[],1630173,,,1610612744,36,29,2025-03-05T01:14:16Z,1890000,False,,,0,,P. Achiuwa kicked ball VIOLATION,[1630173],1610612752.0,NYK,,,,Achiuwa,P. Achiuwa,,,,,,,,,,,,,,1627541.0,,,,,,,,,,,,
196,PT08M05.00S,2025-03-05T01:14:25.2Z,2,REGULAR,substitution,out,[],1629013,,,1610612744,36,29,2025-03-05T01:14:38Z,1900000,False,,,0,,SUB out: L. Shamet,[1629013],1610612752.0,NYK,,,,Shamet,L. Shamet,,,,,,,,,,,,,,,,,,,,,,,,,,
197,PT08M05.00S,2025-03-05T01:14:25.2Z,2,REGULAR,substitution,out,[],1641764,,,1610612744,36,29,2025-03-05T01:14:38Z,1910000,False,,,0,,SUB out: B. Podziemski,[1641764],1610612744.0,GSW,,,,Podziemski,B. Podziemski,,,,,,,,,,,,,,,,,,,,,,,,,,
198,PT08M05.00S,2025-03-05T01:14:25.2Z,2,REGULAR,substitution,in,[],1628969,,,1610612744,36,29,2025-03-05T01:14:38Z,1920000,False,,,0,,SUB in: M. Bridges,[1628969],1610612752.0,NYK,,,,Bridges,M. Bridges,,,,,,,,,,,,,,,,,,,,,,,,,,
199,PT08M05.00S,2025-03-05T01:14:25.2Z,2,REGULAR,substitution,in,[],201939,,,1610612744,36,29,2025-03-05T01:14:38Z,1930000,False,,,0,,SUB in: S. Curry,[201939],1610612744.0,GSW,,,,Curry,S. Curry,,,,,,,,,,,,,,,,,,,,,,,,,,
200,PT08M01.00S,2025-03-05T01:14:44.9Z,2,REGULAR,turnover,bad pass,[],1642366,,,1610612744,36,29,2025-03-05T01:14:49Z,1940000,False,,,0,,Q. Post bad pass TURNOVER (1 TO),"[1642366, 1630540]",1610612744.0,GSW,,,,Post,Q. Post,,,,,Above the Break 3,24+ Right Center,,,,,,,,,1.0,McBride,1630540.0,,,,,,,,,
201,PT08M01.00S,2025-03-05T01:14:44.9Z,2,REGULAR,steal,,[],1630540,,,1610612752,36,29,2025-03-05T01:14:46Z,1950000,False,,,0,,M. McBride STEAL (1 STL),[1630540],1610612752.0,NYK,,,,McBride,M. McBride,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,,,,,
202,PT07M59.00S,2025-03-05T01:14:47.0Z,2,REGULAR,foul,personal,['2freethrow'],1642366,,,1610612752,36,29,2025-03-05T01:15:01Z,1960000,False,,,0,,Q. Post shooting personal FOUL (1 PF) (McBride 2 FT),"[1642366, 1630540]",1610612744.0,GSW,shooting,,,Post,Q. Post,,,,,Restricted Area,0-8 Center,,,,,,,,202056.0,,,,,,,1.0,0.0,McBride,1630540.0,,
204,PT07M59.00S,2025-03-05T01:15:22.7Z,2,REGULAR,freethrow,1 of 2,"['fromturnover', 'fastbreak']",1630540,,,1610612752,37,29,2025-03-05T01:16:15Z,1980000,False,,,0,,M. McBride Free Throw 1 of 2 (5 PTS),[1630540],1610612752.0,NYK,,,,McBride,M. McBride,,,,,,,,Made,5.0,,,,,,,,,,,,,,,,,
205,PT07M59.00S,2025-03-05T01:15:22.7Z,2,REGULAR,freethrow,2 of 2,"['fromturnover', 'fastbreak']",1630540,,,1610612752,38,29,2025-03-05T01:16:15Z,1990000,False,,,0,,M. McBride Free Throw 2 of 2 (6 PTS),[1630540],1610612752.0,NYK,,,,McBride,M. McBride,,,,,,,,Made,6.0,,,,,,,,,,,,,,,,,
206,PT07M36.00S,2025-03-05T01:16:13.6Z,2,REGULAR,2pt,Jump Shot,[],202710,93.38042049934296,27.941176470588236,1610612744,38,31,2025-03-05T01:16:17Z,2000000,False,-110.0,10.0,1,right,J. Butler III 11' Jump Shot (4 PTS),[202710],1610612744.0,GSW,,,,Butler III,J. Butler III,,,,,Mid-Range,8-16 Left,11.07,Made,4.0,,,,,,,,,,,,,,,,,
207,PT07M23.00S,2025-03-05T01:16:27.0Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626166,12.959921156373195,34.80392156862745,1610612752,38,31,2025-03-05T01:16:32Z,2010000,False,76.0,69.0,1,left,MISS C. Payne 10' driving floating Shot,[1626166],1610612752.0,NYK,driving floating,,,Payne,C. Payne,,,,,In The Paint (Non-RA),8-16 Right,10.29,Missed,,,,,,,,,,,,,,,,,,
208,PT07M20.00S,2025-03-05T01:16:30.0Z,2,REGULAR,rebound,defensive,[],201939,,,1610612744,38,31,2025-03-05T01:16:32Z,2020000,False,,,0,,S. Curry REBOUND (Off:0 Def:1),[201939],1610612744.0,GSW,,,,Curry,S. Curry,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,207.0,,,,,1.0,1.0,0.0,,,,,,
209,PT07M15.00S,2025-03-05T01:16:35.0Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1642366,66.17936925098554,57.107843137254896,1610612744,38,34,2025-03-05T01:16:43Z,2030000,False,36.0,265.0,1,right,Q. Post 26' 3PT running (3 PTS) (D. Green 3 AST),"[1642366, 203110]",1610612744.0,GSW,running,,,Post,Q. Post,,,,,Above the Break 3,24+ Center,26.78,Made,3.0,D. Green,203110.0,3.0,,,,,,,,,,,,,,
211,PT07M14.00S,2025-03-05T01:16:41.4Z,2,REGULAR,timeout,full,['team'],0,,,1610612752,38,34,2025-03-05T01:16:41Z,2050000,False,,,0,,NYK Timeout,[],1610612752.0,NYK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
212,PT07M14.00S,2025-03-05T01:16:41.5Z,2,REGULAR,substitution,out,[],1630173,,,1610612752,38,34,2025-03-05T01:19:57Z,2060000,False,,,0,,SUB out: P. Achiuwa,[1630173],1610612752.0,NYK,,,,Achiuwa,P. Achiuwa,,,,,,,,,,,,,,,,,,,,,,,,,,
213,PT07M14.00S,2025-03-05T01:16:41.5Z,2,REGULAR,substitution,in,[],1629011,,,1610612752,38,34,2025-03-05T01:19:57Z,2070000,False,,,0,,SUB in: M. Robinson,[1629011],1610612752.0,NYK,,,,Robinson,M. Robinson,,,,,,,,,,,,,,,,,,,,,,,,,,
214,PT06M56.00S,2025-03-05T01:20:41.0Z,2,REGULAR,3pt,Jump Shot,[],1626166,28.203022339027594,23.52941176470588,1610612752,38,34,2025-03-05T01:20:45Z,2080000,False,132.0,213.0,1,left,MISS C. Payne 25' pullup 3PT,[1626166],1610612752.0,NYK,pullup,,,Payne,C. Payne,,,,,Above the Break 3,24+ Right Center,25.05,Missed,,,,,,,,,,,,,,,,,,
215,PT06M54.00S,2025-03-05T01:20:43.0Z,2,REGULAR,rebound,defensive,[],202710,,,1610612744,38,34,2025-03-05T01:20:45Z,2090000,False,,,0,,J. Butler III REBOUND (Off:0 Def:1),[202710],1610612744.0,GSW,,,,Butler III,J. Butler III,,,,,Above the Break 3,24+ Right Center,,,,,,,214.0,,,,,1.0,1.0,0.0,,,,,,
217,PT06M44.00S,2025-03-05T01:20:56.0Z,2,REGULAR,substitution,out,[],1626166,,,1610612744,38,34,2025-03-05T01:21:11Z,2110000,False,,,0,,SUB out: C. Payne,[1626166],1610612752.0,NYK,,,,Payne,C. Payne,,,,,,,,,,,,,,,,,,,,,,,,,,
218,PT06M44.00S,2025-03-05T01:20:56.0Z,2,REGULAR,substitution,out,[],1630541,,,1610612744,38,34,2025-03-05T01:21:11Z,2120000,False,,,0,,SUB out: M. Moody,[1630541],1610612744.0,GSW,,,,Moody,M. Moody,,,,,,,,,,,,,,,,,,,,,,,,,,
219,PT06M44.00S,2025-03-05T01:20:56.0Z,2,REGULAR,substitution,in,[],1628973,,,1610612744,38,34,2025-03-05T01:21:11Z,2130000,False,,,0,,SUB in: J. Brunson,[1628973],1610612752.0,NYK,,,,Brunson,J. Brunson,,,,,,,,,,,,,,,,,,,,,,,,,,
220,PT06M44.00S,2025-03-05T01:20:56.0Z,2,REGULAR,substitution,in,[],1630611,,,1610612744,38,34,2025-03-05T01:21:11Z,2140000,False,,,0,,SUB in: G. Santos,[1630611],1610612744.0,GSW,,,,Santos,G. Santos,,,,,,,,,,,,,,,,,,,,,,,,,,
221,PT06M44.00S,2025-03-05T01:20:56.0Z,2,REGULAR,substitution,out,[],1630540,,,1610612744,38,34,2025-03-05T01:21:21Z,2150000,False,,,0,,SUB out: M. McBride,[1630540],1610612752.0,NYK,,,,McBride,M. McBride,,,,,,,,,,,,,,,,,,,,,,,,,,
222,PT06M44.00S,2025-03-05T01:20:56.0Z,2,REGULAR,substitution,in,[],1628404,,,1610612744,38,34,2025-03-05T01:21:21Z,2160000,False,,,0,,SUB in: J. Hart,[1628404],1610612752.0,NYK,,,,Hart,J. Hart,,,,,,,,,,,,,,,,,,,,,,,,,,
223,PT06M39.00S,2025-03-05T01:21:42.3Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],201939,93.51182654402102,53.431372549019606,1610612744,38,34,2025-03-05T01:21:49Z,2170000,False,17.0,8.0,1,right,MISS S. Curry driving Layup,[201939],1610612744.0,GSW,driving,,,Curry,S. Curry,,,,,Restricted Area,0-8 Center,1.92,Missed,,,,,,,,,,,,,,,,,,
225,PT06M38.00S,2025-03-05T01:21:43.3Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612744,38,34,2025-03-05T01:21:49Z,2190000,False,,,0,,TEAM offensive REBOUND,[],1610612744.0,GSW,,,,,,,,,,Restricted Area,0-8 Center,,,,,,,223.0,,,,,,,,,,,,,
227,PT06M36.00S,2025-03-05T01:22:03.3Z,2,REGULAR,turnover,out-of-bounds,[],201939,,,1610612744,38,34,2025-03-05T01:22:10Z,2210000,False,,,0,,S. Curry step out-of-bounds TURNOVER (2 TO),[201939],1610612744.0,GSW,step,,,Curry,S. Curry,,,,,Mid-Range,8-16 Right,,,,,,,,202056.0,2.0,,,,,,,,,,,
228,PT06M20.00S,2025-03-05T01:22:36.4Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1628384,26.62614980289093,17.401960784313726,1610612752,38,34,2025-03-05T01:24:30Z,2220000,False,163.0,198.0,1,left,MISS O. Anunoby 25' pullup 3PT,[1628384],1610612752.0,NYK,pullup,,,Anunoby,O. Anunoby,,,,,Above the Break 3,24+ Right Center,25.63,Missed,,,,,,,,,,,,,,,,,,
229,PT06M18.00S,2025-03-05T01:22:38.4Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612744,38,34,2025-03-05T01:22:55Z,2230000,False,,,0,,TEAM defensive REBOUND,[],1610612744.0,GSW,,,,,,,,,,Above the Break 3,24+ Right Center,,,,,,,228.0,,,,,,,,,,,,,
230,PT06M18.00S,2025-03-05T01:22:50.8Z,2,REGULAR,foul,personal,[],1629011,,,1610612744,38,34,2025-03-05T01:22:56Z,2240000,False,,,0,,M. Robinson loose ball personal FOUL (1 PF),"[1629011, 203110]",1610612752.0,NYK,loose ball,,,Robinson,M. Robinson,,,,,Restricted Area,0-8 Center,,,,,,,,1627541.0,,,,,,,1.0,0.0,Green,203110.0,,
232,PT06M18.00S,2025-03-05T01:22:50.9Z,2,REGULAR,substitution,out,[],202710,,,1610612744,38,34,2025-03-05T01:23:03Z,2260000,False,,,0,,SUB out: J. Butler III,[202710],1610612744.0,GSW,,,,Butler III,J. Butler III,,,,,,,,,,,,,,,,,,,,,,,,,,
233,PT06M18.00S,2025-03-05T01:22:50.9Z,2,REGULAR,substitution,in,[],1627741,,,1610612744,38,34,2025-03-05T01:23:03Z,2270000,False,,,0,,SUB in: B. Hield,[1627741],1610612744.0,GSW,,,,Hield,B. Hield,,,,,,,,,,,,,,,,,,,,,,,,,,
234,PT05M58.00S,2025-03-05T01:23:29.1Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203110,93.64323258869908,44.6078431372549,1610612744,38,34,2025-03-05T01:23:33Z,2280000,False,-27.0,7.0,1,right,MISS D. Green cutting Layup,[203110],1610612744.0,GSW,cutting,,,Green,D. Green,,,,,Restricted Area,0-8 Center,2.8,Missed,,,,,,,,,,,,,,,,,,
235,PT05M55.00S,2025-03-05T01:23:32.1Z,2,REGULAR,rebound,defensive,[],1629011,,,1610612752,38,34,2025-03-05T01:23:33Z,2290000,False,,,0,,M. Robinson REBOUND (Off:0 Def:1),[1629011],1610612752.0,NYK,,,,Robinson,M. Robinson,,,,,Restricted Area,0-8 Center,,,,,,,234.0,,,,,1.0,1.0,0.0,,,,,,
236,PT05M49.00S,2025-03-05T01:23:40.0Z,2,REGULAR,foul,personal,['2freethrow'],1642366,,,1610612752,38,34,2025-03-05T01:23:49Z,2300000,False,,,0,,Q. Post shooting personal FOUL (2 PF) (Brunson 2 FT),"[1642366, 1628973]",1610612744.0,GSW,shooting,,,Post,Q. Post,,,,,Restricted Area,0-8 Center,,,,,,,,202041.0,,,,,,,2.0,0.0,Brunson,1628973.0,,
238,PT05M49.00S,2025-03-05T01:24:26.0Z,2,REGULAR,freethrow,1 of 2,[],1628973,,,1610612752,39,34,2025-03-05T01:24:26Z,2320000,False,,,0,,J. Brunson Free Throw 1 of 2 (10 PTS),[1628973],1610612752.0,NYK,,,,Brunson,J. Brunson,,,,,,,,Made,10.0,,,,,,,,,,,,,,,,,
239,PT05M49.00S,2025-03-05T01:24:26.1Z,2,REGULAR,substitution,out,[],1642366,,,1610612752,39,34,2025-03-05T01:24:31Z,2330000,False,,,0,,SUB out: Q. Post,[1642366],1610612744.0,GSW,,,,Post,Q. Post,,,,,,,,,,,,,,,,,,,,,,,,,,
240,PT05M49.00S,2025-03-05T01:24:26.1Z,2,REGULAR,substitution,out,[],203110,,,1610612752,39,34,2025-03-05T01:24:31Z,2340000,False,,,0,,SUB out: D. Green,[203110],1610612744.0,GSW,,,,Green,D. Green,,,,,,,,,,,,,,,,,,,,,,,,,,
241,PT05M49.00S,2025-03-05T01:24:26.1Z,2,REGULAR,substitution,in,[],1628995,,,1610612752,39,34,2025-03-05T01:24:31Z,2350000,False,,,0,,SUB in: K. Knox II,[1628995],1610612744.0,GSW,,,,Knox II,K. Knox II,,,,,,,,,,,,,,,,,,,,,,,,,,
242,PT05M49.00S,2025-03-05T01:24:26.1Z,2,REGULAR,substitution,in,[],1626172,,,1610612752,39,34,2025-03-05T01:24:31Z,2360000,False,,,0,,SUB in: K. Looney,[1626172],1610612744.0,GSW,,,,Looney,K. Looney,,,,,,,,,,,,,,,,,,,,,,,,,,
243,PT05M49.00S,2025-03-05T01:24:51.7Z,2,REGULAR,freethrow,2 of 2,[],1628973,,,1610612752,40,34,2025-03-05T01:24:51Z,2370000,False,,,0,,J. Brunson Free Throw 2 of 2 (11 PTS),[1628973],1610612752.0,NYK,,,,Brunson,J. Brunson,,,,,,,,Made,11.0,,,,,,,,,,,,,,,,,
244,PT05M36.00S,2025-03-05T01:25:05.0Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630611,94.56307490144546,52.20588235294118,1610612744,40,36,2025-03-05T01:27:27Z,2380000,False,11.0,-1.0,1,right,G. Santos cutting Layup (4 PTS) (K. Knox II 1 AST),"[1630611, 1628995]",1610612744.0,GSW,cutting,,,Santos,G. Santos,,,,,Restricted Area,0-8 Center,1.11,Made,4.0,K. Knox II,1628995.0,1.0,,,,,,,,,,,,,,
246,PT05M13.00S,2025-03-05T01:25:28.0Z,2,REGULAR,3pt,Jump Shot,[],1628384,31.750985545335087,58.08823529411765,1610612752,40,36,2025-03-05T01:28:29Z,2400000,False,-40.0,246.0,1,left,MISS O. Anunoby 24' pullup 3PT,[1628384],1610612752.0,NYK,pullup,,,Anunoby,O. Anunoby,,,,,Above the Break 3,24+ Center,24.93,Missed,,,,,,,,,,,,,,,,,,
247,PT05M12.00S,2025-03-05T01:25:29.0Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612744,40,36,2025-03-05T01:25:34Z,2410000,False,,,0,,TEAM defensive REBOUND,[],1610612744.0,GSW,,,,,,,,,,Above the Break 3,24+ Center,,,,,,,246.0,,,,,,,,,,,,,
249,PT04M59.00S,2025-03-05T01:25:54.4Z,2,REGULAR,3pt,Jump Shot,[],201939,78.53153745072274,9.068627450980392,1610612744,40,36,2025-03-05T01:29:03Z,2430000,False,-205.0,149.0,1,right,MISS S. Curry 25' 3PT,[201939],1610612744.0,GSW,,,,Curry,S. Curry,,,,,Above the Break 3,24+ Left Center,25.34,Missed,,,,,,,,,,,,,,,,,,
250,PT04M57.00S,2025-03-05T01:25:56.4Z,2,REGULAR,rebound,defensive,[],1628404,,,1610612752,40,36,2025-03-05T01:25:58Z,2440000,False,,,0,,J. Hart REBOUND (Off:1 Def:3),[1628404],1610612752.0,NYK,,,,Hart,J. Hart,,,,,Above the Break 3,24+ Left Center,,,,,,,249.0,,,,,4.0,3.0,1.0,,,,,,
251,PT04M40.00S,2025-03-05T01:26:17.2Z,2,REGULAR,foul,personal,['2freethrow'],1628995,,,1610612752,40,36,2025-03-05T01:26:31Z,2450000,False,,,0,,K. Knox II shooting personal FOUL (1 PF) (Anunoby 2 FT),"[1628995, 1628384]",1610612744.0,GSW,shooting,,,Knox II,K. Knox II,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,1627541.0,,,,,,,1.0,0.0,Anunoby,1628384.0,,
253,PT04M40.00S,2025-03-05T01:26:39.5Z,2,REGULAR,freethrow,1 of 2,[],1628384,,,1610612752,40,36,2025-03-05T01:26:39Z,2470000,False,,,0,,MISS O. Anunoby Free Throw 1 of 2,[1628384],1610612752.0,NYK,,,,Anunoby,O. Anunoby,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
254,PT04M40.00S,2025-03-05T01:26:39.5Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612752,40,36,2025-03-05T01:26:39Z,2480000,False,,,0,,TEAM offensive REBOUND,[],1610612752.0,NYK,,,,,,,,,,,,,,,,,,253.0,,,,,,,,,,,,,
255,PT04M40.00S,2025-03-05T01:26:39.6Z,2,REGULAR,substitution,out,[],1629011,,,1610612752,40,36,2025-03-05T01:26:51Z,2490000,False,,,0,,SUB out: M. Robinson,[1629011],1610612752.0,NYK,,,,Robinson,M. Robinson,,,,,,,,,,,,,,,,,,,,,,,,,,
256,PT04M40.00S,2025-03-05T01:26:39.6Z,2,REGULAR,substitution,in,[],1630173,,,1610612752,40,36,2025-03-05T01:26:51Z,2500000,False,,,0,,SUB in: P. Achiuwa,[1630173],1610612752.0,NYK,,,,Achiuwa,P. Achiuwa,,,,,,,,,,,,,,,,,,,,,,,,,,
257,PT04M40.00S,2025-03-05T01:27:03.0Z,2,REGULAR,freethrow,2 of 2,[],1628384,,,1610612752,41,36,2025-03-05T01:27:03Z,2510000,False,,,0,,O. Anunoby Free Throw 2 of 2 (10 PTS),[1628384],1610612752.0,NYK,,,,Anunoby,O. Anunoby,,,,,,,,Made,10.0,,,,,,,,,,,,,,,,,
258,PT04M20.00S,2025-03-05T01:27:24.1Z,2,REGULAR,3pt,Jump Shot,[],1627741,90.3580814717477,97.05882352941177,1610612744,41,39,2025-03-05T01:27:28Z,2520000,False,235.0,38.0,1,right,B. Hield 3PT  (5 PTS) (S. Curry 2 AST),"[1627741, 201939]",1610612744.0,GSW,,,,Hield,B. Hield,,,,,Right Corner 3,24+ Right,23.84,Made,5.0,S. Curry,201939.0,2.0,,,,,,,,,,,,,,
260,PT04M03.00S,2025-03-05T01:27:40.5Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630173,7.30946123521682,49.754901960784316,1610612752,43,39,2025-03-05T01:30:58Z,2540000,False,1.0,16.0,1,left,P. Achiuwa Layup (2 PTS) (J. Brunson 4 AST),"[1630173, 1628973]",1610612752.0,NYK,,,,Achiuwa,P. Achiuwa,,,,,Restricted Area,0-8 Center,1.62,Made,2.0,J. Brunson,1628973.0,4.0,,,,,,,,,,,,,,
264,PT03M55.00S,2025-03-05T01:27:54.4Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],201939,93.77463863337714,52.20588235294118,1610612744,43,39,2025-03-05T01:28:25Z,2580000,False,11.0,6.0,1,right,MISS S. Curry driving finger roll Layup,[201939],1610612744.0,GSW,driving finger roll,,,Curry,S. Curry,,,,,Restricted Area,0-8 Center,1.25,Missed,,,,,,,,,,,,,,,,,,
