actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,turnoverTotal,stealPlayerName,stealPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId
17,PT10M52.00S,2025-01-14T00:44:41.8Z,1,REGULAR,foul,personal,[],1641709,,,1610612752,2,3,2025-01-14T00:45:40Z,170000,False,,,0,,A. Thompson personal FOUL (1 PF),"[1641709, 1628973]",1610612765.0,DET,,,,Thompson,A. Thompson,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,1162.0,1.0,0.0,Brunson,1628973.0,,,,,,
19,PT10M51.00S,2025-01-14T00:45:07.1Z,1,REGULAR,3pt,Jump Shot,[],1626157,68.54467805519053,32.84313725490196,1610612752,2,3,2025-01-14T00:45:57Z,190000,False,-86.0,243.0,1,right,MISS K. Towns 25' 3PT,[1626157],1610612752.0,NYK,,,,Towns,K. Towns,,,,,Above the Break 3,24+ Left Center,,,,25.79,Missed,,,,,,,,,,,,,,,
20,PT10M49.00S,2025-01-14T00:45:09.1Z,1,REGULAR,rebound,defensive,[],203501,,,1610612765,2,3,2025-01-14T00:45:57Z,200000,False,,,0,,T. Hardaway Jr. REBOUND (Off:0 Def:1),[203501],1610612765.0,DET,,,,Hardaway Jr.,T. Hardaway Jr.,,,,,Above the Break 3,24+ Left Center,,,,,,19.0,1.0,1.0,0.0,,,,,,,,,,,
21,PT10M39.00S,2025-01-14T00:45:18.4Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1631105,11.432325886990796,45.630361519607845,1610612765,2,5,2025-01-14T00:46:24Z,210000,False,22.0,55.0,1,left,J. Duren turnaround Jump Shot (2 PTS) (C. Cunningham 1 AST),"[1631105, 1630595]",1610612765.0,DET,turnaround,,,Duren,J. Duren,,,,,In The Paint (Non-RA),0-8 Center,,,,5.92,Made,,,,,,,,,,2.0,C. Cunningham,1630595.0,1.0,,
23,PT10M30.00S,2025-01-14T00:45:40.5Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628973,91.45860709592641,37.231924019607845,1610612752,2,5,2025-01-14T00:46:52Z,230000,False,-64.0,28.0,1,right,MISS J. Brunson 6' driving floating bank Shot,[1628973],1610612752.0,NYK,driving floating bank,,,Brunson,J. Brunson,,,,,In The Paint (Non-RA),0-8 Center,,,,6.96,Missed,,,,,,,,,,,,,,,
24,PT10M28.00S,2025-01-14T00:45:42.5Z,1,REGULAR,rebound,offensive,[],1628404,,,1610612752,2,5,2025-01-14T00:48:15Z,240000,False,,,0,,J. Hart REBOUND (Off:1 Def:1),[1628404],1610612752.0,NYK,,,,Hart,J. Hart,,,,,In The Paint (Non-RA),0-8 Center,,,,,,23.0,2.0,1.0,1.0,,,,,,,,,,,
42,PT10M28.00S,2025-01-14T00:45:45.2Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1628404,94.03745072273325,50.245098039215684,1610612752,2,5,2025-01-14T00:48:41Z,245000,False,1.0,4.0,1,right,MISS J. Hart tip Layup,[1628404],1610612752.0,NYK,tip,,,Hart,J. Hart,,,,,Restricted Area,0-8 Center,,,,0.37,Missed,,,,,,,,,,,,,,,
43,PT10M27.00S,2025-01-14T00:45:46.2Z,1,REGULAR,rebound,defensive,[],1631105,,,1610612765,2,5,2025-01-14T01:05:29Z,247500,False,,,0,,J. Duren REBOUND (Off:0 Def:1),[1631105],1610612765.0,DET,,,,Duren,J. Duren,,,,,Restricted Area,0-8 Center,,,,,,42.0,1.0,1.0,0.0,,,,,,,,,,,
25,PT10M18.00S,2025-01-14T00:45:49.9Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1641709,9.986859395532193,54.1015625,1610612765,2,7,2025-01-14T00:47:49Z,250000,False,-21.0,41.0,1,left,A. Thompson turnaround Jump Shot (2 PTS) (C. Cunningham 2 AST),"[1641709, 1630595]",1610612765.0,DET,turnaround,,,Thompson,A. Thompson,,,,,In The Paint (Non-RA),0-8 Center,,,,4.62,Made,,,,,,,,,,2.0,C. Cunningham,1630595.0,2.0,,
27,PT10M05.00S,2025-01-14T00:46:03.1Z,1,REGULAR,3pt,Jump Shot,[],1626157,66.46066031537451,62.45404411764706,1610612752,5,7,2025-01-14T00:48:02Z,270000,False,62.0,263.0,1,right,K. Towns 27' 3PT  (5 PTS) (J. Hart 1 AST),"[1626157, 1628404]",1610612752.0,NYK,,,,Towns,K. Towns,,,,,Above the Break 3,24+ Center,,,,27.01,Made,,,,,,,,,,5.0,J. Hart,1628404.0,1.0,,
29,PT09M52.00S,2025-01-14T00:46:28.0Z,1,REGULAR,foul,personal,[],1628404,,,1610612765,5,7,2025-01-14T00:46:35Z,290000,False,,,0,,J. Hart personal FOUL (1 PF),"[1628404, 203501]",1610612752.0,NYK,,,,Hart,J. Hart,,,,,Mid-Range,16-24 Right,,,,,,,,,,1162.0,1.0,0.0,Hardaway Jr.,203501.0,,,,,,
31,PT09M44.00S,2025-01-14T00:46:49.1Z,1,REGULAR,3pt,Jump Shot,[],1630595,25.57490144546649,81.61764705882352,1610612765,5,10,2025-01-14T00:48:45Z,310000,False,-158.0,188.0,1,left,C. Cunningham 24' 3PT pullup (3 PTS),[1630595],1610612765.0,DET,pullup,,,Cunningham,C. Cunningham,,,,,Above the Break 3,24+ Left Center,,,,24.56,Made,,,,,,,,,,3.0,,,,,
32,PT09M36.00S,2025-01-14T00:46:58.8Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628973,85.54533508541392,55.24662990196079,1610612752,7,10,2025-01-14T00:49:06Z,320000,False,26.0,83.0,1,right,J. Brunson 8' driving floating Jump Shot (2 PTS),[1628973],1610612752.0,NYK,driving floating,,,Brunson,J. Brunson,,,,,In The Paint (Non-RA),8-16 Center,,,,8.74,Made,,,,,,,,,,2.0,,,,,
33,PT09M28.00S,2025-01-14T00:47:06.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1641709,6.701708278580824,45.630361519607845,1610612765,7,10,2025-01-14T00:49:47Z,330000,False,22.0,10.0,1,left,MISS A. Thompson driving Layup,[1641709],1610612765.0,DET,driving,,,Thompson,A. Thompson,,,,,Restricted Area,0-8 Center,,,,2.42,Missed,,,,,,,,,,,,,,,
34,PT09M26.00S,2025-01-14T00:47:08.5Z,1,REGULAR,rebound,offensive,[],1631105,,,1610612765,7,10,2025-01-14T00:49:47Z,340000,False,,,0,,J. Duren REBOUND (Off:1 Def:1),[1631105],1610612765.0,DET,,,,Duren,J. Duren,,,,,Restricted Area,0-8 Center,,,,,,33.0,2.0,1.0,1.0,,,,,,,,,,,
35,PT09M26.00S,2025-01-14T00:47:10.0Z,1,REGULAR,2pt,DUNK,"['2ndchance', 'pointsinthepaint']",1631105,8.804204993429693,50.34466911764706,1610612765,7,12,2025-01-14T00:50:12Z,350000,False,-2.0,30.0,1,left,J. Duren tip DUNK (4 PTS),[1631105],1610612765.0,DET,tip,,,Duren,J. Duren,,,,,Restricted Area,0-8 Center,,,,3.03,Made,,,,,,,,,,4.0,,,,,
36,PT09M08.00S,2025-01-14T00:47:26.2Z,1,REGULAR,turnover,out-of-bounds,[],1628973,,,1610612752,7,12,2025-01-14T00:50:34Z,360000,False,,,0,,J. Brunson bad pass out-of-bounds TURNOVER (1 TO),[1628973],1610612752.0,NYK,bad pass,,,Brunson,J. Brunson,,,,,In The Paint (Non-RA),0-8 Center,1.0,,,,,,,,,1627541.0,,,,,,,,,,
37,PT08M56.00S,2025-01-14T00:47:45.4Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1630595,11.038107752956634,43.17938112745098,1610612765,7,12,2025-01-14T00:51:00Z,370000,False,34.0,51.0,1,left,MISS C. Cunningham 6' driving floating bank Shot,[1630595],1610612765.0,DET,driving floating bank,,,Cunningham,C. Cunningham,,,,,In The Paint (Non-RA),0-8 Center,,,,6.16,Missed,,,,,,,,,,,,,,,
38,PT08M53.00S,2025-01-14T00:47:48.4Z,1,REGULAR,rebound,defensive,[],1626157,,,1610612752,7,12,2025-01-14T00:51:00Z,380000,False,,,0,,K. Towns REBOUND (Off:0 Def:1),[1626157],1610612752.0,NYK,,,,Towns,K. Towns,,,,,In The Paint (Non-RA),0-8 Center,,,,,,37.0,1.0,1.0,0.0,,,,,,,,,,,
39,PT08M43.00S,2025-01-14T00:48:00.4Z,1,REGULAR,foul,personal,['2freethrow'],1631105,,,1610612752,7,12,2025-01-14T00:48:07Z,390000,False,,,0,,J. Duren shooting personal FOUL (2 PF) (Towns 2 FT),"[1631105, 1626157]",1610612765.0,DET,shooting,,,Duren,J. Duren,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,1193.0,2.0,0.0,Towns,1626157.0,,,,,,
44,PT08M43.00S,2025-01-14T00:48:19.2Z,1,REGULAR,substitution,out,[],1631105,,,1610612752,7,12,2025-01-14T00:48:47Z,405000,False,,,0,,SUB out: J. Duren,[1631105],1610612765.0,DET,,,,Duren,J. Duren,,,,,,,,,,,,,,,,,,,,,,,,,,
45,PT08M43.00S,2025-01-14T00:48:19.2Z,1,REGULAR,substitution,in,[],1630191,,,1610612752,7,12,2025-01-14T00:48:47Z,407500,False,,,0,,SUB in: I. Stewart,[1630191],1610612765.0,DET,,,,Stewart,I. Stewart,,,,,,,,,,,,,,,,,,,,,,,,,,
41,PT08M43.00S,2025-01-14T00:48:38.1Z,1,REGULAR,freethrow,1 of 2,[],1626157,,,1610612752,8,12,2025-01-14T00:48:38Z,410000,False,,,0,,K. Towns Free Throw 1 of 2 (6 PTS),[1626157],1610612752.0,NYK,,,,Towns,K. Towns,,,,,,,,,,,Made,,,,,,,,,,6.0,,,,,
46,PT08M43.00S,2025-01-14T00:49:05.7Z,1,REGULAR,freethrow,2 of 2,[],1626157,,,1610612752,9,12,2025-01-14T00:49:05Z,420000,False,,,0,,K. Towns Free Throw 2 of 2 (7 PTS),[1626157],1610612752.0,NYK,,,,Towns,K. Towns,,,,,,,,,,,Made,,,,,,,,,,7.0,,,,,
47,PT08M28.00S,2025-01-14T00:49:28.0Z,1,REGULAR,3pt,Jump Shot,[],1630595,28.465834428383708,19.11764705882353,1610612765,9,12,2025-01-14T00:51:53Z,430000,False,154.0,215.0,1,left,MISS C. Cunningham 26' pullup 3PT,[1630595],1610612765.0,DET,pullup,,,Cunningham,C. Cunningham,,,,,Above the Break 3,24+ Right Center,,,,26.48,Missed,,,,,,,,,,,,,,,
48,PT08M26.00S,2025-01-14T00:49:30.0Z,1,REGULAR,rebound,defensive,[],1628404,,,1610612752,9,12,2025-01-14T00:51:53Z,440000,False,,,0,,J. Hart REBOUND (Off:1 Def:2),[1628404],1610612752.0,NYK,,,,Hart,J. Hart,,,,,Above the Break 3,24+ Right Center,,,,,,47.0,3.0,2.0,1.0,,,,,,,,,,,
49,PT08M11.00S,2025-01-14T00:49:44.1Z,1,REGULAR,foul,personal,['2freethrow'],1630595,,,1610612752,9,12,2025-01-14T00:49:50Z,450000,False,,,0,,C. Cunningham shooting personal FOUL (1 PF) (Brunson 2 FT),"[1630595, 1628973]",1610612765.0,DET,shooting,,,Cunningham,C. Cunningham,,,,,Restricted Area,0-8 Center,,,,,,,,,,1627541.0,1.0,0.0,Brunson,1628973.0,,,,,,
51,PT08M11.00S,2025-01-14T00:50:15.3Z,1,REGULAR,freethrow,1 of 2,[],1628973,,,1610612752,10,12,2025-01-14T00:50:15Z,470000,False,,,0,,J. Brunson Free Throw 1 of 2 (3 PTS),[1628973],1610612752.0,NYK,,,,Brunson,J. Brunson,,,,,,,,,,,Made,,,,,,,,,,3.0,,,,,
52,PT08M11.00S,2025-01-14T00:50:32.4Z,1,REGULAR,freethrow,2 of 2,[],1628973,,,1610612752,11,12,2025-01-14T00:50:32Z,480000,False,,,0,,J. Brunson Free Throw 2 of 2 (4 PTS),[1628973],1610612752.0,NYK,,,,Brunson,J. Brunson,,,,,,,,,,,Made,,,,,,,,,,4.0,,,,,
53,PT08M01.00S,2025-01-14T00:50:46.4Z,1,REGULAR,2pt,Jump Shot,[],202699,23.65308804204993,49.81617647058824,1610612765,11,12,2025-01-14T00:53:04Z,490000,False,1.0,170.0,1,left,MISS T. Harris 16' step back Shot,[202699],1610612765.0,DET,step back,,,Harris,T. Harris,,,,,Mid-Range,16-24 Center,,,,16.98,Missed,,,,,,,,,,,,,,,
54,PT07M58.00S,2025-01-14T00:50:49.4Z,1,REGULAR,rebound,offensive,[],1630191,,,1610612765,11,12,2025-01-14T00:53:04Z,500000,False,,,0,,I. Stewart REBOUND (Off:1 Def:0),[1630191],1610612765.0,DET,,,,Stewart,I. Stewart,,,,,Mid-Range,16-24 Center,,,,,,53.0,1.0,0.0,1.0,,,,,,,,,,,
55,PT07M58.00S,2025-01-14T00:50:51.0Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],203501,29.94415243101183,14.928002450980387,1610612765,11,12,2025-01-14T00:53:28Z,510000,False,175.0,229.0,1,left,MISS T. Hardaway Jr. 28' 3PT,[203501],1610612765.0,DET,,,,Hardaway Jr.,T. Hardaway Jr.,,,,,Above the Break 3,24+ Right Center,,,,28.85,Missed,,,,,,,,,,,,,,,
56,PT07M55.00S,2025-01-14T00:50:54.0Z,1,REGULAR,rebound,defensive,[],1628969,,,1610612752,11,12,2025-01-14T00:53:28Z,520000,False,,,0,,M. Bridges REBOUND (Off:0 Def:1),[1628969],1610612752.0,NYK,,,,Bridges,M. Bridges,,,,,Above the Break 3,24+ Right Center,,,,,,55.0,1.0,1.0,0.0,,,,,,,,,,,
57,PT07M49.00S,2025-01-14T00:50:59.1Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1626157,91.32720105124835,61.88725490196079,1610612752,11,12,2025-01-14T00:54:03Z,530000,False,59.0,29.0,1,right,MISS K. Towns 6' running finger roll Layup - blocked,"[1626157, 1630191]",1610612752.0,NYK,running finger roll,,,Towns,K. Towns,,,,,In The Paint (Non-RA),0-8 Center,,,,6.61,Missed,,,,,,,,,,,,,,Stewart,1630191.0
58,PT07M49.00S,2025-01-14T00:50:59.1Z,1,REGULAR,block,,[],1630191,,,1610612752,11,12,2025-01-14T00:51:00Z,540000,False,,,0,,I. Stewart BLOCK (1 BLK),[1630191],1610612765.0,DET,,,,Stewart,I. Stewart,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
59,PT07M48.00S,2025-01-14T00:51:00.1Z,1,REGULAR,rebound,defensive,[],1641709,,,1610612765,11,12,2025-01-14T00:54:03Z,550000,False,,,0,,A. Thompson REBOUND (Off:0 Def:1),[1641709],1610612765.0,DET,,,,Thompson,A. Thompson,,,,,In The Paint (Non-RA),0-8 Center,,,,,,57.0,1.0,1.0,0.0,,,,,,,,,,,
60,PT07M41.00S,2025-01-14T00:51:05.8Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1641709,12.220762155059134,60.70006127450981,1610612765,11,14,2025-01-14T00:54:17Z,560000,False,-54.0,62.0,1,left,A. Thompson 8' running Layup (4 PTS) (C. Cunningham 3 AST),"[1641709, 1630595]",1610612765.0,DET,running,,,Thompson,A. Thompson,,,,,In The Paint (Non-RA),8-16 Left,,,,8.22,Made,,,,,,,,,,4.0,C. Cunningham,1630595.0,3.0,,
62,PT07M24.00S,2025-01-14T00:51:23.1Z,1,REGULAR,turnover,lost ball,[],1628384,,,1610612752,11,14,2025-01-14T00:54:37Z,580000,False,,,0,,O. Anunoby lost ball TURNOVER (1 TO),"[1628384, 202699]",1610612752.0,NYK,,,,Anunoby,O. Anunoby,,,,,Restricted Area,0-8 Center,1.0,Harris,202699.0,,,,,,,,,,,,,,,,,
63,PT07M24.00S,2025-01-14T00:51:23.1Z,1,REGULAR,steal,,[],202699,,,1610612765,11,14,2025-01-14T00:51:24Z,590000,False,,,0,,T. Harris STEAL (2 STL),[202699],1610612765.0,DET,,,,Harris,T. Harris,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
64,PT07M23.00S,2025-01-14T00:51:25.8Z,1,REGULAR,foul,personal,[],1628384,,,1610612765,11,14,2025-01-14T00:54:58Z,600000,False,,,0,,O. Anunoby personal FOUL (1 PF),"[1628384, 202699]",1610612752.0,NYK,,,,Anunoby,O. Anunoby,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,1193.0,1.0,0.0,Harris,202699.0,,,,,,
66,PT07M15.00S,2025-01-14T00:51:58.7Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",202699,11.038107752956634,56.495098039215684,1610612765,11,14,2025-01-14T00:55:33Z,620000,False,-32.0,51.0,1,left,MISS T. Harris 6' cutting Layup,[202699],1610612765.0,DET,cutting,,,Harris,T. Harris,,,,,In The Paint (Non-RA),0-8 Center,,,,6.07,Missed,,,,,,,,,,,,,,,
67,PT07M14.00S,2025-01-14T00:51:59.7Z,1,REGULAR,rebound,offensive,[],1630191,,,1610612765,11,14,2025-01-14T00:55:33Z,630000,False,,,0,,I. Stewart REBOUND (Off:2 Def:0),[1630191],1610612765.0,DET,,,,Stewart,I. Stewart,,,,,In The Paint (Non-RA),0-8 Center,,,,,,66.0,2.0,0.0,2.0,,,,,,,,,,,
68,PT07M12.00S,2025-01-14T00:52:00.9Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",1630191,8.278580814717472,51.286764705882355,1610612765,11,16,2025-01-14T00:55:46Z,640000,False,-6.0,25.0,1,left,I. Stewart putback Layup (2 PTS),[1630191],1610612765.0,DET,putback,,,Stewart,I. Stewart,,,,,Restricted Area,0-8 Center,,,,2.61,Made,,,,,,,,,,2.0,,,,,
69,PT06M57.00S,2025-01-14T00:52:16.0Z,1,REGULAR,2pt,Jump Shot,[],1628973,77.26675427069645,36.49662990196079,1610612752,11,16,2025-01-14T00:56:05Z,650000,False,-68.0,161.0,1,right,MISS J. Brunson 17' step back Shot,[1628973],1610612752.0,NYK,step back,,,Brunson,J. Brunson,,,,,Mid-Range,16-24 Left Center,,,,17.48,Missed,,,,,,,,,,,,,,,
70,PT06M55.00S,2025-01-14T00:52:18.0Z,1,REGULAR,rebound,defensive,[],1641709,,,1610612765,11,16,2025-01-14T00:56:05Z,660000,False,,,0,,A. Thompson REBOUND (Off:0 Def:2),[1641709],1610612765.0,DET,,,,Thompson,A. Thompson,,,,,Mid-Range,16-24 Left Center,,,,,,69.0,2.0,2.0,0.0,,,,,,,,,,,
71,PT06M50.00S,2025-01-14T00:52:22.3Z,1,REGULAR,turnover,out-of-bounds,[],1641709,,,1610612765,11,16,2025-01-14T00:56:29Z,670000,False,,,0,,A. Thompson bad pass out-of-bounds TURNOVER (1 TO),[1641709],1610612765.0,DET,bad pass,,,Thompson,A. Thompson,,,,,Above the Break 3,24+ Center,1.0,,,,,,,,,1627541.0,,,,,,,,,,
72,PT06M50.00S,2025-01-14T00:52:27.1Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612752,11,16,2025-01-14T00:52:27Z,680000,False,,,0,,NYK Timeout,[],1610612752.0,NYK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73,PT06M33.00S,2025-01-14T00:55:40.0Z,1,REGULAR,2pt,Jump Shot,['fromturnover'],1628384,87.3850197109067,8.800551470588232,1610612752,13,16,2025-01-14T00:56:47Z,690000,False,-206.0,66.0,1,right,O. Anunoby 21' Jump Shot (2 PTS) (J. Brunson 1 AST),"[1628384, 1628973]",1610612752.0,NYK,,,,Anunoby,O. Anunoby,,,,,Mid-Range,16-24 Left,,,,21.63,Made,,,,,,,,,,2.0,J. Brunson,1628973.0,1.0,,
75,PT06M17.00S,2025-01-14T00:55:56.6Z,1,REGULAR,3pt,Jump Shot,[],202699,3.7614980289093296,96.07843137254902,1610612765,13,16,2025-01-14T00:57:07Z,710000,False,-230.0,-17.0,1,left,MISS T. Harris 3PT,[202699],1610612765.0,DET,,,,Harris,T. Harris,,,,,Left Corner 3,24+ Left,,,,23.1,Missed,,,,,,,,,,,,,,,
76,PT06M15.00S,2025-01-14T00:55:58.6Z,1,REGULAR,rebound,defensive,[],1628973,,,1610612752,13,16,2025-01-14T00:57:07Z,720000,False,,,0,,J. Brunson REBOUND (Off:0 Def:1),[1628973],1610612752.0,NYK,,,,Brunson,J. Brunson,,,,,Left Corner 3,24+ Left,,,,,,75.0,1.0,1.0,0.0,,,,,,,,,,,
77,PT05M57.00S,2025-01-14T00:56:17.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628384,89.75032851511169,43.17938112745098,1610612752,13,16,2025-01-14T00:57:50Z,730000,False,-34.0,44.0,1,right,MISS O. Anunoby driving Layup,[1628384],1610612752.0,NYK,driving,,,Anunoby,O. Anunoby,,,,,In The Paint (Non-RA),0-8 Center,,,,5.55,Missed,,,,,,,,,,,,,,,
78,PT05M55.00S,2025-01-14T00:56:19.9Z,1,REGULAR,rebound,defensive,[],202699,,,1610612765,13,16,2025-01-14T00:57:50Z,740000,False,,,0,,T. Harris REBOUND (Off:0 Def:1),[202699],1610612765.0,DET,,,,Harris,T. Harris,,,,,In The Paint (Non-RA),0-8 Center,,,,,,77.0,1.0,1.0,0.0,,,,,,,,,,,
79,PT05M51.00S,2025-01-14T00:56:22.7Z,1,REGULAR,2pt,DUNK,"['fastbreak', 'pointsinthepaint']",1630595,10.643889618922472,47.69071691176471,1610612765,13,18,2025-01-14T00:58:05Z,750000,False,12.0,48.0,1,left,C. Cunningham running DUNK (5 PTS) (T. Harris 2 AST),"[1630595, 202699]",1610612765.0,DET,running,,,Cunningham,C. Cunningham,,,,,In The Paint (Non-RA),0-8 Center,,,,4.9,Made,,,,,,,,,,5.0,T. Harris,202699.0,2.0,,
81,PT05M23.00S,2025-01-14T00:56:50.8Z,1,REGULAR,turnover,bad pass,[],1628973,,,1610612752,13,18,2025-01-14T00:58:26Z,770000,False,,,0,,J. Brunson bad pass TURNOVER (2 TO),"[1628973, 1641709]",1610612752.0,NYK,,,,Brunson,J. Brunson,,,,,In The Paint (Non-RA),0-8 Center,2.0,Thompson,1641709.0,,,,,,,,,,,,,,,,,
82,PT05M23.00S,2025-01-14T00:56:50.8Z,1,REGULAR,steal,,[],1641709,,,1610612765,13,18,2025-01-14T00:56:52Z,780000,False,,,0,,A. Thompson STEAL (1 STL),[1641709],1610612765.0,DET,,,,Thompson,A. Thompson,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
