actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,officialId,turnoverTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,stealPlayerName,stealPersonId
2,PT12M00.00S,2024-12-12T00:14:43.4Z,1,REGULAR,period,start,[],0,,,0,0,0,2024-12-12T00:14:43Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT12M00.00S,2024-12-12T00:14:45.4Z,1,REGULAR,jumpball,recovered,[],1630552,,,1610612737,0,0,2024-12-12T00:14:45Z,40000,False,,,0,,Jump Ball C. Capela vs. K. Towns: Tip to J. Johnson,"[1630552, 203991, 1626157]",1610612737.0,ATL,startperiod,J. Johnson,1630552.0,Johnson,J. Johnson,Capela,203991.0,Towns,1626157.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M40.00S,2024-12-12T00:15:02.1Z,1,REGULAR,2pt,Jump Shot,[],1629027,5.075558475689881,27.450980392156865,1610612737,0,0,2024-12-12T00:15:16Z,70000,False,113.0,-5.0,1,left,MISS T. Young 11' driving floating Shot,[1629027],1610612737.0,ATL,driving floating,,,Young,T. Young,,,,,Mid-Range,8-16 Right,11.28,Missed,,,,,,,,,,,,,,,,,,
8,PT11M38.00S,2024-12-12T00:15:04.1Z,1,REGULAR,rebound,defensive,[],1626157,,,1610612752,0,0,2024-12-12T00:15:11Z,80000,False,,,0,,K. Towns REBOUND (Off:0 Def:1),[1626157],1610612752.0,NYK,,,,Towns,K. Towns,,,,,Mid-Range,8-16 Right,,,7.0,1.0,1.0,0.0,,,,,,,,,,,,,,
9,PT11M34.00S,2024-12-12T00:15:10.1Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1628969,89.70105124835742,3.6764705882352944,1610612752,3,0,2024-12-12T00:15:37Z,90000,False,-232.0,44.0,1,right,M. Bridges 3PT running (3 PTS) (J. Brunson 1 AST),"[1628969, 1628973]",1610612752.0,NYK,running,,,Bridges,M. Bridges,,,,,Left Corner 3,24+ Left,23.58,Made,,,,,3.0,J. Brunson,1628973.0,1.0,,,,,,,,,,
11,PT11M22.00S,2024-12-12T00:15:20.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629027,6.783837056504599,51.470588235294116,1610612737,3,0,2024-12-12T00:15:27Z,110000,False,-7.0,11.0,1,left,MISS T. Young driving finger roll Layup,[1629027],1610612737.0,ATL,driving finger roll,,,Young,T. Young,,,,,Restricted Area,0-8 Center,1.35,Missed,,,,,,,,,,,,,,,,,,
12,PT11M20.00S,2024-12-12T00:15:22.9Z,1,REGULAR,rebound,defensive,[],1626157,,,1610612752,3,0,2024-12-12T00:15:27Z,120000,False,,,0,,K. Towns REBOUND (Off:0 Def:2),[1626157],1610612752.0,NYK,,,,Towns,K. Towns,,,,,Restricted Area,0-8 Center,,,11.0,2.0,2.0,0.0,,,,,,,,,,,,,,
13,PT11M15.00S,2024-12-12T00:15:27.2Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1628384,94.43166885676742,95.09803921568627,1610612752,3,0,2024-12-12T00:15:34Z,130000,False,225.0,0.0,1,right,MISS O. Anunoby running 3PT - blocked,"[1628384, 1630552]",1610612752.0,NYK,running,,,Anunoby,O. Anunoby,,,,,Right Corner 3,24+ Right,22.55,Missed,,,,,,,,,Johnson,1630552.0,,,,,,,,
14,PT11M15.00S,2024-12-12T00:15:27.2Z,1,REGULAR,block,,[],1630552,,,1610612752,3,0,2024-12-12T00:15:29Z,140000,False,,,0,,J. Johnson BLOCK (1 BLK),[1630552],1610612737.0,ATL,,,,Johnson,J. Johnson,,,,,Right Corner 3,24+ Right,,,,,,,,,,,,,,,,,,,,
15,PT11M13.00S,2024-12-12T00:15:29.2Z,1,REGULAR,rebound,offensive,[],1628969,,,1610612752,3,0,2024-12-12T00:15:34Z,150000,False,,,0,,M. Bridges REBOUND (Off:1 Def:0),[1628969],1610612752.0,NYK,,,,Bridges,M. Bridges,,,,,Right Corner 3,24+ Right,,,13.0,1.0,0.0,1.0,,,,,,,,,,,,,,
16,PT11M10.00S,2024-12-12T00:15:33.3Z,1,REGULAR,turnover,out-of-bounds,[],1628969,,,1610612752,3,0,2024-12-12T00:15:38Z,160000,False,,,0,,M. Bridges bad pass out-of-bounds TURNOVER (1 TO),[1628969],1610612752.0,NYK,bad pass,,,Bridges,M. Bridges,,,,,Mid-Range,16-24 Left,,,,,,,,,,,,,1627541.0,1.0,,,,,,
17,PT11M06.00S,2024-12-12T00:15:51.7Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1630700,8.623521681997373,39.21568627450981,1610612737,3,0,2024-12-12T00:16:05Z,170000,False,54.0,29.0,1,left,MISS D. Daniels 6' driving Layup - blocked,"[1630700, 1628973]",1610612737.0,ATL,driving,,,Daniels,D. Daniels,,,,,In The Paint (Non-RA),0-8 Center,6.1,Missed,,,,,,,,,Brunson,1628973.0,,,,,,,,
18,PT11M06.00S,2024-12-12T00:15:51.7Z,1,REGULAR,block,,[],1628973,,,1610612737,3,0,2024-12-12T00:15:56Z,180000,False,,,0,,J. Brunson BLOCK (1 BLK),[1628973],1610612752.0,NYK,,,,Brunson,J. Brunson,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
19,PT11M04.00S,2024-12-12T00:15:53.7Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612737,3,0,2024-12-12T00:16:05Z,190000,False,,,0,,TEAM offensive REBOUND,[],1610612737.0,ATL,,,,,,,,,,In The Paint (Non-RA),0-8 Center,,,17.0,,,,,,,,,,,,,,,,,
21,PT11M02.00S,2024-12-12T00:16:06.5Z,1,REGULAR,3pt,Jump Shot,"['fromturnover', '2ndchance']",1630552,4.944152431011826,95.09803921568627,1610612737,3,0,2024-12-12T00:16:11Z,210000,False,-225.0,-6.0,1,left,MISS J. Johnson 3PT,[1630552],1610612737.0,ATL,,,,Johnson,J. Johnson,,,,,Left Corner 3,24+ Left,22.56,Missed,,,,,,,,,,,,,,,,,,
22,PT11M00.00S,2024-12-12T00:16:08.5Z,1,REGULAR,rebound,defensive,[],1628384,,,1610612752,3,0,2024-12-12T00:16:11Z,220000,False,,,0,,O. Anunoby REBOUND (Off:0 Def:1),[1628384],1610612752.0,NYK,,,,Anunoby,O. Anunoby,,,,,Left Corner 3,24+ Left,,,21.0,1.0,1.0,0.0,,,,,,,,,,,,,,
23,PT10M48.00S,2024-12-12T00:16:21.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1626157,93.51182654402102,50.0,1610612752,3,0,2024-12-12T00:16:26Z,230000,False,0.0,8.0,1,right,MISS K. Towns driving Layup - blocked,"[1626157, 1630552]",1610612752.0,NYK,driving,,,Towns,K. Towns,,,,,Restricted Area,0-8 Center,0.85,Missed,,,,,,,,,Johnson,1630552.0,,,,,,,,
24,PT10M48.00S,2024-12-12T00:16:21.0Z,1,REGULAR,block,,[],1630552,,,1610612752,3,0,2024-12-12T00:16:23Z,240000,False,,,0,,J. Johnson BLOCK (2 BLK),[1630552],1610612737.0,ATL,,,,Johnson,J. Johnson,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
